TABLE=001 | AREA=Phường Biên Hòa
--- SEQUENCE=5 | SECTION=non-agricultural | PAGES=2147-2160 | LINES=979 ---
P=2158 | X=0106.850-0159.560 | Y=0177.850-0189.010 | đến ≤600m.
P=2158 | X=0106.850-0329.700 | Y=0195.350-0206.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=2158 | X=0106.850-0391.760 | Y=0213.350-0224.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=2158 | X=0106.850-0393.900 | Y=0224.850-0236.010 | Đường Hoàng Minh Chánh đoạn từ Đường Nguyễn Ái Quốc đến
P=2158 | X=0106.850-0392.220 | Y=0236.350-0247.510 | Nghĩa trang Sùng Chính Phước Kiến (dự án đường Hoàng Minh
P=2158 | X=0092.800-0381.190 | Y=0247.850-0259.260 | 84 Chánh nối dài) có hiện trạng là đường nhựa, bê tông xi măng:
P=2158 | X=0413.550-0438.560 | Y=0248.100-0259.260 | 2.600
P=2158 | X=0449.750-0474.760 | Y=0248.100-0259.260 | 1.800
P=2158 | X=0492.550-0517.560 | Y=0248.100-0259.260 | 1.600
P=2158 | X=0106.850-0383.860 | Y=0265.350-0276.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=2158 | X=0106.850-0332.820 | Y=0282.850-0294.010 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=2158 | X=0226.600-0297.630 | Y=0300.850-0312.010 | Đường Bùi Hữu
P=2158 | X=0312.300-0386.740 | Y=0300.850-0312.010 | Giáp ranh mỏ đá
P=2158 | X=0092.800-0210.640 | Y=0306.600-0317.760 | 85 Đường Huỳnh Mẫn Đạt
P=2158 | X=0407.950-0474.720 | Y=0306.600-0317.760 | 16.500 11.600
P=2158 | X=0492.550-0517.560 | Y=0306.600-0317.760 | 9.900
P=2158 | X=0226.600-0253.270 | Y=0312.350-0323.510 | Nghĩa
P=2158 | X=0312.300-0353.400 | Y=0312.350-0323.510 | BBCC cũ
P=2158 | X=0106.850-0386.660 | Y=0330.350-0341.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh
P=2158 | X=0106.850-0381.760 | Y=0341.850-0353.010 | Mẫn Đạt đoạn từ Đường Bùi Hữu Nghĩa đến Giáp ranh mỏ đá
P=2158 | X=0106.850-0357.300 | Y=0353.350-0364.510 | BBCC cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=2158 | X=0092.800-0103.920 | Y=0359.350-0370.510 | 86
P=2158 | X=0413.550-0438.560 | Y=0359.350-0370.510 | 8.900
P=2158 | X=0449.750-0474.760 | Y=0359.350-0370.510 | 6.200
P=2158 | X=0492.550-0517.560 | Y=0359.350-0370.510 | 5.300
P=2158 | X=0106.850-0329.350 | Y=0370.850-0382.010 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=2158 | X=0106.850-0383.510 | Y=0388.350-0399.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=2158 | X=0106.850-0386.660 | Y=0406.350-0417.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh
P=2158 | X=0106.850-0381.760 | Y=0417.850-0429.010 | Mẫn Đạt đoạn từ Đường Bùi Hữu Nghĩa đến Giáp ranh mỏ đá
P=2158 | X=0106.850-0357.300 | Y=0429.350-0440.510 | BBCC cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=2158 | X=0092.800-0329.700 | Y=0446.850-0461.010 | 87 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=2158 | X=0413.550-0438.560 | Y=0449.850-0461.010 | 4.900
P=2158 | X=0449.750-0474.760 | Y=0449.850-0461.010 | 3.400
P=2158 | X=0492.550-0517.560 | Y=0449.850-0461.010 | 2.900
P=2158 | X=0106.850-0393.320 | Y=0464.350-0475.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=2158 | X=0106.850-0159.560 | Y=0475.850-0487.010 | đến ≤600m.
P=2158 | X=0106.850-0329.700 | Y=0493.350-0504.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=2158 | X=0106.850-0386.660 | Y=0511.350-0522.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh
P=2158 | X=0106.850-0381.760 | Y=0522.850-0534.010 | Mẫn Đạt đoạn từ Đường Bùi Hữu Nghĩa đến Giáp ranh mỏ đá
P=2158 | X=0106.850-0357.300 | Y=0534.350-0545.510 | BBCC cũ có hiện trạng là đường nhựa, bê tông xi măng:
P=2158 | X=0092.800-0103.920 | Y=0540.350-0551.510 | 88
P=2158 | X=0413.550-0438.560 | Y=0540.350-0551.510 | 3.300
P=2158 | X=0449.750-0474.760 | Y=0540.350-0551.510 | 2.300
P=2158 | X=0492.550-0517.560 | Y=0540.350-0551.510 | 2.000
P=2158 | X=0106.850-0383.860 | Y=0551.850-0563.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=2158 | X=0106.850-0330.040 | Y=0569.350-0580.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=2158 | X=0106.850-0391.760 | Y=0587.350-0598.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=2158 | X=0106.850-0394.450 | Y=0598.850-0610.010 | Đường Huỳnh Mẫn Đạt đoạn từ Đường Bùi Hữu Nghĩa đến Giáp
P=2158 | X=0106.850-0380.070 | Y=0610.350-0621.510 | ranh mỏ đá BBCC cũ có hiện trạng là đường nhựa, bê tông xi
P=2158 | X=0092.800-0134.630 | Y=0621.850-0633.260 | 89 măng:
P=2158 | X=0413.550-0438.560 | Y=0622.100-0633.260 | 8.000
P=2158 | X=0449.750-0474.760 | Y=0622.100-0633.260 | 5.600
P=2158 | X=0492.550-0517.560 | Y=0622.100-0633.260 | 4.800
P=2158 | X=0106.850-0329.350 | Y=0639.350-0650.510 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=2158 | X=0106.850-0383.510 | Y=0656.850-0668.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=2158 | X=0092.800-0391.760 | Y=0674.850-0686.010 | 90 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=2158 | X=0413.550-0438.560 | Y=0674.850-0686.010 | 4.400
P=2158 | X=0449.750-0474.760 | Y=0674.850-0686.010 | 3.100
P=2158 | X=0492.550-0517.560 | Y=0674.850-0686.010 | 2.600
P=2158 | X=0106.850-0394.450 | Y=0686.350-0697.510 | Đường Huỳnh Mẫn Đạt đoạn từ Đường Bùi Hữu Nghĩa đến Giáp
P=2158 | X=0106.850-0380.070 | Y=0697.850-0709.010 | ranh mỏ đá BBCC cũ có hiện trạng là đường nhựa, bê tông xi
P=2159 | X=0106.850-0134.630 | Y=0078.850-0090.010 | măng:
P=2159 | X=0106.850-0329.700 | Y=0096.350-0107.510 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=2159 | X=0106.850-0393.320 | Y=0113.850-0125.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=2159 | X=0106.850-0159.560 | Y=0125.350-0136.510 | đến ≤600m.
P=2159 | X=0106.850-0329.700 | Y=0142.850-0154.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=2159 | X=0106.850-0391.760 | Y=0160.850-0172.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=2159 | X=0106.850-0394.450 | Y=0172.350-0183.510 | Đường Huỳnh Mẫn Đạt đoạn từ Đường Bùi Hữu Nghĩa đến Giáp
P=2159 | X=0106.850-0380.070 | Y=0183.850-0195.010 | ranh mỏ đá BBCC cũ có hiện trạng là đường nhựa, bê tông xi
P=2159 | X=0092.800-0134.630 | Y=0195.350-0206.760 | 91 măng:
P=2159 | X=0413.550-0438.560 | Y=0195.600-0206.760 | 3.000
P=2159 | X=0449.750-0474.760 | Y=0195.600-0206.760 | 2.100
P=2159 | X=0492.550-0517.560 | Y=0195.600-0206.760 | 1.800
P=2159 | X=0106.850-0383.860 | Y=0212.850-0224.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=2159 | X=0106.850-0332.820 | Y=0230.350-0241.510 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=2159 | X=0226.600-0297.630 | Y=0248.350-0259.510 | Đường Bùi Hữu
P=2159 | X=0312.300-0403.290 | Y=0248.350-0259.510 | Giáp ranh giới thành
P=2159 | X=0092.800-0211.200 | Y=0254.100-0265.260 | 92 Đường Phạm Văn Diêu
P=2159 | X=0407.950-0474.720 | Y=0254.100-0265.260 | 15.200 10.600
P=2159 | X=0492.550-0517.560 | Y=0254.100-0265.260 | 9.100
P=2159 | X=0226.600-0253.270 | Y=0259.850-0271.010 | Nghĩa
P=2159 | X=0312.300-0387.280 | Y=0259.850-0271.010 | phố Hồ Chí Minh
P=2159 | X=0106.850-0404.440 | Y=0277.850-0289.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm Văn
P=2159 | X=0106.850-0400.560 | Y=0289.350-0300.510 | Diêu đoạn từ Đường Bùi Hữu Nghĩa đến Giáp ranh giới thành phố
P=2159 | X=0106.850-0371.720 | Y=0300.850-0312.010 | Hồ Chí Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=2159 | X=0092.800-0103.920 | Y=0306.850-0318.010 | 93
P=2159 | X=0413.550-0438.560 | Y=0306.850-0318.010 | 7.600
P=2159 | X=0449.750-0474.760 | Y=0306.850-0318.010 | 5.300
P=2159 | X=0492.550-0517.560 | Y=0306.850-0318.010 | 4.600
P=2159 | X=0106.850-0329.350 | Y=0318.350-0329.510 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=2159 | X=0106.850-0383.510 | Y=0335.850-0347.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=2159 | X=0106.850-0404.440 | Y=0353.850-0365.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm Văn
P=2159 | X=0106.850-0400.560 | Y=0365.350-0376.510 | Diêu đoạn từ Đường Bùi Hữu Nghĩa đến Giáp ranh giới thành phố
P=2159 | X=0106.850-0371.720 | Y=0376.850-0388.010 | Hồ Chí Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=2159 | X=0092.800-0329.700 | Y=0394.350-0408.510 | 94 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=2159 | X=0413.550-0438.560 | Y=0397.350-0408.510 | 4.900
P=2159 | X=0449.750-0474.760 | Y=0397.350-0408.510 | 3.400
P=2159 | X=0492.550-0517.560 | Y=0397.350-0408.510 | 2.900
P=2159 | X=0106.850-0393.320 | Y=0411.850-0423.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=2159 | X=0106.850-0159.560 | Y=0423.350-0434.510 | đến ≤600m.
P=2159 | X=0106.850-0329.700 | Y=0440.850-0452.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=2159 | X=0106.850-0404.440 | Y=0458.850-0470.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm Văn
P=2159 | X=0106.850-0400.560 | Y=0470.350-0481.510 | Diêu đoạn từ Đường Bùi Hữu Nghĩa đến Giáp ranh giới thành phố
P=2159 | X=0106.850-0371.720 | Y=0481.850-0493.010 | Hồ Chí Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=2159 | X=0092.800-0103.920 | Y=0487.850-0499.010 | 95
P=2159 | X=0413.550-0438.560 | Y=0487.850-0499.010 | 3.300
P=2159 | X=0449.750-0474.760 | Y=0487.850-0499.010 | 2.300
P=2159 | X=0492.550-0517.560 | Y=0487.850-0499.010 | 2.000
P=2159 | X=0106.850-0383.860 | Y=0499.350-0510.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=2159 | X=0106.850-0330.040 | Y=0516.850-0528.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=2159 | X=0106.850-0391.760 | Y=0534.850-0546.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=2159 | X=0106.850-0395.020 | Y=0546.350-0557.510 | Đường Phạm Văn Diêu đoạn từ Đường Bùi Hữu Nghĩa đến Giáp
P=2159 | X=0106.850-0398.300 | Y=0557.850-0569.010 | ranh giới thành phố Hồ Chí Minh có hiện trạng là đường nhựa, bê
P=2159 | X=0092.800-0166.840 | Y=0569.350-0580.760 | 96 tông xi măng:
P=2159 | X=0413.550-0438.560 | Y=0569.600-0580.760 | 6.800
P=2159 | X=0449.750-0474.760 | Y=0569.600-0580.760 | 4.800
P=2159 | X=0492.550-0517.560 | Y=0569.600-0580.760 | 4.100
P=2159 | X=0106.850-0329.350 | Y=0586.850-0598.010 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=2159 | X=0106.850-0383.510 | Y=0604.350-0615.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=2159 | X=0092.800-0391.760 | Y=0622.350-0633.510 | 97 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=2159 | X=0413.550-0438.560 | Y=0622.350-0633.510 | 4.400
P=2159 | X=0449.750-0474.760 | Y=0622.350-0633.510 | 3.100
P=2159 | X=0492.550-0517.560 | Y=0622.350-0633.510 | 2.600
P=2159 | X=0106.850-0395.020 | Y=0633.850-0645.010 | Đường Phạm Văn Diêu đoạn từ Đường Bùi Hữu Nghĩa đến Giáp
P=2159 | X=0106.850-0398.300 | Y=0645.350-0656.510 | ranh giới thành phố Hồ Chí Minh có hiện trạng là đường nhựa, bê
P=2159 | X=0106.850-0166.840 | Y=0656.850-0668.010 | tông xi măng:
P=2159 | X=0106.850-0329.700 | Y=0674.350-0685.510 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=2159 | X=0106.850-0393.320 | Y=0691.850-0703.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=2159 | X=0106.850-0159.560 | Y=0703.350-0714.510 | đến ≤600m.
P=2160 | X=0106.850-0329.700 | Y=0078.850-0090.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=2160 | X=0106.850-0391.760 | Y=0096.850-0108.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=2160 | X=0106.850-0395.020 | Y=0108.350-0119.510 | Đường Phạm Văn Diêu đoạn từ Đường Bùi Hữu Nghĩa đến Giáp
P=2160 | X=0106.850-0398.300 | Y=0119.850-0131.010 | ranh giới thành phố Hồ Chí Minh có hiện trạng là đường nhựa, bê
P=2160 | X=0092.800-0166.840 | Y=0131.350-0142.760 | 98 tông xi măng:
P=2160 | X=0413.550-0438.560 | Y=0131.600-0142.760 | 3.000
P=2160 | X=0449.750-0474.760 | Y=0131.600-0142.760 | 2.100
P=2160 | X=0492.550-0517.560 | Y=0131.600-0142.760 | 1.800
P=2160 | X=0106.850-0383.860 | Y=0148.850-0160.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=2160 | X=0106.850-0332.820 | Y=0166.350-0177.510 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=2160 | X=0226.600-0383.330 | Y=0184.350-0195.510 | Đường Nguyễn Ái Đường Bùi Hữu
P=2160 | X=0092.800-0212.300 | Y=0190.100-0201.260 | 99 Đường Nguyễn Thị Tồn
P=2160 | X=0407.950-0474.720 | Y=0190.100-0201.260 | 23.100 16.200
P=2160 | X=0486.950-0517.520 | Y=0190.100-0201.260 | 13.900
P=2160 | X=0226.600-0250.490 | Y=0195.850-0207.010 | Quốc
P=2160 | X=0312.300-0338.970 | Y=0195.850-0207.010 | Nghĩa
P=2160 | X=0106.850-0392.220 | Y=0213.850-0225.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=2160 | X=0106.850-0381.110 | Y=0225.350-0236.510 | Thị Tồn đoạn từ Đường Nguyễn Ái Quốc đến Đường Bùi Hữu
P=2160 | X=0106.850-0342.850 | Y=0236.850-0248.010 | Nghĩa có hiện trạng là đường nhựa, bê tông xi măng:
P=2160 | X=0090.000-0106.680 | Y=0242.850-0254.010 | 100
P=2160 | X=0407.950-0438.520 | Y=0242.850-0254.010 | 11.200
P=2160 | X=0449.750-0474.760 | Y=0242.850-0254.010 | 7.800
P=2160 | X=0492.550-0517.560 | Y=0242.850-0254.010 | 6.700
P=2160 | X=0106.850-0329.350 | Y=0254.350-0265.510 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=2160 | X=0106.850-0383.510 | Y=0271.850-0283.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=2160 | X=0106.850-0392.220 | Y=0289.850-0301.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=2160 | X=0106.850-0381.110 | Y=0301.350-0312.510 | Thị Tồn đoạn từ Đường Nguyễn Ái Quốc đến Đường Bùi Hữu
P=2160 | X=0106.850-0342.850 | Y=0312.850-0324.010 | Nghĩa có hiện trạng là đường nhựa, bê tông xi măng:
P=2160 | X=0090.000-0329.700 | Y=0330.350-0344.510 | 101 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=2160 | X=0413.550-0438.560 | Y=0333.350-0344.510 | 5.500
P=2160 | X=0449.750-0474.760 | Y=0333.350-0344.510 | 3.900
P=2160 | X=0492.550-0517.560 | Y=0333.350-0344.510 | 3.300
P=2160 | X=0106.850-0393.320 | Y=0347.850-0359.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=2160 | X=0106.850-0159.560 | Y=0359.350-0370.510 | đến ≤600m.
P=2160 | X=0106.850-0329.700 | Y=0376.850-0388.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=2160 | X=0106.850-0392.220 | Y=0394.850-0406.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=2160 | X=0106.850-0381.110 | Y=0406.350-0417.510 | Thị Tồn đoạn từ Đường Nguyễn Ái Quốc đến Đường Bùi Hữu
P=2160 | X=0106.850-0342.850 | Y=0417.850-0429.010 | Nghĩa có hiện trạng là đường nhựa, bê tông xi măng:
P=2160 | X=0090.000-0106.680 | Y=0423.850-0435.010 | 102
P=2160 | X=0413.550-0438.560 | Y=0423.850-0435.010 | 3.900
P=2160 | X=0449.750-0474.760 | Y=0423.850-0435.010 | 2.700
P=2160 | X=0492.550-0517.560 | Y=0423.850-0435.010 | 2.300
P=2160 | X=0106.850-0383.860 | Y=0435.350-0446.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=2160 | X=0106.850-0330.040 | Y=0452.850-0464.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=2160 | X=0106.850-0391.760 | Y=0470.850-0482.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=2160 | X=0106.850-0378.880 | Y=0482.350-0493.510 | Đường Nguyễn Thị Tồn đoạn từ Đường Nguyễn Ái Quốc đến
P=2160 | X=0106.850-0386.120 | Y=0493.850-0505.010 | Đường Bùi Hữu Nghĩa có hiện trạng là đường nhựa, bê tông xi
P=2160 | X=0090.000-0134.630 | Y=0505.350-0516.760 | 103 măng:
P=2160 | X=0407.950-0438.520 | Y=0505.600-0516.760 | 10.100
P=2160 | X=0449.750-0474.760 | Y=0505.600-0516.760 | 7.100
P=2160 | X=0492.550-0517.560 | Y=0505.600-0516.760 | 6.100
P=2160 | X=0106.850-0329.350 | Y=0522.850-0534.010 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=2160 | X=0106.850-0383.510 | Y=0540.350-0551.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=2160 | X=0106.850-0391.760 | Y=0558.350-0569.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=2160 | X=0106.850-0378.880 | Y=0569.850-0581.010 | Đường Nguyễn Thị Tồn đoạn từ Đường Nguyễn Ái Quốc đến
P=2160 | X=0106.850-0386.120 | Y=0581.350-0592.510 | Đường Bùi Hữu Nghĩa có hiện trạng là đường nhựa, bê tông xi
P=2160 | X=0106.850-0134.630 | Y=0592.850-0604.010 | măng:
P=2160 | X=0090.000-0329.700 | Y=0607.600-0621.510 | 104 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=2160 | X=0413.550-0438.560 | Y=0607.600-0618.760 | 5.000
P=2160 | X=0449.750-0474.760 | Y=0607.600-0618.760 | 3.500
P=2160 | X=0492.550-0517.560 | Y=0607.600-0618.760 | 3.000
P=2160 | X=0106.850-0393.320 | Y=0627.850-0639.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=2160 | X=0106.850-0159.560 | Y=0639.350-0650.510 | đến ≤600m.
P=2160 | X=0106.850-0329.700 | Y=0656.850-0668.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=2160 | X=0090.000-0391.760 | Y=0674.850-0686.010 | 105Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=2160 | X=0413.550-0438.560 | Y=0674.850-0686.010 | 3.500
P=2160 | X=0449.750-0474.760 | Y=0674.850-0686.010 | 2.500
P=2160 | X=0492.550-0517.560 | Y=0674.850-0686.010 | 2.100
P=2160 | X=0106.850-0378.880 | Y=0686.350-0697.510 | Đường Nguyễn Thị Tồn đoạn từ Đường Nguyễn Ái Quốc đến
P=2160 | X=0106.850-0386.120 | Y=0697.850-0709.010 | Đường Bùi Hữu Nghĩa có hiện trạng là đường nhựa, bê tông xi
--- SEQUENCE=13 | SECTION=agricultural | PAGES=6021-6021 | LINES=40 ---
P=6021 | X=0090.100-0224.740 | Y=0072.010-0085.970 | Đất trồng cây lâu năm
P=6021 | X=0090.100-0236.620 | Y=0086.010-0099.970 | Đất trồng cây hằng năm
P=6021 | X=0090.100-0232.840 | Y=0100.010-0113.970 | Đất nuôi trồng thủy sản
P=6021 | X=0090.100-0198.500 | Y=0114.010-0127.970 | Đất rừng sản xuất
P=6021 | X=0090.100-0097.730 | Y=0142.010-0155.970 | 1
P=6021 | X=0090.100-0192.890 | Y=0156.010-0169.970 | Phường Biên Hòa
P=6021 | X=0090.100-0113.000 | Y=0170.010-0183.970 | 630
P=6021 | X=0090.100-0113.000 | Y=0184.010-0197.970 | 630
P=6021 | X=0090.100-0113.000 | Y=0198.010-0211.970 | 430
P=6021 | X=0090.100-0113.000 | Y=0212.010-0225.970 | 430
P=6021 | X=0090.100-0097.730 | Y=0240.010-0253.970 | 2
P=6021 | X=0090.100-0196.380 | Y=0254.010-0267.970 | Phường Trấn Biên
P=6021 | X=0090.100-0113.000 | Y=0268.010-0281.970 | 670
P=6021 | X=0090.100-0113.000 | Y=0282.010-0295.970 | 670
P=6021 | X=0090.100-0113.000 | Y=0296.010-0309.970 | 450
P=6021 | X=0090.100-0113.000 | Y=0310.010-0323.970 | 450
P=6021 | X=0090.100-0097.730 | Y=0338.010-0351.970 | 3
P=6021 | X=0090.100-0196.340 | Y=0352.010-0365.970 | Phường Tam Hiệp
P=6021 | X=0090.100-0113.000 | Y=0366.010-0379.970 | 670
P=6021 | X=0090.100-0113.000 | Y=0380.010-0393.970 | 670
P=6021 | X=0090.100-0113.000 | Y=0394.010-0407.970 | 450
P=6021 | X=0090.100-0113.000 | Y=0408.010-0421.970 | 450
P=6021 | X=0090.100-0097.730 | Y=0436.010-0449.970 | 4
P=6021 | X=0090.100-0198.640 | Y=0450.010-0463.970 | Phường Long Bình
P=6021 | X=0090.100-0113.000 | Y=0464.010-0477.970 | 670
P=6021 | X=0090.100-0113.000 | Y=0478.010-0491.970 | 670
P=6021 | X=0090.100-0113.000 | Y=0492.010-0505.970 | 450
P=6021 | X=0090.100-0113.000 | Y=0506.010-0519.970 | 450
P=6021 | X=0090.100-0097.730 | Y=0534.010-0547.970 | 5
P=6021 | X=0090.100-0197.370 | Y=0548.010-0561.970 | Phường Trảng Dài
P=6021 | X=0090.100-0113.000 | Y=0562.010-0575.970 | 230
P=6021 | X=0090.100-0113.000 | Y=0576.010-0589.970 | 230
P=6021 | X=0090.100-0113.000 | Y=0590.010-0603.970 | 140
P=6021 | X=0090.100-0113.000 | Y=0604.010-0617.970 | 140
P=6021 | X=0090.100-0097.730 | Y=0632.010-0645.970 | 6
P=6021 | X=0090.100-0178.660 | Y=0646.010-0659.970 | Phường Hố Nai
P=6021 | X=0090.100-0113.000 | Y=0660.010-0673.970 | 230
P=6021 | X=0090.100-0113.000 | Y=0674.010-0687.970 | 230
P=6021 | X=0090.100-0113.000 | Y=0688.010-0701.970 | 220
P=6021 | X=0090.100-0113.000 | Y=0702.010-0715.970 | 220
