TABLE=023 | AREA=Phường Bình Lộc | SECTION=non-agricultural | SEGMENTS=1
P=0883 | X=0112.610-0340.090 | Y=0672.670-0683.910 | Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0883 | X=0092.660-0109.300 | Y=0680.550-0689.870 | 742
P=0883 | X=0415.340-0431.980 | Y=0680.550-0689.870 | 790
P=0883 | X=0451.610-0468.250 | Y=0680.550-0689.870 | 550
P=0883 | X=0505.390-0522.030 | Y=0680.550-0689.870 | 470
P=0883 | X=0112.610-0390.040 | Y=0690.190-0701.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0883 | X=0112.610-0336.250 | Y=0707.730-0718.970 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0884 | X=0112.610-0202.230 | Y=0078.500-0089.740 | Đường Nguyễn Văn
P=0884 | X=0212.710-0271.150 | Y=0078.500-0089.740 | Đường Hùng
P=0884 | X=0286.660-0370.760 | Y=0084.260-0095.500 | Đường Võ Thị Sáu
P=0884 | X=0092.660-0109.300 | Y=0086.140-0095.460 | 743
P=0884 | X=0407.180-0432.230 | Y=0086.140-0095.460 | 2.800
P=0884 | X=0443.450-0468.500 | Y=0086.140-0095.460 | 2.000
P=0884 | X=0497.230-0522.280 | Y=0086.140-0095.460 | 1.700
P=0884 | X=0212.710-0243.990 | Y=0090.020-0101.260 | Vương
P=0884 | X=0112.610-0126.550 | Y=0091.900-0101.220 | Cừ
P=0884 | X=0112.610-0398.150 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0884 | X=0112.610-0399.090 | Y=0119.330-0130.570 | Văn Cừ đoạn từ Đường Hùng Vương đến Đường Võ Thị Sáu có
P=0884 | X=0112.610-0306.220 | Y=0130.850-0142.090 | hiện trạng là đường nhựa, bê tông xi măng:
P=0884 | X=0092.660-0109.300 | Y=0138.730-0148.050 | 744
P=0884 | X=0407.180-0432.230 | Y=0138.730-0148.050 | 1.500
P=0884 | X=0443.450-0468.500 | Y=0138.730-0148.050 | 1.100
P=0884 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 900
P=0884 | X=0112.610-0335.520 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0884 | X=0112.610-0389.800 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0884 | X=0112.610-0398.150 | Y=0183.410-0194.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0884 | X=0112.610-0399.090 | Y=0194.930-0206.170 | Văn Cừ đoạn từ Đường Hùng Vương đến Đường Võ Thị Sáu có
P=0884 | X=0112.610-0306.220 | Y=0206.470-0217.710 | hiện trạng là đường nhựa, bê tông xi măng:
P=0884 | X=0092.660-0335.780 | Y=0223.990-0238.310 | 745 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0884 | X=0407.180-0432.230 | Y=0228.990-0238.310 | 1.100
P=0884 | X=0451.610-0468.250 | Y=0228.990-0238.310 | 770
P=0884 | X=0505.390-0522.030 | Y=0228.990-0238.310 | 660
P=0884 | X=0112.610-0399.500 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0884 | X=0112.610-0165.570 | Y=0253.030-0264.270 | đến ≤600m.
P=0884 | X=0112.610-0335.780 | Y=0270.550-0281.790 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0884 | X=0112.610-0398.150 | Y=0288.340-0299.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0884 | X=0112.610-0399.090 | Y=0299.860-0311.100 | Văn Cừ đoạn từ Đường Hùng Vương đến Đường Võ Thị Sáu có
P=0884 | X=0112.610-0306.220 | Y=0311.380-0322.620 | hiện trạng là đường nhựa, bê tông xi măng:
P=0884 | X=0092.660-0109.300 | Y=0319.260-0328.580 | 746
P=0884 | X=0415.340-0431.980 | Y=0319.260-0328.580 | 880
P=0884 | X=0451.610-0468.250 | Y=0319.260-0328.580 | 620
P=0884 | X=0505.390-0522.030 | Y=0319.260-0328.580 | 530
P=0884 | X=0112.610-0390.040 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0884 | X=0112.610-0336.250 | Y=0346.420-0357.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0884 | X=0112.610-0397.870 | Y=0363.940-0375.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0884 | X=0112.610-0404.870 | Y=0375.480-0386.720 | Đường Nguyễn Văn Cừ đoạn từ Đường Hùng Vương đến Đường
P=0884 | X=0112.610-0371.530 | Y=0387.000-0398.240 | Võ Thị Sáu có hiện trạng là đường nhựa, bê tông xi măng:
P=0884 | X=0092.660-0109.300 | Y=0394.880-0404.200 | 747
P=0884 | X=0407.180-0432.230 | Y=0394.880-0404.200 | 1.400
P=0884 | X=0451.610-0468.250 | Y=0394.880-0404.200 | 980
P=0884 | X=0505.390-0522.030 | Y=0394.880-0404.200 | 840
P=0884 | X=0112.610-0335.520 | Y=0404.520-0415.760 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0884 | X=0112.610-0389.800 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0884 | X=0112.610-0397.900 | Y=0439.800-0451.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0884 | X=0112.610-0404.870 | Y=0451.340-0462.580 | Đường Nguyễn Văn Cừ đoạn từ Đường Hùng Vương đến Đường
P=0884 | X=0112.610-0371.530 | Y=0462.860-0474.100 | Võ Thị Sáu có hiện trạng là đường nhựa, bê tông xi măng:
P=0884 | X=0092.660-0335.780 | Y=0480.380-0494.460 | 748 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0884 | X=0415.340-0431.980 | Y=0485.140-0494.460 | 990
P=0884 | X=0451.610-0468.250 | Y=0485.140-0494.460 | 690
P=0884 | X=0505.390-0522.030 | Y=0485.140-0494.460 | 590
P=0884 | X=0112.610-0399.500 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0884 | X=0112.610-0165.570 | Y=0509.420-0520.660 | đến ≤600m.
P=0884 | X=0112.610-0335.780 | Y=0526.940-0538.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0884 | X=0112.610-0397.870 | Y=0544.490-0555.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0884 | X=0112.610-0404.870 | Y=0556.010-0567.250 | Đường Nguyễn Văn Cừ đoạn từ Đường Hùng Vương đến Đường
P=0884 | X=0112.610-0371.530 | Y=0567.530-0578.770 | Võ Thị Sáu có hiện trạng là đường nhựa, bê tông xi măng:
P=0884 | X=0092.660-0109.300 | Y=0575.410-0584.730 | 749
P=0884 | X=0415.340-0431.980 | Y=0575.410-0584.730 | 790
P=0884 | X=0451.610-0468.250 | Y=0575.410-0584.730 | 550
P=0884 | X=0505.390-0522.030 | Y=0575.410-0584.730 | 470
P=0884 | X=0112.610-0390.040 | Y=0585.050-0596.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0884 | X=0112.610-0336.250 | Y=0602.570-0613.810 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0884 | X=0112.610-0202.230 | Y=0620.350-0631.590 | Đường Nguyễn Văn
P=0884 | X=0212.710-0276.180 | Y=0620.350-0631.590 | Đường Võ Thị
P=0884 | X=0286.660-0362.350 | Y=0626.110-0637.350 | Đường Trần Phú
P=0884 | X=0092.660-0109.300 | Y=0627.990-0637.310 | 750
P=0884 | X=0407.180-0432.230 | Y=0627.990-0637.310 | 2.300
P=0884 | X=0443.450-0468.500 | Y=0627.990-0637.310 | 1.600
P=0884 | X=0497.230-0522.280 | Y=0627.990-0637.310 | 1.400
P=0884 | X=0112.610-0126.550 | Y=0633.750-0643.070 | Cừ
P=0884 | X=0212.710-0230.550 | Y=0633.750-0643.070 | Sáu
P=0884 | X=0112.610-0398.150 | Y=0649.630-0660.870 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0884 | X=0112.610-0404.150 | Y=0661.150-0672.390 | Văn Cừ đoạn từ Đường Võ Thị Sáu đến Đường Trần Phú có hiện
P=0884 | X=0112.610-0284.390 | Y=0672.670-0683.910 | trạng là đường nhựa, bê tông xi măng:
P=0884 | X=0092.660-0109.300 | Y=0680.550-0689.870 | 751
P=0884 | X=0407.180-0432.230 | Y=0680.550-0689.870 | 1.100
P=0884 | X=0451.610-0468.250 | Y=0680.550-0689.870 | 770
P=0884 | X=0505.390-0522.030 | Y=0680.550-0689.870 | 660
P=0884 | X=0112.610-0335.520 | Y=0690.190-0701.430 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0884 | X=0112.610-0389.800 | Y=0707.730-0718.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0885 | X=0112.610-0398.150 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0885 | X=0112.610-0404.150 | Y=0090.020-0101.260 | Văn Cừ đoạn từ Đường Võ Thị Sáu đến Đường Trần Phú có hiện
P=0885 | X=0112.610-0284.390 | Y=0101.540-0112.780 | trạng là đường nhựa, bê tông xi măng:
P=0885 | X=0092.660-0335.780 | Y=0119.090-0133.170 | 752 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0885 | X=0407.180-0432.250 | Y=0123.850-0133.170 | 1.000
P=0885 | X=0451.610-0468.250 | Y=0123.850-0133.170 | 700
P=0885 | X=0505.390-0522.030 | Y=0123.850-0133.170 | 600
P=0885 | X=0112.610-0399.500 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0885 | X=0112.610-0165.570 | Y=0148.130-0159.370 | đến ≤600m.
P=0885 | X=0112.610-0335.780 | Y=0165.410-0176.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0885 | X=0112.610-0398.150 | Y=0183.170-0194.410 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0885 | X=0112.610-0404.150 | Y=0194.690-0205.930 | Văn Cừ đoạn từ Đường Võ Thị Sáu đến Đường Trần Phú có hiện
P=0885 | X=0112.610-0284.390 | Y=0206.230-0217.470 | trạng là đường nhựa, bê tông xi măng:
P=0885 | X=0092.660-0109.300 | Y=0214.110-0223.430 | 753
P=0885 | X=0415.340-0431.980 | Y=0214.110-0223.430 | 880
P=0885 | X=0451.610-0468.250 | Y=0214.110-0223.430 | 620
P=0885 | X=0505.390-0522.030 | Y=0214.110-0223.430 | 530
P=0885 | X=0112.610-0390.040 | Y=0223.750-0234.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0885 | X=0112.610-0336.250 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0885 | X=0112.610-0397.870 | Y=0259.030-0270.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0885 | X=0112.610-0396.710 | Y=0270.550-0281.790 | Đường Nguyễn Văn Cừ đoạn từ Đường Võ Thị Sáu đến Đường
P=0885 | X=0112.610-0363.140 | Y=0282.100-0293.340 | Trần Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0885 | X=0092.660-0109.300 | Y=0289.980-0299.300 | 754
P=0885 | X=0415.340-0431.980 | Y=0289.980-0299.300 | 990
P=0885 | X=0451.610-0468.250 | Y=0289.980-0299.300 | 690
P=0885 | X=0505.390-0522.030 | Y=0289.980-0299.300 | 590
P=0885 | X=0112.610-0335.560 | Y=0299.620-0310.860 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0885 | X=0112.610-0389.800 | Y=0317.140-0328.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0885 | X=0112.610-0397.870 | Y=0334.900-0346.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0885 | X=0112.610-0396.710 | Y=0346.420-0357.660 | Đường Nguyễn Văn Cừ đoạn từ Đường Võ Thị Sáu đến Đường
P=0885 | X=0112.610-0363.140 | Y=0357.700-0368.940 | Trần Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0885 | X=0092.660-0335.780 | Y=0375.240-0389.560 | 755 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0885 | X=0415.340-0431.980 | Y=0380.240-0389.560 | 900
P=0885 | X=0451.610-0468.250 | Y=0380.240-0389.560 | 630
P=0885 | X=0505.390-0522.030 | Y=0380.240-0389.560 | 540
P=0885 | X=0112.610-0399.500 | Y=0392.760-0404.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0885 | X=0112.610-0165.570 | Y=0404.280-0415.520 | đến ≤600m.
P=0885 | X=0112.610-0335.780 | Y=0421.800-0433.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0885 | X=0112.610-0397.870 | Y=0439.560-0450.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0885 | X=0112.610-0396.710 | Y=0451.100-0462.340 | Đường Nguyễn Văn Cừ đoạn từ Đường Võ Thị Sáu đến Đường
P=0885 | X=0112.610-0363.140 | Y=0462.620-0473.860 | Trần Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=0885 | X=0092.660-0109.300 | Y=0470.500-0479.820 | 756
P=0885 | X=0415.340-0431.980 | Y=0470.500-0479.820 | 790
P=0885 | X=0451.610-0468.250 | Y=0470.500-0479.820 | 550
P=0885 | X=0505.390-0522.030 | Y=0470.500-0479.820 | 470
P=0885 | X=0112.610-0390.040 | Y=0480.140-0491.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0885 | X=0112.610-0336.250 | Y=0497.660-0508.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0885 | X=0112.610-0202.230 | Y=0515.420-0526.660 | Đường Nguyễn Văn
P=0885 | X=0212.710-0271.150 | Y=0515.420-0526.660 | Đường Hùng
P=0885 | X=0286.660-0432.230 | Y=0521.180-0532.420 | Đường Nguyễn Hữu Cảnh 2.800
P=0885 | X=0092.660-0109.300 | Y=0523.060-0532.380 | 757
P=0885 | X=0443.450-0468.500 | Y=0523.060-0532.380 | 2.000
P=0885 | X=0497.230-0522.280 | Y=0523.060-0532.380 | 1.700
P=0885 | X=0212.710-0243.990 | Y=0526.940-0538.180 | Vương
P=0885 | X=0112.610-0131.650 | Y=0528.820-0538.140 | Linh
P=0885 | X=0112.610-0398.150 | Y=0544.490-0555.730 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0885 | X=0112.610-0397.670 | Y=0556.010-0567.250 | Văn Linh đoạn từ Đường Hùng Vương đến Đường Nguyễn Hữu
P=0885 | X=0112.610-0346.090 | Y=0567.530-0578.770 | Cảnh có hiện trạng là đường nhựa, bê tông xi măng:
P=0885 | X=0092.660-0109.300 | Y=0575.410-0584.730 | 758
P=0885 | X=0407.180-0432.230 | Y=0575.410-0584.730 | 1.500
P=0885 | X=0443.450-0468.500 | Y=0575.410-0584.730 | 1.100
P=0885 | X=0505.390-0522.030 | Y=0575.410-0584.730 | 900
P=0885 | X=0112.610-0335.560 | Y=0585.050-0596.290 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0885 | X=0112.610-0389.800 | Y=0602.570-0613.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0885 | X=0112.610-0398.150 | Y=0620.350-0631.590 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0885 | X=0112.610-0397.670 | Y=0631.870-0643.110 | Văn Linh đoạn từ Đường Hùng Vương đến Đường Nguyễn Hữu
P=0885 | X=0112.610-0346.090 | Y=0643.390-0654.630 | Cảnh có hiện trạng là đường nhựa, bê tông xi măng:
P=0885 | X=0092.660-0335.780 | Y=0660.910-0674.990 | 759 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0885 | X=0407.180-0432.230 | Y=0665.670-0674.990 | 1.100
P=0885 | X=0451.610-0468.250 | Y=0665.670-0674.990 | 770
P=0885 | X=0505.390-0522.030 | Y=0665.670-0674.990 | 660
P=0885 | X=0112.610-0399.500 | Y=0678.430-0689.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0885 | X=0112.610-0165.570 | Y=0689.950-0701.190 | đến ≤600m.
P=0885 | X=0112.610-0335.780 | Y=0707.490-0718.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0886 | X=0112.610-0398.150 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0886 | X=0112.610-0397.670 | Y=0090.020-0101.260 | Văn Linh đoạn từ Đường Hùng Vương đến Đường Nguyễn Hữu
P=0886 | X=0112.610-0346.090 | Y=0101.540-0112.780 | Cảnh có hiện trạng là đường nhựa, bê tông xi măng:
P=0886 | X=0092.660-0109.300 | Y=0109.420-0118.740 | 760
P=0886 | X=0415.340-0431.980 | Y=0109.420-0118.740 | 900
P=0886 | X=0451.610-0468.250 | Y=0109.420-0118.740 | 630
P=0886 | X=0505.390-0522.030 | Y=0109.420-0118.740 | 540
P=0886 | X=0112.610-0390.040 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0886 | X=0112.610-0336.250 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0886 | X=0112.610-0397.870 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0886 | X=0112.610-0375.350 | Y=0165.650-0176.890 | Đường Nguyễn Văn Linh đoạn từ Đường Hùng Vương đến
P=0886 | X=0112.610-0399.570 | Y=0177.170-0188.410 | Đường Nguyễn Hữu Cảnh có hiện trạng là đường nhựa, bê tông
P=0886 | X=0092.660-0150.440 | Y=0188.690-0200.130 | 761 xi măng:
P=0886 | X=0407.180-0432.230 | Y=0190.810-0200.130 | 1.400
P=0886 | X=0451.610-0468.250 | Y=0190.810-0200.130 | 980
P=0886 | X=0505.390-0522.030 | Y=0190.810-0200.130 | 840
P=0886 | X=0112.610-0335.520 | Y=0206.230-0217.470 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0886 | X=0112.610-0389.800 | Y=0223.750-0234.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0886 | X=0112.610-0397.870 | Y=0241.510-0252.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0886 | X=0112.610-0375.350 | Y=0253.030-0264.270 | Đường Nguyễn Văn Linh đoạn từ Đường Hùng Vương đến
P=0886 | X=0112.610-0399.570 | Y=0264.550-0275.790 | Đường Nguyễn Hữu Cảnh có hiện trạng là đường nhựa, bê tông
P=0886 | X=0112.610-0150.440 | Y=0276.070-0287.310 | xi măng:
P=0886 | X=0092.660-0335.780 | Y=0292.620-0304.860 | 762 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0886 | X=0415.340-0431.980 | Y=0292.620-0301.940 | 990
P=0886 | X=0451.610-0468.250 | Y=0292.620-0301.940 | 690
P=0886 | X=0505.390-0522.030 | Y=0292.620-0301.940 | 590
P=0886 | X=0112.610-0399.500 | Y=0311.140-0322.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0886 | X=0112.610-0165.570 | Y=0322.660-0333.900 | đến ≤600m.
P=0886 | X=0112.610-0335.780 | Y=0339.940-0351.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0886 | X=0112.610-0397.870 | Y=0357.700-0368.940 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0886 | X=0112.610-0375.350 | Y=0369.240-0380.480 | Đường Nguyễn Văn Linh đoạn từ Đường Hùng Vương đến
P=0886 | X=0112.610-0399.570 | Y=0380.760-0392.000 | Đường Nguyễn Hữu Cảnh có hiện trạng là đường nhựa, bê tông
P=0886 | X=0092.660-0150.440 | Y=0392.280-0403.720 | 763 xi măng:
P=0886 | X=0415.340-0431.980 | Y=0394.400-0403.720 | 810
P=0886 | X=0451.610-0468.250 | Y=0394.400-0403.720 | 570
P=0886 | X=0505.390-0522.030 | Y=0394.400-0403.720 | 490
P=0886 | X=0112.610-0390.040 | Y=0409.800-0421.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0886 | X=0112.610-0336.250 | Y=0427.320-0438.560 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0886 | X=0112.610-0202.230 | Y=0445.080-0456.320 | Đường Nguyễn Văn
P=0886 | X=0212.710-0396.940 | Y=0445.080-0456.320 | Đường Nguyễn Đường Nguyễn Thị Minh
P=0886 | X=0092.660-0109.300 | Y=0452.740-0462.060 | 764
P=0886 | X=0407.180-0432.230 | Y=0452.740-0462.060 | 2.000
P=0886 | X=0443.450-0468.500 | Y=0452.740-0462.060 | 1.400
P=0886 | X=0497.230-0522.280 | Y=0452.740-0462.060 | 1.200
P=0886 | X=0112.610-0131.650 | Y=0458.500-0467.820 | Linh
P=0886 | X=0212.710-0258.910 | Y=0458.500-0467.820 | Hữu Cảnh
P=0886 | X=0286.660-0306.660 | Y=0458.500-0467.820 | Khai
P=0886 | X=0112.610-0398.150 | Y=0474.380-0485.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0886 | X=0112.610-0401.030 | Y=0485.900-0497.140 | Văn Linh đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn
P=0886 | X=0112.610-0383.540 | Y=0497.420-0508.660 | Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0886 | X=0092.660-0109.300 | Y=0505.300-0514.620 | 765
P=0886 | X=0407.180-0432.230 | Y=0505.300-0514.620 | 1.000
P=0886 | X=0451.610-0468.250 | Y=0505.300-0514.620 | 700
P=0886 | X=0505.390-0522.030 | Y=0505.300-0514.620 | 600
P=0886 | X=0112.610-0335.520 | Y=0514.940-0526.180 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0886 | X=0112.610-0389.800 | Y=0532.220-0543.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0886 | X=0112.610-0398.150 | Y=0550.010-0561.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0886 | X=0112.610-0401.030 | Y=0561.530-0572.770 | Văn Linh đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn
P=0886 | X=0112.610-0383.540 | Y=0573.050-0584.290 | Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0886 | X=0092.660-0335.790 | Y=0590.570-0604.890 | 766 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0886 | X=0415.340-0431.980 | Y=0595.570-0604.890 | 830
P=0886 | X=0451.610-0468.250 | Y=0595.570-0604.890 | 580
P=0886 | X=0505.390-0522.030 | Y=0595.570-0604.890 | 500
P=0886 | X=0112.610-0399.500 | Y=0608.090-0619.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0886 | X=0112.610-0165.570 | Y=0619.630-0630.870 | đến ≤600m.
P=0886 | X=0112.610-0335.780 | Y=0637.150-0648.390 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0886 | X=0112.610-0398.150 | Y=0654.910-0666.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0886 | X=0112.610-0401.030 | Y=0666.430-0677.670 | Văn Linh đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn
P=0886 | X=0092.660-0383.540 | Y=0676.950-0689.190 | 767 Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0886 | X=0415.340-0431.980 | Y=0676.950-0686.270 | 640
P=0886 | X=0451.610-0468.250 | Y=0676.950-0686.270 | 450
P=0886 | X=0505.390-0522.030 | Y=0676.950-0686.270 | 380
P=0886 | X=0112.610-0390.040 | Y=0695.470-0706.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0887 | X=0112.610-0336.250 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0887 | X=0112.610-0397.870 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0887 | X=0112.610-0401.020 | Y=0107.780-0119.020 | Đường Nguyễn Văn Linh đoạn từ Đường Nguyễn Hữu Cảnh đến
P=0887 | X=0112.610-0392.380 | Y=0119.330-0130.570 | Đường Nguyễn Thị Minh Khai có hiện trạng là đường nhựa, bê
P=0887 | X=0092.660-0172.770 | Y=0130.850-0142.290 | 768 tông xi măng:
P=0887 | X=0415.340-0431.980 | Y=0132.970-0142.290 | 900
P=0887 | X=0451.610-0468.250 | Y=0132.970-0142.290 | 630
P=0887 | X=0505.390-0522.030 | Y=0132.970-0142.290 | 550
P=0887 | X=0112.610-0335.520 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0887 | X=0112.610-0389.800 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0887 | X=0112.610-0397.870 | Y=0183.410-0194.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0887 | X=0112.610-0401.020 | Y=0194.930-0206.170 | Đường Nguyễn Văn Linh đoạn từ Đường Nguyễn Hữu Cảnh đến
P=0887 | X=0112.610-0392.380 | Y=0206.470-0217.710 | Đường Nguyễn Thị Minh Khai có hiện trạng là đường nhựa, bê
P=0887 | X=0112.610-0172.770 | Y=0217.990-0229.230 | tông xi măng:
P=0887 | X=0092.660-0335.780 | Y=0234.750-0246.750 | 769 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0887 | X=0415.340-0431.980 | Y=0234.750-0244.070 | 750
P=0887 | X=0451.610-0468.250 | Y=0234.750-0244.070 | 530
P=0887 | X=0505.390-0522.030 | Y=0234.750-0244.070 | 450
P=0887 | X=0112.610-0399.500 | Y=0253.030-0264.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0887 | X=0112.610-0165.570 | Y=0264.550-0275.790 | đến ≤600m.
P=0887 | X=0112.610-0335.780 | Y=0282.100-0293.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0887 | X=0112.610-0397.870 | Y=0299.860-0311.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0887 | X=0112.610-0401.020 | Y=0311.380-0322.620 | Đường Nguyễn Văn Linh đoạn từ Đường Nguyễn Hữu Cảnh đến
P=0887 | X=0112.610-0392.380 | Y=0322.900-0334.140 | Đường Nguyễn Thị Minh Khai có hiện trạng là đường nhựa, bê
P=0887 | X=0092.660-0172.770 | Y=0334.420-0345.860 | 770 tông xi măng:
P=0887 | X=0415.340-0431.980 | Y=0336.540-0345.860 | 580
P=0887 | X=0451.610-0468.250 | Y=0336.540-0345.860 | 410
P=0887 | X=0505.390-0522.030 | Y=0336.540-0345.860 | 350
P=0887 | X=0112.610-0390.040 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0887 | X=0112.610-0336.250 | Y=0369.240-0380.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0887 | X=0112.610-0196.720 | Y=0387.000-0398.240 | Đường Nguyễn An
P=0887 | X=0212.710-0268.020 | Y=0387.000-0398.240 | Đường Trần
P=0887 | X=0286.660-0432.230 | Y=0392.760-0404.000 | Đường Nguyễn Hữu Cảnh 2.400
P=0887 | X=0092.660-0109.300 | Y=0394.640-0403.960 | 771
