TABLE=019 | AREA=Phường Long Khánh | SECTION=non-agricultural | SEGMENTS=1
P=0682 | X=0106.850-0329.760 | Y=0451.340-0462.580 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0682 | X=0106.850-0384.050 | Y=0468.860-0480.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0682 | X=0106.850-0392.110 | Y=0486.620-0497.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0682 | X=0106.850-0414.940 | Y=0498.140-0509.380 | Đường Hồ Thị Hương đoạn từ Đường Lê A đến Đường Khổng Tử có
P=0682 | X=0106.850-0300.460 | Y=0509.660-0520.900 | hiện trạng là đường nhựa, bê tông xi măng:
P=0682 | X=0090.020-0330.020 | Y=0527.180-0541.260 | 580 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0682 | X=0424.970-0450.020 | Y=0531.940-0541.260 | 2.400
P=0682 | X=0461.210-0486.260 | Y=0531.940-0541.260 | 1.700
P=0682 | X=0497.230-0522.280 | Y=0531.940-0541.260 | 1.400
P=0682 | X=0106.850-0413.270 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0682 | X=0106.850-0140.370 | Y=0556.010-0567.250 | ≤600m.
P=0682 | X=0106.850-0330.020 | Y=0573.530-0584.770 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0682 | X=0106.850-0392.110 | Y=0591.290-0602.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0682 | X=0106.850-0414.940 | Y=0602.810-0614.050 | Đường Hồ Thị Hương đoạn từ Đường Lê A đến Đường Khổng Tử có
P=0682 | X=0106.850-0300.460 | Y=0614.330-0625.570 | hiện trạng là đường nhựa, bê tông xi măng:
P=0682 | X=0090.020-0106.660 | Y=0622.230-0631.550 | 581
P=0682 | X=0424.970-0450.020 | Y=0622.230-0631.550 | 1.500
P=0682 | X=0461.210-0486.260 | Y=0622.230-0631.550 | 1.100
P=0682 | X=0505.390-0522.030 | Y=0622.230-0631.550 | 900
P=0682 | X=0106.850-0384.260 | Y=0631.870-0643.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0682 | X=0106.850-0333.140 | Y=0649.390-0660.630 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0682 | X=0322.200-0407.740 | Y=0667.150-0678.390 | Đường Nguyễn Thị
P=0682 | X=0090.020-0205.340 | Y=0672.910-0684.150 | 582 Đường Hồ Thị Hương
P=0682 | X=0235.540-0314.780 | Y=0672.910-0684.150 | Đường Khổng Tử
P=0682 | X=0419.450-0450.020 | Y=0674.790-0684.110 | 10.500
P=0682 | X=0461.210-0486.260 | Y=0674.790-0684.110 | 7.400
P=0682 | X=0497.230-0522.280 | Y=0674.790-0684.110 | 6.300
P=0682 | X=0322.200-0366.670 | Y=0680.550-0689.870 | Minh Khai
P=0682 | X=0106.850-0387.340 | Y=0696.430-0707.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị
P=0682 | X=0090.020-0106.660 | Y=0704.100-0713.420 | 583
P=0682 | X=0424.970-0450.020 | Y=0704.100-0713.420 | 3.400
P=0682 | X=0461.210-0486.260 | Y=0704.100-0713.420 | 2.400
P=0682 | X=0497.230-0522.280 | Y=0704.100-0713.420 | 2.000
P=0682 | X=0106.850-0412.530 | Y=0707.970-0719.210 | Hương đoạn từ Đường Khổng Tử đến Đường Nguyễn Thị Minh Khai
P=0683 | X=0106.850-0313.700 | Y=0072.500-0083.740 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0683 | X=0106.850-0329.760 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0683 | X=0106.850-0384.040 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0683 | X=0106.850-0387.340 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị
P=0683 | X=0106.850-0412.530 | Y=0136.850-0148.090 | Hương đoạn từ Đường Khổng Tử đến Đường Nguyễn Thị Minh Khai
P=0683 | X=0106.850-0313.700 | Y=0148.370-0159.610 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0683 | X=0090.020-0330.020 | Y=0165.650-0179.970 | 584 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0683 | X=0424.970-0450.020 | Y=0170.650-0179.970 | 2.700
P=0683 | X=0461.210-0486.260 | Y=0170.650-0179.970 | 1.900
P=0683 | X=0497.230-0522.280 | Y=0170.650-0179.970 | 1.600
P=0683 | X=0106.850-0413.270 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0683 | X=0106.850-0140.370 | Y=0194.690-0205.930 | ≤600m.
P=0683 | X=0106.850-0330.020 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0683 | X=0106.850-0387.340 | Y=0229.990-0241.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị
P=0683 | X=0106.850-0412.530 | Y=0241.510-0252.750 | Hương đoạn từ Đường Khổng Tử đến Đường Nguyễn Thị Minh Khai
P=0683 | X=0106.850-0313.700 | Y=0253.030-0264.270 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0683 | X=0090.020-0106.660 | Y=0260.910-0270.230 | 585
P=0683 | X=0424.970-0450.020 | Y=0260.910-0270.230 | 1.700
P=0683 | X=0461.210-0486.260 | Y=0260.910-0270.230 | 1.200
P=0683 | X=0497.230-0522.280 | Y=0260.910-0270.230 | 1.000
P=0683 | X=0106.850-0384.260 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0683 | X=0106.850-0330.490 | Y=0288.100-0299.340 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0683 | X=0106.850-0392.110 | Y=0305.860-0317.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0683 | X=0106.850-0415.180 | Y=0317.380-0328.620 | Đường Hồ Thị Hương đoạn từ Đường Khổng Tử đến Đường Nguyễn
P=0683 | X=0106.850-0377.780 | Y=0328.900-0340.140 | Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0683 | X=0090.020-0106.660 | Y=0336.780-0346.100 | 586
P=0683 | X=0424.970-0450.020 | Y=0336.780-0346.100 | 3.100
P=0683 | X=0461.210-0486.260 | Y=0336.780-0346.100 | 2.200
P=0683 | X=0497.230-0522.280 | Y=0336.780-0346.100 | 1.900
P=0683 | X=0106.850-0329.760 | Y=0346.420-0357.660 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0683 | X=0106.850-0384.020 | Y=0363.700-0374.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0683 | X=0106.850-0392.110 | Y=0381.480-0392.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0683 | X=0106.850-0415.180 | Y=0393.000-0404.240 | Đường Hồ Thị Hương đoạn từ Đường Khổng Tử đến Đường Nguyễn
P=0683 | X=0106.850-0377.780 | Y=0404.520-0415.760 | Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0683 | X=0090.020-0330.020 | Y=0422.040-0436.360 | 587 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0683 | X=0424.970-0450.020 | Y=0427.040-0436.360 | 2.400
P=0683 | X=0461.210-0486.260 | Y=0427.040-0436.360 | 1.700
P=0683 | X=0497.230-0522.280 | Y=0427.040-0436.360 | 1.400
P=0683 | X=0106.850-0413.270 | Y=0439.560-0450.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0683 | X=0106.850-0140.370 | Y=0451.100-0462.340 | ≤600m.
P=0683 | X=0106.850-0330.020 | Y=0468.620-0479.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0683 | X=0106.850-0392.110 | Y=0486.380-0497.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0683 | X=0106.850-0415.180 | Y=0497.900-0509.140 | Đường Hồ Thị Hương đoạn từ Đường Khổng Tử đến Đường Nguyễn
P=0683 | X=0106.850-0377.800 | Y=0509.420-0520.660 | Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0683 | X=0090.020-0106.660 | Y=0517.300-0526.620 | 588
P=0683 | X=0424.970-0450.020 | Y=0517.300-0526.620 | 1.500
P=0683 | X=0461.210-0486.260 | Y=0517.300-0526.620 | 1.100
P=0683 | X=0505.390-0522.030 | Y=0517.300-0526.620 | 900
P=0683 | X=0106.850-0384.260 | Y=0526.940-0538.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0683 | X=0106.850-0333.140 | Y=0544.250-0555.490 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0683 | X=0235.540-0388.310 | Y=0562.010-0573.250 | Đường Nguyễn Thị Giáp cầu Xuân
P=0683 | X=0090.020-0205.340 | Y=0567.770-0579.010 | 589 Đường Hồ Thị Hương
P=0683 | X=0424.970-0450.020 | Y=0569.650-0578.970 | 5.600
P=0683 | X=0461.210-0486.260 | Y=0569.650-0578.970 | 3.900
P=0683 | X=0497.230-0522.280 | Y=0569.650-0578.970 | 3.400
P=0683 | X=0235.540-0280.010 | Y=0575.410-0584.730 | Minh Khai
P=0683 | X=0322.200-0350.610 | Y=0575.410-0584.730 | Thanh
P=0683 | X=0106.850-0387.340 | Y=0591.290-0602.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị
P=0683 | X=0106.850-0399.590 | Y=0602.810-0614.050 | Hương đoạn từ Đường Nguyễn Thị Minh Khai đến Giáp cầu Xuân
P=0683 | X=0106.850-0344.890 | Y=0614.330-0625.570 | Thanh có hiện trạng là đường nhựa, bê tông xi măng:
P=0683 | X=0090.020-0106.660 | Y=0622.230-0631.550 | 590
P=0683 | X=0424.970-0450.020 | Y=0622.230-0631.550 | 2.200
P=0683 | X=0461.210-0486.260 | Y=0622.230-0631.550 | 1.500
P=0683 | X=0497.230-0522.270 | Y=0622.230-0631.550 | 1.300
P=0683 | X=0106.850-0329.760 | Y=0631.870-0643.110 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0683 | X=0106.850-0384.020 | Y=0649.390-0660.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0683 | X=0106.850-0387.340 | Y=0667.150-0678.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị
P=0683 | X=0106.850-0399.590 | Y=0678.670-0689.910 | Hương đoạn từ Đường Nguyễn Thị Minh Khai đến Giáp cầu Xuân
P=0683 | X=0090.020-0344.890 | Y=0689.190-0701.430 | 591 Thanh có hiện trạng là đường nhựa, bê tông xi măng:
P=0683 | X=0424.970-0450.020 | Y=0689.190-0698.510 | 1.800
P=0683 | X=0461.210-0486.260 | Y=0689.190-0698.510 | 1.300
P=0683 | X=0497.230-0522.280 | Y=0689.190-0698.510 | 1.100
P=0683 | X=0106.850-0330.020 | Y=0707.730-0718.970 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0684 | X=0106.850-0413.270 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0684 | X=0106.850-0140.370 | Y=0090.020-0101.260 | ≤600m.
P=0684 | X=0106.850-0330.020 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0684 | X=0106.850-0387.340 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị
P=0684 | X=0106.850-0399.590 | Y=0136.850-0148.090 | Hương đoạn từ Đường Nguyễn Thị Minh Khai đến Giáp cầu Xuân
P=0684 | X=0106.850-0344.890 | Y=0148.370-0159.610 | Thanh có hiện trạng là đường nhựa, bê tông xi măng:
P=0684 | X=0090.020-0106.660 | Y=0156.250-0165.570 | 592
P=0684 | X=0424.970-0450.020 | Y=0156.250-0165.570 | 1.300
P=0684 | X=0469.370-0486.010 | Y=0156.250-0165.570 | 910
P=0684 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 780
P=0684 | X=0106.850-0384.260 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0684 | X=0106.850-0330.490 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0684 | X=0106.850-0392.110 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0684 | X=0106.850-0397.670 | Y=0212.470-0223.710 | Đường Hồ Thị Hương đoạn từ Đường Nguyễn Thị Minh Khai đến
P=0684 | X=0106.850-0414.030 | Y=0223.990-0235.230 | Giáp cầu Xuân Thanh có hiện trạng là đường nhựa, bê tông xi măng:
P=0684 | X=0090.020-0106.660 | Y=0231.870-0241.190 | 593
P=0684 | X=0424.970-0450.020 | Y=0231.870-0241.190 | 2.000
P=0684 | X=0461.210-0486.260 | Y=0231.870-0241.190 | 1.400
P=0684 | X=0497.230-0522.280 | Y=0231.870-0241.190 | 1.200
P=0684 | X=0106.850-0329.760 | Y=0241.510-0252.750 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0684 | X=0106.850-0384.020 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0684 | X=0106.850-0392.110 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0684 | X=0106.850-0397.670 | Y=0288.340-0299.580 | Đường Hồ Thị Hương đoạn từ Đường Nguyễn Thị Minh Khai đến
P=0684 | X=0106.850-0414.030 | Y=0299.860-0311.100 | Giáp cầu Xuân Thanh có hiện trạng là đường nhựa, bê tông xi măng:
P=0684 | X=0090.020-0330.020 | Y=0317.380-0331.460 | 594 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0684 | X=0424.970-0450.020 | Y=0322.140-0331.460 | 1.600
P=0684 | X=0461.210-0486.260 | Y=0322.140-0331.460 | 1.100
P=0684 | X=0505.390-0522.030 | Y=0322.140-0331.460 | 960
P=0684 | X=0106.850-0413.270 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0684 | X=0106.850-0140.370 | Y=0346.420-0357.660 | ≤600m.
P=0684 | X=0106.850-0330.020 | Y=0363.700-0374.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0684 | X=0106.850-0392.110 | Y=0381.480-0392.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0684 | X=0106.850-0397.670 | Y=0393.000-0404.240 | Đường Hồ Thị Hương đoạn từ Đường Nguyễn Thị Minh Khai đến
P=0684 | X=0106.850-0414.060 | Y=0404.520-0415.760 | Giáp cầu Xuân Thanh có hiện trạng là đường nhựa, bê tông xi măng:
P=0684 | X=0090.020-0106.660 | Y=0412.400-0421.720 | 595
P=0684 | X=0424.970-0450.020 | Y=0412.400-0421.720 | 1.200
P=0684 | X=0469.370-0486.010 | Y=0412.400-0421.720 | 840
P=0684 | X=0505.390-0522.030 | Y=0412.400-0421.720 | 720
P=0684 | X=0106.850-0384.260 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0684 | X=0106.850-0333.140 | Y=0439.560-0450.800 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0684 | X=0235.540-0298.750 | Y=0457.340-0468.580 | Đầu cầu Xuân
P=0684 | X=0322.200-0405.560 | Y=0459.220-0468.540 | Giáp ranh xã Xuân
P=0684 | X=0090.020-0205.340 | Y=0463.100-0474.340 | 596 Đường Hồ Thị Hương
P=0684 | X=0424.970-0450.020 | Y=0464.980-0474.300 | 4.200
P=0684 | X=0461.210-0486.260 | Y=0464.980-0474.300 | 2.900
P=0684 | X=0497.230-0522.280 | Y=0464.980-0474.300 | 2.500
P=0684 | X=0235.540-0263.950 | Y=0470.740-0480.060 | Thanh
P=0684 | X=0322.200-0338.280 | Y=0470.740-0480.060 | Lộc
P=0684 | X=0106.850-0387.340 | Y=0486.620-0497.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị
P=0684 | X=0106.850-0410.850 | Y=0498.140-0509.380 | Hương đoạn từ Đầu cầu Xuân Thanh đến Giáp ranh xã Xuân Lộc có
P=0684 | X=0106.850-0300.460 | Y=0509.660-0520.900 | hiện trạng là đường nhựa, bê tông xi măng:
P=0684 | X=0090.020-0106.660 | Y=0517.540-0526.860 | 597
P=0684 | X=0424.970-0450.020 | Y=0517.540-0526.860 | 1.800
P=0684 | X=0461.210-0486.260 | Y=0517.540-0526.860 | 1.300
P=0684 | X=0497.230-0522.280 | Y=0517.540-0526.860 | 1.100
P=0684 | X=0106.850-0329.760 | Y=0527.180-0538.420 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0684 | X=0106.850-0384.020 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0684 | X=0106.850-0387.340 | Y=0562.250-0573.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị
P=0684 | X=0106.850-0410.850 | Y=0573.770-0585.010 | Hương đoạn từ Đầu cầu Xuân Thanh đến Giáp ranh xã Xuân Lộc có
P=0684 | X=0106.850-0300.460 | Y=0585.290-0596.530 | hiện trạng là đường nhựa, bê tông xi măng:
P=0684 | X=0090.020-0330.020 | Y=0602.810-0617.130 | 598 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0684 | X=0424.970-0450.020 | Y=0607.810-0617.130 | 1.500
P=0684 | X=0461.210-0486.260 | Y=0607.810-0617.130 | 1.100
P=0684 | X=0505.390-0522.030 | Y=0607.810-0617.130 | 900
P=0684 | X=0106.850-0413.270 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0684 | X=0106.850-0140.370 | Y=0631.870-0643.110 | ≤600m.
P=0684 | X=0106.850-0330.020 | Y=0649.390-0660.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0684 | X=0106.850-0387.340 | Y=0667.150-0678.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Thị
P=0684 | X=0106.850-0410.850 | Y=0678.670-0689.910 | Hương đoạn từ Đầu cầu Xuân Thanh đến Giáp ranh xã Xuân Lộc có
P=0684 | X=0090.020-0300.460 | Y=0689.190-0701.430 | 599 hiện trạng là đường nhựa, bê tông xi măng:
P=0684 | X=0424.970-0450.020 | Y=0689.190-0698.510 | 1.300
P=0684 | X=0469.370-0486.010 | Y=0689.190-0698.510 | 910
P=0684 | X=0505.390-0522.030 | Y=0689.190-0698.510 | 780
P=0684 | X=0106.850-0384.260 | Y=0707.730-0718.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0685 | X=0106.850-0330.490 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0685 | X=0106.850-0392.110 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0685 | X=0106.850-0405.790 | Y=0107.780-0119.020 | Đường Hồ Thị Hương đoạn từ Đầu cầu Xuân Thanh đến Giáp ranh
P=0685 | X=0106.850-0371.790 | Y=0119.330-0130.570 | xã Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0685 | X=0090.020-0106.660 | Y=0127.210-0136.530 | 600
P=0685 | X=0424.970-0450.020 | Y=0127.210-0136.530 | 1.600
P=0685 | X=0461.210-0486.260 | Y=0127.210-0136.530 | 1.100
P=0685 | X=0505.390-0522.030 | Y=0127.210-0136.530 | 960
P=0685 | X=0106.850-0329.760 | Y=0136.850-0148.090 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0685 | X=0106.850-0384.020 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0685 | X=0106.850-0392.110 | Y=0172.130-0183.370 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0685 | X=0106.850-0405.790 | Y=0183.410-0194.650 | Đường Hồ Thị Hương đoạn từ Đầu cầu Xuân Thanh đến Giáp ranh
P=0685 | X=0106.850-0371.790 | Y=0194.930-0206.170 | xã Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0685 | X=0090.020-0330.020 | Y=0212.470-0226.790 | 601 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0685 | X=0424.970-0450.020 | Y=0217.470-0226.790 | 1.400
P=0685 | X=0469.370-0486.010 | Y=0217.470-0226.790 | 980
P=0685 | X=0505.390-0522.030 | Y=0217.470-0226.790 | 840
P=0685 | X=0106.850-0413.270 | Y=0229.990-0241.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0685 | X=0106.850-0140.370 | Y=0241.510-0252.750 | ≤600m.
P=0685 | X=0106.850-0330.020 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0685 | X=0106.850-0392.110 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0685 | X=0106.850-0405.790 | Y=0288.340-0299.580 | Đường Hồ Thị Hương đoạn từ Đầu cầu Xuân Thanh đến Giáp ranh
P=0685 | X=0106.850-0371.790 | Y=0299.860-0311.100 | xã Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0685 | X=0090.020-0106.660 | Y=0307.740-0317.060 | 602
P=0685 | X=0424.970-0450.020 | Y=0307.740-0317.060 | 1.200
P=0685 | X=0469.370-0486.010 | Y=0307.740-0317.060 | 840
P=0685 | X=0505.390-0522.030 | Y=0307.740-0317.060 | 720
P=0685 | X=0106.850-0384.300 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0685 | X=0106.850-0333.140 | Y=0334.900-0346.140 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0685 | X=0322.200-0398.130 | Y=0354.540-0363.860 | Nguyễn Thị Minh
P=0685 | X=0090.020-0320.120 | Y=0358.420-0369.660 | 603 Đường Nguyễn Tri Phương Đường Nguyễn Du
P=0685 | X=0424.970-0450.020 | Y=0360.300-0369.620 | 4.900
P=0685 | X=0461.210-0486.260 | Y=0360.300-0369.620 | 3.400
P=0685 | X=0497.230-0522.280 | Y=0360.300-0369.620 | 2.900
P=0685 | X=0322.200-0342.200 | Y=0365.820-0375.140 | Khai
P=0685 | X=0106.850-0406.770 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Tri
P=0685 | X=0106.850-0402.190 | Y=0393.240-0404.480 | Phương đoạn từ Đường Nguyễn Du đến Nguyễn Thị Minh Khai có
P=0685 | X=0106.850-0300.460 | Y=0404.760-0416.000 | hiện trạng là đường nhựa, bê tông xi măng:
P=0685 | X=0090.020-0106.660 | Y=0412.640-0421.960 | 604
P=0685 | X=0424.970-0450.020 | Y=0412.640-0421.960 | 2.700
P=0685 | X=0461.210-0486.260 | Y=0412.640-0421.960 | 1.900
P=0685 | X=0497.230-0522.280 | Y=0412.640-0421.960 | 1.600
P=0685 | X=0106.850-0329.760 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0685 | X=0106.850-0384.020 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0685 | X=0106.850-0406.770 | Y=0457.580-0468.820 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Tri
P=0685 | X=0106.850-0402.190 | Y=0469.100-0480.340 | Phương đoạn từ Đường Nguyễn Du đến Nguyễn Thị Minh Khai có
P=0685 | X=0106.850-0300.460 | Y=0480.620-0491.860 | hiện trạng là đường nhựa, bê tông xi măng:
P=0685 | X=0090.020-0330.020 | Y=0498.140-0512.220 | 605 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0685 | X=0424.970-0450.020 | Y=0502.900-0512.220 | 2.100
P=0685 | X=0461.210-0486.260 | Y=0502.900-0512.220 | 1.500
P=0685 | X=0497.230-0522.280 | Y=0502.900-0512.220 | 1.300
P=0685 | X=0106.850-0413.270 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0685 | X=0106.850-0140.370 | Y=0527.180-0538.420 | ≤600m.
P=0685 | X=0106.850-0330.020 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0685 | X=0106.850-0406.770 | Y=0562.250-0573.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Tri
P=0685 | X=0106.850-0402.190 | Y=0573.770-0585.010 | Phương đoạn từ Đường Nguyễn Du đến Nguyễn Thị Minh Khai có
P=0685 | X=0106.850-0300.460 | Y=0585.290-0596.530 | hiện trạng là đường nhựa, bê tông xi măng:
P=0685 | X=0090.020-0106.660 | Y=0593.170-0602.490 | 606
P=0685 | X=0424.970-0450.020 | Y=0593.170-0602.490 | 1.300
P=0685 | X=0469.370-0486.010 | Y=0593.170-0602.490 | 910
P=0685 | X=0505.390-0522.030 | Y=0593.170-0602.490 | 780
P=0685 | X=0106.850-0384.290 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0685 | X=0106.850-0330.490 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0685 | X=0106.850-0392.110 | Y=0638.110-0649.350 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0685 | X=0106.850-0410.630 | Y=0649.630-0660.870 | Đường Nguyễn Tri Phương đoạn từ Đường Nguyễn Du đến Nguyễn
P=0685 | X=0106.850-0377.800 | Y=0661.150-0672.390 | Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0685 | X=0090.020-0106.660 | Y=0669.030-0678.350 | 607
P=0685 | X=0424.970-0450.020 | Y=0669.030-0678.350 | 2.400
P=0685 | X=0461.210-0486.260 | Y=0669.030-0678.350 | 1.700
P=0685 | X=0497.230-0522.280 | Y=0669.030-0678.350 | 1.400
P=0685 | X=0106.850-0329.760 | Y=0678.670-0689.910 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0685 | X=0106.850-0384.020 | Y=0696.190-0707.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0686 | X=0106.850-0392.110 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0686 | X=0106.850-0410.630 | Y=0090.020-0101.260 | Đường Nguyễn Tri Phương đoạn từ Đường Nguyễn Du đến Nguyễn
P=0686 | X=0106.850-0377.780 | Y=0101.540-0112.780 | Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0686 | X=0090.020-0330.020 | Y=0119.090-0133.170 | 608 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0686 | X=0424.970-0450.020 | Y=0123.850-0133.170 | 1.900
P=0686 | X=0461.210-0486.260 | Y=0123.850-0133.170 | 1.300
P=0686 | X=0497.230-0522.280 | Y=0123.850-0133.170 | 1.100
P=0686 | X=0106.850-0413.270 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0686 | X=0106.850-0140.370 | Y=0148.130-0159.370 | ≤600m.
P=0686 | X=0106.850-0330.020 | Y=0165.410-0176.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
