TABLE=009 | AREA=Phường Phước Tân | SECTION=non-agricultural | SEGMENTS=1
P=0335 | X=0112.850-0370.530 | Y=0513.500-0524.740 | phường Phước Tân có hiện trạng là đường nhựa, bê tông
P=0335 | X=0095.810-0150.680 | Y=0525.020-0539.580 | 76 xi măng:
P=0335 | X=0397.820-0422.870 | Y=0530.260-0539.580 | 3.300
P=0335 | X=0446.330-0471.380 | Y=0530.260-0539.580 | 2.300
P=0335 | X=0497.230-0522.280 | Y=0530.260-0539.580 | 2.000
P=0335 | X=0112.850-0336.020 | Y=0542.570-0553.810 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0335 | X=0112.850-0366.160 | Y=0560.090-0571.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0335 | X=0112.850-0199.400 | Y=0571.610-0582.850 | >400m đến ≤600m.
P=0335 | X=0112.850-0336.020 | Y=0589.130-0600.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0335 | X=0112.850-0358.760 | Y=0606.890-0618.130 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0335 | X=0112.850-0369.100 | Y=0618.430-0629.670 | thông ra Đường Hoàng Đình Cận đoạn từ Quốc lộ 51 đến
P=0335 | X=0112.850-0365.470 | Y=0629.950-0641.190 | Hết ranh thửa đất số 242, tờ BĐĐC số 88 về bên phải và
P=0335 | X=0112.850-0348.040 | Y=0641.470-0652.710 | hết ranh thửa đất số 271, tờ BĐĐC số 88 về bên trái,
P=0335 | X=0095.810-0370.530 | Y=0651.990-0663.990 | 77 phường Phước Tân có hiện trạng là đường nhựa, bê tông
P=0335 | X=0397.820-0422.870 | Y=0651.990-0661.310 | 2.100
P=0335 | X=0446.330-0471.380 | Y=0651.990-0661.310 | 1.500
P=0335 | X=0497.230-0522.280 | Y=0651.990-0661.310 | 1.300
P=0335 | X=0112.850-0150.680 | Y=0664.270-0675.510 | xi măng:
P=0335 | X=0112.850-0353.960 | Y=0681.790-0693.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0335 | X=0112.850-0146.610 | Y=0695.190-0704.510 | >600m.
P=0336 | X=0112.850-0339.140 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0336 | X=0297.240-0366.220 | Y=0096.260-0107.500 | Hết thửa đất số
P=0336 | X=0297.240-0367.910 | Y=0107.780-0119.020 | 97, tờ BĐĐC số
P=0336 | X=0095.810-0259.620 | Y=0113.540-0124.780 | 78 Đường Hồ Văn Huê Quốc lộ 51
P=0336 | X=0392.300-0422.870 | Y=0115.420-0124.740 | 10.200
P=0336 | X=0446.330-0471.380 | Y=0115.420-0124.740 | 7.100
P=0336 | X=0497.230-0522.280 | Y=0115.420-0124.740 | 6.100
P=0336 | X=0297.240-0349.640 | Y=0119.330-0130.570 | 95, phường
P=0336 | X=0297.240-0347.960 | Y=0130.850-0142.090 | Phước Tân
P=0336 | X=0112.850-0376.790 | Y=0148.610-0159.850 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ
P=0336 | X=0112.850-0358.570 | Y=0160.130-0171.370 | Văn Huê đoạn từ Quốc lộ 51 đến hết thửa đất số 97, tờ
P=0336 | X=0112.850-0366.710 | Y=0171.410-0182.650 | BĐĐC số 95, phường Phước Tân có hiện trạng là đường
P=0336 | X=0112.850-0215.960 | Y=0182.930-0194.170 | nhựa, bê tông xi măng:
P=0336 | X=0095.810-0106.930 | Y=0190.810-0200.130 | 79
P=0336 | X=0397.820-0422.870 | Y=0190.810-0200.130 | 5.100
P=0336 | X=0446.330-0471.380 | Y=0190.810-0200.130 | 3.600
P=0336 | X=0497.230-0522.280 | Y=0190.810-0200.130 | 3.100
P=0336 | X=0112.850-0335.760 | Y=0200.470-0211.710 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0336 | X=0112.850-0353.960 | Y=0217.990-0229.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0336 | X=0112.850-0146.370 | Y=0229.510-0240.750 | ≤400m.
P=0336 | X=0112.850-0376.790 | Y=0247.270-0258.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ
P=0336 | X=0112.850-0358.570 | Y=0258.790-0270.030 | Văn Huê đoạn từ Quốc lộ 51 đến hết thửa đất số 97, tờ
P=0336 | X=0112.850-0366.710 | Y=0270.310-0281.550 | BĐĐC số 95, phường Phước Tân có hiện trạng là đường
P=0336 | X=0112.850-0215.960 | Y=0281.860-0293.100 | nhựa, bê tông xi măng:
P=0336 | X=0095.810-0336.020 | Y=0298.380-0310.620 | 80 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0336 | X=0397.820-0422.870 | Y=0298.380-0307.700 | 3.700
P=0336 | X=0446.330-0471.380 | Y=0298.380-0307.700 | 2.600
P=0336 | X=0497.230-0522.280 | Y=0298.380-0307.700 | 2.200
P=0336 | X=0112.850-0366.160 | Y=0316.900-0328.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0336 | X=0112.850-0199.400 | Y=0328.420-0339.660 | >400m đến ≤600m.
P=0336 | X=0112.850-0336.020 | Y=0345.700-0356.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0336 | X=0112.850-0376.790 | Y=0363.460-0374.700 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ
P=0336 | X=0112.850-0358.570 | Y=0375.000-0386.240 | Văn Huê đoạn từ Quốc lộ 51 đến hết thửa đất số 97, tờ
P=0336 | X=0112.850-0366.710 | Y=0386.520-0397.760 | BĐĐC số 95, phường Phước Tân có hiện trạng là đường
P=0336 | X=0112.850-0215.980 | Y=0398.040-0409.280 | nhựa, bê tông xi măng:
P=0336 | X=0095.810-0106.930 | Y=0405.920-0415.240 | 81
P=0336 | X=0397.820-0422.870 | Y=0405.920-0415.240 | 2.300
P=0336 | X=0446.330-0471.380 | Y=0405.920-0415.240 | 1.600
P=0336 | X=0497.230-0522.280 | Y=0405.920-0415.240 | 1.400
P=0336 | X=0112.850-0353.960 | Y=0415.560-0426.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0336 | X=0112.850-0146.610 | Y=0428.960-0438.280 | >600m.
P=0336 | X=0112.850-0336.490 | Y=0444.600-0455.840 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0336 | X=0112.850-0361.400 | Y=0462.380-0473.620 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0336 | X=0112.850-0365.830 | Y=0473.900-0485.140 | thông ra Đường Hồ Văn Huê đoạn từ Quốc lộ 51 đến hết
P=0336 | X=0112.850-0358.500 | Y=0485.420-0496.660 | thửa đất số 97, tờ BĐĐC số 95, phường Phước Tân có
P=0336 | X=0112.850-0306.460 | Y=0496.940-0508.180 | hiện trạng là đường nhựa, bê tông xi măng:
P=0336 | X=0095.810-0106.930 | Y=0504.820-0514.140 | 82
P=0336 | X=0397.820-0422.870 | Y=0504.820-0514.140 | 4.600
P=0336 | X=0446.330-0471.380 | Y=0504.820-0514.140 | 3.200
P=0336 | X=0497.230-0522.280 | Y=0504.820-0514.140 | 2.800
P=0336 | X=0112.850-0335.760 | Y=0514.220-0525.460 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0336 | X=0112.850-0353.960 | Y=0531.740-0542.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0336 | X=0112.850-0146.370 | Y=0543.290-0554.530 | ≤400m.
P=0336 | X=0112.850-0358.760 | Y=0561.050-0572.290 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0336 | X=0112.850-0365.830 | Y=0572.570-0583.810 | thông ra Đường Hồ Văn Huê đoạn từ Quốc lộ 51 đến hết
P=0336 | X=0112.850-0358.520 | Y=0584.090-0595.330 | thửa đất số 97, tờ BĐĐC số 95, phường Phước Tân có
P=0336 | X=0112.850-0306.460 | Y=0595.610-0606.850 | hiện trạng là đường nhựa, bê tông xi măng:
P=0336 | X=0095.810-0336.020 | Y=0612.130-0624.370 | 83 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0336 | X=0397.820-0422.870 | Y=0612.130-0621.450 | 3.300
P=0336 | X=0446.330-0471.380 | Y=0612.130-0621.450 | 2.300
P=0336 | X=0497.230-0522.280 | Y=0612.130-0621.450 | 2.000
P=0336 | X=0112.850-0366.160 | Y=0630.670-0641.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0336 | X=0112.850-0199.400 | Y=0642.190-0653.430 | >400m đến ≤600m.
P=0336 | X=0112.850-0336.020 | Y=0659.710-0670.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0336 | X=0112.850-0358.760 | Y=0677.470-0688.710 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0336 | X=0095.810-0365.830 | Y=0688.750-0699.990 | 84 thông ra Đường Hồ Văn Huê đoạn từ Quốc lộ 51 đến hết
P=0336 | X=0397.820-0422.870 | Y=0690.630-0699.950 | 2.100
P=0336 | X=0446.330-0471.380 | Y=0690.630-0699.950 | 1.500
P=0336 | X=0497.230-0522.280 | Y=0690.630-0699.950 | 1.300
P=0336 | X=0112.850-0358.500 | Y=0700.290-0711.530 | thửa đất số 97, tờ BĐĐC số 95, phường Phước Tân có
P=0337 | X=0112.850-0306.460 | Y=0072.500-0083.740 | hiện trạng là đường nhựa, bê tông xi măng:
P=0337 | X=0112.850-0353.960 | Y=0090.020-0101.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0337 | X=0112.850-0146.610 | Y=0103.420-0112.740 | >600m.
P=0337 | X=0112.850-0339.140 | Y=0119.090-0130.330 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0337 | X=0297.240-0375.910 | Y=0136.850-0148.090 | Hết ranh thửa đất
P=0337 | X=0297.240-0367.880 | Y=0148.370-0159.610 | số 85, tờ BĐĐC
P=0337 | X=0297.240-0360.200 | Y=0161.530-0170.850 | số 101 về bên
P=0337 | X=0297.240-0369.080 | Y=0173.050-0182.370 | phải và hết ranh
P=0337 | X=0112.850-0202.440 | Y=0176.930-0188.170 | Đường Trương Hán
P=0337 | X=0297.240-0370.130 | Y=0182.690-0193.930 | thửa đất số 112,
P=0337 | X=0095.810-0106.930 | Y=0184.570-0193.890 | 85
P=0337 | X=0211.030-0259.620 | Y=0184.570-0193.890 | Quốc lộ 51
P=0337 | X=0392.300-0422.870 | Y=0184.570-0193.890 | 11.400
P=0337 | X=0446.330-0471.380 | Y=0184.570-0193.890 | 8.000
P=0337 | X=0497.230-0522.280 | Y=0184.570-0193.890 | 6.800
P=0337 | X=0112.850-0133.090 | Y=0190.330-0199.650 | Siêu
P=0337 | X=0297.240-0370.520 | Y=0194.210-0205.450 | tờ BĐĐC số 100
P=0337 | X=0297.240-0346.840 | Y=0207.630-0216.950 | về bên trái,
P=0337 | X=0297.240-0366.140 | Y=0217.270-0228.510 | phường Phước
P=0337 | X=0297.240-0314.600 | Y=0230.670-0239.990 | Tân
P=0337 | X=0112.850-0361.170 | Y=0246.550-0257.790 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0337 | X=0112.850-0363.100 | Y=0258.070-0269.310 | Trương Hán Siêu đoạn từ Quốc lộ 51 đến Hết ranh thửa
P=0337 | X=0112.850-0363.580 | Y=0269.590-0280.830 | đất số 85, tờ BĐĐC số 101 về bên phải và hết ranh thửa
P=0337 | X=0112.850-0362.300 | Y=0281.110-0292.350 | đất số 112, tờ BĐĐC số 100 về bên trái, phường Phước
P=0337 | X=0095.810-0339.850 | Y=0292.660-0304.100 | 86 Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=0337 | X=0397.820-0422.870 | Y=0294.780-0304.100 | 5.100
P=0337 | X=0446.330-0471.380 | Y=0294.780-0304.100 | 3.600
P=0337 | X=0497.230-0522.280 | Y=0294.780-0304.100 | 3.100
P=0337 | X=0112.850-0335.760 | Y=0309.940-0321.180 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0337 | X=0112.850-0353.960 | Y=0327.460-0338.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0337 | X=0112.850-0146.370 | Y=0338.980-0350.220 | ≤400m.
P=0337 | X=0112.850-0361.170 | Y=0356.740-0367.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0337 | X=0112.850-0363.100 | Y=0368.280-0379.520 | Trương Hán Siêu đoạn từ Quốc lộ 51 đến Hết ranh thửa
P=0337 | X=0112.850-0363.580 | Y=0379.800-0391.040 | đất số 85, tờ BĐĐC số 101 về bên phải và hết ranh thửa
P=0337 | X=0112.850-0362.300 | Y=0391.320-0402.560 | đất số 112, tờ BĐĐC số 100 về bên trái, phường Phước
P=0337 | X=0112.850-0339.850 | Y=0402.840-0414.080 | Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=0337 | X=0095.810-0106.930 | Y=0413.600-0422.920 | 87
P=0337 | X=0397.820-0422.870 | Y=0413.600-0422.920 | 3.700
P=0337 | X=0446.330-0471.380 | Y=0413.600-0422.920 | 2.600
P=0337 | X=0497.230-0522.280 | Y=0413.600-0422.920 | 2.200
P=0337 | X=0112.850-0336.020 | Y=0420.360-0431.600 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0337 | X=0112.850-0366.160 | Y=0437.880-0449.120 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0337 | X=0112.850-0199.400 | Y=0449.420-0460.660 | >400m đến ≤600m.
P=0337 | X=0112.850-0336.020 | Y=0466.940-0478.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0337 | X=0112.850-0361.170 | Y=0484.460-0495.700 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0337 | X=0112.850-0363.100 | Y=0495.980-0507.220 | Trương Hán Siêu đoạn từ Quốc lộ 51 đến Hết ranh thửa
P=0337 | X=0112.850-0363.580 | Y=0507.500-0518.740 | đất số 85, tờ BĐĐC số 101 về bên phải và hết ranh thửa
P=0337 | X=0112.850-0362.300 | Y=0519.020-0530.260 | đất số 112, tờ BĐĐC số 100 về bên trái, phường Phước
P=0337 | X=0095.810-0339.850 | Y=0530.540-0541.980 | 88 Tân có hiện trạng là đường nhựa, bê tông xi măng:
P=0337 | X=0397.820-0422.870 | Y=0532.660-0541.980 | 2.300
P=0337 | X=0446.330-0471.380 | Y=0532.660-0541.980 | 1.600
P=0337 | X=0497.230-0522.280 | Y=0532.660-0541.980 | 1.400
P=0337 | X=0112.850-0353.960 | Y=0548.090-0559.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0337 | X=0112.850-0146.610 | Y=0561.490-0570.810 | >600m.
P=0337 | X=0112.850-0336.490 | Y=0577.130-0588.370 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0337 | X=0112.850-0358.760 | Y=0594.890-0606.130 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0337 | X=0112.850-0372.230 | Y=0606.410-0617.650 | thông ra Đường Trương Hán Siêu đoạn từ Quốc lộ 51 đến
P=0337 | X=0112.850-0365.470 | Y=0617.950-0629.190 | Hết ranh thửa đất số 85, tờ BĐĐC số 101 về bên phải và
P=0337 | X=0112.850-0353.560 | Y=0629.470-0640.710 | hết ranh thửa đất số 112, tờ BĐĐC số 100 về bên trái,
P=0337 | X=0112.850-0370.530 | Y=0640.750-0651.990 | phường Phước Tân có hiện trạng là đường nhựa, bê tông
P=0337 | X=0095.810-0106.930 | Y=0648.630-0657.950 | 89
P=0337 | X=0397.820-0422.870 | Y=0648.630-0657.950 | 4.600
P=0337 | X=0446.330-0471.380 | Y=0648.630-0657.950 | 3.200
P=0337 | X=0497.230-0522.280 | Y=0648.630-0657.950 | 2.800
P=0337 | X=0112.850-0150.680 | Y=0652.270-0663.510 | xi măng:
P=0337 | X=0112.850-0335.760 | Y=0669.790-0681.030 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0337 | X=0112.850-0353.960 | Y=0687.310-0698.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0337 | X=0112.850-0146.370 | Y=0698.830-0710.070 | ≤400m.
P=0338 | X=0112.850-0358.760 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0338 | X=0112.850-0372.230 | Y=0090.020-0101.260 | thông ra Đường Trương Hán Siêu đoạn từ Quốc lộ 51 đến
P=0338 | X=0112.850-0365.470 | Y=0101.540-0112.780 | Hết ranh thửa đất số 85, tờ BĐĐC số 101 về bên phải và
P=0338 | X=0112.850-0353.560 | Y=0113.060-0124.300 | hết ranh thửa đất số 112, tờ BĐĐC số 100 về bên trái,
P=0338 | X=0112.850-0370.530 | Y=0124.610-0135.850 | phường Phước Tân có hiện trạng là đường nhựa, bê tông
P=0338 | X=0095.810-0150.680 | Y=0136.130-0150.450 | 90 xi măng:
P=0338 | X=0397.820-0422.870 | Y=0141.130-0150.450 | 3.300
P=0338 | X=0446.330-0471.380 | Y=0141.130-0150.450 | 2.300
P=0338 | X=0497.230-0522.280 | Y=0141.130-0150.450 | 2.000
P=0338 | X=0112.850-0336.040 | Y=0153.410-0164.650 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0338 | X=0112.850-0366.160 | Y=0170.930-0182.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0338 | X=0112.850-0199.400 | Y=0182.450-0193.690 | >400m đến ≤600m.
P=0338 | X=0112.850-0336.020 | Y=0199.990-0211.230 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0338 | X=0112.850-0358.760 | Y=0217.750-0228.990 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0338 | X=0112.850-0372.230 | Y=0229.270-0240.510 | thông ra Đường Trương Hán Siêu đoạn từ Quốc lộ 51 đến
P=0338 | X=0112.850-0365.470 | Y=0240.790-0252.030 | Hết ranh thửa đất số 85, tờ BĐĐC số 101 về bên phải và
P=0338 | X=0112.850-0353.560 | Y=0252.310-0263.550 | hết ranh thửa đất số 112, tờ BĐĐC số 100 về bên trái,
P=0338 | X=0112.850-0370.530 | Y=0263.830-0275.070 | phường Phước Tân có hiện trạng là đường nhựa, bê tông
P=0338 | X=0095.810-0106.930 | Y=0271.710-0281.030 | 91
P=0338 | X=0397.820-0422.870 | Y=0271.710-0281.030 | 2.100
P=0338 | X=0446.330-0471.380 | Y=0271.710-0281.030 | 1.500
P=0338 | X=0497.230-0522.280 | Y=0271.710-0281.030 | 1.300
P=0338 | X=0112.850-0150.680 | Y=0275.350-0286.590 | xi măng:
P=0338 | X=0112.850-0353.960 | Y=0292.900-0304.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0338 | X=0112.850-0146.610 | Y=0306.300-0315.620 | >600m.
P=0338 | X=0112.850-0339.140 | Y=0321.700-0332.940 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0338 | X=0297.240-0354.920 | Y=0341.340-0350.660 | Hết ranh giới
P=0338 | X=0211.030-0293.950 | Y=0347.100-0356.420 | Cầu bắc qua Sông
P=0338 | X=0095.810-0197.890 | Y=0350.980-0362.220 | 92 Đường Thành Thái
P=0338 | X=0297.240-0366.140 | Y=0350.980-0362.220 | phường Phước
P=0338 | X=0397.820-0422.870 | Y=0352.860-0362.180 | 8.900
P=0338 | X=0446.330-0471.380 | Y=0352.860-0362.180 | 6.200
P=0338 | X=0497.230-0522.280 | Y=0352.860-0362.180 | 5.300
P=0338 | X=0211.030-0239.920 | Y=0358.620-0367.940 | Buông
P=0338 | X=0297.240-0314.600 | Y=0364.380-0373.700 | Tân
P=0338 | X=0112.850-0361.170 | Y=0380.280-0391.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0338 | X=0112.850-0355.970 | Y=0391.800-0403.040 | Thành Thái đoạn từ Cầu bắc qua Sông Buông đến Hết
P=0338 | X=0112.850-0376.630 | Y=0403.320-0414.560 | ranh giới phường Phước Tân có hiện trạng là đường nhựa,
P=0338 | X=0112.850-0186.930 | Y=0414.840-0426.080 | bê tông xi măng:
P=0338 | X=0095.810-0106.930 | Y=0422.720-0432.040 | 93
P=0338 | X=0397.820-0422.870 | Y=0422.720-0432.040 | 3.800
P=0338 | X=0446.330-0471.380 | Y=0422.720-0432.040 | 2.700
P=0338 | X=0497.230-0522.280 | Y=0422.720-0432.040 | 2.300
P=0338 | X=0112.850-0335.760 | Y=0432.360-0443.600 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0338 | X=0112.850-0353.960 | Y=0449.900-0461.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0338 | X=0112.850-0146.370 | Y=0461.420-0472.660 | ≤400m.
P=0338 | X=0112.850-0361.170 | Y=0479.180-0490.420 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0338 | X=0112.850-0355.970 | Y=0490.460-0501.700 | Thành Thái đoạn từ Cầu bắc qua Sông Buông đến Hết
P=0338 | X=0112.850-0376.630 | Y=0501.980-0513.220 | ranh giới phường Phước Tân có hiện trạng là đường nhựa,
P=0338 | X=0112.850-0186.930 | Y=0513.500-0524.740 | bê tông xi măng:
P=0338 | X=0095.810-0336.020 | Y=0530.260-0542.260 | 94 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0338 | X=0397.820-0422.870 | Y=0530.260-0539.580 | 3.300
P=0338 | X=0446.330-0471.380 | Y=0530.260-0539.580 | 2.300
P=0338 | X=0497.230-0522.280 | Y=0530.260-0539.580 | 2.000
P=0338 | X=0112.850-0366.160 | Y=0548.570-0559.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0338 | X=0112.850-0199.400 | Y=0560.090-0571.330 | >400m đến ≤600m.
P=0338 | X=0112.850-0336.020 | Y=0577.610-0588.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0338 | X=0112.850-0361.170 | Y=0595.370-0606.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0338 | X=0112.850-0355.970 | Y=0606.890-0618.130 | Thành Thái đoạn từ Cầu bắc qua Sông Buông đến Hết
P=0338 | X=0112.850-0376.630 | Y=0618.430-0629.670 | ranh giới phường Phước Tân có hiện trạng là đường nhựa,
P=0338 | X=0112.850-0186.930 | Y=0629.950-0641.190 | bê tông xi măng:
P=0338 | X=0095.810-0106.930 | Y=0637.830-0647.150 | 95
P=0338 | X=0397.820-0422.870 | Y=0637.830-0647.150 | 2.300
P=0338 | X=0446.330-0471.380 | Y=0637.830-0647.150 | 1.600
P=0338 | X=0497.230-0522.280 | Y=0637.830-0647.150 | 1.400
P=0338 | X=0112.850-0353.970 | Y=0647.470-0658.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0338 | X=0112.850-0146.610 | Y=0660.630-0669.950 | >600m.
P=0338 | X=0112.850-0336.490 | Y=0676.270-0687.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0338 | X=0112.850-0358.760 | Y=0694.030-0705.270 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0338 | X=0095.810-0106.930 | Y=0701.700-0711.020 | 96
P=0338 | X=0397.820-0422.870 | Y=0701.700-0711.020 | 3.400
P=0338 | X=0446.330-0471.380 | Y=0701.700-0711.020 | 2.400
P=0338 | X=0497.230-0522.280 | Y=0701.700-0711.020 | 2.000
P=0338 | X=0112.850-0360.200 | Y=0705.570-0716.810 | thông ra Đường Thành Thái đoạn từ Cầu bắc qua Sông
P=0339 | X=0112.850-0373.910 | Y=0072.500-0083.740 | Buông đến Hết ranh giới phường Phước Tân có hiện trạng
P=0339 | X=0112.850-0259.180 | Y=0084.020-0095.260 | là đường nhựa, bê tông xi măng:
P=0339 | X=0112.850-0335.760 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0339 | X=0112.850-0353.960 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0339 | X=0112.850-0146.370 | Y=0130.610-0141.850 | ≤400m.
P=0339 | X=0112.850-0358.760 | Y=0148.370-0159.610 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0339 | X=0112.850-0360.200 | Y=0159.650-0170.890 | thông ra Đường Thành Thái đoạn từ Cầu bắc qua Sông
P=0339 | X=0112.850-0373.910 | Y=0171.170-0182.410 | Buông đến Hết ranh giới phường Phước Tân có hiện trạng
P=0339 | X=0112.850-0259.180 | Y=0182.690-0193.930 | là đường nhựa, bê tông xi măng:
P=0339 | X=0095.810-0336.020 | Y=0199.470-0211.470 | 97 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0339 | X=0397.820-0422.870 | Y=0199.470-0208.790 | 3.000
P=0339 | X=0446.330-0471.370 | Y=0199.470-0208.790 | 2.100
P=0339 | X=0497.230-0522.280 | Y=0199.470-0208.790 | 1.800
P=0339 | X=0112.850-0366.160 | Y=0217.750-0228.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0339 | X=0112.850-0199.400 | Y=0229.270-0240.510 | >400m đến ≤600m.
P=0339 | X=0112.850-0336.020 | Y=0246.790-0258.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0339 | X=0112.850-0358.760 | Y=0264.550-0275.790 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0339 | X=0112.850-0360.200 | Y=0276.070-0287.310 | thông ra Đường Thành Thái đoạn từ Cầu bắc qua Sông
P=0339 | X=0112.850-0373.910 | Y=0287.620-0298.860 | Buông đến Hết ranh giới phường Phước Tân có hiện trạng
P=0339 | X=0112.850-0259.180 | Y=0299.140-0310.380 | là đường nhựa, bê tông xi măng:
P=0339 | X=0095.810-0106.930 | Y=0307.020-0316.340 | 98
P=0339 | X=0397.820-0422.870 | Y=0307.020-0316.340 | 2.100
P=0339 | X=0446.330-0471.380 | Y=0307.020-0316.340 | 1.500
P=0339 | X=0497.230-0522.280 | Y=0307.020-0316.340 | 1.300
P=0339 | X=0112.850-0353.960 | Y=0316.660-0327.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0339 | X=0112.850-0146.610 | Y=0329.820-0339.140 | >600m.
P=0339 | X=0112.850-0339.140 | Y=0345.460-0356.700 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0339 | X=0112.850-0204.640 | Y=0363.220-0374.460 | Đường chuyên dùng
P=0339 | X=0297.240-0354.920 | Y=0365.100-0374.420 | Hết ranh giới
P=0339 | X=0297.240-0366.140 | Y=0374.760-0386.000 | phường Phước
P=0339 | X=0095.810-0259.620 | Y=0376.640-0385.960 | 99 vận chuyển vật liệu Quốc lộ 51
P=0339 | X=0397.820-0422.870 | Y=0376.640-0385.960 | 9.500
P=0339 | X=0446.330-0471.380 | Y=0376.640-0385.960 | 6.700
P=0339 | X=0497.230-0522.280 | Y=0376.640-0385.960 | 5.700
P=0339 | X=0112.850-0154.700 | Y=0388.160-0397.480 | xây dựng
P=0339 | X=0297.240-0314.600 | Y=0388.160-0397.480 | Tân
P=0339 | X=0112.850-0361.170 | Y=0404.040-0415.280 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0339 | X=0112.850-0377.980 | Y=0415.560-0426.800 | chuyên dùng vận chuyển vật liệu xây dựng đoạn từ Quốc lộ
P=0339 | X=0112.850-0366.910 | Y=0427.080-0438.320 | 51 đến Hết ranh giới phường Phước Tân có hiện trạng là
P=0339 | X=0112.850-0248.620 | Y=0438.600-0449.840 | đường nhựa, bê tông xi măng:
P=0339 | X=0092.900-0109.540 | Y=0446.480-0455.800 | 100
P=0339 | X=0397.820-0422.870 | Y=0446.480-0455.800 | 4.700
P=0339 | X=0446.330-0471.380 | Y=0446.480-0455.800 | 3.300
P=0339 | X=0497.230-0522.280 | Y=0446.480-0455.800 | 2.800
