TABLE=031 | AREA=Xã Xuân Quế | SECTION=non-agricultural | SEGMENTS=1
P=1129 | X=0413.900-0430.540 | Y=0242.910-0252.230 | 700
P=1129 | X=0461.690-0478.330 | Y=0242.910-0252.230 | 490
P=1129 | X=0505.390-0522.030 | Y=0242.910-0252.230 | 420
P=1129 | X=0111.170-0282.950 | Y=0246.550-0257.790 | trạng là đường nhựa, bê tông xi măng:
P=1129 | X=0111.170-0342.250 | Y=0264.070-0275.310 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1129 | X=0111.170-0388.370 | Y=0281.620-0292.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1129 | X=0111.170-0388.510 | Y=0299.380-0310.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Khu 3
P=1129 | X=0111.170-0383.260 | Y=0310.900-0322.140 | ấp 6 xã Sông Nhạn cũ đoạn từ Hết khu dân cư hiện hữu ấp 3
P=1129 | X=0111.170-0365.260 | Y=0322.420-0333.660 | xã Sông Nhạn cũ đến Đường Hương lộ 10 xây dựng mới
P=1129 | X=0111.170-0379.420 | Y=0333.700-0344.940 | tránh sân bay Long Thành, đoạn thuộc xã Xuân Quế có hiện
P=1129 | X=0111.170-0282.950 | Y=0345.220-0356.460 | trạng là đường nhựa, bê tông xi măng:
P=1129 | X=0094.820-0105.940 | Y=0356.220-0365.540 | 80
P=1129 | X=0413.900-0430.540 | Y=0356.220-0365.540 | 590
P=1129 | X=0461.690-0478.330 | Y=0356.220-0365.540 | 410
P=1129 | X=0505.390-0522.030 | Y=0356.220-0365.540 | 350
P=1129 | X=0111.170-0342.720 | Y=0362.740-0373.980 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1129 | X=0111.170-0364.480 | Y=0380.280-0391.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1129 | X=0111.170-0206.120 | Y=0391.800-0403.040 | >500m đến ≤1.000m.
P=1129 | X=0111.170-0334.340 | Y=0409.320-0420.560 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1129 | X=0111.170-0388.510 | Y=0427.080-0438.320 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Khu 3
P=1129 | X=0111.170-0383.260 | Y=0438.600-0449.840 | ấp 6 xã Sông Nhạn cũ đoạn từ Hết khu dân cư hiện hữu ấp 3
P=1129 | X=0111.170-0365.260 | Y=0450.140-0461.380 | xã Sông Nhạn cũ đến Đường Hương lộ 10 xây dựng mới
P=1129 | X=0111.170-0379.420 | Y=0461.660-0472.900 | tránh sân bay Long Thành, đoạn thuộc xã Xuân Quế có hiện
P=1129 | X=0094.820-0282.950 | Y=0473.180-0484.620 | 81 trạng là đường nhựa, bê tông xi măng:
P=1129 | X=0413.900-0430.540 | Y=0475.300-0484.620 | 470
P=1129 | X=0461.690-0478.330 | Y=0475.300-0484.620 | 330
P=1129 | X=0505.390-0522.030 | Y=0475.300-0484.620 | 280
P=1129 | X=0111.170-0352.280 | Y=0490.460-0501.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1129 | X=0111.170-0153.310 | Y=0503.860-0513.180 | >1.000m.
P=1129 | X=0111.170-0334.810 | Y=0519.500-0530.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1129 | X=0111.170-0384.680 | Y=0537.290-0548.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1129 | X=0111.170-0379.150 | Y=0548.810-0560.050 | ra Đường Khu 3 ấp 6 xã Sông Nhạn cũ đoạn từ Hết khu dân
P=1129 | X=0111.170-0379.910 | Y=0560.330-0571.570 | cư hiện hữu ấp 3 xã Sông Nhạn cũ đến Đường Hương lộ 10
P=1129 | X=0111.170-0386.610 | Y=0571.850-0583.090 | xây dựng mới tránh sân bay Long Thành, đoạn thuộc xã Xuân
P=1129 | X=0094.820-0105.940 | Y=0579.730-0589.050 | 82
P=1129 | X=0413.900-0430.540 | Y=0579.730-0589.050 | 630
P=1129 | X=0461.690-0478.330 | Y=0579.730-0589.050 | 440
P=1129 | X=0505.390-0522.030 | Y=0579.730-0589.050 | 380
P=1129 | X=0111.170-0339.850 | Y=0583.370-0594.610 | Quế có hiện trạng là đường nhựa, bê tông xi măng:
P=1129 | X=0111.170-0342.250 | Y=0600.890-0612.130 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1129 | X=0111.170-0388.360 | Y=0618.430-0629.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1129 | X=0111.170-0384.680 | Y=0636.190-0647.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1129 | X=0111.170-0379.150 | Y=0647.710-0658.950 | ra Đường Khu 3 ấp 6 xã Sông Nhạn cũ đoạn từ Hết khu dân
P=1129 | X=0111.170-0379.910 | Y=0659.230-0670.470 | cư hiện hữu ấp 3 xã Sông Nhạn cũ đến Đường Hương lộ 10
P=1129 | X=0094.820-0386.610 | Y=0669.750-0681.750 | 83 xây dựng mới tránh sân bay Long Thành, đoạn thuộc xã Xuân
P=1129 | X=0413.900-0430.540 | Y=0669.750-0679.070 | 530
P=1129 | X=0461.690-0478.330 | Y=0669.750-0679.070 | 370
P=1129 | X=0505.390-0522.030 | Y=0669.750-0679.070 | 320
P=1129 | X=0111.170-0339.860 | Y=0682.030-0693.270 | Quế có hiện trạng là đường nhựa, bê tông xi măng:
P=1129 | X=0111.170-0342.720 | Y=0699.550-0710.790 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1130 | X=0111.170-0364.480 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1130 | X=0111.170-0206.120 | Y=0090.020-0101.260 | >500m đến ≤1.000m.
P=1130 | X=0111.170-0334.340 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1130 | X=0111.170-0384.710 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1130 | X=0111.170-0379.150 | Y=0136.850-0148.090 | ra Đường Khu 3 ấp 6 xã Sông Nhạn cũ đoạn từ Hết khu dân
P=1130 | X=0111.170-0379.910 | Y=0148.370-0159.610 | cư hiện hữu ấp 3 xã Sông Nhạn cũ đến Đường Hương lộ 10
P=1130 | X=0111.170-0386.610 | Y=0159.650-0170.890 | xây dựng mới tránh sân bay Long Thành, đoạn thuộc xã Xuân
P=1130 | X=0094.820-0339.850 | Y=0171.170-0182.610 | 84 Quế có hiện trạng là đường nhựa, bê tông xi măng:
P=1130 | X=0413.900-0430.540 | Y=0173.290-0182.610 | 420
P=1130 | X=0461.690-0478.330 | Y=0173.290-0182.610 | 290
P=1130 | X=0505.390-0522.030 | Y=0173.290-0182.610 | 250
P=1130 | X=0111.170-0352.280 | Y=0188.690-0199.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1130 | X=0111.170-0153.310 | Y=0202.110-0211.430 | >1.000m.
P=1130 | X=0111.170-0334.810 | Y=0217.750-0228.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1130 | X=0303.480-0379.620 | Y=0237.390-0246.710 | Giáp ranh khu tái
P=1130 | X=0111.170-0205.270 | Y=0241.270-0252.510 | Đường Nhân Nghĩa -
P=1130 | X=0220.870-0302.040 | Y=0243.150-0252.470 | Giáp ranh xã Cẩm
P=1130 | X=0303.480-0376.280 | Y=0247.030-0258.270 | định cư xã Xuân
P=1130 | X=0094.820-0105.940 | Y=0248.910-0258.230 | 85
P=1130 | X=0405.740-0430.790 | Y=0248.910-0258.230 | 1.600
P=1130 | X=0453.530-0478.580 | Y=0248.910-0258.230 | 1.100
P=1130 | X=0505.390-0522.030 | Y=0248.910-0258.230 | 960
P=1130 | X=0111.170-0161.180 | Y=0254.670-0263.990 | Sông Nhạn
P=1130 | X=0220.870-0234.340 | Y=0254.670-0263.990 | Mỹ
P=1130 | X=0303.480-0322.520 | Y=0260.430-0269.750 | Quế
P=1130 | X=0111.170-0386.130 | Y=0276.310-0287.550 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1130 | X=0111.170-0377.710 | Y=0287.860-0299.100 | Nghĩa - Sông Nhạn đoạn từ Giáp ranh xã Cẩm Mỹ đến Giáp
P=1130 | X=0111.170-0364.520 | Y=0299.380-0310.620 | ranh khu tái định cư xã Xuân Quế có hiện trạng là đường
P=1130 | X=0094.820-0214.280 | Y=0310.900-0322.340 | 86 nhựa, bê tông xi măng:
P=1130 | X=0413.900-0430.540 | Y=0313.020-0322.340 | 820
P=1130 | X=0461.690-0478.330 | Y=0313.020-0322.340 | 570
P=1130 | X=0505.390-0522.030 | Y=0313.020-0322.340 | 490
P=1130 | X=0111.170-0342.250 | Y=0328.420-0339.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1130 | X=0111.170-0388.360 | Y=0345.700-0356.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1130 | X=0111.170-0386.130 | Y=0363.460-0374.700 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1130 | X=0111.170-0377.710 | Y=0375.000-0386.240 | Nghĩa - Sông Nhạn đoạn từ Giáp ranh xã Cẩm Mỹ đến Giáp
P=1130 | X=0111.170-0364.520 | Y=0386.520-0397.760 | ranh khu tái định cư xã Xuân Quế có hiện trạng là đường
P=1130 | X=0111.170-0214.280 | Y=0398.040-0409.280 | nhựa, bê tông xi măng:
P=1130 | X=0094.820-0342.720 | Y=0414.800-0426.800 | 87 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1130 | X=0413.900-0430.540 | Y=0414.800-0424.120 | 640
P=1130 | X=0461.690-0478.330 | Y=0414.800-0424.120 | 450
P=1130 | X=0505.390-0522.030 | Y=0414.800-0424.120 | 380
P=1130 | X=0111.170-0364.480 | Y=0433.080-0444.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1130 | X=0111.170-0206.120 | Y=0444.600-0455.840 | >500m đến ≤1.000m.
P=1130 | X=0111.170-0334.340 | Y=0462.140-0473.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1130 | X=0111.170-0386.130 | Y=0479.900-0491.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1130 | X=0111.170-0377.710 | Y=0491.420-0502.660 | Nghĩa - Sông Nhạn đoạn từ Giáp ranh xã Cẩm Mỹ đến Giáp
P=1130 | X=0111.170-0364.520 | Y=0502.940-0514.180 | ranh khu tái định cư xã Xuân Quế có hiện trạng là đường
P=1130 | X=0111.170-0214.280 | Y=0514.220-0525.460 | nhựa, bê tông xi măng:
P=1130 | X=0094.820-0105.940 | Y=0522.100-0531.420 | 88
P=1130 | X=0413.900-0430.540 | Y=0522.100-0531.420 | 470
P=1130 | X=0461.690-0478.330 | Y=0522.100-0531.420 | 330
P=1130 | X=0505.390-0522.030 | Y=0522.100-0531.420 | 280
P=1130 | X=0111.170-0352.280 | Y=0531.740-0542.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1130 | X=0111.170-0153.310 | Y=0545.170-0554.490 | >1.000m.
P=1130 | X=0111.170-0334.810 | Y=0560.810-0572.050 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1130 | X=0111.170-0384.680 | Y=0578.570-0589.810 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1130 | X=0111.170-0367.160 | Y=0590.090-0601.330 | ra Đường Nhân Nghĩa - Sông Nhạn đoạn từ Giáp ranh xã
P=1130 | X=0111.170-0379.420 | Y=0601.610-0612.850 | Cẩm Mỹ đến Giáp ranh khu tái định cư xã Xuân Quế có hiện
P=1130 | X=0094.820-0282.950 | Y=0613.130-0624.570 | 89 trạng là đường nhựa, bê tông xi măng:
P=1130 | X=0413.900-0430.540 | Y=0615.250-0624.570 | 740
P=1130 | X=0461.690-0478.330 | Y=0615.250-0624.570 | 520
P=1130 | X=0505.390-0522.030 | Y=0615.250-0624.570 | 440
P=1130 | X=0111.170-0342.250 | Y=0630.670-0641.910 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1130 | X=0111.170-0388.360 | Y=0648.190-0659.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1130 | X=0111.170-0384.680 | Y=0665.950-0677.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1130 | X=0111.170-0367.160 | Y=0677.470-0688.710 | ra Đường Nhân Nghĩa - Sông Nhạn đoạn từ Giáp ranh xã
P=1130 | X=0094.820-0105.940 | Y=0685.110-0694.430 | 90
P=1130 | X=0413.900-0430.540 | Y=0685.110-0694.430 | 580
P=1130 | X=0461.690-0478.330 | Y=0685.110-0694.430 | 410
P=1130 | X=0505.390-0522.030 | Y=0685.110-0694.430 | 350
P=1130 | X=0111.170-0379.420 | Y=0688.750-0699.990 | Cẩm Mỹ đến Giáp ranh khu tái định cư xã Xuân Quế có hiện
P=1130 | X=0111.170-0282.950 | Y=0700.290-0711.530 | trạng là đường nhựa, bê tông xi măng:
P=1131 | X=0111.170-0342.720 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1131 | X=0111.170-0364.480 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1131 | X=0111.170-0206.120 | Y=0107.540-0118.780 | >500m đến ≤1.000m.
P=1131 | X=0111.170-0334.340 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1131 | X=0111.170-0384.680 | Y=0142.850-0154.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1131 | X=0111.170-0367.160 | Y=0154.370-0165.610 | ra Đường Nhân Nghĩa - Sông Nhạn đoạn từ Giáp ranh xã
P=1131 | X=0111.170-0379.420 | Y=0165.650-0176.890 | Cẩm Mỹ đến Giáp ranh khu tái định cư xã Xuân Quế có hiện
P=1131 | X=0111.170-0282.950 | Y=0177.170-0188.410 | trạng là đường nhựa, bê tông xi măng:
P=1131 | X=0094.820-0105.940 | Y=0185.050-0194.370 | 91
P=1131 | X=0413.900-0430.540 | Y=0185.050-0194.370 | 420
P=1131 | X=0461.690-0478.330 | Y=0185.050-0194.370 | 290
P=1131 | X=0505.390-0522.030 | Y=0185.050-0194.370 | 250
P=1131 | X=0111.170-0352.280 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1131 | X=0111.170-0153.310 | Y=0208.110-0217.430 | >1.000m.
P=1131 | X=0111.170-0334.810 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1131 | X=0220.870-0297.080 | Y=0243.390-0252.710 | Giáp ranh khu tái
P=1131 | X=0111.170-0205.270 | Y=0247.270-0258.510 | Đường Nhân Nghĩa -
P=1131 | X=0303.480-0378.140 | Y=0247.270-0258.510 | Đường Cầu Đỏ -
P=1131 | X=0220.870-0293.700 | Y=0253.030-0264.270 | định cư xã Xuân
P=1131 | X=0094.820-0105.940 | Y=0254.910-0264.230 | 92
P=1131 | X=0405.740-0430.790 | Y=0254.910-0264.230 | 2.100
P=1131 | X=0453.530-0478.580 | Y=0254.910-0264.230 | 1.500
P=1131 | X=0497.230-0522.280 | Y=0254.910-0264.230 | 1.300
P=1131 | X=0111.170-0161.180 | Y=0260.670-0269.990 | Sông Nhạn
P=1131 | X=0303.480-0344.340 | Y=0260.670-0269.990 | Suối Sâu
P=1131 | X=0220.870-0239.940 | Y=0266.430-0275.750 | Quế
P=1131 | X=0111.170-0386.130 | Y=0282.340-0293.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1131 | X=0111.170-0388.760 | Y=0293.860-0305.100 | Nghĩa - Sông Nhạn đoạn từ Giáp ranh khu tái định cư xã Xuân
P=1131 | X=0111.170-0374.140 | Y=0305.380-0316.620 | Quế đến Đường Cầu Đỏ - Suối Sâu có hiện trạng là đường
P=1131 | X=0094.820-0214.300 | Y=0316.900-0328.340 | 93 nhựa, bê tông xi măng:
P=1131 | X=0405.740-0430.790 | Y=0319.020-0328.340 | 1.100
P=1131 | X=0461.690-0478.330 | Y=0319.020-0328.340 | 770
P=1131 | X=0505.390-0522.030 | Y=0319.020-0328.340 | 660
P=1131 | X=0111.170-0342.250 | Y=0334.420-0345.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1131 | X=0111.170-0388.360 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1131 | X=0111.170-0386.130 | Y=0369.480-0380.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1131 | X=0111.170-0388.760 | Y=0381.000-0392.240 | Nghĩa - Sông Nhạn đoạn từ Giáp ranh khu tái định cư xã Xuân
P=1131 | X=0111.170-0374.140 | Y=0392.520-0403.760 | Quế đến Đường Cầu Đỏ - Suối Sâu có hiện trạng là đường
P=1131 | X=0111.170-0214.280 | Y=0404.040-0415.280 | nhựa, bê tông xi măng:
P=1131 | X=0094.820-0342.720 | Y=0420.800-0432.800 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1131 | X=0413.900-0430.540 | Y=0420.800-0430.120 | 700
P=1131 | X=0461.690-0478.330 | Y=0420.800-0430.120 | 490
P=1131 | X=0505.390-0522.030 | Y=0420.800-0430.120 | 420
P=1131 | X=0111.170-0364.480 | Y=0439.080-0450.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1131 | X=0111.170-0206.120 | Y=0450.620-0461.860 | >500m đến ≤1.000m.
P=1131 | X=0111.170-0334.340 | Y=0468.140-0479.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1131 | X=0111.170-0386.130 | Y=0485.900-0497.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1131 | X=0111.170-0388.760 | Y=0497.420-0508.660 | Nghĩa - Sông Nhạn đoạn từ Giáp ranh khu tái định cư xã Xuân
P=1131 | X=0111.170-0374.140 | Y=0508.940-0520.180 | Quế đến Đường Cầu Đỏ - Suối Sâu có hiện trạng là đường
P=1131 | X=0111.170-0214.280 | Y=0520.220-0531.460 | nhựa, bê tông xi măng:
P=1131 | X=0094.820-0105.940 | Y=0528.100-0537.420 | 95
P=1131 | X=0413.900-0430.540 | Y=0528.100-0537.420 | 470
P=1131 | X=0461.690-0478.330 | Y=0528.100-0537.420 | 330
P=1131 | X=0505.390-0522.030 | Y=0528.100-0537.420 | 280
P=1131 | X=0111.170-0352.280 | Y=0537.770-0549.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1131 | X=0111.170-0153.330 | Y=0551.170-0560.490 | >1.000m.
P=1131 | X=0111.170-0334.810 | Y=0566.810-0578.050 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1131 | X=0111.170-0384.680 | Y=0584.570-0595.810 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1131 | X=0111.170-0385.870 | Y=0596.090-0607.330 | ra Đường Nhân Nghĩa - Sông Nhạn đoạn từ Giáp ranh khu tái
P=1131 | X=0111.170-0380.870 | Y=0607.610-0618.850 | định cư xã Xuân Quế đến Đường Cầu Đỏ - Suối Sâu có hiện
P=1131 | X=0094.820-0282.950 | Y=0619.150-0630.590 | 96 trạng là đường nhựa, bê tông xi măng:
P=1131 | X=0413.900-0430.540 | Y=0621.270-0630.590 | 990
P=1131 | X=0461.690-0478.330 | Y=0621.270-0630.590 | 690
P=1131 | X=0505.390-0522.030 | Y=0621.270-0630.590 | 590
P=1131 | X=0111.170-0342.250 | Y=0636.670-0647.910 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1131 | X=0111.170-0388.360 | Y=0654.190-0665.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1131 | X=0111.170-0384.680 | Y=0671.950-0683.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1131 | X=0111.170-0385.880 | Y=0683.470-0694.710 | ra Đường Nhân Nghĩa - Sông Nhạn đoạn từ Giáp ranh khu tái
P=1131 | X=0094.820-0105.940 | Y=0691.110-0700.430 | 97
P=1131 | X=0413.900-0430.540 | Y=0691.110-0700.430 | 630
P=1131 | X=0461.690-0478.330 | Y=0691.110-0700.430 | 440
P=1131 | X=0505.390-0522.030 | Y=0691.110-0700.430 | 380
P=1131 | X=0111.170-0380.870 | Y=0694.750-0705.990 | định cư xã Xuân Quế đến Đường Cầu Đỏ - Suối Sâu có hiện
P=1131 | X=0111.170-0282.950 | Y=0706.290-0717.530 | trạng là đường nhựa, bê tông xi măng:
P=1132 | X=0111.170-0342.720 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1132 | X=0111.170-0364.480 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1132 | X=0111.170-0206.120 | Y=0107.540-0118.780 | >500m đến ≤1.000m.
P=1132 | X=0111.170-0334.340 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1132 | X=0111.170-0384.680 | Y=0142.850-0154.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1132 | X=0111.170-0385.870 | Y=0154.370-0165.610 | ra Đường Nhân Nghĩa - Sông Nhạn đoạn từ Giáp ranh khu tái
P=1132 | X=0111.170-0380.870 | Y=0165.650-0176.890 | định cư xã Xuân Quế đến Đường Cầu Đỏ - Suối Sâu có hiện
P=1132 | X=0111.170-0282.950 | Y=0177.170-0188.410 | trạng là đường nhựa, bê tông xi măng:
P=1132 | X=0094.820-0105.940 | Y=0185.050-0194.370 | 98
P=1132 | X=0413.900-0430.540 | Y=0185.050-0194.370 | 420
P=1132 | X=0461.690-0478.330 | Y=0185.050-0194.370 | 290
P=1132 | X=0505.390-0522.030 | Y=0185.050-0194.370 | 250
P=1132 | X=0111.170-0352.280 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1132 | X=0111.170-0153.310 | Y=0208.110-0217.430 | >1.000m.
P=1132 | X=0111.170-0334.810 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1132 | X=0111.170-0205.270 | Y=0241.510-0252.750 | Đường Nhân Nghĩa -
P=1132 | X=0220.870-0388.070 | Y=0241.510-0252.750 | Đường Cầu Đỏ - Đường Sông Nhạn
P=1132 | X=0094.820-0105.940 | Y=0249.150-0258.470 | 99
P=1132 | X=0405.740-0430.790 | Y=0249.150-0258.470 | 1.600
P=1132 | X=0453.530-0478.580 | Y=0249.150-0258.470 | 1.100
P=1132 | X=0505.390-0522.030 | Y=0249.150-0258.470 | 960
P=1132 | X=0111.170-0161.180 | Y=0254.910-0264.230 | Sông Nhạn
P=1132 | X=0220.870-0261.760 | Y=0254.910-0264.230 | Suối Sâu
P=1132 | X=0303.480-0351.470 | Y=0254.910-0264.230 | - Dầu Giây
P=1132 | X=0111.170-0386.130 | Y=0270.790-0282.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1132 | X=0111.170-0374.140 | Y=0282.340-0293.580 | Nghĩa - Sông Nhạn đoạn từ Đường Cầu Đỏ - Suối Sâu đến
P=1132 | X=0111.170-0379.030 | Y=0293.860-0305.100 | Đường Sông Nhạn - Dầu Giây có hiện trạng là đường nhựa,
P=1132 | X=0091.940-0185.250 | Y=0305.380-0316.820 | 100 bê tông xi măng:
P=1132 | X=0413.900-0430.540 | Y=0307.500-0316.820 | 820
P=1132 | X=0461.690-0478.330 | Y=0307.500-0316.820 | 570
P=1132 | X=0505.390-0522.030 | Y=0307.500-0316.820 | 490
P=1132 | X=0111.170-0342.250 | Y=0322.900-0334.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1132 | X=0111.170-0388.360 | Y=0340.420-0351.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1132 | X=0111.170-0386.130 | Y=0357.940-0369.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1132 | X=0111.170-0374.140 | Y=0369.480-0380.720 | Nghĩa - Sông Nhạn đoạn từ Đường Cầu Đỏ - Suối Sâu đến
P=1132 | X=0111.170-0379.030 | Y=0381.000-0392.240 | Đường Sông Nhạn - Dầu Giây có hiện trạng là đường nhựa,
P=1132 | X=0111.170-0185.250 | Y=0392.520-0403.760 | bê tông xi măng:
P=1132 | X=0091.940-0342.720 | Y=0409.280-0421.280 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1132 | X=0413.900-0430.540 | Y=0409.280-0418.600 | 640
P=1132 | X=0461.690-0478.330 | Y=0409.280-0418.600 | 450
P=1132 | X=0505.390-0522.030 | Y=0409.280-0418.600 | 380
P=1132 | X=0111.170-0364.480 | Y=0427.560-0438.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1132 | X=0111.170-0206.120 | Y=0439.080-0450.320 | >500m đến ≤1.000m.
P=1132 | X=0111.170-0334.340 | Y=0456.620-0467.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1132 | X=0111.170-0386.130 | Y=0474.380-0485.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1132 | X=0111.170-0374.140 | Y=0485.900-0497.140 | Nghĩa - Sông Nhạn đoạn từ Đường Cầu Đỏ - Suối Sâu đến
P=1132 | X=0111.170-0379.030 | Y=0497.420-0508.660 | Đường Sông Nhạn - Dầu Giây có hiện trạng là đường nhựa,
P=1132 | X=0111.170-0185.250 | Y=0508.940-0520.180 | bê tông xi măng:
P=1132 | X=0091.940-0108.580 | Y=0516.820-0526.140 | 102
P=1132 | X=0413.900-0430.540 | Y=0516.820-0526.140 | 470
P=1132 | X=0461.690-0478.330 | Y=0516.820-0526.140 | 330
P=1132 | X=0505.390-0522.030 | Y=0516.820-0526.140 | 280
P=1132 | X=0111.170-0352.280 | Y=0526.220-0537.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1132 | X=0111.170-0153.310 | Y=0539.650-0548.970 | >1.000m.
P=1132 | X=0111.170-0334.810 | Y=0555.290-0566.530 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1132 | X=0111.170-0384.680 | Y=0573.050-0584.290 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1132 | X=0111.170-0384.140 | Y=0584.570-0595.810 | ra Đường Nhân Nghĩa - Sông Nhạn đoạn từ Đường Cầu Đỏ -
P=1132 | X=0111.170-0380.370 | Y=0596.090-0607.330 | Suối Sâu đến Đường Sông Nhạn - Dầu Giây có hiện trạng là
P=1132 | X=0091.940-0246.940 | Y=0607.610-0619.050 | 103 đường nhựa, bê tông xi măng:
P=1132 | X=0413.900-0430.540 | Y=0609.730-0619.050 | 740
P=1132 | X=0461.690-0478.330 | Y=0609.730-0619.050 | 520
P=1132 | X=0505.390-0522.030 | Y=0609.730-0619.050 | 440
P=1132 | X=0111.170-0342.250 | Y=0625.150-0636.390 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1132 | X=0111.170-0388.360 | Y=0642.670-0653.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1132 | X=0111.170-0384.680 | Y=0660.430-0671.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1132 | X=0111.170-0384.140 | Y=0671.950-0683.190 | ra Đường Nhân Nghĩa - Sông Nhạn đoạn từ Đường Cầu Đỏ -
P=1132 | X=0091.940-0108.580 | Y=0679.590-0688.910 | 104
P=1132 | X=0413.900-0430.540 | Y=0679.590-0688.910 | 580
