TABLE=049 | AREA=Xã Tà Lài | SECTION=non-agricultural | SEGMENTS=1
P=1672 | X=0461.210-0477.850 | Y=0187.930-0197.250 | 150
P=1672 | X=0505.390-0522.030 | Y=0187.930-0197.250 | 130
P=1672 | X=0108.530-0361.840 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1672 | X=0108.530-0203.480 | Y=0217.750-0228.990 | >500m đến ≤1.000m.
P=1672 | X=0108.530-0331.700 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1672 | X=0108.530-0356.850 | Y=0253.030-0264.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1672 | X=0108.530-0375.320 | Y=0264.550-0275.790 | chuyên dùng đoạn từ Đường vào đập Hàm Vô đến Hết ranh
P=1672 | X=0108.530-0384.790 | Y=0276.070-0287.310 | thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là đường nhựa,
P=1672 | X=0108.530-0182.610 | Y=0287.620-0298.860 | bê tông xi măng:
P=1672 | X=0093.620-0104.740 | Y=0295.500-0304.820 | 74
P=1672 | X=0413.180-0429.820 | Y=0295.500-0304.820 | 200
P=1672 | X=0461.210-0477.850 | Y=0295.500-0304.820 | 140
P=1672 | X=0505.390-0522.030 | Y=0295.500-0304.820 | 120
P=1672 | X=0108.530-0349.620 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1672 | X=0108.530-0150.670 | Y=0318.540-0327.860 | >1.000m.
P=1672 | X=0108.530-0332.170 | Y=0333.940-0345.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1672 | X=0108.530-0382.040 | Y=0351.700-0362.940 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1672 | X=0108.530-0380.390 | Y=0363.220-0374.460 | ra Đường chuyên dùng đoạn từ Đường vào đập Hàm Vô đến
P=1672 | X=0108.530-0364.510 | Y=0374.760-0386.000 | Hết ranh thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là
P=1672 | X=0093.620-0244.280 | Y=0386.280-0397.720 | 75 đường nhựa, bê tông xi măng:
P=1672 | X=0413.180-0429.820 | Y=0388.400-0397.720 | 230
P=1672 | X=0461.210-0477.850 | Y=0388.400-0397.720 | 160
P=1672 | X=0505.390-0522.030 | Y=0388.400-0397.720 | 140
P=1672 | X=0108.530-0339.610 | Y=0403.800-0415.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1672 | X=0108.530-0385.700 | Y=0421.320-0432.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1672 | X=0108.530-0382.040 | Y=0439.080-0450.320 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1672 | X=0108.530-0380.390 | Y=0450.620-0461.860 | ra Đường chuyên dùng đoạn từ Đường vào đập Hàm Vô đến
P=1672 | X=0108.530-0364.510 | Y=0462.140-0473.380 | Hết ranh thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là
P=1672 | X=0108.530-0244.300 | Y=0473.660-0484.900 | đường nhựa, bê tông xi măng:
P=1672 | X=0093.620-0340.080 | Y=0490.180-0502.420 | 76 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1672 | X=0413.180-0429.820 | Y=0490.180-0499.500 | 200
P=1672 | X=0461.210-0477.850 | Y=0490.180-0499.500 | 140
P=1672 | X=0505.390-0522.030 | Y=0490.180-0499.500 | 120
P=1672 | X=0108.530-0361.840 | Y=0508.460-0519.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1672 | X=0108.530-0203.480 | Y=0519.980-0531.220 | >500m đến ≤1.000m.
P=1672 | X=0108.530-0331.700 | Y=0537.530-0548.770 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1672 | X=0108.530-0382.040 | Y=0555.290-0566.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1672 | X=0108.530-0380.390 | Y=0566.810-0578.050 | ra Đường chuyên dùng đoạn từ Đường vào đập Hàm Vô đến
P=1672 | X=0108.530-0364.510 | Y=0578.330-0589.570 | Hết ranh thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là
P=1672 | X=0108.530-0244.280 | Y=0589.850-0601.090 | đường nhựa, bê tông xi măng:
P=1672 | X=0093.620-0104.740 | Y=0597.730-0607.050 | 77
P=1672 | X=0413.180-0429.820 | Y=0597.730-0607.050 | 180
P=1672 | X=0461.210-0477.850 | Y=0597.730-0607.050 | 130
P=1672 | X=0505.390-0522.030 | Y=0597.730-0607.050 | 110
P=1672 | X=0108.530-0349.620 | Y=0607.370-0618.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1672 | X=0108.530-0150.670 | Y=0620.790-0630.110 | >1.000m.
P=1672 | X=0108.530-0332.170 | Y=0636.430-0647.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1672 | X=0302.280-0380.950 | Y=0654.190-0665.430 | Hết ranh thửa đất
P=1672 | X=0219.910-0290.100 | Y=0659.950-0671.190 | Đường vào đập
P=1672 | X=0093.620-0200.320 | Y=0665.710-0676.950 | 78 Đường chuyên dùng
P=1672 | X=0302.280-0378.440 | Y=0665.710-0676.950 | số 478, tờ BĐĐC
P=1672 | X=0413.180-0429.820 | Y=0667.590-0676.910 | 520
P=1672 | X=0461.210-0477.850 | Y=0667.590-0676.910 | 360
P=1672 | X=0505.390-0522.030 | Y=0667.590-0676.910 | 310
P=1672 | X=0219.910-0256.230 | Y=0673.350-0682.670 | Hàm Vô
P=1672 | X=0302.280-0326.600 | Y=0679.110-0688.430 | số 54
P=1672 | X=0108.530-0356.850 | Y=0694.750-0705.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1672 | X=0093.620-0104.740 | Y=0702.420-0711.740 | 79
P=1672 | X=0413.180-0429.820 | Y=0702.420-0711.740 | 260
P=1672 | X=0461.210-0477.850 | Y=0702.420-0711.740 | 180
P=1672 | X=0505.390-0522.030 | Y=0702.420-0711.740 | 160
P=1672 | X=0108.530-0375.320 | Y=0706.290-0717.530 | chuyên dùng đoạn từ Đường vào đập Hàm Vô đến Hết ranh
P=1673 | X=0108.530-0384.790 | Y=0072.500-0083.740 | thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là đường nhựa,
P=1673 | X=0108.530-0182.610 | Y=0084.020-0095.260 | bê tông xi măng:
P=1673 | X=0108.530-0339.610 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1673 | X=0108.530-0385.700 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1673 | X=0108.530-0356.850 | Y=0136.850-0148.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1673 | X=0108.530-0375.340 | Y=0148.370-0159.610 | chuyên dùng đoạn từ Đường vào đập Hàm Vô đến Hết ranh
P=1673 | X=0108.530-0384.790 | Y=0159.650-0170.890 | thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là đường nhựa,
P=1673 | X=0108.530-0182.610 | Y=0171.170-0182.410 | bê tông xi măng:
P=1673 | X=0093.620-0340.080 | Y=0187.930-0199.930 | 80 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1673 | X=0413.180-0429.820 | Y=0187.930-0197.250 | 220
P=1673 | X=0461.210-0477.850 | Y=0187.930-0197.250 | 150
P=1673 | X=0505.390-0522.030 | Y=0187.930-0197.250 | 130
P=1673 | X=0108.530-0361.840 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1673 | X=0108.530-0203.480 | Y=0217.750-0228.990 | >500m đến ≤1.000m.
P=1673 | X=0108.530-0331.700 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1673 | X=0108.530-0356.850 | Y=0253.030-0264.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1673 | X=0108.530-0375.320 | Y=0264.550-0275.790 | chuyên dùng đoạn từ Đường vào đập Hàm Vô đến Hết ranh
P=1673 | X=0108.530-0384.790 | Y=0276.070-0287.310 | thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là đường nhựa,
P=1673 | X=0108.530-0182.610 | Y=0287.620-0298.860 | bê tông xi măng:
P=1673 | X=0093.620-0104.740 | Y=0295.500-0304.820 | 81
P=1673 | X=0413.180-0429.820 | Y=0295.500-0304.820 | 200
P=1673 | X=0461.210-0477.850 | Y=0295.500-0304.820 | 140
P=1673 | X=0505.390-0522.030 | Y=0295.500-0304.820 | 120
P=1673 | X=0108.530-0349.620 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1673 | X=0108.530-0150.670 | Y=0318.540-0327.860 | >1.000m.
P=1673 | X=0108.530-0332.170 | Y=0333.940-0345.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1673 | X=0108.530-0382.040 | Y=0351.700-0362.940 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1673 | X=0108.530-0380.390 | Y=0363.220-0374.460 | ra Đường chuyên dùng đoạn từ Đường vào đập Hàm Vô đến
P=1673 | X=0108.530-0364.510 | Y=0374.760-0386.000 | Hết ranh thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là
P=1673 | X=0093.620-0244.340 | Y=0386.280-0397.720 | 82 đường nhựa, bê tông xi măng:
P=1673 | X=0413.180-0429.820 | Y=0388.400-0397.720 | 230
P=1673 | X=0461.210-0477.850 | Y=0388.400-0397.720 | 160
P=1673 | X=0505.390-0522.030 | Y=0388.400-0397.720 | 140
P=1673 | X=0108.530-0339.610 | Y=0403.800-0415.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1673 | X=0108.530-0385.700 | Y=0421.320-0432.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1673 | X=0108.530-0382.040 | Y=0439.080-0450.320 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1673 | X=0108.530-0380.390 | Y=0450.620-0461.860 | ra Đường chuyên dùng đoạn từ Đường vào đập Hàm Vô đến
P=1673 | X=0108.530-0364.510 | Y=0462.140-0473.380 | Hết ranh thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là
P=1673 | X=0108.530-0244.280 | Y=0473.660-0484.900 | đường nhựa, bê tông xi măng:
P=1673 | X=0093.620-0340.080 | Y=0490.180-0502.420 | 83 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1673 | X=0413.180-0429.820 | Y=0490.180-0499.500 | 200
P=1673 | X=0461.210-0477.850 | Y=0490.180-0499.500 | 140
P=1673 | X=0505.390-0522.030 | Y=0490.180-0499.500 | 120
P=1673 | X=0108.530-0361.840 | Y=0508.460-0519.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1673 | X=0108.530-0203.480 | Y=0519.980-0531.220 | >500m đến ≤1.000m.
P=1673 | X=0108.530-0331.700 | Y=0537.530-0548.770 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1673 | X=0108.530-0382.040 | Y=0555.290-0566.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1673 | X=0108.530-0380.390 | Y=0566.810-0578.050 | ra Đường chuyên dùng đoạn từ Đường vào đập Hàm Vô đến
P=1673 | X=0108.530-0364.510 | Y=0578.330-0589.570 | Hết ranh thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là
P=1673 | X=0108.530-0244.280 | Y=0589.850-0601.090 | đường nhựa, bê tông xi măng:
P=1673 | X=0093.620-0104.740 | Y=0597.730-0607.050 | 84
P=1673 | X=0413.180-0429.820 | Y=0597.730-0607.050 | 180
P=1673 | X=0461.210-0477.850 | Y=0597.730-0607.050 | 130
P=1673 | X=0505.390-0522.030 | Y=0597.730-0607.050 | 110
P=1673 | X=0108.530-0349.620 | Y=0607.370-0618.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1673 | X=0108.530-0150.690 | Y=0620.790-0630.110 | >1.000m.
P=1673 | X=0108.530-0332.170 | Y=0636.430-0647.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1673 | X=0302.280-0380.950 | Y=0654.190-0665.430 | Hết ranh thửa đất
P=1673 | X=0219.910-0290.100 | Y=0659.950-0671.190 | Đường vào đập
P=1673 | X=0093.620-0200.320 | Y=0665.710-0676.950 | 85 Đường chuyên dùng
P=1673 | X=0302.280-0378.440 | Y=0665.710-0676.950 | số 478, tờ BĐĐC
P=1673 | X=0413.180-0429.820 | Y=0667.590-0676.910 | 520
P=1673 | X=0461.210-0477.850 | Y=0667.590-0676.910 | 360
P=1673 | X=0505.390-0522.030 | Y=0667.590-0676.910 | 310
P=1673 | X=0219.910-0256.230 | Y=0673.350-0682.670 | Hàm Vô
P=1673 | X=0302.280-0326.600 | Y=0679.110-0688.430 | số 54
P=1673 | X=0108.530-0356.850 | Y=0694.750-0705.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1673 | X=0093.620-0104.740 | Y=0702.420-0711.740 | 86
P=1673 | X=0413.180-0429.820 | Y=0702.420-0711.740 | 260
P=1673 | X=0461.210-0477.850 | Y=0702.420-0711.740 | 180
P=1673 | X=0505.390-0522.030 | Y=0702.420-0711.740 | 160
P=1673 | X=0108.530-0375.320 | Y=0706.290-0717.530 | chuyên dùng đoạn từ Đường vào đập Hàm Vô đến Hết ranh
P=1674 | X=0108.530-0384.790 | Y=0072.500-0083.740 | thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là đường nhựa,
P=1674 | X=0108.530-0182.610 | Y=0084.020-0095.260 | bê tông xi măng:
P=1674 | X=0108.530-0339.610 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1674 | X=0108.530-0385.700 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1674 | X=0108.530-0356.850 | Y=0136.850-0148.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1674 | X=0108.530-0375.320 | Y=0148.370-0159.610 | chuyên dùng đoạn từ Đường vào đập Hàm Vô đến Hết ranh
P=1674 | X=0108.530-0384.790 | Y=0159.650-0170.890 | thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là đường nhựa,
P=1674 | X=0108.530-0182.610 | Y=0171.170-0182.410 | bê tông xi măng:
P=1674 | X=0093.620-0340.080 | Y=0187.930-0199.930 | 87 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1674 | X=0413.180-0429.820 | Y=0187.930-0197.250 | 220
P=1674 | X=0461.210-0477.850 | Y=0187.930-0197.250 | 150
P=1674 | X=0505.390-0522.030 | Y=0187.930-0197.250 | 130
P=1674 | X=0108.530-0361.840 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1674 | X=0108.530-0203.500 | Y=0217.750-0228.990 | >500m đến ≤1.000m.
P=1674 | X=0108.530-0331.700 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1674 | X=0108.530-0356.850 | Y=0253.030-0264.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1674 | X=0108.530-0375.320 | Y=0264.550-0275.790 | chuyên dùng đoạn từ Đường vào đập Hàm Vô đến Hết ranh
P=1674 | X=0108.530-0384.790 | Y=0276.070-0287.310 | thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là đường nhựa,
P=1674 | X=0108.530-0182.640 | Y=0287.620-0298.860 | bê tông xi măng:
P=1674 | X=0093.620-0104.740 | Y=0295.500-0304.820 | 88
P=1674 | X=0413.180-0429.820 | Y=0295.500-0304.820 | 200
P=1674 | X=0461.210-0477.850 | Y=0295.500-0304.820 | 140
P=1674 | X=0505.390-0522.030 | Y=0295.500-0304.820 | 120
P=1674 | X=0108.530-0349.620 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1674 | X=0108.530-0150.670 | Y=0318.540-0327.860 | >1.000m.
P=1674 | X=0108.530-0332.170 | Y=0333.940-0345.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1674 | X=0108.530-0382.040 | Y=0351.700-0362.940 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1674 | X=0108.530-0380.390 | Y=0363.220-0374.460 | ra Đường chuyên dùng đoạn từ Đường vào đập Hàm Vô đến
P=1674 | X=0108.530-0364.510 | Y=0374.760-0386.000 | Hết ranh thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là
P=1674 | X=0093.620-0244.280 | Y=0386.280-0397.720 | 89 đường nhựa, bê tông xi măng:
P=1674 | X=0413.180-0429.820 | Y=0388.400-0397.720 | 230
P=1674 | X=0461.210-0477.850 | Y=0388.400-0397.720 | 160
P=1674 | X=0505.390-0522.030 | Y=0388.400-0397.720 | 140
P=1674 | X=0108.530-0339.610 | Y=0403.800-0415.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1674 | X=0108.530-0385.700 | Y=0421.320-0432.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1674 | X=0108.530-0382.040 | Y=0439.080-0450.320 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1674 | X=0108.530-0380.390 | Y=0450.620-0461.860 | ra Đường chuyên dùng đoạn từ Đường vào đập Hàm Vô đến
P=1674 | X=0108.530-0364.510 | Y=0462.140-0473.380 | Hết ranh thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là
P=1674 | X=0108.530-0244.280 | Y=0473.660-0484.900 | đường nhựa, bê tông xi măng:
P=1674 | X=0093.620-0340.080 | Y=0490.180-0502.420 | 90 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1674 | X=0413.180-0429.820 | Y=0490.180-0499.500 | 200
P=1674 | X=0461.210-0477.850 | Y=0490.180-0499.500 | 140
P=1674 | X=0505.390-0522.030 | Y=0490.180-0499.500 | 120
P=1674 | X=0108.530-0361.840 | Y=0508.460-0519.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1674 | X=0108.530-0203.520 | Y=0519.980-0531.220 | >500m đến ≤1.000m.
P=1674 | X=0108.530-0331.700 | Y=0537.530-0548.770 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1674 | X=0108.530-0382.040 | Y=0555.290-0566.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1674 | X=0108.530-0380.390 | Y=0566.810-0578.050 | ra Đường chuyên dùng đoạn từ Đường vào đập Hàm Vô đến
P=1674 | X=0108.530-0364.510 | Y=0578.330-0589.570 | Hết ranh thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là
P=1674 | X=0108.530-0244.300 | Y=0589.850-0601.090 | đường nhựa, bê tông xi măng:
P=1674 | X=0093.620-0104.740 | Y=0597.730-0607.050 | 91
P=1674 | X=0413.180-0429.820 | Y=0597.730-0607.050 | 180
P=1674 | X=0461.210-0477.850 | Y=0597.730-0607.050 | 130
P=1674 | X=0505.390-0522.030 | Y=0597.730-0607.050 | 110
P=1674 | X=0108.530-0349.620 | Y=0607.370-0618.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1674 | X=0108.530-0150.670 | Y=0620.790-0630.110 | >1.000m.
P=1674 | X=0108.530-0332.170 | Y=0636.430-0647.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1674 | X=0302.280-0380.950 | Y=0654.190-0665.430 | Hết ranh thửa đất
P=1674 | X=0108.530-0298.260 | Y=0659.950-0671.190 | Đường ấp 2 (ấp Phú Lập Đường Phú Xuân
P=1674 | X=0302.280-0378.440 | Y=0665.710-0676.950 | số 459, tờ BĐĐC
P=1674 | X=0093.620-0104.740 | Y=0667.590-0676.910 | 92
P=1674 | X=0413.180-0429.820 | Y=0667.590-0676.910 | 520
P=1674 | X=0461.210-0477.850 | Y=0667.590-0676.910 | 360
P=1674 | X=0505.390-0522.030 | Y=0667.590-0676.910 | 310
P=1674 | X=0219.910-0274.500 | Y=0671.470-0682.710 | - Núi Tượng
P=1674 | X=0108.530-0117.410 | Y=0673.350-0682.670 | 7)
P=1674 | X=0302.280-0374.530 | Y=0679.110-0688.430 | số 33 (bên phải)
P=1674 | X=0108.530-0379.180 | Y=0694.750-0705.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 2
P=1674 | X=0093.620-0104.740 | Y=0702.420-0711.740 | 93
P=1674 | X=0413.180-0429.820 | Y=0702.420-0711.740 | 260
P=1674 | X=0461.210-0477.850 | Y=0702.420-0711.740 | 180
P=1674 | X=0505.390-0522.030 | Y=0702.420-0711.740 | 160
P=1674 | X=0108.530-0387.910 | Y=0706.290-0717.530 | (ấp Phú Lập 7) đoạn từ Đường Phú Xuân - Núi Tượng đến Hết
P=1675 | X=0108.530-0383.270 | Y=0072.500-0083.740 | ranh thửa đất số 459, tờ BĐĐC số 33 (bên phải) có hiện trạng
P=1675 | X=0108.530-0254.860 | Y=0084.020-0095.260 | là đường nhựa, bê tông xi măng:
P=1675 | X=0108.530-0339.610 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1675 | X=0108.530-0385.700 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1675 | X=0108.530-0379.180 | Y=0136.850-0148.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 2
P=1675 | X=0108.530-0387.910 | Y=0148.370-0159.610 | (ấp Phú Lập 7) đoạn từ Đường Phú Xuân - Núi Tượng đến Hết
P=1675 | X=0108.530-0383.270 | Y=0159.650-0170.890 | ranh thửa đất số 459, tờ BĐĐC số 33 (bên phải) có hiện trạng
P=1675 | X=0108.530-0254.860 | Y=0171.170-0182.410 | là đường nhựa, bê tông xi măng:
P=1675 | X=0093.620-0340.080 | Y=0187.930-0199.930 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1675 | X=0413.180-0429.820 | Y=0187.930-0197.250 | 220
P=1675 | X=0461.210-0477.850 | Y=0187.930-0197.250 | 150
P=1675 | X=0505.390-0522.030 | Y=0187.930-0197.250 | 130
P=1675 | X=0108.530-0361.840 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1675 | X=0108.530-0203.480 | Y=0217.750-0228.990 | >500m đến ≤1.000m.
P=1675 | X=0108.530-0331.700 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1675 | X=0108.530-0379.180 | Y=0253.030-0264.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 2
P=1675 | X=0108.530-0387.910 | Y=0264.550-0275.790 | (ấp Phú Lập 7) đoạn từ Đường Phú Xuân - Núi Tượng đến Hết
P=1675 | X=0108.530-0383.270 | Y=0276.070-0287.310 | ranh thửa đất số 459, tờ BĐĐC số 33 (bên phải) có hiện trạng
P=1675 | X=0108.530-0254.860 | Y=0287.620-0298.860 | là đường nhựa, bê tông xi măng:
P=1675 | X=0093.620-0104.740 | Y=0295.500-0304.820 | 95
P=1675 | X=0413.180-0429.820 | Y=0295.500-0304.820 | 200
P=1675 | X=0461.210-0477.850 | Y=0295.500-0304.820 | 140
P=1675 | X=0505.390-0522.030 | Y=0295.500-0304.820 | 120
P=1675 | X=0108.530-0349.620 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1675 | X=0108.530-0150.670 | Y=0318.540-0327.860 | >1.000m.
P=1675 | X=0108.530-0332.170 | Y=0333.940-0345.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1675 | X=0108.530-0382.040 | Y=0351.700-0362.940 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1675 | X=0108.530-0385.420 | Y=0363.220-0374.460 | ra Đường ấp 2 (ấp Phú Lập 7) đoạn từ Đường Phú Xuân - Núi
P=1675 | X=0108.530-0368.610 | Y=0374.760-0386.000 | Tượng đến Hết ranh thửa đất số 459, tờ BĐĐC số 33 (bên
P=1675 | X=0093.620-0340.600 | Y=0386.280-0397.720 | 96 phải) có hiện trạng là đường nhựa, bê tông xi măng:
P=1675 | X=0413.180-0429.820 | Y=0388.400-0397.720 | 230
P=1675 | X=0461.210-0477.850 | Y=0388.400-0397.720 | 160
P=1675 | X=0505.390-0522.030 | Y=0388.400-0397.720 | 140
P=1675 | X=0108.530-0339.610 | Y=0403.800-0415.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1675 | X=0108.530-0385.700 | Y=0421.320-0432.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1675 | X=0108.530-0382.040 | Y=0439.080-0450.320 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1675 | X=0108.530-0385.420 | Y=0450.620-0461.860 | ra Đường ấp 2 (ấp Phú Lập 7) đoạn từ Đường Phú Xuân - Núi
P=1675 | X=0108.530-0368.610 | Y=0462.140-0473.380 | Tượng đến Hết ranh thửa đất số 459, tờ BĐĐC số 33 (bên
P=1675 | X=0108.530-0340.570 | Y=0473.660-0484.900 | phải) có hiện trạng là đường nhựa, bê tông xi măng:
P=1675 | X=0093.620-0340.080 | Y=0490.180-0502.420 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1675 | X=0413.180-0429.820 | Y=0490.180-0499.500 | 200
P=1675 | X=0461.210-0477.850 | Y=0490.180-0499.500 | 140
P=1675 | X=0505.390-0522.030 | Y=0490.180-0499.500 | 120
P=1675 | X=0108.530-0361.840 | Y=0508.460-0519.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1675 | X=0108.530-0203.480 | Y=0519.980-0531.220 | >500m đến ≤1.000m.
P=1675 | X=0108.530-0331.720 | Y=0537.530-0548.770 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1675 | X=0108.530-0382.040 | Y=0555.290-0566.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1675 | X=0108.530-0385.420 | Y=0566.810-0578.050 | ra Đường ấp 2 (ấp Phú Lập 7) đoạn từ Đường Phú Xuân - Núi
P=1675 | X=0108.530-0368.610 | Y=0578.330-0589.570 | Tượng đến Hết ranh thửa đất số 459, tờ BĐĐC số 33 (bên
P=1675 | X=0108.530-0340.570 | Y=0589.850-0601.090 | phải) có hiện trạng là đường nhựa, bê tông xi măng:
P=1675 | X=0093.620-0104.740 | Y=0597.730-0607.050 | 98
P=1675 | X=0413.180-0429.820 | Y=0597.730-0607.050 | 180
P=1675 | X=0461.210-0477.850 | Y=0597.730-0607.050 | 130
P=1675 | X=0505.390-0522.030 | Y=0597.730-0607.050 | 110
P=1675 | X=0108.530-0349.620 | Y=0607.370-0618.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1675 | X=0108.530-0150.670 | Y=0620.790-0630.110 | >1.000m.
P=1675 | X=0108.530-0332.170 | Y=0636.430-0647.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1675 | X=0219.910-0285.070 | Y=0654.190-0665.430 | Ngã ba đường
P=1675 | X=0302.280-0380.950 | Y=0654.190-0665.430 | Hết ranh thửa đất
P=1675 | X=0108.530-0210.390 | Y=0659.950-0671.190 | Đường liên ấp (ấp Phú
P=1675 | X=0219.910-0291.300 | Y=0665.710-0676.950 | Đường ấp 2 (ấp
P=1675 | X=0302.280-0378.440 | Y=0665.710-0676.950 | số 488, tờ BĐĐC
P=1675 | X=0093.620-0104.740 | Y=0667.590-0676.910 | 99
P=1675 | X=0413.180-0429.820 | Y=0667.590-0676.910 | 520
