TABLE=054 | AREA=Xã Tân An | SECTION=non-agricultural | SEGMENTS=1
P=1804 | X=0497.230-0522.280 | Y=0382.400-0391.720 | 2.000
P=1804 | X=0108.290-0149.170 | Y=0386.280-0397.520 | Vĩnh Tân
P=1804 | X=0262.660-0316.680 | Y=0386.280-0397.520 | Vĩnh Phước
P=1804 | X=0108.290-0322.520 | Y=0404.040-0415.280 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1804 | X=0108.290-0334.530 | Y=0415.560-0426.800 | Đường Tân An - Vĩnh Tân đoạn từ Đường tỉnh 767
P=1804 | X=0108.290-0330.680 | Y=0427.080-0438.320 | đến Đường vào chùa Vĩnh Phước có hiện trạng là
P=1804 | X=0108.290-0244.070 | Y=0438.600-0449.840 | đường nhựa, bê tông xi măng:
P=1804 | X=0093.380-0104.500 | Y=0446.480-0455.800 | 79
P=1804 | X=0380.780-0405.830 | Y=0446.480-0455.800 | 1.100
P=1804 | X=0450.170-0466.810 | Y=0446.480-0455.800 | 770
P=1804 | X=0505.390-0522.030 | Y=0446.480-0455.800 | 660
P=1804 | X=0108.290-0339.370 | Y=0456.140-0467.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1804 | X=0108.290-0321.540 | Y=0473.660-0484.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1804 | X=0108.290-0169.410 | Y=0485.180-0496.420 | thông ≤500m.
P=1804 | X=0108.290-0322.520 | Y=0502.940-0514.180 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1804 | X=0108.290-0334.530 | Y=0514.220-0525.460 | Đường Tân An - Vĩnh Tân đoạn từ Đường tỉnh 767
P=1804 | X=0108.290-0330.680 | Y=0525.740-0536.980 | đến Đường vào chùa Vĩnh Phước có hiện trạng là
P=1804 | X=0108.290-0244.040 | Y=0537.290-0548.530 | đường nhựa, bê tông xi măng:
P=1804 | X=0093.380-0339.840 | Y=0554.050-0566.050 | 80 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1804 | X=0388.940-0405.580 | Y=0554.050-0563.370 | 920
P=1804 | X=0450.170-0466.810 | Y=0554.050-0563.370 | 640
P=1804 | X=0505.390-0522.030 | Y=0554.050-0563.370 | 550
P=1804 | X=0108.290-0321.540 | Y=0572.330-0583.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1804 | X=0108.290-0243.110 | Y=0583.850-0595.090 | thông từ >500m đến ≤1.000m.
P=1804 | X=0108.290-0331.460 | Y=0601.370-0612.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1804 | X=0108.290-0322.520 | Y=0619.150-0630.390 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1804 | X=0108.290-0334.530 | Y=0630.670-0641.910 | Đường Tân An - Vĩnh Tân đoạn từ Đường tỉnh 767
P=1804 | X=0108.290-0330.680 | Y=0642.190-0653.430 | đến Đường vào chùa Vĩnh Phước có hiện trạng là
P=1804 | X=0108.290-0244.040 | Y=0653.710-0664.950 | đường nhựa, bê tông xi măng:
P=1804 | X=0093.380-0104.500 | Y=0661.590-0670.910 | 81
P=1804 | X=0388.940-0405.580 | Y=0661.590-0670.910 | 800
P=1804 | X=0450.170-0466.810 | Y=0661.590-0670.910 | 560
P=1804 | X=0505.390-0522.030 | Y=0661.590-0670.910 | 480
P=1804 | X=0108.290-0321.540 | Y=0671.230-0682.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1804 | X=0108.290-0178.270 | Y=0684.390-0693.710 | thông >1.000m.
P=1804 | X=0108.290-0331.950 | Y=0700.050-0711.290 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1805 | X=0108.290-0341.000 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1805 | X=0108.290-0314.790 | Y=0090.020-0101.260 | và thông ra Đường Tân An - Vĩnh Tân đoạn từ
P=1805 | X=0108.290-0332.280 | Y=0101.540-0112.780 | Đường tỉnh 767 đến Đường vào chùa Vĩnh Phước
P=1805 | X=0108.290-0315.140 | Y=0113.060-0124.300 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1805 | X=0093.380-0104.500 | Y=0120.970-0130.290 | 82
P=1805 | X=0380.780-0405.830 | Y=0120.970-0130.290 | 1.000
P=1805 | X=0450.170-0466.810 | Y=0120.970-0130.290 | 700
P=1805 | X=0505.390-0522.030 | Y=0120.970-0130.290 | 600
P=1805 | X=0108.290-0339.400 | Y=0130.610-0141.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1805 | X=0108.290-0321.540 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1805 | X=0108.290-0169.410 | Y=0159.410-0170.650 | thông ≤500m.
P=1805 | X=0108.290-0341.000 | Y=0177.170-0188.410 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1805 | X=0108.290-0314.790 | Y=0188.690-0199.930 | và thông ra Đường Tân An - Vĩnh Tân đoạn từ
P=1805 | X=0108.290-0332.280 | Y=0200.230-0211.470 | Đường tỉnh 767 đến Đường vào chùa Vĩnh Phước
P=1805 | X=0108.290-0315.140 | Y=0211.750-0222.990 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1805 | X=0093.380-0339.840 | Y=0228.510-0240.510 | 83 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1805 | X=0388.940-0405.580 | Y=0228.510-0237.830 | 830
P=1805 | X=0450.170-0466.810 | Y=0228.510-0237.830 | 580
P=1805 | X=0505.390-0522.030 | Y=0228.510-0237.830 | 500
P=1805 | X=0108.290-0321.540 | Y=0246.790-0258.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1805 | X=0108.290-0243.110 | Y=0258.310-0269.550 | thông từ >500m đến ≤1.000m.
P=1805 | X=0108.290-0331.460 | Y=0275.830-0287.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1805 | X=0108.290-0341.000 | Y=0293.620-0304.860 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1805 | X=0108.290-0314.790 | Y=0305.140-0316.380 | và thông ra Đường Tân An - Vĩnh Tân đoạn từ
P=1805 | X=0108.290-0332.280 | Y=0316.660-0327.900 | Đường tỉnh 767 đến Đường vào chùa Vĩnh Phước
P=1805 | X=0108.290-0315.150 | Y=0327.940-0339.180 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1805 | X=0093.380-0104.500 | Y=0335.820-0345.140 | 84
P=1805 | X=0388.940-0405.580 | Y=0335.820-0345.140 | 720
P=1805 | X=0450.170-0466.810 | Y=0335.820-0345.140 | 500
P=1805 | X=0505.390-0522.030 | Y=0335.820-0345.140 | 430
P=1805 | X=0108.290-0321.540 | Y=0345.460-0356.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1805 | X=0108.290-0178.270 | Y=0358.860-0368.180 | thông >1.000m.
P=1805 | X=0108.290-0331.930 | Y=0374.520-0385.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1805 | X=0191.830-0242.590 | Y=0392.280-0403.520 | Đường vào
P=1805 | X=0108.290-0181.270 | Y=0398.040-0409.280 | Đường Tân An -
P=1805 | X=0191.830-0237.020 | Y=0403.800-0415.040 | chùa Vĩnh
P=1805 | X=0262.660-0330.680 | Y=0403.800-0415.040 | Trung tâm ấp 5
P=1805 | X=0093.380-0104.500 | Y=0405.680-0415.000 | 85
P=1805 | X=0380.780-0405.830 | Y=0405.680-0415.000 | 2.900
P=1805 | X=0442.010-0467.060 | Y=0405.680-0415.000 | 2.000
P=1805 | X=0497.230-0522.280 | Y=0405.680-0415.000 | 1.700
P=1805 | X=0108.290-0149.160 | Y=0409.560-0420.800 | Vĩnh Tân
P=1805 | X=0191.830-0222.550 | Y=0415.320-0426.560 | Phước
P=1805 | X=0108.290-0322.520 | Y=0433.080-0444.320 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1805 | X=0108.290-0339.550 | Y=0444.600-0455.840 | Đường Tân An - Vĩnh Tân đoạn từ Đường vào chùa
P=1805 | X=0108.290-0323.710 | Y=0456.140-0467.380 | Vĩnh Phước đến Trung tâm ấp 5 có hiện trạng là
P=1805 | X=0108.290-0244.040 | Y=0467.660-0478.900 | đường nhựa, bê tông xi măng:
P=1805 | X=0093.380-0104.500 | Y=0475.540-0484.860 | 86
P=1805 | X=0388.940-0405.580 | Y=0475.540-0484.860 | 990
P=1805 | X=0450.170-0466.810 | Y=0475.540-0484.860 | 690
P=1805 | X=0505.390-0522.030 | Y=0475.540-0484.860 | 590
P=1805 | X=0108.290-0339.370 | Y=0485.180-0496.420 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1805 | X=0108.290-0321.540 | Y=0502.460-0513.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1805 | X=0108.290-0169.410 | Y=0513.980-0525.220 | thông ≤500m.
P=1805 | X=0108.290-0322.520 | Y=0531.740-0542.980 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1805 | X=0108.290-0339.550 | Y=0543.290-0554.530 | Đường Tân An - Vĩnh Tân đoạn từ Đường vào chùa
P=1805 | X=0108.290-0323.720 | Y=0554.810-0566.050 | Vĩnh Phước đến Trung tâm ấp 5 có hiện trạng là
P=1805 | X=0108.290-0244.040 | Y=0566.330-0577.570 | đường nhựa, bê tông xi măng:
P=1805 | X=0093.380-0339.840 | Y=0583.090-0595.090 | 87 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1805 | X=0388.940-0405.580 | Y=0583.090-0592.410 | 700
P=1805 | X=0450.170-0466.810 | Y=0583.090-0592.410 | 490
P=1805 | X=0505.390-0522.030 | Y=0583.090-0592.410 | 420
P=1805 | X=0108.290-0321.540 | Y=0601.370-0612.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1805 | X=0108.290-0243.140 | Y=0612.890-0624.130 | thông từ >500m đến ≤1.000m.
P=1805 | X=0108.290-0331.460 | Y=0630.430-0641.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1805 | X=0108.290-0322.520 | Y=0648.190-0659.430 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1805 | X=0108.290-0339.550 | Y=0659.710-0670.950 | Đường Tân An - Vĩnh Tân đoạn từ Đường vào chùa
P=1805 | X=0093.380-0323.710 | Y=0671.230-0685.310 | 88 Vĩnh Phước đến Trung tâm ấp 5 có hiện trạng là
P=1805 | X=0388.940-0405.580 | Y=0675.990-0685.310 | 590
P=1805 | X=0450.170-0466.810 | Y=0675.990-0685.310 | 410
P=1805 | X=0505.390-0522.030 | Y=0675.990-0685.310 | 350
P=1805 | X=0108.290-0244.040 | Y=0682.510-0693.750 | đường nhựa, bê tông xi măng:
P=1805 | X=0108.290-0321.540 | Y=0700.050-0711.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1806 | X=0108.290-0178.270 | Y=0074.380-0083.700 | thông >1.000m.
P=1806 | X=0108.290-0331.930 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1806 | X=0108.290-0341.000 | Y=0107.780-0119.020 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1806 | X=0108.290-0314.790 | Y=0119.330-0130.570 | và thông ra Đường Tân An - Vĩnh Tân đoạn từ
P=1806 | X=0108.290-0343.640 | Y=0130.850-0142.090 | Đường vào chùa Vĩnh Phước đến Trung tâm ấp 5 có
P=1806 | X=0108.290-0301.900 | Y=0142.370-0153.610 | hiện trạng là đường nhựa, bê tông xi măng:
P=1806 | X=0093.380-0104.500 | Y=0150.250-0159.570 | 89
P=1806 | X=0388.940-0405.580 | Y=0150.250-0159.570 | 890
P=1806 | X=0450.170-0466.810 | Y=0150.250-0159.570 | 620
P=1806 | X=0505.390-0522.030 | Y=0150.250-0159.570 | 530
P=1806 | X=0108.290-0339.400 | Y=0159.650-0170.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1806 | X=0108.290-0321.540 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1806 | X=0108.290-0169.410 | Y=0188.690-0199.930 | thông ≤500m.
P=1806 | X=0108.290-0341.000 | Y=0206.470-0217.710 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1806 | X=0108.290-0314.790 | Y=0217.990-0229.230 | và thông ra Đường Tân An - Vĩnh Tân đoạn từ
P=1806 | X=0108.290-0343.630 | Y=0229.510-0240.750 | Đường vào chùa Vĩnh Phước đến Trung tâm ấp 5 có
P=1806 | X=0108.290-0301.900 | Y=0241.030-0252.270 | hiện trạng là đường nhựa, bê tông xi măng:
P=1806 | X=0093.380-0339.840 | Y=0257.550-0269.790 | 90 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1806 | X=0388.940-0405.580 | Y=0257.550-0266.870 | 630
P=1806 | X=0450.170-0466.810 | Y=0257.550-0266.870 | 440
P=1806 | X=0505.390-0522.030 | Y=0257.550-0266.870 | 380
P=1806 | X=0108.290-0321.540 | Y=0276.070-0287.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1806 | X=0108.290-0243.110 | Y=0287.620-0298.860 | thông từ >500m đến ≤1.000m.
P=1806 | X=0108.290-0331.460 | Y=0305.140-0316.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1806 | X=0108.290-0341.000 | Y=0322.900-0334.140 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1806 | X=0108.290-0314.790 | Y=0334.420-0345.660 | và thông ra Đường Tân An - Vĩnh Tân đoạn từ
P=1806 | X=0108.290-0343.630 | Y=0345.700-0356.940 | Đường vào chùa Vĩnh Phước đến Trung tâm ấp 5 có
P=1806 | X=0108.290-0301.900 | Y=0357.220-0368.460 | hiện trạng là đường nhựa, bê tông xi măng:
P=1806 | X=0093.380-0104.500 | Y=0365.100-0374.420 | 91
P=1806 | X=0388.940-0405.580 | Y=0365.100-0374.420 | 530
P=1806 | X=0450.170-0466.810 | Y=0365.100-0374.420 | 370
P=1806 | X=0505.390-0522.030 | Y=0365.100-0374.420 | 320
P=1806 | X=0108.290-0321.540 | Y=0374.760-0386.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1806 | X=0108.290-0178.290 | Y=0388.160-0397.480 | thông >1.000m.
P=1806 | X=0108.290-0331.930 | Y=0403.800-0415.040 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1806 | X=0108.290-0181.270 | Y=0421.560-0432.800 | Đường Tân An -
P=1806 | X=0262.660-0330.120 | Y=0421.560-0432.800 | Đường Trị An -
P=1806 | X=0191.830-0259.860 | Y=0427.320-0438.560 | Trung tâm ấp 5
P=1806 | X=0093.380-0104.500 | Y=0429.200-0438.520 | 92
P=1806 | X=0380.780-0405.830 | Y=0429.200-0438.520 | 2.500
P=1806 | X=0442.010-0467.060 | Y=0429.200-0438.520 | 1.800
P=1806 | X=0497.230-0522.280 | Y=0429.200-0438.520 | 1.500
P=1806 | X=0262.660-0303.530 | Y=0433.080-0444.320 | Vĩnh Tân
P=1806 | X=0108.290-0149.170 | Y=0434.960-0444.280 | Vĩnh Tân
P=1806 | X=0108.290-0322.520 | Y=0450.860-0462.100 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1806 | X=0108.290-0332.600 | Y=0462.380-0473.620 | Đường Tân An - Vĩnh Tân đoạn từ Trung tâm ấp 5
P=1806 | X=0108.290-0342.440 | Y=0473.900-0485.140 | đến Đường Trị An - Vĩnh Tân có hiện trạng là đường
P=1806 | X=0108.290-0211.400 | Y=0485.420-0496.660 | nhựa, bê tông xi măng:
P=1806 | X=0093.380-0104.500 | Y=0493.300-0502.620 | 93
P=1806 | X=0380.780-0405.830 | Y=0493.300-0502.620 | 1.000
P=1806 | X=0450.170-0466.810 | Y=0493.300-0502.620 | 700
P=1806 | X=0505.390-0522.030 | Y=0493.300-0502.620 | 600
P=1806 | X=0108.290-0339.400 | Y=0502.940-0514.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1806 | X=0108.290-0321.540 | Y=0520.220-0531.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1806 | X=0108.290-0169.410 | Y=0531.740-0542.980 | thông ≤500m.
P=1806 | X=0108.290-0322.520 | Y=0549.530-0560.770 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1806 | X=0108.290-0332.600 | Y=0561.050-0572.290 | Đường Tân An - Vĩnh Tân đoạn từ Trung tâm ấp 5
P=1806 | X=0108.290-0342.440 | Y=0572.570-0583.810 | đến Đường Trị An - Vĩnh Tân có hiện trạng là đường
P=1806 | X=0108.290-0211.400 | Y=0584.090-0595.330 | nhựa, bê tông xi măng:
P=1806 | X=0093.380-0339.840 | Y=0600.850-0612.850 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1806 | X=0388.940-0405.580 | Y=0600.850-0610.170 | 760
P=1806 | X=0450.170-0466.810 | Y=0600.850-0610.170 | 530
P=1806 | X=0505.390-0522.030 | Y=0600.850-0610.170 | 460
P=1806 | X=0108.290-0321.540 | Y=0619.150-0630.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1806 | X=0108.290-0243.110 | Y=0630.670-0641.910 | thông từ >500m đến ≤1.000m.
P=1806 | X=0108.290-0331.460 | Y=0648.190-0659.430 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1806 | X=0108.290-0322.520 | Y=0665.950-0677.190 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1806 | X=0108.290-0332.600 | Y=0677.470-0688.710 | Đường Tân An - Vĩnh Tân đoạn từ Trung tâm ấp 5
P=1806 | X=0093.380-0104.500 | Y=0685.110-0694.430 | 95
P=1806 | X=0388.940-0405.580 | Y=0685.110-0694.430 | 630
P=1806 | X=0450.170-0466.810 | Y=0685.110-0694.430 | 440
P=1806 | X=0505.390-0522.030 | Y=0685.110-0694.430 | 380
P=1806 | X=0108.290-0342.440 | Y=0688.750-0699.990 | đến Đường Trị An - Vĩnh Tân có hiện trạng là đường
P=1806 | X=0108.290-0211.400 | Y=0700.290-0711.530 | nhựa, bê tông xi măng:
P=1807 | X=0108.290-0321.540 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1807 | X=0108.290-0178.270 | Y=0091.900-0101.220 | thông >1.000m.
P=1807 | X=0108.290-0331.930 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1807 | X=0108.290-0341.000 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1807 | X=0108.290-0343.640 | Y=0136.850-0148.090 | và thông ra Đường Tân An - Vĩnh Tân đoạn từ Trung
P=1807 | X=0108.290-0340.760 | Y=0148.370-0159.610 | tâm ấp 5 đến Đường Trị An - Vĩnh Tân có hiện trạng
P=1807 | X=0108.290-0254.620 | Y=0159.650-0170.890 | là đường nhựa, bê tông xi măng:
P=1807 | X=0093.380-0104.500 | Y=0167.530-0176.850 | 96
P=1807 | X=0388.940-0405.580 | Y=0167.530-0176.850 | 900
P=1807 | X=0450.170-0466.810 | Y=0167.530-0176.850 | 630
P=1807 | X=0505.390-0522.030 | Y=0167.530-0176.850 | 540
P=1807 | X=0108.290-0339.370 | Y=0177.170-0188.410 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1807 | X=0108.290-0321.560 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1807 | X=0108.290-0169.410 | Y=0206.230-0217.470 | thông ≤500m.
P=1807 | X=0108.290-0341.000 | Y=0223.990-0235.230 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1807 | X=0108.290-0343.640 | Y=0235.510-0246.750 | và thông ra Đường Tân An - Vĩnh Tân đoạn từ Trung
P=1807 | X=0108.290-0340.760 | Y=0247.030-0258.270 | tâm ấp 5 đến Đường Trị An - Vĩnh Tân có hiện trạng
P=1807 | X=0108.290-0254.620 | Y=0258.550-0269.790 | là đường nhựa, bê tông xi măng:
P=1807 | X=0093.380-0339.840 | Y=0275.070-0287.310 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1807 | X=0388.940-0405.580 | Y=0275.070-0284.390 | 680
P=1807 | X=0450.170-0466.810 | Y=0275.070-0284.390 | 480
P=1807 | X=0505.390-0522.030 | Y=0275.070-0284.390 | 410
P=1807 | X=0108.290-0321.540 | Y=0293.620-0304.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1807 | X=0108.290-0243.110 | Y=0305.140-0316.380 | thông từ >500m đến ≤1.000m.
P=1807 | X=0108.290-0331.460 | Y=0322.660-0333.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1807 | X=0108.290-0341.000 | Y=0340.420-0351.660 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1807 | X=0108.290-0343.640 | Y=0351.700-0362.940 | và thông ra Đường Tân An - Vĩnh Tân đoạn từ Trung
P=1807 | X=0108.290-0340.760 | Y=0363.220-0374.460 | tâm ấp 5 đến Đường Trị An - Vĩnh Tân có hiện trạng
P=1807 | X=0108.290-0254.620 | Y=0374.760-0386.000 | là đường nhựa, bê tông xi măng:
P=1807 | X=0093.380-0104.500 | Y=0382.640-0391.960 | 98
P=1807 | X=0388.940-0405.580 | Y=0382.640-0391.960 | 570
P=1807 | X=0450.170-0466.810 | Y=0382.640-0391.960 | 400
P=1807 | X=0505.390-0522.030 | Y=0382.640-0391.960 | 340
P=1807 | X=0108.290-0321.540 | Y=0392.280-0403.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1807 | X=0108.290-0178.270 | Y=0405.680-0415.000 | thông >1.000m.
P=1807 | X=0108.290-0331.930 | Y=0421.320-0432.560 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1807 | X=0108.290-0181.270 | Y=0439.080-0450.320 | Đường Tân An -
P=1807 | X=0191.830-0259.300 | Y=0439.080-0450.320 | Đường Trị An -
P=1807 | X=0262.660-0332.850 | Y=0444.840-0456.080 | Đường tỉnh 768
P=1807 | X=0093.380-0104.500 | Y=0446.720-0456.040 | 99
P=1807 | X=0380.780-0405.830 | Y=0446.720-0456.040 | 2.500
P=1807 | X=0442.010-0467.060 | Y=0446.720-0456.040 | 1.800
P=1807 | X=0497.230-0522.270 | Y=0446.720-0456.040 | 1.500
P=1807 | X=0108.290-0149.170 | Y=0450.620-0461.860 | Vĩnh Tân
P=1807 | X=0191.830-0232.700 | Y=0450.620-0461.860 | Vĩnh Tân
P=1807 | X=0108.290-0322.520 | Y=0468.380-0479.620 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1807 | X=0108.290-0331.800 | Y=0479.900-0491.140 | Đường Tân An - Vĩnh Tân đoạn từ Đường Trị An -
P=1807 | X=0108.290-0312.440 | Y=0491.420-0502.660 | Vĩnh Tân đến Đường tỉnh 768 có hiện trạng là
P=1807 | X=0108.290-0244.040 | Y=0502.940-0514.180 | đường nhựa, bê tông xi măng:
P=1807 | X=0090.500-0107.140 | Y=0510.820-0520.140 | 100
P=1807 | X=0380.780-0405.830 | Y=0510.820-0520.140 | 1.100
P=1807 | X=0450.170-0466.810 | Y=0510.820-0520.140 | 770
P=1807 | X=0505.390-0522.030 | Y=0510.820-0520.140 | 660
P=1807 | X=0108.290-0339.370 | Y=0520.220-0531.460 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1807 | X=0108.290-0321.560 | Y=0537.770-0549.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1807 | X=0108.290-0169.410 | Y=0549.290-0560.530 | thông ≤500m.
P=1807 | X=0108.290-0322.520 | Y=0567.050-0578.290 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1807 | X=0108.290-0331.800 | Y=0578.570-0589.810 | Đường Tân An - Vĩnh Tân đoạn từ Đường Trị An -
P=1807 | X=0108.290-0312.440 | Y=0590.090-0601.330 | Vĩnh Tân đến Đường tỉnh 768 có hiện trạng là
P=1807 | X=0108.290-0244.040 | Y=0601.610-0612.850 | đường nhựa, bê tông xi măng:
P=1807 | X=0090.500-0339.860 | Y=0618.150-0630.390 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1807 | X=0388.940-0405.580 | Y=0618.150-0627.470 | 900
P=1807 | X=0450.170-0466.810 | Y=0618.150-0627.470 | 630
P=1807 | X=0505.390-0522.030 | Y=0618.150-0627.470 | 540
P=1807 | X=0108.290-0321.540 | Y=0636.670-0647.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1807 | X=0108.290-0243.140 | Y=0648.190-0659.430 | thông từ >500m đến ≤1.000m.
P=1807 | X=0108.290-0331.460 | Y=0665.710-0676.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1807 | X=0108.290-0322.520 | Y=0683.470-0694.710 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1807 | X=0090.500-0331.800 | Y=0694.750-0705.990 | 102 Đường Tân An - Vĩnh Tân đoạn từ Đường Trị An -
P=1807 | X=0388.940-0405.580 | Y=0696.630-0705.950 | 780
P=1807 | X=0450.170-0466.810 | Y=0696.630-0705.950 | 550
P=1807 | X=0505.390-0522.030 | Y=0696.630-0705.950 | 470
P=1807 | X=0108.290-0312.440 | Y=0706.290-0717.530 | Vĩnh Tân đến Đường tỉnh 768 có hiện trạng là
P=1808 | X=0108.290-0244.040 | Y=0072.500-0083.740 | đường nhựa, bê tông xi măng:
P=1808 | X=0108.290-0321.540 | Y=0090.020-0101.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1808 | X=0108.290-0178.270 | Y=0103.420-0112.740 | thông >1.000m.
P=1808 | X=0108.290-0331.930 | Y=0119.090-0130.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1808 | X=0108.290-0341.000 | Y=0136.850-0148.090 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1808 | X=0108.290-0314.790 | Y=0148.370-0159.610 | và thông ra Đường Tân An - Vĩnh Tân đoạn từ
P=1808 | X=0108.290-0324.660 | Y=0159.650-0170.890 | Đường Trị An - Vĩnh Tân đến Đường tỉnh 768 có
P=1808 | X=0108.290-0301.900 | Y=0171.170-0182.410 | hiện trạng là đường nhựa, bê tông xi măng:
P=1808 | X=0090.500-0107.140 | Y=0179.050-0188.370 | 103
P=1808 | X=0380.780-0405.830 | Y=0179.050-0188.370 | 1.000
P=1808 | X=0450.170-0466.810 | Y=0179.050-0188.370 | 700
P=1808 | X=0505.390-0522.030 | Y=0179.050-0188.370 | 600
P=1808 | X=0108.290-0339.370 | Y=0188.690-0199.930 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1808 | X=0108.290-0321.540 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao
P=1808 | X=0108.290-0169.410 | Y=0217.750-0228.990 | thông ≤500m.
P=1808 | X=0108.290-0341.000 | Y=0235.510-0246.750 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1808 | X=0108.290-0314.790 | Y=0247.030-0258.270 | và thông ra Đường Tân An - Vĩnh Tân đoạn từ
P=1808 | X=0108.290-0324.660 | Y=0258.550-0269.790 | Đường Trị An - Vĩnh Tân đến Đường tỉnh 768 có
P=1808 | X=0108.290-0301.900 | Y=0270.070-0281.310 | hiện trạng là đường nhựa, bê tông xi măng:
P=1808 | X=0090.500-0339.840 | Y=0286.620-0298.860 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1808 | X=0388.940-0405.580 | Y=0286.620-0295.940 | 810
P=1808 | X=0450.170-0466.810 | Y=0286.620-0295.940 | 570
P=1808 | X=0505.390-0522.030 | Y=0286.620-0295.940 | 490
