TABLE=006 | AREA=Phường Hố Nai | SECTION=non-agricultural | SEGMENTS=1
P=0235 | X=0106.850-0392.110 | Y=0223.990-0235.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0235 | X=0106.850-0398.380 | Y=0235.510-0246.750 | Đường vào cụm công nghiệp vật liệu xây dựng đoạn từ Quốc lộ 1
P=0235 | X=0106.850-0413.980 | Y=0247.030-0258.270 | đến Bên phải, hết ranh thửa đất số 159 tờ BĐĐC số 71; Bên trái, đến
P=0235 | X=0106.850-0388.300 | Y=0258.550-0269.790 | hết ranh thửa đất số 47, tờ BĐĐC số 71 có hiện trạng là đường
P=0235 | X=0106.850-0209.960 | Y=0270.070-0281.310 | nhựa, bê tông xi măng:
P=0235 | X=0090.020-0106.660 | Y=0280.830-0290.150 | 216
P=0235 | X=0424.970-0450.020 | Y=0280.830-0290.150 | 3.000
P=0235 | X=0461.210-0486.260 | Y=0280.830-0290.150 | 2.100
P=0235 | X=0497.230-0522.280 | Y=0280.830-0290.150 | 1.800
P=0235 | X=0106.850-0338.400 | Y=0287.620-0298.860 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0235 | X=0106.850-0413.270 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0235 | X=0106.850-0148.530 | Y=0316.660-0327.900 | ≤1.000m.
P=0235 | X=0106.850-0330.020 | Y=0333.940-0345.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0235 | X=0106.850-0392.110 | Y=0351.700-0362.940 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0235 | X=0106.850-0398.380 | Y=0363.220-0374.460 | Đường vào cụm công nghiệp vật liệu xây dựng đoạn từ Quốc lộ 1
P=0235 | X=0106.850-0413.980 | Y=0374.760-0386.000 | đến Bên phải, hết ranh thửa đất số 159 tờ BĐĐC số 71; Bên trái, đến
P=0235 | X=0106.850-0388.300 | Y=0386.280-0397.520 | hết ranh thửa đất số 47, tờ BĐĐC số 71 có hiện trạng là đường
P=0235 | X=0090.020-0106.660 | Y=0394.160-0403.480 | 217
P=0235 | X=0424.970-0450.020 | Y=0394.160-0403.480 | 2.000
P=0235 | X=0461.210-0486.250 | Y=0394.160-0403.480 | 1.400
P=0235 | X=0497.230-0522.280 | Y=0394.160-0403.480 | 1.200
P=0235 | X=0106.850-0209.960 | Y=0397.800-0409.040 | nhựa, bê tông xi măng:
P=0235 | X=0106.850-0392.640 | Y=0415.320-0426.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0235 | X=0106.850-0330.490 | Y=0432.840-0444.080 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0235 | X=0090.020-0190.430 | Y=0450.620-0461.860 | 218 Đường Thái Hòa 1
P=0235 | X=0235.540-0278.580 | Y=0452.500-0461.820 | Quốc lộ 1
P=0235 | X=0322.200-0394.780 | Y=0452.500-0461.820 | Hết mét thứ 200
P=0235 | X=0424.970-0450.020 | Y=0452.500-0461.820 | 9.300
P=0235 | X=0461.210-0486.260 | Y=0452.500-0461.820 | 6.500
P=0235 | X=0497.230-0522.280 | Y=0452.500-0461.820 | 5.600
P=0235 | X=0106.850-0406.980 | Y=0468.380-0479.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thái Hòa 1
P=0235 | X=0106.850-0414.550 | Y=0479.900-0491.140 | đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện trạng là đường nhựa,
P=0235 | X=0106.850-0180.930 | Y=0491.420-0502.660 | bê tông xi măng:
P=0235 | X=0090.020-0106.660 | Y=0499.300-0508.620 | 219
P=0235 | X=0424.970-0450.020 | Y=0499.300-0508.620 | 5.600
P=0235 | X=0461.210-0486.260 | Y=0499.300-0508.620 | 3.900
P=0235 | X=0497.230-0522.280 | Y=0499.300-0508.620 | 3.400
P=0235 | X=0106.850-0337.930 | Y=0508.940-0520.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0235 | X=0106.850-0384.020 | Y=0526.220-0537.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0235 | X=0106.850-0406.980 | Y=0544.010-0555.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thái Hòa 1
P=0235 | X=0106.850-0414.550 | Y=0555.530-0566.770 | đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện trạng là đường nhựa,
P=0235 | X=0106.850-0180.930 | Y=0567.050-0578.290 | bê tông xi măng:
P=0235 | X=0090.020-0338.400 | Y=0584.570-0598.890 | 220 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0235 | X=0424.970-0450.020 | Y=0589.570-0598.890 | 5.000
P=0235 | X=0461.210-0486.260 | Y=0589.570-0598.890 | 3.500
P=0235 | X=0497.230-0522.280 | Y=0589.570-0598.890 | 3.000
P=0235 | X=0106.850-0413.270 | Y=0602.090-0613.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0235 | X=0106.850-0148.530 | Y=0613.610-0624.850 | ≤1.000m.
P=0235 | X=0106.850-0330.020 | Y=0631.150-0642.390 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0235 | X=0106.850-0406.980 | Y=0648.910-0660.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thái Hòa 1
P=0235 | X=0106.850-0414.550 | Y=0660.430-0671.670 | đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện trạng là đường nhựa,
P=0235 | X=0106.850-0180.930 | Y=0671.950-0683.190 | bê tông xi măng:
P=0235 | X=0090.020-0106.660 | Y=0679.830-0689.150 | 221
P=0235 | X=0424.970-0450.020 | Y=0679.830-0689.150 | 4.500
P=0235 | X=0461.210-0486.260 | Y=0679.830-0689.150 | 3.200
P=0235 | X=0497.230-0522.280 | Y=0679.830-0689.150 | 2.700
P=0235 | X=0106.850-0392.640 | Y=0689.470-0700.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0235 | X=0106.850-0330.490 | Y=0706.770-0718.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0236 | X=0106.850-0392.110 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0236 | X=0106.850-0402.700 | Y=0090.020-0101.260 | Đường Thái Hòa 1 đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện
P=0236 | X=0106.850-0278.630 | Y=0101.540-0112.780 | trạng là đường nhựa, bê tông xi măng:
P=0236 | X=0090.020-0106.660 | Y=0109.420-0118.740 | 222
P=0236 | X=0424.970-0450.020 | Y=0109.420-0118.740 | 5.000
P=0236 | X=0461.210-0486.260 | Y=0109.420-0118.740 | 3.500
P=0236 | X=0497.230-0522.280 | Y=0109.420-0118.740 | 3.000
P=0236 | X=0106.850-0337.930 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0236 | X=0106.850-0384.020 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0236 | X=0106.850-0392.110 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0236 | X=0106.850-0402.700 | Y=0165.650-0176.890 | Đường Thái Hòa 1 đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện
P=0236 | X=0106.850-0278.630 | Y=0177.170-0188.410 | trạng là đường nhựa, bê tông xi măng:
P=0236 | X=0090.020-0338.400 | Y=0194.690-0209.030 | 223 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0236 | X=0424.970-0450.020 | Y=0199.710-0209.030 | 4.500
P=0236 | X=0461.210-0486.260 | Y=0199.710-0209.030 | 3.200
P=0236 | X=0497.230-0522.280 | Y=0199.710-0209.030 | 2.700
P=0236 | X=0106.850-0413.270 | Y=0212.230-0223.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0236 | X=0106.850-0148.530 | Y=0223.750-0234.990 | ≤1.000m.
P=0236 | X=0106.850-0330.020 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0236 | X=0106.850-0392.110 | Y=0259.030-0270.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0236 | X=0106.850-0402.700 | Y=0270.550-0281.790 | Đường Thái Hòa 1 đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện
P=0236 | X=0106.850-0278.660 | Y=0282.100-0293.340 | trạng là đường nhựa, bê tông xi măng:
P=0236 | X=0090.020-0106.660 | Y=0289.980-0299.300 | 224
P=0236 | X=0424.970-0450.020 | Y=0289.980-0299.300 | 4.100
P=0236 | X=0461.210-0486.260 | Y=0289.980-0299.300 | 2.900
P=0236 | X=0497.230-0522.280 | Y=0289.980-0299.300 | 2.500
P=0236 | X=0106.850-0392.640 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0236 | X=0106.850-0330.490 | Y=0317.140-0328.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0236 | X=0322.200-0401.660 | Y=0334.900-0346.140 | Đường Bắc Sơn -
P=0236 | X=0090.020-0190.430 | Y=0340.660-0351.900 | 225 Đường Thái Hòa 1
P=0236 | X=0235.540-0308.120 | Y=0342.540-0351.860 | Hết mét thứ 200
P=0236 | X=0424.970-0450.020 | Y=0342.540-0351.860 | 9.100
P=0236 | X=0461.210-0486.260 | Y=0342.540-0351.860 | 6.400
P=0236 | X=0497.230-0522.280 | Y=0342.540-0351.860 | 5.500
P=0236 | X=0322.200-0375.580 | Y=0348.300-0357.620 | Long Thành
P=0236 | X=0106.850-0406.980 | Y=0363.940-0375.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thái Hòa 1
P=0236 | X=0106.850-0409.420 | Y=0375.480-0386.720 | đoạn từ Hết mét thứ 200 đến Đường Bắc Sơn - Long Thành có hiện
P=0236 | X=0106.850-0278.630 | Y=0387.000-0398.240 | trạng là đường nhựa, bê tông xi măng:
P=0236 | X=0090.020-0106.660 | Y=0394.880-0404.200 | 226
P=0236 | X=0424.970-0450.020 | Y=0394.880-0404.200 | 5.600
P=0236 | X=0461.210-0486.260 | Y=0394.880-0404.200 | 3.900
P=0236 | X=0497.230-0522.280 | Y=0394.880-0404.200 | 3.400
P=0236 | X=0106.850-0337.930 | Y=0404.520-0415.760 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0236 | X=0106.850-0384.020 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0236 | X=0106.850-0406.980 | Y=0439.800-0451.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thái Hòa 1
P=0236 | X=0106.850-0409.420 | Y=0451.340-0462.580 | đoạn từ Hết mét thứ 200 đến Đường Bắc Sơn - Long Thành có hiện
P=0236 | X=0106.850-0278.630 | Y=0462.860-0474.100 | trạng là đường nhựa, bê tông xi măng:
P=0236 | X=0090.020-0338.400 | Y=0480.380-0494.460 | 227 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0236 | X=0424.970-0450.020 | Y=0485.140-0494.460 | 5.000
P=0236 | X=0461.210-0486.260 | Y=0485.140-0494.460 | 3.500
P=0236 | X=0497.230-0522.280 | Y=0485.140-0494.460 | 3.000
P=0236 | X=0106.850-0413.270 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0236 | X=0106.850-0148.530 | Y=0509.420-0520.660 | ≤1.000m.
P=0236 | X=0106.850-0330.020 | Y=0526.940-0538.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0236 | X=0106.850-0406.980 | Y=0544.490-0555.730 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thái Hòa 1
P=0236 | X=0106.850-0409.420 | Y=0556.010-0567.250 | đoạn từ Hết mét thứ 200 đến Đường Bắc Sơn - Long Thành có hiện
P=0236 | X=0106.850-0278.660 | Y=0567.530-0578.770 | trạng là đường nhựa, bê tông xi măng:
P=0236 | X=0090.020-0106.660 | Y=0575.410-0584.730 | 228
P=0236 | X=0424.970-0450.020 | Y=0575.410-0584.730 | 4.500
P=0236 | X=0461.210-0486.260 | Y=0575.410-0584.730 | 3.200
P=0236 | X=0497.230-0522.280 | Y=0575.410-0584.730 | 2.700
P=0236 | X=0106.850-0392.640 | Y=0585.050-0596.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0236 | X=0106.850-0330.490 | Y=0602.570-0613.810 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0236 | X=0106.850-0392.110 | Y=0620.350-0631.590 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0236 | X=0106.850-0404.300 | Y=0631.870-0643.110 | Đường Thái Hòa 1 đoạn từ Hết mét thứ 200 đến Đường Bắc Sơn -
P=0236 | X=0106.850-0369.630 | Y=0643.390-0654.630 | Long Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0236 | X=0090.020-0106.660 | Y=0651.270-0660.590 | 229
P=0236 | X=0424.970-0450.020 | Y=0651.270-0660.590 | 5.000
P=0236 | X=0461.210-0486.260 | Y=0651.270-0660.590 | 3.500
P=0236 | X=0497.230-0522.280 | Y=0651.270-0660.590 | 3.000
P=0236 | X=0106.850-0337.930 | Y=0660.910-0672.150 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0236 | X=0106.850-0384.020 | Y=0678.430-0689.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0236 | X=0106.850-0392.140 | Y=0696.190-0707.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0236 | X=0090.020-0106.660 | Y=0703.860-0713.180 | 230
P=0236 | X=0424.970-0450.020 | Y=0703.860-0713.180 | 4.500
P=0236 | X=0461.210-0486.260 | Y=0703.860-0713.180 | 3.200
P=0236 | X=0497.230-0522.280 | Y=0703.860-0713.180 | 2.700
P=0236 | X=0106.850-0404.300 | Y=0707.730-0718.970 | Đường Thái Hòa 1 đoạn từ Hết mét thứ 200 đến Đường Bắc Sơn -
P=0237 | X=0106.850-0369.630 | Y=0072.500-0083.740 | Long Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0237 | X=0106.850-0338.400 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0237 | X=0106.850-0413.270 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0237 | X=0106.850-0148.530 | Y=0119.090-0130.330 | ≤1.000m.
P=0237 | X=0106.850-0330.020 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0237 | X=0106.850-0392.110 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0237 | X=0106.850-0404.300 | Y=0165.650-0176.890 | Đường Thái Hòa 1 đoạn từ Hết mét thứ 200 đến Đường Bắc Sơn -
P=0237 | X=0106.850-0369.630 | Y=0177.170-0188.410 | Long Thành có hiện trạng là đường nhựa, bê tông xi măng:
P=0237 | X=0090.020-0106.660 | Y=0185.050-0194.370 | 231
P=0237 | X=0424.970-0450.020 | Y=0185.050-0194.370 | 4.100
P=0237 | X=0461.210-0486.260 | Y=0185.050-0194.370 | 2.900
P=0237 | X=0497.230-0522.280 | Y=0185.050-0194.370 | 2.500
P=0237 | X=0106.850-0392.640 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0237 | X=0106.850-0330.490 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0237 | X=0090.020-0190.940 | Y=0229.990-0241.230 | 232 Đường Thanh Hóa
P=0237 | X=0235.540-0278.580 | Y=0231.870-0241.190 | Quốc lộ 1
P=0237 | X=0322.200-0394.780 | Y=0231.870-0241.190 | Hết mét thứ 200
P=0237 | X=0424.970-0450.020 | Y=0231.870-0241.190 | 9.300
P=0237 | X=0461.210-0486.260 | Y=0231.870-0241.190 | 6.500
P=0237 | X=0497.230-0522.280 | Y=0231.870-0241.190 | 5.600
P=0237 | X=0106.850-0407.490 | Y=0247.750-0258.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa
P=0237 | X=0106.850-0414.550 | Y=0259.270-0270.510 | đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện trạng là đường nhựa,
P=0237 | X=0106.850-0180.930 | Y=0270.790-0282.030 | bê tông xi măng:
P=0237 | X=0090.020-0106.660 | Y=0278.670-0287.990 | 233
P=0237 | X=0424.970-0450.020 | Y=0278.670-0287.990 | 5.600
P=0237 | X=0461.210-0486.260 | Y=0278.670-0287.990 | 3.900
P=0237 | X=0497.230-0522.280 | Y=0278.670-0287.990 | 3.400
P=0237 | X=0106.850-0337.930 | Y=0288.340-0299.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0237 | X=0106.850-0384.020 | Y=0305.860-0317.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0237 | X=0106.850-0407.510 | Y=0323.620-0334.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa
P=0237 | X=0106.850-0414.550 | Y=0335.140-0346.380 | đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện trạng là đường nhựa,
P=0237 | X=0106.850-0180.930 | Y=0346.660-0357.900 | bê tông xi măng:
P=0237 | X=0090.020-0338.400 | Y=0363.940-0378.280 | 234 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0237 | X=0424.970-0450.020 | Y=0368.960-0378.280 | 5.000
P=0237 | X=0461.210-0486.260 | Y=0368.960-0378.280 | 3.500
P=0237 | X=0497.230-0522.280 | Y=0368.960-0378.280 | 3.000
P=0237 | X=0106.850-0413.270 | Y=0381.480-0392.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0237 | X=0106.850-0148.530 | Y=0393.000-0404.240 | ≤1.000m.
P=0237 | X=0106.850-0330.040 | Y=0410.520-0421.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0237 | X=0106.850-0407.490 | Y=0428.280-0439.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa
P=0237 | X=0106.850-0414.550 | Y=0439.800-0451.040 | đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện trạng là đường nhựa,
P=0237 | X=0106.850-0180.930 | Y=0451.340-0462.580 | bê tông xi măng:
P=0237 | X=0090.020-0106.660 | Y=0459.220-0468.540 | 235
P=0237 | X=0424.970-0450.020 | Y=0459.220-0468.540 | 4.500
P=0237 | X=0461.210-0486.260 | Y=0459.220-0468.540 | 3.200
P=0237 | X=0497.230-0522.280 | Y=0459.220-0468.540 | 2.700
P=0237 | X=0106.850-0392.640 | Y=0468.860-0480.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0237 | X=0106.850-0330.490 | Y=0486.380-0497.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0237 | X=0106.850-0392.110 | Y=0504.140-0515.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0237 | X=0106.850-0403.420 | Y=0515.660-0526.900 | Đường Thanh Hóa đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện
P=0237 | X=0106.850-0278.630 | Y=0527.180-0538.420 | trạng là đường nhựa, bê tông xi măng:
P=0237 | X=0090.020-0106.660 | Y=0535.090-0544.410 | 236
P=0237 | X=0424.970-0450.020 | Y=0535.090-0544.410 | 5.000
P=0237 | X=0461.210-0486.260 | Y=0535.090-0544.410 | 3.500
P=0237 | X=0497.230-0522.280 | Y=0535.090-0544.410 | 3.000
P=0237 | X=0106.850-0337.960 | Y=0544.490-0555.730 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0237 | X=0106.850-0384.020 | Y=0562.010-0573.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0237 | X=0106.850-0392.110 | Y=0579.770-0591.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0237 | X=0106.850-0403.420 | Y=0591.290-0602.530 | Đường Thanh Hóa đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện
P=0237 | X=0106.850-0278.630 | Y=0602.810-0614.050 | trạng là đường nhựa, bê tông xi măng:
P=0237 | X=0090.020-0338.400 | Y=0620.350-0634.670 | 237 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0237 | X=0424.970-0450.020 | Y=0625.350-0634.670 | 4.500
P=0237 | X=0461.210-0486.260 | Y=0625.350-0634.670 | 3.200
P=0237 | X=0497.230-0522.280 | Y=0625.350-0634.670 | 2.700
P=0237 | X=0106.850-0413.270 | Y=0637.870-0649.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0237 | X=0106.850-0148.530 | Y=0649.390-0660.630 | ≤1.000m.
P=0237 | X=0106.850-0330.020 | Y=0666.910-0678.150 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0237 | X=0106.850-0392.110 | Y=0684.670-0695.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0237 | X=0090.020-0403.420 | Y=0696.190-0707.430 | 238 Đường Thanh Hóa đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện
P=0237 | X=0424.970-0450.020 | Y=0698.070-0707.390 | 4.100
P=0237 | X=0461.210-0486.260 | Y=0698.070-0707.390 | 2.900
P=0237 | X=0497.230-0522.280 | Y=0698.070-0707.390 | 2.500
P=0237 | X=0106.850-0278.630 | Y=0707.730-0718.970 | trạng là đường nhựa, bê tông xi măng:
P=0238 | X=0106.850-0392.640 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0238 | X=0106.850-0330.490 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0238 | X=0322.200-0410.680 | Y=0113.780-0125.020 | Thửa đất số 109, tờ
P=0238 | X=0090.020-0190.940 | Y=0119.570-0130.810 | 239 Đường Thanh Hóa
P=0238 | X=0235.540-0308.120 | Y=0121.450-0130.770 | Hết mét thứ 200
P=0238 | X=0424.970-0450.020 | Y=0121.450-0130.770 | 9.100
P=0238 | X=0461.210-0486.260 | Y=0121.450-0130.770 | 6.400
P=0238 | X=0497.230-0522.280 | Y=0121.450-0130.770 | 5.500
P=0238 | X=0322.200-0377.740 | Y=0125.330-0136.570 | BĐĐC số 71
P=0238 | X=0106.850-0407.490 | Y=0143.090-0154.330 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa
P=0238 | X=0106.850-0398.620 | Y=0154.610-0165.850 | đoạn từ Hết mét thứ 200 đến Thửa đất số 109, tờ BĐĐC số 71 có
P=0238 | X=0106.850-0300.460 | Y=0166.130-0177.370 | hiện trạng là đường nhựa, bê tông xi măng:
P=0238 | X=0090.020-0106.660 | Y=0174.010-0183.330 | 240
P=0238 | X=0424.970-0450.020 | Y=0174.010-0183.330 | 5.600
P=0238 | X=0461.210-0486.260 | Y=0174.010-0183.330 | 3.900
P=0238 | X=0497.230-0522.280 | Y=0174.010-0183.330 | 3.400
P=0238 | X=0106.850-0337.950 | Y=0183.410-0194.650 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0238 | X=0106.850-0384.020 | Y=0200.950-0212.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0238 | X=0106.850-0407.490 | Y=0218.710-0229.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa
P=0238 | X=0106.850-0398.620 | Y=0230.230-0241.470 | đoạn từ Hết mét thứ 200 đến Thửa đất số 109, tờ BĐĐC số 71 có
P=0238 | X=0106.850-0300.490 | Y=0241.750-0252.990 | hiện trạng là đường nhựa, bê tông xi măng:
P=0238 | X=0090.020-0338.400 | Y=0259.270-0273.590 | 241 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0238 | X=0424.970-0450.020 | Y=0264.270-0273.590 | 5.000
P=0238 | X=0461.210-0486.260 | Y=0264.270-0273.590 | 3.500
P=0238 | X=0497.230-0522.280 | Y=0264.270-0273.590 | 3.000
P=0238 | X=0106.850-0413.270 | Y=0276.790-0288.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0238 | X=0106.850-0148.530 | Y=0288.340-0299.580 | ≤1.000m.
P=0238 | X=0106.850-0330.020 | Y=0305.860-0317.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0238 | X=0106.850-0407.510 | Y=0323.620-0334.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa
P=0238 | X=0106.850-0398.620 | Y=0335.140-0346.380 | đoạn từ Hết mét thứ 200 đến Thửa đất số 109, tờ BĐĐC số 71 có
P=0238 | X=0106.850-0300.460 | Y=0346.660-0357.900 | hiện trạng là đường nhựa, bê tông xi măng:
P=0238 | X=0090.020-0106.660 | Y=0354.540-0363.860 | 242
P=0238 | X=0424.970-0450.020 | Y=0354.540-0363.860 | 4.500
P=0238 | X=0461.210-0486.260 | Y=0354.540-0363.860 | 3.200
P=0238 | X=0497.230-0522.280 | Y=0354.540-0363.860 | 2.700
P=0238 | X=0106.850-0392.640 | Y=0363.940-0375.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0238 | X=0106.850-0330.490 | Y=0381.480-0392.720 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0238 | X=0106.850-0392.110 | Y=0399.240-0410.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0238 | X=0106.850-0413.800 | Y=0410.760-0422.000 | Đường Thanh Hóa đoạn từ Hết mét thứ 200 đến Thửa đất số 109, tờ
P=0238 | X=0106.850-0371.790 | Y=0422.280-0433.520 | BĐĐC số 71 có hiện trạng là đường nhựa, bê tông xi măng:
P=0238 | X=0090.020-0106.660 | Y=0430.160-0439.480 | 243
P=0238 | X=0424.970-0450.020 | Y=0430.160-0439.480 | 5.000
P=0238 | X=0461.210-0486.260 | Y=0430.160-0439.480 | 3.500
P=0238 | X=0497.230-0522.280 | Y=0430.160-0439.480 | 3.000
P=0238 | X=0106.850-0337.930 | Y=0439.800-0451.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0238 | X=0106.850-0384.020 | Y=0457.340-0468.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0238 | X=0106.850-0392.110 | Y=0475.100-0486.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0238 | X=0106.850-0413.800 | Y=0486.620-0497.860 | Đường Thanh Hóa đoạn từ Hết mét thứ 200 đến Thửa đất số 109, tờ
P=0238 | X=0106.850-0371.790 | Y=0498.140-0509.380 | BĐĐC số 71 có hiện trạng là đường nhựa, bê tông xi măng:
P=0238 | X=0090.020-0338.400 | Y=0515.660-0529.740 | 244 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0238 | X=0424.970-0450.020 | Y=0520.420-0529.740 | 4.500
P=0238 | X=0461.210-0486.260 | Y=0520.420-0529.740 | 3.200
P=0238 | X=0497.230-0522.280 | Y=0520.420-0529.740 | 2.700
P=0238 | X=0106.850-0413.270 | Y=0533.210-0544.450 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0238 | X=0106.850-0148.530 | Y=0544.490-0555.730 | ≤1.000m.
