TABLE=022 | AREA=Phường Hàng Gòn | SECTION=non-agricultural | SEGMENTS=1
P=0752 | X=0404.540-0429.590 | Y=0261.390-0270.710 | 3.800
P=0752 | X=0441.050-0466.100 | Y=0261.390-0270.710 | 2.700
P=0752 | X=0497.230-0522.280 | Y=0261.390-0270.710 | 2.300
P=0752 | X=0213.670-0243.050 | Y=0267.150-0276.470 | Hoàng
P=0752 | X=0121.010-0396.140 | Y=0283.300-0294.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Quốc
P=0752 | X=0121.010-0383.000 | Y=0294.820-0306.060 | lộ 1 đoạn từ Trạm dừng chân Lê Hoàng đến Ranh xã Xuân
P=0752 | X=0121.010-0351.360 | Y=0306.340-0317.580 | Định có hiện trạng là đường nhựa, bê tông xi măng:
P=0752 | X=0099.650-0110.770 | Y=0314.220-0323.540 | 79
P=0752 | X=0404.540-0429.590 | Y=0314.220-0323.540 | 1.700
P=0752 | X=0441.050-0466.100 | Y=0314.220-0323.540 | 1.200
P=0752 | X=0497.230-0522.280 | Y=0314.220-0323.540 | 1.000
P=0752 | X=0121.010-0343.920 | Y=0323.860-0335.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0752 | X=0121.010-0398.200 | Y=0341.380-0352.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0752 | X=0121.010-0396.140 | Y=0359.380-0370.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Quốc
P=0752 | X=0121.010-0383.000 | Y=0370.920-0382.160 | lộ 1 đoạn từ Trạm dừng chân Lê Hoàng đến Ranh xã Xuân
P=0752 | X=0121.010-0351.360 | Y=0382.200-0393.440 | Định có hiện trạng là đường nhựa, bê tông xi măng:
P=0752 | X=0121.010-0344.180 | Y=0399.720-0410.960 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0752 | X=0099.650-0110.770 | Y=0404.720-0414.040 | 80
P=0752 | X=0404.540-0429.590 | Y=0404.720-0414.040 | 1.200
P=0752 | X=0449.210-0465.850 | Y=0404.720-0414.040 | 840
P=0752 | X=0505.390-0522.030 | Y=0404.720-0414.040 | 720
P=0752 | X=0121.010-0374.320 | Y=0417.240-0428.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0752 | X=0121.010-0207.580 | Y=0428.760-0440.000 | >400m đến ≤600m.
P=0752 | X=0121.010-0344.180 | Y=0446.280-0457.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0752 | X=0121.010-0396.140 | Y=0464.300-0475.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Quốc
P=0752 | X=0121.010-0383.000 | Y=0475.820-0487.060 | lộ 1 đoạn từ Trạm dừng chân Lê Hoàng đến Ranh xã Xuân
P=0752 | X=0121.010-0351.360 | Y=0487.340-0498.580 | Định có hiện trạng là đường nhựa, bê tông xi măng:
P=0752 | X=0099.650-0110.770 | Y=0495.220-0504.540 | 81
P=0752 | X=0412.700-0429.340 | Y=0495.220-0504.540 | 780
P=0752 | X=0449.210-0465.850 | Y=0495.220-0504.540 | 550
P=0752 | X=0505.390-0522.030 | Y=0495.220-0504.540 | 470
P=0752 | X=0121.010-0398.440 | Y=0504.860-0516.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0752 | X=0121.010-0344.650 | Y=0522.380-0533.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0752 | X=0121.010-0394.520 | Y=0540.410-0551.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0752 | X=0121.010-0389.510 | Y=0551.930-0563.170 | ra Đường Quốc lộ 1 đoạn từ Trạm dừng chân Lê Hoàng đến
P=0752 | X=0121.010-0386.830 | Y=0563.450-0574.690 | Ranh xã Xuân Định có hiện trạng là đường nhựa, bê tông xi
P=0752 | X=0121.010-0149.010 | Y=0574.970-0586.210 | măng:
P=0752 | X=0099.650-0110.770 | Y=0577.090-0586.410 | 82
P=0752 | X=0404.540-0429.590 | Y=0577.090-0586.410 | 1.500
P=0752 | X=0441.050-0466.100 | Y=0577.090-0586.410 | 1.100
P=0752 | X=0505.390-0522.030 | Y=0577.090-0586.410 | 900
P=0752 | X=0121.010-0343.920 | Y=0592.250-0603.490 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0752 | X=0121.010-0398.200 | Y=0609.770-0621.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0752 | X=0121.010-0394.520 | Y=0627.790-0639.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0752 | X=0121.010-0389.500 | Y=0639.310-0650.550 | ra Đường Quốc lộ 1 đoạn từ Trạm dừng chân Lê Hoàng đến
P=0752 | X=0121.010-0386.830 | Y=0650.830-0662.070 | Ranh xã Xuân Định có hiện trạng là đường nhựa, bê tông xi
P=0752 | X=0121.010-0149.010 | Y=0662.350-0673.590 | măng:
P=0752 | X=0099.650-0110.770 | Y=0664.470-0673.790 | 83
P=0752 | X=0404.540-0429.590 | Y=0664.470-0673.790 | 1.100
P=0752 | X=0449.210-0465.850 | Y=0664.470-0673.790 | 770
P=0752 | X=0505.390-0522.030 | Y=0664.470-0673.790 | 660
P=0752 | X=0121.010-0344.180 | Y=0679.870-0691.110 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0752 | X=0121.010-0374.320 | Y=0697.390-0708.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0753 | X=0121.010-0207.580 | Y=0072.740-0083.980 | >400m đến ≤600m.
P=0753 | X=0121.010-0344.180 | Y=0090.260-0101.500 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0753 | X=0121.010-0394.520 | Y=0108.260-0119.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0753 | X=0121.010-0389.510 | Y=0119.810-0131.050 | ra Đường Quốc lộ 1 đoạn từ Trạm dừng chân Lê Hoàng đến
P=0753 | X=0121.010-0386.830 | Y=0131.330-0142.570 | Ranh xã Xuân Định có hiện trạng là đường nhựa, bê tông xi
P=0753 | X=0121.010-0149.010 | Y=0142.850-0154.090 | măng:
P=0753 | X=0099.650-0110.770 | Y=0144.970-0154.290 | 84
P=0753 | X=0412.700-0429.340 | Y=0144.970-0154.290 | 700
P=0753 | X=0449.210-0465.850 | Y=0144.970-0154.290 | 490
P=0753 | X=0505.390-0522.030 | Y=0144.970-0154.290 | 420
P=0753 | X=0121.010-0398.440 | Y=0160.370-0171.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0753 | X=0121.010-0347.330 | Y=0177.650-0188.890 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0753 | X=0121.010-0388.780 | Y=0195.650-0206.890 | Đường Xuân Lập - Đường Xuân Tân - Giáp ranh phường
P=0753 | X=0099.650-0110.770 | Y=0203.310-0212.630 | 85
P=0753 | X=0404.540-0429.590 | Y=0203.310-0212.630 | 1.400
P=0753 | X=0449.210-0465.850 | Y=0203.310-0212.630 | 980
P=0753 | X=0505.390-0522.030 | Y=0203.310-0212.630 | 840
P=0753 | X=0121.010-0159.480 | Y=0209.070-0218.390 | Bàu Sao
P=0753 | X=0213.670-0259.350 | Y=0209.070-0218.390 | Hàng Gòn
P=0753 | X=0306.360-0348.920 | Y=0209.070-0218.390 | Xuân Lập
P=0753 | X=0121.010-0395.270 | Y=0225.190-0236.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0753 | X=0121.010-0376.790 | Y=0236.710-0247.950 | Lập - Bàu Sao đoạn từ Đường Xuân Tân - Hàng Gòn đến
P=0753 | X=0121.010-0395.740 | Y=0248.230-0259.470 | Giáp ranh phường Xuân Lập có hiện trạng là đường nhựa, bê
P=0753 | X=0121.010-0181.170 | Y=0259.750-0270.990 | tông xi măng:
P=0753 | X=0099.650-0110.770 | Y=0261.870-0271.190 | 86
P=0753 | X=0412.700-0429.340 | Y=0261.870-0271.190 | 600
P=0753 | X=0449.210-0465.850 | Y=0261.870-0271.190 | 420
P=0753 | X=0505.390-0522.030 | Y=0261.870-0271.190 | 360
P=0753 | X=0121.010-0352.090 | Y=0277.270-0288.510 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0753 | X=0121.010-0398.200 | Y=0294.820-0306.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0753 | X=0121.010-0395.270 | Y=0312.820-0324.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0753 | X=0121.010-0376.780 | Y=0324.340-0335.580 | Lập - Bàu Sao đoạn từ Đường Xuân Tân - Hàng Gòn đến
P=0753 | X=0121.010-0395.740 | Y=0335.860-0347.100 | Giáp ranh phường Xuân Lập có hiện trạng là đường nhựa, bê
P=0753 | X=0121.010-0181.170 | Y=0347.380-0358.620 | tông xi măng:
P=0753 | X=0099.650-0110.770 | Y=0363.900-0373.220 | 87
P=0753 | X=0412.700-0429.340 | Y=0363.900-0373.220 | 540
P=0753 | X=0449.210-0465.850 | Y=0363.900-0373.220 | 380
P=0753 | X=0505.390-0522.030 | Y=0363.900-0373.220 | 320
P=0753 | X=0121.010-0352.560 | Y=0364.900-0376.140 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0753 | X=0121.010-0374.320 | Y=0382.200-0393.440 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0753 | X=0121.010-0215.980 | Y=0393.720-0404.960 | >500m đến ≤1.000m.
P=0753 | X=0121.010-0344.180 | Y=0411.240-0422.480 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0753 | X=0121.010-0395.270 | Y=0429.240-0440.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0753 | X=0121.010-0376.780 | Y=0440.760-0452.000 | Lập - Bàu Sao đoạn từ Đường Xuân Tân - Hàng Gòn đến
P=0753 | X=0121.010-0395.740 | Y=0452.300-0463.540 | Giáp ranh phường Xuân Lập có hiện trạng là đường nhựa, bê
P=0753 | X=0121.010-0181.170 | Y=0463.820-0475.060 | tông xi măng:
P=0753 | X=0099.650-0110.770 | Y=0471.700-0481.020 | 88
P=0753 | X=0412.700-0429.340 | Y=0471.700-0481.020 | 480
P=0753 | X=0449.210-0465.850 | Y=0471.700-0481.020 | 340
P=0753 | X=0505.390-0522.030 | Y=0471.700-0481.020 | 290
P=0753 | X=0121.010-0362.120 | Y=0481.340-0492.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0753 | X=0121.010-0163.150 | Y=0494.740-0504.060 | >1.000m.
P=0753 | X=0121.010-0344.650 | Y=0510.380-0521.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0753 | X=0121.010-0394.520 | Y=0528.380-0539.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0753 | X=0121.010-0381.020 | Y=0539.930-0551.170 | ra Đường Xuân Lập - Bàu Sao đoạn từ Đường Xuân Tân -
P=0753 | X=0121.010-0388.050 | Y=0551.450-0562.690 | Hàng Gòn đến Giáp ranh phường Xuân Lập có hiện trạng là
P=0753 | X=0121.010-0256.780 | Y=0562.970-0574.210 | đường nhựa, bê tông xi măng:
P=0753 | X=0099.650-0110.770 | Y=0565.090-0574.410 | 89
P=0753 | X=0412.700-0429.340 | Y=0565.090-0574.410 | 540
P=0753 | X=0449.210-0465.850 | Y=0565.090-0574.410 | 380
P=0753 | X=0505.390-0522.030 | Y=0565.090-0574.410 | 320
P=0753 | X=0121.010-0352.090 | Y=0580.250-0591.490 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0753 | X=0121.010-0398.200 | Y=0597.770-0609.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0753 | X=0121.010-0394.520 | Y=0615.770-0627.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0753 | X=0121.010-0381.020 | Y=0627.310-0638.550 | ra Đường Xuân Lập - Bàu Sao đoạn từ Đường Xuân Tân -
P=0753 | X=0121.010-0388.050 | Y=0638.830-0650.070 | Hàng Gòn đến Giáp ranh phường Xuân Lập có hiện trạng là
P=0753 | X=0121.010-0256.780 | Y=0650.350-0661.590 | đường nhựa, bê tông xi măng:
P=0753 | X=0099.650-0110.770 | Y=0658.230-0667.550 | 90
P=0753 | X=0412.700-0429.340 | Y=0658.230-0667.550 | 490
P=0753 | X=0449.210-0465.850 | Y=0658.230-0667.550 | 340
P=0753 | X=0505.390-0522.030 | Y=0658.230-0667.550 | 290
P=0753 | X=0121.010-0352.560 | Y=0667.870-0679.110 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0753 | X=0121.010-0374.320 | Y=0685.390-0696.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0753 | X=0121.010-0215.980 | Y=0696.910-0708.150 | >500m đến ≤1.000m.
P=0754 | X=0121.010-0344.180 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0754 | X=0121.010-0394.520 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0754 | X=0121.010-0381.020 | Y=0108.260-0119.500 | ra Đường Xuân Lập - Bàu Sao đoạn từ Đường Xuân Tân -
P=0754 | X=0121.010-0388.050 | Y=0119.810-0131.050 | Hàng Gòn đến Giáp ranh phường Xuân Lập có hiện trạng là
P=0754 | X=0121.010-0256.780 | Y=0131.330-0142.570 | đường nhựa, bê tông xi măng:
P=0754 | X=0099.650-0110.770 | Y=0139.210-0148.530 | 91
P=0754 | X=0412.700-0429.340 | Y=0139.210-0148.530 | 430
P=0754 | X=0449.210-0465.850 | Y=0139.210-0148.530 | 300
P=0754 | X=0505.390-0522.030 | Y=0139.210-0148.530 | 260
P=0754 | X=0121.010-0362.120 | Y=0148.850-0160.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0754 | X=0121.010-0163.150 | Y=0162.250-0171.570 | >1.000m.
P=0754 | X=0121.010-0347.330 | Y=0177.650-0188.890 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0754 | X=0121.010-0201.280 | Y=0195.650-0206.890 | Tuyến đường qua
P=0754 | X=0213.670-0378.700 | Y=0195.650-0206.890 | Ranh phường Long Đường Lê Hồng
P=0754 | X=0099.650-0110.770 | Y=0203.310-0212.630 | 92
P=0754 | X=0404.540-0429.590 | Y=0203.310-0212.630 | 3.800
P=0754 | X=0441.050-0466.100 | Y=0203.310-0212.630 | 2.700
P=0754 | X=0497.230-0522.280 | Y=0203.310-0212.630 | 2.300
P=0754 | X=0121.010-0184.470 | Y=0207.190-0218.430 | khu đô thị mới
P=0754 | X=0213.670-0242.560 | Y=0209.070-0218.390 | Khánh
P=0754 | X=0306.360-0335.250 | Y=0209.070-0218.390 | Phong
P=0754 | X=0121.010-0398.630 | Y=0225.190-0236.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Tuyến đường
P=0754 | X=0121.010-0382.070 | Y=0236.710-0247.950 | qua khu đô thị mới đoạn từ Ranh phường Long Khánh đến
P=0754 | X=0121.010-0394.030 | Y=0248.230-0259.470 | Đường Lê Hồng Phong có hiện trạng là đường nhựa, bê tông
P=0754 | X=0121.010-0158.840 | Y=0259.750-0270.990 | xi măng:
P=0754 | X=0099.650-0110.770 | Y=0261.870-0271.190 | 93
P=0754 | X=0404.540-0429.590 | Y=0261.870-0271.190 | 1.900
P=0754 | X=0441.050-0466.100 | Y=0261.870-0271.190 | 1.300
P=0754 | X=0497.230-0522.280 | Y=0261.870-0271.190 | 1.100
P=0754 | X=0121.010-0352.090 | Y=0277.270-0288.510 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0754 | X=0121.010-0398.220 | Y=0294.820-0306.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0754 | X=0121.010-0398.630 | Y=0312.820-0324.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Tuyến đường
P=0754 | X=0121.010-0382.070 | Y=0324.340-0335.580 | qua khu đô thị mới đoạn từ Ranh phường Long Khánh đến
P=0754 | X=0121.010-0394.030 | Y=0335.860-0347.100 | Đường Lê Hồng Phong có hiện trạng là đường nhựa, bê tông
P=0754 | X=0121.010-0158.840 | Y=0347.380-0358.620 | xi măng:
P=0754 | X=0099.650-0110.780 | Y=0363.900-0373.220 | 94
P=0754 | X=0404.540-0429.590 | Y=0363.900-0373.220 | 1.400
P=0754 | X=0449.210-0465.850 | Y=0363.900-0373.220 | 980
P=0754 | X=0505.390-0522.030 | Y=0363.900-0373.220 | 840
P=0754 | X=0121.010-0352.560 | Y=0364.900-0376.140 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0754 | X=0121.010-0374.320 | Y=0382.200-0393.440 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0754 | X=0121.010-0215.980 | Y=0393.720-0404.960 | >500m đến ≤1.000m.
P=0754 | X=0121.010-0344.180 | Y=0411.240-0422.480 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0754 | X=0121.010-0398.630 | Y=0429.240-0440.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Tuyến đường
P=0754 | X=0121.010-0382.070 | Y=0440.760-0452.000 | qua khu đô thị mới đoạn từ Ranh phường Long Khánh đến
P=0754 | X=0121.010-0394.030 | Y=0452.300-0463.540 | Đường Lê Hồng Phong có hiện trạng là đường nhựa, bê tông
P=0754 | X=0121.010-0158.840 | Y=0463.820-0475.060 | xi măng:
P=0754 | X=0099.650-0110.770 | Y=0471.700-0481.020 | 95
P=0754 | X=0404.540-0429.590 | Y=0471.700-0481.020 | 1.100
P=0754 | X=0449.210-0465.850 | Y=0471.700-0481.020 | 770
P=0754 | X=0505.390-0522.030 | Y=0471.700-0481.020 | 660
P=0754 | X=0121.010-0362.120 | Y=0481.340-0492.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0754 | X=0121.010-0163.150 | Y=0494.740-0504.060 | >1.000m.
P=0754 | X=0121.010-0344.650 | Y=0510.380-0521.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0754 | X=0121.010-0394.520 | Y=0528.380-0539.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0754 | X=0121.010-0381.100 | Y=0539.930-0551.170 | ra Tuyến đường qua khu đô thị mới đoạn từ Ranh phường
P=0754 | X=0121.010-0372.210 | Y=0551.450-0562.690 | Long Khánh đến Đường Lê Hồng Phong có hiện trạng là
P=0754 | X=0121.010-0256.780 | Y=0562.970-0574.210 | đường nhựa, bê tông xi măng:
P=0754 | X=0099.650-0110.770 | Y=0565.090-0574.410 | 96
P=0754 | X=0404.540-0429.590 | Y=0565.090-0574.410 | 1.700
P=0754 | X=0441.050-0466.100 | Y=0565.090-0574.410 | 1.200
P=0754 | X=0497.230-0522.280 | Y=0565.090-0574.410 | 1.000
P=0754 | X=0121.010-0352.090 | Y=0580.250-0591.490 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0754 | X=0121.010-0398.220 | Y=0597.770-0609.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0754 | X=0121.010-0394.520 | Y=0615.770-0627.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0754 | X=0121.010-0381.100 | Y=0627.310-0638.550 | ra Tuyến đường qua khu đô thị mới đoạn từ Ranh phường
P=0754 | X=0121.010-0372.210 | Y=0638.830-0650.070 | Long Khánh đến Đường Lê Hồng Phong có hiện trạng là
P=0754 | X=0121.010-0256.780 | Y=0650.350-0661.590 | đường nhựa, bê tông xi măng:
P=0754 | X=0099.650-0110.770 | Y=0658.230-0667.550 | 97
P=0754 | X=0404.540-0429.590 | Y=0658.230-0667.550 | 1.300
P=0754 | X=0449.210-0465.850 | Y=0658.230-0667.550 | 910
P=0754 | X=0505.390-0522.030 | Y=0658.230-0667.550 | 780
P=0754 | X=0121.010-0352.560 | Y=0667.870-0679.110 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0754 | X=0121.010-0374.330 | Y=0685.390-0696.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0754 | X=0121.010-0215.980 | Y=0696.910-0708.150 | >500m đến ≤1.000m.
P=0755 | X=0121.010-0344.180 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0755 | X=0121.010-0394.520 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0755 | X=0121.010-0381.100 | Y=0108.260-0119.500 | ra Tuyến đường qua khu đô thị mới đoạn từ Ranh phường
P=0755 | X=0121.010-0372.210 | Y=0119.810-0131.050 | Long Khánh đến Đường Lê Hồng Phong có hiện trạng là
P=0755 | X=0121.010-0256.780 | Y=0131.330-0142.570 | đường nhựa, bê tông xi măng:
P=0755 | X=0099.650-0110.770 | Y=0139.210-0148.530 | 98
P=0755 | X=0412.700-0429.340 | Y=0139.210-0148.530 | 990
P=0755 | X=0449.210-0465.850 | Y=0139.210-0148.530 | 690
P=0755 | X=0505.390-0522.030 | Y=0139.210-0148.530 | 590
P=0755 | X=0121.010-0362.120 | Y=0148.850-0160.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0755 | X=0121.010-0163.150 | Y=0162.250-0171.570 | >1.000m.
P=0755 | X=0121.010-0347.330 | Y=0177.650-0188.890 | - Có bề rộng <3m, cách đường giao thông > 200m.
