TABLE=020 | AREA=Phường Bảo Vinh | SECTION=non-agricultural | SEGMENTS=1
P=0709 | X=0445.370-0462.010 | Y=0413.360-0422.680 | 390
P=0709 | X=0505.390-0522.030 | Y=0413.360-0422.680 | 340
P=0709 | X=0115.730-0393.160 | Y=0428.760-0440.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0709 | X=0115.730-0342.050 | Y=0446.280-0457.520 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0709 | X=0097.010-0188.050 | Y=0464.300-0475.540 | 85 Đường Duy Tân
P=0709 | X=0208.390-0380.100 | Y=0464.300-0475.540 | Đường Ngô Quyền Đường Hàm Nghi
P=0709 | X=0400.460-0425.510 | Y=0466.180-0475.500 | 3.200
P=0709 | X=0437.210-0462.260 | Y=0466.180-0475.500 | 2.200
P=0709 | X=0497.230-0522.280 | Y=0466.180-0475.500 | 1.900
P=0709 | X=0115.730-0384.600 | Y=0482.300-0493.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Duy
P=0709 | X=0115.730-0372.650 | Y=0493.820-0505.060 | Tân đoạn từ Đường Ngô Quyền đến Đường Hàm Nghi có
P=0709 | X=0115.730-0309.340 | Y=0505.340-0516.580 | hiện trạng là đường nhựa, bê tông xi măng:
P=0709 | X=0097.010-0108.130 | Y=0513.220-0522.540 | 86
P=0709 | X=0400.460-0425.510 | Y=0513.220-0522.540 | 1.300
P=0709 | X=0445.370-0462.010 | Y=0513.220-0522.540 | 910
P=0709 | X=0505.390-0522.030 | Y=0513.220-0522.540 | 780
P=0709 | X=0115.730-0338.640 | Y=0522.860-0534.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0709 | X=0115.730-0392.920 | Y=0540.410-0551.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0709 | X=0115.730-0384.600 | Y=0558.410-0569.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Duy
P=0709 | X=0115.730-0372.650 | Y=0569.930-0581.170 | Tân đoạn từ Đường Ngô Quyền đến Đường Hàm Nghi có
P=0709 | X=0115.730-0309.340 | Y=0581.450-0592.690 | hiện trạng là đường nhựa, bê tông xi măng:
P=0709 | X=0097.010-0338.900 | Y=0598.970-0613.050 | 87 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0709 | X=0408.620-0425.260 | Y=0603.730-0613.050 | 940
P=0709 | X=0445.370-0462.010 | Y=0603.730-0613.050 | 660
P=0709 | X=0505.390-0522.030 | Y=0603.730-0613.050 | 560
P=0709 | X=0115.730-0369.040 | Y=0616.270-0627.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0709 | X=0115.730-0202.300 | Y=0627.790-0639.030 | >400m đến ≤600m.
P=0709 | X=0115.730-0338.900 | Y=0645.310-0656.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0709 | X=0115.730-0384.600 | Y=0663.310-0674.550 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Duy
P=0709 | X=0115.730-0372.650 | Y=0674.830-0686.070 | Tân đoạn từ Đường Ngô Quyền đến Đường Hàm Nghi có
P=0709 | X=0097.010-0309.340 | Y=0685.590-0697.590 | 88 hiện trạng là đường nhựa, bê tông xi măng:
P=0709 | X=0408.620-0425.260 | Y=0685.590-0694.910 | 800
P=0709 | X=0445.370-0462.010 | Y=0685.590-0694.910 | 560
P=0709 | X=0505.390-0522.030 | Y=0685.590-0694.910 | 480
P=0709 | X=0115.730-0393.160 | Y=0703.890-0715.130 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0710 | X=0115.730-0339.370 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0710 | X=0115.730-0389.240 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0710 | X=0115.730-0378.710 | Y=0108.260-0119.500 | ra Đường Duy Tân đoạn từ Đường Ngô Quyền đến Đường
P=0710 | X=0115.730-0369.610 | Y=0119.810-0131.050 | Hàm Nghi có hiện trạng là đường nhựa, bê tông xi măng:
P=0710 | X=0097.010-0108.130 | Y=0127.690-0137.010 | 89
P=0710 | X=0400.460-0425.510 | Y=0127.690-0137.010 | 1.200
P=0710 | X=0445.370-0462.010 | Y=0127.690-0137.010 | 840
P=0710 | X=0505.390-0522.030 | Y=0127.690-0137.010 | 720
P=0710 | X=0115.730-0338.640 | Y=0137.330-0148.570 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0710 | X=0115.730-0392.920 | Y=0154.850-0166.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0710 | X=0115.730-0389.240 | Y=0172.850-0184.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0710 | X=0115.730-0378.710 | Y=0184.370-0195.610 | ra Đường Duy Tân đoạn từ Đường Ngô Quyền đến Đường
P=0710 | X=0115.730-0369.610 | Y=0195.650-0206.890 | Hàm Nghi có hiện trạng là đường nhựa, bê tông xi măng:
P=0710 | X=0097.010-0338.900 | Y=0213.190-0227.510 | 90 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0710 | X=0408.620-0425.260 | Y=0218.190-0227.510 | 850
P=0710 | X=0445.370-0462.010 | Y=0218.190-0227.510 | 600
P=0710 | X=0505.390-0522.030 | Y=0218.190-0227.510 | 510
P=0710 | X=0115.730-0369.040 | Y=0230.710-0241.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0710 | X=0115.730-0202.300 | Y=0242.230-0253.470 | >400m đến ≤600m.
P=0710 | X=0115.730-0338.920 | Y=0259.750-0270.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0710 | X=0115.730-0389.240 | Y=0277.750-0288.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0710 | X=0115.730-0378.710 | Y=0289.300-0300.540 | ra Đường Duy Tân đoạn từ Đường Ngô Quyền đến Đường
P=0710 | X=0115.730-0369.610 | Y=0300.820-0312.060 | Hàm Nghi có hiện trạng là đường nhựa, bê tông xi măng:
P=0710 | X=0097.010-0108.130 | Y=0308.700-0318.020 | 91
P=0710 | X=0408.620-0425.260 | Y=0308.700-0318.020 | 720
P=0710 | X=0445.370-0462.010 | Y=0308.700-0318.020 | 500
P=0710 | X=0505.390-0522.030 | Y=0308.700-0318.020 | 430
P=0710 | X=0115.730-0393.160 | Y=0318.340-0329.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0710 | X=0115.730-0342.050 | Y=0335.860-0347.100 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0710 | X=0301.320-0384.680 | Y=0355.740-0365.060 | Giáp ranh xã Xuân
P=0710 | X=0097.010-0188.050 | Y=0359.620-0370.860 | 92 Đường Duy Tân
P=0710 | X=0208.390-0287.200 | Y=0359.620-0370.860 | Đường Hàm Nghi
P=0710 | X=0400.460-0425.510 | Y=0361.500-0370.820 | 2.000
P=0710 | X=0437.210-0462.260 | Y=0361.500-0370.820 | 1.400
P=0710 | X=0497.230-0522.280 | Y=0361.500-0370.820 | 1.200
P=0710 | X=0301.320-0317.400 | Y=0367.280-0376.600 | Lộc
P=0710 | X=0115.730-0384.600 | Y=0383.400-0394.640 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Duy
P=0710 | X=0115.730-0389.970 | Y=0394.920-0406.160 | Tân đoạn từ Đường Hàm Nghi đến Giáp ranh xã Xuân Lộc có
P=0710 | X=0115.730-0309.380 | Y=0406.200-0417.440 | hiện trạng là đường nhựa, bê tông xi măng:
P=0710 | X=0097.010-0108.130 | Y=0414.080-0423.400 | 93
P=0710 | X=0400.460-0425.500 | Y=0414.080-0423.400 | 1.100
P=0710 | X=0445.370-0462.010 | Y=0414.080-0423.400 | 770
P=0710 | X=0505.390-0522.030 | Y=0414.080-0423.400 | 660
P=0710 | X=0115.730-0338.640 | Y=0423.720-0434.960 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0710 | X=0115.730-0392.920 | Y=0441.240-0452.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0710 | X=0115.730-0384.600 | Y=0459.260-0470.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Duy
P=0710 | X=0115.730-0389.970 | Y=0470.780-0482.020 | Tân đoạn từ Đường Hàm Nghi đến Giáp ranh xã Xuân Lộc có
P=0710 | X=0115.730-0309.340 | Y=0482.300-0493.540 | hiện trạng là đường nhựa, bê tông xi măng:
P=0710 | X=0097.010-0338.900 | Y=0499.820-0514.140 | 94 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0710 | X=0408.620-0425.260 | Y=0504.820-0514.140 | 870
P=0710 | X=0445.370-0462.010 | Y=0504.820-0514.140 | 610
P=0710 | X=0505.390-0522.030 | Y=0504.820-0514.140 | 520
P=0710 | X=0115.730-0369.040 | Y=0517.340-0528.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0710 | X=0115.730-0202.300 | Y=0528.860-0540.100 | >400m đến ≤600m.
P=0710 | X=0115.730-0338.900 | Y=0546.410-0557.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0710 | X=0115.730-0384.600 | Y=0564.410-0575.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Duy
P=0710 | X=0115.730-0389.970 | Y=0575.930-0587.170 | Tân đoạn từ Đường Hàm Nghi đến Giáp ranh xã Xuân Lộc có
P=0710 | X=0115.730-0309.340 | Y=0587.450-0598.690 | hiện trạng là đường nhựa, bê tông xi măng:
P=0710 | X=0097.010-0108.130 | Y=0595.330-0604.650 | 95
P=0710 | X=0408.620-0425.260 | Y=0595.330-0604.650 | 610
P=0710 | X=0445.370-0462.010 | Y=0595.330-0604.650 | 430
P=0710 | X=0505.390-0522.030 | Y=0595.330-0604.650 | 370
P=0710 | X=0115.730-0393.160 | Y=0604.970-0616.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0710 | X=0115.730-0339.370 | Y=0622.270-0633.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0710 | X=0115.730-0389.240 | Y=0640.270-0651.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0710 | X=0115.730-0384.680 | Y=0651.790-0663.030 | ra Đường Duy Tân đoạn từ Đường Hàm Nghi đến Giáp ranh
P=0710 | X=0115.730-0380.690 | Y=0663.310-0674.550 | xã Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0710 | X=0097.010-0108.130 | Y=0671.190-0680.510 | 96
P=0710 | X=0408.620-0425.260 | Y=0671.190-0680.510 | 990
P=0710 | X=0445.370-0462.010 | Y=0671.190-0680.510 | 690
P=0710 | X=0505.390-0522.030 | Y=0671.190-0680.510 | 590
P=0710 | X=0115.730-0338.640 | Y=0680.830-0692.070 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0710 | X=0115.730-0392.930 | Y=0698.350-0709.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0711 | X=0115.730-0389.240 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0711 | X=0115.730-0384.680 | Y=0090.260-0101.500 | ra Đường Duy Tân đoạn từ Đường Hàm Nghi đến Giáp ranh
P=0711 | X=0115.730-0380.690 | Y=0101.780-0113.020 | xã Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0711 | X=0097.010-0338.900 | Y=0119.330-0133.410 | 97 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0711 | X=0408.620-0425.260 | Y=0124.090-0133.410 | 780
P=0711 | X=0445.370-0462.010 | Y=0124.090-0133.410 | 550
P=0711 | X=0505.390-0522.030 | Y=0124.090-0133.410 | 470
P=0711 | X=0115.730-0369.040 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0711 | X=0115.730-0202.300 | Y=0148.370-0159.610 | >400m đến ≤600m.
P=0711 | X=0115.730-0338.900 | Y=0165.650-0176.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0711 | X=0115.730-0389.240 | Y=0183.650-0194.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0711 | X=0115.730-0384.680 | Y=0195.170-0206.410 | ra Đường Duy Tân đoạn từ Đường Hàm Nghi đến Giáp ranh
P=0711 | X=0115.730-0380.690 | Y=0206.710-0217.950 | xã Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0711 | X=0097.010-0108.130 | Y=0214.590-0223.910 | 98
P=0711 | X=0408.620-0425.260 | Y=0214.590-0223.910 | 550
P=0711 | X=0445.370-0462.010 | Y=0214.590-0223.910 | 390
P=0711 | X=0505.390-0522.030 | Y=0214.590-0223.910 | 330
P=0711 | X=0115.730-0393.160 | Y=0224.230-0235.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0711 | X=0115.730-0342.050 | Y=0241.750-0252.990 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0711 | X=0301.320-0376.550 | Y=0259.750-0270.990 | Đường vào Miếu
P=0711 | X=0097.010-0169.110 | Y=0265.510-0276.750 | 99 Đường số 4
P=0711 | X=0208.390-0280.740 | Y=0265.510-0276.750 | Đường Duy Tân
P=0711 | X=0400.460-0425.510 | Y=0267.390-0276.710 | 1.800
P=0711 | X=0437.210-0462.260 | Y=0267.390-0276.710 | 1.300
P=0711 | X=0497.230-0522.280 | Y=0267.390-0276.710 | 1.100
P=0711 | X=0301.320-0335.960 | Y=0273.150-0282.470 | Ông Hổ
P=0711 | X=0115.730-0385.660 | Y=0289.300-0300.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 4
P=0711 | X=0115.730-0373.180 | Y=0300.820-0312.060 | đoạn từ Đường Duy Tân đến Đường vào Miếu Ông Hổ có
P=0711 | X=0115.730-0309.340 | Y=0312.340-0323.580 | hiện trạng là đường nhựa, bê tông xi măng:
P=0711 | X=0094.100-0110.740 | Y=0320.220-0329.540 | 100
P=0711 | X=0408.620-0425.260 | Y=0320.220-0329.540 | 890
P=0711 | X=0445.370-0462.010 | Y=0320.220-0329.540 | 620
P=0711 | X=0505.390-0522.030 | Y=0320.220-0329.540 | 530
P=0711 | X=0115.730-0338.640 | Y=0329.860-0341.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0711 | X=0115.730-0392.920 | Y=0347.380-0358.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0711 | X=0115.730-0385.660 | Y=0365.400-0376.640 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 4
P=0711 | X=0115.730-0373.180 | Y=0376.920-0388.160 | đoạn từ Đường Duy Tân đến Đường vào Miếu Ông Hổ có
P=0711 | X=0115.730-0306.470 | Y=0388.200-0399.440 | hiện trạng là đường nhựa bê tông xi măng:
P=0711 | X=0094.100-0338.900 | Y=0405.720-0420.040 | 101 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0711 | X=0408.620-0425.260 | Y=0410.720-0420.040 | 680
P=0711 | X=0445.370-0462.010 | Y=0410.720-0420.040 | 480
P=0711 | X=0505.390-0522.030 | Y=0410.720-0420.040 | 410
P=0711 | X=0115.730-0369.040 | Y=0423.240-0434.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0711 | X=0115.730-0202.300 | Y=0434.760-0446.000 | >400m đến ≤600m.
P=0711 | X=0115.730-0338.900 | Y=0452.300-0463.540 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0711 | X=0115.730-0385.660 | Y=0470.300-0481.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 4
P=0711 | X=0115.730-0373.180 | Y=0481.820-0493.060 | đoạn từ Đường Duy Tân đến Đường vào Miếu Ông Hổ có
P=0711 | X=0115.730-0309.340 | Y=0493.340-0504.580 | hiện trạng là đường nhựa, bê tông xi măng:
P=0711 | X=0094.100-0110.740 | Y=0501.220-0510.540 | 102
P=0711 | X=0408.620-0425.260 | Y=0501.220-0510.540 | 550
P=0711 | X=0445.370-0462.010 | Y=0501.220-0510.540 | 390
P=0711 | X=0505.390-0522.030 | Y=0501.220-0510.540 | 340
P=0711 | X=0115.730-0393.160 | Y=0510.860-0522.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0711 | X=0115.730-0339.370 | Y=0528.380-0539.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0711 | X=0115.730-0389.240 | Y=0546.410-0557.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0711 | X=0115.730-0390.470 | Y=0557.930-0569.170 | ra Đường số 4 đoạn từ Đường Duy Tân đến Đường vào Miếu
P=0711 | X=0115.730-0359.790 | Y=0569.450-0580.690 | Ông Hổ có hiện trạng là đường nhựa, bê tông xi măng:
P=0711 | X=0094.100-0110.740 | Y=0577.330-0586.650 | 103
P=0711 | X=0408.620-0425.260 | Y=0577.330-0586.650 | 800
P=0711 | X=0445.370-0462.010 | Y=0577.330-0586.650 | 560
P=0711 | X=0505.390-0522.030 | Y=0577.330-0586.650 | 480
P=0711 | X=0115.730-0338.640 | Y=0586.970-0598.210 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0711 | X=0115.730-0392.920 | Y=0604.250-0615.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0711 | X=0115.730-0389.240 | Y=0622.270-0633.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0711 | X=0115.730-0390.470 | Y=0633.790-0645.030 | ra Đường số 4 đoạn từ Đường Duy Tân đến Đường vào Miếu
P=0711 | X=0115.730-0359.770 | Y=0645.310-0656.550 | Ông Hổ có hiện trạng là đường nhựa, bê tông xi măng:
P=0711 | X=0094.100-0110.740 | Y=0658.950-0668.270 | 104
P=0711 | X=0408.620-0425.260 | Y=0658.950-0668.270 | 610
P=0711 | X=0445.370-0462.010 | Y=0658.950-0668.270 | 430
P=0711 | X=0505.390-0522.030 | Y=0658.950-0668.270 | 370
P=0711 | X=0115.730-0338.900 | Y=0662.830-0674.070 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0711 | X=0115.730-0369.040 | Y=0680.350-0691.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0711 | X=0115.730-0202.300 | Y=0691.870-0703.110 | >400m đến ≤600m.
P=0712 | X=0115.730-0338.900 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0712 | X=0115.730-0389.240 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0712 | X=0115.730-0390.470 | Y=0108.260-0119.500 | ra Đường số 4 đoạn từ Đường Duy Tân đến Đường vào Miếu
P=0712 | X=0115.730-0357.620 | Y=0119.810-0131.050 | ông Hổ có hiện trạng là đường nhựa, bê tông xi măng:
P=0712 | X=0094.100-0110.740 | Y=0127.690-0137.010 | 105
P=0712 | X=0408.620-0425.260 | Y=0127.690-0137.010 | 500
P=0712 | X=0445.370-0462.010 | Y=0127.690-0137.010 | 350
P=0712 | X=0505.390-0522.030 | Y=0127.690-0137.010 | 310
P=0712 | X=0115.730-0393.160 | Y=0137.330-0148.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0712 | X=0115.730-0339.370 | Y=0154.850-0166.090 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0712 | X=0115.730-0194.510 | Y=0172.850-0184.090 | Đường Hàm Nghi
P=0712 | X=0301.320-0389.180 | Y=0172.850-0184.090 | Đường Ruộng Tre -
P=0712 | X=0094.100-0110.770 | Y=0180.490-0189.810 | 106
P=0712 | X=0208.390-0288.100 | Y=0180.490-0189.810 | Ngã ba Ông Phúc
P=0712 | X=0400.460-0425.510 | Y=0180.490-0189.810 | 2.300
P=0712 | X=0437.210-0462.260 | Y=0180.490-0189.810 | 1.600
P=0712 | X=0497.230-0522.280 | Y=0180.490-0189.810 | 1.400
P=0712 | X=0115.730-0205.260 | Y=0184.370-0195.610 | (đường Bảo Vinh B)
P=0712 | X=0301.320-0333.800 | Y=0186.250-0195.570 | Thọ An
P=0712 | X=0115.730-0387.960 | Y=0202.390-0213.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hàm
P=0712 | X=0115.730-0365.260 | Y=0213.670-0224.910 | Nghi (đường Bảo Vinh B) đoạn từ Ngã ba ông Phúc đến
P=0712 | X=0115.730-0385.420 | Y=0225.190-0236.430 | Đường Ruộng Tre - Thọ An có hiện trạng là đường nhựa, bê
P=0712 | X=0094.100-0175.890 | Y=0236.710-0248.150 | 107 tông xi măng:
P=0712 | X=0408.620-0425.260 | Y=0238.830-0248.150 | 990
P=0712 | X=0445.370-0462.010 | Y=0238.830-0248.150 | 690
P=0712 | X=0505.390-0522.030 | Y=0238.830-0248.150 | 590
P=0712 | X=0115.730-0338.640 | Y=0254.230-0265.470 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0712 | X=0115.730-0392.920 | Y=0271.750-0282.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0712 | X=0115.730-0387.960 | Y=0289.780-0301.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hàm
P=0712 | X=0115.730-0367.660 | Y=0301.300-0312.540 | Nghi (đường Bảo Vinh B) đoạn từ Ngã ba Ông Phúc đến
P=0712 | X=0115.730-0385.420 | Y=0312.820-0324.060 | Đường Ruộng Tre - Thọ An có hiện trạng là đường nhựa, bê
P=0712 | X=0115.730-0175.890 | Y=0324.340-0335.580 | tông xi măng:
P=0712 | X=0094.100-0338.900 | Y=0340.860-0353.100 | 108 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0712 | X=0408.620-0425.260 | Y=0340.860-0350.180 | 820
P=0712 | X=0445.370-0462.010 | Y=0340.860-0350.180 | 570
P=0712 | X=0505.390-0522.030 | Y=0340.860-0350.180 | 490
P=0712 | X=0115.730-0369.040 | Y=0359.380-0370.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0712 | X=0115.730-0202.300 | Y=0370.920-0382.160 | >400m đến ≤600m.
P=0712 | X=0115.730-0338.900 | Y=0388.200-0399.440 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0712 | X=0115.730-0387.960 | Y=0406.200-0417.440 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hàm
P=0712 | X=0115.730-0367.660 | Y=0417.720-0428.960 | Nghi (đường Bảo Vinh B) đoạn từ Ngã ba Ông Phúc đến
P=0712 | X=0115.730-0385.420 | Y=0429.240-0440.480 | Đường Ruộng Tre - Thọ An có hiện trạng là đường nhựa, bê
P=0712 | X=0094.100-0175.890 | Y=0440.760-0452.200 | 109 tông xi măng:
P=0712 | X=0408.620-0425.260 | Y=0442.880-0452.200 | 570
P=0712 | X=0445.370-0462.010 | Y=0442.880-0452.200 | 400
P=0712 | X=0505.390-0522.030 | Y=0442.880-0452.200 | 340
P=0712 | X=0115.730-0393.160 | Y=0458.300-0469.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0712 | X=0115.730-0339.370 | Y=0475.820-0487.060 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0712 | X=0115.730-0389.240 | Y=0493.820-0505.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0712 | X=0115.730-0392.610 | Y=0505.340-0516.580 | ra Đường Hàm Nghi (đường Bảo Vinh B) đoạn từ Ngã ba Ông
P=0712 | X=0115.730-0387.580 | Y=0516.860-0528.100 | Phúc đến Đường Ruộng Tre - Thọ An có hiện trạng là đường
P=0712 | X=0094.100-0218.840 | Y=0528.380-0539.820 | 110 nhựa, bê tông xi măng:
P=0712 | X=0408.620-0425.260 | Y=0530.500-0539.820 | 890
P=0712 | X=0445.370-0462.010 | Y=0530.500-0539.820 | 620
P=0712 | X=0505.390-0522.030 | Y=0530.500-0539.820 | 530
P=0712 | X=0115.730-0338.640 | Y=0545.930-0557.170 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0712 | X=0115.730-0392.920 | Y=0563.450-0574.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0712 | X=0115.730-0389.240 | Y=0581.450-0592.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0712 | X=0115.730-0390.220 | Y=0592.970-0604.210 | ra Đường Hàm Nghi (đường Bảo Vinh B) đoạn từ Ngã ba ông
P=0712 | X=0115.730-0387.580 | Y=0604.250-0615.490 | Phúc đến Đường Ruộng Tre - Thọ An có hiện trạng là đường
P=0712 | X=0115.730-0218.840 | Y=0615.770-0627.010 | nhựa, bê tông xi măng:
P=0712 | X=0094.100-0338.900 | Y=0632.550-0644.550 | 111 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0712 | X=0408.620-0425.260 | Y=0632.550-0641.870 | 740
P=0712 | X=0445.370-0462.010 | Y=0632.550-0641.870 | 520
P=0712 | X=0505.390-0522.030 | Y=0632.550-0641.870 | 440
P=0712 | X=0115.730-0369.040 | Y=0650.830-0662.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0712 | X=0115.730-0202.300 | Y=0662.350-0673.590 | >400m đến ≤600m.
P=0712 | X=0115.730-0338.900 | Y=0679.870-0691.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0712 | X=0094.100-0389.240 | Y=0697.870-0709.110 | 112 Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0712 | X=0408.620-0425.260 | Y=0699.750-0709.070 | 510
P=0712 | X=0445.370-0462.010 | Y=0699.750-0709.070 | 360
P=0712 | X=0505.390-0522.030 | Y=0699.750-0709.070 | 310
P=0713 | X=0115.730-0390.220 | Y=0072.740-0083.980 | ra Đường Hàm Nghi (đường Bảo Vinh B) đoạn từ Ngã ba ông
P=0713 | X=0115.730-0387.580 | Y=0084.260-0095.500 | Phúc đến Đường Ruộng Tre - Thọ An có hiện trạng là đường
P=0713 | X=0115.730-0218.840 | Y=0095.780-0107.020 | nhựa, bê tông xi măng:
P=0713 | X=0115.730-0393.160 | Y=0113.300-0124.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0713 | X=0115.730-0342.050 | Y=0130.850-0142.090 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0713 | X=0115.730-0392.540 | Y=0148.850-0160.090 | Đường Hàm Nghi Đường Ruộng Tre - Đường Bảo Quang -
P=0713 | X=0094.100-0110.740 | Y=0156.490-0165.810 | 113
P=0713 | X=0400.460-0425.510 | Y=0156.490-0165.810 | 2.100
P=0713 | X=0437.210-0462.260 | Y=0156.490-0165.810 | 1.500
P=0713 | X=0497.230-0522.280 | Y=0156.490-0165.810 | 1.300
P=0713 | X=0115.730-0240.900 | Y=0160.370-0171.610 | (đường Bảo Vinh B) Thọ An
P=0713 | X=0301.320-0344.520 | Y=0162.250-0171.570 | Xuân Bắc
P=0713 | X=0115.730-0387.960 | Y=0178.370-0189.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hàm
P=0713 | X=0115.730-0391.670 | Y=0189.650-0200.890 | Nghi (đường Bảo Vinh B) đoạn từ Đường Ruộng Tre - Thọ An
P=0713 | X=0115.730-0376.540 | Y=0201.190-0212.430 | đến Đường Bảo Quang - Xuân Bắc có hiện trạng là đường
P=0713 | X=0094.100-0218.840 | Y=0212.710-0224.150 | 114 nhựa, bê tông xi măng:
P=0713 | X=0408.620-0425.260 | Y=0214.830-0224.150 | 990
P=0713 | X=0445.370-0462.010 | Y=0214.830-0224.150 | 690
