TABLE=030 | AREA=Xã Cẩm Mỹ | SECTION=non-agricultural | SEGMENTS=1
P=1111 | X=0111.170-0385.270 | Y=0305.380-0316.620 | huy Quân sự huyện Cẩm Mỹ cũ có hiện trạng là đường nhựa,
P=1111 | X=0091.940-0185.240 | Y=0316.900-0328.340 | 149 bê tông xi măng:
P=1111 | X=0405.980-0431.030 | Y=0319.020-0328.340 | 1.200
P=1111 | X=0461.930-0478.570 | Y=0319.020-0328.340 | 840
P=1111 | X=0505.630-0522.270 | Y=0319.020-0328.340 | 720
P=1111 | X=0111.170-0334.080 | Y=0334.420-0345.660 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1111 | X=0111.170-0388.360 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1111 | X=0111.170-0384.460 | Y=0369.480-0380.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Long
P=1111 | X=0111.170-0387.580 | Y=0381.000-0392.240 | Giao - Bảo Bình đoạn từ Đường Nguyễn Ái Quốc đến Ban Chỉ
P=1111 | X=0111.170-0385.270 | Y=0392.520-0403.760 | huy Quân sự huyện Cẩm Mỹ cũ có hiện trạng là đường nhựa,
P=1111 | X=0111.170-0185.250 | Y=0404.040-0415.280 | bê tông xi măng:
P=1111 | X=0091.940-0334.340 | Y=0420.800-0432.800 | 150 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1111 | X=0414.380-0431.020 | Y=0420.800-0430.120 | 940
P=1111 | X=0461.930-0478.570 | Y=0420.800-0430.120 | 660
P=1111 | X=0505.630-0522.270 | Y=0420.800-0430.120 | 560
P=1111 | X=0111.170-0364.480 | Y=0439.080-0450.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1111 | X=0111.170-0197.720 | Y=0450.620-0461.860 | >400m đến ≤600m.
P=1111 | X=0111.170-0334.340 | Y=0468.140-0479.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1111 | X=0111.170-0384.460 | Y=0485.900-0497.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Long
P=1111 | X=0111.170-0387.580 | Y=0497.420-0508.660 | Giao - Bảo Bình đoạn từ Đường Nguyễn Ái Quốc đến Ban Chỉ
P=1111 | X=0111.170-0385.270 | Y=0508.940-0520.180 | huy Quân sự huyện Cẩm Mỹ cũ có hiện trạng là đường nhựa,
P=1111 | X=0091.940-0185.250 | Y=0520.220-0531.660 | 151 bê tông xi măng:
P=1111 | X=0414.380-0431.020 | Y=0522.340-0531.660 | 700
P=1111 | X=0461.930-0478.570 | Y=0522.340-0531.660 | 490
P=1111 | X=0505.630-0522.270 | Y=0522.340-0531.660 | 420
P=1111 | X=0111.170-0388.620 | Y=0537.770-0549.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1111 | X=0111.170-0334.810 | Y=0555.290-0566.530 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1111 | X=0111.170-0384.680 | Y=0573.050-0584.290 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1111 | X=0111.170-0374.140 | Y=0584.570-0595.810 | ra Đường Long Giao - Bảo Bình đoạn từ Đường Nguyễn Ái
P=1111 | X=0111.170-0371.980 | Y=0596.090-0607.330 | Quốc đến Ban Chỉ huy Quân sự huyện Cẩm Mỹ cũ có hiện
P=1111 | X=0091.940-0282.950 | Y=0607.610-0619.050 | 152 trạng là đường nhựa, bê tông xi măng:
P=1111 | X=0405.980-0431.030 | Y=0609.730-0619.050 | 1.100
P=1111 | X=0461.930-0478.570 | Y=0609.730-0619.050 | 770
P=1111 | X=0505.630-0522.270 | Y=0609.730-0619.050 | 660
P=1111 | X=0111.170-0334.080 | Y=0625.150-0636.390 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1111 | X=0111.170-0388.360 | Y=0642.670-0653.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1111 | X=0111.170-0384.680 | Y=0660.430-0671.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1111 | X=0111.170-0374.140 | Y=0671.950-0683.190 | ra Đường Long Giao - Bảo Bình đoạn từ Đường Nguyễn Ái
P=1111 | X=0091.940-0108.580 | Y=0679.590-0688.910 | 153
P=1111 | X=0414.380-0431.020 | Y=0679.590-0688.910 | 850
P=1111 | X=0461.930-0478.570 | Y=0679.590-0688.910 | 600
P=1111 | X=0505.630-0522.270 | Y=0679.590-0688.910 | 510
P=1111 | X=0111.170-0371.980 | Y=0683.470-0694.710 | Quốc đến Ban Chỉ huy Quân sự huyện Cẩm Mỹ cũ có hiện
P=1111 | X=0111.170-0282.950 | Y=0694.750-0705.990 | trạng là đường nhựa, bê tông xi măng:
P=1112 | X=0111.170-0334.340 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1112 | X=0111.170-0364.480 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1112 | X=0111.170-0197.720 | Y=0107.540-0118.780 | >400m đến ≤600m.
P=1112 | X=0111.170-0334.340 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1112 | X=0111.170-0384.680 | Y=0142.850-0154.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1112 | X=0111.170-0374.140 | Y=0154.370-0165.610 | ra Đường Long Giao - Bảo Bình đoạn từ Đường Nguyễn Ái
P=1112 | X=0111.170-0371.980 | Y=0165.650-0176.890 | Quốc đến Ban Chỉ huy Quân sự huyện Cẩm Mỹ cũ có hiện
P=1112 | X=0091.940-0282.950 | Y=0177.170-0188.610 | 154 trạng là đường nhựa, bê tông xi măng:
P=1112 | X=0414.380-0431.020 | Y=0179.290-0188.610 | 630
P=1112 | X=0461.930-0478.570 | Y=0179.290-0188.610 | 440
P=1112 | X=0505.630-0522.270 | Y=0179.290-0188.610 | 380
P=1112 | X=0111.170-0388.600 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1112 | X=0111.170-0337.460 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1112 | X=0111.170-0303.310 | Y=0229.990-0241.230 | Đường Long Giao - Bảo Ban Chỉ huy Quân
P=1112 | X=0303.960-0380.770 | Y=0235.750-0246.990 | Đường tỉnh 765B
P=1112 | X=0091.940-0108.580 | Y=0237.630-0246.950 | 155
P=1112 | X=0405.980-0431.030 | Y=0237.630-0246.950 | 1.900
P=1112 | X=0453.530-0478.580 | Y=0237.630-0246.950 | 1.300
P=1112 | X=0497.230-0522.280 | Y=0237.630-0246.950 | 1.100
P=1112 | X=0111.170-0131.880 | Y=0243.390-0252.710 | Bình
P=1112 | X=0221.350-0286.660 | Y=0243.390-0252.710 | sự xã Cẩm Mỹ
P=1112 | X=0111.170-0384.460 | Y=0259.270-0270.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Long
P=1112 | X=0111.170-0372.140 | Y=0270.790-0282.030 | Giao - Bảo Bình đoạn từ Ban Chỉ huy Quân sự xã Cẩm Mỹ
P=1112 | X=0111.170-0386.360 | Y=0282.340-0293.580 | đến Đường tỉnh 765B có hiện trạng là đường nhựa, bê tông xi
P=1112 | X=0091.940-0139.170 | Y=0293.860-0305.300 | 156 măng:
P=1112 | X=0414.380-0431.020 | Y=0295.980-0305.300 | 940
P=1112 | X=0461.930-0478.570 | Y=0295.980-0305.300 | 660
P=1112 | X=0505.630-0522.270 | Y=0295.980-0305.300 | 560
P=1112 | X=0111.170-0334.080 | Y=0311.380-0322.620 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1112 | X=0111.170-0388.360 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1112 | X=0111.170-0384.460 | Y=0346.660-0357.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Long
P=1112 | X=0111.170-0372.140 | Y=0357.940-0369.180 | Giao - Bảo Bình đoạn từ Ban Chỉ huy Quân sự xã Cẩm Mỹ
P=1112 | X=0111.170-0386.360 | Y=0369.480-0380.720 | đến Đường tỉnh 765B có hiện trạng là đường nhựa, bê tông xi
P=1112 | X=0111.170-0139.170 | Y=0381.000-0392.240 | măng:
P=1112 | X=0091.940-0334.340 | Y=0397.760-0409.760 | 157 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1112 | X=0414.380-0431.020 | Y=0397.760-0407.080 | 820
P=1112 | X=0461.930-0478.570 | Y=0397.760-0407.080 | 570
P=1112 | X=0505.630-0522.270 | Y=0397.760-0407.080 | 490
P=1112 | X=0111.170-0364.480 | Y=0416.040-0427.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1112 | X=0111.170-0197.720 | Y=0427.560-0438.800 | >400m đến ≤600m.
P=1112 | X=0111.170-0334.340 | Y=0445.080-0456.320 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1112 | X=0111.170-0384.460 | Y=0462.860-0474.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Long
P=1112 | X=0111.170-0372.140 | Y=0474.380-0485.620 | Giao - Bảo Bình đoạn từ Ban Chỉ huy Quân sự xã Cẩm Mỹ
P=1112 | X=0111.170-0386.360 | Y=0485.900-0497.140 | đến Đường tỉnh 765B có hiện trạng là đường nhựa, bê tông xi
P=1112 | X=0091.940-0139.170 | Y=0497.420-0508.860 | 158 măng:
P=1112 | X=0414.380-0431.020 | Y=0499.540-0508.860 | 640
P=1112 | X=0461.930-0478.570 | Y=0499.540-0508.860 | 450
P=1112 | X=0505.630-0522.270 | Y=0499.540-0508.860 | 380
P=1112 | X=0111.170-0388.600 | Y=0514.940-0526.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1112 | X=0111.170-0334.810 | Y=0532.220-0543.460 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1112 | X=0111.170-0384.680 | Y=0550.010-0561.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1112 | X=0111.170-0389.690 | Y=0561.530-0572.770 | ra Đường Long Giao - Bảo Bình đoạn từ Ban Chỉ huy Quân sự
P=1112 | X=0111.170-0364.530 | Y=0573.050-0584.290 | xã Cẩm Mỹ đến Đường tỉnh 765B có hiện trạng là đường
P=1112 | X=0091.940-0214.280 | Y=0584.570-0596.010 | 159 nhựa, bê tông xi măng:
P=1112 | X=0414.380-0431.020 | Y=0586.690-0596.010 | 850
P=1112 | X=0461.930-0478.570 | Y=0586.690-0596.010 | 600
P=1112 | X=0505.630-0522.270 | Y=0586.690-0596.010 | 510
P=1112 | X=0111.170-0334.080 | Y=0602.090-0613.330 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1112 | X=0111.170-0388.360 | Y=0619.630-0630.870 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1112 | X=0111.170-0384.680 | Y=0637.390-0648.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1112 | X=0111.170-0389.690 | Y=0648.910-0660.150 | ra Đường Long Giao - Bảo Bình đoạn từ Ban Chỉ huy Quân sự
P=1112 | X=0111.170-0364.530 | Y=0660.430-0671.670 | xã Cẩm Mỹ đến Đường tỉnh 765B có hiện trạng là đường
P=1112 | X=0091.940-0214.280 | Y=0671.950-0683.390 | 160 nhựa, bê tông xi măng:
P=1112 | X=0414.380-0431.020 | Y=0674.070-0683.390 | 740
P=1112 | X=0461.930-0478.570 | Y=0674.070-0683.390 | 520
P=1112 | X=0505.630-0522.270 | Y=0674.070-0683.390 | 440
P=1112 | X=0111.170-0334.340 | Y=0689.470-0700.710 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1112 | X=0111.170-0364.480 | Y=0706.770-0718.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1113 | X=0111.170-0197.720 | Y=0072.500-0083.740 | >400m đến ≤600m.
P=1113 | X=0111.170-0334.340 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1113 | X=0111.170-0384.680 | Y=0107.780-0119.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1113 | X=0111.170-0389.690 | Y=0119.330-0130.570 | ra Đường Long Giao - Bảo Bình đoạn từ Ban Chỉ huy Quân sự
P=1113 | X=0111.170-0364.530 | Y=0130.850-0142.090 | xã Cẩm Mỹ đến Đường tỉnh 765B có hiện trạng là đường
P=1113 | X=0091.940-0214.280 | Y=0142.370-0153.810 | 161 nhựa, bê tông xi măng:
P=1113 | X=0414.380-0431.020 | Y=0144.490-0153.810 | 580
P=1113 | X=0461.930-0478.570 | Y=0144.490-0153.810 | 410
P=1113 | X=0505.630-0522.270 | Y=0144.490-0153.810 | 350
P=1113 | X=0111.170-0388.600 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1113 | X=0111.170-0337.460 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1113 | X=0221.350-0279.790 | Y=0194.930-0206.170 | Đường Nhân
P=1113 | X=0111.170-0218.470 | Y=0200.710-0211.950 | Đường Nguyễn Ái Quốc
P=1113 | X=0221.350-0280.270 | Y=0206.470-0217.710 | Nghĩa - Xuân
P=1113 | X=0091.940-0108.580 | Y=0208.350-0217.670 | 162
P=1113 | X=0303.960-0388.700 | Y=0208.350-0217.670 | Bến xe xã Cẩm Mỹ
P=1113 | X=0405.980-0431.020 | Y=0208.350-0217.670 | 4.900
P=1113 | X=0453.530-0478.580 | Y=0208.350-0217.670 | 3.400
P=1113 | X=0497.230-0522.280 | Y=0208.350-0217.670 | 2.900
P=1113 | X=0111.170-0179.810 | Y=0212.230-0223.470 | (Quốc lộ 56 cũ)
P=1113 | X=0221.350-0245.210 | Y=0217.990-0229.230 | Đông
P=1113 | X=0111.170-0359.490 | Y=0235.750-0246.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1113 | X=0111.170-0389.180 | Y=0247.270-0258.510 | Nguyễn Ái Quốc (Quốc lộ 56 cũ) đoạn từ Đường Nhân Nghĩa -
P=1113 | X=0111.170-0371.980 | Y=0258.790-0270.030 | Xuân Đông đến Bến xe xã Cẩm Mỹ có hiện trạng là đường
P=1113 | X=0091.940-0214.280 | Y=0270.310-0281.750 | 163 nhựa, bê tông xi măng:
P=1113 | X=0405.980-0431.030 | Y=0272.430-0281.750 | 2.300
P=1113 | X=0453.530-0478.580 | Y=0272.430-0281.750 | 1.600
P=1113 | X=0497.230-0522.280 | Y=0272.430-0281.750 | 1.400
P=1113 | X=0111.170-0334.120 | Y=0287.860-0299.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1113 | X=0111.170-0388.360 | Y=0305.380-0316.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1113 | X=0111.170-0359.490 | Y=0323.140-0334.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1113 | X=0111.170-0389.180 | Y=0334.660-0345.900 | Nguyễn Ái Quốc (Quốc lộ 56 cũ) đoạn từ Đường Nhân Nghĩa -
P=1113 | X=0111.170-0371.980 | Y=0345.940-0357.180 | Xuân Đông đến Bến xe xã Cẩm Mỹ có hiện trạng là đường
P=1113 | X=0111.170-0214.280 | Y=0357.460-0368.700 | nhựa, bê tông xi măng:
P=1113 | X=0091.940-0334.340 | Y=0374.240-0386.240 | 164 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1113 | X=0405.980-0431.030 | Y=0374.240-0383.560 | 1.200
P=1113 | X=0461.930-0478.570 | Y=0374.240-0383.560 | 840
P=1113 | X=0505.630-0522.270 | Y=0374.240-0383.560 | 720
P=1113 | X=0111.170-0364.480 | Y=0392.520-0403.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1113 | X=0111.170-0197.720 | Y=0404.040-0415.280 | >400m đến ≤600m.
P=1113 | X=0111.170-0334.340 | Y=0421.560-0432.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1113 | X=0111.170-0359.490 | Y=0439.320-0450.560 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1113 | X=0111.170-0389.180 | Y=0450.860-0462.100 | Nguyễn Ái Quốc (Quốc lộ 56 cũ) đoạn từ Đường Nhân Nghĩa -
P=1113 | X=0111.170-0371.980 | Y=0462.380-0473.620 | Xuân Đông đến Bến xe xã Cẩm Mỹ có hiện trạng là đường
P=1113 | X=0091.940-0214.280 | Y=0473.900-0485.340 | 165 nhựa, bê tông xi măng:
P=1113 | X=0405.980-0431.020 | Y=0476.020-0485.340 | 1.000
P=1113 | X=0461.930-0478.570 | Y=0476.020-0485.340 | 700
P=1113 | X=0505.630-0522.270 | Y=0476.020-0485.340 | 600
P=1113 | X=0111.170-0388.600 | Y=0491.420-0502.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1113 | X=0111.170-0334.810 | Y=0508.940-0520.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1113 | X=0111.170-0384.680 | Y=0526.460-0537.700 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1113 | X=0111.170-0372.940 | Y=0538.010-0549.250 | ra Đường Nguyễn Ái Quốc (Quốc lộ 56 cũ) đoạn từ Đường
P=1113 | X=0111.170-0365.270 | Y=0549.530-0560.770 | Nhân Nghĩa - Xuân Đông đến Bến xe xã Cẩm Mỹ có hiện
P=1113 | X=0091.940-0282.950 | Y=0561.050-0572.490 | 166 trạng là đường nhựa, bê tông xi măng:
P=1113 | X=0405.980-0431.030 | Y=0563.170-0572.490 | 2.100
P=1113 | X=0453.530-0478.580 | Y=0563.170-0572.490 | 1.500
P=1113 | X=0497.230-0522.280 | Y=0563.170-0572.490 | 1.300
P=1113 | X=0111.170-0334.080 | Y=0578.570-0589.810 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1113 | X=0111.170-0388.360 | Y=0596.090-0607.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1113 | X=0111.170-0384.680 | Y=0613.850-0625.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1113 | X=0111.170-0372.940 | Y=0625.390-0636.630 | ra Đường Nguyễn Ái Quốc (Quốc lộ 56 cũ) đoạn từ Đường
P=1113 | X=0111.170-0365.270 | Y=0636.910-0648.150 | Nhân Nghĩa - Xuân Đông đến Bến xe xã Cẩm Mỹ có hiện
P=1113 | X=0111.170-0282.950 | Y=0648.430-0659.670 | trạng là đường nhựa, bê tông xi măng:
P=1113 | X=0091.940-0108.580 | Y=0656.310-0665.630 | 167
P=1113 | X=0405.980-0431.030 | Y=0656.310-0665.630 | 1.100
P=1113 | X=0461.930-0478.570 | Y=0656.310-0665.630 | 770
P=1113 | X=0505.630-0522.270 | Y=0656.310-0665.630 | 660
P=1113 | X=0111.170-0334.340 | Y=0665.950-0677.190 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1113 | X=0111.170-0364.480 | Y=0683.470-0694.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1113 | X=0111.170-0197.720 | Y=0694.750-0705.990 | >400m đến ≤600m.
P=1114 | X=0111.170-0334.340 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1114 | X=0111.170-0384.680 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1114 | X=0111.170-0372.940 | Y=0107.780-0119.020 | ra Đường Nguyễn Ái Quốc (Quốc lộ 56 cũ) đoạn từ Đường
P=1114 | X=0111.170-0365.270 | Y=0119.330-0130.570 | Nhân Nghĩa - Xuân Đông đến Bến xe xã Cẩm Mỹ có hiện
P=1114 | X=0091.940-0282.950 | Y=0130.850-0142.290 | 168 trạng là đường nhựa, bê tông xi măng:
P=1114 | X=0414.380-0431.020 | Y=0132.970-0142.290 | 900
P=1114 | X=0461.930-0478.570 | Y=0132.970-0142.290 | 630
P=1114 | X=0505.630-0522.270 | Y=0132.970-0142.290 | 540
P=1114 | X=0111.170-0388.600 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1114 | X=0111.170-0337.460 | Y=0165.650-0176.890 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1114 | X=0303.960-0388.720 | Y=0183.410-0194.650 | Hết Trung tâm Văn
P=1114 | X=0111.170-0289.780 | Y=0189.170-0200.410 | Đường Nguyễn Ái Quốc Bến xe xã Cẩm
P=1114 | X=0091.940-0108.580 | Y=0196.810-0206.130 | 169
P=1114 | X=0303.960-0374.540 | Y=0196.810-0206.130 | hóa huyện Cẩm
P=1114 | X=0405.980-0431.030 | Y=0196.810-0206.130 | 4.000
P=1114 | X=0453.530-0478.580 | Y=0196.810-0206.130 | 2.800
P=1114 | X=0497.230-0522.280 | Y=0196.810-0206.130 | 2.400
P=1114 | X=0111.170-0179.810 | Y=0200.710-0211.950 | (Quốc lộ 56 cũ)
P=1114 | X=0221.350-0234.820 | Y=0202.590-0211.910 | Mỹ
P=1114 | X=0303.960-0317.400 | Y=0208.350-0217.670 | Mỹ
P=1114 | X=0111.170-0359.490 | Y=0224.230-0235.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1114 | X=0111.170-0380.060 | Y=0235.750-0246.990 | Nguyễn Ái Quốc (Quốc lộ 56 cũ) đoạn từ Bến xe xã Cẩm Mỹ
P=1114 | X=0111.170-0376.030 | Y=0247.270-0258.510 | đến Hết Trung tâm Văn hóa huyện Cẩm Mỹ có hiện trạng là
P=1114 | X=0091.940-0246.940 | Y=0258.790-0270.230 | 170 đường nhựa, bê tông xi măng:
P=1114 | X=0405.980-0431.030 | Y=0260.910-0270.230 | 2.000
P=1114 | X=0453.530-0478.580 | Y=0260.910-0270.230 | 1.400
P=1114 | X=0497.230-0522.280 | Y=0260.910-0270.230 | 1.200
P=1114 | X=0111.170-0334.080 | Y=0276.310-0287.550 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1114 | X=0111.170-0388.360 | Y=0293.860-0305.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1114 | X=0111.170-0359.490 | Y=0311.620-0322.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1114 | X=0111.170-0380.060 | Y=0323.140-0334.380 | Nguyễn Ái Quốc (Quốc lộ 56 cũ) đoạn từ Bến xe xã Cẩm Mỹ
P=1114 | X=0111.170-0376.030 | Y=0334.660-0345.900 | đến Hết Trung tâm Văn hóa huyện Cẩm Mỹ có hiện trạng là
P=1114 | X=0111.170-0246.940 | Y=0345.940-0357.180 | đường nhựa, bê tông xi măng:
P=1114 | X=0091.940-0334.340 | Y=0362.700-0374.700 | 171 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1114 | X=0405.980-0431.030 | Y=0362.700-0372.020 | 1.200
P=1114 | X=0461.930-0478.570 | Y=0362.700-0372.020 | 840
P=1114 | X=0505.630-0522.270 | Y=0362.700-0372.020 | 720
P=1114 | X=0111.170-0364.480 | Y=0381.000-0392.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1114 | X=0111.170-0197.720 | Y=0392.520-0403.760 | >400m đến ≤600m.
P=1114 | X=0111.170-0334.340 | Y=0410.040-0421.280 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1114 | X=0111.170-0359.490 | Y=0427.800-0439.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1114 | X=0111.170-0380.060 | Y=0439.320-0450.560 | Nguyễn Ái Quốc (Quốc lộ 56 cũ) đoạn từ Bến xe xã Cẩm Mỹ
P=1114 | X=0111.170-0376.030 | Y=0450.860-0462.100 | đến Hết Trung tâm Văn hóa huyện Cẩm Mỹ có hiện trạng là
P=1114 | X=0091.940-0246.940 | Y=0462.380-0473.820 | 172 đường nhựa, bê tông xi măng:
P=1114 | X=0405.980-0431.030 | Y=0464.500-0473.820 | 1.000
P=1114 | X=0461.930-0478.570 | Y=0464.500-0473.820 | 700
P=1114 | X=0505.630-0522.270 | Y=0464.500-0473.820 | 600
P=1114 | X=0111.170-0388.600 | Y=0479.900-0491.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1114 | X=0111.170-0334.810 | Y=0497.420-0508.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1114 | X=0111.170-0384.680 | Y=0515.180-0526.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1114 | X=0111.170-0385.870 | Y=0526.460-0537.700 | ra Đường Nguyễn Ái Quốc (Quốc lộ 56 cũ) đoạn từ Bến xe xã
P=1114 | X=0111.170-0379.900 | Y=0538.010-0549.250 | Cẩm Mỹ đến Hết Trung tâm Văn hóa huyện Cẩm Mỹ có hiện
P=1114 | X=0091.940-0282.950 | Y=0549.530-0560.970 | 173 trạng là đường nhựa, bê tông xi măng:
P=1114 | X=0405.980-0431.020 | Y=0551.650-0560.970 | 1.800
P=1114 | X=0453.530-0478.580 | Y=0551.650-0560.970 | 1.300
P=1114 | X=0497.230-0522.280 | Y=0551.650-0560.970 | 1.100
P=1114 | X=0111.170-0334.080 | Y=0567.050-0578.290 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1114 | X=0111.170-0388.360 | Y=0584.570-0595.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1114 | X=0111.170-0384.680 | Y=0602.330-0613.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1114 | X=0111.170-0385.870 | Y=0613.850-0625.090 | ra Đường Nguyễn Ái Quốc (Quốc lộ 56 cũ) đoạn từ Bến xe xã
P=1114 | X=0111.170-0379.900 | Y=0625.390-0636.630 | Cẩm Mỹ đến Hết Trung tâm Văn hóa huyện Cẩm Mỹ có hiện
P=1114 | X=0111.170-0282.950 | Y=0636.910-0648.150 | trạng là đường nhựa, bê tông xi măng:
P=1114 | X=0091.940-0334.340 | Y=0653.430-0665.670 | 174 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1114 | X=0405.980-0431.030 | Y=0653.430-0662.750 | 1.100
P=1114 | X=0461.930-0478.570 | Y=0653.430-0662.750 | 770
P=1114 | X=0505.630-0522.270 | Y=0653.430-0662.750 | 660
P=1114 | X=0111.170-0364.480 | Y=0671.950-0683.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1114 | X=0111.170-0197.720 | Y=0683.470-0694.710 | >400m đến ≤600m.
P=1114 | X=0111.170-0334.340 | Y=0700.770-0712.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1115 | X=0111.170-0384.680 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1115 | X=0111.170-0385.870 | Y=0090.020-0101.260 | ra Đường Nguyễn Ái Quốc (Quốc lộ 56 cũ) đoạn từ Bến xe xã
P=1115 | X=0111.170-0379.900 | Y=0101.540-0112.780 | Cẩm Mỹ đến Hết Trung tâm Văn hóa huyện Cẩm Mỹ có hiện
P=1115 | X=0091.940-0282.950 | Y=0113.060-0124.500 | 175 trạng là đường nhựa, bê tông xi măng:
P=1115 | X=0414.380-0431.020 | Y=0115.180-0124.500 | 900
P=1115 | X=0461.930-0478.570 | Y=0115.180-0124.500 | 630
P=1115 | X=0505.630-0522.270 | Y=0115.180-0124.500 | 540
P=1115 | X=0111.170-0388.600 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
