TABLE=033 | AREA=Xã Sông Ray | SECTION=non-agricultural | SEGMENTS=1
P=1156 | X=0461.690-0478.330 | Y=0674.070-0683.390 | 410
P=1156 | X=0505.390-0522.030 | Y=0674.070-0683.390 | 350
P=1156 | X=0111.410-0342.960 | Y=0689.470-0700.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1156 | X=0111.410-0364.720 | Y=0706.770-0718.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1157 | X=0111.410-0206.360 | Y=0072.500-0083.740 | >500m đến ≤1.000m.
P=1157 | X=0111.410-0334.580 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1157 | X=0111.410-0384.920 | Y=0107.780-0119.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1157 | X=0111.410-0369.260 | Y=0119.330-0130.570 | ra Đường tỉnh 765 đoạn từ Ngã ba đường ấp 5 Lâm San -
P=1157 | X=0111.410-0388.150 | Y=0130.850-0142.090 | Quảng Thành đến Cầu Gia Hoét có hiện trạng là đường nhựa,
P=1157 | X=0111.410-0185.490 | Y=0142.370-0153.610 | bê tông xi măng:
P=1157 | X=0095.060-0106.180 | Y=0150.250-0159.570 | 84
P=1157 | X=0413.900-0430.540 | Y=0150.250-0159.570 | 470
P=1157 | X=0461.690-0478.330 | Y=0150.250-0159.570 | 330
P=1157 | X=0505.390-0522.030 | Y=0150.250-0159.570 | 280
P=1157 | X=0111.410-0352.520 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1157 | X=0111.410-0153.550 | Y=0173.050-0182.370 | >1.000m.
P=1157 | X=0111.410-0335.050 | Y=0188.690-0199.930 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1157 | X=0111.410-0214.390 | Y=0206.470-0217.710 | Đường ấp 5 Lâm San -
P=1157 | X=0303.240-0374.610 | Y=0208.350-0217.670 | Hết ranh giới xã
P=1157 | X=0220.630-0290.830 | Y=0212.230-0223.470 | Đường tỉnh 765
P=1157 | X=0095.060-0106.180 | Y=0214.110-0223.430 | 85
P=1157 | X=0405.740-0430.790 | Y=0214.110-0223.430 | 1.400
P=1157 | X=0461.690-0478.330 | Y=0214.110-0223.430 | 980
P=1157 | X=0505.390-0522.030 | Y=0214.110-0223.430 | 840
P=1157 | X=0303.240-0356.830 | Y=0217.990-0229.230 | Lâm San cũ
P=1157 | X=0111.410-0172.700 | Y=0219.870-0229.190 | Quảng Thành
P=1157 | X=0111.410-0382.060 | Y=0235.750-0246.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 5
P=1157 | X=0111.410-0369.430 | Y=0247.270-0258.510 | Lâm San - Quảng Thành đoạn từ Đường tỉnh 765 đến Hết
P=1157 | X=0111.410-0389.250 | Y=0258.790-0270.030 | ranh giới xã Lâm San cũ có hiện trạng là đường nhựa, bê tông
P=1157 | X=0095.060-0149.240 | Y=0270.310-0281.750 | 86 xi măng:
P=1157 | X=0413.900-0430.540 | Y=0272.430-0281.750 | 700
P=1157 | X=0461.690-0478.330 | Y=0272.430-0281.750 | 490
P=1157 | X=0505.390-0522.030 | Y=0272.430-0281.750 | 420
P=1157 | X=0111.410-0342.490 | Y=0287.860-0299.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1157 | X=0111.410-0388.600 | Y=0305.380-0316.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1157 | X=0111.410-0382.060 | Y=0323.140-0334.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 5
P=1157 | X=0111.410-0369.430 | Y=0334.660-0345.900 | Lâm San - Quảng Thành đoạn từ Đường tỉnh 765 đến Hết
P=1157 | X=0111.410-0389.250 | Y=0345.940-0357.180 | ranh giới xã Lâm San cũ có hiện trạng là đường nhựa, bê tông
P=1157 | X=0111.410-0149.240 | Y=0357.460-0368.700 | xi măng:
P=1157 | X=0095.060-0342.960 | Y=0374.240-0386.240 | 87 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1157 | X=0413.900-0430.540 | Y=0374.240-0383.560 | 590
P=1157 | X=0461.690-0478.330 | Y=0374.240-0383.560 | 410
P=1157 | X=0505.390-0522.030 | Y=0374.240-0383.560 | 350
P=1157 | X=0111.410-0364.730 | Y=0392.520-0403.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1157 | X=0111.410-0206.360 | Y=0404.040-0415.280 | >500m đến ≤1.000m.
P=1157 | X=0111.410-0334.580 | Y=0421.560-0432.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1157 | X=0111.410-0382.060 | Y=0439.320-0450.560 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 5
P=1157 | X=0111.410-0369.430 | Y=0450.860-0462.100 | Lâm San - Quảng Thành đoạn từ Đường tỉnh 765 đến Hết
P=1157 | X=0111.410-0389.250 | Y=0462.380-0473.620 | ranh giới xã Lâm San cũ có hiện trạng là đường nhựa, bê tông
P=1157 | X=0111.410-0149.240 | Y=0473.900-0485.140 | xi măng:
P=1157 | X=0095.060-0106.180 | Y=0481.780-0491.100 | 88
P=1157 | X=0413.900-0430.540 | Y=0481.780-0491.100 | 470
P=1157 | X=0461.690-0478.330 | Y=0481.780-0491.100 | 330
P=1157 | X=0505.390-0522.030 | Y=0481.780-0491.100 | 280
P=1157 | X=0111.410-0352.520 | Y=0491.420-0502.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1157 | X=0111.410-0153.550 | Y=0504.820-0514.140 | >1.000m.
P=1157 | X=0111.410-0335.050 | Y=0520.220-0531.460 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1157 | X=0111.410-0384.920 | Y=0538.010-0549.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1157 | X=0111.410-0380.630 | Y=0549.530-0560.770 | ra Đường ấp 5 Lâm San - Quảng Thành đoạn từ Đường tỉnh
P=1157 | X=0111.410-0381.580 | Y=0561.050-0572.290 | 765 đến Hết ranh giới xã Lâm San cũ có hiện trạng là đường
P=1157 | X=0095.060-0214.520 | Y=0572.570-0584.010 | 89 nhựa, bê tông xi măng:
P=1157 | X=0413.900-0430.540 | Y=0574.690-0584.010 | 630
P=1157 | X=0461.690-0478.330 | Y=0574.690-0584.010 | 440
P=1157 | X=0505.390-0522.030 | Y=0574.690-0584.010 | 380
P=1157 | X=0111.410-0342.490 | Y=0590.090-0601.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1157 | X=0111.410-0388.600 | Y=0607.610-0618.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1157 | X=0111.410-0384.920 | Y=0625.390-0636.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1157 | X=0111.410-0380.630 | Y=0636.910-0648.150 | ra Đường ấp 5 Lâm San - Quảng Thành đoạn từ Đường tỉnh
P=1157 | X=0111.410-0381.580 | Y=0648.430-0659.670 | 765 đến Hết ranh giới xã Lâm San cũ có hiện trạng là đường
P=1157 | X=0111.410-0214.520 | Y=0659.950-0671.190 | nhựa, bê tông xi măng:
P=1157 | X=0095.060-0106.180 | Y=0667.830-0677.150 | 90
P=1157 | X=0413.900-0430.540 | Y=0667.830-0677.150 | 530
P=1157 | X=0461.690-0478.330 | Y=0667.830-0677.150 | 370
P=1157 | X=0505.390-0522.030 | Y=0667.830-0677.150 | 320
P=1157 | X=0111.410-0342.960 | Y=0677.470-0688.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1157 | X=0111.410-0364.720 | Y=0694.750-0705.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1157 | X=0111.410-0206.360 | Y=0706.290-0717.530 | >500m đến ≤1.000m.
P=1158 | X=0111.410-0334.580 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1158 | X=0111.410-0384.920 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1158 | X=0111.410-0380.630 | Y=0107.780-0119.020 | ra Đường ấp 5 Lâm San - Quảng Thành đoạn từ Đường tỉnh
P=1158 | X=0111.410-0381.580 | Y=0119.330-0130.570 | 765 đến Hết ranh giới xã Lâm San cũ có hiện trạng là đường
P=1158 | X=0111.410-0214.520 | Y=0130.850-0142.090 | nhựa, bê tông xi măng:
P=1158 | X=0095.060-0106.180 | Y=0138.730-0148.050 | 91
P=1158 | X=0413.900-0430.540 | Y=0138.730-0148.050 | 420
P=1158 | X=0461.690-0478.330 | Y=0138.730-0148.050 | 290
P=1158 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 250
P=1158 | X=0111.410-0352.520 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1158 | X=0111.410-0153.550 | Y=0161.530-0170.850 | >1.000m.
P=1158 | X=0111.410-0335.050 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1158 | X=0111.410-0214.390 | Y=0194.930-0206.170 | Đường ấp 3 Lâm San -
P=1158 | X=0303.240-0375.080 | Y=0196.810-0206.130 | Giáp ranh thành
P=1158 | X=0220.630-0290.830 | Y=0200.710-0211.950 | Đường tỉnh 765
P=1158 | X=0095.060-0106.180 | Y=0202.590-0211.910 | 92
P=1158 | X=0405.740-0430.790 | Y=0202.590-0211.910 | 1.400
P=1158 | X=0461.690-0478.330 | Y=0202.590-0211.910 | 980
P=1158 | X=0505.390-0522.030 | Y=0202.590-0211.910 | 840
P=1158 | X=0111.410-0172.700 | Y=0208.350-0217.670 | Quảng Thành
P=1158 | X=0303.240-0378.430 | Y=0208.350-0217.670 | phố Hồ Chí Minh
P=1158 | X=0111.410-0382.060 | Y=0224.230-0235.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 3
P=1158 | X=0111.410-0375.310 | Y=0235.750-0246.990 | Lâm San - Quảng Thành đoạn từ Đường tỉnh 765 đến Giáp
P=1158 | X=0111.410-0383.980 | Y=0247.270-0258.510 | ranh thành phố Hồ Chí Minh có hiện trạng là đường nhựa, bê
P=1158 | X=0095.060-0171.570 | Y=0258.790-0270.230 | 93 tông xi măng:
P=1158 | X=0413.900-0430.540 | Y=0260.910-0270.230 | 700
P=1158 | X=0461.690-0478.330 | Y=0260.910-0270.230 | 490
P=1158 | X=0505.390-0522.030 | Y=0260.910-0270.230 | 420
P=1158 | X=0111.410-0342.490 | Y=0276.310-0287.550 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1158 | X=0111.410-0388.600 | Y=0293.860-0305.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1158 | X=0111.410-0382.060 | Y=0311.620-0322.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 3
P=1158 | X=0111.410-0375.310 | Y=0323.140-0334.380 | Lâm San - Quảng Thành đoạn từ Đường tỉnh 765 đến Giáp
P=1158 | X=0111.410-0383.980 | Y=0334.660-0345.900 | ranh thành phố Hồ Chí Minh có hiện trạng là đường nhựa, bê
P=1158 | X=0111.410-0171.570 | Y=0345.940-0357.180 | tông xi măng:
P=1158 | X=0095.060-0342.960 | Y=0362.700-0374.700 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1158 | X=0413.900-0430.540 | Y=0362.700-0372.020 | 590
P=1158 | X=0461.690-0478.330 | Y=0362.700-0372.020 | 410
P=1158 | X=0505.390-0522.030 | Y=0362.700-0372.020 | 350
P=1158 | X=0111.410-0364.720 | Y=0381.000-0392.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1158 | X=0111.410-0206.360 | Y=0392.520-0403.760 | >500m đến ≤1.000m.
P=1158 | X=0111.410-0334.580 | Y=0410.040-0421.280 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1158 | X=0111.410-0382.060 | Y=0427.800-0439.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 3
P=1158 | X=0111.410-0375.310 | Y=0439.320-0450.560 | Lâm San - Quảng Thành đoạn từ Đường tỉnh 765 đến Giáp
P=1158 | X=0111.410-0383.980 | Y=0450.860-0462.100 | ranh thành phố Hồ Chí Minh có hiện trạng là đường nhựa, bê
P=1158 | X=0111.410-0171.570 | Y=0462.380-0473.620 | tông xi măng:
P=1158 | X=0095.060-0106.180 | Y=0470.260-0479.580 | 95
P=1158 | X=0413.900-0430.540 | Y=0470.260-0479.580 | 470
P=1158 | X=0461.690-0478.330 | Y=0470.260-0479.580 | 330
P=1158 | X=0505.390-0522.030 | Y=0470.260-0479.580 | 280
P=1158 | X=0111.410-0352.520 | Y=0479.900-0491.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1158 | X=0111.410-0153.550 | Y=0493.300-0502.620 | >1.000m.
P=1158 | X=0111.410-0335.050 | Y=0508.940-0520.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1158 | X=0111.410-0384.920 | Y=0526.460-0537.700 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1158 | X=0111.410-0380.630 | Y=0538.010-0549.250 | ra Đường ấp 3 Lâm San - Quảng Thành đoạn từ Đường tỉnh
P=1158 | X=0111.410-0371.230 | Y=0549.530-0560.770 | 765 đến Giáp ranh thành phố Hồ Chí Minh có hiện trạng là
P=1158 | X=0095.060-0247.180 | Y=0561.050-0572.490 | 96 đường nhựa, bê tông xi măng:
P=1158 | X=0413.900-0430.540 | Y=0563.170-0572.490 | 630
P=1158 | X=0461.690-0478.330 | Y=0563.170-0572.490 | 440
P=1158 | X=0505.390-0522.030 | Y=0563.170-0572.490 | 380
P=1158 | X=0111.410-0342.490 | Y=0578.570-0589.810 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1158 | X=0111.410-0388.610 | Y=0596.090-0607.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1158 | X=0111.410-0384.920 | Y=0613.850-0625.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1158 | X=0111.410-0380.630 | Y=0625.390-0636.630 | ra Đường ấp 3 Lâm San - Quảng Thành đoạn từ Đường tỉnh
P=1158 | X=0111.410-0371.230 | Y=0636.910-0648.150 | 765 đến Giáp ranh thành phố Hồ Chí Minh có hiện trạng là
P=1158 | X=0111.410-0247.180 | Y=0648.430-0659.670 | đường nhựa, bê tông xi măng:
P=1158 | X=0095.060-0106.180 | Y=0656.310-0665.630 | 97
P=1158 | X=0413.900-0430.540 | Y=0656.310-0665.630 | 530
P=1158 | X=0461.690-0478.330 | Y=0656.310-0665.630 | 370
P=1158 | X=0505.390-0522.030 | Y=0656.310-0665.630 | 320
P=1158 | X=0111.410-0342.980 | Y=0665.950-0677.190 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1158 | X=0111.410-0364.720 | Y=0683.470-0694.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1158 | X=0111.410-0206.360 | Y=0694.750-0705.990 | >500m đến ≤1.000m.
P=1159 | X=0111.410-0334.580 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1159 | X=0111.410-0384.920 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1159 | X=0111.410-0380.630 | Y=0107.780-0119.020 | ra Đường ấp 3 Lâm San - Quảng Thành đoạn từ Đường tỉnh
P=1159 | X=0111.410-0371.230 | Y=0119.330-0130.570 | 765 đến Giáp ranh thành phố Hồ Chí Minh có hiện trạng là
P=1159 | X=0111.410-0247.180 | Y=0130.850-0142.090 | đường nhựa, bê tông xi măng:
P=1159 | X=0095.060-0106.180 | Y=0138.730-0148.050 | 98
P=1159 | X=0413.900-0430.540 | Y=0138.730-0148.050 | 420
P=1159 | X=0461.690-0478.330 | Y=0138.730-0148.050 | 290
P=1159 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 250
P=1159 | X=0111.410-0352.520 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1159 | X=0111.410-0153.550 | Y=0161.530-0170.850 | >1.000m.
P=1159 | X=0111.410-0335.050 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1159 | X=0111.410-0214.390 | Y=0194.930-0206.170 | Đường ấp 3 Lâm San -
P=1159 | X=0303.240-0377.260 | Y=0196.810-0206.130 | Ngã ba (giáp với
P=1159 | X=0220.630-0297.470 | Y=0200.710-0211.950 | Đường tỉnh 765B
P=1159 | X=0095.060-0106.180 | Y=0202.590-0211.910 | 99
P=1159 | X=0405.740-0430.790 | Y=0202.590-0211.910 | 1.400
P=1159 | X=0461.690-0478.330 | Y=0202.590-0211.910 | 980
P=1159 | X=0505.390-0522.030 | Y=0202.590-0211.910 | 840
P=1159 | X=0303.240-0350.280 | Y=0206.470-0217.710 | đoạn số 1)
P=1159 | X=0111.410-0172.700 | Y=0208.350-0217.670 | Quảng Thành
P=1159 | X=0111.410-0382.060 | Y=0224.230-0235.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 3
P=1159 | X=0111.410-0378.930 | Y=0235.750-0246.990 | Lâm San - Quảng Thành đoạn từ Đường tỉnh 765B đến Ngã
P=1159 | X=0111.410-0383.230 | Y=0247.270-0258.510 | ba (giáp với đoạn số 1) có hiện trạng là đường nhựa, bê tông
P=1159 | X=0092.180-0149.240 | Y=0258.790-0270.230 | 100 xi măng:
P=1159 | X=0413.900-0430.540 | Y=0260.910-0270.230 | 700
P=1159 | X=0461.690-0478.330 | Y=0260.910-0270.230 | 490
P=1159 | X=0505.390-0522.030 | Y=0260.910-0270.230 | 420
P=1159 | X=0111.410-0342.490 | Y=0276.310-0287.550 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1159 | X=0111.410-0388.600 | Y=0293.860-0305.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1159 | X=0111.410-0382.060 | Y=0311.620-0322.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 3
P=1159 | X=0111.410-0378.930 | Y=0323.140-0334.380 | Lâm San - Quảng Thành đoạn từ Đường tỉnh 765B đến Ngã
P=1159 | X=0111.410-0383.230 | Y=0334.660-0345.900 | ba (giáp với đoạn số 1) có hiện trạng là đường nhựa, bê tông
P=1159 | X=0111.410-0149.240 | Y=0345.940-0357.180 | xi măng:
P=1159 | X=0092.180-0342.960 | Y=0362.700-0374.700 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1159 | X=0413.900-0430.540 | Y=0362.700-0372.020 | 590
P=1159 | X=0461.690-0478.330 | Y=0362.700-0372.020 | 410
P=1159 | X=0505.390-0522.030 | Y=0362.700-0372.020 | 350
P=1159 | X=0111.410-0364.720 | Y=0381.000-0392.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1159 | X=0111.410-0206.360 | Y=0392.520-0403.760 | >500m đến ≤1.000m.
P=1159 | X=0111.410-0334.580 | Y=0410.040-0421.280 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1159 | X=0111.410-0382.060 | Y=0427.800-0439.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 3
P=1159 | X=0111.410-0378.930 | Y=0439.320-0450.560 | Lâm San - Quảng Thành đoạn từ Đường tỉnh 765B đến Ngã
P=1159 | X=0111.410-0383.230 | Y=0450.860-0462.100 | ba (giáp với đoạn số 1) có hiện trạng là đường nhựa, bê tông
P=1159 | X=0111.410-0149.240 | Y=0462.380-0473.620 | xi măng:
P=1159 | X=0092.180-0108.820 | Y=0470.260-0479.580 | 102
P=1159 | X=0413.900-0430.540 | Y=0470.260-0479.580 | 470
P=1159 | X=0461.690-0478.330 | Y=0470.260-0479.580 | 330
P=1159 | X=0505.390-0522.030 | Y=0470.260-0479.580 | 280
P=1159 | X=0111.410-0352.520 | Y=0479.900-0491.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1159 | X=0111.410-0153.550 | Y=0493.300-0502.620 | >1.000m.
P=1159 | X=0111.410-0335.050 | Y=0508.940-0520.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1159 | X=0111.410-0384.920 | Y=0526.460-0537.700 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1159 | X=0111.410-0380.630 | Y=0538.010-0549.250 | ra Đường ấp 3 Lâm San - Quảng Thành đoạn từ Đường tỉnh
P=1159 | X=0111.410-0384.940 | Y=0549.530-0560.770 | 765B đến Ngã ba (giáp với đoạn số 1) có hiện trạng là đường
P=1159 | X=0092.180-0214.520 | Y=0561.050-0572.490 | 103 nhựa, bê tông xi măng:
P=1159 | X=0413.900-0430.540 | Y=0563.170-0572.490 | 630
P=1159 | X=0461.690-0478.330 | Y=0563.170-0572.490 | 440
P=1159 | X=0505.390-0522.030 | Y=0563.170-0572.490 | 380
P=1159 | X=0111.410-0342.520 | Y=0578.570-0589.810 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1159 | X=0111.410-0388.600 | Y=0596.090-0607.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1159 | X=0111.410-0384.920 | Y=0613.850-0625.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1159 | X=0111.410-0380.630 | Y=0625.390-0636.630 | ra Đường ấp 3 Lâm San - Quảng Thành đoạn từ Đường tỉnh
P=1159 | X=0111.410-0384.940 | Y=0636.910-0648.150 | 765B đến Ngã ba (giáp với đoạn số 1) có hiện trạng là đường
P=1159 | X=0111.410-0214.520 | Y=0648.430-0659.670 | nhựa, bê tông xi măng:
P=1159 | X=0092.180-0108.820 | Y=0656.310-0665.630 | 104
P=1159 | X=0413.900-0430.540 | Y=0656.310-0665.630 | 530
P=1159 | X=0461.690-0478.330 | Y=0656.310-0665.630 | 370
P=1159 | X=0505.390-0522.030 | Y=0656.310-0665.630 | 320
P=1159 | X=0111.410-0342.960 | Y=0665.950-0677.190 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1159 | X=0111.410-0364.720 | Y=0683.470-0694.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1159 | X=0111.410-0206.360 | Y=0694.750-0705.990 | >500m đến ≤1.000m.
P=1160 | X=0111.410-0334.580 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1160 | X=0111.410-0384.920 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1160 | X=0111.410-0380.630 | Y=0107.780-0119.020 | ra Đường ấp 3 Lâm San - Quảng Thành đoạn từ Đường tỉnh
P=1160 | X=0111.410-0384.940 | Y=0119.330-0130.570 | 765B đến Ngã ba (giáp với đoạn số 1) có hiện trạng là đường
P=1160 | X=0111.410-0214.520 | Y=0130.850-0142.090 | nhựa, bê tông xi măng:
P=1160 | X=0092.180-0108.820 | Y=0138.730-0148.050 | 105
P=1160 | X=0413.900-0430.540 | Y=0138.730-0148.050 | 420
P=1160 | X=0461.690-0478.330 | Y=0138.730-0148.050 | 290
P=1160 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 250
P=1160 | X=0111.410-0352.520 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1160 | X=0111.410-0153.550 | Y=0161.530-0170.850 | >1.000m.
P=1160 | X=0111.410-0335.070 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1160 | X=0220.630-0385.560 | Y=0194.930-0206.170 | Ngã tư Biên Hòa Hết Trường THCS
P=1160 | X=0092.180-0188.220 | Y=0200.710-0211.950 | 106 Đường tỉnh 765B
P=1160 | X=0405.740-0430.790 | Y=0202.590-0211.910 | 1.500
P=1160 | X=0453.530-0478.580 | Y=0202.590-0211.910 | 1.100
P=1160 | X=0505.390-0522.030 | Y=0202.590-0211.910 | 900
P=1160 | X=0220.630-0226.230 | Y=0208.350-0217.670 | 2
P=1160 | X=0303.240-0386.630 | Y=0208.350-0217.670 | Nguyễn Hữu Cảnh
P=1160 | X=0111.410-0378.950 | Y=0224.230-0235.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1160 | X=0111.410-0362.040 | Y=0235.750-0246.990 | 765B đoạn từ Ngã tư Biên Hòa 2 đến Hết Trường THCS
P=1160 | X=0111.410-0373.870 | Y=0247.270-0258.510 | Nguyễn Hữu Cảnh có hiện trạng là đường nhựa, bê tông xi
P=1160 | X=0092.180-0139.410 | Y=0258.790-0270.230 | 107 măng:
P=1160 | X=0413.900-0430.540 | Y=0260.910-0270.230 | 760
P=1160 | X=0461.690-0478.330 | Y=0260.910-0270.230 | 530
P=1160 | X=0505.390-0522.030 | Y=0260.910-0270.230 | 460
P=1160 | X=0111.410-0342.490 | Y=0276.310-0287.550 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1160 | X=0111.410-0388.600 | Y=0293.860-0305.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1160 | X=0111.410-0378.950 | Y=0311.620-0322.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1160 | X=0111.410-0362.060 | Y=0323.140-0334.380 | 765B đoạn từ Ngã tư Biên Hòa 2 đến Hết Trường THCS
P=1160 | X=0111.410-0373.870 | Y=0334.660-0345.900 | Nguyễn Hữu Cảnh có hiện trạng là đường nhựa, bê tông xi
P=1160 | X=0111.410-0139.410 | Y=0345.940-0357.180 | măng:
P=1160 | X=0092.180-0342.960 | Y=0362.700-0374.700 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1160 | X=0413.900-0430.540 | Y=0362.700-0372.020 | 590
P=1160 | X=0461.690-0478.330 | Y=0362.700-0372.020 | 410
P=1160 | X=0505.390-0522.030 | Y=0362.700-0372.020 | 350
P=1160 | X=0111.410-0364.720 | Y=0381.000-0392.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1160 | X=0111.410-0206.360 | Y=0392.520-0403.760 | >500m đến ≤1.000m.
P=1160 | X=0111.410-0334.580 | Y=0410.040-0421.280 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1160 | X=0111.410-0378.950 | Y=0427.800-0439.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1160 | X=0111.410-0362.040 | Y=0439.320-0450.560 | 765B đoạn từ Ngã tư Biên Hòa 2 đến Hết Trường THCS
P=1160 | X=0111.410-0373.870 | Y=0450.860-0462.100 | Nguyễn Hữu Cảnh có hiện trạng là đường nhựa, bê tông xi
P=1160 | X=0111.410-0139.410 | Y=0462.380-0473.620 | măng:
P=1160 | X=0092.180-0108.820 | Y=0470.260-0479.580 | 109
P=1160 | X=0413.900-0430.540 | Y=0470.260-0479.580 | 470
P=1160 | X=0461.690-0478.330 | Y=0470.260-0479.580 | 330
P=1160 | X=0505.390-0522.030 | Y=0470.260-0479.580 | 280
P=1160 | X=0111.410-0352.520 | Y=0479.900-0491.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1160 | X=0111.410-0153.550 | Y=0493.300-0502.620 | >1.000m.
P=1160 | X=0111.410-0335.050 | Y=0508.940-0520.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1160 | X=0111.410-0384.920 | Y=0526.460-0537.700 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1160 | X=0111.410-0360.550 | Y=0538.010-0549.250 | ra Đường tỉnh 765B đoạn từ Ngã tư Biên Hòa 2 đến Hết
