TABLE=044 | AREA=Xã Phú Vinh | SECTION=non-agricultural | SEGMENTS=1
P=1537 | X=0111.410-0335.050 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1537 | X=0111.410-0384.920 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1537 | X=0111.410-0361.640 | Y=0241.510-0252.750 | ra Đường ấp 1 xã Phú Vinh đoạn còn lại có hiện trạng là
P=1537 | X=0111.410-0247.180 | Y=0253.030-0264.270 | đường nhựa, bê tông xi măng:
P=1537 | X=0095.060-0106.180 | Y=0260.910-0270.230 | 82
P=1537 | X=0413.900-0430.540 | Y=0260.910-0270.230 | 230
P=1537 | X=0461.690-0478.330 | Y=0260.910-0270.230 | 160
P=1537 | X=0505.390-0522.030 | Y=0260.910-0270.230 | 140
P=1537 | X=0111.410-0342.490 | Y=0270.550-0281.790 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1537 | X=0111.410-0388.600 | Y=0288.100-0299.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1537 | X=0111.410-0384.920 | Y=0305.860-0317.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1537 | X=0111.410-0361.640 | Y=0317.380-0328.620 | ra Đường ấp 1 xã Phú Vinh đoạn còn lại có hiện trạng là
P=1537 | X=0111.410-0247.180 | Y=0328.900-0340.140 | đường nhựa, bê tông xi măng:
P=1537 | X=0095.060-0342.960 | Y=0346.420-0360.500 | 83 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1537 | X=0413.900-0430.540 | Y=0351.180-0360.500 | 200
P=1537 | X=0461.690-0478.330 | Y=0351.180-0360.500 | 140
P=1537 | X=0505.390-0522.030 | Y=0351.180-0360.500 | 120
P=1537 | X=0111.410-0364.720 | Y=0363.700-0374.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1537 | X=0111.410-0206.360 | Y=0375.240-0386.480 | >500m đến ≤1.000m.
P=1537 | X=0111.410-0334.580 | Y=0392.760-0404.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1537 | X=0111.410-0384.920 | Y=0410.520-0421.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1537 | X=0111.410-0361.640 | Y=0422.040-0433.280 | ra Đường ấp 1 xã Phú Vinh đoạn còn lại có hiện trạng là
P=1537 | X=0111.410-0247.180 | Y=0433.560-0444.800 | đường nhựa, bê tông xi măng:
P=1537 | X=0095.060-0106.180 | Y=0447.200-0456.520 | 84
P=1537 | X=0413.900-0430.540 | Y=0447.200-0456.520 | 150
P=1537 | X=0461.690-0478.330 | Y=0447.200-0456.520 | 110
P=1537 | X=0511.150-0522.270 | Y=0447.200-0456.520 | 90
P=1537 | X=0111.410-0352.520 | Y=0451.100-0462.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1537 | X=0111.410-0153.560 | Y=0464.500-0473.820 | >1.000m.
P=1537 | X=0111.410-0335.050 | Y=0480.140-0491.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1537 | X=0111.410-0201.030 | Y=0497.900-0509.140 | Đường Nguyễn Văn
P=1537 | X=0303.960-0376.500 | Y=0499.780-0509.100 | Hết ranh xã Phú
P=1537 | X=0095.060-0106.180 | Y=0505.540-0514.860 | 85
P=1537 | X=0221.590-0270.180 | Y=0505.540-0514.860 | Quốc lộ 20
P=1537 | X=0405.740-0430.790 | Y=0505.540-0514.860 | 3.700
P=1537 | X=0453.530-0478.580 | Y=0505.540-0514.860 | 2.600
P=1537 | X=0497.230-0522.280 | Y=0505.540-0514.860 | 2.200
P=1537 | X=0111.410-0130.450 | Y=0511.300-0520.620 | Linh
P=1537 | X=0303.960-0324.200 | Y=0511.300-0520.620 | Vinh
P=1537 | X=0111.410-0359.730 | Y=0527.180-0538.420 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1537 | X=0111.410-0371.230 | Y=0538.490-0549.730 | Nguyễn Văn Linh đoạn từ Quốc lộ 20 đến Hết ranh xã Phú
P=1537 | X=0111.410-0341.060 | Y=0550.010-0561.250 | Vinh có hiện trạng là đường nhựa, bê tông xi măng:
P=1537 | X=0095.060-0106.180 | Y=0557.890-0567.210 | 86
P=1537 | X=0405.740-0430.790 | Y=0557.890-0567.210 | 2.000
P=1537 | X=0453.530-0478.580 | Y=0557.890-0567.210 | 1.400
P=1537 | X=0497.230-0522.280 | Y=0557.890-0567.210 | 1.200
P=1537 | X=0111.410-0342.490 | Y=0567.530-0578.770 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1537 | X=0111.410-0388.600 | Y=0585.050-0596.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1537 | X=0111.410-0359.730 | Y=0602.810-0614.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1537 | X=0111.410-0371.230 | Y=0614.330-0625.570 | Nguyễn Văn Linh đoạn từ Quốc lộ 20 đến Hết ranh xã Phú
P=1537 | X=0111.410-0341.060 | Y=0625.870-0637.110 | Vinh có hiện trạng là đường nhựa, bê tông xi măng:
P=1537 | X=0095.060-0342.960 | Y=0643.390-0657.470 | 87 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1537 | X=0405.740-0430.790 | Y=0648.150-0657.470 | 1.200
P=1537 | X=0461.690-0478.330 | Y=0648.150-0657.470 | 840
P=1537 | X=0505.390-0522.030 | Y=0648.150-0657.470 | 720
P=1537 | X=0111.410-0364.720 | Y=0660.910-0672.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1537 | X=0111.410-0206.360 | Y=0672.430-0683.670 | >500m đến ≤1.000m.
P=1537 | X=0111.410-0334.580 | Y=0689.950-0701.190 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1537 | X=0095.060-0359.730 | Y=0707.730-0718.970 | 88 Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=1537 | X=0413.900-0430.540 | Y=0709.620-0718.940 | 560
P=1537 | X=0461.690-0478.330 | Y=0709.620-0718.940 | 390
P=1537 | X=0505.390-0522.030 | Y=0709.620-0718.940 | 340
P=1538 | X=0111.410-0371.230 | Y=0072.500-0083.740 | Nguyễn Văn Linh đoạn từ Quốc lộ 20 đến Hết ranh xã Phú
P=1538 | X=0111.410-0341.060 | Y=0084.020-0095.260 | Vinh có hiện trạng là đường nhựa, bê tông xi măng:
P=1538 | X=0111.410-0352.520 | Y=0101.540-0112.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1538 | X=0111.410-0153.550 | Y=0114.940-0124.260 | >1.000m.
P=1538 | X=0111.410-0335.050 | Y=0130.610-0141.850 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1538 | X=0111.410-0384.920 | Y=0148.370-0159.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1538 | X=0111.410-0383.500 | Y=0159.650-0170.890 | ra Đường Nguyễn Văn Linh đoạn từ Quốc lộ 20 đến Hết ranh
P=1538 | X=0111.410-0374.680 | Y=0171.170-0182.410 | xã Phú Vinh có hiện trạng là đường nhựa, bê tông xi măng:
P=1538 | X=0095.060-0106.180 | Y=0179.050-0188.370 | 89
P=1538 | X=0405.740-0430.790 | Y=0179.050-0188.370 | 1.800
P=1538 | X=0453.530-0478.580 | Y=0179.050-0188.370 | 1.300
P=1538 | X=0497.230-0522.280 | Y=0179.050-0188.370 | 1.100
P=1538 | X=0111.410-0342.520 | Y=0188.690-0199.930 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1538 | X=0111.410-0388.600 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1538 | X=0111.410-0384.920 | Y=0223.990-0235.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1538 | X=0111.410-0383.500 | Y=0235.510-0246.750 | ra Đường Nguyễn Văn Linh đoạn từ Quốc lộ 20 đến Hết ranh
P=1538 | X=0111.410-0374.700 | Y=0247.030-0258.270 | xã Phú Vinh có hiện trạng là đường nhựa, bê tông xi măng:
P=1538 | X=0095.060-0342.960 | Y=0264.550-0278.630 | 90 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1538 | X=0405.740-0430.790 | Y=0269.310-0278.630 | 1.100
P=1538 | X=0461.690-0478.330 | Y=0269.310-0278.630 | 770
P=1538 | X=0505.390-0522.030 | Y=0269.310-0278.630 | 660
P=1538 | X=0111.410-0364.720 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1538 | X=0111.410-0206.360 | Y=0293.620-0304.860 | >500m đến ≤1.000m.
P=1538 | X=0111.410-0334.580 | Y=0311.140-0322.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1538 | X=0111.410-0384.920 | Y=0328.900-0340.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1538 | X=0111.410-0383.500 | Y=0340.420-0351.660 | ra Đường Nguyễn Văn Linh đoạn từ Quốc lộ 20 đến Hết ranh
P=1538 | X=0111.410-0374.680 | Y=0351.700-0362.940 | xã Phú Vinh có hiện trạng là đường nhựa, bê tông xi măng:
P=1538 | X=0095.060-0106.180 | Y=0365.340-0374.660 | 91
P=1538 | X=0413.900-0430.540 | Y=0365.340-0374.660 | 500
P=1538 | X=0461.690-0478.330 | Y=0365.340-0374.660 | 350
P=1538 | X=0505.390-0522.030 | Y=0365.340-0374.660 | 300
P=1538 | X=0111.410-0352.520 | Y=0369.240-0380.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1538 | X=0111.410-0153.550 | Y=0382.640-0391.960 | >1.000m.
P=1538 | X=0111.410-0335.050 | Y=0398.280-0409.520 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1538 | X=0111.410-0218.710 | Y=0416.040-0427.280 | Đường Phú Vinh - Ngọc
P=1538 | X=0303.960-0383.020 | Y=0417.920-0427.240 | Hết ranh chợ Phú
P=1538 | X=0095.060-0106.180 | Y=0423.680-0433.000 | 92
P=1538 | X=0221.590-0270.180 | Y=0423.680-0433.000 | Quốc lộ 20
P=1538 | X=0405.740-0430.790 | Y=0423.680-0433.000 | 3.300
P=1538 | X=0453.530-0478.580 | Y=0423.680-0433.000 | 2.300
P=1538 | X=0497.230-0522.280 | Y=0423.680-0433.000 | 2.000
P=1538 | X=0111.410-0132.130 | Y=0427.560-0438.800 | Định
P=1538 | X=0303.960-0324.200 | Y=0429.440-0438.760 | Vinh
P=1538 | X=0111.410-0380.360 | Y=0445.320-0456.560 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1538 | X=0111.410-0376.780 | Y=0456.860-0468.100 | Vinh - Ngọc Định đoạn từ Quốc lộ 20 đến Hết ranh chợ Phú
P=1538 | X=0111.410-0341.060 | Y=0468.380-0479.620 | Vinh có hiện trạng là đường nhựa, bê tông xi măng:
P=1538 | X=0095.060-0106.180 | Y=0476.260-0485.580 | 93
P=1538 | X=0405.740-0430.790 | Y=0476.260-0485.580 | 1.500
P=1538 | X=0453.530-0478.580 | Y=0476.260-0485.580 | 1.100
P=1538 | X=0505.390-0522.030 | Y=0476.260-0485.580 | 900
P=1538 | X=0111.410-0342.500 | Y=0485.900-0497.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1538 | X=0111.410-0388.600 | Y=0503.420-0514.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1538 | X=0111.410-0380.360 | Y=0521.180-0532.420 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1538 | X=0111.410-0376.780 | Y=0532.490-0543.730 | Vinh - Ngọc Định đoạn từ Quốc lộ 20 đến Hết ranh chợ Phú
P=1538 | X=0111.410-0341.080 | Y=0544.010-0555.250 | Vinh có hiện trạng là đường nhựa, bê tông xi măng:
P=1538 | X=0095.060-0342.960 | Y=0561.530-0575.850 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1538 | X=0405.740-0430.790 | Y=0566.530-0575.850 | 1.000
P=1538 | X=0461.690-0478.330 | Y=0566.530-0575.850 | 700
P=1538 | X=0505.390-0522.030 | Y=0566.530-0575.850 | 600
P=1538 | X=0111.410-0364.720 | Y=0579.050-0590.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1538 | X=0111.410-0206.360 | Y=0590.570-0601.810 | >500m đến ≤1.000m.
P=1538 | X=0111.410-0334.580 | Y=0608.090-0619.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1538 | X=0111.410-0380.360 | Y=0625.870-0637.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1538 | X=0111.410-0376.780 | Y=0637.390-0648.630 | Vinh - Ngọc Định đoạn từ Quốc lộ 20 đến Hết ranh chợ Phú
P=1538 | X=0111.410-0341.060 | Y=0648.910-0660.150 | Vinh có hiện trạng là đường nhựa, bê tông xi măng:
P=1538 | X=0095.060-0106.180 | Y=0662.550-0671.870 | 95
P=1538 | X=0413.900-0430.540 | Y=0662.550-0671.870 | 740
P=1538 | X=0461.690-0478.330 | Y=0662.550-0671.870 | 520
P=1538 | X=0505.390-0522.030 | Y=0662.550-0671.870 | 440
P=1538 | X=0111.410-0352.520 | Y=0666.430-0677.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1538 | X=0111.410-0153.550 | Y=0679.830-0689.150 | >1.000m.
P=1538 | X=0111.410-0335.050 | Y=0695.470-0706.710 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1539 | X=0111.410-0384.920 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1539 | X=0111.410-0379.990 | Y=0090.020-0101.260 | ra Đường Phú Vinh - Ngọc Định đoạn từ Quốc lộ 20 đến Hết
P=1539 | X=0111.410-0373.630 | Y=0101.540-0112.780 | ranh chợ Phú Vinh có hiện trạng là đường nhựa, bê tông xi
P=1539 | X=0095.060-0139.410 | Y=0113.060-0124.500 | 96 măng:
P=1539 | X=0405.740-0430.790 | Y=0115.180-0124.500 | 1.400
P=1539 | X=0461.690-0478.330 | Y=0115.180-0124.500 | 980
P=1539 | X=0505.390-0522.030 | Y=0115.180-0124.500 | 840
P=1539 | X=0111.410-0342.490 | Y=0130.610-0141.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1539 | X=0111.410-0388.620 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1539 | X=0111.410-0384.920 | Y=0165.650-0176.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1539 | X=0111.410-0379.990 | Y=0177.170-0188.410 | ra Đường Phú Vinh - Ngọc Định đoạn từ Quốc lộ 20 đến Hết
P=1539 | X=0111.410-0373.630 | Y=0188.690-0199.930 | ranh chợ Phú Vinh có hiện trạng là đường nhựa, bê tông xi
P=1539 | X=0111.410-0139.410 | Y=0200.230-0211.470 | măng:
P=1539 | X=0095.060-0342.960 | Y=0216.990-0228.990 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1539 | X=0413.900-0430.540 | Y=0216.990-0226.310 | 900
P=1539 | X=0461.690-0478.330 | Y=0216.990-0226.310 | 630
P=1539 | X=0505.390-0522.030 | Y=0216.990-0226.310 | 540
P=1539 | X=0111.410-0364.720 | Y=0235.270-0246.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1539 | X=0111.410-0206.360 | Y=0246.790-0258.030 | >500m đến ≤1.000m.
P=1539 | X=0111.410-0334.580 | Y=0264.310-0275.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1539 | X=0111.410-0384.920 | Y=0282.100-0293.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1539 | X=0111.410-0379.990 | Y=0293.620-0304.860 | ra Đường Phú Vinh - Ngọc Định đoạn từ Quốc lộ 20 đến Hết
P=1539 | X=0111.410-0373.630 | Y=0305.140-0316.380 | ranh chợ Phú Vinh có hiện trạng là đường nhựa, bê tông xi
P=1539 | X=0111.410-0139.410 | Y=0316.660-0327.900 | măng:
P=1539 | X=0095.060-0106.180 | Y=0324.540-0333.860 | 98
P=1539 | X=0413.900-0430.540 | Y=0324.540-0333.860 | 670
P=1539 | X=0461.690-0478.330 | Y=0324.540-0333.860 | 470
P=1539 | X=0505.390-0522.030 | Y=0324.540-0333.860 | 400
P=1539 | X=0111.410-0352.520 | Y=0333.940-0345.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1539 | X=0111.410-0153.550 | Y=0347.340-0356.660 | >1.000m.
P=1539 | X=0111.410-0335.050 | Y=0362.980-0374.220 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1539 | X=0111.410-0387.580 | Y=0380.760-0392.000 | Đường Phú Vinh - Ngọc Hết ranh chợ Phú Ngã ba đường liên
P=1539 | X=0095.060-0106.180 | Y=0388.400-0397.720 | 99
P=1539 | X=0405.740-0430.810 | Y=0388.400-0397.720 | 1.700
P=1539 | X=0453.530-0478.580 | Y=0388.400-0397.720 | 1.200
P=1539 | X=0497.230-0522.280 | Y=0388.400-0397.720 | 1.000
P=1539 | X=0111.410-0132.130 | Y=0392.280-0403.520 | Định
P=1539 | X=0303.960-0332.370 | Y=0392.280-0403.520 | ấp 4-5
P=1539 | X=0221.590-0241.830 | Y=0394.160-0403.480 | Vinh
P=1539 | X=0111.410-0380.360 | Y=0410.040-0421.280 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1539 | X=0111.410-0383.250 | Y=0421.560-0432.800 | Vinh - Ngọc Định đoạn từ Hết ranh chợ Phú Vinh đến Ngã ba
P=1539 | X=0111.410-0370.040 | Y=0433.080-0444.320 | đường liên ấp 4-5 có hiện trạng là đường nhựa, bê tông xi
P=1539 | X=0092.180-0139.410 | Y=0444.600-0456.040 | 100 măng:
P=1539 | X=0413.900-0430.540 | Y=0446.720-0456.040 | 780
P=1539 | X=0461.690-0478.330 | Y=0446.720-0456.040 | 550
P=1539 | X=0505.390-0522.030 | Y=0446.720-0456.040 | 470
P=1539 | X=0111.410-0342.490 | Y=0462.140-0473.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1539 | X=0111.410-0388.600 | Y=0479.660-0490.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1539 | X=0111.410-0380.360 | Y=0497.420-0508.660 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1539 | X=0111.410-0383.250 | Y=0508.940-0520.180 | Vinh - Ngọc Định đoạn từ Hết ranh chợ Phú Vinh đến Ngã ba
P=1539 | X=0111.410-0370.040 | Y=0520.220-0531.460 | đường liên ấp 4-5 có hiện trạng là đường nhựa, bê tông xi
P=1539 | X=0111.410-0139.410 | Y=0531.740-0542.980 | măng:
P=1539 | X=0092.180-0342.960 | Y=0548.530-0560.530 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1539 | X=0413.900-0430.540 | Y=0548.530-0557.850 | 390
P=1539 | X=0461.690-0478.330 | Y=0548.530-0557.850 | 270
P=1539 | X=0505.390-0522.030 | Y=0548.530-0557.850 | 230
P=1539 | X=0111.410-0364.720 | Y=0566.810-0578.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1539 | X=0111.410-0206.360 | Y=0578.330-0589.570 | >500m đến ≤1.000m.
P=1539 | X=0111.410-0334.580 | Y=0595.850-0607.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1539 | X=0111.410-0380.360 | Y=0613.610-0624.850 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1539 | X=0111.410-0383.250 | Y=0625.150-0636.390 | Vinh - Ngọc Định đoạn từ Hết ranh chợ Phú Vinh đến Ngã ba
P=1539 | X=0111.410-0370.040 | Y=0636.670-0647.910 | đường liên ấp 4-5 có hiện trạng là đường nhựa, bê tông xi
P=1539 | X=0111.410-0139.410 | Y=0648.190-0659.430 | măng:
P=1539 | X=0092.180-0108.820 | Y=0656.070-0665.390 | 102
P=1539 | X=0413.900-0430.540 | Y=0656.070-0665.390 | 260
P=1539 | X=0461.690-0478.330 | Y=0656.070-0665.390 | 180
P=1539 | X=0505.390-0522.030 | Y=0656.070-0665.390 | 160
P=1539 | X=0111.410-0352.520 | Y=0665.710-0676.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1539 | X=0111.410-0153.550 | Y=0679.110-0688.430 | >1.000m.
P=1539 | X=0111.410-0335.050 | Y=0694.510-0705.750 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1540 | X=0111.410-0384.920 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1540 | X=0111.410-0372.700 | Y=0090.020-0101.260 | ra Đường Phú Vinh - Ngọc Định đoạn từ Hết ranh chợ Phú
P=1540 | X=0111.410-0372.220 | Y=0101.540-0112.780 | Vinh đến Ngã ba đường liên ấp 4-5 có hiện trạng là đường
P=1540 | X=0092.180-0214.520 | Y=0113.060-0124.500 | 103 nhựa, bê tông xi măng:
P=1540 | X=0413.900-0430.540 | Y=0115.180-0124.500 | 700
P=1540 | X=0461.690-0478.330 | Y=0115.180-0124.500 | 490
P=1540 | X=0505.390-0522.030 | Y=0115.180-0124.500 | 420
P=1540 | X=0111.410-0342.490 | Y=0130.610-0141.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1540 | X=0111.410-0388.610 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1540 | X=0111.410-0384.920 | Y=0165.650-0176.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1540 | X=0111.410-0372.700 | Y=0177.170-0188.410 | ra Đường Phú Vinh - Ngọc Định đoạn từ Hết ranh chợ Phú
P=1540 | X=0111.410-0372.220 | Y=0188.690-0199.930 | Vinh đến Ngã ba đường liên ấp 4-5 có hiện trạng là đường
P=1540 | X=0111.410-0214.520 | Y=0200.230-0211.470 | nhựa, bê tông xi măng:
P=1540 | X=0092.180-0342.960 | Y=0216.990-0228.990 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1540 | X=0413.900-0430.540 | Y=0216.990-0226.310 | 350
P=1540 | X=0461.690-0478.330 | Y=0216.990-0226.310 | 250
P=1540 | X=0505.390-0522.030 | Y=0216.990-0226.310 | 210
P=1540 | X=0111.410-0364.720 | Y=0235.270-0246.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1540 | X=0111.410-0206.360 | Y=0246.790-0258.030 | >500m đến ≤1.000m.
P=1540 | X=0111.410-0334.580 | Y=0264.310-0275.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1540 | X=0111.410-0384.920 | Y=0282.100-0293.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1540 | X=0111.410-0372.700 | Y=0293.620-0304.860 | ra Đường Phú Vinh - Ngọc Định đoạn từ Hết ranh chợ Phú
P=1540 | X=0111.410-0372.220 | Y=0305.140-0316.380 | Vinh đến Ngã ba đường liên ấp 4-5 có hiện trạng là đường
P=1540 | X=0111.410-0214.520 | Y=0316.660-0327.900 | nhựa, bê tông xi măng:
P=1540 | X=0092.180-0108.820 | Y=0324.540-0333.860 | 105
P=1540 | X=0413.900-0430.540 | Y=0324.540-0333.860 | 230
P=1540 | X=0461.690-0478.330 | Y=0324.540-0333.860 | 160
P=1540 | X=0505.390-0522.030 | Y=0324.540-0333.860 | 140
P=1540 | X=0111.410-0352.520 | Y=0333.940-0345.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1540 | X=0111.410-0153.550 | Y=0347.340-0356.660 | >1.000m.
P=1540 | X=0111.410-0335.050 | Y=0362.980-0374.220 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1540 | X=0111.410-0286.750 | Y=0380.760-0392.000 | Đường Phú Vinh - Ngọc Ngã ba đường
P=1540 | X=0303.960-0390.220 | Y=0380.760-0392.000 | Đường Suối Soong
P=1540 | X=0092.180-0108.820 | Y=0388.400-0397.720 | 106
P=1540 | X=0413.900-0430.540 | Y=0388.400-0397.720 | 650
P=1540 | X=0461.690-0478.330 | Y=0388.400-0397.720 | 460
P=1540 | X=0505.390-0522.030 | Y=0388.400-0397.720 | 390
P=1540 | X=0111.410-0132.130 | Y=0392.280-0403.520 | Định
P=1540 | X=0221.590-0268.510 | Y=0392.280-0403.520 | liên ấp 4-5
P=1540 | X=0303.960-0309.560 | Y=0394.160-0403.480 | 2
P=1540 | X=0111.410-0380.360 | Y=0410.040-0421.280 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1540 | X=0111.410-0360.950 | Y=0421.560-0432.800 | Vinh - Ngọc Định đoạn từ Ngã ba đường liên ấp 4-5 đến
P=1540 | X=0111.410-0384.920 | Y=0433.080-0444.320 | Đường Suối Soong 2 có hiện trạng là đường nhựa, bê tông xi
P=1540 | X=0092.180-0139.410 | Y=0444.600-0456.040 | 107 măng:
P=1540 | X=0413.900-0430.540 | Y=0446.720-0456.040 | 390
P=1540 | X=0461.690-0478.330 | Y=0446.720-0456.040 | 270
P=1540 | X=0505.390-0522.030 | Y=0446.720-0456.040 | 230
P=1540 | X=0111.410-0342.490 | Y=0462.140-0473.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1540 | X=0111.410-0388.600 | Y=0479.660-0490.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1540 | X=0111.410-0380.360 | Y=0497.420-0508.660 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1540 | X=0111.410-0360.950 | Y=0508.940-0520.180 | Vinh - Ngọc Định đoạn từ Ngã ba đường liên ấp 4-5 đến
P=1540 | X=0111.410-0384.920 | Y=0520.220-0531.460 | Đường Suối Soong 2 có hiện trạng là đường nhựa, bê tông xi
P=1540 | X=0111.410-0139.410 | Y=0531.740-0542.980 | măng:
P=1540 | X=0092.180-0342.960 | Y=0548.530-0560.530 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1540 | X=0413.900-0430.540 | Y=0548.530-0557.850 | 260
P=1540 | X=0461.690-0478.330 | Y=0548.530-0557.850 | 180
P=1540 | X=0505.390-0522.030 | Y=0548.530-0557.850 | 160
P=1540 | X=0111.410-0364.720 | Y=0566.810-0578.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1540 | X=0111.410-0206.360 | Y=0578.330-0589.570 | >500m đến ≤1.000m.
P=1540 | X=0111.410-0334.580 | Y=0595.850-0607.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1540 | X=0111.410-0380.360 | Y=0613.610-0624.850 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1540 | X=0111.410-0360.950 | Y=0625.150-0636.390 | Vinh - Ngọc Định đoạn từ Ngã ba đường liên ấp 4-5 đến
P=1540 | X=0111.410-0384.920 | Y=0636.670-0647.910 | Đường Suối Soong 2 có hiện trạng là đường nhựa, bê tông xi
P=1540 | X=0111.410-0139.410 | Y=0648.190-0659.430 | măng:
P=1540 | X=0092.180-0108.820 | Y=0656.070-0665.390 | 109
P=1540 | X=0413.900-0430.540 | Y=0656.070-0665.390 | 140
P=1540 | X=0461.690-0478.330 | Y=0656.070-0665.390 | 100
P=1540 | X=0511.150-0522.270 | Y=0656.070-0665.390 | 80
P=1540 | X=0111.410-0352.520 | Y=0665.710-0676.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
