TABLE=046 | AREA=Xã Phú Hòa | SECTION=non-agricultural | SEGMENTS=1
P=1574 | X=0111.170-0389.030 | Y=0369.480-0380.720 | ba Phú Lợi - Phú Hòa (cũ) đoạn từ Hết UBND xã Phú Hòa đến
P=1574 | X=0111.170-0380.350 | Y=0381.000-0392.240 | Hết cây xăng Phú Hòa có hiện trạng là đường nhựa, bê tông
P=1574 | X=0111.170-0149.000 | Y=0392.520-0403.760 | xi măng:
P=1574 | X=0094.820-0105.940 | Y=0400.400-0409.720 | 81
P=1574 | X=0413.660-0430.300 | Y=0400.400-0409.720 | 190
P=1574 | X=0461.450-0478.090 | Y=0400.400-0409.720 | 130
P=1574 | X=0505.390-0522.030 | Y=0400.400-0409.720 | 110
P=1574 | X=0111.170-0352.280 | Y=0410.040-0421.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1574 | X=0111.170-0153.310 | Y=0423.440-0432.760 | >1.000m.
P=1574 | X=0111.170-0334.830 | Y=0439.080-0450.320 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1574 | X=0111.170-0384.680 | Y=0456.860-0468.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1574 | X=0111.170-0380.110 | Y=0468.380-0479.620 | ra Đường ngã ba Phú Lợi - Phú Hòa (cũ) đoạn từ Hết UBND
P=1574 | X=0111.170-0389.740 | Y=0479.900-0491.140 | xã Phú Hòa đến Hết cây xăng Phú Hòa có hiện trạng là đường
P=1574 | X=0094.820-0214.280 | Y=0491.420-0502.860 | 82 nhựa, bê tông xi măng:
P=1574 | X=0413.660-0430.300 | Y=0493.540-0502.860 | 290
P=1574 | X=0461.450-0478.090 | Y=0493.540-0502.860 | 200
P=1574 | X=0505.390-0522.030 | Y=0493.540-0502.860 | 170
P=1574 | X=0111.170-0342.260 | Y=0508.940-0520.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1574 | X=0111.170-0388.360 | Y=0526.220-0537.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1574 | X=0111.170-0384.680 | Y=0544.010-0555.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1574 | X=0111.170-0380.110 | Y=0555.530-0566.770 | ra Đường ngã ba Phú Lợi - Phú Hòa (cũ) đoạn từ Hết UBND
P=1574 | X=0111.170-0389.750 | Y=0567.050-0578.290 | xã Phú Hòa đến Hết cây xăng Phú Hòa có hiện trạng là đường
P=1574 | X=0111.170-0214.280 | Y=0578.570-0589.810 | nhựa, bê tông xi măng:
P=1574 | X=0094.820-0342.720 | Y=0595.330-0607.330 | 83 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1574 | X=0413.660-0430.300 | Y=0595.330-0604.650 | 230
P=1574 | X=0461.450-0478.090 | Y=0595.330-0604.650 | 160
P=1574 | X=0505.390-0522.030 | Y=0595.330-0604.650 | 140
P=1574 | X=0111.170-0364.480 | Y=0613.610-0624.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1574 | X=0111.170-0206.120 | Y=0625.150-0636.390 | >500m đến ≤1.000m.
P=1574 | X=0111.170-0334.340 | Y=0642.670-0653.910 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1574 | X=0111.170-0384.680 | Y=0660.430-0671.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1574 | X=0111.170-0380.110 | Y=0671.950-0683.190 | ra Đường ngã ba Phú Lợi - Phú Hòa (cũ) đoạn từ Hết UBND
P=1574 | X=0094.820-0105.940 | Y=0679.590-0688.910 | 84
P=1574 | X=0413.660-0430.300 | Y=0679.590-0688.910 | 170
P=1574 | X=0461.450-0478.090 | Y=0679.590-0688.910 | 120
P=1574 | X=0505.390-0522.030 | Y=0679.590-0688.910 | 100
P=1574 | X=0111.170-0389.740 | Y=0683.470-0694.710 | xã Phú Hòa đến Hết cây xăng Phú Hòa có hiện trạng là đường
P=1574 | X=0111.170-0214.280 | Y=0694.750-0705.990 | nhựa, bê tông xi măng:
P=1575 | X=0111.170-0352.280 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1575 | X=0111.170-0153.310 | Y=0091.900-0101.220 | >1.000m.
P=1575 | X=0111.170-0334.830 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1575 | X=0111.170-0198.160 | Y=0125.330-0136.570 | Đường liên xã Định
P=1575 | X=0304.200-0389.970 | Y=0125.330-0136.570 | Đường ngã ba Phú
P=1575 | X=0223.270-0280.710 | Y=0127.210-0136.530 | Giáp ranh xã
P=1575 | X=0094.820-0105.940 | Y=0132.970-0142.290 | 85
P=1575 | X=0413.660-0430.300 | Y=0132.970-0142.290 | 680
P=1575 | X=0461.450-0478.090 | Y=0132.970-0142.290 | 480
P=1575 | X=0505.390-0522.030 | Y=0132.970-0142.290 | 410
P=1575 | X=0223.270-0271.380 | Y=0136.850-0148.090 | Định Quán
P=1575 | X=0111.170-0183.730 | Y=0138.730-0148.050 | Quán - Phú Hòa
P=1575 | X=0304.200-0366.440 | Y=0138.730-0148.050 | Lợi - Phú Hòa
P=1575 | X=0111.170-0377.950 | Y=0154.610-0165.850 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên
P=1575 | X=0111.170-0387.590 | Y=0166.130-0177.370 | xã Định Quán - Phú Hòa đoạn từ Giáp ranh xã Định Quán đến
P=1575 | X=0111.170-0365.500 | Y=0177.410-0188.650 | Đường ngã ba Phú Lợi - Phú Hòa có hiện trạng là đường
P=1575 | X=0094.820-0214.280 | Y=0188.930-0200.370 | 86 nhựa, bê tông xi măng:
P=1575 | X=0413.660-0430.300 | Y=0191.050-0200.370 | 330
P=1575 | X=0461.450-0478.090 | Y=0191.050-0200.370 | 230
P=1575 | X=0505.390-0522.030 | Y=0191.050-0200.370 | 200
P=1575 | X=0111.170-0342.250 | Y=0206.470-0217.710 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1575 | X=0111.170-0388.360 | Y=0223.990-0235.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1575 | X=0111.170-0377.950 | Y=0241.750-0252.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên
P=1575 | X=0111.170-0387.590 | Y=0253.270-0264.510 | xã Định Quán - Phú Hòa đoạn từ Giáp ranh xã Định Quán đến
P=1575 | X=0111.170-0365.500 | Y=0264.790-0276.030 | Đường ngã ba Phú Lợi - Phú Hòa có hiện trạng là đường
P=1575 | X=0111.170-0214.280 | Y=0276.310-0287.550 | nhựa, bê tông xi măng:
P=1575 | X=0094.820-0342.720 | Y=0292.860-0305.100 | 87 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1575 | X=0413.660-0430.300 | Y=0292.860-0302.180 | 230
P=1575 | X=0461.450-0478.090 | Y=0292.860-0302.180 | 160
P=1575 | X=0505.390-0522.030 | Y=0292.860-0302.180 | 140
P=1575 | X=0111.170-0364.480 | Y=0311.380-0322.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1575 | X=0111.170-0206.120 | Y=0322.900-0334.140 | >500m đến ≤1.000m.
P=1575 | X=0111.170-0334.340 | Y=0340.420-0351.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1575 | X=0111.170-0377.950 | Y=0357.940-0369.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên
P=1575 | X=0111.170-0387.590 | Y=0369.480-0380.720 | xã Định Quán - Phú Hòa đoạn từ Giáp ranh xã Định Quán đến
P=1575 | X=0111.170-0365.500 | Y=0381.000-0392.240 | Đường ngã ba Phú Lợi - Phú Hòa có hiện trạng là đường
P=1575 | X=0111.170-0214.280 | Y=0392.520-0403.760 | nhựa, bê tông xi măng:
P=1575 | X=0094.820-0105.940 | Y=0400.400-0409.720 | 88
P=1575 | X=0413.660-0430.300 | Y=0400.400-0409.720 | 190
P=1575 | X=0461.450-0478.090 | Y=0400.400-0409.720 | 130
P=1575 | X=0505.390-0522.030 | Y=0400.400-0409.720 | 110
P=1575 | X=0111.170-0352.280 | Y=0410.040-0421.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1575 | X=0111.170-0153.310 | Y=0423.440-0432.760 | >1.000m.
P=1575 | X=0111.170-0334.810 | Y=0439.080-0450.320 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1575 | X=0111.170-0384.680 | Y=0456.860-0468.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1575 | X=0111.170-0382.040 | Y=0468.380-0479.620 | ra Đường liên xã Định Quán - Phú Hòa đoạn từ Giáp ranh xã
P=1575 | X=0111.170-0366.710 | Y=0479.900-0491.140 | Định Quán đến Đường ngã ba Phú Lợi - Phú Hòa có hiện
P=1575 | X=0094.820-0282.950 | Y=0491.420-0502.860 | 89 trạng là đường nhựa, bê tông xi măng:
P=1575 | X=0413.660-0430.300 | Y=0493.540-0502.860 | 300
P=1575 | X=0461.450-0478.090 | Y=0493.540-0502.860 | 210
P=1575 | X=0505.390-0522.030 | Y=0493.540-0502.860 | 180
P=1575 | X=0111.170-0342.250 | Y=0508.940-0520.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1575 | X=0111.170-0388.360 | Y=0526.220-0537.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1575 | X=0111.170-0384.680 | Y=0544.010-0555.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1575 | X=0111.170-0382.040 | Y=0555.530-0566.770 | ra Đường liên xã Định Quán - Phú Hòa đoạn từ Giáp ranh xã
P=1575 | X=0111.170-0366.710 | Y=0567.050-0578.290 | Định Quán đến Đường ngã ba Phú Lợi - Phú Hòa có hiện
P=1575 | X=0111.170-0282.950 | Y=0578.570-0589.810 | trạng là đường nhựa, bê tông xi măng:
P=1575 | X=0094.820-0342.720 | Y=0595.330-0607.330 | 90 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1575 | X=0413.660-0430.300 | Y=0595.330-0604.650 | 210
P=1575 | X=0461.450-0478.090 | Y=0595.330-0604.650 | 150
P=1575 | X=0505.390-0522.030 | Y=0595.330-0604.650 | 130
P=1575 | X=0111.170-0364.480 | Y=0613.610-0624.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1575 | X=0111.170-0206.120 | Y=0625.150-0636.390 | >500m đến ≤1.000m.
P=1575 | X=0111.170-0334.340 | Y=0642.670-0653.910 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1575 | X=0111.170-0384.680 | Y=0660.430-0671.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1575 | X=0111.170-0382.040 | Y=0671.950-0683.190 | ra Đường liên xã Định Quán - Phú Hòa đoạn từ Giáp ranh xã
P=1575 | X=0094.820-0105.940 | Y=0679.590-0688.910 | 91
P=1575 | X=0413.660-0430.300 | Y=0679.590-0688.910 | 170
P=1575 | X=0461.450-0478.090 | Y=0679.590-0688.910 | 120
P=1575 | X=0505.390-0522.030 | Y=0679.590-0688.910 | 100
P=1575 | X=0111.170-0366.710 | Y=0683.470-0694.710 | Định Quán đến Đường ngã ba Phú Lợi - Phú Hòa có hiện
P=1575 | X=0111.170-0282.950 | Y=0694.750-0705.990 | trạng là đường nhựa, bê tông xi măng:
P=1576 | X=0111.170-0352.280 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1576 | X=0111.170-0153.310 | Y=0091.900-0101.220 | >1.000m.
P=1576 | X=0111.170-0334.810 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1576 | X=0304.200-0375.060 | Y=0127.210-0136.530 | hết ranh xã Phú
P=1576 | X=0094.820-0185.090 | Y=0131.090-0142.330 | 92 Đường ĐT 774B
P=1576 | X=0223.270-0288.420 | Y=0131.090-0142.330 | Đường Trà Cổ
P=1576 | X=0405.500-0430.550 | Y=0132.970-0142.290 | 1.000
P=1576 | X=0461.450-0478.090 | Y=0132.970-0142.290 | 700
P=1576 | X=0505.390-0522.030 | Y=0132.970-0142.290 | 600
P=1576 | X=0304.200-0322.530 | Y=0138.730-0148.050 | Hòa
P=1576 | X=0111.170-0375.640 | Y=0154.610-0165.850 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ĐT
P=1576 | X=0111.170-0388.790 | Y=0166.130-0177.370 | 774B đoạn từ Đường Trà Cổ đến hết ranh xã Phú Hòa có hiện
P=1576 | X=0111.170-0282.950 | Y=0177.410-0188.650 | trạng là đường nhựa, bê tông xi măng:
P=1576 | X=0094.820-0105.940 | Y=0185.290-0194.610 | 93
P=1576 | X=0413.660-0430.300 | Y=0185.290-0194.610 | 440
P=1576 | X=0461.450-0478.090 | Y=0185.290-0194.610 | 310
P=1576 | X=0505.390-0522.030 | Y=0185.290-0194.610 | 260
P=1576 | X=0111.170-0342.250 | Y=0194.930-0206.170 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1576 | X=0111.170-0388.360 | Y=0212.470-0223.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1576 | X=0111.170-0375.640 | Y=0230.230-0241.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ĐT
P=1576 | X=0111.170-0388.790 | Y=0241.750-0252.990 | 774B đoạn từ Đường Trà Cổ đến hết ranh xã Phú Hòa có hiện
P=1576 | X=0111.170-0282.950 | Y=0253.270-0264.510 | trạng là đường nhựa, bê tông xi măng:
P=1576 | X=0094.820-0342.720 | Y=0270.790-0284.870 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1576 | X=0413.660-0430.300 | Y=0275.550-0284.870 | 300
P=1576 | X=0461.450-0478.090 | Y=0275.550-0284.870 | 210
P=1576 | X=0505.390-0522.030 | Y=0275.550-0284.870 | 180
P=1576 | X=0111.170-0364.480 | Y=0288.340-0299.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1576 | X=0111.170-0206.120 | Y=0299.860-0311.100 | >500m đến ≤1.000m.
P=1576 | X=0111.170-0334.340 | Y=0317.380-0328.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1576 | X=0111.170-0375.640 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ĐT
P=1576 | X=0111.170-0388.790 | Y=0346.660-0357.900 | 774B đoạn từ Đường Trà Cổ đến hết ranh xã Phú Hòa có hiện
P=1576 | X=0111.170-0282.950 | Y=0357.940-0369.180 | trạng là đường nhựa, bê tông xi măng:
P=1576 | X=0094.820-0105.940 | Y=0371.600-0380.920 | 95
P=1576 | X=0413.660-0430.300 | Y=0371.600-0380.920 | 160
P=1576 | X=0461.450-0478.090 | Y=0371.600-0380.920 | 110
P=1576 | X=0505.390-0522.030 | Y=0371.600-0380.920 | 100
P=1576 | X=0111.170-0352.280 | Y=0375.480-0386.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1576 | X=0111.170-0153.310 | Y=0388.880-0398.200 | >1.000m.
P=1576 | X=0111.170-0334.810 | Y=0404.520-0415.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1576 | X=0111.170-0384.680 | Y=0422.280-0433.520 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1576 | X=0111.170-0374.340 | Y=0433.800-0445.040 | ra Đường ĐT 774B đoạn từ Đường Trà Cổ đến hết ranh xã
P=1576 | X=0111.170-0359.530 | Y=0445.320-0456.560 | Phú Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=1576 | X=0094.820-0105.940 | Y=0453.220-0462.540 | 96
P=1576 | X=0413.660-0430.300 | Y=0453.220-0462.540 | 400
P=1576 | X=0461.450-0478.090 | Y=0453.220-0462.540 | 280
P=1576 | X=0505.390-0522.030 | Y=0453.220-0462.540 | 240
P=1576 | X=0111.170-0342.250 | Y=0462.860-0474.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1576 | X=0111.170-0388.360 | Y=0480.380-0491.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1576 | X=0111.170-0384.680 | Y=0498.140-0509.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1576 | X=0111.170-0374.340 | Y=0509.660-0520.900 | ra Đường ĐT 774B đoạn từ Đường Trà Cổ đến hết ranh xã
P=1576 | X=0111.170-0359.530 | Y=0521.180-0532.420 | Phú Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=1576 | X=0094.820-0342.720 | Y=0538.490-0552.810 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1576 | X=0413.660-0430.300 | Y=0543.490-0552.810 | 270
P=1576 | X=0461.450-0478.090 | Y=0543.490-0552.810 | 190
P=1576 | X=0505.390-0522.030 | Y=0543.490-0552.810 | 160
P=1576 | X=0111.170-0364.480 | Y=0556.010-0567.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1576 | X=0111.170-0206.120 | Y=0567.530-0578.770 | >500m đến ≤1.000m.
P=1576 | X=0111.170-0334.340 | Y=0585.050-0596.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1576 | X=0111.170-0384.680 | Y=0602.810-0614.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1576 | X=0111.170-0374.340 | Y=0614.330-0625.570 | ra Đường ĐT 774B đoạn từ Đường Trà Cổ đến hết ranh xã
P=1576 | X=0111.170-0359.530 | Y=0625.870-0637.110 | Phú Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=1576 | X=0094.820-0105.940 | Y=0639.510-0648.830 | 98
P=1576 | X=0413.660-0430.300 | Y=0639.510-0648.830 | 140
P=1576 | X=0461.450-0478.090 | Y=0639.510-0648.830 | 100
P=1576 | X=0511.150-0522.270 | Y=0639.510-0648.830 | 85
P=1576 | X=0111.170-0352.280 | Y=0643.390-0654.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1576 | X=0111.170-0153.310 | Y=0656.790-0666.110 | >1.000m.
P=1576 | X=0111.170-0334.810 | Y=0672.430-0683.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1576 | X=0223.270-0298.920 | Y=0690.190-0701.430 | Đường Phú Lợi -
P=1576 | X=0094.820-0218.040 | Y=0695.950-0707.190 | 99 Đường 120 đi Gia Canh
P=1576 | X=0304.200-0377.260 | Y=0695.950-0707.190 | hết đường nhựa
P=1576 | X=0405.500-0430.550 | Y=0697.830-0707.150 | 1.000
P=1576 | X=0461.450-0478.090 | Y=0697.830-0707.150 | 700
P=1576 | X=0505.390-0522.030 | Y=0697.830-0707.150 | 600
P=1576 | X=0223.270-0262.230 | Y=0703.620-0712.940 | Phú Hòa
P=1577 | X=0111.170-0389.480 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 120 đi
P=1577 | X=0111.170-0379.670 | Y=0090.020-0101.260 | Gia Canh đoạn từ Đường Phú Lợi - Phú Hòa đến hết đường
P=1577 | X=0111.170-0344.180 | Y=0101.540-0112.780 | nhựa có hiện trạng là đường nhựa, bê tông xi măng:
P=1577 | X=0091.940-0108.580 | Y=0109.420-0118.740 | 100
P=1577 | X=0413.660-0430.300 | Y=0109.420-0118.740 | 440
P=1577 | X=0461.450-0478.090 | Y=0109.420-0118.740 | 310
P=1577 | X=0505.390-0522.030 | Y=0109.420-0118.740 | 260
P=1577 | X=0111.170-0342.250 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1577 | X=0111.170-0388.360 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1577 | X=0111.170-0389.480 | Y=0154.370-0165.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 120 đi
P=1577 | X=0111.170-0379.670 | Y=0165.650-0176.890 | Gia Canh đoạn từ Đường Phú Lợi - Phú Hòa đến hết đường
P=1577 | X=0111.170-0344.180 | Y=0177.170-0188.410 | nhựa có hiện trạng là đường nhựa, bê tông xi măng:
P=1577 | X=0091.940-0342.720 | Y=0194.690-0209.030 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1577 | X=0413.660-0430.300 | Y=0199.710-0209.030 | 300
P=1577 | X=0461.450-0478.090 | Y=0199.710-0209.030 | 210
P=1577 | X=0505.390-0522.030 | Y=0199.710-0209.030 | 180
P=1577 | X=0111.170-0364.480 | Y=0212.230-0223.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1577 | X=0111.170-0206.120 | Y=0223.750-0234.990 | >500m đến ≤1.000m.
P=1577 | X=0111.170-0334.340 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1577 | X=0111.170-0389.480 | Y=0259.030-0270.270 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 120 đi
P=1577 | X=0111.170-0379.670 | Y=0270.550-0281.790 | Gia Canh đoạn từ Đường Phú Lợi - Phú Hòa đến hết đường
P=1577 | X=0111.170-0344.180 | Y=0282.100-0293.340 | nhựa có hiện trạng là đường nhựa, bê tông xi măng:
P=1577 | X=0091.940-0108.580 | Y=0295.740-0305.060 | 102
P=1577 | X=0413.660-0430.300 | Y=0295.740-0305.060 | 160
P=1577 | X=0461.450-0478.090 | Y=0295.740-0305.060 | 110
P=1577 | X=0505.390-0522.030 | Y=0295.740-0305.060 | 100
P=1577 | X=0111.170-0352.280 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1577 | X=0111.170-0153.310 | Y=0313.020-0322.340 | >1.000m.
P=1577 | X=0111.170-0334.810 | Y=0328.660-0339.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1577 | X=0111.170-0384.680 | Y=0346.420-0357.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1577 | X=0111.170-0386.610 | Y=0357.700-0368.940 | ra Đường 120 đi Gia Canh đoạn từ Đường Phú Lợi - Phú Hòa
P=1577 | X=0111.170-0382.520 | Y=0369.240-0380.480 | đến hết đường nhựa có hiện trạng là đường nhựa, bê tông xi
P=1577 | X=0091.940-0139.170 | Y=0380.760-0392.200 | 103 măng:
P=1577 | X=0413.660-0430.300 | Y=0382.880-0392.200 | 400
P=1577 | X=0461.450-0478.090 | Y=0382.880-0392.200 | 280
P=1577 | X=0505.390-0522.030 | Y=0382.880-0392.200 | 240
P=1577 | X=0111.170-0342.250 | Y=0398.280-0409.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1577 | X=0111.170-0388.360 | Y=0415.800-0427.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1577 | X=0111.170-0384.680 | Y=0433.560-0444.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1577 | X=0111.170-0386.610 | Y=0445.080-0456.320 | ra Đường 120 đi Gia Canh đoạn từ Đường Phú Lợi - Phú Hòa
P=1577 | X=0111.170-0382.520 | Y=0456.620-0467.860 | đến hết đường nhựa có hiện trạng là đường nhựa, bê tông xi
P=1577 | X=0111.170-0139.170 | Y=0468.140-0479.380 | măng:
P=1577 | X=0091.940-0342.740 | Y=0484.660-0496.900 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1577 | X=0413.660-0430.300 | Y=0484.660-0493.980 | 270
P=1577 | X=0461.450-0478.090 | Y=0484.660-0493.980 | 190
P=1577 | X=0505.390-0522.030 | Y=0484.660-0493.980 | 160
P=1577 | X=0111.170-0364.480 | Y=0503.180-0514.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1577 | X=0111.170-0206.120 | Y=0514.460-0525.700 | >500m đến ≤1.000m.
P=1577 | X=0111.170-0334.340 | Y=0531.980-0543.220 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1577 | X=0111.170-0384.680 | Y=0549.770-0561.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1577 | X=0111.170-0386.630 | Y=0561.290-0572.530 | ra Đường 120 đi Gia Canh đoạn từ Đường Phú Lợi - Phú Hòa
P=1577 | X=0111.170-0382.520 | Y=0572.810-0584.050 | đến hết đường nhựa có hiện trạng là đường nhựa, bê tông xi
P=1577 | X=0111.170-0139.170 | Y=0584.330-0595.570 | măng:
P=1577 | X=0091.940-0108.580 | Y=0592.210-0601.530 | 105
P=1577 | X=0413.660-0430.300 | Y=0592.210-0601.530 | 140
P=1577 | X=0461.450-0478.090 | Y=0592.210-0601.530 | 100
P=1577 | X=0511.150-0522.270 | Y=0592.210-0601.530 | 80
P=1577 | X=0111.170-0352.280 | Y=0601.850-0613.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1577 | X=0111.170-0153.310 | Y=0615.250-0624.570 | >1.000m.
P=1577 | X=0111.170-0334.810 | Y=0630.910-0642.150 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1577 | X=0111.170-0205.100 | Y=0648.670-0659.910 | Đường Phú Lợi - Gia
P=1577 | X=0223.270-0375.100 | Y=0648.670-0659.910 | Đường Phú Lợi - hết ranh xã Phú
P=1577 | X=0091.940-0108.580 | Y=0656.310-0665.630 | 106
P=1577 | X=0405.500-0430.550 | Y=0656.310-0665.630 | 1.000
P=1577 | X=0461.450-0478.090 | Y=0656.310-0665.630 | 700
P=1577 | X=0505.390-0522.030 | Y=0656.310-0665.630 | 600
P=1577 | X=0111.170-0135.030 | Y=0662.070-0671.390 | Canh
P=1577 | X=0223.270-0262.230 | Y=0662.070-0671.390 | Phú Hòa
P=1577 | X=0304.200-0322.530 | Y=0662.070-0671.390 | Hòa
P=1577 | X=0111.170-0380.120 | Y=0677.950-0689.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1577 | X=0091.940-0369.900 | Y=0689.470-0700.710 | 107 Lợi - Gia Canh đoạn từ Đường Phú Lợi - Phú Hòa đến hết
P=1577 | X=0413.660-0430.300 | Y=0691.350-0700.670 | 440
P=1577 | X=0461.450-0478.090 | Y=0691.350-0700.670 | 310
P=1577 | X=0505.390-0522.030 | Y=0691.350-0700.670 | 260
P=1577 | X=0111.170-0365.460 | Y=0700.770-0712.010 | ranh xã Phú Hòa có hiện trạng là đường nhựa, bê tông xi
P=1578 | X=0111.170-0139.170 | Y=0072.500-0083.740 | măng:
P=1578 | X=0111.170-0342.250 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1578 | X=0111.170-0388.360 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1578 | X=0111.170-0380.120 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1578 | X=0111.170-0369.900 | Y=0136.850-0148.090 | Lợi - Gia Canh đoạn từ Đường Phú Lợi - Phú Hòa đến hết
P=1578 | X=0111.170-0365.460 | Y=0148.370-0159.610 | ranh xã Phú Hòa có hiện trạng là đường nhựa, bê tông xi
P=1578 | X=0111.170-0139.170 | Y=0159.650-0170.890 | măng:
P=1578 | X=0091.940-0342.720 | Y=0176.410-0188.410 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1578 | X=0413.660-0430.300 | Y=0176.410-0185.730 | 300
P=1578 | X=0461.450-0478.090 | Y=0176.410-0185.730 | 210
P=1578 | X=0505.390-0522.030 | Y=0176.410-0185.730 | 180
P=1578 | X=0111.170-0364.480 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
