TABLE=010 | AREA=Phường Tam Phước | SECTION=non-agricultural | SEGMENTS=1
P=0412 | X=0452.570-0477.620 | Y=0546.130-0555.450 | 2.700
P=0412 | X=0497.230-0522.280 | Y=0546.130-0555.450 | 2.300
P=0412 | X=0107.090-0384.500 | Y=0555.770-0567.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0412 | X=0107.090-0333.380 | Y=0573.290-0584.530 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0412 | X=0107.090-0192.630 | Y=0591.050-0602.290 | Đường Nguyễn Thị
P=0412 | X=0216.310-0289.780 | Y=0591.050-0602.290 | Đường Tôn Đức
P=0412 | X=0315.240-0384.220 | Y=0591.050-0602.290 | Đường Nguyễn
P=0412 | X=0090.020-0106.690 | Y=0598.690-0608.010 | 407
P=0412 | X=0410.780-0477.620 | Y=0598.690-0608.010 | 16.800 11.800
P=0412 | X=0491.710-0522.280 | Y=0598.690-0608.010 | 10.100
P=0412 | X=0107.090-0151.560 | Y=0604.450-0613.770 | Minh Khai
P=0412 | X=0216.310-0244.740 | Y=0604.450-0613.770 | Thắng
P=0412 | X=0315.240-0361.410 | Y=0604.450-0613.770 | Hữu Cảnh
P=0412 | X=0107.090-0392.630 | Y=0620.350-0631.590 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0412 | X=0107.090-0403.900 | Y=0631.870-0643.110 | Thị Minh Khai đoạn từ Đường Tôn Đức Thắng đến Đường Nguyễn
P=0412 | X=0107.090-0362.660 | Y=0643.390-0654.630 | Hữu Cảnh có hiện trạng là đường nhựa, bê tông xi măng:
P=0412 | X=0090.020-0106.660 | Y=0651.270-0660.590 | 408
P=0412 | X=0416.300-0441.350 | Y=0651.270-0660.590 | 8.700
P=0412 | X=0452.570-0477.620 | Y=0651.270-0660.590 | 6.100
P=0412 | X=0497.230-0522.280 | Y=0651.270-0660.590 | 5.200
P=0412 | X=0107.090-0330.000 | Y=0660.910-0672.150 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0412 | X=0107.090-0384.260 | Y=0678.430-0689.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0412 | X=0107.090-0392.630 | Y=0696.190-0707.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0412 | X=0090.020-0106.660 | Y=0703.860-0713.180 | 409
P=0412 | X=0416.300-0441.350 | Y=0703.860-0713.180 | 6.400
P=0412 | X=0452.570-0477.620 | Y=0703.860-0713.180 | 4.500
P=0412 | X=0497.230-0522.280 | Y=0703.860-0713.180 | 3.800
P=0412 | X=0107.090-0403.910 | Y=0707.730-0718.970 | Thị Minh Khai đoạn từ Đường Tôn Đức Thắng đến Đường Nguyễn
P=0413 | X=0107.090-0362.660 | Y=0072.500-0083.740 | Hữu Cảnh có hiện trạng là đường nhựa, bê tông xi măng:
P=0413 | X=0107.090-0330.260 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0413 | X=0107.090-0393.980 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0413 | X=0107.090-0160.050 | Y=0119.090-0130.330 | đến ≤600m.
P=0413 | X=0107.090-0330.260 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0413 | X=0107.090-0392.630 | Y=0154.370-0165.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0413 | X=0107.090-0403.900 | Y=0165.650-0176.890 | Thị Minh Khai đoạn từ Đường Tôn Đức Thắng đến Đường Nguyễn
P=0413 | X=0107.090-0362.660 | Y=0177.170-0188.410 | Hữu Cảnh có hiện trạng là đường nhựa, bê tông xi măng:
P=0413 | X=0090.020-0106.660 | Y=0185.050-0194.370 | 410
P=0413 | X=0416.300-0441.350 | Y=0185.050-0194.370 | 4.200
P=0413 | X=0452.570-0477.620 | Y=0185.050-0194.370 | 2.900
P=0413 | X=0497.230-0522.280 | Y=0185.050-0194.370 | 2.500
P=0413 | X=0107.090-0384.500 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0413 | X=0107.090-0330.730 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0413 | X=0107.090-0392.350 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0413 | X=0107.090-0403.900 | Y=0241.510-0252.750 | Đường Nguyễn Thị Minh Khai đoạn từ Đường Tôn Đức Thắng đến
P=0413 | X=0107.090-0403.880 | Y=0253.030-0264.270 | Đường Nguyễn Hữu Cảnh có hiện trạng là đường nhựa, bê tông xi
P=0413 | X=0090.020-0135.090 | Y=0264.550-0275.990 | 411 măng:
P=0413 | X=0416.300-0441.350 | Y=0266.670-0275.990 | 7.800
P=0413 | X=0452.570-0477.620 | Y=0266.670-0275.990 | 5.500
P=0413 | X=0497.230-0522.280 | Y=0266.670-0275.990 | 4.700
P=0413 | X=0107.090-0330.000 | Y=0282.100-0293.340 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0413 | X=0107.090-0384.260 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0413 | X=0107.090-0392.350 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0413 | X=0107.090-0403.900 | Y=0328.900-0340.140 | Đường Nguyễn Thị Minh Khai đoạn từ Đường Tôn Đức Thắng đến
P=0413 | X=0107.090-0403.880 | Y=0340.420-0351.660 | Đường Nguyễn Hữu Cảnh có hiện trạng là đường nhựa, bê tông xi
P=0413 | X=0107.090-0135.090 | Y=0351.700-0362.940 | măng:
P=0413 | X=0090.020-0330.260 | Y=0368.480-0380.480 | 412 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0413 | X=0416.300-0441.350 | Y=0368.480-0377.800 | 5.800
P=0413 | X=0452.570-0477.620 | Y=0368.480-0377.800 | 4.100
P=0413 | X=0497.230-0522.280 | Y=0368.480-0377.800 | 3.500
P=0413 | X=0107.090-0393.980 | Y=0386.760-0398.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0413 | X=0107.090-0160.050 | Y=0398.280-0409.520 | đến ≤600m.
P=0413 | X=0107.090-0330.260 | Y=0415.800-0427.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0413 | X=0107.090-0392.350 | Y=0433.560-0444.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0413 | X=0107.090-0403.900 | Y=0445.080-0456.320 | Đường Nguyễn Thị Minh Khai đoạn từ Đường Tôn Đức Thắng đến
P=0413 | X=0107.090-0403.880 | Y=0456.620-0467.860 | Đường Nguyễn Hữu Cảnh có hiện trạng là đường nhựa, bê tông xi
P=0413 | X=0090.020-0135.090 | Y=0468.140-0479.580 | 413 măng:
P=0413 | X=0416.300-0441.350 | Y=0470.260-0479.580 | 3.800
P=0413 | X=0452.570-0477.620 | Y=0470.260-0479.580 | 2.700
P=0413 | X=0497.230-0522.280 | Y=0470.260-0479.580 | 2.300
P=0413 | X=0107.090-0384.500 | Y=0485.660-0496.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0413 | X=0107.090-0333.380 | Y=0503.180-0514.420 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0413 | X=0216.310-0289.780 | Y=0520.940-0532.180 | Đường Tôn Đức
P=0413 | X=0315.240-0384.220 | Y=0520.940-0532.180 | Đường Nguyễn
P=0413 | X=0090.020-0211.120 | Y=0526.460-0537.700 | 414 Đường Lê Hồng Phong
P=0413 | X=0410.780-0477.620 | Y=0528.340-0537.660 | 16.800 11.800
P=0413 | X=0491.710-0522.280 | Y=0528.340-0537.660 | 10.100
P=0413 | X=0216.310-0244.740 | Y=0534.100-0543.420 | Thắng
P=0413 | X=0315.240-0361.410 | Y=0534.100-0543.420 | Hữu Cảnh
P=0413 | X=0107.090-0395.990 | Y=0550.010-0561.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Hồng
P=0413 | X=0107.090-0394.070 | Y=0561.530-0572.770 | Phong đoạn từ Đường Tôn Đức Thắng đến Đường Nguyễn Hữu
P=0413 | X=0107.090-0340.570 | Y=0573.050-0584.290 | Cảnh có hiện trạng là đường nhựa, bê tông xi măng:
P=0413 | X=0090.020-0106.660 | Y=0580.930-0590.250 | 415
P=0413 | X=0416.300-0441.350 | Y=0580.930-0590.250 | 8.700
P=0413 | X=0452.570-0477.620 | Y=0580.930-0590.250 | 6.100
P=0413 | X=0497.230-0522.280 | Y=0580.930-0590.250 | 5.200
P=0413 | X=0107.090-0330.000 | Y=0590.570-0601.810 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0413 | X=0107.090-0384.260 | Y=0608.090-0619.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0413 | X=0107.090-0395.990 | Y=0625.870-0637.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Hồng
P=0413 | X=0107.090-0394.070 | Y=0637.390-0648.630 | Phong đoạn từ Đường Tôn Đức Thắng đến Đường Nguyễn Hữu
P=0413 | X=0107.090-0340.570 | Y=0648.910-0660.150 | Cảnh có hiện trạng là đường nhựa, bê tông xi măng:
P=0413 | X=0090.020-0106.660 | Y=0662.550-0671.870 | 416
P=0413 | X=0416.300-0441.350 | Y=0662.550-0671.870 | 6.400
P=0413 | X=0452.570-0477.620 | Y=0662.550-0671.870 | 4.500
P=0413 | X=0497.230-0522.280 | Y=0662.550-0671.870 | 3.800
P=0413 | X=0107.090-0330.260 | Y=0666.430-0677.670 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0413 | X=0107.090-0393.980 | Y=0683.950-0695.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0413 | X=0107.090-0160.050 | Y=0695.470-0706.710 | đến ≤600m.
P=0414 | X=0107.090-0330.260 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0414 | X=0107.090-0395.990 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Hồng
P=0414 | X=0107.090-0394.070 | Y=0107.780-0119.020 | Phong đoạn từ Đường Tôn Đức Thắng đến Đường Nguyễn Hữu
P=0414 | X=0107.090-0340.570 | Y=0119.330-0130.570 | Cảnh có hiện trạng là đường nhựa, bê tông xi măng:
P=0414 | X=0090.020-0106.660 | Y=0127.210-0136.530 | 417
P=0414 | X=0416.300-0441.350 | Y=0127.210-0136.530 | 4.200
P=0414 | X=0452.570-0477.620 | Y=0127.210-0136.530 | 2.900
P=0414 | X=0497.230-0522.280 | Y=0127.210-0136.530 | 2.500
P=0414 | X=0107.090-0384.500 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0414 | X=0107.090-0330.730 | Y=0154.370-0165.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0414 | X=0107.090-0392.350 | Y=0172.130-0183.370 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0414 | X=0107.090-0375.100 | Y=0183.410-0194.650 | Đường Lê Hồng Phong đoạn từ Đường Tôn Đức Thắng đến
P=0414 | X=0107.090-0403.880 | Y=0194.930-0206.170 | Đường Nguyễn Hữu Cảnh có hiện trạng là đường nhựa, bê tông xi
P=0414 | X=0090.020-0135.090 | Y=0206.470-0217.910 | 418 măng:
P=0414 | X=0416.300-0441.350 | Y=0208.590-0217.910 | 7.800
P=0414 | X=0452.570-0477.620 | Y=0208.590-0217.910 | 5.500
P=0414 | X=0497.230-0522.280 | Y=0208.590-0217.910 | 4.700
P=0414 | X=0107.090-0330.000 | Y=0223.990-0235.230 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0414 | X=0107.090-0384.260 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0414 | X=0107.090-0392.350 | Y=0259.270-0270.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0414 | X=0107.090-0375.100 | Y=0270.790-0282.030 | Đường Lê Hồng Phong đoạn từ Đường Tôn Đức Thắng đến
P=0414 | X=0107.090-0403.880 | Y=0282.340-0293.580 | Đường Nguyễn Hữu Cảnh có hiện trạng là đường nhựa, bê tông xi
P=0414 | X=0107.090-0135.090 | Y=0293.860-0305.100 | măng:
P=0414 | X=0090.020-0330.260 | Y=0310.380-0322.620 | 419 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0414 | X=0416.300-0441.350 | Y=0310.380-0319.700 | 5.800
P=0414 | X=0452.570-0477.620 | Y=0310.380-0319.700 | 4.100
P=0414 | X=0497.230-0522.280 | Y=0310.380-0319.700 | 3.500
P=0414 | X=0107.090-0393.980 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0414 | X=0107.090-0160.050 | Y=0340.420-0351.660 | đến ≤600m.
P=0414 | X=0107.090-0330.260 | Y=0357.700-0368.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0414 | X=0107.090-0392.350 | Y=0375.480-0386.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0414 | X=0107.090-0375.100 | Y=0387.000-0398.240 | Đường Lê Hồng Phong đoạn từ Đường Tôn Đức Thắng đến
P=0414 | X=0107.090-0403.880 | Y=0398.520-0409.760 | Đường Nguyễn Hữu Cảnh có hiện trạng là đường nhựa, bê tông xi
P=0414 | X=0090.020-0135.090 | Y=0410.040-0421.480 | 420 măng:
P=0414 | X=0416.300-0441.350 | Y=0412.160-0421.480 | 3.800
P=0414 | X=0452.570-0477.610 | Y=0412.160-0421.480 | 2.700
P=0414 | X=0497.230-0522.280 | Y=0412.160-0421.480 | 2.300
P=0414 | X=0107.090-0384.500 | Y=0427.560-0438.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0414 | X=0107.090-0333.380 | Y=0445.080-0456.320 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0414 | X=0216.310-0404.860 | Y=0462.860-0474.100 | Đường Nguyễn Hữu Đường Nguyễn Văn
P=0414 | X=0090.020-0214.470 | Y=0468.620-0479.860 | 421 Đường Trần Quốc Toản
P=0414 | X=0410.780-0441.350 | Y=0470.500-0479.820 | 11.600
P=0414 | X=0452.570-0477.620 | Y=0470.500-0479.820 | 8.100
P=0414 | X=0497.230-0522.280 | Y=0470.500-0479.820 | 7.000
P=0414 | X=0216.310-0240.180 | Y=0476.260-0485.580 | Cảnh
P=0414 | X=0315.240-0332.600 | Y=0476.260-0485.580 | Trỗi
P=0414 | X=0107.090-0378.950 | Y=0492.140-0503.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần
P=0414 | X=0107.090-0368.390 | Y=0503.660-0514.900 | Quốc Toản đoạn từ Đường Nguyễn Hữu Cảnh đến Đường
P=0414 | X=0107.090-0391.710 | Y=0515.180-0526.420 | Nguyễn Văn Trỗi có hiện trạng là đường nhựa, bê tông xi măng:
P=0414 | X=0090.020-0106.660 | Y=0523.060-0532.380 | 422
P=0414 | X=0416.300-0441.350 | Y=0523.060-0532.380 | 5.600
P=0414 | X=0452.570-0477.620 | Y=0523.060-0532.380 | 3.900
P=0414 | X=0497.230-0522.280 | Y=0523.060-0532.380 | 3.400
P=0414 | X=0107.090-0330.000 | Y=0532.490-0543.730 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0414 | X=0107.090-0384.260 | Y=0550.010-0561.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0414 | X=0107.090-0378.950 | Y=0567.770-0579.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần
P=0414 | X=0107.090-0368.390 | Y=0579.290-0590.530 | Quốc Toản đoạn từ Đường Nguyễn Hữu Cảnh đến Đường
P=0414 | X=0107.090-0391.710 | Y=0590.810-0602.050 | Nguyễn Văn Trỗi có hiện trạng là đường nhựa, bê tông xi măng:
P=0414 | X=0090.020-0330.260 | Y=0608.330-0622.650 | 423 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0414 | X=0416.300-0441.350 | Y=0613.330-0622.650 | 4.700
P=0414 | X=0452.570-0477.620 | Y=0613.330-0622.650 | 3.300
P=0414 | X=0497.230-0522.280 | Y=0613.330-0622.650 | 2.800
P=0414 | X=0107.090-0393.980 | Y=0625.870-0637.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0414 | X=0107.090-0160.050 | Y=0637.390-0648.630 | đến ≤600m.
P=0414 | X=0107.090-0330.260 | Y=0654.910-0666.150 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0414 | X=0107.090-0378.950 | Y=0672.670-0683.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần
P=0414 | X=0090.020-0368.390 | Y=0684.190-0695.430 | 424 Quốc Toản đoạn từ Đường Nguyễn Hữu Cảnh đến Đường
P=0414 | X=0416.300-0441.350 | Y=0686.070-0695.390 | 2.900
P=0414 | X=0452.570-0477.620 | Y=0686.070-0695.390 | 2.000
P=0414 | X=0497.230-0522.280 | Y=0686.070-0695.390 | 1.700
P=0414 | X=0107.090-0391.710 | Y=0695.710-0706.950 | Nguyễn Văn Trỗi có hiện trạng là đường nhựa, bê tông xi măng:
P=0415 | X=0107.090-0384.500 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0415 | X=0107.090-0330.740 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0415 | X=0107.090-0392.350 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0415 | X=0107.090-0391.660 | Y=0125.330-0136.570 | Đường Trần Quốc Toản đoạn từ Đường Nguyễn Hữu Cảnh đến
P=0415 | X=0107.090-0395.710 | Y=0136.850-0148.090 | Đường Nguyễn Văn Trỗi có hiện trạng là đường nhựa, bê tông xi
P=0415 | X=0090.020-0135.090 | Y=0148.370-0159.810 | 425 măng:
P=0415 | X=0416.300-0441.350 | Y=0150.490-0159.810 | 5.000
P=0415 | X=0452.570-0477.620 | Y=0150.490-0159.810 | 3.500
P=0415 | X=0497.230-0522.280 | Y=0150.490-0159.810 | 3.000
P=0415 | X=0107.090-0330.010 | Y=0165.650-0176.890 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0415 | X=0107.090-0384.260 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0415 | X=0107.090-0392.350 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0415 | X=0107.090-0391.660 | Y=0212.470-0223.710 | Đường Trần Quốc Toản đoạn từ Đường Nguyễn Hữu Cảnh đến
P=0415 | X=0107.090-0395.710 | Y=0223.990-0235.230 | Đường Nguyễn Văn Trỗi có hiện trạng là đường nhựa, bê tông xi
P=0415 | X=0107.090-0135.090 | Y=0235.510-0246.750 | măng:
P=0415 | X=0090.020-0330.260 | Y=0252.270-0264.270 | 426 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0415 | X=0416.300-0441.350 | Y=0252.270-0261.590 | 4.200
P=0415 | X=0452.570-0477.620 | Y=0252.270-0261.590 | 2.900
P=0415 | X=0497.230-0522.280 | Y=0252.270-0261.590 | 2.500
P=0415 | X=0107.090-0393.980 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0415 | X=0107.090-0160.050 | Y=0282.100-0293.340 | đến ≤600m.
P=0415 | X=0107.090-0330.260 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0415 | X=0107.090-0392.350 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0415 | X=0107.090-0391.660 | Y=0328.900-0340.140 | Đường Trần Quốc Toản đoạn từ Đường Nguyễn Hữu Cảnh đến
P=0415 | X=0107.090-0395.710 | Y=0340.420-0351.660 | Đường Nguyễn Văn Trỗi có hiện trạng là đường nhựa, bê tông xi
P=0415 | X=0090.020-0135.090 | Y=0351.700-0363.140 | 427 măng:
P=0415 | X=0416.300-0441.350 | Y=0353.820-0363.140 | 2.600
P=0415 | X=0452.570-0477.620 | Y=0353.820-0363.140 | 1.800
P=0415 | X=0497.230-0522.280 | Y=0353.820-0363.140 | 1.600
P=0415 | X=0107.090-0384.500 | Y=0369.240-0380.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0415 | X=0107.090-0333.380 | Y=0386.760-0398.000 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0415 | X=0216.310-0294.910 | Y=0404.520-0415.760 | Đường Lê Quang
P=0415 | X=0090.020-0203.900 | Y=0410.280-0421.520 | 428 Đường Lê Thánh Tôn
P=0415 | X=0315.240-0358.290 | Y=0412.160-0421.480 | Hết tuyến
P=0415 | X=0416.300-0441.350 | Y=0412.160-0421.480 | 7.600
P=0415 | X=0452.570-0477.620 | Y=0412.160-0421.480 | 5.300
P=0415 | X=0497.230-0522.280 | Y=0412.160-0421.480 | 4.600
P=0415 | X=0216.310-0237.060 | Y=0416.040-0427.280 | Định
P=0415 | X=0107.090-0400.530 | Y=0433.800-0445.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Thánh
P=0415 | X=0107.090-0402.460 | Y=0445.320-0456.560 | Tôn đoạn từ Đường Lê Quang Định đến Hết tuyến có hiện trạng là
P=0415 | X=0107.090-0242.840 | Y=0456.860-0468.100 | đường nhựa, bê tông xi măng:
P=0415 | X=0090.020-0106.660 | Y=0464.740-0474.060 | 429
P=0415 | X=0416.300-0441.350 | Y=0464.740-0474.060 | 3.800
P=0415 | X=0452.570-0477.620 | Y=0464.740-0474.060 | 2.700
P=0415 | X=0497.230-0522.280 | Y=0464.740-0474.060 | 2.300
P=0415 | X=0107.090-0330.000 | Y=0474.380-0485.620 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0415 | X=0107.090-0384.260 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0415 | X=0107.090-0400.530 | Y=0509.660-0520.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Thánh
P=0415 | X=0107.090-0402.460 | Y=0521.180-0532.420 | Tôn đoạn từ Đường Lê Quang Định đến Hết tuyến có hiện trạng là
P=0415 | X=0107.090-0242.870 | Y=0532.490-0543.730 | đường nhựa, bê tông xi măng:
P=0415 | X=0090.020-0330.260 | Y=0550.010-0564.330 | 430 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0415 | X=0416.300-0441.350 | Y=0555.010-0564.330 | 2.800
P=0415 | X=0452.570-0477.620 | Y=0555.010-0564.330 | 2.000
P=0415 | X=0497.230-0522.280 | Y=0555.010-0564.330 | 1.700
P=0415 | X=0107.090-0393.980 | Y=0567.530-0578.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0415 | X=0107.090-0160.050 | Y=0579.050-0590.290 | đến ≤600m.
P=0415 | X=0107.090-0330.260 | Y=0596.570-0607.810 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0415 | X=0107.090-0400.550 | Y=0614.330-0625.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Thánh
P=0415 | X=0107.090-0402.460 | Y=0625.870-0637.110 | Tôn đoạn từ Đường Lê Quang Định đến Hết tuyến có hiện trạng là
P=0415 | X=0107.090-0242.840 | Y=0637.390-0648.630 | đường nhựa, bê tông xi măng:
P=0415 | X=0090.020-0106.660 | Y=0645.270-0654.590 | 431
P=0415 | X=0416.300-0441.350 | Y=0645.270-0654.590 | 2.100
P=0415 | X=0452.570-0477.620 | Y=0645.270-0654.590 | 1.500
P=0415 | X=0497.230-0522.280 | Y=0645.270-0654.590 | 1.300
P=0415 | X=0107.090-0384.500 | Y=0654.910-0666.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0415 | X=0107.090-0330.730 | Y=0672.430-0683.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0415 | X=0107.090-0392.350 | Y=0690.190-0701.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0415 | X=0090.020-0106.660 | Y=0697.830-0707.150 | 432
P=0415 | X=0416.300-0441.350 | Y=0697.830-0707.150 | 3.400
P=0415 | X=0452.570-0477.610 | Y=0697.830-0707.150 | 2.400
P=0415 | X=0497.230-0522.280 | Y=0697.830-0707.150 | 2.000
P=0415 | X=0107.090-0383.350 | Y=0701.730-0712.970 | Đường Lê Thánh Tôn đoạn từ Đường Lê Quang Định đến Hết
P=0416 | X=0107.090-0341.290 | Y=0072.500-0083.740 | tuyến có hiện trạng là đường nhựa, bê tông xi măng:
P=0416 | X=0107.090-0330.000 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0416 | X=0107.090-0384.260 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0416 | X=0107.090-0392.350 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0416 | X=0107.090-0383.350 | Y=0136.850-0148.090 | Đường Lê Thánh Tôn đoạn từ Đường Lê Quang Định đến Hết
P=0416 | X=0107.090-0341.290 | Y=0148.370-0159.610 | tuyến có hiện trạng là đường nhựa, bê tông xi măng:
P=0416 | X=0090.020-0330.260 | Y=0165.650-0179.970 | 433 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0416 | X=0416.300-0441.350 | Y=0170.650-0179.970 | 2.500
P=0416 | X=0452.570-0477.620 | Y=0170.650-0179.970 | 1.800
P=0416 | X=0497.230-0522.280 | Y=0170.650-0179.970 | 1.500
P=0416 | X=0107.090-0393.980 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0416 | X=0107.090-0160.050 | Y=0194.690-0205.930 | đến ≤600m.
P=0416 | X=0107.090-0330.260 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0416 | X=0107.090-0392.350 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0416 | X=0107.090-0383.350 | Y=0241.510-0252.750 | Đường Lê Thánh Tôn đoạn từ Đường Lê Quang Định đến Hết
P=0416 | X=0107.090-0341.290 | Y=0253.030-0264.270 | tuyến có hiện trạng là đường nhựa, bê tông xi măng:
P=0416 | X=0090.020-0106.660 | Y=0260.910-0270.230 | 434
P=0416 | X=0416.300-0441.350 | Y=0260.910-0270.230 | 1.900
P=0416 | X=0452.570-0477.620 | Y=0260.910-0270.230 | 1.300
P=0416 | X=0497.230-0522.280 | Y=0260.910-0270.230 | 1.100
P=0416 | X=0107.090-0384.500 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0416 | X=0107.090-0333.380 | Y=0288.100-0299.340 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0416 | X=0090.020-0168.860 | Y=0305.860-0317.100 | 435 Đường Lê Lai
P=0416 | X=0216.310-0288.670 | Y=0305.860-0317.100 | Đường Tạ Uyên
P=0416 | X=0315.240-0403.880 | Y=0305.860-0317.100 | Đường Chu Văn An
P=0416 | X=0416.300-0441.350 | Y=0307.740-0317.060 | 7.600
P=0416 | X=0452.570-0477.620 | Y=0307.740-0317.060 | 5.300
