TABLE=045 | AREA=Xã La Ngà | SECTION=non-agricultural | SEGMENTS=1
P=1556 | X=0413.900-0430.540 | Y=0260.670-0269.990 | 660
P=1556 | X=0461.690-0478.330 | Y=0260.670-0269.990 | 460
P=1556 | X=0505.390-0522.030 | Y=0260.670-0269.990 | 400
P=1556 | X=0303.480-0377.550 | Y=0264.550-0275.790 | thửa đất số 5, tờ
P=1556 | X=0303.480-0386.620 | Y=0276.070-0287.310 | BĐĐC số 3 về bên
P=1556 | X=0303.480-0373.620 | Y=0289.500-0298.820 | phải, xã La Ngà
P=1556 | X=0111.170-0378.930 | Y=0305.380-0316.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101
P=1556 | X=0111.170-0380.140 | Y=0316.900-0328.140 | đoạn từ Đường WB2 đến Ranh thửa đất số 3, tờ BĐĐC số 3
P=1556 | X=0111.170-0372.940 | Y=0328.420-0339.660 | về bên trái và hết ranh thửa đất số 5, tờ BĐĐC số 3 về bên
P=1556 | X=0111.170-0360.200 | Y=0339.700-0350.940 | phải, xã La Ngà có hiện trạng là đường nhựa, bê tông xi
P=1556 | X=0094.820-0105.940 | Y=0347.580-0356.900 | 88
P=1556 | X=0413.900-0430.540 | Y=0347.580-0356.900 | 400
P=1556 | X=0461.690-0478.330 | Y=0347.580-0356.900 | 280
P=1556 | X=0505.390-0522.030 | Y=0347.580-0356.900 | 240
P=1556 | X=0111.170-0139.170 | Y=0351.220-0362.460 | măng:
P=1556 | X=0111.170-0342.250 | Y=0368.760-0380.000 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1556 | X=0111.170-0388.360 | Y=0386.280-0397.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1556 | X=0111.170-0378.930 | Y=0404.040-0415.280 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101
P=1556 | X=0111.170-0380.140 | Y=0415.560-0426.800 | đoạn từ Đường WB2 đến Ranh thửa đất số 3, tờ BĐĐC số 3
P=1556 | X=0111.170-0372.940 | Y=0427.080-0438.320 | về bên trái và hết ranh thửa đất số 5, tờ BĐĐC số 3 về bên
P=1556 | X=0111.170-0360.200 | Y=0438.600-0449.840 | phải, xã La Ngà có hiện trạng là đường nhựa, bê tông xi
P=1556 | X=0111.170-0139.170 | Y=0450.140-0461.380 | măng:
P=1556 | X=0094.820-0105.940 | Y=0460.900-0470.220 | 89
P=1556 | X=0413.900-0430.540 | Y=0460.900-0470.220 | 260
P=1556 | X=0461.690-0478.330 | Y=0460.900-0470.220 | 180
P=1556 | X=0505.390-0522.030 | Y=0460.900-0470.220 | 160
P=1556 | X=0111.170-0342.720 | Y=0467.660-0478.900 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1556 | X=0111.170-0364.480 | Y=0485.180-0496.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1556 | X=0111.170-0206.120 | Y=0496.460-0507.700 | >500m đến ≤1.000m.
P=1556 | X=0111.170-0334.340 | Y=0513.980-0525.220 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1556 | X=0111.170-0378.930 | Y=0531.740-0542.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101
P=1556 | X=0111.170-0380.140 | Y=0543.290-0554.530 | đoạn từ Đường WB2 đến Ranh thửa đất số 3, tờ BĐĐC số 3
P=1556 | X=0111.170-0372.940 | Y=0554.810-0566.050 | về bên trái và hết ranh thửa đất số 5, tờ BĐĐC số 3 về bên
P=1556 | X=0111.170-0360.200 | Y=0566.330-0577.570 | phải, xã La Ngà có hiện trạng là đường nhựa, bê tông xi
P=1556 | X=0094.820-0139.170 | Y=0577.850-0589.290 | 90 măng:
P=1556 | X=0413.900-0430.540 | Y=0579.970-0589.290 | 230
P=1556 | X=0461.690-0478.330 | Y=0579.970-0589.290 | 160
P=1556 | X=0505.390-0522.030 | Y=0579.970-0589.290 | 140
P=1556 | X=0111.170-0352.280 | Y=0595.370-0606.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1556 | X=0111.170-0153.310 | Y=0608.770-0618.090 | >1.000m.
P=1556 | X=0111.170-0334.810 | Y=0624.430-0635.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1556 | X=0111.170-0384.680 | Y=0642.190-0653.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1556 | X=0111.170-0380.710 | Y=0653.710-0664.950 | ra Đường 101 đoạn từ Đường WB2 đến Ranh thửa đất số 3,
P=1556 | X=0111.170-0383.500 | Y=0665.230-0676.470 | tờ BĐĐC số 3 về bên trái và hết ranh thửa đất số 5, tờ BĐĐC
P=1556 | X=0094.820-0382.540 | Y=0675.750-0687.750 | 91 số 3 về bên phải, xã La Ngà có hiện trạng là đường nhựa, bê
P=1556 | X=0413.900-0430.540 | Y=0675.750-0685.070 | 135
P=1556 | X=0467.450-0478.570 | Y=0675.750-0685.070 | 90
P=1556 | X=0511.150-0522.270 | Y=0675.750-0685.070 | 80
P=1556 | X=0111.170-0171.330 | Y=0688.030-0699.270 | tông xi măng:
P=1556 | X=0111.170-0342.250 | Y=0705.570-0716.810 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1557 | X=0111.170-0388.360 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1557 | X=0111.170-0384.680 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1557 | X=0111.170-0380.710 | Y=0107.780-0119.020 | ra Đường 101 đoạn từ Đường WB2 đến Ranh thửa đất số 3,
P=1557 | X=0111.170-0383.500 | Y=0119.330-0130.570 | tờ BĐĐC số 3 về bên trái và hết ranh thửa đất số 5, tờ BĐĐC
P=1557 | X=0111.170-0382.540 | Y=0130.850-0142.090 | số 3 về bên phải, xã La Ngà có hiện trạng là đường nhựa, bê
P=1557 | X=0111.170-0171.330 | Y=0142.370-0153.610 | tông xi măng:
P=1557 | X=0094.820-0105.940 | Y=0153.130-0162.450 | 92
P=1557 | X=0413.900-0430.540 | Y=0153.130-0162.450 | 230
P=1557 | X=0461.690-0478.330 | Y=0153.130-0162.450 | 160
P=1557 | X=0505.390-0522.030 | Y=0153.130-0162.450 | 140
P=1557 | X=0111.170-0342.720 | Y=0159.650-0170.890 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1557 | X=0111.170-0364.480 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1557 | X=0111.170-0206.120 | Y=0188.690-0199.930 | >500m đến ≤1.000m.
P=1557 | X=0111.170-0334.340 | Y=0206.230-0217.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1557 | X=0111.170-0384.680 | Y=0223.990-0235.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1557 | X=0111.170-0380.710 | Y=0235.510-0246.750 | ra Đường 101 đoạn từ Đường WB2 đến Ranh thửa đất số 3,
P=1557 | X=0111.170-0383.500 | Y=0247.030-0258.270 | tờ BĐĐC số 3 về bên trái và hết ranh thửa đất số 5, tờ BĐĐC
P=1557 | X=0111.170-0382.540 | Y=0258.550-0269.790 | số 3 về bên phải, xã La Ngà có hiện trạng là đường nhựa, bê
P=1557 | X=0094.820-0171.330 | Y=0270.070-0281.510 | 93 tông xi măng:
P=1557 | X=0413.900-0430.540 | Y=0272.190-0281.510 | 135
P=1557 | X=0467.450-0478.570 | Y=0272.190-0281.510 | 90
P=1557 | X=0511.150-0522.270 | Y=0272.190-0281.510 | 80
P=1557 | X=0111.170-0352.280 | Y=0287.620-0298.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1557 | X=0111.170-0153.310 | Y=0301.020-0310.340 | >1.000m.
P=1557 | X=0111.170-0334.810 | Y=0316.660-0327.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1557 | X=0094.820-0162.380 | Y=0334.420-0345.660 | 94 Đường 101
P=1557 | X=0221.590-0270.180 | Y=0336.300-0345.620 | Quốc lộ 20
P=1557 | X=0303.480-0357.470 | Y=0336.300-0345.620 | Vào 1.000m
P=1557 | X=0413.900-0430.540 | Y=0336.300-0345.620 | 790
P=1557 | X=0461.690-0478.330 | Y=0336.300-0345.620 | 550
P=1557 | X=0505.390-0522.030 | Y=0336.300-0345.620 | 470
P=1557 | X=0111.170-0378.930 | Y=0351.940-0363.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101
P=1557 | X=0111.170-0375.790 | Y=0363.460-0374.700 | đoạn từ Quốc lộ 20 có hiện trạng là đường nhựa, bê tông xi
P=1557 | X=0111.170-0139.170 | Y=0375.000-0386.240 | măng:
P=1557 | X=0094.820-0105.940 | Y=0382.880-0392.200 | 95
P=1557 | X=0413.900-0430.540 | Y=0382.880-0392.200 | 400
P=1557 | X=0461.690-0478.330 | Y=0382.880-0392.200 | 280
P=1557 | X=0505.390-0522.030 | Y=0382.880-0392.200 | 240
P=1557 | X=0111.170-0342.250 | Y=0392.520-0403.760 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1557 | X=0111.170-0388.360 | Y=0410.040-0421.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1557 | X=0111.170-0378.930 | Y=0427.800-0439.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101
P=1557 | X=0111.170-0375.790 | Y=0439.320-0450.560 | đoạn từ Quốc lộ 20 có hiện trạng là đường nhựa, bê tông xi
P=1557 | X=0111.170-0139.170 | Y=0450.860-0462.100 | măng:
P=1557 | X=0094.820-0342.720 | Y=0468.380-0482.460 | 96 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1557 | X=0413.900-0430.540 | Y=0473.140-0482.460 | 260
P=1557 | X=0461.690-0478.330 | Y=0473.140-0482.460 | 180
P=1557 | X=0505.390-0522.030 | Y=0473.140-0482.460 | 160
P=1557 | X=0111.170-0364.480 | Y=0485.900-0497.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1557 | X=0111.170-0206.120 | Y=0497.420-0508.660 | >500m đến ≤1.000m.
P=1557 | X=0111.170-0334.340 | Y=0514.940-0526.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1557 | X=0111.170-0378.930 | Y=0532.490-0543.730 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101
P=1557 | X=0111.170-0375.790 | Y=0544.010-0555.250 | đoạn từ Quốc lộ 20 có hiện trạng là đường nhựa, bê tông xi
P=1557 | X=0111.170-0139.170 | Y=0555.530-0566.770 | măng:
P=1557 | X=0094.820-0105.940 | Y=0569.170-0578.490 | 97
P=1557 | X=0413.900-0430.540 | Y=0569.170-0578.490 | 150
P=1557 | X=0461.690-0478.330 | Y=0569.170-0578.490 | 110
P=1557 | X=0511.150-0522.270 | Y=0569.170-0578.490 | 90
P=1557 | X=0111.170-0352.280 | Y=0573.050-0584.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1557 | X=0111.170-0153.310 | Y=0586.450-0595.770 | >1.000m.
P=1557 | X=0111.170-0334.810 | Y=0602.090-0613.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1557 | X=0111.170-0384.680 | Y=0619.870-0631.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1557 | X=0111.170-0366.220 | Y=0631.390-0642.630 | ra Đường 101 đoạn từ Quốc lộ 20 có hiện trạng là đường
P=1557 | X=0111.170-0214.280 | Y=0642.910-0654.150 | nhựa, bê tông xi măng:
P=1557 | X=0094.820-0105.940 | Y=0650.790-0660.110 | 98
P=1557 | X=0413.900-0430.540 | Y=0650.790-0660.110 | 360
P=1557 | X=0461.690-0478.330 | Y=0650.790-0660.110 | 250
P=1557 | X=0505.390-0522.030 | Y=0650.790-0660.110 | 220
P=1557 | X=0111.170-0342.250 | Y=0660.430-0671.670 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1557 | X=0111.170-0388.360 | Y=0677.950-0689.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1557 | X=0111.170-0384.680 | Y=0695.710-0706.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1557 | X=0094.820-0105.940 | Y=0703.380-0712.700 | 99
P=1557 | X=0413.900-0430.540 | Y=0703.380-0712.700 | 230
P=1557 | X=0461.690-0478.330 | Y=0703.380-0712.700 | 160
P=1557 | X=0505.390-0522.030 | Y=0703.380-0712.700 | 140
P=1557 | X=0111.170-0366.220 | Y=0707.250-0718.490 | ra Đường 101 đoạn từ Quốc lộ 20 có hiện trạng là đường
P=1558 | X=0111.170-0214.280 | Y=0072.500-0083.740 | nhựa, bê tông xi măng:
P=1558 | X=0111.170-0342.720 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1558 | X=0111.170-0364.480 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1558 | X=0111.170-0206.120 | Y=0119.090-0130.330 | >500m đến ≤1.000m.
P=1558 | X=0111.170-0334.340 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1558 | X=0111.170-0384.680 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1558 | X=0111.170-0366.220 | Y=0165.650-0176.890 | ra Đường 101 đoạn từ Quốc lộ 20 có hiện trạng là đường
P=1558 | X=0111.170-0214.280 | Y=0177.170-0188.410 | nhựa, bê tông xi măng:
P=1558 | X=0091.940-0108.580 | Y=0190.810-0200.130 | 100
P=1558 | X=0413.900-0430.540 | Y=0190.810-0200.130 | 135
P=1558 | X=0467.450-0478.570 | Y=0190.810-0200.130 | 90
P=1558 | X=0511.150-0522.270 | Y=0190.810-0200.130 | 80
P=1558 | X=0111.170-0352.280 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1558 | X=0111.170-0153.310 | Y=0208.110-0217.430 | >1.000m.
P=1558 | X=0111.170-0334.810 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1558 | X=0221.590-0291.490 | Y=0243.390-0252.710 | Vào 1.000m (từ
P=1558 | X=0303.480-0386.840 | Y=0243.390-0252.710 | Giáp ranh xã Xuân
P=1558 | X=0091.940-0162.380 | Y=0247.270-0258.510 | 101 Đường 101
P=1558 | X=0413.900-0430.540 | Y=0249.150-0258.470 | 660
P=1558 | X=0461.690-0478.330 | Y=0249.150-0258.470 | 460
P=1558 | X=0505.390-0522.030 | Y=0249.150-0258.470 | 400
P=1558 | X=0221.590-0292.430 | Y=0254.910-0264.230 | Quốc lộ 20 vào)
P=1558 | X=0303.480-0320.760 | Y=0254.910-0264.230 | Bắc
P=1558 | X=0111.170-0378.930 | Y=0270.790-0282.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101
P=1558 | X=0111.170-0384.680 | Y=0282.340-0293.580 | đoạn Vào 1.000m (từ Quốc lộ 20 vào) đến Giáp ranh xã Xuân
P=1558 | X=0111.170-0338.170 | Y=0293.860-0305.100 | Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=1558 | X=0091.940-0108.580 | Y=0301.740-0311.060 | 102
P=1558 | X=0413.900-0430.540 | Y=0301.740-0311.060 | 400
P=1558 | X=0461.690-0478.330 | Y=0301.740-0311.060 | 280
P=1558 | X=0505.390-0522.030 | Y=0301.740-0311.060 | 240
P=1558 | X=0111.170-0342.250 | Y=0311.380-0322.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1558 | X=0111.170-0388.360 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1558 | X=0111.170-0378.930 | Y=0346.660-0357.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101
P=1558 | X=0111.170-0384.680 | Y=0357.940-0369.180 | đoạn Vào 1.000m (từ Quốc lộ 20 vào) đến Giáp ranh xã Xuân
P=1558 | X=0111.170-0338.200 | Y=0369.480-0380.720 | Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=1558 | X=0091.940-0342.720 | Y=0387.000-0401.320 | 103 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1558 | X=0413.900-0430.540 | Y=0392.000-0401.320 | 260
P=1558 | X=0461.690-0478.330 | Y=0392.000-0401.320 | 180
P=1558 | X=0505.390-0522.030 | Y=0392.000-0401.320 | 160
P=1558 | X=0111.170-0364.480 | Y=0404.520-0415.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1558 | X=0111.170-0206.120 | Y=0416.040-0427.280 | >500m đến ≤1.000m.
P=1558 | X=0111.170-0334.340 | Y=0433.560-0444.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1558 | X=0111.170-0378.930 | Y=0451.340-0462.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101
P=1558 | X=0111.170-0384.680 | Y=0462.860-0474.100 | đoạn Vào 1.000m (từ Quốc lộ 20 vào) đến Giáp ranh xã Xuân
P=1558 | X=0111.170-0338.170 | Y=0474.380-0485.620 | Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=1558 | X=0091.940-0108.580 | Y=0488.020-0497.340 | 104
P=1558 | X=0413.900-0430.540 | Y=0488.020-0497.340 | 150
P=1558 | X=0461.690-0478.330 | Y=0488.020-0497.340 | 110
P=1558 | X=0511.150-0522.270 | Y=0488.020-0497.340 | 90
P=1558 | X=0111.170-0352.280 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1558 | X=0111.170-0153.310 | Y=0505.300-0514.620 | >1.000m.
P=1558 | X=0111.170-0334.810 | Y=0520.940-0532.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1558 | X=0111.170-0384.680 | Y=0538.490-0549.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1558 | X=0111.170-0388.290 | Y=0550.010-0561.250 | ra Đường 101 đoạn Vào 1.000m (từ Quốc lộ 20 vào) đến Giáp
P=1558 | X=0111.170-0369.790 | Y=0561.530-0572.770 | ranh xã Xuân Bắc có hiện trạng là đường nhựa, bê tông xi
P=1558 | X=0091.940-0139.170 | Y=0573.050-0584.490 | 105 măng:
P=1558 | X=0413.900-0430.540 | Y=0575.170-0584.490 | 360
P=1558 | X=0461.690-0478.330 | Y=0575.170-0584.490 | 250
P=1558 | X=0505.390-0522.030 | Y=0575.170-0584.490 | 220
P=1558 | X=0111.170-0342.250 | Y=0590.570-0601.810 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1558 | X=0111.170-0388.380 | Y=0608.090-0619.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1558 | X=0111.170-0384.680 | Y=0625.870-0637.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1558 | X=0111.170-0388.290 | Y=0637.390-0648.630 | ra Đường 101 đoạn Vào 1.000m (từ Quốc lộ 20 vào) đến Giáp
P=1558 | X=0111.170-0369.790 | Y=0648.910-0660.150 | ranh xã Xuân Bắc có hiện trạng là đường nhựa, bê tông xi
P=1558 | X=0111.170-0139.170 | Y=0660.430-0671.670 | măng:
P=1558 | X=0091.940-0108.580 | Y=0668.310-0677.630 | 106
P=1558 | X=0413.900-0430.540 | Y=0668.310-0677.630 | 230
P=1558 | X=0461.690-0478.330 | Y=0668.310-0677.630 | 160
P=1558 | X=0505.390-0522.030 | Y=0668.310-0677.630 | 140
P=1558 | X=0111.170-0342.720 | Y=0677.950-0689.190 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1558 | X=0111.170-0364.480 | Y=0695.470-0706.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1558 | X=0111.170-0206.120 | Y=0706.770-0718.010 | >500m đến ≤1.000m.
P=1559 | X=0111.170-0334.340 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1559 | X=0111.170-0384.680 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1559 | X=0111.170-0388.290 | Y=0107.780-0119.020 | ra Đường 101 đoạn Vào 1.000m (từ Quốc lộ 20 vào) đến Giáp
P=1559 | X=0111.170-0369.790 | Y=0119.330-0130.570 | ranh xã Xuân Bắc có hiện trạng là đường nhựa, bê tông xi
P=1559 | X=0111.170-0139.170 | Y=0130.850-0142.090 | măng:
P=1559 | X=0091.940-0108.580 | Y=0138.730-0148.050 | 107
P=1559 | X=0413.900-0430.540 | Y=0138.730-0148.050 | 135
P=1559 | X=0467.450-0478.570 | Y=0138.730-0148.050 | 90
P=1559 | X=0511.150-0522.270 | Y=0138.730-0148.050 | 80
P=1559 | X=0111.170-0352.280 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1559 | X=0111.170-0153.310 | Y=0161.530-0170.850 | >1.000m.
P=1559 | X=0111.170-0334.810 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1559 | X=0303.480-0363.760 | Y=0194.930-0206.170 | Đường nối từ
P=1559 | X=0091.940-0169.020 | Y=0206.470-0217.710 | 108 Đường 101B
P=1559 | X=0221.590-0272.830 | Y=0206.470-0217.710 | Đường 101
P=1559 | X=0303.480-0386.380 | Y=0206.470-0217.710 | Quốc lộ 20 với Đồi
P=1559 | X=0413.900-0430.540 | Y=0208.350-0217.670 | 780
P=1559 | X=0461.690-0478.330 | Y=0208.350-0217.670 | 550
P=1559 | X=0505.390-0522.030 | Y=0208.350-0217.670 | 470
P=1559 | X=0303.480-0385.880 | Y=0219.870-0229.190 | Du Lịch xã La Ngà
P=1559 | X=0111.170-0385.570 | Y=0235.750-0246.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101B
P=1559 | X=0111.170-0383.000 | Y=0247.270-0258.510 | đoạn từ Đường 101 đến Đường nối từ Quốc lộ 20 với Đồi Du
P=1559 | X=0111.170-0387.400 | Y=0258.790-0270.030 | Lịch xã La Ngà có hiện trạng là đường nhựa, bê tông xi măng:
P=1559 | X=0091.940-0108.580 | Y=0266.670-0275.990 | 109
P=1559 | X=0413.900-0430.540 | Y=0266.670-0275.990 | 380
P=1559 | X=0461.690-0478.330 | Y=0266.670-0275.990 | 270
P=1559 | X=0505.390-0522.030 | Y=0266.670-0275.990 | 230
P=1559 | X=0111.170-0342.250 | Y=0276.310-0287.550 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1559 | X=0111.170-0388.360 | Y=0293.860-0305.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1559 | X=0111.170-0385.570 | Y=0311.620-0322.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101B
P=1559 | X=0111.170-0383.000 | Y=0323.140-0334.380 | đoạn từ Đường 101 đến Đường nối từ Quốc lộ 20 với Đồi Du
P=1559 | X=0111.170-0387.400 | Y=0334.660-0345.900 | Lịch xã La Ngà có hiện trạng là đường nhựa, bê tông xi măng:
P=1559 | X=0091.940-0342.720 | Y=0351.940-0366.260 | 110 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1559 | X=0413.900-0430.540 | Y=0356.940-0366.260 | 340
P=1559 | X=0461.690-0478.330 | Y=0356.940-0366.260 | 240
P=1559 | X=0505.390-0522.030 | Y=0356.940-0366.260 | 200
P=1559 | X=0111.170-0364.480 | Y=0369.480-0380.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1559 | X=0111.170-0206.120 | Y=0381.000-0392.240 | >500m đến ≤1.000m.
P=1559 | X=0111.170-0334.340 | Y=0398.520-0409.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1559 | X=0111.170-0385.570 | Y=0416.280-0427.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101B
P=1559 | X=0111.170-0383.000 | Y=0427.800-0439.040 | đoạn từ Đường 101 đến Đường nối từ Quốc lộ 20 với Đồi Du
P=1559 | X=0111.170-0387.400 | Y=0439.320-0450.560 | Lịch xã La Ngà có hiện trạng là đường nhựa, bê tông xi măng:
P=1559 | X=0091.940-0108.580 | Y=0452.980-0462.300 | 111
P=1559 | X=0413.900-0430.540 | Y=0452.980-0462.300 | 180
P=1559 | X=0461.690-0478.330 | Y=0452.980-0462.300 | 130
P=1559 | X=0505.390-0522.030 | Y=0452.980-0462.300 | 110
P=1559 | X=0111.170-0352.280 | Y=0456.860-0468.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1559 | X=0111.170-0153.310 | Y=0470.260-0479.580 | >1.000m.
P=1559 | X=0111.170-0334.810 | Y=0485.900-0497.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1559 | X=0111.170-0384.680 | Y=0503.660-0514.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1559 | X=0111.170-0380.780 | Y=0515.180-0526.420 | ra Đường 101B đoạn từ Đường 101 đến Đường nối từ Quốc
P=1559 | X=0111.170-0385.030 | Y=0526.460-0537.700 | lộ 20 với Đồi Du Lịch xã La Ngà có hiện trạng là đường nhựa,
P=1559 | X=0091.940-0185.250 | Y=0538.010-0549.450 | 112 bê tông xi măng:
P=1559 | X=0413.900-0430.540 | Y=0540.130-0549.450 | 340
P=1559 | X=0461.690-0478.330 | Y=0540.130-0549.450 | 240
P=1559 | X=0505.390-0522.030 | Y=0540.130-0549.450 | 200
P=1559 | X=0111.170-0342.250 | Y=0555.530-0566.770 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1559 | X=0111.170-0388.360 | Y=0573.050-0584.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1559 | X=0111.170-0384.680 | Y=0590.810-0602.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1559 | X=0111.170-0380.780 | Y=0602.330-0613.570 | ra Đường 101B đoạn từ Đường 101 đến Đường nối từ Quốc
P=1559 | X=0111.170-0385.030 | Y=0613.850-0625.090 | lộ 20 với Đồi Du Lịch xã La Ngà có hiện trạng là đường nhựa,
P=1559 | X=0111.170-0185.250 | Y=0625.390-0636.630 | bê tông xi măng:
P=1559 | X=0091.940-0342.720 | Y=0641.910-0654.150 | 113 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1559 | X=0413.900-0430.540 | Y=0641.910-0651.230 | 310
P=1559 | X=0461.690-0478.330 | Y=0641.910-0651.230 | 220
P=1559 | X=0505.390-0522.030 | Y=0641.910-0651.230 | 190
P=1559 | X=0111.170-0364.480 | Y=0660.430-0671.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1559 | X=0111.170-0206.120 | Y=0671.950-0683.190 | >500m đến ≤1.000m.
P=1559 | X=0111.170-0334.340 | Y=0689.470-0700.710 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1559 | X=0091.940-0384.680 | Y=0707.250-0718.490 | 114 Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1559 | X=0413.900-0430.540 | Y=0709.140-0718.460 | 160
P=1559 | X=0461.690-0478.330 | Y=0709.140-0718.460 | 110
P=1559 | X=0505.390-0522.030 | Y=0709.140-0718.460 | 100
P=1560 | X=0111.170-0380.780 | Y=0072.500-0083.740 | ra Đường 101B đoạn từ Đường 101 đến Đường nối từ Quốc
P=1560 | X=0111.170-0385.030 | Y=0084.020-0095.260 | lộ 20 với Đồi Du Lịch xã La Ngà có hiện trạng là đường nhựa,
P=1560 | X=0111.170-0185.250 | Y=0095.540-0106.780 | bê tông xi măng:
