TABLE=008 | AREA=Phường Tân Triều | SECTION=non-agricultural | SEGMENTS=1
P=0308 | X=0122.210-0346.980 | Y=0258.790-0270.030 | Đường liên xã Thạnh Phú - Tân Bình - Bình Lợi cũ
P=0308 | X=0122.210-0366.690 | Y=0270.310-0281.550 | đoạn từ Hương lộ 7 đến Ranh xã Tân Bình và Bình Lợi
P=0308 | X=0122.210-0349.210 | Y=0281.860-0293.100 | (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=0308 | X=0097.730-0353.760 | Y=0298.380-0310.620 | 283 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0308 | X=0388.940-0413.990 | Y=0298.380-0307.700 | 1.100
P=0308 | X=0447.530-0464.170 | Y=0298.380-0307.700 | 770
P=0308 | X=0505.390-0522.030 | Y=0298.380-0307.700 | 660
P=0308 | X=0122.210-0363.320 | Y=0316.900-0328.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0308 | X=0122.210-0229.420 | Y=0328.420-0339.660 | từ >500m đến ≤1.000m.
P=0308 | X=0122.210-0345.380 | Y=0345.700-0356.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0308 | X=0122.210-0336.440 | Y=0363.460-0374.700 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0308 | X=0122.210-0346.980 | Y=0375.000-0386.240 | Đường liên xã Thạnh Phú - Tân Bình - Bình Lợi cũ
P=0308 | X=0122.210-0366.700 | Y=0386.520-0397.760 | đoạn từ Hương lộ 7 đến Ranh xã Tân Bình và Bình Lợi
P=0308 | X=0122.210-0349.210 | Y=0398.040-0409.280 | (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=0308 | X=0097.730-0114.370 | Y=0405.920-0415.240 | 284
P=0308 | X=0397.100-0413.740 | Y=0405.920-0415.240 | 840
P=0308 | X=0447.530-0464.170 | Y=0405.920-0415.240 | 590
P=0308 | X=0505.390-0522.030 | Y=0405.920-0415.240 | 500
P=0308 | X=0122.210-0363.320 | Y=0415.560-0426.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0308 | X=0122.210-0164.350 | Y=0428.960-0438.280 | >1.000m.
P=0308 | X=0122.210-0345.850 | Y=0444.600-0455.840 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0308 | X=0122.210-0368.120 | Y=0462.380-0473.620 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0308 | X=0122.210-0355.870 | Y=0473.900-0485.140 | thông ra Đường liên xã Thạnh Phú - Tân Bình - Bình
P=0308 | X=0122.210-0357.050 | Y=0485.420-0496.660 | Lợi cũ đoạn từ Hương lộ 7 đến Ranh xã Tân Bình và
P=0308 | X=0122.210-0359.000 | Y=0496.940-0508.180 | Bình Lợi (cũ) có hiện trạng là đường nhựa, bê tông xi
P=0308 | X=0097.730-0150.210 | Y=0508.220-0519.660 | 285 măng:
P=0308 | X=0388.940-0413.990 | Y=0510.340-0519.660 | 1.600
P=0308 | X=0439.370-0464.420 | Y=0510.340-0519.660 | 1.100
P=0308 | X=0505.390-0522.030 | Y=0510.340-0519.660 | 960
P=0308 | X=0122.210-0353.290 | Y=0525.740-0536.980 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0308 | X=0122.210-0363.320 | Y=0543.290-0554.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0308 | X=0122.210-0155.730 | Y=0554.810-0566.050 | ≤500m.
P=0308 | X=0122.210-0368.120 | Y=0572.570-0583.810 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0308 | X=0122.210-0355.870 | Y=0584.090-0595.330 | thông ra Đường liên xã Thạnh Phú - Tân Bình - Bình
P=0308 | X=0122.210-0357.050 | Y=0595.610-0606.850 | Lợi cũ đoạn từ Hương lộ 7 đến Ranh xã Tân Bình và
P=0308 | X=0122.210-0359.000 | Y=0607.130-0618.370 | Bình Lợi (cũ) có hiện trạng là đường nhựa, bê tông xi
P=0308 | X=0122.210-0150.210 | Y=0618.670-0629.910 | măng:
P=0308 | X=0097.730-0114.370 | Y=0629.430-0638.750 | 286
P=0308 | X=0397.100-0413.740 | Y=0629.430-0638.750 | 990
P=0308 | X=0447.530-0464.170 | Y=0629.430-0638.750 | 690
P=0308 | X=0505.390-0522.030 | Y=0629.430-0638.750 | 590
P=0308 | X=0122.210-0353.760 | Y=0636.190-0647.430 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0308 | X=0122.210-0363.320 | Y=0653.710-0664.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0308 | X=0122.210-0229.420 | Y=0665.230-0676.470 | từ >500m đến ≤1.000m.
P=0308 | X=0122.210-0345.380 | Y=0682.510-0693.750 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0308 | X=0097.730-0368.120 | Y=0700.290-0711.530 | 287 Các tuyến đường giao thông không đấu nối trực tiếp và
P=0308 | X=0397.100-0413.740 | Y=0702.180-0711.500 | 760
P=0308 | X=0447.530-0464.170 | Y=0702.180-0711.500 | 530
P=0308 | X=0505.390-0522.030 | Y=0702.180-0711.500 | 460
P=0309 | X=0122.210-0355.870 | Y=0072.500-0083.740 | thông ra Đường liên xã Thạnh Phú - Tân Bình - Bình
P=0309 | X=0122.210-0357.050 | Y=0084.020-0095.260 | Lợi cũ đoạn từ Hương lộ 7 đến Ranh xã Tân Bình và
P=0309 | X=0122.210-0359.010 | Y=0095.540-0106.780 | Bình Lợi (cũ) có hiện trạng là đường nhựa, bê tông xi
P=0309 | X=0122.210-0150.210 | Y=0107.060-0118.300 | măng:
P=0309 | X=0122.210-0363.320 | Y=0124.610-0135.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0309 | X=0122.210-0164.350 | Y=0138.010-0147.330 | >1.000m.
P=0309 | X=0122.210-0348.530 | Y=0153.410-0164.650 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0309 | X=0122.210-0192.150 | Y=0171.170-0182.410 | Đường Bến Đôi
P=0309 | X=0288.340-0352.760 | Y=0171.170-0182.410 | Bờ sông Đồng
P=0309 | X=0196.630-0277.860 | Y=0176.930-0188.170 | giáp Hương Lộ 15
P=0309 | X=0097.730-0114.370 | Y=0178.810-0188.130 | 288
P=0309 | X=0388.940-0413.990 | Y=0178.810-0188.130 | 2.700
P=0309 | X=0439.370-0464.420 | Y=0178.810-0188.130 | 1.900
P=0309 | X=0497.230-0522.280 | Y=0178.810-0188.130 | 1.600
P=0309 | X=0122.210-0136.690 | Y=0184.570-0193.890 | 2-4
P=0309 | X=0288.340-0303.300 | Y=0184.570-0193.890 | Nai
P=0309 | X=0122.210-0336.440 | Y=0200.470-0211.710 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0309 | X=0122.210-0366.280 | Y=0211.990-0223.230 | Đường Bến Đôi 2-4 đoạn từ giáp Hương Lộ 15 đến Bờ
P=0309 | X=0122.210-0367.400 | Y=0223.510-0234.750 | sông Đồng Nai có hiện trạng là đường nhựa, bê tông xi
P=0309 | X=0122.210-0150.210 | Y=0235.030-0246.270 | măng:
P=0309 | X=0097.730-0114.370 | Y=0242.910-0252.230 | 289
P=0309 | X=0388.940-0413.990 | Y=0242.910-0252.230 | 1.400
P=0309 | X=0447.530-0464.170 | Y=0242.910-0252.230 | 980
P=0309 | X=0505.390-0522.030 | Y=0242.910-0252.230 | 840
P=0309 | X=0122.210-0353.290 | Y=0252.550-0263.790 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0309 | X=0122.210-0363.320 | Y=0270.070-0281.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0309 | X=0122.210-0155.730 | Y=0281.620-0292.860 | ≤500m.
P=0309 | X=0122.210-0336.440 | Y=0299.380-0310.620 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0309 | X=0122.210-0366.280 | Y=0310.900-0322.140 | Đường Bến Đôi 2-4 đoạn từ giáp Hương Lộ 15 đến Bờ
P=0309 | X=0122.210-0367.400 | Y=0322.420-0333.660 | sông Đồng Nai có hiện trạng là đường nhựa, bê tông xi
P=0309 | X=0122.210-0150.210 | Y=0333.700-0344.940 | măng:
P=0309 | X=0097.730-0353.760 | Y=0350.460-0362.460 | 290 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0309 | X=0388.940-0413.990 | Y=0350.460-0359.780 | 1.100
P=0309 | X=0447.530-0464.170 | Y=0350.460-0359.780 | 770
P=0309 | X=0505.390-0522.030 | Y=0350.460-0359.780 | 660
P=0309 | X=0122.210-0363.320 | Y=0368.760-0380.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0309 | X=0122.210-0229.420 | Y=0380.280-0391.520 | từ >500m đến ≤1.000m.
P=0309 | X=0122.210-0345.380 | Y=0397.800-0409.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0309 | X=0122.210-0336.440 | Y=0415.560-0426.800 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0309 | X=0122.210-0366.280 | Y=0427.080-0438.320 | Đường Bến Đôi 2-4 đoạn từ giáp Hương Lộ 15 đến Bờ
P=0309 | X=0122.210-0367.400 | Y=0438.600-0449.840 | sông Đồng Nai có hiện trạng là đường nhựa, bê tông xi
P=0309 | X=0122.210-0150.210 | Y=0450.140-0461.380 | măng:
P=0309 | X=0097.730-0114.370 | Y=0458.020-0467.340 | 291
P=0309 | X=0397.100-0413.740 | Y=0458.020-0467.340 | 680
P=0309 | X=0447.530-0464.170 | Y=0458.020-0467.340 | 480
P=0309 | X=0505.390-0522.030 | Y=0458.020-0467.340 | 410
P=0309 | X=0122.210-0363.320 | Y=0467.660-0478.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0309 | X=0122.210-0164.350 | Y=0481.060-0490.380 | >1.000m.
P=0309 | X=0122.210-0345.850 | Y=0496.460-0507.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0309 | X=0122.210-0368.120 | Y=0514.220-0525.460 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0309 | X=0122.210-0356.360 | Y=0525.740-0536.980 | thông ra Đường Bến Đôi 2-4 đoạn từ giáp Hương Lộ
P=0309 | X=0122.210-0341.960 | Y=0537.290-0548.530 | 15 đến Bờ sông Đồng Nai có hiện trạng là đường
P=0309 | X=0122.210-0225.330 | Y=0548.810-0560.050 | nhựa, bê tông xi măng:
P=0309 | X=0097.730-0114.370 | Y=0556.690-0566.010 | 292
P=0309 | X=0388.940-0413.990 | Y=0556.690-0566.010 | 1.300
P=0309 | X=0447.530-0464.170 | Y=0556.690-0566.010 | 910
P=0309 | X=0505.390-0522.030 | Y=0556.690-0566.010 | 780
P=0309 | X=0122.210-0353.290 | Y=0566.330-0577.570 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0309 | X=0122.210-0363.320 | Y=0583.850-0595.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0309 | X=0122.210-0155.730 | Y=0595.370-0606.610 | ≤500m.
P=0309 | X=0122.210-0368.120 | Y=0613.130-0624.370 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0309 | X=0122.210-0356.360 | Y=0624.670-0635.910 | thông ra Đường Bến Đôi 2-4 đoạn từ giáp Hương Lộ
P=0309 | X=0122.210-0341.960 | Y=0636.190-0647.430 | 15 đến Bờ sông Đồng Nai có hiện trạng là đường
P=0309 | X=0122.210-0225.320 | Y=0647.710-0658.950 | nhựa, bê tông xi măng:
P=0309 | X=0097.730-0114.370 | Y=0655.590-0664.910 | 293
P=0309 | X=0397.100-0413.740 | Y=0655.590-0664.910 | 990
P=0309 | X=0447.530-0464.170 | Y=0655.590-0664.910 | 690
P=0309 | X=0505.390-0522.030 | Y=0655.590-0664.910 | 590
P=0309 | X=0122.210-0353.760 | Y=0665.230-0676.470 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0309 | X=0122.210-0363.320 | Y=0682.510-0693.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0309 | X=0122.210-0229.420 | Y=0694.030-0705.270 | từ >500m đến ≤1.000m.
P=0310 | X=0122.210-0345.380 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0310 | X=0122.210-0368.120 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0310 | X=0122.210-0356.360 | Y=0107.780-0119.020 | thông ra Đường Bến Đôi 2-4 đoạn từ giáp Hương Lộ
P=0310 | X=0122.210-0341.960 | Y=0119.330-0130.570 | 15 đến Bờ sông Đồng Nai có hiện trạng là đường
P=0310 | X=0122.210-0225.320 | Y=0130.850-0142.090 | nhựa, bê tông xi măng:
P=0310 | X=0097.730-0114.370 | Y=0138.730-0148.050 | 294
P=0310 | X=0397.100-0413.740 | Y=0138.730-0148.050 | 610
P=0310 | X=0447.530-0464.170 | Y=0138.730-0148.050 | 430
P=0310 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 370
P=0310 | X=0122.210-0363.320 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0310 | X=0122.210-0164.350 | Y=0161.530-0170.850 | >1.000m.
P=0310 | X=0122.210-0348.530 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0310 | X=0288.340-0347.560 | Y=0196.810-0206.130 | Bên phải: hết
P=0310 | X=0288.340-0361.900 | Y=0206.470-0217.710 | ranh thửa đất số
P=0310 | X=0288.340-0366.700 | Y=0217.990-0229.230 | 166, tờ bản đồ số
P=0310 | X=0288.340-0360.690 | Y=0229.510-0240.750 | 62, phường Tân
P=0310 | X=0097.730-0247.380 | Y=0241.030-0252.270 | 295 Đường Cầu Ốc Hương lộ 7
P=0310 | X=0288.340-0354.030 | Y=0242.910-0252.230 | Triều; Bên trái:
P=0310 | X=0388.940-0413.990 | Y=0242.910-0252.230 | 2.500
P=0310 | X=0439.370-0464.420 | Y=0242.910-0252.230 | 1.800
P=0310 | X=0497.230-0522.280 | Y=0242.910-0252.230 | 1.500
P=0310 | X=0288.340-0365.350 | Y=0252.550-0263.790 | hết ranh thửa đất
P=0310 | X=0288.340-0366.950 | Y=0264.070-0275.310 | số 147, tờ bản đồ
P=0310 | X=0288.340-0353.960 | Y=0275.590-0286.830 | số 62, phường
P=0310 | X=0288.340-0334.120 | Y=0289.020-0298.340 | Tân Triều.
P=0310 | X=0122.210-0336.440 | Y=0304.900-0316.140 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0310 | X=0122.210-0362.460 | Y=0316.420-0327.660 | Đường Cầu Ốc đoạn từ Hương lộ 7 đến Bên phải: hết
P=0310 | X=0122.210-0351.810 | Y=0327.700-0338.940 | ranh thửa đất số 166, tờ bản đồ số 62, phường Tân
P=0310 | X=0122.210-0361.900 | Y=0339.220-0350.460 | Triều; Bên trái: hết ranh thửa đất số 147, tờ bản đồ số
P=0310 | X=0122.210-0366.930 | Y=0350.740-0361.980 | 62, phường Tân Triều có hiện trạng là đường nhựa, bê
P=0310 | X=0097.730-0114.370 | Y=0358.620-0367.940 | 296
P=0310 | X=0388.940-0413.990 | Y=0358.620-0367.940 | 1.300
P=0310 | X=0447.530-0464.170 | Y=0358.620-0367.940 | 910
P=0310 | X=0505.390-0522.030 | Y=0358.620-0367.940 | 780
P=0310 | X=0122.210-0182.370 | Y=0362.260-0373.500 | tông xi măng:
P=0310 | X=0122.210-0353.290 | Y=0379.800-0391.040 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0310 | X=0122.210-0363.320 | Y=0397.320-0408.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0310 | X=0122.210-0155.730 | Y=0408.840-0420.080 | ≤500m.
P=0310 | X=0122.210-0336.440 | Y=0426.600-0437.840 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0310 | X=0122.210-0362.460 | Y=0438.120-0449.360 | Đường Cầu Ốc đoạn từ Hương lộ 7 đến Bên phải: hết
P=0310 | X=0122.210-0351.810 | Y=0449.660-0460.900 | ranh thửa đất số 166, tờ bản đồ số 62, phường Tân
P=0310 | X=0122.210-0361.900 | Y=0461.180-0472.420 | Triều; Bên trái: hết ranh thửa đất số 147, tờ bản đồ số
P=0310 | X=0122.210-0366.930 | Y=0472.460-0483.700 | 62, phường Tân Triều có hiện trạng là đường nhựa, bê
P=0310 | X=0097.730-0182.370 | Y=0483.980-0498.540 | 297 tông xi măng:
P=0310 | X=0388.940-0413.990 | Y=0489.220-0498.540 | 1.000
P=0310 | X=0447.530-0464.170 | Y=0489.220-0498.540 | 700
P=0310 | X=0505.390-0522.030 | Y=0489.220-0498.540 | 600
P=0310 | X=0122.210-0353.760 | Y=0501.500-0512.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0310 | X=0122.210-0363.320 | Y=0519.020-0530.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0310 | X=0122.210-0229.420 | Y=0530.540-0541.780 | từ >500m đến ≤1.000m.
P=0310 | X=0122.210-0345.380 | Y=0548.090-0559.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0310 | X=0122.210-0336.440 | Y=0565.850-0577.090 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0310 | X=0122.210-0362.460 | Y=0577.370-0588.610 | Đường Cầu Ốc đoạn từ Hương lộ 7 đến Bên phải: hết
P=0310 | X=0122.210-0351.810 | Y=0588.890-0600.130 | ranh thửa đất số 166, tờ bản đồ số 62, phường Tân
P=0310 | X=0122.210-0361.900 | Y=0600.410-0611.650 | Triều; Bên trái: hết ranh thửa đất số 147, tờ bản đồ số
P=0310 | X=0122.210-0366.930 | Y=0611.930-0623.170 | 62, phường Tân Triều có hiện trạng là đường nhựa, bê
P=0310 | X=0097.730-0114.370 | Y=0619.830-0629.150 | 298
P=0310 | X=0397.100-0413.740 | Y=0619.830-0629.150 | 630
P=0310 | X=0447.530-0464.170 | Y=0619.830-0629.150 | 440
P=0310 | X=0505.390-0522.030 | Y=0619.830-0629.150 | 380
P=0310 | X=0122.210-0182.370 | Y=0623.470-0634.710 | tông xi măng:
P=0310 | X=0122.210-0363.320 | Y=0640.750-0651.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0310 | X=0122.210-0164.350 | Y=0654.150-0663.470 | >1.000m.
P=0310 | X=0122.210-0345.850 | Y=0669.790-0681.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0310 | X=0122.210-0368.120 | Y=0687.550-0698.790 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0310 | X=0097.730-0114.370 | Y=0695.190-0704.510 | 299
P=0310 | X=0388.940-0413.990 | Y=0695.190-0704.510 | 1.200
P=0310 | X=0447.530-0464.170 | Y=0695.190-0704.510 | 840
P=0310 | X=0505.390-0522.030 | Y=0695.190-0704.510 | 720
P=0310 | X=0122.210-0360.920 | Y=0699.070-0710.310 | thông ra Đường Cầu Ốc đoạn từ Hương lộ 7 đến Bên
P=0311 | X=0122.210-0334.610 | Y=0072.500-0083.740 | phải: hết ranh thửa đất số 166, tờ bản đồ số 62,
P=0311 | X=0122.210-0361.250 | Y=0084.020-0095.260 | phường Tân Triều; Bên trái: hết ranh thửa đất số 147,
P=0311 | X=0122.210-0350.350 | Y=0095.540-0106.780 | tờ bản đồ số 62, phường Tân Triều có hiện trạng là
P=0311 | X=0122.210-0257.980 | Y=0107.060-0118.300 | đường nhựa, bê tông xi măng:
P=0311 | X=0122.210-0353.300 | Y=0124.610-0135.850 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0311 | X=0122.210-0363.320 | Y=0142.130-0153.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0311 | X=0122.210-0155.730 | Y=0153.410-0164.650 | ≤500m.
P=0311 | X=0122.210-0368.120 | Y=0171.170-0182.410 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0311 | X=0122.210-0360.920 | Y=0182.690-0193.930 | thông ra Đường Cầu Ốc đoạn từ Hương lộ 7 đến Bên
P=0311 | X=0122.210-0334.610 | Y=0194.210-0205.450 | phải: hết ranh thửa đất số 166, tờ bản đồ số 62,
P=0311 | X=0122.210-0361.250 | Y=0205.750-0216.990 | phường Tân Triều; Bên trái: hết ranh thửa đất số 147,
P=0311 | X=0122.210-0350.350 | Y=0217.270-0228.510 | tờ bản đồ số 62, phường Tân Triều có hiện trạng là
P=0311 | X=0097.730-0257.980 | Y=0228.790-0243.110 | 300 đường nhựa, bê tông xi măng:
P=0311 | X=0397.100-0413.740 | Y=0233.790-0243.110 | 900
P=0311 | X=0447.530-0464.170 | Y=0233.790-0243.110 | 630
P=0311 | X=0505.390-0522.030 | Y=0233.790-0243.110 | 540
P=0311 | X=0122.210-0353.760 | Y=0246.310-0257.550 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0311 | X=0122.210-0363.320 | Y=0263.830-0275.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0311 | X=0122.210-0229.420 | Y=0275.350-0286.590 | từ >500m đến ≤1.000m.
P=0311 | X=0122.210-0345.380 | Y=0292.900-0304.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0311 | X=0122.210-0368.120 | Y=0310.660-0321.900 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0311 | X=0122.210-0360.920 | Y=0321.940-0333.180 | thông ra Đường Cầu Ốc đoạn từ Hương lộ 7 đến Bên
P=0311 | X=0122.210-0334.610 | Y=0333.460-0344.700 | phải: hết ranh thửa đất số 166, tờ bản đồ số 62,
P=0311 | X=0122.210-0361.250 | Y=0344.980-0356.220 | phường Tân Triều; Bên trái: hết ranh thửa đất số 147,
P=0311 | X=0122.210-0350.350 | Y=0356.500-0367.740 | tờ bản đồ số 62, phường Tân Triều có hiện trạng là
P=0311 | X=0097.730-0114.370 | Y=0364.380-0373.700 | 301
P=0311 | X=0397.100-0413.740 | Y=0364.380-0373.700 | 570
P=0311 | X=0447.530-0464.170 | Y=0364.380-0373.700 | 400
P=0311 | X=0505.390-0522.030 | Y=0364.380-0373.700 | 340
P=0311 | X=0122.210-0257.980 | Y=0368.040-0379.280 | đường nhựa, bê tông xi măng:
P=0311 | X=0122.210-0363.320 | Y=0385.560-0396.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0311 | X=0122.210-0164.350 | Y=0398.960-0408.280 | >1.000m.
P=0311 | X=0122.210-0348.530 | Y=0414.600-0425.840 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0311 | X=0288.340-0355.880 | Y=0434.240-0443.560 | Giáp ranh thửa
P=0311 | X=0288.340-0350.180 | Y=0443.880-0455.120 | đất số 305, tờ
P=0311 | X=0097.730-0252.900 | Y=0455.420-0466.660 | 302 Đường Đất Cát Hương lộ 15
P=0311 | X=0288.340-0348.770 | Y=0455.420-0466.660 | bản đồ số 62,
P=0311 | X=0388.940-0413.990 | Y=0457.300-0466.620 | 2.700
P=0311 | X=0439.370-0464.420 | Y=0457.300-0466.620 | 1.900
P=0311 | X=0497.230-0522.280 | Y=0457.300-0466.620 | 1.600
P=0311 | X=0288.340-0344.120 | Y=0466.940-0478.180 | phường Tân
P=0311 | X=0288.340-0311.480 | Y=0480.100-0489.420 | Triều
P=0311 | X=0122.210-0336.440 | Y=0495.980-0507.220 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0311 | X=0122.210-0353.000 | Y=0507.500-0518.740 | Đường Đất Cát đoạn từ Hương lộ 15 đến Giáp ranh
P=0311 | X=0122.210-0368.120 | Y=0519.020-0530.260 | thửa đất số 305, tờ bản đồ số 62, phường Tân Triều có
P=0311 | X=0122.210-0315.850 | Y=0530.540-0541.780 | hiện trạng là đường nhựa, bê tông xi măng:
P=0311 | X=0097.730-0114.370 | Y=0538.450-0547.770 | 303
P=0311 | X=0388.940-0413.990 | Y=0538.450-0547.770 | 1.400
P=0311 | X=0447.530-0464.170 | Y=0538.450-0547.770 | 980
P=0311 | X=0505.390-0522.030 | Y=0538.450-0547.770 | 840
P=0311 | X=0122.210-0353.290 | Y=0548.090-0559.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0311 | X=0122.210-0363.320 | Y=0565.610-0576.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0311 | X=0122.210-0155.730 | Y=0577.130-0588.370 | ≤500m.
P=0311 | X=0122.210-0336.440 | Y=0594.890-0606.130 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0311 | X=0122.210-0353.000 | Y=0606.410-0617.650 | Đường Đất Cát đoạn từ Hương lộ 15 đến Giáp ranh
P=0311 | X=0122.210-0368.120 | Y=0617.950-0629.190 | thửa đất số 305, tờ bản đồ số 62, phường Tân Triều có
P=0311 | X=0122.210-0315.850 | Y=0629.470-0640.710 | hiện trạng là đường nhựa, bê tông xi măng:
P=0311 | X=0097.730-0353.760 | Y=0645.990-0657.990 | 304 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0311 | X=0388.940-0413.990 | Y=0645.990-0655.310 | 1.100
P=0311 | X=0447.530-0464.170 | Y=0645.990-0655.310 | 770
P=0311 | X=0505.390-0522.030 | Y=0645.990-0655.310 | 660
P=0311 | X=0122.210-0363.320 | Y=0664.270-0675.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0311 | X=0122.210-0229.420 | Y=0675.790-0687.030 | từ >500m đến ≤1.000m.
P=0311 | X=0122.210-0345.380 | Y=0693.310-0704.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0312 | X=0122.210-0336.440 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=0312 | X=0122.210-0353.000 | Y=0090.020-0101.260 | Đường Đất Cát đoạn từ Hương lộ 15 đến Giáp ranh
P=0312 | X=0122.210-0368.120 | Y=0101.540-0112.780 | thửa đất số 305, tờ bản đồ số 62, phường Tân Triều có
P=0312 | X=0122.210-0315.850 | Y=0113.060-0124.300 | hiện trạng là đường nhựa, bê tông xi măng:
P=0312 | X=0097.730-0114.370 | Y=0120.970-0130.290 | 305
P=0312 | X=0397.100-0413.740 | Y=0120.970-0130.290 | 680
P=0312 | X=0447.530-0464.170 | Y=0120.970-0130.290 | 480
P=0312 | X=0505.390-0522.030 | Y=0120.970-0130.290 | 410
P=0312 | X=0122.210-0363.320 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0312 | X=0122.210-0164.350 | Y=0144.010-0153.330 | >1.000m.
P=0312 | X=0122.210-0345.850 | Y=0159.410-0170.650 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0312 | X=0122.210-0368.120 | Y=0177.170-0188.410 | Các tuyến đường giao thông không đấu nối trực tiếp và
P=0312 | X=0122.210-0345.800 | Y=0188.690-0199.930 | thông ra Đường Đất Cát đoạn từ Hương lộ 15 đến
P=0312 | X=0122.210-0355.880 | Y=0200.230-0211.470 | Giáp ranh thửa đất số 305, tờ bản đồ số 62, phường
P=0312 | X=0122.210-0344.120 | Y=0211.750-0222.990 | Tân Triều có hiện trạng là đường nhựa, bê tông xi
P=0312 | X=0097.730-0150.210 | Y=0223.270-0234.710 | 306 măng:
P=0312 | X=0388.940-0413.990 | Y=0225.390-0234.710 | 1.300
P=0312 | X=0447.530-0464.170 | Y=0225.390-0234.710 | 910
P=0312 | X=0505.390-0522.030 | Y=0225.390-0234.710 | 780
P=0312 | X=0122.210-0353.290 | Y=0240.790-0252.030 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0312 | X=0122.210-0363.320 | Y=0258.310-0269.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
