TABLE=021 | AREA=Phường Xuân Lập | SECTION=non-agricultural | SEGMENTS=1
P=0735 | X=0209.590-0238.480 | Y=0623.190-0632.510 | Khánh
P=0735 | X=0115.970-0378.210 | Y=0639.310-0650.550 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê
P=0735 | X=0115.970-0377.730 | Y=0650.830-0662.070 | Hữu Trác đoạn từ Ranh phường Long Khánh đến Hết ranh
P=0735 | X=0097.250-0392.230 | Y=0662.350-0676.670 | 86 thửa đất số 117, tờ BĐĐC số 31 có hiện trạng là đường nhựa,
P=0735 | X=0402.860-0427.910 | Y=0667.350-0676.670 | 1.800
P=0735 | X=0440.330-0465.380 | Y=0667.350-0676.670 | 1.300
P=0735 | X=0497.230-0522.280 | Y=0667.350-0676.670 | 1.100
P=0735 | X=0115.970-0190.050 | Y=0673.870-0685.110 | bê tông xi măng:
P=0735 | X=0115.970-0338.880 | Y=0691.390-0702.630 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0736 | X=0115.970-0393.180 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0736 | X=0115.970-0378.210 | Y=0096.740-0107.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê
P=0736 | X=0115.970-0377.730 | Y=0108.260-0119.500 | Hữu Trác đoạn từ Ranh phường Long Khánh đến Hết ranh
P=0736 | X=0115.970-0392.230 | Y=0119.810-0131.050 | thửa đất số 117, tờ BĐĐC số 31 có hiện trạng là đường nhựa,
P=0736 | X=0115.970-0190.050 | Y=0131.330-0142.570 | bê tông xi măng:
P=0736 | X=0097.250-0339.170 | Y=0147.850-0160.090 | 87 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0736 | X=0402.860-0427.910 | Y=0147.850-0157.170 | 1.300
P=0736 | X=0448.490-0465.130 | Y=0147.850-0157.170 | 910
P=0736 | X=0505.390-0522.030 | Y=0147.850-0157.170 | 780
P=0736 | X=0115.970-0369.280 | Y=0166.370-0177.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0736 | X=0115.970-0202.540 | Y=0177.650-0188.890 | >400m đến ≤600m.
P=0736 | X=0115.970-0339.140 | Y=0195.170-0206.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0736 | X=0115.970-0378.210 | Y=0213.190-0224.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê
P=0736 | X=0115.970-0377.730 | Y=0224.710-0235.950 | Hữu Trác đoạn từ Ranh phường Long Khánh đến Hết ranh
P=0736 | X=0115.970-0392.230 | Y=0236.230-0247.470 | thửa đất số 117, tờ BĐĐC số 31 có hiện trạng là đường nhựa,
P=0736 | X=0097.250-0190.050 | Y=0247.750-0259.190 | 88 bê tông xi măng:
P=0736 | X=0402.860-0427.910 | Y=0249.870-0259.190 | 1.000
P=0736 | X=0448.490-0465.130 | Y=0249.870-0259.190 | 700
P=0736 | X=0505.390-0522.030 | Y=0249.870-0259.190 | 600
P=0736 | X=0115.970-0393.400 | Y=0265.270-0276.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0736 | X=0115.970-0339.610 | Y=0282.820-0294.060 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0736 | X=0115.970-0389.480 | Y=0300.820-0312.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0736 | X=0115.970-0377.020 | Y=0312.340-0323.580 | ra Đường Lê Hữu Trác đoạn từ Ranh phường Long Khánh
P=0736 | X=0115.970-0391.410 | Y=0323.860-0335.100 | đến Hết ranh thửa đất số 117, tờ BĐĐC số 31 có hiện trạng là
P=0736 | X=0097.250-0251.740 | Y=0335.380-0346.820 | 89 đường nhựa, bê tông xi măng:
P=0736 | X=0402.860-0427.910 | Y=0337.500-0346.820 | 1.600
P=0736 | X=0440.330-0465.370 | Y=0337.500-0346.820 | 1.100
P=0736 | X=0505.390-0522.030 | Y=0337.500-0346.820 | 960
P=0736 | X=0115.970-0338.880 | Y=0352.900-0364.140 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0736 | X=0115.970-0393.160 | Y=0370.200-0381.440 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0736 | X=0115.970-0389.480 | Y=0388.200-0399.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0736 | X=0115.970-0377.020 | Y=0399.720-0410.960 | ra Đường Lê Hữu Trác đoạn từ Ranh phường Long Khánh
P=0736 | X=0115.970-0391.410 | Y=0411.240-0422.480 | đến Hết ranh thửa đất số 117, tờ BĐĐC số 31 có hiện trạng là
P=0736 | X=0115.970-0251.740 | Y=0422.760-0434.000 | đường nhựa, bê tông xi măng:
P=0736 | X=0097.250-0339.160 | Y=0439.520-0451.520 | 90 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0736 | X=0402.860-0427.910 | Y=0439.520-0448.840 | 1.200
P=0736 | X=0448.490-0465.130 | Y=0439.520-0448.840 | 840
P=0736 | X=0505.390-0522.030 | Y=0439.520-0448.840 | 720
P=0736 | X=0115.970-0369.280 | Y=0457.820-0469.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0736 | X=0115.970-0202.540 | Y=0469.340-0480.580 | >400m đến ≤600m.
P=0736 | X=0115.970-0339.140 | Y=0486.860-0498.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0736 | X=0115.970-0389.480 | Y=0504.860-0516.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0736 | X=0115.970-0377.020 | Y=0516.380-0527.620 | ra Đường Lê Hữu Trác đoạn từ Ranh phường Long Khánh
P=0736 | X=0115.970-0391.410 | Y=0527.900-0539.140 | đến Hết ranh thửa đất số 117, tờ BĐĐC số 31 có hiện trạng là
P=0736 | X=0097.250-0251.740 | Y=0539.450-0550.890 | 91 đường nhựa, bê tông xi măng:
P=0736 | X=0411.020-0427.660 | Y=0541.570-0550.890 | 900
P=0736 | X=0448.490-0465.130 | Y=0541.570-0550.890 | 630
P=0736 | X=0505.390-0522.030 | Y=0541.570-0550.890 | 540
P=0736 | X=0115.970-0393.400 | Y=0556.970-0568.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0736 | X=0115.970-0342.290 | Y=0574.250-0585.490 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0736 | X=0115.970-0199.350 | Y=0592.250-0603.490 | Đường Bàu Sen đi
P=0736 | X=0303.240-0390.620 | Y=0592.250-0603.490 | Đường Xuân Bình -
P=0736 | X=0209.590-0282.650 | Y=0598.010-0609.250 | Đường Bàu Sen
P=0736 | X=0097.250-0108.370 | Y=0599.890-0609.210 | 92
P=0736 | X=0402.860-0427.910 | Y=0599.890-0609.210 | 1.700
P=0736 | X=0440.330-0465.380 | Y=0599.890-0609.210 | 1.200
P=0736 | X=0497.230-0522.280 | Y=0599.890-0609.210 | 1.000
P=0736 | X=0115.970-0158.540 | Y=0605.650-0614.970 | Xuân Lập
P=0736 | X=0303.240-0345.810 | Y=0605.650-0614.970 | Xuân Lập
P=0736 | X=0115.970-0384.920 | Y=0621.790-0633.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bàu
P=0736 | X=0115.970-0382.540 | Y=0633.310-0644.550 | Sen đi Xuân Lập đoạn từ Đường Bàu Sen đến Đường Xuân
P=0736 | X=0115.970-0367.400 | Y=0644.830-0656.070 | Bình - Xuân Lập có hiện trạng là đường nhựa, bê tông xi
P=0736 | X=0097.250-0143.970 | Y=0656.350-0667.790 | 93 măng:
P=0736 | X=0411.020-0427.660 | Y=0658.470-0667.790 | 840
P=0736 | X=0448.490-0465.130 | Y=0658.470-0667.790 | 590
P=0736 | X=0505.390-0522.030 | Y=0658.470-0667.790 | 500
P=0736 | X=0115.970-0338.910 | Y=0673.870-0685.110 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0736 | X=0115.970-0393.160 | Y=0691.390-0702.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0737 | X=0115.970-0384.920 | Y=0078.740-0089.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bàu
P=0737 | X=0115.970-0382.540 | Y=0090.260-0101.500 | Sen đi Xuân Lập đoạn từ Đường Bàu Sen đến Đường Xuân
P=0737 | X=0115.970-0367.400 | Y=0101.780-0113.020 | Bình - Xuân Lập có hiện trạng là đường nhựa, bê tông xi
P=0737 | X=0115.970-0143.970 | Y=0113.300-0124.540 | măng:
P=0737 | X=0097.250-0339.140 | Y=0129.850-0142.090 | 94 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0737 | X=0411.020-0427.660 | Y=0129.850-0139.170 | 700
P=0737 | X=0448.490-0465.130 | Y=0129.850-0139.170 | 490
P=0737 | X=0505.390-0522.030 | Y=0129.850-0139.170 | 420
P=0737 | X=0115.970-0369.280 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0737 | X=0115.970-0202.540 | Y=0159.650-0170.890 | >400m đến ≤600m.
P=0737 | X=0115.970-0339.140 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0737 | X=0115.970-0384.920 | Y=0195.170-0206.410 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bàu
P=0737 | X=0115.970-0382.540 | Y=0206.710-0217.950 | Sen đi Xuân Lập đoạn từ Đường Bàu Sen đến Đường Xuân
P=0737 | X=0115.970-0367.400 | Y=0218.230-0229.470 | Bình - Xuân Lập có hiện trạng là đường nhựa, bê tông xi
P=0737 | X=0097.250-0143.970 | Y=0229.750-0241.190 | 95 măng:
P=0737 | X=0411.020-0427.660 | Y=0231.870-0241.190 | 560
P=0737 | X=0448.490-0465.130 | Y=0231.870-0241.190 | 390
P=0737 | X=0505.390-0522.030 | Y=0231.870-0241.190 | 340
P=0737 | X=0115.970-0393.400 | Y=0247.270-0258.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0737 | X=0115.970-0339.610 | Y=0264.790-0276.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0737 | X=0115.970-0389.480 | Y=0282.820-0294.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0737 | X=0115.970-0388.780 | Y=0294.340-0305.580 | ra Đường Bàu Sen đi Xuân Lập đoạn từ Đường Bàu Sen đến
P=0737 | X=0115.970-0395.740 | Y=0305.860-0317.100 | Đường Xuân Bình - Xuân Lập có hiện trạng là đường nhựa, bê
P=0737 | X=0097.250-0176.130 | Y=0317.380-0328.820 | 96 tông xi măng:
P=0737 | X=0411.020-0427.660 | Y=0319.500-0328.820 | 760
P=0737 | X=0448.490-0465.130 | Y=0319.500-0328.820 | 530
P=0737 | X=0505.390-0522.030 | Y=0319.500-0328.820 | 460
P=0737 | X=0115.970-0338.880 | Y=0334.900-0346.140 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0737 | X=0115.970-0393.160 | Y=0352.420-0363.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0737 | X=0115.970-0389.480 | Y=0370.200-0381.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0737 | X=0115.970-0388.780 | Y=0381.720-0392.960 | ra Đường Bàu Sen đi Xuân Lập đoạn từ Đường Bàu Sen đến
P=0737 | X=0115.970-0395.740 | Y=0393.240-0404.480 | Đường Xuân Bình - Xuân Lập có hiện trạng là đường nhựa, bê
P=0737 | X=0115.970-0176.130 | Y=0404.760-0416.000 | tông xi măng:
P=0737 | X=0097.250-0339.140 | Y=0421.520-0433.520 | 97 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0737 | X=0411.020-0427.660 | Y=0421.520-0430.840 | 630
P=0737 | X=0448.490-0465.130 | Y=0421.520-0430.840 | 440
P=0737 | X=0505.390-0522.030 | Y=0421.520-0430.840 | 380
P=0737 | X=0115.970-0369.520 | Y=0439.800-0451.040 | - Có bề rộng từ >3m đến <5m, cách đường giao thông từ
P=0737 | X=0115.970-0202.540 | Y=0451.340-0462.580 | >400m đến ≤600m.
P=0737 | X=0115.970-0339.140 | Y=0468.860-0480.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0737 | X=0115.970-0389.480 | Y=0486.860-0498.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0737 | X=0115.970-0388.780 | Y=0498.380-0509.620 | ra Đường Bàu Sen đi Xuân Lập đoạn từ Đường Bàu Sen đến
P=0737 | X=0115.970-0395.740 | Y=0509.900-0521.140 | Đường Xuân Bình - Xuân Lập có hiện trạng là đường nhựa, bê
P=0737 | X=0097.250-0176.130 | Y=0521.420-0532.860 | 98 tông xi măng:
P=0737 | X=0411.020-0427.660 | Y=0523.540-0532.860 | 500
P=0737 | X=0448.490-0465.130 | Y=0523.540-0532.860 | 350
P=0737 | X=0505.390-0522.030 | Y=0523.540-0532.860 | 300
P=0737 | X=0115.970-0393.400 | Y=0538.970-0550.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0737 | X=0115.970-0342.290 | Y=0556.250-0567.490 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0737 | X=0115.970-0199.270 | Y=0574.250-0585.490 | Đường Xuân Lập -
P=0737 | X=0209.590-0262.980 | Y=0580.010-0591.250 | Đường số 1
P=0737 | X=0303.240-0350.920 | Y=0580.010-0591.250 | Đường sắt
P=0737 | X=0097.250-0108.370 | Y=0581.890-0591.210 | 99
P=0737 | X=0402.860-0427.910 | Y=0581.890-0591.210 | 2.600
P=0737 | X=0440.330-0465.380 | Y=0581.890-0591.210 | 1.800
P=0737 | X=0497.230-0522.280 | Y=0581.890-0591.210 | 1.600
P=0737 | X=0115.970-0161.650 | Y=0587.650-0596.970 | Hàng Gòn
P=0737 | X=0115.970-0390.210 | Y=0603.770-0615.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0737 | X=0115.970-0385.660 | Y=0615.290-0626.530 | Lập - Hàng Gòn đoạn từ Đường số 1 đến Đường sắt có hiện
P=0737 | X=0115.970-0287.790 | Y=0626.830-0638.070 | trạng là đường nhựa, bê tông xi măng:
P=0737 | X=0094.340-0110.980 | Y=0634.710-0644.030 | 100
P=0737 | X=0402.860-0427.910 | Y=0634.710-0644.030 | 1.800
P=0737 | X=0440.330-0465.380 | Y=0634.710-0644.030 | 1.300
P=0737 | X=0497.230-0522.280 | Y=0634.710-0644.030 | 1.100
P=0737 | X=0115.970-0338.880 | Y=0644.350-0655.590 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0737 | X=0115.970-0393.160 | Y=0661.870-0673.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0737 | X=0115.970-0390.210 | Y=0679.870-0691.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0737 | X=0094.340-0385.660 | Y=0691.390-0702.630 | 101 Lập - Hàng Gòn đoạn từ Đường số 1 đến Đường sắt có hiện
P=0737 | X=0402.860-0427.910 | Y=0693.270-0702.590 | 1.400
P=0737 | X=0448.490-0465.130 | Y=0693.270-0702.590 | 980
P=0737 | X=0505.390-0522.030 | Y=0693.270-0702.590 | 840
P=0737 | X=0115.970-0287.750 | Y=0702.930-0714.170 | trạng là đường nhựa, bê tông xi măng:
P=0738 | X=0115.970-0339.140 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0738 | X=0115.970-0369.280 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0738 | X=0115.970-0202.540 | Y=0107.780-0119.020 | >400m đến ≤600m.
P=0738 | X=0115.970-0339.140 | Y=0125.330-0136.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0738 | X=0115.970-0390.210 | Y=0143.330-0154.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0738 | X=0115.970-0385.660 | Y=0154.850-0166.090 | Lập - Hàng Gòn đoạn từ Đường số 1 đến Đường sắt có hiện
P=0738 | X=0115.970-0287.750 | Y=0166.370-0177.610 | trạng là đường nhựa, bê tông xi măng:
P=0738 | X=0094.340-0110.980 | Y=0174.250-0183.570 | 102
P=0738 | X=0411.020-0427.660 | Y=0174.250-0183.570 | 970
P=0738 | X=0448.490-0465.130 | Y=0174.250-0183.570 | 680
P=0738 | X=0505.390-0522.030 | Y=0174.250-0183.570 | 580
P=0738 | X=0115.970-0393.400 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0738 | X=0115.970-0339.610 | Y=0201.190-0212.430 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0738 | X=0115.970-0389.480 | Y=0219.190-0230.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0738 | X=0115.970-0372.230 | Y=0230.710-0241.950 | ra Đường Xuân Lập - Hàng Gòn đoạn từ Đường số 1 đến
P=0738 | X=0115.970-0373.210 | Y=0242.230-0253.470 | Đường sắt có hiện trạng là đường nhựa, bê tông xi măng:
P=0738 | X=0094.340-0110.980 | Y=0250.110-0259.430 | 103
P=0738 | X=0402.860-0427.910 | Y=0250.110-0259.430 | 1.600
P=0738 | X=0440.330-0465.380 | Y=0250.110-0259.430 | 1.100
P=0738 | X=0505.390-0522.030 | Y=0250.110-0259.430 | 960
P=0738 | X=0115.970-0338.880 | Y=0259.750-0270.990 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0738 | X=0115.970-0393.160 | Y=0277.270-0288.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0738 | X=0115.970-0389.480 | Y=0295.300-0306.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0738 | X=0115.970-0372.230 | Y=0306.820-0318.060 | ra Đường Xuân Lập - Hàng Gòn đoạn từ Đường số 1 đến
P=0738 | X=0115.970-0373.210 | Y=0318.340-0329.580 | Đường sắt có hiện trạng là đường nhựa, bê tông xi măng:
P=0738 | X=0094.340-0339.140 | Y=0335.860-0349.940 | 104 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0738 | X=0402.860-0427.910 | Y=0340.620-0349.940 | 1.300
P=0738 | X=0448.490-0465.130 | Y=0340.620-0349.940 | 910
P=0738 | X=0505.390-0522.030 | Y=0340.620-0349.940 | 780
P=0738 | X=0115.970-0369.280 | Y=0353.380-0364.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0738 | X=0115.970-0202.540 | Y=0364.900-0376.140 | >400m đến ≤600m.
P=0738 | X=0115.970-0339.140 | Y=0382.200-0393.440 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0738 | X=0115.970-0389.480 | Y=0400.200-0411.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0738 | X=0115.970-0372.230 | Y=0411.720-0422.960 | ra Đường Xuân Lập - Hàng Gòn đoạn từ Đường số 1 đến
P=0738 | X=0115.970-0373.210 | Y=0423.240-0434.480 | Đường sắt có hiện trạng là đường nhựa, bê tông xi măng:
P=0738 | X=0094.340-0110.980 | Y=0431.120-0440.440 | 105
P=0738 | X=0411.020-0427.660 | Y=0431.120-0440.440 | 870
P=0738 | X=0448.490-0465.130 | Y=0431.120-0440.440 | 610
P=0738 | X=0505.390-0522.030 | Y=0431.120-0440.440 | 520
P=0738 | X=0115.970-0393.400 | Y=0440.760-0452.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0738 | X=0115.970-0342.290 | Y=0458.300-0469.540 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0738 | X=0303.240-0395.020 | Y=0476.300-0487.540 | Hết ranh thửa đất số
P=0738 | X=0115.970-0199.270 | Y=0487.820-0499.060 | Đường Xuân Lập -
P=0738 | X=0303.240-0387.820 | Y=0487.820-0499.060 | 27, tờ BĐĐC số 25
P=0738 | X=0209.590-0257.300 | Y=0493.580-0504.820 | Đường sắt
P=0738 | X=0094.340-0110.980 | Y=0495.460-0504.780 | 106
P=0738 | X=0402.860-0427.910 | Y=0495.460-0504.780 | 1.800
P=0738 | X=0440.330-0465.380 | Y=0495.460-0504.780 | 1.300
P=0738 | X=0497.230-0522.280 | Y=0495.460-0504.780 | 1.100
P=0738 | X=0303.240-0396.220 | Y=0499.340-0510.580 | về bên phải, phường
P=0738 | X=0115.970-0161.650 | Y=0501.220-0510.540 | Hàng Gòn
P=0738 | X=0303.240-0345.810 | Y=0512.740-0522.060 | Xuân Lập
P=0738 | X=0115.970-0390.210 | Y=0528.860-0540.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0738 | X=0115.970-0388.780 | Y=0540.410-0551.650 | Lập - Hàng Gòn đoạn từ Đường sắt đến Hết ranh thửa đất số
P=0738 | X=0115.970-0376.780 | Y=0551.930-0563.170 | 27, tờ BĐĐC số 25 về bên phải, phường Xuân Lập có hiện
P=0738 | X=0094.340-0287.750 | Y=0563.450-0574.890 | 107 trạng là đường nhựa, bê tông xi măng:
P=0738 | X=0411.020-0427.660 | Y=0565.570-0574.890 | 910
P=0738 | X=0448.490-0465.130 | Y=0565.570-0574.890 | 640
P=0738 | X=0505.390-0522.030 | Y=0565.570-0574.890 | 550
P=0738 | X=0115.970-0338.880 | Y=0580.970-0592.210 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0738 | X=0115.970-0393.160 | Y=0598.250-0609.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0738 | X=0115.970-0390.210 | Y=0616.270-0627.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0738 | X=0115.970-0388.780 | Y=0627.790-0639.030 | Lập - Hàng Gòn đoạn từ Đường sắt đến Hết ranh thửa đất số
P=0738 | X=0115.970-0376.780 | Y=0639.310-0650.550 | 27, tờ BĐĐC số 25 về bên phải, phường Xuân Lập có hiện
P=0738 | X=0115.970-0287.750 | Y=0650.830-0662.070 | trạng là đường nhựa, bê tông xi măng:
P=0738 | X=0094.340-0110.980 | Y=0658.710-0668.030 | 108
P=0738 | X=0411.020-0427.660 | Y=0658.710-0668.030 | 780
P=0738 | X=0448.490-0465.130 | Y=0658.710-0668.030 | 550
P=0738 | X=0505.390-0522.030 | Y=0658.710-0668.030 | 470
P=0738 | X=0115.970-0339.140 | Y=0668.350-0679.590 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0738 | X=0115.970-0369.280 | Y=0685.870-0697.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0738 | X=0115.970-0202.540 | Y=0697.390-0708.630 | >400m đến ≤600m.
P=0739 | X=0115.970-0339.140 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0739 | X=0115.970-0390.210 | Y=0096.740-0107.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân
P=0739 | X=0115.970-0388.780 | Y=0108.260-0119.500 | Lập - Hàng Gòn đoạn từ Đường sắt đến Hết ranh thửa đất số
P=0739 | X=0115.970-0376.780 | Y=0119.810-0131.050 | 27, tờ BĐĐC số 25 về bên phải, phường Xuân Lập có hiện
P=0739 | X=0094.340-0287.750 | Y=0131.330-0142.770 | 109 trạng là đường nhựa, bê tông xi măng:
P=0739 | X=0411.020-0427.660 | Y=0133.450-0142.770 | 650
P=0739 | X=0448.490-0465.130 | Y=0133.450-0142.770 | 460
P=0739 | X=0505.390-0522.030 | Y=0133.450-0142.770 | 390
P=0739 | X=0115.970-0393.420 | Y=0148.850-0160.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0739 | X=0115.970-0339.610 | Y=0166.370-0177.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0739 | X=0115.970-0389.480 | Y=0184.370-0195.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0739 | X=0115.970-0385.030 | Y=0195.650-0206.890 | ra Đường Xuân Lập - Hàng Gòn đoạn từ Đường sắt đến Hết
P=0739 | X=0115.970-0372.220 | Y=0207.190-0218.430 | ranh thửa đất số 27, tờ BĐĐC số 25 về bên phải, phường
P=0739 | X=0094.340-0368.420 | Y=0218.710-0230.150 | 110 Xuân Lập có hiện trạng là đường nhựa, bê tông xi măng:
P=0739 | X=0411.020-0427.660 | Y=0220.830-0230.150 | 820
P=0739 | X=0448.490-0465.130 | Y=0220.830-0230.150 | 570
P=0739 | X=0505.390-0522.030 | Y=0220.830-0230.150 | 490
P=0739 | X=0115.970-0338.880 | Y=0236.230-0247.470 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0739 | X=0115.970-0393.180 | Y=0253.750-0264.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0739 | X=0115.970-0389.480 | Y=0271.750-0282.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0739 | X=0115.970-0385.030 | Y=0283.300-0294.540 | ra Đường Xuân Lập - Hàng Gòn đoạn từ Đường sắt đến Hết
P=0739 | X=0115.970-0372.220 | Y=0294.820-0306.060 | ranh thửa đất số 27, tờ BĐĐC số 25 về bên phải, phường
P=0739 | X=0115.970-0368.420 | Y=0306.340-0317.580 | Xuân Lập có hiện trạng là đường nhựa, bê tông xi măng:
P=0739 | X=0094.340-0339.140 | Y=0322.860-0335.100 | 111 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0739 | X=0411.020-0427.660 | Y=0322.860-0332.180 | 700
P=0739 | X=0448.490-0465.130 | Y=0322.860-0332.180 | 490
P=0739 | X=0505.390-0522.030 | Y=0322.860-0332.180 | 420
P=0739 | X=0115.970-0369.280 | Y=0341.380-0352.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0739 | X=0115.970-0202.540 | Y=0352.900-0364.140 | >400m đến ≤600m.
P=0739 | X=0115.970-0339.140 | Y=0370.200-0381.440 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0739 | X=0115.970-0389.480 | Y=0388.200-0399.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0739 | X=0115.970-0385.030 | Y=0399.720-0410.960 | ra Đường Xuân Lập - Hàng Gòn đoạn từ Đường sắt đến Hết
P=0739 | X=0115.970-0372.220 | Y=0411.240-0422.480 | ranh thửa đất số 27, tờ BĐĐC số 25 về bên phải, phường
P=0739 | X=0094.340-0368.420 | Y=0422.760-0434.200 | 112 Xuân Lập có hiện trạng là đường nhựa, bê tông xi măng:
P=0739 | X=0411.020-0427.660 | Y=0424.880-0434.200 | 590
P=0739 | X=0448.490-0465.130 | Y=0424.880-0434.200 | 410
P=0739 | X=0505.390-0522.030 | Y=0424.880-0434.200 | 350
P=0739 | X=0115.970-0393.400 | Y=0440.280-0451.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0739 | X=0115.970-0342.290 | Y=0457.820-0469.060 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0739 | X=0115.970-0198.370 | Y=0475.820-0487.060 | Đường Vành đai 1
P=0739 | X=0094.340-0195.990 | Y=0487.340-0498.580 | 113 đoạn qua phường
P=0739 | X=0402.860-0427.910 | Y=0489.220-0498.540 | 1.800
P=0739 | X=0440.330-0465.380 | Y=0489.220-0498.540 | 1.300
P=0739 | X=0497.230-0522.280 | Y=0489.220-0498.540 | 1.100
P=0739 | X=0115.970-0158.540 | Y=0500.740-0510.060 | Xuân Lập
P=0739 | X=0115.970-0390.450 | Y=0516.860-0528.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vành
