TABLE=052 | AREA=Xã Đắk Lua | SECTION=non-agricultural | SEGMENTS=1
P=1771 | X=0109.970-0256.300 | Y=0537.290-0548.530 | là đường nhựa, bê tông xi măng:
P=1771 | X=0091.460-0108.100 | Y=0545.170-0554.490 | 299
P=1771 | X=0375.740-0400.790 | Y=0545.170-0554.490 | 2.500
P=1771 | X=0438.890-0463.940 | Y=0545.170-0554.490 | 1.800
P=1771 | X=0497.470-0522.520 | Y=0545.170-0554.490 | 1.500
P=1771 | X=0109.970-0332.880 | Y=0554.810-0566.050 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1771 | X=0109.970-0351.080 | Y=0572.330-0583.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1771 | X=0109.970-0143.490 | Y=0583.850-0595.090 | ≤400m.
P=1771 | X=0109.970-0342.680 | Y=0601.610-0612.850 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1771 | X=0109.970-0338.600 | Y=0613.130-0624.370 | và thông ra Đường Nguyễn Tất Thành đoạn từ Cầu
P=1771 | X=0109.970-0349.890 | Y=0624.670-0635.910 | Vĩnh An đến Ngã ba huyện Vĩnh Cửu cũ có hiện trạng
P=1771 | X=0109.970-0256.300 | Y=0636.190-0647.430 | là đường nhựa, bê tông xi măng:
P=1771 | X=0091.460-0333.160 | Y=0652.710-0664.950 | 300 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1771 | X=0375.740-0400.790 | Y=0652.710-0662.030 | 1.800
P=1771 | X=0438.890-0463.940 | Y=0652.710-0662.030 | 1.300
P=1771 | X=0497.470-0522.520 | Y=0652.710-0662.030 | 1.100
P=1771 | X=0109.970-0351.080 | Y=0671.230-0682.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1771 | X=0109.970-0208.780 | Y=0682.510-0693.750 | từ >400m đến ≤600m.
P=1771 | X=0109.970-0333.140 | Y=0700.050-0711.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1772 | X=0109.970-0342.680 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1772 | X=0109.970-0338.600 | Y=0090.020-0101.260 | và thông ra Đường Nguyễn Tất Thành đoạn từ Cầu
P=1772 | X=0109.970-0349.880 | Y=0101.540-0112.780 | Vĩnh An đến Ngã ba huyện Vĩnh Cửu cũ có hiện trạng
P=1772 | X=0109.970-0256.300 | Y=0113.060-0124.300 | là đường nhựa, bê tông xi măng:
P=1772 | X=0091.460-0108.100 | Y=0120.970-0130.290 | 301
P=1772 | X=0375.740-0400.790 | Y=0120.970-0130.290 | 1.200
P=1772 | X=0447.050-0463.690 | Y=0120.970-0130.290 | 840
P=1772 | X=0505.630-0522.270 | Y=0120.970-0130.290 | 720
P=1772 | X=0109.970-0351.080 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1772 | X=0109.970-0152.110 | Y=0144.010-0153.330 | >1.000m.
P=1772 | X=0109.970-0333.610 | Y=0159.410-0170.650 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1772 | X=0109.970-0178.950 | Y=0177.170-0188.410 | Đường Nguyễn
P=1772 | X=0268.180-0331.640 | Y=0177.170-0188.410 | Đường Lê Đại
P=1772 | X=0195.430-0257.710 | Y=0179.050-0188.370 | Ngã ba huyện
P=1772 | X=0091.460-0108.100 | Y=0184.810-0194.130 | 302
P=1772 | X=0375.740-0400.790 | Y=0184.810-0194.130 | 5.900
P=1772 | X=0438.890-0463.940 | Y=0184.810-0194.130 | 4.100
P=1772 | X=0497.470-0522.520 | Y=0184.810-0194.130 | 3.500
P=1772 | X=0195.430-0251.950 | Y=0188.690-0199.930 | Vĩnh Cửu cũ
P=1772 | X=0109.970-0155.650 | Y=0190.570-0199.890 | Tất Thành
P=1772 | X=0268.180-0292.040 | Y=0190.570-0199.890 | Hành
P=1772 | X=0109.970-0324.200 | Y=0206.470-0217.710 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1772 | X=0109.970-0329.730 | Y=0217.990-0229.230 | Đường Nguyễn Tất Thành đoạn từ Ngã ba huyện
P=1772 | X=0109.970-0349.870 | Y=0229.510-0240.750 | Vĩnh Cửu cũ đến Đường Lê Đại Hành có hiện trạng là
P=1772 | X=0109.970-0245.750 | Y=0241.030-0252.270 | đường nhựa, bê tông xi măng:
P=1772 | X=0091.460-0108.100 | Y=0248.910-0258.230 | 303
P=1772 | X=0375.740-0400.790 | Y=0248.910-0258.230 | 2.000
P=1772 | X=0438.890-0463.940 | Y=0248.910-0258.230 | 1.400
P=1772 | X=0497.470-0522.520 | Y=0248.910-0258.230 | 1.200
P=1772 | X=0109.970-0332.880 | Y=0258.550-0269.790 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1772 | X=0109.970-0351.090 | Y=0276.070-0287.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1772 | X=0109.970-0143.490 | Y=0287.620-0298.860 | ≤400m.
P=1772 | X=0109.970-0324.200 | Y=0305.380-0316.620 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1772 | X=0109.970-0329.730 | Y=0316.900-0328.140 | Đường Nguyễn Tất Thành đoạn từ Ngã ba huyện
P=1772 | X=0109.970-0349.870 | Y=0328.420-0339.660 | Vĩnh Cửu cũ đến Đường Lê Đại Hành có hiện trạng là
P=1772 | X=0109.970-0245.780 | Y=0339.700-0350.940 | đường nhựa, bê tông xi măng:
P=1772 | X=0091.460-0333.140 | Y=0356.460-0368.460 | 304 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1772 | X=0375.740-0400.790 | Y=0356.460-0365.780 | 1.500
P=1772 | X=0438.890-0463.940 | Y=0356.460-0365.780 | 1.100
P=1772 | X=0505.630-0522.270 | Y=0356.460-0365.780 | 900
P=1772 | X=0109.970-0351.080 | Y=0374.760-0386.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1772 | X=0109.970-0208.780 | Y=0386.280-0397.520 | từ >400m đến ≤600m.
P=1772 | X=0109.970-0333.140 | Y=0403.800-0415.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1772 | X=0109.970-0324.200 | Y=0421.560-0432.800 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1772 | X=0109.970-0329.720 | Y=0433.080-0444.320 | Đường Nguyễn Tất Thành đoạn từ Ngã ba huyện
P=1772 | X=0109.970-0349.870 | Y=0444.600-0455.840 | Vĩnh Cửu cũ đến Đường Lê Đại Hành có hiện trạng là
P=1772 | X=0109.970-0245.740 | Y=0456.140-0467.380 | đường nhựa, bê tông xi măng:
P=1772 | X=0091.460-0108.100 | Y=0464.020-0473.340 | 305
P=1772 | X=0375.740-0400.790 | Y=0464.020-0473.340 | 1.200
P=1772 | X=0447.050-0463.690 | Y=0464.020-0473.340 | 840
P=1772 | X=0505.630-0522.270 | Y=0464.020-0473.340 | 720
P=1772 | X=0109.970-0351.080 | Y=0473.660-0484.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1772 | X=0109.970-0152.110 | Y=0487.060-0496.380 | >1.000m.
P=1772 | X=0109.970-0333.610 | Y=0502.460-0513.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1772 | X=0109.970-0342.680 | Y=0520.220-0531.460 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1772 | X=0109.970-0338.610 | Y=0531.740-0542.980 | và thông ra Đường Nguyễn Tất Thành đoạn từ Ngã
P=1772 | X=0109.970-0335.940 | Y=0543.290-0554.530 | ba huyện Vĩnh Cửu cũ đến Đường Lê Đại Hành có
P=1772 | X=0109.970-0303.580 | Y=0554.810-0566.050 | hiện trạng là đường nhựa, bê tông xi măng:
P=1772 | X=0091.460-0108.100 | Y=0562.690-0572.010 | 306
P=1772 | X=0375.740-0400.780 | Y=0562.690-0572.010 | 1.800
P=1772 | X=0438.890-0463.940 | Y=0562.690-0572.010 | 1.300
P=1772 | X=0497.470-0522.520 | Y=0562.690-0572.010 | 1.100
P=1772 | X=0109.970-0332.880 | Y=0572.330-0583.570 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1772 | X=0109.970-0351.080 | Y=0589.850-0601.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1772 | X=0109.970-0143.490 | Y=0601.370-0612.610 | ≤400m.
P=1772 | X=0109.970-0342.680 | Y=0619.150-0630.390 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1772 | X=0109.970-0338.610 | Y=0630.670-0641.910 | và thông ra Đường Nguyễn Tất Thành đoạn từ Ngã
P=1772 | X=0109.970-0335.940 | Y=0642.190-0653.430 | ba huyện Vĩnh Cửu cũ đến Đường Lê Đại Hành có
P=1772 | X=0109.970-0303.580 | Y=0653.710-0664.950 | hiện trạng là đường nhựa, bê tông xi măng:
P=1772 | X=0091.460-0108.100 | Y=0661.590-0670.910 | 307
P=1772 | X=0375.740-0400.790 | Y=0661.590-0670.910 | 1.400
P=1772 | X=0447.050-0463.690 | Y=0661.590-0670.910 | 980
P=1772 | X=0505.630-0522.270 | Y=0661.590-0670.910 | 840
P=1772 | X=0109.970-0333.160 | Y=0671.230-0682.470 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1772 | X=0109.970-0351.080 | Y=0688.510-0699.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1772 | X=0109.970-0208.790 | Y=0700.050-0711.290 | từ >400m đến ≤600m.
P=1773 | X=0109.970-0333.140 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1773 | X=0109.970-0342.680 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1773 | X=0109.970-0338.600 | Y=0107.780-0119.020 | và thông ra Đường Nguyễn Tất Thành đoạn từ Ngã
P=1773 | X=0109.970-0335.960 | Y=0119.330-0130.570 | ba huyện Vĩnh Cửu cũ đến Đường Lê Đại Hành có
P=1773 | X=0109.970-0303.580 | Y=0130.850-0142.090 | hiện trạng là đường nhựa, bê tông xi măng:
P=1773 | X=0091.460-0108.100 | Y=0138.730-0148.050 | 308
P=1773 | X=0375.740-0400.790 | Y=0138.730-0148.050 | 1.100
P=1773 | X=0447.050-0463.690 | Y=0138.730-0148.050 | 770
P=1773 | X=0505.630-0522.270 | Y=0138.730-0148.050 | 660
P=1773 | X=0109.970-0351.080 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1773 | X=0109.970-0152.110 | Y=0161.530-0170.850 | >1.000m.
P=1773 | X=0109.970-0333.610 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1773 | X=0109.970-0178.950 | Y=0194.930-0206.170 | Đường Nguyễn
P=1773 | X=0195.430-0331.650 | Y=0194.930-0206.170 | Đường Lê Đại Ngã tư đường
P=1773 | X=0091.460-0108.100 | Y=0202.590-0211.910 | 309
P=1773 | X=0375.740-0400.790 | Y=0202.590-0211.910 | 5.000
P=1773 | X=0438.890-0463.940 | Y=0202.590-0211.910 | 3.500
P=1773 | X=0497.470-0522.520 | Y=0202.590-0211.910 | 3.000
P=1773 | X=0109.970-0155.650 | Y=0208.350-0217.670 | Tất Thành
P=1773 | X=0195.430-0219.290 | Y=0208.350-0217.670 | Hành
P=1773 | X=0268.180-0338.360 | Y=0208.350-0217.670 | Phan Chu Trinh
P=1773 | X=0109.970-0324.200 | Y=0224.230-0235.470 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1773 | X=0109.970-0330.680 | Y=0235.750-0246.990 | Đường Nguyễn Tất Thành đoạn từ Đường Lê Đại
P=1773 | X=0109.970-0327.560 | Y=0247.270-0258.510 | Hành đến Ngã tư đường Phan Chu Trinh có hiện
P=1773 | X=0109.970-0281.750 | Y=0258.790-0270.030 | trạng là đường nhựa, bê tông xi măng:
P=1773 | X=0091.460-0108.100 | Y=0266.670-0275.990 | 310
P=1773 | X=0375.740-0400.790 | Y=0266.670-0275.990 | 1.900
P=1773 | X=0438.890-0463.940 | Y=0266.670-0275.990 | 1.300
P=1773 | X=0497.470-0522.520 | Y=0266.670-0275.990 | 1.100
P=1773 | X=0109.970-0332.880 | Y=0276.310-0287.550 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1773 | X=0109.970-0351.080 | Y=0293.860-0305.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1773 | X=0109.970-0143.490 | Y=0305.380-0316.620 | ≤400m.
P=1773 | X=0109.970-0324.200 | Y=0323.140-0334.380 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1773 | X=0109.970-0330.680 | Y=0334.660-0345.900 | Đường Nguyễn Tất Thành đoạn từ Đường Lê Đại
P=1773 | X=0109.970-0327.560 | Y=0345.940-0357.180 | Hành đến Ngã tư đường Phan Chu Trinh có hiện
P=1773 | X=0109.970-0281.750 | Y=0357.460-0368.700 | trạng là đường nhựa, bê tông xi măng:
P=1773 | X=0091.460-0333.140 | Y=0374.240-0386.240 | 311 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1773 | X=0375.740-0400.790 | Y=0374.240-0383.560 | 1.200
P=1773 | X=0447.050-0463.690 | Y=0374.240-0383.560 | 840
P=1773 | X=0505.630-0522.270 | Y=0374.240-0383.560 | 720
P=1773 | X=0109.970-0351.080 | Y=0392.520-0403.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1773 | X=0109.970-0208.780 | Y=0404.040-0415.280 | từ >400m đến ≤600m.
P=1773 | X=0109.970-0333.140 | Y=0421.560-0432.800 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1773 | X=0109.970-0324.200 | Y=0439.320-0450.560 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1773 | X=0109.970-0330.680 | Y=0450.860-0462.100 | Đường Nguyễn Tất Thành đoạn từ Đường Lê Đại
P=1773 | X=0109.970-0327.560 | Y=0462.380-0473.620 | Hành đến Ngã tư đường Phan Chu Trinh có hiện
P=1773 | X=0109.970-0281.750 | Y=0473.900-0485.140 | trạng là đường nhựa, bê tông xi măng:
P=1773 | X=0091.460-0108.100 | Y=0481.780-0491.100 | 312
P=1773 | X=0375.740-0400.790 | Y=0481.780-0491.100 | 1.000
P=1773 | X=0447.050-0463.690 | Y=0481.780-0491.100 | 700
P=1773 | X=0505.630-0522.270 | Y=0481.780-0491.100 | 600
P=1773 | X=0109.970-0351.080 | Y=0491.420-0502.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1773 | X=0109.970-0152.110 | Y=0504.820-0514.140 | >1.000m.
P=1773 | X=0109.970-0333.610 | Y=0520.220-0531.460 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1773 | X=0109.970-0342.680 | Y=0538.010-0549.250 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1773 | X=0109.970-0351.800 | Y=0549.530-0560.770 | và thông ra Đường Nguyễn Tất Thành đoạn từ Đường
P=1773 | X=0109.970-0337.610 | Y=0561.050-0572.290 | Lê Đại Hành đến Ngã tư đường Phan Chu Trinh có
P=1773 | X=0109.970-0303.580 | Y=0572.570-0583.810 | hiện trạng là đường nhựa, bê tông xi măng:
P=1773 | X=0091.460-0108.100 | Y=0580.450-0589.770 | 313
P=1773 | X=0375.740-0400.790 | Y=0580.450-0589.770 | 1.700
P=1773 | X=0438.890-0463.940 | Y=0580.450-0589.770 | 1.200
P=1773 | X=0497.470-0522.520 | Y=0580.450-0589.770 | 1.000
P=1773 | X=0109.970-0332.880 | Y=0590.090-0601.330 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1773 | X=0109.970-0351.080 | Y=0607.610-0618.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1773 | X=0109.970-0143.490 | Y=0619.150-0630.390 | ≤400m.
P=1773 | X=0109.970-0342.680 | Y=0636.910-0648.150 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1773 | X=0109.970-0351.800 | Y=0648.430-0659.670 | và thông ra Đường Nguyễn Tất Thành đoạn từ Đường
P=1773 | X=0109.970-0337.610 | Y=0659.950-0671.190 | Lê Đại Hành đến Ngã tư đường Phan Chu Trinh có
P=1773 | X=0091.460-0303.580 | Y=0671.470-0682.910 | 314 hiện trạng là đường nhựa, bê tông xi măng:
P=1773 | X=0375.740-0400.790 | Y=0673.590-0682.910 | 1.100
P=1773 | X=0447.050-0463.690 | Y=0673.590-0682.910 | 770
P=1773 | X=0505.630-0522.270 | Y=0673.590-0682.910 | 660
P=1773 | X=0109.970-0333.160 | Y=0688.750-0699.990 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1773 | X=0109.970-0351.080 | Y=0706.290-0717.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1774 | X=0109.970-0208.780 | Y=0072.500-0083.740 | từ >400m đến ≤600m.
P=1774 | X=0109.970-0333.140 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1774 | X=0109.970-0342.680 | Y=0107.780-0119.020 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1774 | X=0109.970-0351.800 | Y=0119.330-0130.570 | và thông ra Đường Nguyễn Tất Thành đoạn từ Đường
P=1774 | X=0109.970-0337.610 | Y=0130.850-0142.090 | Lê Đại Hành đến Ngã tư đường Phan Chu Trinh có
P=1774 | X=0109.970-0303.580 | Y=0142.370-0153.610 | hiện trạng là đường nhựa, bê tông xi măng:
P=1774 | X=0091.460-0108.100 | Y=0150.250-0159.570 | 315
P=1774 | X=0383.900-0400.540 | Y=0150.250-0159.570 | 900
P=1774 | X=0447.050-0463.690 | Y=0150.250-0159.570 | 630
P=1774 | X=0505.630-0522.270 | Y=0150.250-0159.570 | 540
P=1774 | X=0109.970-0351.080 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1774 | X=0109.970-0152.130 | Y=0173.050-0182.370 | >1.000m.
P=1774 | X=0109.970-0333.610 | Y=0188.690-0199.930 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1774 | X=0109.970-0178.950 | Y=0206.470-0217.710 | Đường Nguyễn
P=1774 | X=0195.430-0258.910 | Y=0206.470-0217.710 | Ngã tư đường
P=1774 | X=0268.180-0345.070 | Y=0212.230-0223.470 | Ngã ba Đập Tràn
P=1774 | X=0091.460-0108.100 | Y=0214.110-0223.430 | 316
P=1774 | X=0375.740-0400.790 | Y=0214.110-0223.430 | 4.100
P=1774 | X=0438.890-0463.940 | Y=0214.110-0223.430 | 2.900
P=1774 | X=0497.470-0522.520 | Y=0214.110-0223.430 | 2.500
P=1774 | X=0109.970-0155.650 | Y=0219.870-0229.190 | Tất Thành
P=1774 | X=0195.430-0265.580 | Y=0219.870-0229.190 | Phan Chu Trinh
P=1774 | X=0109.970-0324.200 | Y=0235.750-0246.990 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1774 | X=0109.970-0330.920 | Y=0247.270-0258.510 | Đường Nguyễn Tất Thành đoạn từ Ngã tư đường
P=1774 | X=0109.970-0350.360 | Y=0258.790-0270.030 | Phan Chu Trinh đến Ngã ba Đập Tràn có hiện trạng là
P=1774 | X=0109.970-0245.740 | Y=0270.310-0281.550 | đường nhựa, bê tông xi măng:
P=1774 | X=0091.460-0108.100 | Y=0278.190-0287.510 | 317
P=1774 | X=0375.740-0400.790 | Y=0278.190-0287.510 | 2.000
P=1774 | X=0438.890-0463.940 | Y=0278.190-0287.510 | 1.400
P=1774 | X=0497.470-0522.520 | Y=0278.190-0287.510 | 1.200
P=1774 | X=0109.970-0332.920 | Y=0287.860-0299.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1774 | X=0109.970-0351.080 | Y=0305.380-0316.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1774 | X=0109.970-0143.490 | Y=0316.900-0328.140 | ≤400m.
P=1774 | X=0109.970-0324.200 | Y=0334.660-0345.900 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1774 | X=0109.970-0330.920 | Y=0345.940-0357.180 | Đường Nguyễn Tất Thành đoạn từ Ngã tư đường
P=1774 | X=0109.970-0350.360 | Y=0357.460-0368.700 | Phan Chu Trinh đến Ngã ba Đập Tràn có hiện trạng là
P=1774 | X=0109.970-0245.740 | Y=0369.000-0380.240 | đường nhựa, bê tông xi măng:
P=1774 | X=0091.460-0333.140 | Y=0385.760-0397.760 | 318 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1774 | X=0375.740-0400.790 | Y=0385.760-0395.080 | 1.400
P=1774 | X=0447.050-0463.690 | Y=0385.760-0395.080 | 980
P=1774 | X=0505.630-0522.270 | Y=0385.760-0395.080 | 840
P=1774 | X=0109.970-0351.080 | Y=0404.040-0415.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1774 | X=0109.970-0205.750 | Y=0415.560-0426.800 | từ >400m đến ≤600m
P=1774 | X=0109.970-0333.140 | Y=0433.080-0444.320 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1774 | X=0109.970-0324.200 | Y=0450.860-0462.100 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1774 | X=0109.970-0330.930 | Y=0462.380-0473.620 | Đường Nguyễn Tất Thành đoạn từ Ngã tư đường
P=1774 | X=0109.970-0350.360 | Y=0473.900-0485.140 | Phan Chu Trinh đến Ngã ba Đập Tràn có hiện trạng là
P=1774 | X=0109.970-0245.750 | Y=0485.420-0496.660 | đường nhựa, bê tông xi măng:
P=1774 | X=0091.460-0108.100 | Y=0493.300-0502.620 | 319
P=1774 | X=0375.740-0400.790 | Y=0493.300-0502.620 | 1.200
P=1774 | X=0447.050-0463.690 | Y=0493.300-0502.620 | 840
P=1774 | X=0505.630-0522.270 | Y=0493.300-0502.620 | 720
P=1774 | X=0109.970-0351.080 | Y=0502.940-0514.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1774 | X=0109.970-0152.110 | Y=0516.100-0525.420 | >1.000m.
P=1774 | X=0109.970-0333.610 | Y=0531.740-0542.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1774 | X=0109.970-0342.680 | Y=0549.530-0560.770 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1774 | X=0109.970-0351.020 | Y=0561.050-0572.290 | và thông ra Đường Nguyễn Tất Thành đoạn từ Ngã tư
P=1774 | X=0109.970-0347.010 | Y=0572.570-0583.810 | đường Phan Chu Trinh đến Ngã ba Đập Tràn có hiện
P=1774 | X=0109.970-0281.750 | Y=0584.090-0595.330 | trạng là đường nhựa, bê tông xi măng:
P=1774 | X=0091.460-0108.100 | Y=0591.970-0601.290 | 320
P=1774 | X=0375.740-0400.790 | Y=0591.970-0601.290 | 1.800
P=1774 | X=0438.890-0463.940 | Y=0591.970-0601.290 | 1.300
P=1774 | X=0497.470-0522.520 | Y=0591.970-0601.290 | 1.100
P=1774 | X=0109.970-0332.880 | Y=0601.610-0612.850 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1774 | X=0109.970-0351.080 | Y=0619.150-0630.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1774 | X=0109.970-0143.490 | Y=0630.670-0641.910 | ≤400m.
P=1774 | X=0109.970-0342.680 | Y=0648.430-0659.670 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1774 | X=0109.970-0351.020 | Y=0659.950-0671.190 | và thông ra Đường Nguyễn Tất Thành đoạn từ Ngã tư
P=1774 | X=0091.460-0347.010 | Y=0671.470-0685.550 | 321 đường Phan Chu Trinh đến Ngã ba Đập Tràn có hiện
P=1774 | X=0375.740-0400.790 | Y=0676.230-0685.550 | 1.300
P=1774 | X=0447.050-0463.690 | Y=0676.230-0685.550 | 910
P=1774 | X=0505.630-0522.270 | Y=0676.230-0685.550 | 780
P=1774 | X=0109.970-0281.750 | Y=0682.750-0693.990 | trạng là đường nhựa, bê tông xi măng:
P=1774 | X=0109.970-0333.160 | Y=0700.290-0711.530 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1775 | X=0109.970-0351.080 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1775 | X=0109.970-0208.780 | Y=0090.020-0101.260 | từ >400m đến ≤600m.
P=1775 | X=0109.970-0333.140 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1775 | X=0109.970-0342.680 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp
P=1775 | X=0109.970-0351.020 | Y=0136.850-0148.090 | và thông ra Đường Nguyễn Tất Thành đoạn từ Ngã tư
P=1775 | X=0109.970-0347.010 | Y=0148.370-0159.610 | đường Phan Chu Trinh đến Ngã ba Đập Tràn có hiện
P=1775 | X=0109.970-0281.750 | Y=0159.650-0170.890 | trạng là đường nhựa, bê tông xi măng:
P=1775 | X=0091.460-0108.100 | Y=0167.530-0176.850 | 322
P=1775 | X=0375.740-0400.790 | Y=0167.530-0176.850 | 1.100
P=1775 | X=0447.050-0463.690 | Y=0167.530-0176.850 | 770
P=1775 | X=0505.630-0522.270 | Y=0167.530-0176.850 | 660
P=1775 | X=0109.970-0351.080 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1775 | X=0109.970-0152.110 | Y=0190.570-0199.890 | >1.000m.
P=1775 | X=0109.970-0333.610 | Y=0206.230-0217.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1775 | X=0109.970-0174.620 | Y=0223.990-0235.230 | Đường Quang
P=1775 | X=0195.430-0346.110 | Y=0223.990-0235.230 | Đường Nguyễn Hết trường THPT
P=1775 | X=0091.460-0108.100 | Y=0231.630-0240.950 | 323
P=1775 | X=0375.740-0400.790 | Y=0231.630-0240.950 | 5.900
P=1775 | X=0438.890-0463.940 | Y=0231.630-0240.950 | 4.100
P=1775 | X=0497.470-0522.520 | Y=0231.630-0240.950 | 3.500
P=1775 | X=0109.970-0136.210 | Y=0237.390-0246.710 | Trung
P=1775 | X=0195.430-0241.110 | Y=0237.390-0246.710 | Tất Thành
P=1775 | X=0268.180-0295.140 | Y=0237.390-0246.710 | Trị An
P=1775 | X=0109.970-0324.200 | Y=0253.270-0264.510 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1775 | X=0109.970-0329.560 | Y=0264.790-0276.030 | Đường Quang Trung đoạn từ Đường Nguyễn Tất
P=1775 | X=0109.970-0339.080 | Y=0276.310-0287.550 | Thành đến Hết trường THPT Trị An có hiện trạng là
P=1775 | X=0109.970-0245.740 | Y=0287.860-0299.100 | đường nhựa, bê tông xi măng:
P=1775 | X=0091.460-0108.100 | Y=0295.740-0305.060 | 324
P=1775 | X=0375.740-0400.790 | Y=0295.740-0305.060 | 1.900
P=1775 | X=0438.890-0463.940 | Y=0295.740-0305.060 | 1.300
P=1775 | X=0497.470-0522.520 | Y=0295.740-0305.060 | 1.100
P=1775 | X=0109.970-0332.880 | Y=0305.380-0316.620 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1775 | X=0109.970-0351.080 | Y=0322.900-0334.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1775 | X=0109.970-0143.490 | Y=0334.420-0345.660 | ≤400m.
P=1775 | X=0109.970-0324.200 | Y=0351.940-0363.180 | Các tuyến đường giao thông đấu nối trực tiếp ra
P=1775 | X=0109.970-0329.560 | Y=0363.460-0374.700 | Đường Quang Trung đoạn từ Đường Nguyễn Tất
P=1775 | X=0109.970-0339.080 | Y=0375.000-0386.240 | Thành đến Hết trường THPT Trị An có hiện trạng là
P=1775 | X=0109.970-0245.740 | Y=0386.520-0397.760 | đường nhựa, bê tông xi măng:
