TABLE=063 | AREA=Phường Phước Bình | SECTION=non-agricultural | SEGMENTS=1
P=2002 | X=0107.330-0144.120 | Y=0512.300-0523.540 | Phương
P=2002 | X=0107.330-0185.440 | Y=0530.300-0541.540 | Các tuyến đường
P=2002 | X=0107.330-0180.840 | Y=0543.730-0553.050 | còn lại trong khu
P=2002 | X=0092.900-0104.020 | Y=0549.490-0558.810 | 95
P=2002 | X=0188.230-0238.500 | Y=0549.490-0558.810 | Toàn tuyến
P=2002 | X=0396.620-0421.670 | Y=0549.490-0558.810 | 7.300
P=2002 | X=0439.130-0464.180 | Y=0549.490-0558.810 | 5.100
P=2002 | X=0497.230-0522.280 | Y=0549.490-0558.810 | 4.400
P=2002 | X=0107.330-0160.930 | Y=0555.250-0564.570 | TTHC thị xã
P=2002 | X=0107.330-0183.170 | Y=0564.890-0576.130 | Phước Long (cũ)
P=2002 | X=0287.860-0379.660 | Y=0582.890-0594.130 | Hết ranh thửa đất số
P=2002 | X=0188.230-0282.370 | Y=0588.650-0599.890 | Ngã tư Đường Lý Tự
P=2002 | X=0287.860-0382.390 | Y=0594.410-0605.650 | 01 và thửa đất số 02,
P=2002 | X=0107.330-0168.100 | Y=0600.170-0611.410 | Đường Lý Tự
P=2002 | X=0188.230-0281.710 | Y=0600.170-0611.410 | Trọng - Đường Hùng
P=2002 | X=0287.860-0377.820 | Y=0605.930-0617.170 | tờ bản đồ số 18 (hết
P=2002 | X=0092.900-0104.020 | Y=0607.810-0617.130 | 96
P=2002 | X=0396.620-0421.670 | Y=0607.810-0617.130 | 2.900
P=2002 | X=0439.130-0464.180 | Y=0607.810-0617.130 | 2.000
P=2002 | X=0497.230-0522.280 | Y=0607.810-0617.130 | 1.700
P=2002 | X=0188.230-0274.030 | Y=0611.690-0622.930 | Vương - Đường Lê
P=2002 | X=0107.330-0133.570 | Y=0613.570-0622.890 | Trọng
P=2002 | X=0287.860-0372.920 | Y=0619.350-0628.670 | ranh Khu phố Long
P=2002 | X=0188.230-0241.860 | Y=0623.230-0634.470 | Quang Định
P=2002 | X=0287.860-0320.280 | Y=0628.750-0639.990 | Điều 1)
P=2002 | X=0287.860-0378.540 | Y=0648.630-0657.950 | Ngã ba Cà Kiêu (hết
P=2002 | X=0188.230-0275.460 | Y=0654.390-0663.710 | Ranh khu phố Long
P=2002 | X=0287.860-0372.990 | Y=0658.270-0669.510 | thửa đất số 363, tờ
P=2002 | X=0107.330-0168.100 | Y=0664.030-0675.270 | Đường Lý Tự
P=2002 | X=0188.230-0271.620 | Y=0664.030-0675.270 | Giang (thửa đất số
P=2002 | X=0287.860-0382.790 | Y=0669.790-0681.030 | bản đồ số 56 và thửa
P=2002 | X=0092.900-0104.020 | Y=0671.670-0680.990 | 97
P=2002 | X=0396.620-0421.670 | Y=0671.670-0680.990 | 1.500
P=2002 | X=0439.130-0464.180 | Y=0671.670-0680.990 | 1.100
P=2002 | X=0505.390-0522.030 | Y=0671.670-0680.990 | 920
P=2002 | X=0188.230-0271.860 | Y=0675.550-0686.790 | 209 và thửa đất số
P=2002 | X=0107.330-0133.570 | Y=0677.430-0686.750 | Trọng
P=2002 | X=0287.860-0383.030 | Y=0681.310-0692.550 | đất số 112, tờ bản đồ
P=2002 | X=0188.230-0286.660 | Y=0687.070-0698.310 | 213, tờ bản đồ số 58 )
P=2002 | X=0287.860-0315.480 | Y=0694.710-0704.030 | số 55)
P=2003 | X=0287.860-0382.010 | Y=0078.740-0089.980 | Ngã ba đường Lý Tự
P=2003 | X=0188.230-0368.610 | Y=0090.260-0101.500 | Ngã ba Cà Kiêu (từ Trọng - Đường bê
P=2003 | X=0188.230-0360.930 | Y=0101.780-0113.020 | ranh thửa đất số 111, tông khu phố An
P=2003 | X=0107.330-0168.100 | Y=0107.540-0118.780 | Đường Lý Tự
P=2003 | X=0188.230-0384.220 | Y=0113.300-0124.540 | tờ bản đồ số 5 5 và Lương (hết ranh thửa
P=2003 | X=0092.900-0104.020 | Y=0115.180-0124.500 | 98
P=2003 | X=0396.620-0421.670 | Y=0115.180-0124.500 | 1.100
P=2003 | X=0447.290-0463.930 | Y=0115.180-0124.500 | 770
P=2003 | X=0505.390-0522.030 | Y=0115.180-0124.500 | 660
P=2003 | X=0107.330-0133.570 | Y=0120.970-0130.290 | Trọng
P=2003 | X=0188.230-0385.990 | Y=0124.850-0136.090 | thửa đất số 323, tờ đất số 38 và Thửa đất
P=2003 | X=0188.230-0249.220 | Y=0136.370-0147.610 | bản đồ số 56)
P=2003 | X=0287.860-0378.990 | Y=0138.250-0147.570 | số 22, cùng thuộc tờ
P=2003 | X=0287.860-0348.840 | Y=0147.650-0158.890 | bản đồ số 62)
P=2003 | X=0188.230-0282.370 | Y=0165.650-0176.890 | Ngã ba đường Lý Tự
P=2003 | X=0188.230-0266.110 | Y=0179.050-0188.370 | Trọng -Đường bê
P=2003 | X=0188.230-0261.310 | Y=0190.570-0199.890 | tông khu phố An
P=2003 | X=0107.330-0168.100 | Y=0194.450-0205.690 | Đường Lý Tự
P=2003 | X=0287.860-0370.300 | Y=0194.450-0205.690 | Giáp ranh phường
P=2003 | X=0188.230-0280.260 | Y=0200.230-0211.470 | Lương (từ ranh thửa
P=2003 | X=0092.900-0104.020 | Y=0202.110-0211.430 | 99
P=2003 | X=0396.620-0421.670 | Y=0202.110-0211.430 | 1.700
P=2003 | X=0439.130-0464.180 | Y=0202.110-0211.430 | 1.200
P=2003 | X=0497.230-0522.280 | Y=0202.110-0211.430 | 1.000
P=2003 | X=0287.860-0343.650 | Y=0205.990-0217.230 | Phước Long
P=2003 | X=0107.330-0133.570 | Y=0207.870-0217.190 | Trọng
P=2003 | X=0188.230-0282.990 | Y=0211.750-0222.990 | đất số 24 và thửa đất
P=2003 | X=0188.230-0279.350 | Y=0225.150-0234.470 | số 36, cùng thuộc tờ
P=2003 | X=0188.230-0249.220 | Y=0234.790-0246.030 | bản đồ số 62)
P=2003 | X=0188.230-0270.100 | Y=0252.790-0264.030 | Đường Trần Quốc
P=2003 | X=0090.020-0180.850 | Y=0258.550-0269.790 | 100 Đường Văn Cao
P=2003 | X=0287.860-0330.930 | Y=0260.430-0269.750 | Hết tuyến
P=2003 | X=0396.620-0421.670 | Y=0260.430-0269.750 | 2.400
P=2003 | X=0439.130-0464.180 | Y=0260.430-0269.750 | 1.700
P=2003 | X=0497.230-0522.280 | Y=0260.430-0269.750 | 1.400
P=2003 | X=0188.230-0211.110 | Y=0266.190-0275.510 | Thảo
P=2003 | X=0107.330-0176.310 | Y=0282.340-0293.580 | Đường Nguyễn
P=2003 | X=0188.230-0264.630 | Y=0288.100-0299.340 | Đường 3 tháng 2
P=2003 | X=0090.020-0106.660 | Y=0289.980-0299.300 | 101
P=2003 | X=0287.860-0330.930 | Y=0289.980-0299.300 | Hết tuyến
P=2003 | X=0396.620-0421.670 | Y=0289.980-0299.300 | 2.900
P=2003 | X=0439.130-0464.180 | Y=0289.980-0299.300 | 2.000
P=2003 | X=0497.230-0522.280 | Y=0289.980-0299.300 | 1.700
P=2003 | X=0107.330-0162.860 | Y=0295.740-0305.060 | Phan Chánh
P=2003 | X=0107.330-0185.900 | Y=0311.860-0323.100 | Đường Lê Quang
P=2003 | X=0188.230-0254.040 | Y=0317.620-0328.860 | Đường Võ Trứ
P=2003 | X=0287.860-0380.130 | Y=0317.620-0328.860 | Đường Hùng Vương
P=2003 | X=0090.020-0106.660 | Y=0319.500-0328.820 | 102
P=2003 | X=0396.620-0421.670 | Y=0319.500-0328.820 | 2.300
P=2003 | X=0439.130-0464.180 | Y=0319.500-0328.820 | 1.600
P=2003 | X=0497.230-0522.280 | Y=0319.500-0328.820 | 1.400
P=2003 | X=0107.330-0128.050 | Y=0323.380-0334.620 | Định
P=2003 | X=0107.330-0176.310 | Y=0341.380-0352.620 | Đường Nguyễn
P=2003 | X=0287.860-0369.740 | Y=0341.380-0352.620 | Đường Trần Quốc
P=2003 | X=0188.230-0264.630 | Y=0347.140-0358.380 | Đường 3 tháng 2
P=2003 | X=0090.020-0106.660 | Y=0349.020-0358.340 | 103
P=2003 | X=0396.620-0421.670 | Y=0349.020-0358.340 | 2.900
P=2003 | X=0439.130-0464.180 | Y=0349.020-0358.340 | 2.000
P=2003 | X=0497.230-0522.280 | Y=0349.020-0358.340 | 1.700
P=2003 | X=0107.330-0166.950 | Y=0352.900-0364.140 | Thượng Hiền
P=2003 | X=0287.860-0310.760 | Y=0354.780-0364.100 | Thảo
P=2003 | X=0107.330-0278.320 | Y=0370.920-0382.160 | Đường Ngô Đức Đường Đào Nguyên
P=2003 | X=0090.020-0106.660 | Y=0378.560-0387.880 | 104
P=2003 | X=0287.860-0330.930 | Y=0378.560-0387.880 | Hết tuyến
P=2003 | X=0396.620-0421.670 | Y=0378.560-0387.880 | 2.600
P=2003 | X=0439.130-0464.180 | Y=0378.560-0387.880 | 1.800
P=2003 | X=0497.230-0522.280 | Y=0378.560-0387.880 | 1.500
P=2003 | X=0107.330-0119.650 | Y=0384.080-0393.400 | Kế
P=2003 | X=0188.230-0206.070 | Y=0384.080-0393.400 | Phố
P=2003 | X=0107.330-0165.260 | Y=0400.200-0411.440 | Đường Phan
P=2003 | X=0188.230-0264.630 | Y=0405.960-0417.200 | Đường 3 tháng 2
P=2003 | X=0090.020-0106.660 | Y=0407.840-0417.160 | 105
P=2003 | X=0287.860-0330.930 | Y=0407.840-0417.160 | Hết tuyến
P=2003 | X=0396.620-0421.670 | Y=0407.840-0417.160 | 2.900
P=2003 | X=0439.130-0464.180 | Y=0407.840-0417.160 | 2.000
P=2003 | X=0497.230-0522.280 | Y=0407.840-0417.160 | 1.700
P=2003 | X=0107.330-0127.330 | Y=0413.600-0422.920 | Khôi
P=2003 | X=0188.230-0283.390 | Y=0429.720-0440.960 | Đường Nguyễn Phan
P=2003 | X=0090.020-0176.320 | Y=0435.480-0446.720 | 106 Đường Đinh Lễ
P=2003 | X=0287.860-0377.500 | Y=0435.480-0446.720 | Đường Lý Tự Trọng
P=2003 | X=0396.620-0421.670 | Y=0437.360-0446.680 | 2.200
P=2003 | X=0439.130-0464.180 | Y=0437.360-0446.680 | 1.500
P=2003 | X=0497.230-0522.280 | Y=0437.360-0446.680 | 1.300
P=2003 | X=0188.230-0217.610 | Y=0443.120-0452.440 | Chánh
P=2003 | X=0107.330-0160.220 | Y=0459.260-0470.500 | Đường Đào
P=2003 | X=0188.230-0264.630 | Y=0465.020-0476.260 | Đường 3 tháng 2
P=2003 | X=0090.020-0106.660 | Y=0466.900-0476.220 | 107
P=2003 | X=0287.860-0330.930 | Y=0466.900-0476.220 | Hết tuyến
P=2003 | X=0396.620-0421.670 | Y=0466.900-0476.220 | 2.900
P=2003 | X=0439.130-0464.180 | Y=0466.900-0476.220 | 2.000
P=2003 | X=0497.230-0522.280 | Y=0466.900-0476.220 | 1.700
P=2003 | X=0107.330-0162.380 | Y=0472.660-0481.980 | Nguyên Phổ
P=2003 | X=0107.330-0162.610 | Y=0488.780-0500.020 | Đường Trần
P=2003 | X=0188.230-0264.630 | Y=0494.540-0505.780 | Đường 3 tháng 2
P=2003 | X=0090.020-0106.660 | Y=0496.420-0505.740 | 108
P=2003 | X=0287.860-0330.930 | Y=0496.420-0505.740 | Hết tuyến
P=2003 | X=0396.620-0421.670 | Y=0496.420-0505.740 | 2.900
P=2003 | X=0439.130-0464.180 | Y=0496.420-0505.740 | 2.000
P=2003 | X=0497.230-0522.280 | Y=0496.420-0505.740 | 1.700
P=2003 | X=0107.330-0157.090 | Y=0502.180-0511.500 | Quốc Thảo
P=2003 | X=0107.330-0176.310 | Y=0518.300-0529.540 | Đường Nguyễn
P=2003 | X=0188.230-0254.040 | Y=0524.060-0535.300 | Đường Võ Trứ
P=2003 | X=0090.020-0106.660 | Y=0525.940-0535.260 | 109
P=2003 | X=0287.860-0330.930 | Y=0525.940-0535.260 | Hết tuyến
P=2003 | X=0396.620-0421.670 | Y=0525.940-0535.260 | 2.300
P=2003 | X=0439.130-0464.180 | Y=0525.940-0535.260 | 1.600
P=2003 | X=0497.230-0522.280 | Y=0525.940-0535.260 | 1.400
P=2003 | X=0107.330-0121.320 | Y=0531.700-0541.020 | Thi
P=2003 | X=0107.330-0183.960 | Y=0547.850-0559.090 | Đường Mai Xuân
P=2003 | X=0188.230-0264.630 | Y=0553.610-0564.850 | Đường 3 tháng 2
P=2003 | X=0090.020-0106.660 | Y=0555.490-0564.810 | 110
P=2003 | X=0287.860-0330.930 | Y=0555.490-0564.810 | Hết tuyến
P=2003 | X=0396.620-0421.670 | Y=0555.490-0564.810 | 2.900
P=2003 | X=0439.130-0464.180 | Y=0555.490-0564.810 | 2.000
P=2003 | X=0497.230-0522.280 | Y=0555.490-0564.810 | 1.700
P=2003 | X=0107.330-0143.650 | Y=0559.370-0570.610 | Thưởng
P=2003 | X=0107.330-0162.600 | Y=0577.370-0588.610 | Đường Đinh
P=2003 | X=0188.230-0270.670 | Y=0577.370-0588.610 | Giáp Đường Hùng
P=2003 | X=0090.020-0106.660 | Y=0585.010-0594.330 | 111
P=2003 | X=0287.860-0330.930 | Y=0585.010-0594.330 | Hết tuyến
P=2003 | X=0396.620-0421.670 | Y=0585.010-0594.330 | 2.500
P=2003 | X=0439.130-0464.180 | Y=0585.010-0594.330 | 1.700
P=2003 | X=0497.230-0522.280 | Y=0585.010-0594.330 | 1.500
P=2003 | X=0188.230-0219.510 | Y=0588.890-0600.130 | Vương
P=2003 | X=0107.330-0160.210 | Y=0590.770-0600.090 | Công Tráng
P=2003 | X=0090.020-0173.130 | Y=0606.890-0618.130 | 112 Đường Võ Trứ
P=2003 | X=0188.230-0264.630 | Y=0606.890-0618.130 | Đường 3 tháng 2
P=2003 | X=0287.860-0330.930 | Y=0608.770-0618.090 | Hết tuyến
P=2003 | X=0396.620-0421.670 | Y=0608.770-0618.090 | 2.900
P=2003 | X=0439.130-0464.180 | Y=0608.770-0618.090 | 2.000
P=2003 | X=0497.230-0522.280 | Y=0608.770-0618.090 | 1.700
P=2003 | X=0287.860-0387.320 | Y=0624.910-0636.150 | Ngã ba đường Dương
P=2003 | X=0107.330-0173.640 | Y=0630.670-0641.910 | Đường Dương
P=2003 | X=0188.230-0264.630 | Y=0636.430-0647.670 | Đường 3 tháng 2
P=2003 | X=0287.860-0376.300 | Y=0636.430-0647.670 | Đình Nghệ - Đường
P=2003 | X=0090.020-0106.660 | Y=0638.310-0647.630 | 113
P=2003 | X=0396.620-0421.670 | Y=0638.310-0647.630 | 3.300
P=2003 | X=0439.130-0464.180 | Y=0638.310-0647.630 | 2.300
P=2003 | X=0497.230-0522.280 | Y=0638.310-0647.630 | 2.000
P=2003 | X=0107.330-0155.170 | Y=0642.190-0653.430 | Đình Nghệ
P=2003 | X=0287.860-0326.820 | Y=0647.950-0659.190 | Văn Cao
P=2003 | X=0188.230-0253.390 | Y=0665.950-0677.190 | Ngã tư Đường
P=2003 | X=0287.860-0387.340 | Y=0665.950-0677.190 | Ngã ba đường Đường
P=2003 | X=0107.330-0173.640 | Y=0677.470-0688.710 | Đường Dương
P=2003 | X=0188.230-0276.820 | Y=0677.470-0688.710 | Dương Đình Nghệ -
P=2003 | X=0287.860-0376.460 | Y=0677.470-0688.710 | Dương Đình Nghệ -
P=2003 | X=0090.020-0106.660 | Y=0685.110-0694.430 | 114
P=2003 | X=0396.620-0421.670 | Y=0685.110-0694.430 | 2.900
P=2003 | X=0439.130-0464.180 | Y=0685.110-0694.430 | 2.000
P=2003 | X=0497.230-0522.280 | Y=0685.110-0694.430 | 1.700
P=2003 | X=0107.330-0155.170 | Y=0688.750-0699.990 | Đình Nghệ
P=2003 | X=0188.230-0273.770 | Y=0688.750-0699.990 | Đường Nguyễn Thi
P=2003 | X=0287.860-0369.740 | Y=0688.750-0699.990 | Đường Trần Quốc
P=2003 | X=0188.230-0277.380 | Y=0700.290-0711.530 | (từ ranh thửa đất số
P=2003 | X=0287.860-0377.020 | Y=0702.180-0711.500 | Thảo (hết ranh thửa
P=2004 | X=0188.230-0266.100 | Y=0072.740-0083.980 | 82 và thửa đất số
P=2004 | X=0287.860-0382.630 | Y=0072.740-0083.980 | đất số 20 và thửa đất
P=2004 | X=0188.230-0271.670 | Y=0086.140-0095.460 | 101, cùng thuộc tờ
P=2004 | X=0287.860-0378.990 | Y=0086.140-0095.460 | số 50, cùng thuộc tờ
P=2004 | X=0188.230-0249.220 | Y=0095.780-0107.020 | bản đồ số 22)
P=2004 | X=0287.860-0348.840 | Y=0095.780-0107.020 | bản đồ số 19)
P=2004 | X=0188.230-0276.900 | Y=0113.780-0125.020 | Ngã ba đường Trần
P=2004 | X=0188.230-0278.340 | Y=0125.330-0136.570 | Quốc Thảo - Đường
P=2004 | X=0188.230-0286.200 | Y=0136.850-0148.090 | Dương Đình Nghệ (từ
P=2004 | X=0107.330-0173.640 | Y=0142.610-0153.850 | Đường Dương
P=2004 | X=0188.230-0380.130 | Y=0148.370-0159.610 | ranh thửa đất số 13, Đường Hùng Vương
P=2004 | X=0090.020-0106.660 | Y=0150.250-0159.570 | 115
P=2004 | X=0396.620-0421.670 | Y=0150.250-0159.570 | 1.800
P=2004 | X=0439.130-0464.180 | Y=0150.250-0159.570 | 1.200
P=2004 | X=0497.230-0522.280 | Y=0150.250-0159.570 | 1.100
P=2004 | X=0107.330-0155.170 | Y=0154.130-0165.370 | Đình Nghệ
P=2004 | X=0188.230-0271.870 | Y=0159.650-0170.890 | tờ bản đồ số 19 và
P=2004 | X=0188.230-0287.220 | Y=0171.170-0182.410 | thửa đất số 62, tờ bản
P=2004 | X=0188.230-0224.230 | Y=0182.690-0193.930 | đồ số 2)
P=2004 | X=0287.860-0379.650 | Y=0200.710-0211.950 | Ngã tư Đường Hùng
P=2004 | X=0107.330-0165.740 | Y=0206.470-0217.710 | Đường Hùng
P=2004 | X=0188.230-0264.630 | Y=0212.230-0223.470 | Đường 3 tháng 2
P=2004 | X=0287.860-0382.990 | Y=0212.230-0223.470 | Vương - Đường Đinh
P=2004 | X=0090.020-0106.660 | Y=0214.110-0223.430 | 116
P=2004 | X=0396.620-0421.670 | Y=0214.110-0223.430 | 5.400
P=2004 | X=0439.130-0464.180 | Y=0214.110-0223.430 | 3.800
P=2004 | X=0497.230-0522.280 | Y=0214.110-0223.430 | 3.300
P=2004 | X=0107.330-0138.610 | Y=0217.990-0229.230 | Vương
P=2004 | X=0287.860-0299.000 | Y=0225.630-0234.950 | Lễ
P=2004 | X=0188.230-0377.970 | Y=0241.750-0252.990 | Ngã tư Đường Hùng Ngã tư đường Hùng
P=2004 | X=0107.330-0165.740 | Y=0247.510-0258.750 | Đường Hùng
P=2004 | X=0188.230-0374.620 | Y=0253.270-0264.510 | Vương - Đường Đinh Vương - Đường Võ
P=2004 | X=0090.020-0106.660 | Y=0255.150-0264.470 | 117
P=2004 | X=0396.620-0421.670 | Y=0255.150-0264.470 | 2.900
P=2004 | X=0439.130-0464.180 | Y=0255.150-0264.470 | 2.000
P=2004 | X=0497.230-0522.280 | Y=0255.150-0264.470 | 1.700
P=2004 | X=0107.330-0138.610 | Y=0259.030-0270.270 | Vương
P=2004 | X=0287.860-0325.720 | Y=0264.790-0276.030 | Văn Kiệt
P=2004 | X=0188.230-0199.350 | Y=0266.670-0275.990 | Lễ
P=2004 | X=0287.860-0370.300 | Y=0282.820-0294.060 | Giáp ranh phường
P=2004 | X=0188.230-0389.260 | Y=0294.340-0305.580 | Ngã tư Đường Hùng Phước Long, (hết ranh
P=2004 | X=0107.330-0165.740 | Y=0300.100-0311.340 | Đường Hùng
P=2004 | X=0188.230-0421.670 | Y=0305.860-0317.100 | Vương - Đường Võ thửa đất số 12 và thửa 1.000
P=2004 | X=0090.020-0106.660 | Y=0307.740-0317.060 | 118
P=2004 | X=0447.290-0463.930 | Y=0307.740-0317.060 | 710
P=2004 | X=0505.390-0522.030 | Y=0307.740-0317.060 | 610
P=2004 | X=0107.330-0138.610 | Y=0311.620-0322.860 | Vương
P=2004 | X=0188.230-0226.070 | Y=0317.380-0328.620 | Văn Kiệt
P=2004 | X=0287.860-0383.660 | Y=0317.380-0328.620 | đất số 17, cùng thuộc
P=2004 | X=0287.860-0361.080 | Y=0328.900-0340.140 | tờ bản đồ số 81)
P=2004 | X=0107.330-0186.370 | Y=0346.900-0358.140 | Đường Châu Văn
P=2004 | X=0287.860-0369.800 | Y=0346.900-0358.140 | Đường Phan Đình
P=2004 | X=0188.230-0260.100 | Y=0352.660-0363.900 | Đường Độc Lập
P=2004 | X=0090.020-0106.660 | Y=0354.540-0363.860 | 119
P=2004 | X=0396.620-0421.670 | Y=0354.540-0363.860 | 7.300
P=2004 | X=0439.130-0464.180 | Y=0354.540-0363.860 | 5.100
P=2004 | X=0497.230-0522.280 | Y=0354.540-0363.860 | 4.400
P=2004 | X=0107.330-0128.920 | Y=0360.060-0369.380 | Liêm
P=2004 | X=0287.860-0306.250 | Y=0360.060-0369.380 | Giót
P=2004 | X=0107.330-0171.260 | Y=0376.200-0387.440 | Đường Hoàng
P=2004 | X=0287.860-0369.800 | Y=0376.200-0387.440 | Đường Phan Đình
P=2004 | X=0188.230-0260.100 | Y=0381.960-0393.200 | Đường Độc Lập
P=2004 | X=0090.020-0106.660 | Y=0383.840-0393.160 | 120
P=2004 | X=0396.620-0421.670 | Y=0383.840-0393.160 | 7.300
P=2004 | X=0439.130-0464.180 | Y=0383.840-0393.160 | 5.100
P=2004 | X=0497.230-0522.280 | Y=0383.840-0393.160 | 4.400
P=2004 | X=0107.330-0128.450 | Y=0389.600-0398.920 | Cầm
P=2004 | X=0287.860-0306.250 | Y=0389.600-0398.920 | Giót
P=2004 | X=0287.860-0368.620 | Y=0405.720-0416.960 | Ngã ba đường Hồ
P=2004 | X=0287.860-0373.660 | Y=0417.240-0428.480 | Tùng Mậu - Đường
P=2004 | X=0287.860-0379.030 | Y=0430.640-0439.960 | Nguyễn Khuyến (hết
P=2004 | X=0188.230-0268.980 | Y=0440.280-0451.520 | Ngã ba đường Hồ
P=2004 | X=0287.860-0383.590 | Y=0440.280-0451.520 | ranh thửa đất số 144,
P=2004 | X=0107.330-0180.130 | Y=0446.040-0457.280 | Đường Hồ Tùng
P=2004 | X=0188.230-0274.020 | Y=0451.820-0463.060 | Tùng Mậu - Đường
P=2004 | X=0287.860-0379.640 | Y=0451.820-0463.060 | tờ bản đồ số 13, khu
P=2004 | X=0090.020-0106.660 | Y=0453.700-0463.020 | 121
P=2004 | X=0396.620-0421.670 | Y=0453.700-0463.020 | 4.800
P=2004 | X=0439.130-0464.180 | Y=0453.700-0463.020 | 3.300
P=2004 | X=0497.230-0522.280 | Y=0453.700-0463.020 | 2.900
P=2004 | X=0107.330-0126.850 | Y=0459.460-0468.780 | Mậu
P=2004 | X=0188.230-0265.780 | Y=0465.220-0474.540 | Nguyễn Thái Học
P=2004 | X=0287.860-0389.260 | Y=0465.220-0474.540 | phố 3 và hết ranh thửa
P=2004 | X=0287.860-0383.030 | Y=0474.860-0486.100 | đất số 116, tờ bản đồ
P=2004 | X=0287.860-0378.460 | Y=0488.260-0497.580 | số 42, khu phố Long
P=2004 | X=0287.860-0321.960 | Y=0497.900-0509.140 | Phước)
P=2004 | X=0188.230-0276.750 | Y=0515.900-0527.140 | Từ thửa đất số 122,
P=2004 | X=0287.860-0379.660 | Y=0521.660-0532.900 | Hết ranh thửa đất số
P=2004 | X=0188.230-0280.020 | Y=0527.420-0538.660 | tờ bản đồ số 42, khu
P=2004 | X=0287.860-0371.500 | Y=0533.210-0544.450 | 182 và thửa đất số
P=2004 | X=0107.330-0276.900 | Y=0538.970-0550.210 | Đường Hồ Tùng phố Long Phước và
P=2004 | X=0090.020-0106.660 | Y=0546.370-0555.690 | 122
P=2004 | X=0287.860-0371.310 | Y=0546.370-0555.690 | 184, cùng thuộc tờ
P=2004 | X=0396.620-0421.660 | Y=0546.370-0555.690 | 3.700
P=2004 | X=0439.130-0464.180 | Y=0546.370-0555.690 | 2.600
P=2004 | X=0497.230-0522.280 | Y=0546.370-0555.690 | 2.200
P=2004 | X=0188.230-0273.360 | Y=0550.250-0561.490 | thửa đất số 143, tờ
P=2004 | X=0107.330-0126.850 | Y=0552.130-0561.450 | Mậu
P=2004 | X=0287.860-0389.020 | Y=0556.010-0567.250 | bản đồ số 13 (Khu phố
P=2004 | X=0188.230-0287.220 | Y=0561.770-0573.010 | bản đồ số 13, khu phố
P=2004 | X=0287.860-0296.740 | Y=0569.410-0578.730 | 3)
P=2004 | X=0188.230-0193.830 | Y=0575.170-0584.490 | 3
P=2004 | X=0188.230-0377.020 | Y=0591.290-0602.530 | Từ thửa đất số 192 và Hết tuyến (đến thửa
P=2004 | X=0107.330-0180.130 | Y=0597.050-0608.290 | Đường Hồ Tùng
P=2004 | X=0188.230-0377.510 | Y=0602.810-0614.050 | thửa đất số 193, cùng đất số 55, tờ bản đồ
P=2004 | X=0090.020-0106.660 | Y=0604.690-0614.010 | 123
P=2004 | X=0396.620-0421.670 | Y=0604.690-0614.010 | 1.800
P=2004 | X=0439.130-0464.180 | Y=0604.690-0614.010 | 1.200
P=2004 | X=0497.230-0522.280 | Y=0604.690-0614.010 | 1.100
P=2004 | X=0107.330-0126.850 | Y=0610.450-0619.770 | Mậu
P=2004 | X=0188.230-0315.480 | Y=0614.330-0625.570 | thuộc tờ bản đồ số 13 số 16)
P=2004 | X=0287.860-0379.660 | Y=0632.350-0643.590 | Hết ranh thửa đất số
P=2004 | X=0107.330-0177.320 | Y=0643.870-0655.110 | Đường Ngô Thì
P=2004 | X=0188.230-0257.220 | Y=0643.870-0655.110 | Đường Nguyễn
P=2004 | X=0287.860-0382.390 | Y=0643.870-0655.110 | 13 và thửa đất số 36,
P=2004 | X=0090.020-0106.660 | Y=0651.510-0660.830 | 124
P=2004 | X=0396.620-0421.670 | Y=0651.510-0660.830 | 2.200
P=2004 | X=0439.130-0464.180 | Y=0651.510-0660.830 | 1.500
P=2004 | X=0497.230-0522.280 | Y=0651.510-0660.830 | 1.300
P=2004 | X=0287.860-0382.550 | Y=0655.390-0666.630 | cùng thuộc tờ bản đồ
P=2004 | X=0107.330-0133.970 | Y=0657.270-0666.590 | Nhậm
P=2004 | X=0188.230-0222.150 | Y=0657.270-0666.590 | Khuyến
P=2004 | X=0287.860-0312.200 | Y=0668.790-0678.110 | số 16
P=2004 | X=0188.230-0374.380 | Y=0684.910-0696.150 | Từ ranh thửa đất số Hết tuyến (hết thửa
P=2004 | X=0107.330-0177.320 | Y=0690.670-0701.910 | Đường Ngô Thì
P=2004 | X=0188.230-0271.860 | Y=0696.430-0707.670 | 354 và thửa đất số
P=2004 | X=0287.860-0421.670 | Y=0696.430-0707.670 | đất số 178 và thửa đất 1.800
P=2004 | X=0090.020-0106.660 | Y=0698.310-0707.630 | 125
P=2004 | X=0439.130-0464.180 | Y=0698.310-0707.630 | 1.200
P=2004 | X=0497.230-0522.280 | Y=0698.310-0707.630 | 1.100
P=2004 | X=0107.330-0133.970 | Y=0704.100-0713.420 | Nhậm
P=2004 | X=0188.230-0384.750 | Y=0709.860-0719.180 | 35, cùng thuộc tờ bản số 179, cùng thuộc tờ
P=2005 | X=0188.230-0226.470 | Y=0072.740-0083.980 | đồ số 16
P=2005 | X=0287.860-0348.840 | Y=0072.740-0083.980 | bản đồ số 16)
P=2005 | X=0107.330-0176.460 | Y=0090.740-0101.980 | Đường Vũ Như
P=2005 | X=0090.020-0106.660 | Y=0098.380-0107.700 | 126
P=2005 | X=0188.230-0238.500 | Y=0098.380-0107.700 | Toàn tuyến
P=2005 | X=0396.620-0421.670 | Y=0098.380-0107.700 | 7.300
P=2005 | X=0439.130-0464.180 | Y=0098.380-0107.700 | 5.100
