TABLE=004 | AREA=Phường Long Bình | SECTION=non-agricultural | SEGMENTS=1
P=0156 | X=0110.690-0388.120 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0156 | X=0110.690-0334.330 | Y=0346.420-0357.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0156 | X=0110.690-0384.200 | Y=0363.940-0375.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0156 | X=0110.690-0379.180 | Y=0375.480-0386.720 | ra Đường Lê Đại Hành đoạn từ Đường Nguyễn Ái Quốc đến
P=0156 | X=0110.690-0376.590 | Y=0387.000-0398.240 | Xa lộ Hà Nội có hiện trạng là đường nhựa, bê tông xi măng:
P=0156 | X=0094.820-0105.940 | Y=0394.880-0404.200 | 82
P=0156 | X=0401.180-0431.750 | Y=0394.880-0404.200 | 11.400
P=0156 | X=0454.010-0479.060 | Y=0394.880-0404.200 | 8.000
P=0156 | X=0497.230-0522.280 | Y=0394.880-0404.200 | 6.800
P=0156 | X=0110.690-0333.600 | Y=0404.520-0415.760 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0156 | X=0110.690-0387.880 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0156 | X=0110.690-0384.200 | Y=0439.800-0451.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0156 | X=0110.690-0379.180 | Y=0451.340-0462.580 | ra Đường Lê Đại Hành đoạn từ Đường Nguyễn Ái Quốc đến
P=0156 | X=0110.690-0376.590 | Y=0462.860-0474.100 | Xa lộ Hà Nội có hiện trạng là đường nhựa, bê tông xi măng:
P=0156 | X=0094.820-0333.860 | Y=0480.380-0494.460 | 83 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0156 | X=0406.700-0431.750 | Y=0485.140-0494.460 | 9.700
P=0156 | X=0454.010-0479.060 | Y=0485.140-0494.460 | 6.800
P=0156 | X=0497.230-0522.280 | Y=0485.140-0494.460 | 5.800
P=0156 | X=0110.690-0364.000 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0156 | X=0110.690-0197.240 | Y=0509.420-0520.660 | >400m đến ≤600m.
P=0156 | X=0110.690-0333.860 | Y=0526.940-0538.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0156 | X=0110.690-0384.200 | Y=0544.490-0555.730 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0156 | X=0110.690-0379.180 | Y=0556.010-0567.250 | ra Đường Lê Đại Hành đoạn từ Đường Nguyễn Ái Quốc đến
P=0156 | X=0110.690-0376.590 | Y=0567.530-0578.770 | Xa lộ Hà Nội có hiện trạng là đường nhựa, bê tông xi măng:
P=0156 | X=0094.820-0105.940 | Y=0575.410-0584.730 | 84
P=0156 | X=0406.700-0431.750 | Y=0575.410-0584.730 | 5.700
P=0156 | X=0454.010-0479.060 | Y=0575.410-0584.730 | 4.000
P=0156 | X=0497.230-0522.280 | Y=0575.410-0584.730 | 3.400
P=0156 | X=0110.690-0388.120 | Y=0585.050-0596.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0156 | X=0110.690-0336.980 | Y=0602.570-0613.810 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0156 | X=0301.800-0380.470 | Y=0620.350-0631.590 | Hết ranh thửa đất
P=0156 | X=0301.800-0377.960 | Y=0631.870-0643.110 | số 170, tờ BĐĐC
P=0156 | X=0301.800-0386.370 | Y=0645.270-0654.590 | số 210 về bên phải
P=0156 | X=0301.800-0375.590 | Y=0656.790-0666.110 | và hết ranh thửa
P=0156 | X=0094.820-0275.930 | Y=0660.670-0671.910 | 85 Đường Tô Hiến Thành Xa lộ Hà Nội
P=0156 | X=0401.180-0431.750 | Y=0662.550-0671.870 | 23.700
P=0156 | X=0448.490-0479.060 | Y=0662.550-0671.870 | 16.600
P=0156 | X=0491.710-0522.280 | Y=0662.550-0671.870 | 14.200
P=0156 | X=0301.800-0363.640 | Y=0666.430-0677.670 | đất số 547, tờ
P=0156 | X=0301.800-0376.540 | Y=0677.950-0689.190 | BĐĐC số 210 về
P=0156 | X=0301.800-0376.540 | Y=0689.470-0700.710 | bên trái, phường
P=0156 | X=0301.800-0347.480 | Y=0702.660-0711.980 | Long Bình
P=0157 | X=0110.690-0373.630 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tô
P=0157 | X=0110.690-0372.700 | Y=0090.020-0101.260 | Hiến Thành đoạn từ Xa lộ Hà Nội đến Hết ranh thửa đất số
P=0157 | X=0110.690-0366.700 | Y=0101.540-0112.780 | 170, tờ BĐĐC số 210 về bên phải và hết ranh thửa đất số
P=0157 | X=0110.690-0380.390 | Y=0113.060-0124.300 | 547, tờ BĐĐC số 210 về bên trái, phường Long Bình có hiện
P=0157 | X=0094.820-0105.940 | Y=0120.970-0130.290 | 86
P=0157 | X=0401.180-0431.750 | Y=0120.970-0130.290 | 11.800
P=0157 | X=0454.010-0479.060 | Y=0120.970-0130.290 | 8.300
P=0157 | X=0497.230-0522.280 | Y=0120.970-0130.290 | 7.100
P=0157 | X=0110.690-0282.470 | Y=0124.610-0135.850 | trạng là đường nhựa, bê tông xi măng:
P=0157 | X=0110.690-0333.600 | Y=0142.130-0153.370 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0157 | X=0110.690-0387.880 | Y=0159.410-0170.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0157 | X=0110.690-0373.630 | Y=0177.170-0188.410 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tô
P=0157 | X=0110.690-0372.700 | Y=0188.690-0199.930 | Hiến Thành đoạn từ Xa lộ Hà Nội đến Hết ranh thửa đất số
P=0157 | X=0110.690-0366.700 | Y=0200.230-0211.470 | 170, tờ BĐĐC số 210 về bên phải và hết ranh thửa đất số
P=0157 | X=0110.690-0380.390 | Y=0211.750-0222.990 | 547, tờ BĐĐC số 210 về bên trái, phường Long Bình có hiện
P=0157 | X=0110.690-0282.470 | Y=0223.270-0234.510 | trạng là đường nhựa, bê tông xi măng:
P=0157 | X=0094.820-0105.940 | Y=0234.270-0243.590 | 87
P=0157 | X=0406.700-0431.750 | Y=0234.270-0243.590 | 9.500
P=0157 | X=0454.010-0479.060 | Y=0234.270-0243.590 | 6.700
P=0157 | X=0497.230-0522.280 | Y=0234.270-0243.590 | 5.700
P=0157 | X=0110.690-0333.860 | Y=0240.790-0252.030 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0157 | X=0110.690-0364.000 | Y=0258.310-0269.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0157 | X=0110.690-0197.240 | Y=0269.830-0281.070 | >400m đến ≤600m.
P=0157 | X=0110.690-0333.860 | Y=0287.380-0298.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0157 | X=0110.690-0373.630 | Y=0305.140-0316.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tô
P=0157 | X=0110.690-0372.700 | Y=0316.660-0327.900 | Hiến Thành đoạn từ Xa lộ Hà Nội đến Hết ranh thửa đất số
P=0157 | X=0110.690-0366.700 | Y=0327.940-0339.180 | 170, tờ BĐĐC số 210 về bên phải và hết ranh thửa đất số
P=0157 | X=0110.690-0380.390 | Y=0339.460-0350.700 | 547, tờ BĐĐC số 210 về bên trái, phường Long Bình có hiện
P=0157 | X=0094.820-0105.940 | Y=0347.340-0356.660 | 88
P=0157 | X=0406.700-0431.750 | Y=0347.340-0356.660 | 5.900
P=0157 | X=0454.010-0479.060 | Y=0347.340-0356.660 | 4.100
P=0157 | X=0497.230-0522.280 | Y=0347.340-0356.660 | 3.500
P=0157 | X=0110.690-0282.470 | Y=0350.980-0362.220 | trạng là đường nhựa, bê tông xi măng:
P=0157 | X=0110.690-0388.120 | Y=0368.520-0379.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0157 | X=0110.690-0334.330 | Y=0386.040-0397.280 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0157 | X=0110.690-0384.200 | Y=0403.800-0415.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0157 | X=0110.690-0379.880 | Y=0415.320-0426.560 | ra Đường Tô Hiến Thành đoạn từ Xa lộ Hà Nội đến Hết ranh
P=0157 | X=0110.690-0366.920 | Y=0426.840-0438.080 | thửa đất số 170, tờ BĐĐC số 210 về bên phải và hết ranh
P=0157 | X=0110.690-0375.110 | Y=0438.360-0449.600 | thửa đất số 547, tờ BĐĐC số 210 về bên trái, phường Long
P=0157 | X=0094.820-0105.940 | Y=0446.240-0455.560 | 89
P=0157 | X=0401.180-0431.750 | Y=0446.240-0455.560 | 10.600
P=0157 | X=0454.010-0479.060 | Y=0446.240-0455.560 | 7.400
P=0157 | X=0497.230-0522.280 | Y=0446.240-0455.560 | 6.400
P=0157 | X=0110.690-0341.040 | Y=0449.900-0461.140 | Bình có hiện trạng là đường nhựa, bê tông xi măng:
P=0157 | X=0110.690-0333.600 | Y=0467.420-0478.660 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0157 | X=0110.690-0387.880 | Y=0484.940-0496.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0157 | X=0110.690-0384.200 | Y=0502.460-0513.700 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0157 | X=0110.690-0379.880 | Y=0513.980-0525.220 | ra Đường Tô Hiến Thành đoạn từ Xa lộ Hà Nội đến Hết ranh
P=0157 | X=0110.690-0366.920 | Y=0525.500-0536.740 | thửa đất số 170, tờ BĐĐC số 210 về bên phải và hết ranh
P=0157 | X=0110.690-0375.110 | Y=0537.050-0548.290 | thửa đất số 547, tờ BĐĐC số 210 về bên trái, phường Long
P=0157 | X=0110.690-0341.040 | Y=0548.570-0559.810 | Bình có hiện trạng là đường nhựa, bê tông xi măng:
P=0157 | X=0094.820-0105.940 | Y=0559.570-0568.890 | 90
P=0157 | X=0406.700-0431.750 | Y=0559.570-0568.890 | 8.600
P=0157 | X=0454.010-0479.060 | Y=0559.570-0568.890 | 6.000
P=0157 | X=0497.230-0522.280 | Y=0559.570-0568.890 | 5.200
P=0157 | X=0110.690-0333.860 | Y=0566.090-0577.330 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0157 | X=0110.690-0364.000 | Y=0583.610-0594.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0157 | X=0110.690-0197.240 | Y=0595.130-0606.370 | >400m đến ≤600m.
P=0157 | X=0110.690-0333.860 | Y=0612.650-0623.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0157 | X=0110.690-0384.200 | Y=0630.430-0641.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0157 | X=0110.690-0379.880 | Y=0641.950-0653.190 | ra Đường Tô Hiến Thành đoạn từ Xa lộ Hà Nội đến Hết ranh
P=0157 | X=0110.690-0366.920 | Y=0653.470-0664.710 | thửa đất số 170, tờ BĐĐC số 210 về bên phải và hết ranh
P=0157 | X=0094.820-0375.110 | Y=0663.990-0675.990 | 91 thửa đất số 547, tờ BĐĐC số 210 về bên trái, phường Long
P=0157 | X=0406.700-0431.750 | Y=0663.990-0673.310 | 5.300
P=0157 | X=0454.010-0479.060 | Y=0663.990-0673.310 | 3.700
P=0157 | X=0497.230-0522.280 | Y=0663.990-0673.310 | 3.200
P=0157 | X=0110.690-0341.040 | Y=0676.270-0687.510 | Bình có hiện trạng là đường nhựa, bê tông xi măng:
P=0157 | X=0110.690-0388.120 | Y=0693.790-0705.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0158 | X=0110.690-0336.980 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0158 | X=0219.670-0295.880 | Y=0096.260-0107.500 | Đường bên hông
P=0158 | X=0219.670-0286.500 | Y=0109.660-0118.980 | giáo xứ Hà Nội
P=0158 | X=0219.670-0340.770 | Y=0119.330-0130.570 | (bên phải); đường Cầu Sập
P=0158 | X=0094.820-0166.940 | Y=0121.210-0130.530 | 92 Xa lộ Hà Nội
P=0158 | X=0401.180-0431.750 | Y=0121.210-0130.530 | 36.300
P=0158 | X=0448.490-0479.060 | Y=0121.210-0130.530 | 25.400
P=0158 | X=0491.710-0522.280 | Y=0121.210-0130.530 | 21.800
P=0158 | X=0219.670-0294.900 | Y=0132.730-0142.050 | chợ nhỏ khu phố
P=0158 | X=0219.670-0268.140 | Y=0144.250-0153.570 | 4 (bên trái)
P=0158 | X=0110.690-0383.490 | Y=0160.130-0171.370 | Các tuyến đường giao thông đấu nối trực tiếp ra Xa lộ Hà Nội
P=0158 | X=0110.690-0377.020 | Y=0171.410-0182.650 | đoạn từ Đường bên hông giáo xứ Hà Nội (bên phải); đường
P=0158 | X=0110.690-0369.310 | Y=0182.930-0194.170 | chợ nhỏ khu phố 4 (bên trái) đến Cầu Sập có hiện trạng là
P=0158 | X=0094.820-0246.460 | Y=0194.450-0205.890 | 93 đường nhựa, bê tông xi măng:
P=0158 | X=0401.180-0431.750 | Y=0196.570-0205.890 | 15.700
P=0158 | X=0448.490-0479.060 | Y=0196.570-0205.890 | 11.000
P=0158 | X=0497.230-0522.280 | Y=0196.570-0205.890 | 9.400
P=0158 | X=0110.690-0333.600 | Y=0211.990-0223.230 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0158 | X=0110.690-0387.880 | Y=0229.510-0240.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0158 | X=0110.690-0383.490 | Y=0247.270-0258.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Xa lộ Hà Nội
P=0158 | X=0110.690-0377.030 | Y=0258.790-0270.030 | đoạn từ Đường bên hông giáo xứ Hà Nội (bên phải); đường
P=0158 | X=0110.690-0369.310 | Y=0270.310-0281.550 | chợ nhỏ khu phố 4 (bên trái) đến Cầu Sập có hiện trạng là
P=0158 | X=0110.690-0246.460 | Y=0281.860-0293.100 | đường nhựa, bê tông xi măng:
P=0158 | X=0094.820-0333.860 | Y=0298.380-0310.620 | 94 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0158 | X=0406.700-0431.750 | Y=0298.380-0307.700 | 9.500
P=0158 | X=0454.010-0479.060 | Y=0298.380-0307.700 | 6.700
P=0158 | X=0497.230-0522.280 | Y=0298.380-0307.700 | 5.700
P=0158 | X=0110.690-0364.000 | Y=0316.900-0328.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0158 | X=0110.690-0197.240 | Y=0328.420-0339.660 | >400m đến ≤600m.
P=0158 | X=0110.690-0333.860 | Y=0345.700-0356.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0158 | X=0110.690-0383.490 | Y=0363.460-0374.700 | Các tuyến đường giao thông đấu nối trực tiếp ra Xa lộ Hà Nội
P=0158 | X=0110.690-0377.030 | Y=0375.000-0386.240 | đoạn từ Đường bên hông giáo xứ Hà Nội (bên phải); đường
P=0158 | X=0110.690-0369.310 | Y=0386.520-0397.760 | chợ nhỏ khu phố 4 (bên trái) đến Cầu Sập có hiện trạng là
P=0158 | X=0094.820-0246.460 | Y=0398.040-0409.480 | 95 đường nhựa, bê tông xi măng:
P=0158 | X=0406.700-0431.750 | Y=0400.160-0409.480 | 5.600
P=0158 | X=0454.010-0479.060 | Y=0400.160-0409.480 | 3.900
P=0158 | X=0497.230-0522.280 | Y=0400.160-0409.480 | 3.400
P=0158 | X=0110.690-0388.120 | Y=0415.560-0426.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0158 | X=0110.690-0334.330 | Y=0433.080-0444.320 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0158 | X=0110.690-0384.200 | Y=0450.860-0462.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0158 | X=0110.690-0387.090 | Y=0462.380-0473.620 | ra Xa lộ Hà Nội đoạn từ Đường bên hông giáo xứ Hà Nội (bên
P=0158 | X=0110.690-0371.960 | Y=0473.900-0485.140 | phải); đường chợ nhỏ khu phố 4 (bên trái) đến Cầu Sập có
P=0158 | X=0094.820-0304.300 | Y=0485.420-0496.860 | 96 hiện trạng là đường nhựa, bê tông xi măng:
P=0158 | X=0401.180-0431.750 | Y=0487.540-0496.860 | 14.100
P=0158 | X=0454.010-0479.060 | Y=0487.540-0496.860 | 9.900
P=0158 | X=0497.230-0522.280 | Y=0487.540-0496.860 | 8.500
P=0158 | X=0110.690-0333.600 | Y=0502.940-0514.180 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0158 | X=0110.690-0387.880 | Y=0520.220-0531.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0158 | X=0110.690-0384.200 | Y=0538.010-0549.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0158 | X=0110.690-0387.090 | Y=0549.530-0560.770 | ra Xa lộ Hà Nội đoạn từ Đường bên hông giáo xứ Hà Nội (bên
P=0158 | X=0110.690-0371.960 | Y=0561.050-0572.290 | phải); đường chợ nhỏ khu phố 4 (bên trái) đến Cầu Sập có
P=0158 | X=0110.690-0304.300 | Y=0572.570-0583.810 | hiện trạng là đường nhựa, bê tông xi măng:
P=0158 | X=0094.820-0333.860 | Y=0589.330-0601.330 | 97 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0158 | X=0406.700-0431.750 | Y=0589.330-0598.650 | 8.600
P=0158 | X=0454.010-0479.060 | Y=0589.330-0598.650 | 6.000
P=0158 | X=0497.230-0522.280 | Y=0589.330-0598.650 | 5.200
P=0158 | X=0110.690-0364.000 | Y=0607.610-0618.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0158 | X=0110.690-0197.240 | Y=0619.150-0630.390 | >400m đến ≤600m.
P=0158 | X=0110.690-0333.860 | Y=0636.670-0647.910 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0158 | X=0110.690-0384.200 | Y=0654.430-0665.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0158 | X=0110.690-0387.090 | Y=0665.950-0677.190 | ra Xa lộ Hà Nội đoạn từ Đường bên hông giáo xứ Hà Nội (bên
P=0158 | X=0094.820-0371.960 | Y=0677.470-0691.550 | 98 phải); đường chợ nhỏ khu phố 4 (bên trái) đến Cầu Sập có
P=0158 | X=0406.700-0431.750 | Y=0682.230-0691.550 | 5.000
P=0158 | X=0454.010-0479.060 | Y=0682.230-0691.550 | 3.500
P=0158 | X=0497.230-0522.280 | Y=0682.230-0691.550 | 3.000
P=0158 | X=0110.690-0304.300 | Y=0688.750-0699.990 | hiện trạng là đường nhựa, bê tông xi măng:
P=0158 | X=0110.690-0388.120 | Y=0706.290-0717.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0159 | X=0110.690-0336.980 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0159 | X=0301.800-0371.860 | Y=0098.140-0107.460 | Vòng xoay Tam
P=0159 | X=0094.820-0166.940 | Y=0103.900-0113.220 | 99 Xa lộ Hà Nội
P=0159 | X=0219.670-0258.670 | Y=0103.900-0113.220 | Cầu Sập
P=0159 | X=0401.180-0431.750 | Y=0103.900-0113.220 | 34.000
P=0159 | X=0448.490-0479.060 | Y=0103.900-0113.220 | 23.800
P=0159 | X=0491.710-0522.280 | Y=0103.900-0113.220 | 20.400
P=0159 | X=0301.800-0322.520 | Y=0109.660-0118.980 | Hiệp
P=0159 | X=0110.690-0383.490 | Y=0125.570-0136.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Xa lộ Hà Nội
P=0159 | X=0110.690-0373.870 | Y=0137.090-0148.330 | đoạn từ Cầu Sập đến Vòng xoay Tam Hiệp có hiện trạng là
P=0159 | X=0110.690-0246.460 | Y=0148.610-0159.850 | đường nhựa, bê tông xi măng:
P=0159 | X=0091.940-0108.580 | Y=0156.490-0165.810 | 100
P=0159 | X=0401.180-0431.750 | Y=0156.490-0165.810 | 14.600
P=0159 | X=0448.490-0479.060 | Y=0156.490-0165.810 | 10.200
P=0159 | X=0497.230-0522.280 | Y=0156.490-0165.810 | 8.800
P=0159 | X=0110.690-0333.600 | Y=0166.130-0177.370 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0159 | X=0110.690-0387.880 | Y=0183.410-0194.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0159 | X=0110.690-0383.490 | Y=0201.190-0212.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Xa lộ Hà Nội
P=0159 | X=0110.690-0373.870 | Y=0212.710-0223.950 | đoạn từ Cầu Sập đến Vòng xoay Tam Hiệp có hiện trạng là
P=0159 | X=0110.690-0246.460 | Y=0224.230-0235.470 | đường nhựa, bê tông xi măng:
P=0159 | X=0091.940-0333.860 | Y=0241.750-0256.070 | 101 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0159 | X=0406.700-0431.750 | Y=0246.750-0256.070 | 7.300
P=0159 | X=0454.010-0479.060 | Y=0246.750-0256.070 | 5.100
P=0159 | X=0497.230-0522.280 | Y=0246.750-0256.070 | 4.400
P=0159 | X=0110.690-0364.000 | Y=0259.270-0270.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0159 | X=0110.690-0197.240 | Y=0270.790-0282.030 | >400m đến ≤600m.
P=0159 | X=0110.690-0333.860 | Y=0288.340-0299.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0159 | X=0110.690-0383.490 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Xa lộ Hà Nội
P=0159 | X=0110.690-0373.870 | Y=0317.620-0328.860 | đoạn từ Cầu Sập đến Vòng xoay Tam Hiệp có hiện trạng là
P=0159 | X=0110.690-0246.460 | Y=0329.140-0340.380 | đường nhựa, bê tông xi măng:
P=0159 | X=0091.940-0108.580 | Y=0337.020-0346.340 | 102
P=0159 | X=0406.700-0431.750 | Y=0337.020-0346.340 | 5.600
P=0159 | X=0454.010-0479.060 | Y=0337.020-0346.340 | 3.900
P=0159 | X=0497.230-0522.280 | Y=0337.020-0346.340 | 3.400
P=0159 | X=0110.690-0388.120 | Y=0346.660-0357.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0159 | X=0110.690-0334.330 | Y=0363.940-0375.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0159 | X=0110.690-0384.200 | Y=0381.720-0392.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0159 | X=0110.690-0386.620 | Y=0393.240-0404.480 | ra Xa lộ Hà Nội đoạn từ Cầu Sập đến Vòng xoay Tam Hiệp có
P=0159 | X=0110.690-0304.300 | Y=0404.760-0416.000 | hiện trạng là đường nhựa, bê tông xi măng:
P=0159 | X=0091.940-0108.580 | Y=0412.640-0421.960 | 103
P=0159 | X=0401.180-0431.750 | Y=0412.640-0421.960 | 13.100
P=0159 | X=0454.010-0479.060 | Y=0412.640-0421.960 | 9.200
P=0159 | X=0497.230-0522.280 | Y=0412.640-0421.960 | 7.900
P=0159 | X=0110.690-0333.600 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0159 | X=0110.690-0387.880 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0159 | X=0110.690-0384.200 | Y=0457.580-0468.820 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0159 | X=0110.690-0386.620 | Y=0469.100-0480.340 | ra Xa lộ Hà Nội đoạn từ Cầu Sập đến Vòng xoay Tam Hiệp có
P=0159 | X=0110.690-0304.300 | Y=0480.620-0491.860 | hiện trạng là đường nhựa, bê tông xi măng:
P=0159 | X=0091.940-0333.860 | Y=0498.140-0512.220 | 104 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0159 | X=0406.700-0431.750 | Y=0502.900-0512.220 | 6.000
P=0159 | X=0454.010-0479.060 | Y=0502.900-0512.220 | 4.200
P=0159 | X=0497.230-0522.280 | Y=0502.900-0512.220 | 3.600
P=0159 | X=0110.690-0364.000 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0159 | X=0110.690-0197.240 | Y=0527.180-0538.420 | >400m đến ≤600m.
P=0159 | X=0110.690-0333.860 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0159 | X=0110.690-0384.200 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0159 | X=0110.690-0386.620 | Y=0573.770-0585.010 | ra Xa lộ Hà Nội đoạn từ Cầu Sập đến Vòng xoay Tam Hiệp có
P=0159 | X=0110.690-0304.300 | Y=0585.290-0596.530 | hiện trạng là đường nhựa, bê tông xi măng:
P=0159 | X=0091.940-0108.580 | Y=0593.170-0602.490 | 105
P=0159 | X=0406.700-0431.750 | Y=0593.170-0602.490 | 5.000
P=0159 | X=0454.010-0479.060 | Y=0593.170-0602.490 | 3.500
P=0159 | X=0497.230-0522.280 | Y=0593.170-0602.490 | 3.000
P=0159 | X=0110.690-0388.140 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0159 | X=0110.690-0336.980 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0159 | X=0301.800-0387.430 | Y=0638.110-0649.350 | Hết thửa đất số 22,
P=0159 | X=0094.820-0188.550 | Y=0649.630-0660.870 | 99 Đường Điểu Xiển
P=0159 | X=0301.800-0372.310 | Y=0649.630-0660.870 | tờ BĐĐC số 67,
P=0159 | X=0219.670-0275.930 | Y=0651.510-0660.830 | Xa lộ Hà Nội
P=0159 | X=0401.180-0431.750 | Y=0651.510-0660.830 | 22.300
P=0159 | X=0448.490-0479.060 | Y=0651.510-0660.830 | 15.600
P=0159 | X=0491.710-0522.280 | Y=0651.510-0660.830 | 13.400
P=0159 | X=0301.800-0385.880 | Y=0661.150-0672.390 | phường Long Bình
P=0159 | X=0110.690-0382.550 | Y=0678.910-0690.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Điểu
P=0159 | X=0091.940-0377.950 | Y=0690.430-0701.670 | 100 Xiển đoạn từ Xa lộ Hà Nội đến Hết thửa đất số 22, tờ BĐĐC
P=0159 | X=0401.180-0431.750 | Y=0692.310-0701.630 | 10.100
P=0159 | X=0454.010-0479.060 | Y=0692.310-0701.630 | 7.100
P=0159 | X=0497.230-0522.280 | Y=0692.310-0701.630 | 6.100
P=0159 | X=0110.690-0371.480 | Y=0701.970-0713.210 | số 67, phường Long Bình có hiện trạng là đường nhựa, bê
P=0160 | X=0110.690-0170.850 | Y=0072.500-0083.740 | tông xi măng:
P=0160 | X=0110.690-0333.600 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0160 | X=0110.690-0387.880 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0160 | X=0110.690-0382.550 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Điểu
P=0160 | X=0110.690-0377.950 | Y=0136.850-0148.090 | Xiển đoạn từ Xa lộ Hà Nội đến Hết thửa đất số 22, tờ BĐĐC
P=0160 | X=0110.690-0371.480 | Y=0148.370-0159.610 | số 67, phường Long Bình có hiện trạng là đường nhựa, bê
P=0160 | X=0110.690-0170.850 | Y=0159.650-0170.890 | tông xi măng:
