TABLE=018 | AREA=Xã Phước An | SECTION=non-agricultural | SEGMENTS=1
P=0595 | X=0113.570-0361.890 | Y=0387.000-0398.240 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0595 | X=0113.570-0381.340 | Y=0398.520-0409.760 | Nguyễn Văn Cừ đoạn từ Đường Trần Phú đến Đường Hùng
P=0595 | X=0113.570-0354.280 | Y=0410.040-0421.280 | Vương có hiện trạng là đường nhựa, bê tông xi măng:
P=0595 | X=0096.050-0107.170 | Y=0423.680-0433.000 | 81
P=0595 | X=0405.980-0431.030 | Y=0423.680-0433.000 | 1.600
P=0595 | X=0453.770-0478.820 | Y=0423.680-0433.000 | 1.100
P=0595 | X=0505.390-0522.030 | Y=0423.680-0433.000 | 960
P=0595 | X=0113.570-0354.680 | Y=0427.560-0438.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0595 | X=0113.570-0155.710 | Y=0440.960-0450.280 | >1.000m.
P=0595 | X=0113.570-0337.210 | Y=0456.620-0467.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0595 | X=0113.570-0387.080 | Y=0474.380-0485.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0595 | X=0113.570-0366.460 | Y=0485.900-0497.140 | ra Đường Nguyễn Văn Cừ đoạn từ Đường Trần Phú đến
P=0595 | X=0113.570-0384.670 | Y=0497.420-0508.660 | Đường Hùng Vương có hiện trạng là đường nhựa, bê tông xi
P=0595 | X=0096.050-0141.570 | Y=0508.940-0520.380 | 82 măng:
P=0595 | X=0405.980-0431.030 | Y=0511.060-0520.380 | 2.700
P=0595 | X=0453.770-0478.820 | Y=0511.060-0520.380 | 1.900
P=0595 | X=0497.230-0522.280 | Y=0511.060-0520.380 | 1.600
P=0595 | X=0113.570-0344.650 | Y=0526.220-0537.460 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0595 | X=0113.570-0390.760 | Y=0543.770-0555.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0595 | X=0113.570-0387.080 | Y=0561.530-0572.770 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0595 | X=0113.570-0366.460 | Y=0573.050-0584.290 | ra Đường Nguyễn Văn Cừ đoạn từ Đường Trần Phú đến
P=0595 | X=0113.570-0384.670 | Y=0584.570-0595.810 | Đường Hùng Vương có hiện trạng là đường nhựa, bê tông xi
P=0595 | X=0113.570-0141.570 | Y=0596.090-0607.330 | măng:
P=0595 | X=0096.050-0345.120 | Y=0612.850-0624.850 | 83 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0595 | X=0405.980-0431.030 | Y=0612.850-0622.170 | 2.100
P=0595 | X=0453.770-0478.820 | Y=0612.850-0622.170 | 1.500
P=0595 | X=0497.230-0522.280 | Y=0612.850-0622.170 | 1.300
P=0595 | X=0113.570-0366.880 | Y=0631.150-0642.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0595 | X=0113.570-0208.520 | Y=0642.670-0653.910 | >500m đến ≤1.000m.
P=0595 | X=0113.570-0336.740 | Y=0660.190-0671.430 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0595 | X=0113.570-0387.080 | Y=0677.950-0689.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0595 | X=0096.050-0366.460 | Y=0689.470-0700.710 | 84 ra Đường Nguyễn Văn Cừ đoạn từ Đường Trần Phú đến
P=0595 | X=0405.980-0431.030 | Y=0691.350-0700.670 | 1.400
P=0595 | X=0461.930-0478.570 | Y=0691.350-0700.670 | 980
P=0595 | X=0505.390-0522.030 | Y=0691.350-0700.670 | 840
P=0595 | X=0113.570-0384.670 | Y=0700.770-0712.010 | Đường Hùng Vương có hiện trạng là đường nhựa, bê tông xi
P=0596 | X=0113.570-0141.570 | Y=0072.500-0083.740 | măng:
P=0596 | X=0113.570-0354.680 | Y=0090.020-0101.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0596 | X=0113.570-0155.710 | Y=0103.420-0112.740 | >1.000m.
P=0596 | X=0113.570-0337.210 | Y=0119.090-0130.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0596 | X=0223.030-0281.470 | Y=0136.850-0148.090 | Đường Hùng
P=0596 | X=0304.680-0380.060 | Y=0138.730-0148.050 | Cao tốc Bến Lức
P=0596 | X=0096.050-0219.930 | Y=0142.610-0153.850 | 85 Đường Nguyễn Văn Cừ
P=0596 | X=0405.980-0431.030 | Y=0144.490-0153.810 | 5.900
P=0596 | X=0453.770-0478.820 | Y=0144.490-0153.810 | 4.100
P=0596 | X=0497.230-0522.280 | Y=0144.490-0153.810 | 3.500
P=0596 | X=0223.030-0254.310 | Y=0148.370-0159.610 | Vương
P=0596 | X=0304.680-0358.060 | Y=0150.250-0159.570 | Long Thành
P=0596 | X=0113.570-0361.890 | Y=0166.130-0177.370 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0596 | X=0113.570-0374.300 | Y=0177.410-0188.650 | Nguyễn Văn Cừ đoạn từ Đường Hùng Vương đến Cao tốc
P=0596 | X=0113.570-0386.600 | Y=0188.930-0200.170 | Bến Lức Long Thành có hiện trạng là đường nhựa, bê tông xi
P=0596 | X=0096.050-0141.570 | Y=0200.470-0211.910 | 86 măng:
P=0596 | X=0405.980-0431.030 | Y=0202.590-0211.910 | 2.400
P=0596 | X=0453.770-0478.820 | Y=0202.590-0211.910 | 1.700
P=0596 | X=0497.230-0522.280 | Y=0202.590-0211.910 | 1.400
P=0596 | X=0113.570-0344.650 | Y=0217.990-0229.230 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0596 | X=0113.570-0390.760 | Y=0235.510-0246.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0596 | X=0113.570-0361.890 | Y=0253.270-0264.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0596 | X=0113.570-0374.300 | Y=0264.790-0276.030 | Nguyễn Văn Cừ đoạn từ Đường Hùng Vương đến Cao tốc
P=0596 | X=0113.570-0386.600 | Y=0276.310-0287.550 | Bến Lức Long Thành có hiện trạng là đường nhựa, bê tông xi
P=0596 | X=0113.570-0141.570 | Y=0287.860-0299.100 | măng:
P=0596 | X=0096.050-0345.120 | Y=0304.380-0316.620 | 87 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0596 | X=0405.980-0431.030 | Y=0304.380-0313.700 | 1.800
P=0596 | X=0453.770-0478.820 | Y=0304.380-0313.700 | 1.300
P=0596 | X=0497.230-0522.280 | Y=0304.380-0313.700 | 1.100
P=0596 | X=0113.570-0366.880 | Y=0322.900-0334.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0596 | X=0113.570-0208.520 | Y=0334.420-0345.660 | >500m đến ≤1.000m.
P=0596 | X=0113.570-0336.740 | Y=0351.700-0362.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0596 | X=0113.570-0361.890 | Y=0369.480-0380.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0596 | X=0113.570-0374.300 | Y=0381.000-0392.240 | Nguyễn Văn Cừ đoạn từ Đường Hùng Vương đến Cao tốc
P=0596 | X=0113.570-0386.600 | Y=0392.520-0403.760 | Bến Lức Long Thành có hiện trạng là đường nhựa, bê tông xi
P=0596 | X=0113.570-0141.570 | Y=0404.040-0415.280 | măng:
P=0596 | X=0096.050-0107.170 | Y=0411.920-0421.240 | 88
P=0596 | X=0405.980-0431.030 | Y=0411.920-0421.240 | 1.200
P=0596 | X=0461.930-0478.570 | Y=0411.920-0421.240 | 840
P=0596 | X=0505.390-0522.030 | Y=0411.920-0421.240 | 720
P=0596 | X=0113.570-0354.680 | Y=0421.560-0432.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0596 | X=0113.570-0155.710 | Y=0434.960-0444.280 | >1.000m.
P=0596 | X=0113.570-0337.210 | Y=0450.620-0461.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0596 | X=0113.570-0387.080 | Y=0468.380-0479.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0596 | X=0113.570-0383.030 | Y=0479.900-0491.140 | ra Đường Nguyễn Văn Cừ đoạn từ Đường Hùng Vương đến
P=0596 | X=0113.570-0377.590 | Y=0491.420-0502.660 | Cao tốc Bến Lức Long Thành có hiện trạng là đường nhựa,
P=0596 | X=0096.050-0187.650 | Y=0502.940-0514.380 | 89 bê tông xi măng:
P=0596 | X=0405.980-0431.030 | Y=0505.060-0514.380 | 2.200
P=0596 | X=0453.770-0478.820 | Y=0505.060-0514.380 | 1.500
P=0596 | X=0497.230-0522.280 | Y=0505.060-0514.380 | 1.300
P=0596 | X=0113.570-0344.650 | Y=0520.220-0531.460 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0596 | X=0113.570-0390.760 | Y=0537.770-0549.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0596 | X=0113.570-0387.080 | Y=0555.530-0566.770 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0596 | X=0113.570-0383.020 | Y=0567.050-0578.290 | ra Đường Nguyễn Văn Cừ đoạn từ Đường Hùng Vương đến
P=0596 | X=0113.570-0377.590 | Y=0578.570-0589.810 | Cao tốc Bến Lức Long Thành có hiện trạng là đường nhựa,
P=0596 | X=0113.570-0187.650 | Y=0590.090-0601.330 | bê tông xi măng:
P=0596 | X=0096.050-0345.120 | Y=0606.850-0618.850 | 90 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0596 | X=0405.980-0431.030 | Y=0606.850-0616.170 | 1.600
P=0596 | X=0453.770-0478.820 | Y=0606.850-0616.170 | 1.100
P=0596 | X=0505.390-0522.030 | Y=0606.850-0616.170 | 960
P=0596 | X=0113.570-0366.880 | Y=0625.150-0636.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0596 | X=0113.570-0208.520 | Y=0636.670-0647.910 | >500m đến ≤1.000m.
P=0596 | X=0113.570-0336.740 | Y=0654.190-0665.430 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0596 | X=0113.570-0387.080 | Y=0671.950-0683.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0596 | X=0113.570-0383.030 | Y=0683.470-0694.710 | ra Đường Nguyễn Văn Cừ đoạn từ Đường Hùng Vương đến
P=0596 | X=0096.050-0107.170 | Y=0691.110-0700.430 | 91
P=0596 | X=0405.980-0431.030 | Y=0691.110-0700.430 | 1.100
P=0596 | X=0461.930-0478.570 | Y=0691.110-0700.430 | 770
P=0596 | X=0505.390-0522.030 | Y=0691.110-0700.430 | 660
P=0596 | X=0113.570-0377.590 | Y=0694.750-0705.990 | Cao tốc Bến Lức Long Thành có hiện trạng là đường nhựa,
P=0596 | X=0113.570-0187.650 | Y=0706.290-0717.530 | bê tông xi măng:
P=0597 | X=0113.570-0354.680 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0597 | X=0113.570-0155.730 | Y=0091.900-0101.220 | >1.000m.
P=0597 | X=0113.570-0337.210 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0597 | X=0223.030-0298.440 | Y=0127.210-0136.530 | Cao tốc Bến Lức
P=0597 | X=0096.050-0219.930 | Y=0131.090-0142.330 | 92 Đường Nguyễn Văn Cừ
P=0597 | X=0304.680-0350.350 | Y=0132.970-0142.290 | Giáp sông
P=0597 | X=0405.980-0431.030 | Y=0132.970-0142.290 | 5.000
P=0597 | X=0453.770-0478.820 | Y=0132.970-0142.290 | 3.500
P=0597 | X=0497.230-0522.280 | Y=0132.970-0142.290 | 3.000
P=0597 | X=0223.030-0276.410 | Y=0138.730-0148.050 | Long Thành
P=0597 | X=0113.570-0361.890 | Y=0154.610-0165.850 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0597 | X=0113.570-0376.070 | Y=0166.130-0177.370 | Nguyễn Văn Cừ đoạn từ Cao tốc Bến Lức Long Thành đến
P=0597 | X=0113.570-0368.650 | Y=0177.410-0188.650 | Giáp sông có hiện trạng là đường nhựa, bê tông xi măng:
P=0597 | X=0096.050-0107.170 | Y=0185.290-0194.610 | 93
P=0597 | X=0405.980-0431.030 | Y=0185.290-0194.610 | 2.000
P=0597 | X=0453.770-0478.820 | Y=0185.290-0194.610 | 1.400
P=0597 | X=0497.230-0522.280 | Y=0185.290-0194.610 | 1.200
P=0597 | X=0113.570-0344.650 | Y=0194.930-0206.170 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0597 | X=0113.570-0390.760 | Y=0212.470-0223.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0597 | X=0113.570-0361.890 | Y=0230.230-0241.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0597 | X=0113.570-0376.070 | Y=0241.750-0252.990 | Nguyễn Văn Cừ đoạn từ Cao tốc Bến Lức Long Thành đến
P=0597 | X=0113.570-0368.650 | Y=0253.270-0264.510 | Giáp sông có hiện trạng là đường nhựa, bê tông xi măng:
P=0597 | X=0096.050-0345.120 | Y=0270.790-0284.870 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0597 | X=0405.980-0431.030 | Y=0275.550-0284.870 | 1.500
P=0597 | X=0453.770-0478.820 | Y=0275.550-0284.870 | 1.100
P=0597 | X=0505.390-0522.030 | Y=0275.550-0284.870 | 900
P=0597 | X=0113.570-0366.880 | Y=0288.340-0299.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0597 | X=0113.570-0208.520 | Y=0299.860-0311.100 | >500m đến ≤1.000m.
P=0597 | X=0113.570-0336.760 | Y=0317.380-0328.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0597 | X=0113.570-0361.890 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0597 | X=0113.570-0376.070 | Y=0346.660-0357.900 | Nguyễn Văn Cừ đoạn từ Cao tốc Bến Lức Long Thành đến
P=0597 | X=0113.570-0368.650 | Y=0357.940-0369.180 | Giáp sông có hiện trạng là đường nhựa, bê tông xi măng:
P=0597 | X=0096.050-0107.170 | Y=0371.600-0380.920 | 95
P=0597 | X=0405.980-0431.030 | Y=0371.600-0380.920 | 1.000
P=0597 | X=0461.930-0478.570 | Y=0371.600-0380.920 | 700
P=0597 | X=0505.390-0522.030 | Y=0371.600-0380.920 | 600
P=0597 | X=0113.570-0354.680 | Y=0375.480-0386.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0597 | X=0113.570-0155.710 | Y=0388.880-0398.200 | >1.000m.
P=0597 | X=0113.570-0337.210 | Y=0404.520-0415.760 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0597 | X=0113.570-0387.080 | Y=0422.280-0433.520 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0597 | X=0113.570-0371.480 | Y=0433.800-0445.040 | ra Đường Nguyễn Văn Cừ đoạn từ Cao tốc Bến Lức Long
P=0597 | X=0113.570-0388.750 | Y=0445.320-0456.560 | Thành đến Giáp sông có hiện trạng là đường nhựa, bê tông xi
P=0597 | X=0096.050-0141.570 | Y=0456.860-0468.300 | 96 măng:
P=0597 | X=0405.980-0431.030 | Y=0458.980-0468.300 | 1.800
P=0597 | X=0453.770-0478.820 | Y=0458.980-0468.300 | 1.300
P=0597 | X=0497.230-0522.280 | Y=0458.980-0468.300 | 1.100
P=0597 | X=0113.570-0344.650 | Y=0474.380-0485.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0597 | X=0113.570-0390.760 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0597 | X=0113.570-0387.080 | Y=0509.660-0520.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0597 | X=0113.570-0371.480 | Y=0521.180-0532.420 | ra Đường Nguyễn Văn Cừ đoạn từ Cao tốc Bến Lức Long
P=0597 | X=0113.570-0388.750 | Y=0532.490-0543.730 | Thành đến Giáp sông có hiện trạng là đường nhựa, bê tông xi
P=0597 | X=0113.570-0141.570 | Y=0544.010-0555.250 | măng:
P=0597 | X=0096.050-0345.120 | Y=0560.770-0572.770 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0597 | X=0405.980-0431.030 | Y=0560.770-0570.090 | 1.400
P=0597 | X=0461.930-0478.570 | Y=0560.770-0570.090 | 980
P=0597 | X=0505.390-0522.030 | Y=0560.770-0570.090 | 840
P=0597 | X=0113.570-0366.880 | Y=0579.050-0590.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0597 | X=0113.570-0208.520 | Y=0590.570-0601.810 | >500m đến ≤1.000m.
P=0597 | X=0113.570-0336.740 | Y=0608.090-0619.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0597 | X=0113.570-0387.080 | Y=0625.870-0637.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0597 | X=0113.570-0371.480 | Y=0637.390-0648.630 | ra Đường Nguyễn Văn Cừ đoạn từ Cao tốc Bến Lức Long
P=0597 | X=0113.570-0388.750 | Y=0648.910-0660.150 | Thành đến Giáp sông có hiện trạng là đường nhựa, bê tông xi
P=0597 | X=0113.570-0141.570 | Y=0660.430-0671.670 | măng:
P=0597 | X=0096.050-0107.170 | Y=0668.310-0677.630 | 98
P=0597 | X=0414.140-0430.780 | Y=0668.310-0677.630 | 900
P=0597 | X=0461.930-0478.570 | Y=0668.310-0677.630 | 630
P=0597 | X=0505.390-0522.030 | Y=0668.310-0677.630 | 540
P=0597 | X=0113.570-0354.680 | Y=0677.950-0689.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0597 | X=0113.570-0155.710 | Y=0691.350-0700.670 | >1.000m.
P=0597 | X=0113.570-0337.210 | Y=0706.770-0718.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0598 | X=0113.570-0199.110 | Y=0078.500-0089.740 | Đường Nguyễn Thị
P=0598 | X=0223.030-0281.470 | Y=0078.500-0089.740 | Đường Hùng
P=0598 | X=0304.680-0387.000 | Y=0078.500-0089.740 | Hết Trường THCS
P=0598 | X=0096.050-0107.170 | Y=0086.140-0095.460 | 99
P=0598 | X=0405.980-0431.030 | Y=0086.140-0095.460 | 7.600
P=0598 | X=0453.770-0478.820 | Y=0086.140-0095.460 | 5.300
P=0598 | X=0497.230-0522.280 | Y=0086.140-0095.460 | 4.600
P=0598 | X=0113.570-0138.610 | Y=0090.020-0101.260 | Chơn
P=0598 | X=0223.030-0254.310 | Y=0090.020-0101.260 | Vương
P=0598 | X=0304.680-0350.370 | Y=0090.020-0101.260 | Phước An
P=0598 | X=0113.570-0361.890 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0598 | X=0113.570-0362.470 | Y=0119.330-0130.570 | Nguyễn Thị Chơn đoạn từ Đường Hùng Vương đến Hết
P=0598 | X=0113.570-0372.450 | Y=0130.850-0142.090 | Trường THCS Phước An có hiện trạng là đường nhựa, bê
P=0598 | X=0093.140-0173.740 | Y=0144.250-0153.810 | 100 tông xi măng:
P=0598 | X=0405.980-0431.030 | Y=0144.490-0153.810 | 2.900
P=0598 | X=0453.770-0478.820 | Y=0144.490-0153.810 | 2.000
P=0598 | X=0497.230-0522.280 | Y=0144.490-0153.810 | 1.700
P=0598 | X=0113.570-0344.650 | Y=0159.650-0170.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0598 | X=0113.570-0390.760 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0598 | X=0113.570-0361.890 | Y=0194.930-0206.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0598 | X=0113.570-0362.470 | Y=0206.470-0217.710 | Nguyễn Thị Chơn đoạn từ Đường Hùng Vương đến Hết
P=0598 | X=0113.570-0372.450 | Y=0217.990-0229.230 | Trường THCS Phước An có hiện trạng là đường nhựa, bê
P=0598 | X=0113.570-0173.730 | Y=0229.510-0240.750 | tông xi măng:
P=0598 | X=0093.140-0345.120 | Y=0246.270-0258.270 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0598 | X=0405.980-0431.030 | Y=0246.270-0255.590 | 2.200
P=0598 | X=0453.770-0478.820 | Y=0246.270-0255.590 | 1.500
P=0598 | X=0497.230-0522.280 | Y=0246.270-0255.590 | 1.300
P=0598 | X=0113.570-0366.880 | Y=0264.550-0275.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0598 | X=0113.570-0208.520 | Y=0276.070-0287.310 | >500m đến ≤1.000m.
P=0598 | X=0113.570-0336.740 | Y=0293.620-0304.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0598 | X=0113.570-0361.890 | Y=0311.380-0322.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0598 | X=0113.570-0362.470 | Y=0322.900-0334.140 | Nguyễn Thị Chơn đoạn từ Đường Hùng Vương đến Hết
P=0598 | X=0113.570-0372.450 | Y=0334.420-0345.660 | Trường THCS Phước An có hiện trạng là đường nhựa, bê
P=0598 | X=0113.570-0173.730 | Y=0345.700-0356.940 | tông xi măng:
P=0598 | X=0093.140-0109.780 | Y=0353.580-0362.900 | 102
P=0598 | X=0405.980-0431.030 | Y=0353.580-0362.900 | 1.600
P=0598 | X=0453.770-0478.820 | Y=0353.580-0362.900 | 1.100
P=0598 | X=0505.390-0522.030 | Y=0353.580-0362.900 | 960
P=0598 | X=0113.570-0354.680 | Y=0363.220-0374.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0598 | X=0113.570-0155.710 | Y=0376.640-0385.960 | >1.000m.
P=0598 | X=0113.570-0337.240 | Y=0392.280-0403.520 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0598 | X=0113.570-0387.080 | Y=0410.040-0421.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0598 | X=0113.570-0390.220 | Y=0421.560-0432.800 | ra Đường Nguyễn Thị Chơn đoạn từ Đường Hùng Vương đến
P=0598 | X=0113.570-0390.940 | Y=0433.080-0444.320 | Hết Trường THCS Phước An có hiện trạng là đường nhựa, bê
P=0598 | X=0093.140-0173.730 | Y=0444.600-0456.040 | 103 tông xi măng:
P=0598 | X=0405.980-0431.030 | Y=0446.720-0456.040 | 2.600
P=0598 | X=0453.770-0478.820 | Y=0446.720-0456.040 | 1.800
P=0598 | X=0497.230-0522.280 | Y=0446.720-0456.040 | 1.600
P=0598 | X=0113.570-0344.680 | Y=0462.140-0473.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0598 | X=0113.570-0390.760 | Y=0479.660-0490.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0598 | X=0113.570-0387.080 | Y=0497.420-0508.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0598 | X=0113.570-0390.220 | Y=0508.940-0520.180 | ra Đường Nguyễn Thị Chơn đoạn từ Đường Hùng Vương đến
P=0598 | X=0113.570-0390.940 | Y=0520.220-0531.460 | Hết Trường THCS Phước An có hiện trạng là đường nhựa, bê
P=0598 | X=0113.570-0173.730 | Y=0531.740-0542.980 | tông xi măng:
P=0598 | X=0093.140-0345.120 | Y=0548.530-0560.530 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0598 | X=0405.980-0431.030 | Y=0548.530-0557.850 | 2.000
P=0598 | X=0453.770-0478.820 | Y=0548.530-0557.850 | 1.400
P=0598 | X=0497.230-0522.280 | Y=0548.530-0557.850 | 1.200
P=0598 | X=0113.570-0366.880 | Y=0566.810-0578.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0598 | X=0113.570-0208.520 | Y=0578.330-0589.570 | >500m đến ≤1.000m.
P=0598 | X=0113.570-0336.740 | Y=0595.850-0607.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0598 | X=0113.570-0387.080 | Y=0613.610-0624.850 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0598 | X=0113.570-0390.220 | Y=0625.150-0636.390 | ra Đường Nguyễn Thị Chơn đoạn từ Đường Hùng Vương đến
P=0598 | X=0113.570-0390.940 | Y=0636.670-0647.910 | Hết Trường THCS Phước An có hiện trạng là đường nhựa, bê
P=0598 | X=0113.570-0173.730 | Y=0648.190-0659.430 | tông xi măng:
P=0598 | X=0093.140-0109.780 | Y=0656.070-0665.390 | 105
P=0598 | X=0405.980-0431.030 | Y=0656.070-0665.390 | 1.400
P=0598 | X=0461.930-0478.570 | Y=0656.070-0665.390 | 980
P=0598 | X=0505.390-0522.030 | Y=0656.070-0665.390 | 840
P=0598 | X=0113.570-0354.680 | Y=0665.710-0676.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0598 | X=0113.570-0155.710 | Y=0679.110-0688.430 | >1.000m.
P=0598 | X=0113.570-0337.210 | Y=0694.510-0705.750 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0599 | X=0113.570-0199.110 | Y=0078.500-0089.740 | Đường Nguyễn Thị
P=0599 | X=0223.030-0275.470 | Y=0078.500-0089.740 | Hết Trường
P=0599 | X=0304.680-0377.020 | Y=0078.500-0089.740 | Đường Lê Hồng
P=0599 | X=0093.140-0109.780 | Y=0086.140-0095.460 | 106
P=0599 | X=0405.980-0431.030 | Y=0086.140-0095.460 | 6.500
P=0599 | X=0453.770-0478.820 | Y=0086.140-0095.460 | 4.600
P=0599 | X=0497.230-0522.280 | Y=0086.140-0095.460 | 3.900
P=0599 | X=0113.570-0138.610 | Y=0090.020-0101.260 | Chơn
P=0599 | X=0223.030-0333.570 | Y=0090.020-0101.260 | THCS Phước An Phong
P=0599 | X=0113.570-0361.890 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0599 | X=0113.570-0382.310 | Y=0119.330-0130.570 | Nguyễn Thị Chơn đoạn từ Hết Trường THCS Phước An đến
P=0599 | X=0113.570-0386.630 | Y=0130.850-0142.090 | Đường Lê Hồng Phong có hiện trạng là đường nhựa, bê tông
P=0599 | X=0093.140-0151.400 | Y=0142.370-0153.810 | 107 xi măng:
P=0599 | X=0405.980-0431.030 | Y=0144.490-0153.810 | 2.900
P=0599 | X=0453.770-0478.820 | Y=0144.490-0153.810 | 2.000
P=0599 | X=0497.230-0522.280 | Y=0144.490-0153.810 | 1.700
P=0599 | X=0113.570-0344.650 | Y=0159.650-0170.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0599 | X=0113.570-0390.760 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0599 | X=0113.570-0361.890 | Y=0194.930-0206.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường
P=0599 | X=0113.570-0382.310 | Y=0206.470-0217.710 | Nguyễn Thị Chơn đoạn từ Hết Trường THCS Phước An đến
P=0599 | X=0113.570-0386.590 | Y=0217.990-0229.230 | Đường Lê Hồng Phong có hiện trạng là đường nhựa, bê tông
P=0599 | X=0113.570-0151.400 | Y=0229.510-0240.750 | xi măng:
P=0599 | X=0093.140-0345.120 | Y=0246.270-0258.270 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0599 | X=0405.980-0431.030 | Y=0246.270-0255.590 | 2.200
P=0599 | X=0453.770-0478.820 | Y=0246.270-0255.590 | 1.500
P=0599 | X=0497.230-0522.280 | Y=0246.270-0255.590 | 1.300
