TABLE=029 | AREA=Xã Xuân Định | SECTION=non-agricultural | SEGMENTS=1
P=1082 | X=0310.440-0389.730 | Y=0632.310-0641.630 | 02 về bên phải và
P=1082 | X=0090.020-0205.820 | Y=0636.190-0647.430 | 176 Đường Nông Doanh 1
P=1082 | X=0228.100-0271.140 | Y=0638.070-0647.390 | Quốc lộ 1
P=1082 | X=0414.860-0439.910 | Y=0638.070-0647.390 | 1.300
P=1082 | X=0459.290-0475.930 | Y=0638.070-0647.390 | 910
P=1082 | X=0505.390-0522.030 | Y=0638.070-0647.390 | 780
P=1082 | X=0310.440-0387.430 | Y=0641.950-0653.190 | hết ranh thửa đất
P=1082 | X=0310.440-0394.310 | Y=0653.470-0664.710 | số 41, tờ BĐĐC số
P=1082 | X=0310.440-0370.990 | Y=0666.630-0675.950 | 19 về bên trái
P=1082 | X=0106.850-0381.810 | Y=0682.510-0693.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nông
P=1082 | X=0090.020-0370.350 | Y=0694.030-0705.270 | 177 Doanh 1 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 54, tờ
P=1082 | X=0423.050-0439.690 | Y=0695.910-0705.230 | 670
P=1082 | X=0459.290-0475.930 | Y=0695.910-0705.230 | 470
P=1082 | X=0505.390-0522.030 | Y=0695.910-0705.230 | 400
P=1082 | X=0106.850-0396.470 | Y=0705.570-0716.810 | BĐĐC số 02 về bên phải và hết ranh thửa đất số 41, tờ BĐĐC số
P=1083 | X=0106.850-0377.310 | Y=0072.500-0083.740 | 19 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=1083 | X=0106.850-0337.930 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1083 | X=0106.850-0384.020 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1083 | X=0106.850-0381.810 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nông
P=1083 | X=0106.850-0370.350 | Y=0136.850-0148.090 | Doanh 1 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 54, tờ
P=1083 | X=0106.850-0396.470 | Y=0148.370-0159.610 | BĐĐC số 02 về bên phải và hết ranh thửa đất số 41, tờ BĐĐC số
P=1083 | X=0106.850-0377.310 | Y=0159.650-0170.890 | 19 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=1083 | X=0090.020-0338.400 | Y=0176.410-0188.410 | 178 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1083 | X=0423.050-0439.690 | Y=0176.410-0185.730 | 600
P=1083 | X=0459.290-0475.930 | Y=0176.410-0185.730 | 420
P=1083 | X=0505.390-0522.030 | Y=0176.410-0185.730 | 360
P=1083 | X=0106.850-0393.740 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1083 | X=0106.850-0167.980 | Y=0206.230-0217.470 | đến ≤1.000m.
P=1083 | X=0106.850-0330.020 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1083 | X=0106.850-0381.810 | Y=0241.510-0252.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nông
P=1083 | X=0106.850-0370.350 | Y=0253.030-0264.270 | Doanh 1 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 54, tờ
P=1083 | X=0106.850-0396.470 | Y=0264.550-0275.790 | BĐĐC số 02 về bên phải và hết ranh thửa đất số 41, tờ BĐĐC số
P=1083 | X=0090.020-0377.310 | Y=0276.070-0287.510 | 179 19 về bên trái có hiện trạng là đường nhựa, bê tông xi măng:
P=1083 | X=0423.050-0439.690 | Y=0278.190-0287.510 | 450
P=1083 | X=0459.290-0475.930 | Y=0278.190-0287.510 | 320
P=1083 | X=0505.390-0522.030 | Y=0278.190-0287.510 | 270
P=1083 | X=0106.850-0392.640 | Y=0293.620-0304.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1083 | X=0106.850-0330.490 | Y=0311.140-0322.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1083 | X=0106.850-0392.110 | Y=0328.900-0340.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1083 | X=0106.850-0389.350 | Y=0340.420-0351.660 | Đường Nông Doanh 1 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất
P=1083 | X=0106.850-0394.350 | Y=0351.700-0362.940 | số 54, tờ BĐĐC số 02 về bên phải và hết ranh thửa đất số 41, tờ
P=1083 | X=0106.850-0390.920 | Y=0363.220-0374.460 | BĐĐC số 19 về bên trái có hiện trạng là đường nhựa, bê tông xi
P=1083 | X=0090.020-0106.660 | Y=0371.120-0380.440 | 180
P=1083 | X=0423.050-0439.690 | Y=0371.120-0380.440 | 600
P=1083 | X=0459.290-0475.930 | Y=0371.120-0380.440 | 420
P=1083 | X=0505.390-0522.030 | Y=0371.120-0380.440 | 360
P=1083 | X=0106.850-0134.850 | Y=0374.760-0386.000 | măng:
P=1083 | X=0106.850-0337.930 | Y=0392.280-0403.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1083 | X=0106.850-0384.020 | Y=0409.800-0421.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1083 | X=0106.850-0392.110 | Y=0427.560-0438.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1083 | X=0106.850-0389.350 | Y=0439.080-0450.320 | Đường Nông Doanh 1 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất
P=1083 | X=0106.850-0394.350 | Y=0450.620-0461.860 | số 54, tờ BĐĐC số 02 về bên phải và hết ranh thửa đất số 41, tờ
P=1083 | X=0106.850-0390.920 | Y=0462.140-0473.380 | BĐĐC số 19 về bên trái có hiện trạng là đường nhựa, bê tông xi
P=1083 | X=0106.850-0134.850 | Y=0473.660-0484.900 | măng:
P=1083 | X=0090.020-0106.660 | Y=0484.420-0493.740 | 181
P=1083 | X=0423.050-0439.690 | Y=0484.420-0493.740 | 540
P=1083 | X=0459.290-0475.930 | Y=0484.420-0493.740 | 380
P=1083 | X=0505.390-0522.030 | Y=0484.420-0493.740 | 320
P=1083 | X=0106.850-0338.400 | Y=0491.180-0502.420 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1083 | X=0106.850-0393.740 | Y=0508.460-0519.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1083 | X=0106.850-0167.970 | Y=0519.980-0531.220 | đến ≤1.000m.
P=1083 | X=0106.850-0330.020 | Y=0537.530-0548.770 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1083 | X=0106.850-0392.110 | Y=0555.290-0566.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1083 | X=0106.850-0389.350 | Y=0566.810-0578.050 | Đường Nông Doanh 1 đoạn từ Quốc lộ 1 đến Hết ranh thửa đất
P=1083 | X=0106.850-0394.350 | Y=0578.330-0589.570 | số 54, tờ BĐĐC số 02 về bên phải và hết ranh thửa đất số 41, tờ
P=1083 | X=0106.850-0390.920 | Y=0589.850-0601.090 | BĐĐC số 19 về bên trái có hiện trạng là đường nhựa, bê tông xi
P=1083 | X=0090.020-0106.660 | Y=0597.730-0607.050 | 182
P=1083 | X=0423.050-0439.690 | Y=0597.730-0607.050 | 410
P=1083 | X=0459.290-0475.930 | Y=0597.730-0607.050 | 290
P=1083 | X=0505.390-0522.030 | Y=0597.730-0607.050 | 250
P=1083 | X=0106.850-0134.850 | Y=0601.370-0612.610 | măng:
P=1083 | X=0106.850-0392.640 | Y=0618.910-0630.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1083 | X=0106.850-0330.490 | Y=0636.430-0647.670 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1083 | X=0228.100-0298.270 | Y=0654.190-0665.430 | Đường văn hóa
P=1083 | X=0310.440-0368.850 | Y=0654.190-0665.430 | Đường Nông
P=1083 | X=0090.020-0205.820 | Y=0659.950-0671.190 | 183 Đường Nông Doanh 2
P=1083 | X=0414.860-0439.910 | Y=0661.830-0671.150 | 1.300
P=1083 | X=0459.290-0475.930 | Y=0661.830-0671.150 | 910
P=1083 | X=0505.390-0522.030 | Y=0661.830-0671.150 | 780
P=1083 | X=0228.100-0284.110 | Y=0667.590-0676.910 | Nông Doanh
P=1083 | X=0310.440-0348.210 | Y=0667.590-0676.910 | Doanh 1
P=1083 | X=0106.850-0381.810 | Y=0683.470-0694.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nông
P=1083 | X=0090.020-0394.310 | Y=0694.750-0705.990 | 184 Doanh 2 đoạn từ Đường văn hóa Nông Doanh đến Đường Nông
P=1083 | X=0423.050-0439.690 | Y=0696.630-0705.950 | 670
P=1083 | X=0459.290-0475.930 | Y=0696.630-0705.950 | 470
P=1083 | X=0505.390-0522.030 | Y=0696.630-0705.950 | 400
P=1083 | X=0106.850-0354.260 | Y=0706.290-0717.530 | Doanh 1 có hiện trạng là đường nhựa, bê tông xi măng:
P=1084 | X=0106.850-0337.930 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1084 | X=0106.850-0384.020 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1084 | X=0106.850-0381.810 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nông
P=1084 | X=0106.850-0394.310 | Y=0125.330-0136.570 | Doanh 2 đoạn từ Đường văn hóa Nông Doanh đến Đường Nông
P=1084 | X=0106.850-0354.260 | Y=0136.850-0148.090 | Doanh 1 có hiện trạng là đường nhựa, bê tông xi măng:
P=1084 | X=0090.020-0338.400 | Y=0154.370-0168.450 | 185 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1084 | X=0423.050-0439.690 | Y=0159.130-0168.450 | 600
P=1084 | X=0459.290-0475.930 | Y=0159.130-0168.450 | 420
P=1084 | X=0505.390-0522.030 | Y=0159.130-0168.450 | 360
P=1084 | X=0106.850-0393.740 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1084 | X=0106.850-0167.970 | Y=0183.170-0194.410 | đến ≤1.000m.
P=1084 | X=0106.850-0330.020 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1084 | X=0106.850-0381.810 | Y=0218.470-0229.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nông
P=1084 | X=0106.850-0394.310 | Y=0229.990-0241.230 | Doanh 2 đoạn từ Đường văn hóa Nông Doanh đến Đường Nông
P=1084 | X=0106.850-0354.260 | Y=0241.510-0252.750 | Doanh 1 có hiện trạng là đường nhựa, bê tông xi măng:
P=1084 | X=0090.020-0106.660 | Y=0249.390-0258.710 | 186
P=1084 | X=0423.050-0439.690 | Y=0249.390-0258.710 | 450
P=1084 | X=0459.290-0475.930 | Y=0249.390-0258.710 | 320
P=1084 | X=0505.390-0522.030 | Y=0249.390-0258.710 | 270
P=1084 | X=0106.850-0392.640 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1084 | X=0106.850-0330.490 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1084 | X=0106.850-0392.110 | Y=0294.340-0305.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1084 | X=0106.850-0394.060 | Y=0305.860-0317.100 | Đường Nông Doanh 2 đoạn từ Đường văn hóa Nông Doanh đến
P=1084 | X=0106.850-0384.670 | Y=0317.380-0328.620 | Đường Nông Doanh 1 có hiện trạng là đường nhựa, bê tông xi
P=1084 | X=0090.020-0134.850 | Y=0328.900-0340.340 | 187 măng:
P=1084 | X=0423.050-0439.690 | Y=0331.020-0340.340 | 600
P=1084 | X=0459.290-0475.930 | Y=0331.020-0340.340 | 420
P=1084 | X=0505.390-0522.030 | Y=0331.020-0340.340 | 360
P=1084 | X=0106.850-0337.930 | Y=0346.420-0357.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1084 | X=0106.850-0384.020 | Y=0363.700-0374.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1084 | X=0106.850-0392.110 | Y=0381.480-0392.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1084 | X=0106.850-0394.060 | Y=0393.000-0404.240 | Đường Nông Doanh 2 đoạn từ Đường văn hóa Nông Doanh đến
P=1084 | X=0106.850-0384.670 | Y=0404.520-0415.760 | Đường Nông Doanh 1 có hiện trạng là đường nhựa, bê tông xi
P=1084 | X=0106.850-0134.850 | Y=0416.040-0427.280 | măng:
P=1084 | X=0090.020-0338.400 | Y=0432.800-0444.800 | 188 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1084 | X=0423.050-0439.690 | Y=0432.800-0442.120 | 540
P=1084 | X=0459.290-0475.930 | Y=0432.800-0442.120 | 380
P=1084 | X=0505.390-0522.030 | Y=0432.800-0442.120 | 320
P=1084 | X=0106.850-0393.740 | Y=0451.100-0462.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1084 | X=0106.850-0167.970 | Y=0462.620-0473.860 | đến ≤1.000m.
P=1084 | X=0106.850-0330.020 | Y=0480.140-0491.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1084 | X=0106.850-0392.110 | Y=0497.900-0509.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1084 | X=0106.850-0394.060 | Y=0509.420-0520.660 | Đường Nông Doanh 2 đoạn từ Đường văn hóa Nông Doanh đến
P=1084 | X=0106.850-0384.670 | Y=0520.940-0532.180 | Đường Nông Doanh 1 có hiện trạng là đường nhựa, bê tông xi
P=1084 | X=0090.020-0134.850 | Y=0532.220-0543.690 | 189 măng:
P=1084 | X=0423.050-0439.690 | Y=0534.370-0543.690 | 410
P=1084 | X=0459.290-0475.930 | Y=0534.370-0543.690 | 290
P=1084 | X=0505.390-0522.030 | Y=0534.370-0543.690 | 250
P=1084 | X=0106.850-0392.640 | Y=0549.770-0561.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1084 | X=0106.850-0330.490 | Y=0567.290-0578.530 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1084 | X=0228.100-0300.420 | Y=0585.050-0596.290 | Đường Lê Hồng
P=1084 | X=0090.020-0221.430 | Y=0590.810-0602.050 | 190 Đường hẻm cầu Gia Trấp
P=1084 | X=0310.440-0375.660 | Y=0590.810-0602.050 | Đường Bà Rết
P=1084 | X=0414.860-0439.910 | Y=0592.690-0602.010 | 1.300
P=1084 | X=0459.290-0475.930 | Y=0592.690-0602.010 | 910
P=1084 | X=0505.390-0522.030 | Y=0592.690-0602.010 | 780
P=1084 | X=0228.100-0256.990 | Y=0598.450-0607.770 | Phong
P=1084 | X=0106.850-0396.470 | Y=0614.330-0625.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường hẻm cầu
P=1084 | X=0106.850-0390.690 | Y=0625.870-0637.110 | Gia Trấp đoạn từ Đường Lê Hồng Phong đến Đường Bà Rết có
P=1084 | X=0106.850-0300.460 | Y=0637.390-0648.630 | hiện trạng là đường nhựa, bê tông xi măng:
P=1084 | X=0090.020-0106.660 | Y=0645.270-0654.590 | 191
P=1084 | X=0423.050-0439.690 | Y=0645.270-0654.590 | 670
P=1084 | X=0459.290-0475.930 | Y=0645.270-0654.590 | 470
P=1084 | X=0505.390-0522.030 | Y=0645.270-0654.590 | 400
P=1084 | X=0106.850-0337.930 | Y=0654.910-0666.150 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1084 | X=0106.850-0384.020 | Y=0672.430-0683.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1084 | X=0106.850-0396.470 | Y=0690.190-0701.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường hẻm cầu
P=1084 | X=0090.020-0106.660 | Y=0697.830-0707.150 | 192
P=1084 | X=0423.050-0439.690 | Y=0697.830-0707.150 | 600
P=1084 | X=0459.290-0475.930 | Y=0697.830-0707.150 | 420
P=1084 | X=0505.390-0522.030 | Y=0697.830-0707.150 | 360
P=1084 | X=0106.850-0390.690 | Y=0701.730-0712.970 | Gia Trấp đoạn từ Đường Lê Hồng Phong đến Đường Bà Rết có
P=1085 | X=0106.850-0300.460 | Y=0072.500-0083.740 | hiện trạng là đường nhựa, bê tông xi măng:
P=1085 | X=0106.850-0338.400 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1085 | X=0106.850-0393.740 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1085 | X=0106.850-0167.970 | Y=0119.090-0130.330 | đến ≤1.000m.
P=1085 | X=0106.850-0330.020 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1085 | X=0106.850-0396.470 | Y=0154.370-0165.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường hẻm cầu
P=1085 | X=0106.850-0390.690 | Y=0165.650-0176.890 | Gia Trấp đoạn từ Đường Lê Hồng Phong đến Đường Bà Rết có
P=1085 | X=0106.850-0300.460 | Y=0177.170-0188.410 | hiện trạng là đường nhựa, bê tông xi măng:
P=1085 | X=0090.020-0106.660 | Y=0185.050-0194.370 | 193
P=1085 | X=0423.050-0439.690 | Y=0185.050-0194.370 | 450
P=1085 | X=0459.290-0475.930 | Y=0185.050-0194.370 | 320
P=1085 | X=0505.390-0522.030 | Y=0185.050-0194.370 | 270
P=1085 | X=0106.850-0392.640 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1085 | X=0106.850-0330.490 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1085 | X=0106.850-0392.110 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1085 | X=0106.850-0384.700 | Y=0241.510-0252.750 | Đường hẻm cầu Gia Trấp đoạn từ Đường Lê Hồng Phong đến
P=1085 | X=0106.850-0381.400 | Y=0253.030-0264.270 | Đường Bà Rết có hiện trạng là đường nhựa, bê tông xi măng:
P=1085 | X=0090.020-0106.660 | Y=0260.910-0270.230 | 194
P=1085 | X=0423.050-0439.690 | Y=0260.910-0270.230 | 600
P=1085 | X=0459.290-0475.930 | Y=0260.910-0270.230 | 420
P=1085 | X=0505.390-0522.030 | Y=0260.910-0270.230 | 360
P=1085 | X=0106.850-0337.930 | Y=0270.550-0281.790 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1085 | X=0106.850-0384.020 | Y=0288.100-0299.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1085 | X=0106.850-0392.110 | Y=0305.860-0317.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1085 | X=0106.850-0384.700 | Y=0317.380-0328.620 | Đường hẻm cầu Gia Trấp đoạn từ Đường Lê Hồng Phong đến
P=1085 | X=0106.850-0381.400 | Y=0328.900-0340.140 | Đường Bà Rết có hiện trạng là đường nhựa, bê tông xi măng:
P=1085 | X=0090.020-0338.400 | Y=0346.420-0360.500 | 195 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1085 | X=0423.050-0439.690 | Y=0351.180-0360.500 | 540
P=1085 | X=0459.290-0475.930 | Y=0351.180-0360.500 | 380
P=1085 | X=0505.390-0522.030 | Y=0351.180-0360.500 | 320
P=1085 | X=0106.850-0393.740 | Y=0363.700-0374.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1085 | X=0106.850-0167.970 | Y=0375.240-0386.480 | đến ≤1.000m.
P=1085 | X=0106.850-0330.020 | Y=0392.760-0404.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1085 | X=0106.850-0392.110 | Y=0410.520-0421.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1085 | X=0106.850-0384.700 | Y=0422.040-0433.280 | Đường hẻm cầu Gia Trấp đoạn từ Đường Lê Hồng Phong đến
P=1085 | X=0106.850-0381.400 | Y=0433.560-0444.800 | Đường Bà Rết có hiện trạng là đường nhựa, bê tông xi măng:
P=1085 | X=0090.020-0106.660 | Y=0441.440-0450.760 | 196
P=1085 | X=0423.050-0439.690 | Y=0441.440-0450.760 | 410
P=1085 | X=0459.290-0475.930 | Y=0441.440-0450.760 | 290
P=1085 | X=0505.390-0522.030 | Y=0441.440-0450.760 | 250
P=1085 | X=0106.850-0392.640 | Y=0451.100-0462.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1085 | X=0106.850-0330.490 | Y=0468.620-0479.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1085 | X=0310.440-0392.140 | Y=0486.380-0497.620 | Ranh giới phường
P=1085 | X=0090.020-0172.070 | Y=0492.140-0503.380 | 197 Đường Bà Rết
P=1085 | X=0228.100-0271.140 | Y=0494.020-0503.340 | Quốc lộ 1
P=1085 | X=0414.860-0439.910 | Y=0494.020-0503.340 | 1.300
P=1085 | X=0459.290-0475.930 | Y=0494.020-0503.340 | 910
P=1085 | X=0505.390-0522.030 | Y=0494.020-0503.340 | 780
P=1085 | X=0310.440-0356.120 | Y=0499.780-0509.100 | Hàng Gòn
P=1085 | X=0106.850-0388.620 | Y=0515.660-0526.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bà Rết
P=1085 | X=0106.850-0374.390 | Y=0527.180-0538.420 | đoạn từ Quốc lộ 1 đến Ranh giới phường Hàng Gòn có hiện
P=1085 | X=0106.850-0278.630 | Y=0538.490-0549.730 | trạng là đường nhựa, bê tông xi măng:
P=1085 | X=0090.020-0106.660 | Y=0546.370-0555.690 | 198
P=1085 | X=0423.050-0439.690 | Y=0546.370-0555.690 | 670
P=1085 | X=0459.290-0475.930 | Y=0546.370-0555.690 | 470
P=1085 | X=0505.390-0522.030 | Y=0546.370-0555.690 | 400
P=1085 | X=0106.850-0337.930 | Y=0556.010-0567.250 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1085 | X=0106.850-0384.020 | Y=0573.530-0584.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1085 | X=0106.850-0388.620 | Y=0591.290-0602.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bà Rết
P=1085 | X=0106.850-0374.390 | Y=0602.810-0614.050 | đoạn từ Quốc lộ 1 đến Ranh giới phường Hàng Gòn có hiện
P=1085 | X=0106.850-0278.630 | Y=0614.330-0625.570 | trạng là đường nhựa, bê tông xi măng:
P=1085 | X=0090.020-0338.400 | Y=0631.870-0646.190 | 199 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1085 | X=0423.050-0439.690 | Y=0636.870-0646.190 | 600
P=1085 | X=0459.290-0475.930 | Y=0636.870-0646.190 | 420
P=1085 | X=0505.390-0522.030 | Y=0636.870-0646.190 | 360
P=1085 | X=0106.850-0393.740 | Y=0649.390-0660.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1085 | X=0106.850-0167.970 | Y=0660.910-0672.150 | đến ≤1.000m.
P=1085 | X=0106.850-0330.020 | Y=0678.430-0689.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1085 | X=0106.850-0388.620 | Y=0696.190-0707.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bà Rết
P=1085 | X=0090.020-0106.660 | Y=0703.860-0713.180 | 200
P=1085 | X=0423.050-0439.690 | Y=0703.860-0713.180 | 450
P=1085 | X=0459.290-0475.930 | Y=0703.860-0713.180 | 320
P=1085 | X=0505.390-0522.030 | Y=0703.860-0713.180 | 270
P=1085 | X=0106.850-0374.380 | Y=0707.730-0718.970 | đoạn từ Quốc lộ 1 đến Ranh giới phường Hàng Gòn có hiện
P=1086 | X=0106.850-0278.630 | Y=0072.500-0083.740 | trạng là đường nhựa, bê tông xi măng:
P=1086 | X=0106.850-0392.640 | Y=0090.020-0101.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1086 | X=0106.850-0330.490 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1086 | X=0106.850-0392.110 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1086 | X=0106.850-0385.170 | Y=0136.850-0148.090 | Đường Bà Rết đoạn từ Quốc lộ 1 đến Ranh giới phường Hàng
P=1086 | X=0106.850-0335.530 | Y=0148.370-0159.610 | Gòn có hiện trạng là đường nhựa, bê tông xi măng:
P=1086 | X=0090.020-0106.660 | Y=0156.250-0165.570 | 201
P=1086 | X=0423.050-0439.690 | Y=0156.250-0165.570 | 600
P=1086 | X=0459.290-0475.930 | Y=0156.250-0165.570 | 420
P=1086 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 360
P=1086 | X=0106.850-0337.930 | Y=0165.650-0176.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1086 | X=0106.850-0384.020 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1086 | X=0106.850-0392.110 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1086 | X=0106.850-0385.170 | Y=0212.470-0223.710 | Đường Bà Rết đoạn từ Quốc lộ 1 đến Ranh giới phường Hàng
P=1086 | X=0106.850-0335.530 | Y=0223.990-0235.230 | Gòn có hiện trạng là đường nhựa, bê tông xi măng:
P=1086 | X=0090.020-0338.400 | Y=0241.510-0255.830 | 202 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1086 | X=0423.050-0439.690 | Y=0246.510-0255.830 | 540
P=1086 | X=0459.290-0475.930 | Y=0246.510-0255.830 | 380
P=1086 | X=0505.390-0522.030 | Y=0246.510-0255.830 | 320
P=1086 | X=0106.850-0393.740 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1086 | X=0106.850-0167.970 | Y=0270.550-0281.790 | đến ≤1.000m.
P=1086 | X=0106.850-0330.020 | Y=0288.100-0299.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1086 | X=0106.850-0392.110 | Y=0305.860-0317.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1086 | X=0106.850-0385.170 | Y=0317.380-0328.620 | Đường Bà Rết đoạn từ Quốc lộ 1 đến Ranh giới phường Hàng
P=1086 | X=0106.850-0335.530 | Y=0328.900-0340.140 | Gòn có hiện trạng là đường nhựa, bê tông xi măng:
P=1086 | X=0090.020-0106.660 | Y=0336.780-0346.100 | 203
P=1086 | X=0423.050-0439.690 | Y=0336.780-0346.100 | 410
P=1086 | X=0459.290-0475.930 | Y=0336.780-0346.100 | 290
P=1086 | X=0505.390-0522.030 | Y=0336.780-0346.100 | 250
P=1086 | X=0106.850-0392.640 | Y=0346.420-0357.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1086 | X=0106.850-0330.490 | Y=0363.700-0374.940 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1086 | X=0090.020-0210.880 | Y=0381.480-0392.720 | 204 Đường Lê Hồng Phong
P=1086 | X=0228.100-0271.140 | Y=0383.360-0392.680 | Quốc lộ 1
P=1086 | X=0310.440-0372.470 | Y=0383.360-0392.680 | Suối Gia Trấp
