TABLE=003 | AREA=Phường Tam Hiệp | SECTION=non-agricultural | SEGMENTS=1
P=0133 | X=0497.230-0522.280 | Y=0622.230-0631.550 | 9.100
P=0133 | X=0107.330-0330.240 | Y=0631.870-0643.110 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0133 | X=0107.330-0384.500 | Y=0649.390-0660.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0133 | X=0107.330-0379.190 | Y=0667.150-0678.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần
P=0133 | X=0107.330-0377.970 | Y=0678.670-0689.910 | Quốc Toản đoạn từ Đường Phạm Văn Thuận đến Đường Vũ
P=0133 | X=0090.020-0361.220 | Y=0689.190-0701.430 | 248 Hồng Phô có hiện trạng là đường nhựa, bê tông xi măng:
P=0133 | X=0410.060-0435.110 | Y=0689.190-0698.510 | 9.300
P=0133 | X=0452.810-0477.860 | Y=0689.190-0698.510 | 6.500
P=0133 | X=0497.230-0522.280 | Y=0689.190-0698.510 | 5.600
P=0133 | X=0107.330-0330.500 | Y=0707.730-0718.970 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0134 | X=0107.330-0394.220 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0134 | X=0107.330-0160.300 | Y=0090.020-0101.260 | đến ≤600m.
P=0134 | X=0107.330-0330.500 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0134 | X=0107.330-0379.190 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần
P=0134 | X=0107.330-0377.970 | Y=0136.850-0148.090 | Quốc Toản đoạn từ Đường Phạm Văn Thuận đến Đường Vũ
P=0134 | X=0107.330-0361.220 | Y=0148.370-0159.610 | Hồng Phô có hiện trạng là đường nhựa, bê tông xi măng:
P=0134 | X=0090.020-0106.660 | Y=0156.250-0165.570 | 249
P=0134 | X=0410.060-0435.110 | Y=0156.250-0165.570 | 5.700
P=0134 | X=0452.810-0477.860 | Y=0156.250-0165.570 | 4.000
P=0134 | X=0497.230-0522.280 | Y=0156.250-0165.570 | 3.400
P=0134 | X=0107.330-0384.740 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0134 | X=0107.330-0330.970 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0134 | X=0107.330-0392.590 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0134 | X=0107.330-0386.150 | Y=0212.470-0223.710 | Đường Trần Quốc Toản đoạn từ Đường Phạm Văn Thuận đến
P=0134 | X=0107.330-0380.350 | Y=0223.990-0235.230 | Đường Vũ Hồng Phô có hiện trạng là đường nhựa, bê tông xi
P=0134 | X=0090.020-0135.330 | Y=0235.510-0246.950 | 250 măng:
P=0134 | X=0404.540-0435.110 | Y=0237.630-0246.950 | 13.700
P=0134 | X=0452.810-0477.860 | Y=0237.630-0246.950 | 9.600
P=0134 | X=0497.230-0522.280 | Y=0237.630-0246.950 | 8.200
P=0134 | X=0107.330-0330.240 | Y=0253.030-0264.270 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0134 | X=0107.330-0384.500 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0134 | X=0107.330-0392.590 | Y=0288.340-0299.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0134 | X=0107.330-0386.150 | Y=0299.860-0311.100 | Đường Trần Quốc Toản đoạn từ Đường Phạm Văn Thuận đến
P=0134 | X=0107.330-0380.350 | Y=0311.380-0322.620 | Đường Vũ Hồng Phô có hiện trạng là đường nhựa, bê tông xi
P=0134 | X=0107.330-0135.330 | Y=0322.900-0334.140 | măng:
P=0134 | X=0090.020-0330.500 | Y=0339.420-0351.660 | 251 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0134 | X=0410.060-0435.100 | Y=0339.420-0348.740 | 8.400
P=0134 | X=0452.810-0477.860 | Y=0339.420-0348.740 | 5.900
P=0134 | X=0497.230-0522.280 | Y=0339.420-0348.740 | 5.000
P=0134 | X=0107.330-0394.220 | Y=0357.700-0368.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0134 | X=0107.330-0160.290 | Y=0369.240-0380.480 | đến ≤600m.
P=0134 | X=0107.330-0330.500 | Y=0386.760-0398.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0134 | X=0107.330-0392.590 | Y=0404.520-0415.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0134 | X=0107.330-0386.150 | Y=0416.040-0427.280 | Đường Trần Quốc Toản đoạn từ Đường Phạm Văn Thuận đến
P=0134 | X=0107.330-0380.350 | Y=0427.560-0438.800 | Đường Vũ Hồng Phô có hiện trạng là đường nhựa, bê tông xi
P=0134 | X=0090.020-0135.330 | Y=0439.080-0450.520 | 252 măng:
P=0134 | X=0410.060-0435.110 | Y=0441.200-0450.520 | 5.100
P=0134 | X=0452.810-0477.860 | Y=0441.200-0450.520 | 3.600
P=0134 | X=0497.230-0522.280 | Y=0441.200-0450.520 | 3.100
P=0134 | X=0107.330-0384.780 | Y=0456.620-0467.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0134 | X=0107.330-0333.620 | Y=0474.140-0485.380 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0134 | X=0229.300-0394.060 | Y=0491.900-0503.140 | Đường Vũ Hồng Giáp ranh phường
P=0134 | X=0090.020-0214.710 | Y=0497.660-0508.900 | 253 Đường Trần Quốc Toản
P=0134 | X=0404.540-0435.110 | Y=0499.540-0508.860 | 25.400
P=0134 | X=0447.290-0477.860 | Y=0499.540-0508.860 | 17.800
P=0134 | X=0491.710-0522.280 | Y=0499.540-0508.860 | 15.200
P=0134 | X=0229.300-0247.140 | Y=0505.300-0514.620 | Phô
P=0134 | X=0311.640-0355.160 | Y=0505.300-0514.620 | Trấn Biên
P=0134 | X=0107.330-0379.190 | Y=0521.180-0532.420 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần
P=0134 | X=0107.330-0395.260 | Y=0532.490-0543.730 | Quốc Toản đoạn từ Đường Vũ Hồng Phô đến Giáp ranh phường
P=0134 | X=0107.330-0360.250 | Y=0544.010-0555.250 | Trấn Biên có hiện trạng là đường nhựa, bê tông xi măng:
P=0134 | X=0090.020-0106.660 | Y=0551.890-0561.210 | 254
P=0134 | X=0404.540-0435.110 | Y=0551.890-0561.210 | 12.700
P=0134 | X=0452.810-0477.860 | Y=0551.890-0561.210 | 8.900
P=0134 | X=0497.230-0522.280 | Y=0551.890-0561.210 | 7.600
P=0134 | X=0107.330-0330.240 | Y=0561.530-0572.770 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0134 | X=0107.330-0384.500 | Y=0579.050-0590.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0134 | X=0107.330-0379.190 | Y=0596.810-0608.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần
P=0134 | X=0107.330-0395.260 | Y=0608.330-0619.570 | Quốc Toản đoạn từ Đường Vũ Hồng Phô đến Giáp ranh phường
P=0134 | X=0107.330-0360.250 | Y=0619.870-0631.110 | Trấn Biên có hiện trạng là đường nhựa, bê tông xi măng:
P=0134 | X=0090.020-0330.500 | Y=0637.390-0651.470 | 255 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0134 | X=0410.060-0435.110 | Y=0642.150-0651.470 | 7.700
P=0134 | X=0452.810-0477.860 | Y=0642.150-0651.470 | 5.400
P=0134 | X=0497.230-0522.280 | Y=0642.150-0651.470 | 4.600
P=0134 | X=0107.330-0394.220 | Y=0654.910-0666.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0134 | X=0107.330-0160.290 | Y=0666.430-0677.670 | đến ≤600m.
P=0134 | X=0107.330-0330.500 | Y=0683.950-0695.190 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0134 | X=0090.020-0379.190 | Y=0701.730-0712.970 | 256 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần
P=0134 | X=0410.060-0435.110 | Y=0703.620-0712.940 | 4.900
P=0134 | X=0452.810-0477.860 | Y=0703.620-0712.940 | 3.400
P=0134 | X=0497.230-0522.280 | Y=0703.620-0712.940 | 2.900
P=0135 | X=0107.330-0395.260 | Y=0072.500-0083.740 | Quốc Toản đoạn từ Đường Vũ Hồng Phô đến Giáp ranh phường
P=0135 | X=0107.330-0360.250 | Y=0084.020-0095.260 | Trấn Biên có hiện trạng là đường nhựa, bê tông xi măng:
P=0135 | X=0107.330-0384.740 | Y=0101.540-0112.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0135 | X=0107.330-0330.970 | Y=0119.090-0130.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0135 | X=0107.330-0392.590 | Y=0136.850-0148.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0135 | X=0107.330-0392.130 | Y=0148.370-0159.610 | Đường Trần Quốc Toản đoạn từ Đường Vũ Hồng Phô đến Giáp
P=0135 | X=0107.330-0390.670 | Y=0159.650-0170.890 | ranh phường Trấn Biên có hiện trạng là đường nhựa, bê tông xi
P=0135 | X=0090.020-0135.330 | Y=0171.170-0182.610 | 257 măng:
P=0135 | X=0404.540-0435.110 | Y=0173.290-0182.610 | 11.400
P=0135 | X=0452.810-0477.860 | Y=0173.290-0182.610 | 8.000
P=0135 | X=0497.230-0522.280 | Y=0173.290-0182.610 | 6.800
P=0135 | X=0107.330-0330.240 | Y=0188.690-0199.930 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0135 | X=0107.330-0384.500 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0135 | X=0107.330-0392.590 | Y=0223.990-0235.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0135 | X=0107.330-0392.130 | Y=0235.510-0246.750 | Đường Trần Quốc Toản đoạn từ Đường Vũ Hồng Phô đến Giáp
P=0135 | X=0107.330-0390.670 | Y=0247.030-0258.270 | ranh phường Trấn Biên có hiện trạng là đường nhựa, bê tông xi
P=0135 | X=0107.330-0135.330 | Y=0258.550-0269.790 | măng:
P=0135 | X=0090.020-0330.500 | Y=0275.070-0287.310 | 258 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0135 | X=0410.060-0435.110 | Y=0275.070-0284.390 | 6.900
P=0135 | X=0452.810-0477.860 | Y=0275.070-0284.390 | 4.800
P=0135 | X=0497.230-0522.280 | Y=0275.070-0284.390 | 4.100
P=0135 | X=0107.330-0394.220 | Y=0293.620-0304.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0135 | X=0107.330-0160.290 | Y=0305.140-0316.380 | đến ≤600m.
P=0135 | X=0107.330-0330.520 | Y=0322.660-0333.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0135 | X=0107.330-0392.590 | Y=0340.420-0351.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0135 | X=0107.330-0392.130 | Y=0351.700-0362.940 | Đường Trần Quốc Toản đoạn từ Đường Vũ Hồng Phô đến Giáp
P=0135 | X=0107.330-0390.670 | Y=0363.220-0374.460 | ranh phường Trấn Biên có hiện trạng là đường nhựa, bê tông xi
P=0135 | X=0090.020-0135.330 | Y=0374.760-0386.200 | 259 măng:
P=0135 | X=0410.060-0435.110 | Y=0376.880-0386.200 | 4.400
P=0135 | X=0452.810-0477.860 | Y=0376.880-0386.200 | 3.100
P=0135 | X=0497.230-0522.280 | Y=0376.880-0386.200 | 2.600
P=0135 | X=0107.330-0384.770 | Y=0392.280-0403.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0135 | X=0107.330-0333.620 | Y=0409.800-0421.040 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0135 | X=0312.120-0382.180 | Y=0429.440-0438.760 | Vòng xoay Tam
P=0135 | X=0090.020-0163.580 | Y=0435.200-0444.520 | 260 Xa lộ Hà Nội
P=0135 | X=0229.780-0268.750 | Y=0435.200-0444.520 | Cầu Sập
P=0135 | X=0404.540-0435.110 | Y=0435.200-0444.520 | 34.000
P=0135 | X=0447.290-0477.860 | Y=0435.200-0444.520 | 23.800
P=0135 | X=0491.710-0522.280 | Y=0435.200-0444.520 | 20.400
P=0135 | X=0312.120-0332.840 | Y=0440.960-0450.280 | Hiệp
P=0135 | X=0107.330-0380.130 | Y=0456.860-0468.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Xa lộ Hà Nội
P=0135 | X=0107.330-0370.510 | Y=0468.380-0479.620 | đoạn từ Cầu Sập đến Vòng xoay Tam Hiệp có hiện trạng là
P=0135 | X=0107.330-0243.080 | Y=0479.900-0491.140 | đường nhựa, bê tông xi măng:
P=0135 | X=0090.020-0106.660 | Y=0487.780-0497.100 | 261
P=0135 | X=0404.540-0435.110 | Y=0487.780-0497.100 | 14.600
P=0135 | X=0447.290-0477.860 | Y=0487.780-0497.100 | 10.200
P=0135 | X=0497.230-0522.280 | Y=0487.780-0497.100 | 8.800
P=0135 | X=0107.330-0330.240 | Y=0497.420-0508.660 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0135 | X=0107.330-0384.500 | Y=0514.940-0526.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0135 | X=0107.330-0380.130 | Y=0532.490-0543.730 | Các tuyến đường giao thông đấu nối trực tiếp ra Xa lộ Hà Nội
P=0135 | X=0107.330-0370.510 | Y=0544.010-0555.250 | đoạn từ Cầu Sập đến Vòng xoay Tam Hiệp có hiện trạng là
P=0135 | X=0107.330-0243.080 | Y=0555.530-0566.770 | đường nhựa, bê tông xi măng:
P=0135 | X=0090.020-0330.500 | Y=0573.050-0587.370 | 262 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0135 | X=0410.060-0435.110 | Y=0578.050-0587.370 | 7.300
P=0135 | X=0452.810-0477.860 | Y=0578.050-0587.370 | 5.100
P=0135 | X=0497.230-0522.280 | Y=0578.050-0587.370 | 4.400
P=0135 | X=0107.330-0394.220 | Y=0590.570-0601.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0135 | X=0107.330-0160.290 | Y=0602.090-0613.330 | đến ≤600m.
P=0135 | X=0107.330-0330.500 | Y=0619.630-0630.870 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0135 | X=0107.330-0380.130 | Y=0637.390-0648.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Xa lộ Hà Nội
P=0135 | X=0107.330-0370.510 | Y=0648.910-0660.150 | đoạn từ Cầu Sập đến Vòng xoay Tam Hiệp có hiện trạng là
P=0135 | X=0107.330-0243.080 | Y=0660.430-0671.670 | đường nhựa, bê tông xi măng:
P=0135 | X=0090.020-0106.660 | Y=0668.310-0677.630 | 263
P=0135 | X=0410.060-0435.110 | Y=0668.310-0677.630 | 5.600
P=0135 | X=0452.810-0477.850 | Y=0668.310-0677.630 | 3.900
P=0135 | X=0497.230-0522.280 | Y=0668.310-0677.630 | 3.400
P=0135 | X=0107.330-0384.740 | Y=0677.950-0689.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0135 | X=0107.330-0330.970 | Y=0695.470-0706.710 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0136 | X=0107.330-0392.590 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0136 | X=0107.330-0393.340 | Y=0090.020-0101.260 | Xa lộ Hà Nội đoạn từ Cầu Sập đến Vòng xoay Tam Hiệp có hiện
P=0136 | X=0107.330-0279.110 | Y=0101.540-0112.780 | trạng là đường nhựa, bê tông xi măng:
P=0136 | X=0090.020-0106.660 | Y=0109.420-0118.740 | 264
P=0136 | X=0404.540-0435.110 | Y=0109.420-0118.740 | 13.100
P=0136 | X=0452.810-0477.860 | Y=0109.420-0118.740 | 9.200
P=0136 | X=0497.230-0522.280 | Y=0109.420-0118.740 | 7.900
P=0136 | X=0107.330-0330.240 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0136 | X=0107.330-0384.500 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0136 | X=0107.330-0392.590 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0136 | X=0107.330-0393.340 | Y=0165.650-0176.890 | Xa lộ Hà Nội đoạn từ Cầu Sập đến Vòng xoay Tam Hiệp có hiện
P=0136 | X=0107.330-0279.110 | Y=0177.170-0188.410 | trạng là đường nhựa, bê tông xi măng:
P=0136 | X=0090.020-0330.500 | Y=0194.690-0209.030 | 265 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0136 | X=0410.060-0435.110 | Y=0199.710-0209.030 | 6.600
P=0136 | X=0452.810-0477.860 | Y=0199.710-0209.030 | 4.600
P=0136 | X=0497.230-0522.280 | Y=0199.710-0209.030 | 4.000
P=0136 | X=0107.330-0394.220 | Y=0212.230-0223.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0136 | X=0107.330-0160.290 | Y=0223.750-0234.990 | đến ≤600m.
P=0136 | X=0107.330-0330.500 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0136 | X=0107.330-0392.590 | Y=0259.030-0270.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0136 | X=0107.330-0393.350 | Y=0270.550-0281.790 | Xa lộ Hà Nội đoạn từ Cầu Sập đến Vòng xoay Tam Hiệp có hiện
P=0136 | X=0107.330-0279.110 | Y=0282.100-0293.340 | trạng là đường nhựa, bê tông xi măng:
P=0136 | X=0090.020-0106.660 | Y=0289.980-0299.300 | 266
P=0136 | X=0410.060-0435.110 | Y=0289.980-0299.300 | 5.000
P=0136 | X=0452.810-0477.860 | Y=0289.980-0299.300 | 3.500
P=0136 | X=0497.230-0522.280 | Y=0289.980-0299.300 | 3.000
P=0136 | X=0107.330-0384.740 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0136 | X=0107.330-0333.620 | Y=0317.140-0328.380 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0136 | X=0312.120-0394.540 | Y=0334.900-0346.140 | Giáp ranh phường
P=0136 | X=0229.780-0299.840 | Y=0336.780-0346.100 | Vòng xoay Tam
P=0136 | X=0090.020-0163.580 | Y=0342.540-0351.860 | 267 Xa lộ Hà Nội
P=0136 | X=0404.540-0435.110 | Y=0342.540-0351.860 | 28.600
P=0136 | X=0447.290-0477.860 | Y=0342.540-0351.860 | 20.000
P=0136 | X=0491.710-0522.280 | Y=0342.540-0351.860 | 17.200
P=0136 | X=0229.780-0250.500 | Y=0348.300-0357.620 | Hiệp
P=0136 | X=0312.120-0355.640 | Y=0348.300-0357.620 | Trấn Biên
P=0136 | X=0107.330-0380.130 | Y=0363.940-0375.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Xa lộ Hà Nội
P=0136 | X=0107.330-0388.780 | Y=0375.480-0386.720 | đoạn từ Vòng xoay Tam Hiệp đến Giáp ranh phường Trấn Biên
P=0136 | X=0107.330-0314.180 | Y=0387.000-0398.240 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0136 | X=0090.020-0106.690 | Y=0394.880-0404.200 | 268
P=0136 | X=0404.540-0435.110 | Y=0394.880-0404.200 | 11.200
P=0136 | X=0452.810-0477.860 | Y=0394.880-0404.200 | 7.800
P=0136 | X=0497.230-0522.280 | Y=0394.880-0404.200 | 6.700
P=0136 | X=0107.330-0330.240 | Y=0404.520-0415.760 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0136 | X=0107.330-0384.520 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0136 | X=0107.330-0380.130 | Y=0439.800-0451.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Xa lộ Hà Nội
P=0136 | X=0107.330-0388.780 | Y=0451.340-0462.580 | đoạn từ Vòng xoay Tam Hiệp đến Giáp ranh phường Trấn Biên
P=0136 | X=0107.330-0314.180 | Y=0462.860-0474.100 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0136 | X=0090.020-0330.500 | Y=0480.380-0494.460 | 269 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0136 | X=0410.060-0435.110 | Y=0485.140-0494.460 | 6.700
P=0136 | X=0452.810-0477.860 | Y=0485.140-0494.460 | 4.700
P=0136 | X=0497.230-0522.280 | Y=0485.140-0494.460 | 4.000
P=0136 | X=0107.330-0394.220 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0136 | X=0107.330-0160.290 | Y=0509.420-0520.660 | đến ≤600m.
P=0136 | X=0107.330-0330.500 | Y=0526.940-0538.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0136 | X=0107.330-0380.130 | Y=0544.490-0555.730 | Các tuyến đường giao thông đấu nối trực tiếp ra Xa lộ Hà Nội
P=0136 | X=0107.330-0388.780 | Y=0556.010-0567.250 | đoạn từ Vòng xoay Tam Hiệp đến Giáp ranh phường Trấn Biên
P=0136 | X=0107.330-0314.180 | Y=0567.530-0578.770 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0136 | X=0090.020-0106.660 | Y=0575.410-0584.730 | 270
P=0136 | X=0410.060-0435.110 | Y=0575.410-0584.730 | 5.000
P=0136 | X=0452.810-0477.860 | Y=0575.410-0584.730 | 3.500
P=0136 | X=0497.230-0522.280 | Y=0575.410-0584.730 | 3.000
P=0136 | X=0107.330-0384.740 | Y=0585.050-0596.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0136 | X=0107.330-0330.970 | Y=0602.570-0613.810 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0136 | X=0107.330-0392.590 | Y=0620.350-0631.590 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0136 | X=0107.330-0401.510 | Y=0631.870-0643.110 | Xa lộ Hà Nội đoạn từ Vòng xoay Tam Hiệp đến Giáp ranh phường
P=0136 | X=0107.330-0360.250 | Y=0643.390-0654.630 | Trấn Biên có hiện trạng là đường nhựa, bê tông xi măng:
P=0136 | X=0090.020-0106.660 | Y=0651.270-0660.590 | 271
P=0136 | X=0404.540-0435.110 | Y=0651.270-0660.590 | 10.100
P=0136 | X=0452.810-0477.860 | Y=0651.270-0660.590 | 7.100
P=0136 | X=0497.230-0522.280 | Y=0651.270-0660.590 | 6.100
P=0136 | X=0107.330-0330.240 | Y=0660.910-0672.150 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0136 | X=0107.330-0384.500 | Y=0678.430-0689.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0136 | X=0107.330-0392.590 | Y=0696.190-0707.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0136 | X=0090.020-0106.660 | Y=0703.860-0713.180 | 272
P=0136 | X=0410.060-0435.110 | Y=0703.860-0713.180 | 6.000
P=0136 | X=0452.810-0477.860 | Y=0703.860-0713.180 | 4.200
P=0136 | X=0497.230-0522.280 | Y=0703.860-0713.180 | 3.600
P=0136 | X=0107.330-0401.510 | Y=0707.730-0718.970 | Xa lộ Hà Nội đoạn từ Vòng xoay Tam Hiệp đến Giáp ranh phường
P=0137 | X=0107.330-0360.250 | Y=0072.500-0083.740 | Trấn Biên có hiện trạng là đường nhựa, bê tông xi măng:
P=0137 | X=0107.330-0330.500 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0137 | X=0107.330-0394.220 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0137 | X=0107.330-0160.290 | Y=0119.090-0130.330 | đến ≤600m.
P=0137 | X=0107.330-0330.500 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0137 | X=0110.210-0395.480 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0137 | X=0107.330-0401.510 | Y=0165.650-0176.890 | Xa lộ Hà Nội đoạn từ Vòng xoay Tam Hiệp đến Giáp ranh phường
P=0137 | X=0090.020-0360.270 | Y=0183.170-0197.490 | 273 Trấn Biên có hiện trạng là đường nhựa, bê tông xi măng:
P=0137 | X=0410.060-0435.110 | Y=0188.170-0197.490 | 4.500
P=0137 | X=0452.810-0477.860 | Y=0188.170-0197.490 | 3.200
P=0137 | X=0497.230-0522.280 | Y=0188.170-0197.490 | 2.700
P=0137 | X=0107.330-0384.740 | Y=0200.710-0211.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0137 | X=0107.330-0333.620 | Y=0218.230-0229.470 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0137 | X=0312.120-0393.330 | Y=0235.990-0247.230 | Đường Phạm Văn
P=0137 | X=0229.780-0273.780 | Y=0237.870-0247.190 | Giáp ranh
P=0137 | X=0090.020-0213.510 | Y=0241.750-0252.990 | 274 Đường Huỳnh Văn Hớn
P=0137 | X=0404.540-0435.110 | Y=0243.630-0252.950 | 25.400
P=0137 | X=0447.290-0477.860 | Y=0243.630-0252.950 | 17.800
P=0137 | X=0491.710-0522.280 | Y=0243.630-0252.950 | 15.200
P=0137 | X=0229.780-0340.520 | Y=0247.510-0258.750 | phường Trấn Biên Thuận
P=0137 | X=0107.330-0387.350 | Y=0265.270-0276.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh
P=0137 | X=0107.330-0398.300 | Y=0276.790-0288.030 | Văn Hớn đoạn từ Giáp ranh phường Trấn Biên đến Đường Phạm
P=0137 | X=0107.330-0365.770 | Y=0288.340-0299.580 | Văn Thuận có hiện trạng là đường nhựa, bê tông xi măng:
P=0137 | X=0090.020-0106.660 | Y=0296.220-0305.540 | 275
P=0137 | X=0404.540-0435.110 | Y=0296.220-0305.540 | 14.000
P=0137 | X=0452.810-0477.860 | Y=0296.220-0305.540 | 9.800
P=0137 | X=0497.230-0522.280 | Y=0296.220-0305.540 | 8.400
P=0137 | X=0107.330-0330.240 | Y=0305.860-0317.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0137 | X=0107.330-0384.500 | Y=0323.380-0334.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0137 | X=0107.330-0387.350 | Y=0341.140-0352.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh
P=0137 | X=0107.330-0398.300 | Y=0352.660-0363.900 | Văn Hớn đoạn từ Giáp ranh phường Trấn Biên đến Đường Phạm
P=0137 | X=0107.330-0365.770 | Y=0363.940-0375.180 | Văn Thuận có hiện trạng là đường nhựa, bê tông xi măng:
P=0137 | X=0090.020-0330.500 | Y=0381.480-0395.800 | 276 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0137 | X=0404.540-0435.110 | Y=0386.480-0395.800 | 10.200
P=0137 | X=0452.810-0477.860 | Y=0386.480-0395.800 | 7.100
P=0137 | X=0497.230-0522.280 | Y=0386.480-0395.800 | 6.100
P=0137 | X=0107.330-0394.220 | Y=0399.000-0410.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
