TABLE=042 | AREA=Xã Thống Nhất | SECTION=non-agricultural | SEGMENTS=1
P=1456 | X=0111.170-0379.870 | Y=0095.540-0106.780 | đến hết ranh thửa đất số 14, tờ BĐĐC số 109 về bên trái) có
P=1456 | X=0111.170-0304.780 | Y=0107.060-0118.300 | hiện trạng là đường nhựa, bê tông xi măng:
P=1456 | X=0111.170-0342.720 | Y=0124.610-0135.850 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1456 | X=0111.170-0364.480 | Y=0142.130-0153.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1456 | X=0111.170-0206.120 | Y=0153.410-0164.650 | >500m đến ≤1.000m.
P=1456 | X=0111.170-0334.340 | Y=0170.930-0182.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1456 | X=0111.170-0384.680 | Y=0188.690-0199.930 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1456 | X=0111.170-0382.540 | Y=0200.230-0211.470 | ra Đường Bến Nôm đoạn từ Giáp ranh nghĩa địa đến Bến Cá
P=1456 | X=0111.170-0385.380 | Y=0211.750-0222.990 | (đến hết ranh thửa đất số 268, tờ BĐĐC số 109 về bên trái và
P=1456 | X=0111.170-0379.870 | Y=0223.270-0234.510 | đến hết ranh thửa đất số 14, tờ BĐĐC số 109 về bên trái) có
P=1456 | X=0094.820-0304.780 | Y=0234.790-0246.230 | 84 hiện trạng là đường nhựa, bê tông xi măng:
P=1456 | X=0414.140-0430.780 | Y=0236.910-0246.230 | 370
P=1456 | X=0461.690-0478.330 | Y=0236.910-0246.230 | 260
P=1456 | X=0505.390-0522.030 | Y=0236.910-0246.230 | 220
P=1456 | X=0111.170-0352.280 | Y=0252.310-0263.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1456 | X=0111.170-0153.310 | Y=0265.710-0275.030 | >1.000m.
P=1456 | X=0111.170-0334.810 | Y=0281.380-0292.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1456 | X=0219.430-0291.270 | Y=0299.140-0310.380 | Giáp ranh nghĩa
P=1456 | X=0302.760-0385.910 | Y=0299.140-0310.380 | Đồi 3 (đến ranh hồ
P=1456 | X=0094.820-0187.250 | Y=0304.900-0316.140 | 85 Đường Bến Nôm
P=1456 | X=0405.980-0431.030 | Y=0306.780-0316.100 | 1.200
P=1456 | X=0461.690-0478.330 | Y=0306.780-0316.100 | 840
P=1456 | X=0505.390-0522.030 | Y=0306.780-0316.100 | 720
P=1456 | X=0219.430-0232.980 | Y=0310.660-0321.900 | địa
P=1456 | X=0302.760-0332.990 | Y=0312.540-0321.860 | Trị An)
P=1456 | X=0111.170-0380.150 | Y=0328.420-0339.660 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bến
P=1456 | X=0111.170-0379.660 | Y=0339.700-0350.940 | Nôm đoạn từ Giáp ranh nghĩa địa đến Đồi 3 (đến ranh hồ Trị
P=1456 | X=0111.170-0336.490 | Y=0351.220-0362.460 | An) có hiện trạng là đường nhựa, bê tông xi măng:
P=1456 | X=0094.820-0105.940 | Y=0359.100-0368.420 | 86
P=1456 | X=0414.140-0430.780 | Y=0359.100-0368.420 | 680
P=1456 | X=0461.690-0478.330 | Y=0359.100-0368.420 | 480
P=1456 | X=0505.390-0522.030 | Y=0359.100-0368.420 | 410
P=1456 | X=0111.170-0342.250 | Y=0368.760-0380.000 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1456 | X=0111.170-0388.360 | Y=0386.280-0397.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1456 | X=0111.170-0380.150 | Y=0404.040-0415.280 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bến
P=1456 | X=0111.170-0379.660 | Y=0415.560-0426.800 | Nôm đoạn từ Giáp ranh nghĩa địa đến Đồi 3 (đến ranh hồ Trị
P=1456 | X=0111.170-0336.490 | Y=0427.080-0438.320 | An) có hiện trạng là đường nhựa, bê tông xi măng:
P=1456 | X=0094.820-0342.720 | Y=0444.600-0458.680 | 87 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1456 | X=0414.140-0430.780 | Y=0449.360-0458.680 | 540
P=1456 | X=0461.690-0478.330 | Y=0449.360-0458.680 | 380
P=1456 | X=0505.390-0522.030 | Y=0449.360-0458.680 | 320
P=1456 | X=0111.170-0364.480 | Y=0462.140-0473.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1456 | X=0111.170-0206.120 | Y=0473.660-0484.900 | >500m đến ≤1.000m.
P=1456 | X=0111.170-0334.340 | Y=0491.180-0502.420 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1456 | X=0111.170-0380.150 | Y=0508.940-0520.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bến
P=1456 | X=0111.170-0379.660 | Y=0520.220-0531.460 | Nôm đoạn từ Giáp ranh nghĩa địa đến Đồi 3 (đến ranh hồ Trị
P=1456 | X=0111.170-0336.490 | Y=0531.740-0542.980 | An) có hiện trạng là đường nhựa, bê tông xi măng:
P=1456 | X=0094.820-0105.940 | Y=0545.410-0554.730 | 88
P=1456 | X=0414.140-0430.780 | Y=0545.410-0554.730 | 410
P=1456 | X=0461.690-0478.330 | Y=0545.410-0554.730 | 290
P=1456 | X=0505.390-0522.030 | Y=0545.410-0554.730 | 250
P=1456 | X=0111.170-0352.280 | Y=0549.290-0560.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1456 | X=0111.170-0153.310 | Y=0562.690-0572.010 | >1.000m.
P=1456 | X=0111.170-0334.810 | Y=0578.330-0589.570 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1456 | X=0111.170-0384.680 | Y=0596.090-0607.330 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1456 | X=0111.170-0372.680 | Y=0607.610-0618.850 | ra Đường Bến Nôm đoạn từ Giáp ranh nghĩa địa đến Đồi 3
P=1456 | X=0111.170-0379.640 | Y=0619.150-0630.390 | (đến ranh hồ Trị An) có hiện trạng là đường nhựa, bê tông xi
P=1456 | X=0094.820-0139.170 | Y=0630.670-0642.110 | 89 măng:
P=1456 | X=0414.140-0430.780 | Y=0632.790-0642.110 | 610
P=1456 | X=0461.690-0478.330 | Y=0632.790-0642.110 | 430
P=1456 | X=0505.390-0522.030 | Y=0632.790-0642.110 | 370
P=1456 | X=0111.170-0342.260 | Y=0648.190-0659.430 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1456 | X=0111.170-0388.360 | Y=0665.710-0676.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1456 | X=0111.170-0384.680 | Y=0683.470-0694.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1456 | X=0094.820-0372.680 | Y=0694.750-0705.990 | 90 ra Đường Bến Nôm đoạn từ Giáp ranh nghĩa địa đến Đồi 3
P=1456 | X=0414.140-0430.780 | Y=0696.630-0705.950 | 490
P=1456 | X=0461.690-0478.330 | Y=0696.630-0705.950 | 340
P=1456 | X=0505.390-0522.030 | Y=0696.630-0705.950 | 290
P=1456 | X=0111.170-0379.640 | Y=0706.290-0717.530 | (đến ranh hồ Trị An) có hiện trạng là đường nhựa, bê tông xi
P=1457 | X=0111.170-0139.170 | Y=0072.500-0083.740 | măng:
P=1457 | X=0111.170-0342.720 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1457 | X=0111.170-0364.480 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1457 | X=0111.170-0206.120 | Y=0119.090-0130.330 | >500m đến ≤1.000m.
P=1457 | X=0111.170-0334.340 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1457 | X=0111.170-0384.710 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1457 | X=0111.170-0372.680 | Y=0165.650-0176.890 | ra Đường Bến Nôm đoạn từ Giáp ranh nghĩa địa đến Đồi 3
P=1457 | X=0111.170-0379.640 | Y=0177.170-0188.410 | (đến ranh hồ Trị An) có hiện trạng là đường nhựa, bê tông xi
P=1457 | X=0111.170-0139.170 | Y=0188.690-0199.930 | măng:
P=1457 | X=0094.820-0105.940 | Y=0196.570-0205.890 | 91
P=1457 | X=0414.140-0430.780 | Y=0196.570-0205.890 | 370
P=1457 | X=0461.690-0478.330 | Y=0196.570-0205.890 | 260
P=1457 | X=0505.390-0522.030 | Y=0196.570-0205.890 | 220
P=1457 | X=0111.170-0352.280 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1457 | X=0111.170-0153.310 | Y=0219.630-0228.950 | >1.000m.
P=1457 | X=0111.170-0334.810 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1457 | X=0302.760-0382.780 | Y=0253.030-0264.270 | Ranh giới Trường
P=1457 | X=0111.170-0191.350 | Y=0258.790-0270.030 | Đường Đức Huy -
P=1457 | X=0094.820-0105.940 | Y=0266.430-0275.750 | 92
P=1457 | X=0219.430-0268.020 | Y=0266.430-0275.750 | Quốc lộ 20
P=1457 | X=0302.760-0365.720 | Y=0266.430-0275.750 | Mầm non Hoa
P=1457 | X=0405.980-0431.030 | Y=0266.430-0275.750 | 3.500
P=1457 | X=0453.530-0478.580 | Y=0266.430-0275.750 | 2.500
P=1457 | X=0497.230-0522.280 | Y=0266.430-0275.750 | 2.100
P=1457 | X=0111.170-0163.080 | Y=0272.190-0281.510 | Thanh Bình
P=1457 | X=0302.760-0339.560 | Y=0276.070-0287.310 | Phượng
P=1457 | X=0111.170-0381.260 | Y=0293.860-0305.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đức
P=1457 | X=0111.170-0380.380 | Y=0305.380-0316.620 | Huy - Thanh Bình đoạn từ Quốc lộ 20 đến Ranh giới Trường
P=1457 | X=0111.170-0382.550 | Y=0316.900-0328.140 | Mầm non Hoa Phượng có hiện trạng là đường nhựa, bê tông
P=1457 | X=0094.820-0149.000 | Y=0328.420-0339.860 | 93 xi măng:
P=1457 | X=0405.980-0431.030 | Y=0330.540-0339.860 | 1.700
P=1457 | X=0453.530-0478.580 | Y=0330.540-0339.860 | 1.200
P=1457 | X=0497.230-0522.280 | Y=0330.540-0339.860 | 1.000
P=1457 | X=0111.170-0342.250 | Y=0345.700-0356.940 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1457 | X=0111.170-0388.360 | Y=0363.220-0374.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1457 | X=0111.170-0381.260 | Y=0381.000-0392.240 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đức
P=1457 | X=0111.170-0380.380 | Y=0392.520-0403.760 | Huy - Thanh Bình đoạn từ Quốc lộ 20 đến Ranh giới Trường
P=1457 | X=0111.170-0382.510 | Y=0404.040-0415.280 | Mầm non Hoa Phượng có hiện trạng là đường nhựa, bê tông
P=1457 | X=0111.170-0149.000 | Y=0415.560-0426.800 | xi măng:
P=1457 | X=0094.820-0342.720 | Y=0432.080-0444.320 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1457 | X=0405.980-0431.030 | Y=0432.080-0441.400 | 1.000
P=1457 | X=0461.690-0478.330 | Y=0432.080-0441.400 | 700
P=1457 | X=0505.390-0522.030 | Y=0432.080-0441.400 | 600
P=1457 | X=0111.170-0364.480 | Y=0450.620-0461.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1457 | X=0111.170-0206.120 | Y=0462.140-0473.380 | >500m đến ≤1.000m.
P=1457 | X=0111.170-0334.340 | Y=0479.660-0490.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1457 | X=0111.170-0381.260 | Y=0497.420-0508.660 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đức
P=1457 | X=0111.170-0380.380 | Y=0508.940-0520.180 | Huy - Thanh Bình đoạn từ Quốc lộ 20 đến Ranh giới Trường
P=1457 | X=0111.170-0382.510 | Y=0520.220-0531.460 | Mầm non Hoa Phượng có hiện trạng là đường nhựa, bê tông
P=1457 | X=0111.170-0149.000 | Y=0531.740-0542.980 | xi măng:
P=1457 | X=0094.820-0105.940 | Y=0539.650-0548.970 | 95
P=1457 | X=0414.140-0430.780 | Y=0539.650-0548.970 | 710
P=1457 | X=0461.690-0478.330 | Y=0539.650-0548.970 | 500
P=1457 | X=0505.390-0522.030 | Y=0539.650-0548.970 | 430
P=1457 | X=0111.170-0352.280 | Y=0549.290-0560.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1457 | X=0111.170-0153.310 | Y=0562.690-0572.010 | >1.000m.
P=1457 | X=0111.170-0334.810 | Y=0578.330-0589.570 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1457 | X=0111.170-0384.680 | Y=0596.090-0607.330 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1457 | X=0111.170-0365.260 | Y=0607.610-0618.850 | ra Đường Đức Huy - Thanh Bình đoạn từ Quốc lộ 20 đến
P=1457 | X=0111.170-0367.390 | Y=0619.150-0630.390 | Ranh giới Trường Mầm non Hoa Phượng có hiện trạng là
P=1457 | X=0094.820-0246.940 | Y=0630.670-0642.110 | 96 đường nhựa, bê tông xi măng:
P=1457 | X=0405.980-0431.030 | Y=0632.790-0642.110 | 1.500
P=1457 | X=0453.530-0478.580 | Y=0632.790-0642.110 | 1.100
P=1457 | X=0505.390-0522.030 | Y=0632.790-0642.110 | 900
P=1457 | X=0111.170-0342.250 | Y=0648.190-0659.430 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1457 | X=0111.170-0388.360 | Y=0665.710-0676.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1457 | X=0111.170-0384.680 | Y=0683.470-0694.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1457 | X=0094.820-0365.260 | Y=0694.750-0705.990 | 97 ra Đường Đức Huy - Thanh Bình đoạn từ Quốc lộ 20 đến
P=1457 | X=0414.140-0430.780 | Y=0696.630-0705.950 | 900
P=1457 | X=0461.690-0478.330 | Y=0696.630-0705.950 | 630
P=1457 | X=0505.390-0522.030 | Y=0696.630-0705.950 | 540
P=1457 | X=0111.170-0367.390 | Y=0706.290-0717.530 | Ranh giới Trường Mầm non Hoa Phượng có hiện trạng là
P=1458 | X=0111.170-0246.940 | Y=0072.500-0083.740 | đường nhựa, bê tông xi măng:
P=1458 | X=0111.170-0342.720 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1458 | X=0111.170-0364.480 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1458 | X=0111.170-0206.120 | Y=0119.090-0130.330 | >500m đến ≤1.000m.
P=1458 | X=0111.170-0334.340 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1458 | X=0111.170-0384.680 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1458 | X=0111.170-0365.260 | Y=0165.650-0176.890 | ra Đường Đức Huy - Thanh Bình đoạn từ Quốc lộ 20 đến
P=1458 | X=0111.170-0367.390 | Y=0177.170-0188.410 | Ranh giới Trường Mầm non Hoa Phượng có hiện trạng là
P=1458 | X=0111.170-0246.940 | Y=0188.690-0199.930 | đường nhựa, bê tông xi măng:
P=1458 | X=0094.820-0105.940 | Y=0196.570-0205.890 | 98
P=1458 | X=0414.140-0430.780 | Y=0196.570-0205.890 | 640
P=1458 | X=0461.690-0478.330 | Y=0196.570-0205.890 | 450
P=1458 | X=0505.390-0522.030 | Y=0196.570-0205.890 | 380
P=1458 | X=0111.170-0352.280 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1458 | X=0111.170-0153.310 | Y=0219.630-0228.950 | >1.000m.
P=1458 | X=0111.170-0334.810 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1458 | X=0111.170-0191.350 | Y=0253.030-0264.270 | Đường Đức Huy -
P=1458 | X=0219.430-0298.010 | Y=0253.030-0264.270 | Trường Mầm non
P=1458 | X=0302.760-0363.470 | Y=0258.790-0270.030 | Cầu Đức Huy
P=1458 | X=0094.820-0105.940 | Y=0260.670-0269.990 | 99
P=1458 | X=0405.980-0431.030 | Y=0260.670-0269.990 | 2.500
P=1458 | X=0453.530-0478.580 | Y=0260.670-0269.990 | 1.800
P=1458 | X=0497.230-0522.280 | Y=0260.670-0269.990 | 1.500
P=1458 | X=0219.430-0277.390 | Y=0264.550-0275.790 | Hoa Phượng
P=1458 | X=0111.170-0163.080 | Y=0266.430-0275.750 | Thanh Bình
P=1458 | X=0111.170-0381.260 | Y=0282.340-0293.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đức
P=1458 | X=0111.170-0388.060 | Y=0293.860-0305.100 | Huy - Thanh Bình đoạn từ Trường Mầm non Hoa Phượng đến
P=1458 | X=0111.170-0381.630 | Y=0305.380-0316.620 | Cầu Đức Huy có hiện trạng là đường nhựa, bê tông xi măng:
P=1458 | X=0091.940-0108.580 | Y=0313.260-0322.580 | 100
P=1458 | X=0405.980-0431.030 | Y=0313.260-0322.580 | 1.200
P=1458 | X=0461.690-0478.330 | Y=0313.260-0322.580 | 840
P=1458 | X=0505.390-0522.030 | Y=0313.260-0322.580 | 720
P=1458 | X=0111.170-0342.250 | Y=0322.900-0334.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1458 | X=0111.170-0388.360 | Y=0340.420-0351.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1458 | X=0111.170-0381.260 | Y=0357.940-0369.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đức
P=1458 | X=0111.170-0388.060 | Y=0369.480-0380.720 | Huy - Thanh Bình đoạn từ Trường Mầm non Hoa Phượng đến
P=1458 | X=0111.170-0381.630 | Y=0381.000-0392.240 | Cầu Đức Huy có hiện trạng là đường nhựa, bê tông xi măng:
P=1458 | X=0091.940-0342.720 | Y=0398.520-0412.840 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1458 | X=0414.140-0430.780 | Y=0403.520-0412.840 | 950
P=1458 | X=0461.690-0478.330 | Y=0403.520-0412.840 | 670
P=1458 | X=0505.390-0522.030 | Y=0403.520-0412.840 | 570
P=1458 | X=0111.170-0364.480 | Y=0416.040-0427.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1458 | X=0111.170-0206.120 | Y=0427.560-0438.800 | >500m đến ≤1.000m.
P=1458 | X=0111.170-0334.340 | Y=0445.080-0456.320 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1458 | X=0111.170-0381.260 | Y=0462.860-0474.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đức
P=1458 | X=0111.170-0388.060 | Y=0474.380-0485.620 | Huy - Thanh Bình đoạn từ Trường Mầm non Hoa Phượng đến
P=1458 | X=0111.170-0381.630 | Y=0485.900-0497.140 | Cầu Đức Huy có hiện trạng là đường nhựa, bê tông xi măng:
P=1458 | X=0091.940-0108.580 | Y=0499.540-0508.860 | 102
P=1458 | X=0414.140-0430.780 | Y=0499.540-0508.860 | 650
P=1458 | X=0461.690-0478.330 | Y=0499.540-0508.860 | 460
P=1458 | X=0505.390-0522.030 | Y=0499.540-0508.860 | 390
P=1458 | X=0111.170-0352.280 | Y=0503.420-0514.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1458 | X=0111.170-0153.310 | Y=0516.820-0526.140 | >1.000m.
P=1458 | X=0111.170-0334.810 | Y=0532.220-0543.460 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1458 | X=0111.170-0384.680 | Y=0550.010-0561.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1458 | X=0111.170-0375.800 | Y=0561.530-0572.770 | ra Đường Đức Huy - Thanh Bình đoạn từ Trường Mầm non
P=1458 | X=0111.170-0384.550 | Y=0573.050-0584.290 | Hoa Phượng đến Cầu Đức Huy có hiện trạng là đường nhựa,
P=1458 | X=0091.940-0185.250 | Y=0584.570-0596.010 | 103 bê tông xi măng:
P=1458 | X=0405.980-0431.030 | Y=0586.690-0596.010 | 1.100
P=1458 | X=0461.690-0478.330 | Y=0586.690-0596.010 | 770
P=1458 | X=0505.390-0522.030 | Y=0586.690-0596.010 | 660
P=1458 | X=0111.170-0342.250 | Y=0602.090-0613.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1458 | X=0111.170-0388.360 | Y=0619.630-0630.870 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1458 | X=0111.170-0384.680 | Y=0637.390-0648.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1458 | X=0111.170-0375.800 | Y=0648.910-0660.150 | ra Đường Đức Huy - Thanh Bình đoạn từ Trường Mầm non
P=1458 | X=0111.170-0384.550 | Y=0660.430-0671.670 | Hoa Phượng đến Cầu Đức Huy có hiện trạng là đường nhựa,
P=1458 | X=0091.940-0185.250 | Y=0671.950-0683.390 | 104 bê tông xi măng:
P=1458 | X=0414.140-0430.780 | Y=0674.070-0683.390 | 860
P=1458 | X=0461.690-0478.330 | Y=0674.070-0683.390 | 600
P=1458 | X=0505.390-0522.030 | Y=0674.070-0683.390 | 520
P=1458 | X=0111.170-0342.720 | Y=0689.470-0700.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1458 | X=0111.170-0364.480 | Y=0706.770-0718.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1459 | X=0111.170-0206.120 | Y=0072.500-0083.740 | >500m đến ≤1.000m.
P=1459 | X=0111.170-0334.340 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1459 | X=0111.170-0384.680 | Y=0107.780-0119.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1459 | X=0111.170-0375.800 | Y=0119.330-0130.570 | ra Đường Đức Huy - Thanh Bình đoạn từ Trường Mầm non
P=1459 | X=0111.170-0384.550 | Y=0130.850-0142.090 | Hoa Phượng đến Cầu Đức Huy có hiện trạng là đường nhựa,
P=1459 | X=0111.170-0185.250 | Y=0142.370-0153.610 | bê tông xi măng:
P=1459 | X=0091.940-0108.580 | Y=0150.250-0159.570 | 105
P=1459 | X=0414.140-0430.780 | Y=0150.250-0159.570 | 590
P=1459 | X=0461.690-0478.330 | Y=0150.250-0159.570 | 410
P=1459 | X=0505.390-0522.030 | Y=0150.250-0159.570 | 350
P=1459 | X=0111.170-0352.280 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1459 | X=0111.170-0153.310 | Y=0173.050-0182.370 | >1.000m.
P=1459 | X=0111.170-0334.830 | Y=0188.690-0199.930 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1459 | X=0111.170-0191.350 | Y=0206.470-0217.710 | Đường Đức Huy -
P=1459 | X=0219.430-0280.170 | Y=0212.230-0223.470 | Cầu Đức Huy
P=1459 | X=0091.940-0108.580 | Y=0214.110-0223.430 | 106
P=1459 | X=0302.760-0359.390 | Y=0214.110-0223.430 | Xã Bàu Hàm
P=1459 | X=0405.980-0431.030 | Y=0214.110-0223.430 | 1.800
P=1459 | X=0453.530-0478.580 | Y=0214.110-0223.430 | 1.300
P=1459 | X=0497.230-0522.280 | Y=0214.110-0223.430 | 1.100
P=1459 | X=0111.170-0163.080 | Y=0219.870-0229.190 | Thanh Bình
P=1459 | X=0111.170-0381.260 | Y=0235.750-0246.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đức
P=1459 | X=0111.170-0382.740 | Y=0247.270-0258.510 | Huy - Thanh Bình đoạn từ Cầu Đức Huy đến Xã Bàu Hàm có
P=1459 | X=0111.170-0304.780 | Y=0258.790-0270.030 | hiện trạng là đường nhựa, bê tông xi măng:
P=1459 | X=0091.940-0108.580 | Y=0266.670-0275.990 | 107
P=1459 | X=0414.140-0430.780 | Y=0266.670-0275.990 | 950
P=1459 | X=0461.690-0478.330 | Y=0266.670-0275.990 | 670
P=1459 | X=0505.390-0522.030 | Y=0266.670-0275.990 | 570
P=1459 | X=0111.170-0342.250 | Y=0276.310-0287.550 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1459 | X=0111.170-0388.360 | Y=0293.860-0305.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1459 | X=0111.170-0381.260 | Y=0311.620-0322.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đức
P=1459 | X=0111.170-0382.740 | Y=0323.140-0334.380 | Huy - Thanh Bình đoạn từ Cầu Đức Huy đến Xã Bàu Hàm có
P=1459 | X=0111.170-0304.820 | Y=0334.660-0345.900 | hiện trạng là đường nhựa, bê tông xi măng:
P=1459 | X=0091.940-0342.720 | Y=0351.940-0366.260 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1459 | X=0414.140-0430.780 | Y=0356.940-0366.260 | 710
P=1459 | X=0461.690-0478.330 | Y=0356.940-0366.260 | 500
P=1459 | X=0505.390-0522.030 | Y=0356.940-0366.260 | 430
P=1459 | X=0111.170-0364.480 | Y=0369.480-0380.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1459 | X=0111.170-0206.120 | Y=0381.000-0392.240 | >500m đến ≤1.000m.
P=1459 | X=0111.170-0334.340 | Y=0398.520-0409.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1459 | X=0111.170-0381.260 | Y=0416.280-0427.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đức
P=1459 | X=0111.170-0382.740 | Y=0427.800-0439.040 | Huy - Thanh Bình đoạn từ Cầu Đức Huy đến Xã Bàu Hàm có
P=1459 | X=0111.170-0304.780 | Y=0439.320-0450.560 | hiện trạng là đường nhựa, bê tông xi măng:
P=1459 | X=0091.940-0108.580 | Y=0452.980-0462.300 | 109
P=1459 | X=0414.140-0430.780 | Y=0452.980-0462.300 | 480
P=1459 | X=0461.690-0478.330 | Y=0452.980-0462.300 | 340
P=1459 | X=0505.390-0522.030 | Y=0452.980-0462.300 | 290
P=1459 | X=0111.170-0352.280 | Y=0456.860-0468.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1459 | X=0111.170-0153.310 | Y=0470.260-0479.580 | >1.000m.
P=1459 | X=0111.170-0334.810 | Y=0485.900-0497.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1459 | X=0111.170-0384.680 | Y=0503.660-0514.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1459 | X=0111.170-0377.500 | Y=0515.180-0526.420 | ra Đường Đức Huy - Thanh Bình đoạn từ Cầu Đức Huy đến
P=1459 | X=0111.170-0377.550 | Y=0526.460-0537.700 | Xã Bàu Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1459 | X=0091.940-0108.580 | Y=0534.370-0543.690 | 110
P=1459 | X=0414.140-0430.780 | Y=0534.370-0543.690 | 860
P=1459 | X=0461.690-0478.330 | Y=0534.370-0543.690 | 600
P=1459 | X=0505.390-0522.030 | Y=0534.370-0543.690 | 520
P=1459 | X=0111.170-0342.250 | Y=0544.010-0555.250 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1459 | X=0111.170-0388.360 | Y=0561.530-0572.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
