TABLE=056 | AREA=Phường Bình Phước | SECTION=non-agricultural | SEGMENTS=1
P=1903 | X=0107.330-0244.220 | Y=0414.360-0425.600 | tư mặt đường nhựa, bê tông xi
P=1903 | X=0107.330-0132.610 | Y=0425.880-0437.120 | măng
P=1903 | X=0107.330-0234.640 | Y=0443.880-0455.120 | Các tuyến đường giao thông
P=1903 | X=0107.330-0246.400 | Y=0455.420-0466.660 | đấu nối trực tiếp ra Đường Phú
P=1903 | X=0107.330-0248.060 | Y=0466.940-0478.180 | Riềng Đỏ từ HLLG vào sâu trên
P=1903 | X=0252.820-0301.190 | Y=0472.460-0483.700 | Đường Nơ
P=1903 | X=0319.080-0377.490 | Y=0472.460-0483.700 | Đường Hùng
P=1903 | X=0090.020-0249.380 | Y=0478.220-0489.460 | 557 100m đến 200m có bề rộng mặt
P=1903 | X=0391.820-0416.870 | Y=0480.100-0489.420 | 2.700
P=1903 | X=0435.290-0460.340 | Y=0480.100-0489.420 | 1.900
P=1903 | X=0497.230-0522.280 | Y=0480.100-0489.420 | 1.600
P=1903 | X=0319.080-0350.360 | Y=0483.980-0495.220 | Vương
P=1903 | X=0252.820-0304.040 | Y=0485.860-0495.180 | Trang Long
P=1903 | X=0107.330-0249.540 | Y=0489.740-0500.980 | đường dưới 4m chưa được đầu
P=1903 | X=0107.330-0244.220 | Y=0501.260-0512.500 | tư mặt đường nhựa, bê tông xi
P=1903 | X=0107.330-0132.610 | Y=0512.780-0524.020 | măng
P=1903 | X=0107.330-0234.640 | Y=0530.780-0542.020 | Các tuyến đường giao thông
P=1903 | X=0107.330-0246.400 | Y=0542.330-0553.570 | đấu nối trực tiếp ra Đường Phú
P=1903 | X=0107.330-0248.060 | Y=0553.850-0565.090 | Riềng Đỏ từ HLLG vào sâu trên
P=1903 | X=0107.330-0228.630 | Y=0565.370-0576.610 | 200m đến 500m có khoảng
P=1903 | X=0107.330-0367.450 | Y=0576.890-0588.130 | cách từ điểm đấu nối đến Ngã Ngã tư Đồng Đường Nơ
P=1903 | X=0090.020-0106.660 | Y=0584.530-0593.850 | 558
P=1903 | X=0391.820-0416.870 | Y=0584.530-0593.850 | 3.300
P=1903 | X=0435.290-0460.340 | Y=0584.530-0593.850 | 2.300
P=1903 | X=0497.230-0522.280 | Y=0584.530-0593.850 | 2.000
P=1903 | X=0107.330-0272.590 | Y=0588.410-0599.650 | tư Đồng Xoài hoặc Đường Nơ Xoài
P=1903 | X=0319.080-0370.290 | Y=0590.290-0599.610 | Trang Long
P=1903 | X=0107.330-0249.650 | Y=0601.810-0611.130 | Trang Long trong phạm vi 200m
P=1903 | X=0107.330-0238.510 | Y=0611.450-0622.690 | trở lên có bề rộng mặt đường
P=1903 | X=0107.330-0248.660 | Y=0622.750-0633.990 | dưới 4m chưa được đầu tư mặt
P=1903 | X=0107.330-0240.360 | Y=0634.270-0645.510 | đường nhựa, bê tông xi măng
P=1903 | X=0107.330-0234.640 | Y=0652.270-0663.510 | Các tuyến đường giao thông
P=1903 | X=0107.330-0246.400 | Y=0663.790-0675.030 | đấu nối trực tiếp ra Đường Phú
P=1903 | X=0252.820-0301.190 | Y=0669.550-0680.790 | Đường Nơ
P=1903 | X=0319.080-0377.490 | Y=0669.550-0680.790 | Đường Hùng
P=1903 | X=0090.020-0248.060 | Y=0675.310-0686.550 | 559 Riềng Đỏ từ HLLG vào sâu trên
P=1903 | X=0391.820-0416.870 | Y=0677.190-0686.510 | 2.900
P=1903 | X=0435.290-0460.340 | Y=0677.190-0686.510 | 2.000
P=1903 | X=0497.230-0522.280 | Y=0677.190-0686.510 | 1.700
P=1903 | X=0319.080-0350.360 | Y=0681.070-0692.310 | Vương
P=1903 | X=0252.820-0304.030 | Y=0682.950-0692.270 | Trang Long
P=1903 | X=0107.330-0228.630 | Y=0686.830-0698.070 | 200m đến 500m có khoảng
P=1903 | X=0107.330-0220.470 | Y=0698.350-0709.590 | cách từ điểm đấu nối đến
P=1904 | X=0107.330-0234.100 | Y=0072.740-0083.980 | Đường Nơ Trang Long hoặc
P=1904 | X=0107.330-0225.250 | Y=0084.260-0095.500 | Đường Hùng Vương trong
P=1904 | X=0107.330-0251.940 | Y=0097.660-0106.980 | phạm vi 200m trở lên có bề rộng
P=1904 | X=0107.330-0249.700 | Y=0107.300-0118.540 | mặt đường dưới 4m chưa được
P=1904 | X=0107.330-0231.510 | Y=0118.850-0130.090 | đầu tư mặt đường nhựa, bê
P=1904 | X=0107.330-0164.770 | Y=0130.370-0141.610 | tông xi măng
P=1904 | X=0107.330-0234.640 | Y=0148.370-0159.610 | Các tuyến đường giao thông
P=1904 | X=0107.330-0246.400 | Y=0159.650-0170.890 | đấu nối trực tiếp ra Đường Phú
P=1904 | X=0107.330-0248.060 | Y=0171.170-0182.410 | Riềng Đỏ từ HLLG vào sâu trên
P=1904 | X=0252.820-0367.450 | Y=0176.930-0188.170 | Ngã tư Đồng Đường Nơ
P=1904 | X=0090.020-0249.380 | Y=0182.690-0193.930 | 560 200m đến 500m có bề rộng mặt
P=1904 | X=0391.820-0416.870 | Y=0184.570-0193.890 | 3.000
P=1904 | X=0435.290-0460.340 | Y=0184.570-0193.890 | 2.100
P=1904 | X=0497.230-0522.280 | Y=0184.570-0193.890 | 1.800
P=1904 | X=0252.820-0272.590 | Y=0190.330-0199.650 | Xoài
P=1904 | X=0319.080-0370.290 | Y=0190.330-0199.650 | Trang Long
P=1904 | X=0107.330-0249.540 | Y=0194.210-0205.450 | đường dưới 4m chưa được đầu
P=1904 | X=0107.330-0244.220 | Y=0205.750-0216.990 | tư mặt đường nhựa, bê tông xi
P=1904 | X=0107.330-0132.610 | Y=0217.270-0228.510 | măng
P=1904 | X=0107.330-0234.640 | Y=0235.270-0246.510 | Các tuyến đường giao thông
P=1904 | X=0107.330-0246.400 | Y=0246.790-0258.030 | đấu nối trực tiếp ra Đường Phú
P=1904 | X=0107.330-0248.060 | Y=0258.310-0269.550 | Riềng Đỏ từ HLLG vào sâu trên
P=1904 | X=0252.820-0301.190 | Y=0264.070-0275.310 | Đường Nơ
P=1904 | X=0319.080-0377.490 | Y=0264.070-0275.310 | Đường Hùng
P=1904 | X=0090.020-0249.380 | Y=0269.830-0281.070 | 561 200m đến 500m có bề rộng mặt
P=1904 | X=0391.820-0416.870 | Y=0271.710-0281.030 | 2.600
P=1904 | X=0435.290-0460.340 | Y=0271.710-0281.030 | 1.800
P=1904 | X=0497.230-0522.280 | Y=0271.710-0281.030 | 1.600
P=1904 | X=0319.080-0350.360 | Y=0275.590-0286.830 | Vương
P=1904 | X=0252.820-0304.030 | Y=0277.470-0286.790 | Trang Long
P=1904 | X=0107.330-0249.540 | Y=0281.380-0292.620 | đường dưới 4m chưa được đầu
P=1904 | X=0107.330-0244.220 | Y=0292.900-0304.140 | tư mặt đường nhựa, bê tông xi
P=1904 | X=0107.330-0132.610 | Y=0304.420-0315.660 | măng
P=1904 | X=0107.330-0234.640 | Y=0322.180-0333.420 | Các tuyến đường giao thông
P=1904 | X=0107.330-0246.400 | Y=0333.700-0344.940 | đấu nối trực tiếp ra Đường Phú
P=1904 | X=0107.330-0248.060 | Y=0345.220-0356.460 | Riềng Đỏ từ HLLG vào sâu trên
P=1904 | X=0107.330-0242.020 | Y=0356.740-0367.980 | 500m có khoảng cách từ điểm
P=1904 | X=0107.330-0367.450 | Y=0368.280-0379.520 | đấu nối đến Ngã tư Đồng Xoài Ngã tư Đồng Đường Nơ
P=1904 | X=0090.020-0106.660 | Y=0375.920-0385.240 | 562
P=1904 | X=0391.820-0416.870 | Y=0375.920-0385.240 | 2.900
P=1904 | X=0435.290-0460.340 | Y=0375.920-0385.240 | 2.000
P=1904 | X=0497.230-0522.280 | Y=0375.920-0385.240 | 1.700
P=1904 | X=0107.330-0233.900 | Y=0379.800-0391.040 | hoặc Đường Nơ Trang Long
P=1904 | X=0252.820-0272.590 | Y=0381.680-0391.000 | Xoài
P=1904 | X=0319.080-0370.290 | Y=0381.680-0391.000 | Trang Long
P=1904 | X=0107.330-0240.860 | Y=0393.200-0402.520 | trong phạm vi 200m trở lên có
P=1904 | X=0107.330-0233.820 | Y=0402.840-0414.080 | bề rộng mặt đường dưới 4m
P=1904 | X=0107.330-0240.910 | Y=0414.360-0425.600 | chưa được đầu tư mặt đường
P=1904 | X=0107.330-0207.720 | Y=0425.880-0437.120 | nhựa, bê tông xi măng
P=1904 | X=0107.330-0234.640 | Y=0443.880-0455.120 | Các tuyến đường giao thông
P=1904 | X=0107.330-0244.720 | Y=0455.420-0466.660 | đấu nối trực tiếp ra đường Phú
P=1904 | X=0107.330-0248.060 | Y=0466.940-0478.180 | Riềng Đỏ từ HLLG vào sâu trên
P=1904 | X=0107.330-0242.020 | Y=0478.220-0489.460 | 500m có khoảng cách từ điểm
P=1904 | X=0107.330-0301.190 | Y=0489.740-0500.980 | đấu nối đến Đường Nơ Trang Đường Nơ
P=1904 | X=0319.080-0377.490 | Y=0489.740-0500.980 | Đường Hùng
P=1904 | X=0090.020-0106.660 | Y=0497.380-0506.700 | 563
P=1904 | X=0391.820-0416.870 | Y=0497.380-0506.700 | 2.500
P=1904 | X=0435.290-0460.340 | Y=0497.380-0506.700 | 1.800
P=1904 | X=0497.230-0522.280 | Y=0497.380-0506.700 | 1.500
P=1904 | X=0107.330-0304.030 | Y=0501.260-0512.500 | Long hoặc Đường Hùng Vương Trang Long
P=1904 | X=0319.080-0350.360 | Y=0501.260-0512.500 | Vương
P=1904 | X=0107.330-0240.860 | Y=0514.660-0523.980 | trong phạm vi 200m trở lên có
P=1904 | X=0107.330-0233.820 | Y=0524.300-0535.540 | bề rộng mặt đường dưới 4m
P=1904 | X=0107.330-0240.910 | Y=0535.850-0547.090 | chưa được đầu tư mặt đường
P=1904 | X=0107.330-0207.720 | Y=0547.370-0558.610 | nhựa, bê tông xi măng
P=1904 | X=0107.330-0234.640 | Y=0565.370-0576.610 | Các tuyến đường giao thông
P=1904 | X=0107.330-0246.400 | Y=0576.890-0588.130 | đấu nối trực tiếp ra Đường Phú
P=1904 | X=0107.330-0367.450 | Y=0588.410-0599.650 | Riềng Đỏ từ HLLG vào sâu trên Ngã tư Đồng Đường Nơ
P=1904 | X=0090.020-0106.660 | Y=0596.050-0605.370 | 564
P=1904 | X=0391.820-0416.870 | Y=0596.050-0605.370 | 2.600
P=1904 | X=0435.290-0460.340 | Y=0596.050-0605.370 | 1.800
P=1904 | X=0497.230-0522.280 | Y=0596.050-0605.370 | 1.600
P=1904 | X=0107.330-0234.870 | Y=0599.930-0611.170 | 500m có bề rộng mặt đường
P=1904 | X=0252.820-0272.590 | Y=0601.810-0611.130 | Xoài
P=1904 | X=0319.080-0370.290 | Y=0601.810-0611.130 | Trang Long
P=1904 | X=0107.330-0248.660 | Y=0611.450-0622.690 | dưới 4m chưa được đầu tư mặt
P=1904 | X=0107.330-0240.390 | Y=0622.750-0633.990 | đường nhựa, bê tông xi măng
P=1904 | X=0107.330-0234.640 | Y=0640.750-0651.990 | Các tuyến đường giao thông
P=1904 | X=0107.330-0246.400 | Y=0652.270-0663.510 | đấu nối trực tiếp ra Đường Phú
P=1904 | X=0107.330-0301.190 | Y=0663.790-0675.030 | Riềng Đỏ từ HLLG vào sâu trên Đường Nơ
P=1904 | X=0319.080-0377.490 | Y=0663.790-0675.030 | Đường Hùng
P=1904 | X=0090.020-0106.660 | Y=0671.430-0680.750 | 565
P=1904 | X=0391.820-0416.870 | Y=0671.430-0680.750 | 2.200
P=1904 | X=0435.290-0460.340 | Y=0671.430-0680.750 | 1.500
P=1904 | X=0497.230-0522.280 | Y=0671.430-0680.750 | 1.300
P=1904 | X=0107.330-0234.870 | Y=0675.310-0686.550 | 500m có bề rộng mặt đường
P=1904 | X=0319.080-0350.360 | Y=0675.310-0686.550 | Vương
P=1904 | X=0252.820-0304.020 | Y=0677.190-0686.510 | Trang Long
P=1904 | X=0107.330-0248.660 | Y=0686.830-0698.070 | dưới 4m chưa được đầu tư mặt
P=1904 | X=0107.330-0240.360 | Y=0698.350-0709.590 | đường nhựa, bê tông xi măng
P=1905 | X=0107.330-0236.320 | Y=0078.740-0089.980 | Các tuyến Đường giao thông
P=1905 | X=0107.330-0246.400 | Y=0090.260-0101.500 | đấu nối trực tiếp ra Đường Phú
P=1905 | X=0107.330-0247.390 | Y=0101.780-0113.020 | Riềng Đỏ từ HLLG vào sâu đến
P=1905 | X=0107.330-0242.020 | Y=0113.300-0124.540 | 100m có khoảng cách từ điểm
P=1905 | X=0319.080-0374.230 | Y=0119.090-0130.330 | Hết ranh đất
P=1905 | X=0107.330-0220.960 | Y=0124.850-0136.090 | đấu nối đến Đường Hùng
P=1905 | X=0252.820-0311.230 | Y=0130.610-0141.850 | Đường Hùng
P=1905 | X=0319.080-0378.140 | Y=0132.490-0141.810 | Chi cục Kiểm
P=1905 | X=0090.020-0238.460 | Y=0136.370-0147.610 | 566 Vương hoặc Hết ranh đất Chi
P=1905 | X=0391.820-0416.870 | Y=0138.250-0147.570 | 4.200
P=1905 | X=0435.290-0460.340 | Y=0138.250-0147.570 | 2.900
P=1905 | X=0497.230-0522.280 | Y=0138.250-0147.570 | 2.500
P=1905 | X=0252.820-0284.100 | Y=0142.130-0153.370 | Vương
P=1905 | X=0319.080-0377.710 | Y=0144.010-0153.330 | lâm tỉnh Bình
P=1905 | X=0107.330-0243.220 | Y=0147.650-0158.890 | cục Kiểm lâm tỉnh Bình Phước
P=1905 | X=0319.080-0369.720 | Y=0153.410-0164.650 | Phước (cũ)
P=1905 | X=0107.330-0247.620 | Y=0159.170-0170.410 | (cũ) trong phạm vi 200m trở lên
P=1905 | X=0107.330-0251.270 | Y=0170.690-0181.930 | có bề rộng mặt đường từ 4m trở
P=1905 | X=0107.330-0245.230 | Y=0182.210-0193.450 | lên đã được đầu tư mặt đường
P=1905 | X=0107.330-0207.720 | Y=0193.730-0204.970 | nhựa, bê tông xi măng
P=1905 | X=0107.330-0234.640 | Y=0211.750-0222.990 | Các tuyến đường giao thông
P=1905 | X=0107.330-0244.720 | Y=0223.270-0234.510 | đấu nối trực tiếp ra đường Phú
P=1905 | X=0107.330-0247.390 | Y=0234.790-0246.030 | Riềng Đỏ từ HLLG vào sâu đến
P=1905 | X=0107.330-0242.020 | Y=0246.310-0257.550 | 100m có khoảng cách từ điểm
P=1905 | X=0252.820-0313.480 | Y=0252.070-0263.310 | Giáp ranh đất
P=1905 | X=0107.330-0240.860 | Y=0257.830-0269.070 | đấu nối đến Giáp ranh đất Chi
P=1905 | X=0319.080-0376.520 | Y=0259.710-0269.030 | Giáp ranh xã
P=1905 | X=0252.820-0311.880 | Y=0265.470-0274.790 | Chi cục Kiểm
P=1905 | X=0090.020-0243.220 | Y=0269.350-0280.590 | 567 cục Kiểm lâm tỉnh Bình Phước
P=1905 | X=0319.080-0366.680 | Y=0269.350-0280.590 | Tiến Hưng
P=1905 | X=0391.820-0416.870 | Y=0271.230-0280.550 | 3.800
P=1905 | X=0435.290-0460.340 | Y=0271.230-0280.550 | 2.700
P=1905 | X=0497.230-0522.280 | Y=0271.230-0280.550 | 2.300
P=1905 | X=0252.820-0311.450 | Y=0276.990-0286.310 | lâm tỉnh Bình
P=1905 | X=0107.330-0239.430 | Y=0280.870-0292.110 | hoặc Giáp ranh xã Tiến Hưng
P=1905 | X=0319.080-0336.360 | Y=0280.870-0292.110 | (cũ)
P=1905 | X=0252.820-0303.460 | Y=0286.660-0297.900 | Phước (cũ)
P=1905 | X=0107.330-0247.620 | Y=0292.420-0303.660 | (cũ) trong phạm vi 200m trở lên
P=1905 | X=0107.330-0251.270 | Y=0303.700-0314.940 | có bề rộng mặt đường từ 4m trở
P=1905 | X=0107.330-0245.230 | Y=0315.220-0326.460 | lên đã được đầu tư mặt đường
P=1905 | X=0107.330-0207.720 | Y=0326.740-0337.980 | nhựa, bê tông xi măng
P=1905 | X=0107.330-0234.640 | Y=0344.740-0355.980 | Các tuyến đường giao thông
P=1905 | X=0107.330-0246.400 | Y=0356.260-0367.500 | đấu nối trực tiếp ra Đường Phú
P=1905 | X=0319.080-0374.230 | Y=0356.260-0367.500 | Hết ranh đất
P=1905 | X=0107.330-0311.230 | Y=0367.800-0379.040 | Riềng Đỏ từ HLLG vào sâu đến Đường Hùng
P=1905 | X=0319.080-0378.140 | Y=0369.680-0379.000 | Chi cục Kiểm
P=1905 | X=0090.020-0106.660 | Y=0375.440-0384.760 | 568
P=1905 | X=0391.820-0416.870 | Y=0375.440-0384.760 | 3.800
P=1905 | X=0435.290-0460.340 | Y=0375.440-0384.760 | 2.700
P=1905 | X=0497.230-0522.280 | Y=0375.440-0384.760 | 2.300
P=1905 | X=0107.330-0284.100 | Y=0379.320-0390.560 | 100m có bề rộng mặt đường từ Vương
P=1905 | X=0319.080-0377.710 | Y=0381.200-0390.520 | lâm tỉnh Bình
P=1905 | X=0107.330-0244.580 | Y=0390.840-0402.080 | 4m trở lên đã được đầu tư mặt
P=1905 | X=0319.080-0369.720 | Y=0390.840-0402.080 | Phước (cũ)
P=1905 | X=0107.330-0240.390 | Y=0402.360-0413.600 | đường nhựa, bê tông xi măng
P=1905 | X=0107.330-0234.640 | Y=0420.360-0431.600 | Các tuyến đường giao thông
P=1905 | X=0107.330-0313.480 | Y=0431.880-0443.120 | đấu nối trực tiếp ra Đường Phú Giáp ranh đất
P=1905 | X=0107.330-0376.520 | Y=0443.400-0454.640 | Riềng Đỏ từ HLLG vào sâu đến Chi cục Kiểm Giáp ranh xã
P=1905 | X=0090.020-0106.660 | Y=0451.060-0460.380 | 569
P=1905 | X=0391.820-0416.870 | Y=0451.060-0460.380 | 3.400
P=1905 | X=0435.290-0460.340 | Y=0451.060-0460.380 | 2.400
P=1905 | X=0497.230-0522.280 | Y=0451.060-0460.380 | 2.000
P=1905 | X=0107.330-0379.880 | Y=0454.940-0466.180 | 100m cứ bề rộng mặt đường từ lâm tỉnh Bình Tiến Hưng cũ
P=1905 | X=0107.330-0303.460 | Y=0466.220-0477.460 | 4m trở lên đã được đầu tư mặt Phước (cũ)
P=1905 | X=0107.330-0240.360 | Y=0477.740-0488.980 | đường nhựa, bê tông xi măng
P=1905 | X=0107.330-0234.640 | Y=0495.740-0506.980 | Các tuyến đường giao thông
P=1905 | X=0107.330-0246.400 | Y=0507.260-0518.500 | đấu nối trực tiếp ra Đường Phú
P=1905 | X=0107.330-0248.060 | Y=0518.780-0530.020 | Riềng Đỏ từ HLLG vào sâu trên
P=1905 | X=0107.330-0228.630 | Y=0530.300-0541.540 | 100m đến 200m có khoảng
P=1905 | X=0107.330-0220.470 | Y=0541.850-0553.090 | cách từ điểm đấu nối đến
P=1905 | X=0319.080-0374.230 | Y=0541.850-0553.090 | Hết ranh đất
P=1905 | X=0107.330-0311.230 | Y=0553.370-0564.610 | Đường Hùng Vương hoặc Hết Đường Hùng
P=1905 | X=0319.080-0378.140 | Y=0555.250-0564.570 | Chi cục Kiểm
P=1905 | X=0090.020-0106.660 | Y=0561.010-0570.330 | 570
P=1905 | X=0391.820-0416.870 | Y=0561.010-0570.330 | 3.800
P=1905 | X=0435.290-0460.340 | Y=0561.010-0570.330 | 2.700
P=1905 | X=0497.230-0522.280 | Y=0561.010-0570.330 | 2.300
P=1905 | X=0107.330-0284.100 | Y=0564.890-0576.130 | ranh đất Chi cục Kiểm lâm tỉnh Vương
P=1905 | X=0319.080-0377.710 | Y=0566.770-0576.090 | lâm tỉnh Bình
P=1905 | X=0107.330-0244.730 | Y=0576.410-0587.650 | Bình Phước (cũ) trong phạm vi
P=1905 | X=0319.080-0369.720 | Y=0576.410-0587.650 | Phước (cũ)
P=1905 | X=0107.330-0233.540 | Y=0589.810-0599.130 | 200m trở lên có bề rộng mặt
P=1905 | X=0107.330-0238.420 | Y=0599.450-0610.690 | đường từ 4m trở lên đã được
P=1905 | X=0107.330-0231.510 | Y=0610.730-0621.970 | đầu tư mặt đường nhựa, bê
P=1905 | X=0107.330-0164.770 | Y=0622.270-0633.510 | tông xi măng
P=1905 | X=0107.330-0234.640 | Y=0640.270-0651.510 | Các tuyến đường giao thông
P=1905 | X=0107.330-0313.480 | Y=0651.790-0663.030 | đấu nối trực tiếp ra Đường Phú Giáp ranh đất
P=1905 | X=0319.080-0376.520 | Y=0659.430-0668.750 | Giáp ranh xã
P=1905 | X=0107.330-0311.880 | Y=0663.310-0674.550 | Riềng Đỏ từ HLLG vào sâu trên Chi cục Kiểm
P=1905 | X=0319.080-0366.680 | Y=0669.070-0680.310 | Tiến Hưng
P=1905 | X=0090.020-0106.660 | Y=0670.950-0680.270 | 571
P=1905 | X=0391.820-0416.870 | Y=0670.950-0680.270 | 3.400
P=1905 | X=0435.290-0460.340 | Y=0670.950-0680.270 | 2.400
P=1905 | X=0497.230-0522.280 | Y=0670.950-0680.270 | 2.000
P=1905 | X=0107.330-0228.630 | Y=0674.830-0686.070 | 100m đến 200m có khoảng
P=1905 | X=0252.820-0311.450 | Y=0676.710-0686.030 | lâm tỉnh Bình
P=1905 | X=0319.080-0336.360 | Y=0680.590-0691.830 | (cũ)
P=1905 | X=0107.330-0303.460 | Y=0686.350-0697.590 | cách từ điểm đấu nối đến Giáp Phước (cũ)
P=1905 | X=0107.330-0243.780 | Y=0697.870-0709.110 | ranh đất Chi cục Kiểm lâm tỉnh
P=1906 | X=0107.330-0245.910 | Y=0072.740-0083.980 | Bình Phước hoặc Giáp ranh xã
P=1906 | X=0107.330-0238.220 | Y=0084.260-0095.500 | Tiến Hưng (cũ) trong phạm vi
P=1906 | X=0107.330-0233.540 | Y=0097.660-0106.980 | 200m trở lên có bề rộng mặt
P=1906 | X=0107.330-0238.420 | Y=0107.300-0118.540 | đường từ 4m trở lên đã được
P=1906 | X=0107.330-0231.510 | Y=0118.850-0130.090 | đầu tư mặt đường nhựa, bê
P=1906 | X=0107.330-0164.770 | Y=0130.370-0141.610 | tông xi măng
P=1906 | X=0107.330-0234.640 | Y=0148.370-0159.610 | Các tuyến đường giao thông
P=1906 | X=0107.330-0246.400 | Y=0159.650-0170.890 | đấu nối trực tiếp ra Đường Phú
P=1906 | X=0319.080-0374.230 | Y=0165.410-0176.650 | Hết ranh đất
P=1906 | X=0107.330-0248.060 | Y=0171.170-0182.410 | Riềng Đỏ từ HLLG vào sâu trên
P=1906 | X=0252.820-0311.230 | Y=0176.930-0188.170 | Đường Hùng
P=1906 | X=0319.080-0378.140 | Y=0178.810-0188.130 | Chi cục Kiểm
P=1906 | X=0090.020-0249.380 | Y=0182.690-0193.930 | 572 100m đến 200m có bề rộng mặt
P=1906 | X=0391.820-0416.870 | Y=0184.570-0193.890 | 3.500
P=1906 | X=0435.290-0460.340 | Y=0184.570-0193.890 | 2.500
P=1906 | X=0497.230-0522.280 | Y=0184.570-0193.890 | 2.100
P=1906 | X=0252.820-0284.100 | Y=0188.450-0199.690 | Vương
P=1906 | X=0319.080-0377.710 | Y=0190.330-0199.650 | lâm tỉnh Bình
P=1906 | X=0107.330-0238.420 | Y=0194.210-0205.450 | đường từ 4m trở lên đã được
P=1906 | X=0319.080-0369.720 | Y=0199.990-0211.230 | Phước (cũ)
P=1906 | X=0107.330-0231.510 | Y=0205.750-0216.990 | đầu tư mặt đường nhựa, bê
P=1906 | X=0107.330-0164.770 | Y=0217.270-0228.510 | tông xi măng
P=1906 | X=0107.330-0234.640 | Y=0235.270-0246.510 | Các tuyến đường giao thông
P=1906 | X=0107.330-0246.400 | Y=0246.790-0258.030 | đấu nối trực tiếp ra Đường Phú
P=1906 | X=0252.820-0313.480 | Y=0252.550-0263.790 | Giáp ranh đất
P=1906 | X=0107.330-0248.060 | Y=0258.310-0269.550 | Riềng Đỏ từ HLLG vào sâu trên
P=1906 | X=0319.080-0376.520 | Y=0260.190-0269.510 | Giáp ranh xã
P=1906 | X=0252.820-0311.880 | Y=0265.950-0275.270 | Chi cục Kiểm
P=1906 | X=0090.020-0249.380 | Y=0269.830-0281.070 | 573 100m đến 200m có bề rộng mặt
P=1906 | X=0319.080-0366.680 | Y=0269.830-0281.070 | Tiến Hưng
P=1906 | X=0391.820-0416.870 | Y=0271.710-0281.030 | 3.100
P=1906 | X=0435.290-0460.340 | Y=0271.710-0281.030 | 2.200
P=1906 | X=0497.230-0522.280 | Y=0271.710-0281.030 | 1.900
P=1906 | X=0252.820-0311.450 | Y=0277.470-0286.790 | lâm tỉnh Bình
P=1906 | X=0107.330-0238.420 | Y=0281.380-0292.620 | đường từ 4m trở lên đã được
P=1906 | X=0319.080-0336.360 | Y=0281.380-0292.620 | (cũ)
P=1906 | X=0252.820-0303.460 | Y=0287.140-0298.380 | Phước (cũ)
P=1906 | X=0107.330-0231.510 | Y=0292.900-0304.140 | đầu tư mặt đường nhựa, bê
P=1906 | X=0107.330-0164.770 | Y=0304.420-0315.660 | tông xi măng
P=1906 | X=0107.330-0234.640 | Y=0322.180-0333.420 | Các tuyến đường giao thông
P=1906 | X=0107.330-0246.400 | Y=0333.700-0344.940 | đấu nối trực tiếp ra Đường Phú
P=1906 | X=0107.330-0248.060 | Y=0345.220-0356.460 | Riềng Đỏ từ HLLG vào sâu trên
P=1906 | X=0107.330-0228.630 | Y=0356.740-0367.980 | 200m đến 500m có khoảng
P=1906 | X=0107.330-0220.470 | Y=0368.280-0379.520 | cách từ điểm đấu nối đến
P=1906 | X=0319.080-0374.230 | Y=0368.280-0379.520 | Hết ranh đất
P=1906 | X=0107.330-0311.230 | Y=0379.800-0391.040 | Đường Hùng Vương hoặc Hết Đường Hùng
P=1906 | X=0319.080-0378.140 | Y=0381.680-0391.000 | Chi cục Kiểm
P=1906 | X=0090.020-0106.660 | Y=0387.440-0396.760 | 574
P=1906 | X=0391.820-0416.870 | Y=0387.440-0396.760 | 3.800
P=1906 | X=0435.290-0460.340 | Y=0387.440-0396.760 | 2.700
P=1906 | X=0497.230-0522.280 | Y=0387.440-0396.760 | 2.300
P=1906 | X=0107.330-0284.100 | Y=0391.320-0402.560 | ranh đất Chi cục Kiểm lâm tỉnh Vương
P=1906 | X=0319.080-0377.710 | Y=0393.200-0402.520 | lâm tỉnh Bình
P=1906 | X=0107.330-0244.730 | Y=0402.840-0414.080 | Bình Phước (cũ) trong phạm vi
P=1906 | X=0319.080-0369.720 | Y=0402.840-0414.080 | Phước (cũ)
P=1906 | X=0107.330-0233.540 | Y=0416.240-0425.560 | 200m trở lên có bề rộng mặt
P=1906 | X=0107.330-0238.420 | Y=0425.880-0437.120 | đường từ 4m trở lên đã được
P=1906 | X=0107.330-0231.510 | Y=0437.400-0448.640 | đầu tư mặt đường nhựa, bê
P=1906 | X=0107.330-0164.770 | Y=0448.940-0460.180 | tông xi măng
P=1906 | X=0107.330-0234.640 | Y=0466.940-0478.180 | Các tuyến đường giao thông
P=1906 | X=0107.330-0246.400 | Y=0478.220-0489.460 | đấu nối trực tiếp ra Đường Phú
P=1906 | X=0107.330-0248.060 | Y=0489.740-0500.980 | Riềng Đỏ từ HLLG vào sâu trên
P=1906 | X=0107.330-0228.630 | Y=0501.260-0512.500 | 200m đến 500m có khoảng
P=1906 | X=0107.330-0313.480 | Y=0512.780-0524.020 | cách từ điểm đấu nối đến Giáp Giáp ranh đất
P=1906 | X=0319.080-0376.520 | Y=0520.420-0529.740 | Giáp ranh xã
P=1906 | X=0107.330-0311.880 | Y=0524.300-0535.540 | ranh đất chi cục Kiểm lâm tỉnh Chi cục Kiểm
P=1906 | X=0319.080-0366.680 | Y=0530.060-0541.300 | Tiến Hưng
P=1906 | X=0090.020-0106.660 | Y=0531.940-0541.260 | 575
P=1906 | X=0391.820-0416.870 | Y=0531.940-0541.260 | 3.300
P=1906 | X=0435.290-0460.340 | Y=0531.940-0541.260 | 2.300
