TABLE=058 | AREA=Phường Minh Hưng | RECORDS=455 | GROUPS=455 | REVIEW=230
ID=NQ28-058-S04-TT0001-01 | SEC=agricultural | TT=1 | REL=main | PRICES=700,560,336 | ROAD=dưới 4m 58. Phường Minh Hưng Tên đường giao TT thông Phía đường Đường ĐT 751 (Ranh Chơn | START=Đoạn đường Phía giới Bắc: Ngã ba tờ bản Ngô Đức Kế Phía giới phường đường Thành) ranh Chơn | END=Giá trồng cây năm Bắc: Hết ranh thửa đất số 69, đồ số 140; Nam: Ngã ba bê tông giới phường Thành | FLAGS=
ID=NQ28-058-S04-TT0066-02 | SEC=agricultural | TT=66 | REL=main | PRICES=394,315,189 | ROAD=Phía đường Đường Trừ Văn bệnh Thổ (Đường 23 9 Nam: cũ) thửa bản | START=Phía Bắc: Ngã ba giới bê tông sau Hưng viện cũ Phía 55, Hết ranh đất 67) đất số 4, tờ giới đồ số 25 Hưng 6, tờ | END=Bắc: Ranh phường Minh (thửa đất số tờ bản đồ số Phía Bắc; Ranh phường Minh (thửa đất số bản đồ số 29) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0067-02 | SEC=agricultural | TT=67 | REL=main | PRICES=358,286,172 | ROAD=Đường liên khu phố 4, khu phố 5 đến Khu công nghiệp Chơn Đường Thành (Đường sỏi Toản đỏ liên khu 4-5-8 phường Hưng | START=Phía đường phố thửa Trần Quốc bản Phía ranh | END=Bắc: Ngã ba tổ 4, Khu 5 (Hết ranh đất số 19, tờ đồ số 103) Nam: Hết thửa đất số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0068-02 | SEC=agricultural | TT=68 | REL=main | PRICES=358,286,172 | ROAD=Long (cũ)) Đường liên khu Phía phố 4, khu phố 5 đường đến Khu công phố nghiệp Chơn thửa Thành (Đường sỏi bản | START=63, 103) Bắc: Ngã ba Ngã tổ 4, Khu tông 5 (Hết ranh 706, đất số 19, tờ 25) đồ số 103) | END=tờ bản đồ số ba đường bê (thửa đất số tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0069-02 | SEC=agricultural | TT=69 | REL=main | PRICES=358,286,172 | ROAD=đỏ liên khu 4-5-8 Phía phường Hưng thửa Long (cũ)) bản Đường liên khu phố 4, khu phố 5 đến Khu công Ngã nghiệp Chơn tông Thành (Đường sỏi 706, đỏ liên khu 4-5-8 25) phường Hưng | START=Nam: Hết ranh đất số 63, tờ đồ số 103) ba đường bê Hết (thửa đất số đất tờ bản đồ số tờ bản | END=tuyến (Hết ranh thửa đất số 18, đồ số 23) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0070-02 | SEC=agricultural | TT=70 | REL=main | PRICES=358,286,172 | ROAD=Long (cũ)) Cuối Đường sỏi đỏ liên khu tổ 1, 2, 3 khu phố 5 Bến bà | START=đường sỏi đỏ Đến phố 5 giáp suối số 57, Đình (giáp đất 102 Đặng Thị Sang) | END=ranh thửa đất tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0071-02 | SEC=agricultural | TT=71 | REL=main | PRICES=358,286,172 | ROAD=Đường sỏi đỏ tổ 4, Đường khu phố 5 | START=Ngã tổ 5, (giáp Điểu Ong Nguyễn ranh số 19, | END=ba đường liên Khu phố 5 đất bà Thị Ái) (Hết đất thửa đất tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0072-02 | SEC=agricultural | TT=72 | REL=main | PRICES=358,286,172 | ROAD=Đường Hoàng Diệu Đường (đường tổ 4, khu Huệ phố Hiếu Cảm) | START=103) Hết Nguyễn 1031, 27 | END=thửa đất số tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0073-02 | SEC=agricultural | TT=73 | REL=main | PRICES=358,286,172 | ROAD=Đường Hoàng Diệu Hết (đường tổ 4, khu 1031, phố Hiếu Cảm) 27 | START=thửa đất số Hết tờ bản đồ số 258, 28 | END=thửa đất số tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0074-02 | SEC=agricultural | TT=74 | REL=main | PRICES=358,286,172 | ROAD=Đường Trần Quốc Đường Toản | START=Ngã 02 tháng 4 Điểu | END=tư Đường Ong | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0075-02 | SEC=agricultural | TT=75 | REL=main | PRICES=358,286,172 | ROAD=Đường Điểu Ong Quốc | START=Hết lộ 14 116, 104 | END=thửa đất số tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0076-02 | SEC=agricultural | TT=76 | REL=main | PRICES=358,286,172 | ROAD=Đường Nguyễn Đường Trung Trực | START=02 tháng 4 Đường | END=Điểu Ong | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0077-02 | SEC=agricultural | TT=77 | REL=main | PRICES=394,315,189 | ROAD=Đường Tô Hiến Toàn Thành | START=tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0078-02 | SEC=agricultural | TT=78 | REL=main | PRICES=358,286,172 | ROAD=Đường Ngô Đức Đường Kế Huệ | START=Ngã Nguyễn (Hết số 1043, số 11) | END=ba đường đất ranh thửa đất tờ bản đồ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0079-02 | SEC=agricultural | TT=79 | REL=main | PRICES=358,286,172 | ROAD=Ngã Đường Ngô Đức (Hết Kế số 1043, số 11) | START=ba đường đất Hết ranh thửa đất ranh tờ bản đồ 41, | END=tuyến (Đến thửa đất số tờ bản đồ số 6) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0080-02 | SEC=agricultural | TT=80 | REL=main | PRICES=358,286,172 | ROAD=Đường Đoàn Thị Đường Điểm (Đường | START=Ngô Gia Tự Phía số 3) đường ranh | END=Bắc: Hết bê tông (Hết thửa đất số 1, | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0081-02 | SEC=agricultural | TT=81 | REL=main | PRICES=358,286,172 | ROAD=Phía đường ranh Đường Đoàn Thị tờ bản Điểm Phía ranh | START=tờ bản Phía thửa bản Bắc: Hết bê tông (Hết thửa đất số 1, Ngã đồ số 71) Khu Nam: Hết 2 thửa đất số | END=đồ số 71) Nam: Hết ranh đất số 68, tờ đồ số 71 ba đường liên phố 9-Khu phố | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0082-02 | SEC=agricultural | TT=82 | REL=main | PRICES=358,286,172 | ROAD=68, Đường Hồ Hảo Toàn Hớn | START=tờ bản đồ số 71 tuyến | END= | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0083-02 | SEC=agricultural | TT=83 | REL=main | PRICES=358,286,172 | ROAD=Đường Nguyễn Quốc Công Hoan | START=Đường Kế lộ 14 đất đồ số | END=Ngô Đức (hết ranh thửa số 883, tờ bản 11) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0084-02 | SEC=agricultural | TT=84 | REL=main | PRICES=358,286,172 | ROAD=Đường Phạm Thế Quốc Hiển | START=Hết lộ 14 số 4, 12) Phía | END=ranh thửa đất tờ bản đồ số Bắc: Ngã ba | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0085-02 | SEC=agricultural | TT=85 | REL=main | PRICES=358,286,172 | ROAD=Đường Huỳnh Văn Đường Bánh | START=đường ranh số 280, 02 tháng 4 số 3) Ngã Tất thửa bản | END=đất (Hết đất thửa đất tờ bản đồ Phía Nam: ba đường Ngô Tố (Hết ranh đất số 955, tờ đồ số 8) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0086-02 | SEC=agricultural | TT=86 | REL=main | PRICES=358,286,172 | ROAD=Phía đường ranh số 280, Đường Huỳnh Văn số 3) Bánh Ngã Tất thửa | START=Bắc: Ngã ba đất (Hết đất thửa đất tờ bản đồ Ngã Phía Nam: Bá ba đường Ngô Tố (Hết ranh đất số 955, tờ | END=ba đường Cao Quát | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0087-02 | SEC=agricultural | TT=87 | REL=main | PRICES=358,286 | ROAD=bản Đường Tống Duy Đường Tân | START=đồ số 8) Ngã 02 tháng 4 Tất | END=ba đường Ngô Tố | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0088-02 | SEC=agricultural | TT=88 | REL=main | PRICES=358,286,172 | ROAD=Đường Phan Kế Đường Bính | START=Ngã 02 tháng 4 Tất | END=ba đường Ngô Tố | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0089-02 | SEC=agricultural | TT=89 | REL=main | PRICES=394,315,189 | ROAD=Đường Trần Quốc Đường Thảo | START=Ngã 02 tháng 4 Tất | END=ba đường Ngô Tố | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0090-02 | SEC=agricultural | TT=90 | REL=main | PRICES=358,286,172 | ROAD=Ngã Đường Thành Thái Khu | START=Ngã ba ranh giới nhựa phố 1-3 số 64, 65) | END=ba đường (Hết thửa đất tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0091-02 | SEC=agricultural | TT=91 | REL=main | PRICES=358,286,172 | ROAD=Đường Đào Duy Quốc | START=lộ 14 Hết | END=ranh thửa đất | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0092-02 | SEC=agricultural | TT=92 | REL=main | PRICES=358,286,172 | ROAD=Từ Đường Huỳnh Văn Quốc Nghệ Phía | START=số 253, Hết lộ 14 số 717, số 20 Đông: Đến | END=tờ số 20 ranh thửa đất tờ bản đồ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0093-02 | SEC=agricultural | TT=93 | REL=main | PRICES=394,315,189 | ROAD=ngã Phạm Hồng Thái thửa nối dài (Đường tổ bản 9, tổ 10, khu phố | START=ba hết ranh đất số 29, tờ Đường đồ số 49 Phía Quát | END=Cao Bá | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0010-03 | SEC=agricultural | TT=10 | REL=main | PRICES= | ROAD=Tây: cũ) thửa bản | START=Hết ranh đất đất số 5, tờ đồ số 49 | END= | FLAGS=PRICE_MISSING,AGRICULTURAL_PRICE_COLUMN_MISSING,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0094-02 | SEC=agricultural | TT=94 | REL=main | PRICES=358,286,172 | ROAD=Đường tổ 01, tố 12, Ngã Khu phố 9 Hảo | START=ba đường Hồ Ngã Hớn Nguyễn | END=ba đường Công Hoan | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0095-02 | SEC=agricultural | TT=95 | REL=main | PRICES=358,286,172 | ROAD=Đường tổ 11, khu Ngã phố 9 Nguyễn | START=ba đường Ngã Công Hoan Đức | END=ba đường Ngô Kế | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0096-02 | SEC=agricultural | TT=96 | REL=main | PRICES=358,286,172 | ROAD=Đường trên khu Ngã phố 9 - khu phố 10 11 | START=ba đường tổ Giáp khu phố 9 48, Phía | END=thửa đất số tờ bản đồ số 6 Đông: Ngã ba | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0097-02 | SEC=agricultural | TT=97 | REL=main | PRICES=358,286,172 | ROAD=Đường liên khu Đường phố 9 - khu phố 2 Huệ | START=hết số 89, Nguyễn 18 Phía ba hết đất đồ số | END=ranh thửa đất tờ bản đồ số Tây: Ngã ranh thửa số 234, tờ bản 18 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0098-02 | SEC=agricultural | TT=98 | REL=main | PRICES=358,286,172 | ROAD=Phía hết số 4, Đường liên khu 18 phố 9 - khu phố 2 ba đất | START=Đông: Ngã ba Phía ranh thửa đất hết tờ bản đồ số số 665, Phía Tây: Ngã số 11 hết ranh thửa Ngã số 6, tờ bản đồ thửa | END=Đông: Ngã ba ranh thửa đất tờ bản đồ Phía Tây: ba hết ranh đất số 748, tờ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0099-02 | SEC=agricultural | TT=99 | REL=main | PRICES=358,286,172 | ROAD=số 18 Đường liên khu Ngã phố 9 - khu phố 2 Đức | START=bản ba đường Ngô Đường Kế khu | END=đồ số 11 tổ 1 - tổ 12, phố 9 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0100-02 | SEC=agricultural | TT=100 | REL=main | PRICES=358,286,172 | ROAD=Đường Đường tổ 9, Khu Quát phố 10 495, 01) | START=Cao Bá Đường (thửa đất số Hưng tờ bản đồ số 16, 06) | END=Phùng (thửa đất số tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0101-02 | SEC=agricultural | TT=101 | REL=main | PRICES=358,286,172 | ROAD=Đường Đường tổ 9, khu Quát phố 10 170, 01) | START=Cao Bá Đường (thửa đất số Hưng tờ bản đồ số 8, tờ | END=Phùng (thửa đất số bản đồ số 06) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0102-02 | SEC=agricultural | TT=102 | REL=main | PRICES=358,286,172 | ROAD=Đường Đường tổ 9, Khu Quát phố 10 168, 01) | START=Ngã Cao Bá - 10 (thửa đất số (Hết tờ bản đồ số số 539, | END=ba đường tố 9 khu phố 10 ranh thửa đất tờ bản đồ | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0103-02 | SEC=agricultural | TT=103 | REL=main | PRICES=358,286,172 | ROAD=Đường ranh giới Đầu phường Hưng số 259, | START=số 2) ranh thửa đất Đường tờ bản đồ Minh | END=Hồ Chí | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0104-02 | SEC=agricultural | TT=104 | REL=main | PRICES=358,286,172 | ROAD=Long (thị trấn Chơn Thành cũ) - phường Minh số 16 Thành (Đường rộng 2m chưa đầu tư nâng cấp) Đường Đường tổ 9, 10, 713 khu phố Hiếu Cảm phố | START=Đường phường liên tổ 9 - (cũ) - 5 - 6, Khu Thành Hiếu Cảm rộng tư nâng | END=ranh giới Hưng Long - phường Minh (cũ) (Đường 2m chưa đầu cấp) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0105-02 | SEC=agricultural | TT=105 | REL=main | PRICES=358,286,172 | ROAD=Ngã Đường tổ 9, 10, ranh Khu phố Hiếu Cảm 39, 107 | START=ba đường giáp Giáp thửa đất số 24, tờ bản đồ số 109 | END=thửa đất số tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0106-02 | SEC=agricultural | TT=106 | REL=main | PRICES=358,286,172 | ROAD=Đường liên tổ 9 - Đường 7B -5-6, khu phố Huệ Hiếu Cảm | START=Ngã Nguyễn thửa 113, 116 | END=ba hết ranh đất số 8 và tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0107-02 | SEC=agricultural | TT=107 | REL=main | PRICES=358,286,172 | ROAD=Ngã Đường liên tổ 9 - thửa 7B - 5 - 6, khu phố 113, Hiếu Cảm 116 | START=ba hết ranh Ngã đất số 8 và thửa tờ bản đồ số bản | END=ba hết ranh đất số 270, tờ đồ số 118 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0108-02 | SEC=agricultural | TT=108 | REL=main | PRICES=358,286,172 | ROAD=Đường liên tổ 9 - Ngã 7B - 5 - 6, khu phố (Hết Hiếu Cảm Trần | START=ba đường đất Đường ranh đất bà Minh Thị Hải) | END=Hồ Chí | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0109-02 | SEC=agricultural | TT=109 | REL=main | PRICES=358,286,172 | ROAD=Đầu Đường tổ 6 khu số 11, phố Hiếu Cảm 111 | START=ranh thửa đất Hết tờ bản đồ số số 1, 111 | END=ranh thửa đất tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0110-02 | SEC=agricultural | TT=110 | REL=main | PRICES=358,286,172 | ROAD=Đầu Đường tổ 6 khu số 113, phố Hiếu Cảm số 111 | START=ranh thửa đất Ngã tờ bản đồ thửa bản | END=ba hết ranh đất số 34, tờ đồ số 112 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0111-02 | SEC=agricultural | TT=111 | REL=main | PRICES=358,286,172 | ROAD=Đường liên tổ 7A- Đường 7B, khu phố Hiếu Huệ Cảm | START=Hết Nguyễn đất đồ số | END=ranh đất thửa số 93, tờ bản 116 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0112-02 | SEC=agricultural | TT=112 | REL=main | PRICES=358,286,172 | ROAD=Đường liên tổ 7A- Hết 7B, khu phố Hiếu đất Cảm (Nhánh 1) đồ | START=ranh đất thửa Hết số 93, tờ bản 127, số 116 118 | END=ranh thửa đất tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0113-02 | SEC=agricultural | TT=113 | REL=main | PRICES=358,286,172 | ROAD=Đường liên tổ 7A- Hết 7B, khu phố Hiếu đất Cảm (Nhánh 2) đồ | START=ranh đất thửa Ngã số 93, tờ bản tổ 9 số 116 phố | END=ba đường liên - 7B - 5 - 6, khu Hiếu Cảm | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0114-02 | SEC=agricultural | TT=114 | REL=main | PRICES=358,286,172 | ROAD=Đường liên tổ 7A- Đường 7B, khu phố Hiếu 7B, Cảm (Nhánh 3) Cảm | START=liên tổ 7A- Hết khu phố Hiếu 169, (Nhánh 2) 118 | END=ranh thửa đất tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0115-02 | SEC=agricultural | TT=115 | REL=main | PRICES=358,286,172 | ROAD=Đường tổ 4, Khu Đường phố Hiếu Cảm Huệ | START=Nguyễn Phía ranh 22, | END=Đông: Hết thửa đất số tờ bản đồ số 28 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0116-02 | SEC=agricultural | TT=116 | REL=main | PRICES=358,286,172 | ROAD=Phía ranh 22, Đường tổ 4, khu phố Hiếu Cảm Phía thửa bản | START=Phía thửa bản Đông: Hết thửa đất số tờ bản đồ số 28 Suối Tây: Hết ranh đất số 127, tờ đồ số 29 | END=Tây: Hết ranh đất số 127, tờ đồ số 29 Bàu Bàng | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0117-02 | SEC=agricultural | TT=117 | REL=main | PRICES=358,286,172 | ROAD=Đường Đường tổ 6, khu Minh phố Hiếu Cảm 68, 111) | START=Hồ Chí Đất (thửa đất số Văn tờ bản đồ số đất đồ số | END=nhà ông Võ Thành (thửa số 04, tờ bản 115) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0118-02 | SEC=agricultural | TT=118 | REL=main | PRICES=358,286,172 | ROAD=Đường Đường tổ 6, Khu Minh phố Hiếu Cảm 112, 111) | START=Hồ Chí Đất (thửa đất số Nguyễn tờ bản đồ số (thửa bản | END=nhà ông Văn Sơn đất số 07, tờ đồ số 115) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0119-02 | SEC=agricultural | TT=119 | REL=main | PRICES=358,286,172 | ROAD=Đường Đường tổ 6, tổ 7, thửa khu phố Trung Lợi tờ bản | START=Đường Lê Duẩn: Quát đất số 1508, 02, đồ số 13) 04) | END=Cao Bá (thửa đất số tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0120-02 | SEC=agricultural | TT=120 | REL=main | PRICES=358,286,172 | ROAD=Đường tổ 8, khu Đường phố Trung Lợi Phùng | START=Đường phố Phan Đình ranh 126, 13) | END=tổ 4, khu Trung Lợi (hết thửa đất số tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0121-02 | SEC=agricultural | TT=121 | REL=main | PRICES=358,286,172 | ROAD=Đường Văn Đường tổ 7, Khu Trung phố Trung Lợi chính (thửa bản | START=Nguyễn Linh (đường Ranh tâm hành Chơn - Minh Hưng) đất đất số 11, tờ đồ số đồ số 14) | END=giới phường Thành (thửa số 07, tờ bản 10) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0122-02 | SEC=agricultural | TT=122 | REL=main | PRICES=358,286,172 | ROAD=Đường Văn Đường tổ 9, khu Trung phố Trung Lợi chính (thửa bản | START=Phía Nguyễn điện Linh (đường ranh tâm hành 391, - Minh Hưng) 15) đất số 23, tờ thửa đồ số 14) bản | END=Nam: Đường 110KV (Hết thửa đất số tờ bản đồ số Phía Bắc: Hết đất số 561, tờ đồ số 15) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0123-02 | SEC=agricultural | TT=123 | REL=main | PRICES=358,286,172 | ROAD=Phía điện ranh Đường tổ 9, khu 391, phố Trung Lợi 15) thửa | START=Nam: Đường 110KV(Hết Ranh thửa đất số Chơn tờ bản đồ số đất Phía Bắc: Hết đồ số đất số 561, tờ | END=giới phường Thành (thửa số 652, tờ bản 10) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0124-02 | SEC=agricultural | TT=124 | REL=main | PRICES=358,286,172 | ROAD=bản Đường tổ 9, khu Đường phố Trung Lợi Huệ lộ 14 ông | START=đồ số 15) Nguyễn Đất (Đường Quốc Nguyễn cũ): Đất nhà (thửa Nguyễn Diệu bản | END=nhà ông Văn Hùng đất số 26, tờ đồ số 15) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0125-02 | SEC=agricultural | TT=125 | REL=main | PRICES=358,286,172 | ROAD=(thửa bản Đường Thố: Đường tổ 8, tổ 3A, Phạm khu phố 4 (thửa tờ bản | START=đất số 59, tờ đồ số 15) Trừ Văn Ngã Đất nhà ông khu Văn Bảo thửa đất số 275, bản đồ số 26) | END=ba đường liên phố 4-5-8 (hết đất số 919, tờ đồ số 26) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0126-02 | SEC=agricultural | TT=126 | REL=main | PRICES=358,286,172 | ROAD=Phía thửa bản Đường tổ 3A, khu Phía phố 4 ranh 817, | START=Bắc: Đầu ranh đất số 749, tờ Đất đồ số 26 Thị Nam: Đầu (thửa thửa đất số bản tờ bản đồ số | END=nhà bà Nguyễn Thanh Thanh đất số 57, tờ đồ số 26) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0127-02 | SEC=agricultural | TT=127 | REL=main | PRICES=358,286,172 | ROAD=26 Đất Đường tổ 3A, 3B, Khen khu phố 4 565, 25) | START=nhà bà Võ Thi Đất (thửa đất số Kỹ (thửa tờ bản đồ số tờ bản | END=nhà ông Phan đất số 17, đồ số 32) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0128-02 | SEC=agricultural | TT=128 | REL=main | PRICES=358,286,172 | ROAD=Đất Đường liên khu Biên phố 4 - Khu phố 5 đất đồ | START=Phía hết nhà ông Đinh số 24, Cương (thửa 32 Phía số 92, tờ bản ba hết số 32) đất đồ số | END=Nam: Ngã, ba ranh thửa đất tờ bản đồ số Bắc: Ngã ranh thửa số 20, tờ bản 32 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0129-02 | SEC=agricultural | TT=129 | REL=main | PRICES=358,286,172 | ROAD=Đầu Đường liên khu đất phố 4 - Khu phố 5 đồ | START=Phía thửa ranh đất thửa bản số 45, tờ bản Bắc: số 32 đất đồ số | END=Nam: Hết ranh đất số 447, tờ đồ số 32 Phía Hết ranh thửa số 99, tờ bản 31 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0130-02 | SEC=agricultural | TT=130 | REL=main | PRICES=358,286,172 | ROAD=Phía ranh 447, Đường liên khu 32 phố 4 - khu phố 5 Phía thửa | START=Nam: Hết thửa đất số tờ bản đồ số Hết ranh Bắc: Hết ranh tờ bản đất số 99, tờ | END=tuyến (Giáp thửa đất số 32 đồ số 31) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0131-02 | SEC=agricultural | TT=131 | REL=main | PRICES=358,286,172 | ROAD=bản Đầu Đường tổ 7, khu đất phố 5 đồ | START=đồ số 31 ranh đất thửa Hết số 799, tờ bản đất số 32 đồ số | END=ranh đất thửa số 575, tờ bản 32 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0132-02 | SEC=agricultural | TT=132 | REL=main | PRICES=358,286,172 | ROAD=Đầu Đường tổ 7, khu đất phố 5 đồ | START=ranh đất thửa Hết số 400, tờ bản đất số 32 đồ số | END=ranh đất thửa số 422, tờ bản 32 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0133-02 | SEC=agricultural | TT=133 | REL=main | PRICES=358,286,172 | ROAD=Đường tổ 4, khu Đường phố 6 | START=Đất Nguyễn 02 tháng 4 (thửa bản | END=nhà ông Văn Bé đất số 842, tờ đồ số 26) | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0134-02 | SEC=agricultural | TT=134 | REL=main | PRICES=358,286,172 | ROAD=Đường tổ 4, khu Ngã | START=ba đường tổ 4 Ngã | END=ba Đường tổ 5 | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0135-02 | SEC=agricultural | TT=135 | REL=main | PRICES=358,286,172 | ROAD=- tổ phố 6 (thửa bản Đầu Đường tổ 4 tổ 5 đất khu phố 6 đồ | START=5, Khu phố 6 - tổ đất số 34, tờ (thửa đồ số 95) bản ranh đất thửa Hết số 54, tờ bản tờ bản số 95 Phía | END=7, Khu phố 6 đất số 255, tờ đồ số 27) thửa đất số 19, đồ số 99 Nam: hết ranh | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0136-02 | SEC=agricultural | TT=136 | REL=main | PRICES=358,286,172 | ROAD=Đường tổ 5, tổ 7, Đường khu phố 6 Huệ | START=thửa bản Nguyễn Bắc: hết số 38, 34 | END=đất số 403, tờ đồ số 34 Phía Ngã ba đường ranh thửa đất tờ bản đồ số | FLAGS=DUPLICATE_TT_IN_SEGMENT
ID=NQ28-058-S04-TT0137-02 | SEC=agricultural | TT=137 | REL=main | PRICES=358,286,172 | ROAD=Ngã - tổ Đường tổ 8, tổ 9, (Đầu Khu phố 7 đất đồ | START=ba đường tổ 5 7, Khu phố 6 Ngã ranh đất thửa tông số 18, tờ bản tờ bản số 34) | END=ba đường bê thửa đất số 6, đồ số 35 | FLAGS=DUPLICATE_TT_IN_SEGMENT
