TABLE=067 | AREA=Xã Đồng Tâm | RECORDS=296 | GROUPS=292 | REVIEW=161
ID=NQ28-067-S01-TT0001-01 | SEC=non-agricultural | TT=1 | REL=main | PRICES=5700,4000,3400 | ROAD=67. Xã Đồng Tâm Tên đường giao TT thông Giáp Đường Quốc lộ 14 Bình Phước | START=Đoạn đường Hết liệt xã Đường ranh Phường Hết (cầu 2) giữa Đồng phải 14) | END=đất ranh Nghĩa trang sĩ tỉnh hướng đi Bù Đăng (Bên trái Quốc lộ 14) Đường B.3 - ranh 5.700 ấp Cầu 2 và ấp Tiến 4 (Bên đường Quốc lộ | FLAGS=
ID=NQ28-067-S01-TT0089-02 | SEC=non-agricultural | TT=89 | REL=main | PRICES=450,390 | ROAD=Đường liên xã Lộc Nhà ấp Ninh - Lộc Tấn | START=văn hóa Giáp ranh 3 mới Tấn | END=xã Lộc 650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0090-02 | SEC=non-agricultural | TT=90 | REL=main | PRICES=450,390 | ROAD=Đường liên xã Lộc Toàn Ninh - Lộc Hưng | START=tuyến | END=650 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0091-02 | SEC=non-agricultural | TT=91 | REL=main | PRICES=1300,1100 | ROAD=Đường liên thôn Lộc Giáp Quốc Thái 1 - Lộc Thái 3 | START=đường Thửa đất lộ 13 tờ bản đồ | END=số 44, 1.900 số 130 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0092-02 | SEC=non-agricultural | TT=92 | REL=main | PRICES=860,730 | ROAD=Thửa Đường liên thôn Lộc 44, Thái 1 - Lộc Thái 3 số | START=đất số tờ bản đồ Hết tuyến 130 | END=1.200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0093-02 | SEC=non-agricultural | TT=93 | REL=main | PRICES=640,550 | ROAD=Đường tránh Quốc lộ Toàn | START=tuyến | END=920 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0013-04 | SEC=non-agricultural | TT=13 | REL=main | PRICES= | ROAD=Các tuyến đường đấu | START= | END= | FLAGS=PRICE_MISSING,NON_AGRICULTURAL_PRICE_COLUMN_COUNT_0,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0094-02 | SEC=non-agricultural | TT=94 | REL=main | PRICES=800,690 | ROAD=nối trực tiếp ra đường Giáp Quốc lộ 13 trong Lộc phạm vi 200m (tính từ HLLG) | START=ranh xã Hết đất cây Hưng Minh Tú | END=xăng 1.100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0095-02 | SEC=non-agricultural | TT=95 | REL=direct | PRICES=1000,870 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0096-02 | SEC=non-agricultural | TT=96 | REL=main | PRICES=910,780 | ROAD=Các tuyến đường đấu Hết nối trực tiếp ra đường Ngân Quốc lộ 13 trong Agribank | START=ranh đất Hết ranh hàng nghỉ Trung Lộc | END=đất nhà 1.300 Thành | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0097-02 | SEC=non-agricultural | TT=97 | REL=direct | PRICES=1300,1100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0098-02 | SEC=non-agricultural | TT=98 | REL=main | PRICES=860,730 | ROAD=HLLG) Đường khu 1 - Đoạn 1 Thửa | START=đất số 2 Thửa đất | END=số 18 1.200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0099-02 | SEC=non-agricultural | TT=99 | REL=main | PRICES=860,730 | ROAD=Đường khu 1 - Đoạn 2 Thửa | START=đất số 3 Thửa đất | END=số 19 1.200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0100-02 | SEC=non-agricultural | TT=100 | REL=main | PRICES=860,730 | ROAD=Thửa Đường khu 2 21 | START=đất số Thửa đất | END=số 29 1.200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0101-02 | SEC=non-agricultural | TT=101 | REL=main | PRICES=860,730 | ROAD=Thửa Đường khu 3 30 | START=đất số Thửa đất | END=số 43 1.200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0102-02 | SEC=non-agricultural | TT=102 | REL=main | PRICES=860,730 | ROAD=Thửa Đường khu 4 - Đoạn 1 44 | START=đất số Thửa đất | END=số 69 1 200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0103-02 | SEC=non-agricultural | TT=103 | REL=main | PRICES=860,730 | ROAD=Thửa Đường khu 4 - Đoạn 2 45 | START=đất số Thửa đất | END=số 68 1.200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0104-02 | SEC=non-agricultural | TT=104 | REL=main | PRICES=860,730 | ROAD=Thửa Đường khu 5 70 | START=đất số Thửa đất | END=số 81 1.200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0105-02 | SEC=non-agricultural | TT=105 | REL=main | PRICES=860,730 | ROAD=Thửa Đường khu 6 82 | START=đất số Thửa đất | END=số 106 1.200 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0106-02 | SEC=non-agricultural | TT=106 | REL=main | PRICES=340,290 | ROAD=Giáp Đường liên xã Lộc trấn Ninh - Lộc Quang (cũ) | START=ranh thị Lộc Ninh Cầu Bù Linh | END=490 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0107-02 | SEC=non-agricultural | TT=107 | REL=main | PRICES=280,240 | ROAD=Ngã Đường liên xã Lộc Nông Ninh - Lộc Hưng VII | START=Ngã ba Đường ba đội 2, liên xã Lộc trường Lộc Hưng đất số 802, đồ số 83 | END=Ninh - tại thửa 410 tờ bản | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0108-02 | SEC=non-agricultural | TT=108 | REL=main | PRICES=280,240 | ROAD=Ngã Đường liên xã Lộc an Ninh - Lộc Hưng 26 | START=Giáp ranh ba Công Hưng tại xã tại thửa số 352, tờ tờ bản 117 120 | END=xã Lộc thửa đất 410 bản đồ | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0109-02 | SEC=non-agricultural | TT=109 | REL=main | PRICES=280,240 | ROAD=Ngã Đường liên xã Lộc công Ninh - Lộc Hưng su tờ bản | START=tư đất Ngã ba Tam ty cao tại thửa đất tại thửa 41 tờ bản đồ 78 | END=Lang số 57, 410 83 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0110-02 | SEC=non-agricultural | TT=110 | REL=main | PRICES=580,500 | ROAD=Đường kè suối Lộc Cầu Ninh Lộc | START=chế biến Cầu Đỏ xã Hưng Ninh | END=Lộc 830 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0111-02 | SEC=non-agricultural | TT=111 | REL=main | PRICES=580,500 | ROAD=Cầu Đường kè suối cầu thôn Mua 3 | START=mua Lộc Thái Nhà ông | END=Năng 830 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0112-02 | SEC=non-agricultural | TT=112 | REL=main | PRICES=800,690 | ROAD=Những con đường chưa đặt tại thị trấn Lộc Ninh (cũ) đã rộng mặt đường ≥ 3,5m | START=tên trong khu quy được đầu tư nhựa | END=hoạch có độ 1.100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0113-02 | SEC=non-agricultural | TT=113 | REL=main | PRICES=750,640 | ROAD=Những con đường chưa đặt | START=tên trong khu quy | END=hoạch 1.100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0114-02 | SEC=non-agricultural | TT=114 | REL=main | PRICES=640,550 | ROAD=tại thị trấn Lộc Ninh (cũ) đã rộng mặt đường≥ 3,5m Những con đường chưa đặt tại thị trấn Lộc Ninh (cũ) chưa còn đường đất (hoặc rải sỏi) 3,5m | START=được đầu tư bê tông tên trong khu quy được đầu tư bê có độ rộng mặt đường | END=có độ hoạch tông vẫn 920 ≥ | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0115-02 | SEC=non-agricultural | TT=115 | REL=main | PRICES=480,410 | ROAD=Những con đường chưa đặt tại thị trấn Lộc Ninh (cũ) có không phân biệt bê tông hoặc | START=tên trong khu quy độ rộng mặt đường đường đất | END=hoạch < 3,5m 690 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0116-02 | SEC=non-agricultural | TT=116 | REL=main | PRICES=250,220 | ROAD=Các tuyến đường giao thông đường theo bản đồ địa chính | START=nông thôn có bề từ 3,5 m trở lên | END=rộng 360 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
ID=NQ28-067-S01-TT0117-02 | SEC=non-agricultural | TT=117 | REL=main | PRICES=190,160 | ROAD=Các tuyến đường còn lại | START= | END=270 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2,DUPLICATE_TT_IN_SEGMENT
