TABLE=056 | AREA=Phường Bình Phước | RECORDS=752 | GROUPS=319 | REVIEW=751
ID=NQ28-056-S01-TT0001-01 | SEC=non-agricultural | TT=1 | REL=main | PRICES=30100,25800 | ROAD=56. Phường Bình Phước Tên đường giao thông TT Đường Quốc lộ 14 | START=Đoạn Ngã tư Đồng Xoài | END=đường Giá đất Đường Đồng 43.000 Khởi | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0277-01 | SEC=non-agricultural | TT=277 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0278-01 | SEC=non-agricultural | TT=278 | REL=direct | PRICES=2400,2,0 | FLAGS=
ID=NQ28-056-S01-TT0279-01 | SEC=non-agricultural | TT=279 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0280-01 | SEC=non-agricultural | TT=280 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0281-01 | SEC=non-agricultural | TT=281 | REL=main | PRICES=2700,2300 | ROAD=được đầu tư mặt đường nhựa, bê tông xi măng Các tuyến đường giao thông | START=Ngã tư Đồng | END=Đường Lê 3.800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0282-01 | SEC=non-agricultural | TT=282 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0283-01 | SEC=non-agricultural | TT=283 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0284-01 | SEC=non-agricultural | TT=284 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0285-01 | SEC=non-agricultural | TT=285 | REL=direct | PRICES=2500,2100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0286-01 | SEC=non-agricultural | TT=286 | REL=direct | PRICES=2200,1900 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0287-01 | SEC=non-agricultural | TT=287 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0288-01 | SEC=non-agricultural | TT=288 | REL=direct | PRICES=2300,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0289-01 | SEC=non-agricultural | TT=289 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0290-01 | SEC=non-agricultural | TT=290 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0291-01 | SEC=non-agricultural | TT=291 | REL=direct | PRICES=2300,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0292-01 | SEC=non-agricultural | TT=292 | REL=direct | PRICES=2000,1700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0293-01 | SEC=non-agricultural | TT=293 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0294-01 | SEC=non-agricultural | TT=294 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0295-01 | SEC=non-agricultural | TT=295 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0296-01 | SEC=non-agricultural | TT=296 | REL=direct | PRICES=2300,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0297-01 | SEC=non-agricultural | TT=297 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0298-01 | SEC=non-agricultural | TT=298 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0299-01 | SEC=non-agricultural | TT=299 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0300-01 | SEC=non-agricultural | TT=300 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0301-01 | SEC=non-agricultural | TT=301 | REL=direct | PRICES=2200,1900 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0302-01 | SEC=non-agricultural | TT=302 | REL=direct | PRICES=1900,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0303-01 | SEC=non-agricultural | TT=303 | REL=direct | PRICES=2300,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0304-01 | SEC=non-agricultural | TT=304 | REL=direct | PRICES=2000,1700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0305-01 | SEC=non-agricultural | TT=305 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0306-01 | SEC=non-agricultural | TT=306 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0307-01 | SEC=non-agricultural | TT=307 | REL=direct | PRICES=2000,1700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0308-01 | SEC=non-agricultural | TT=308 | REL=direct | PRICES=1800,1500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0309-01 | SEC=non-agricultural | TT=309 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0310-01 | SEC=non-agricultural | TT=310 | REL=direct | PRICES=1500,1300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0311-01 | SEC=non-agricultural | TT=311 | REL=direct | PRICES=3600,3100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0312-01 | SEC=non-agricultural | TT=312 | REL=direct | PRICES=3300,2800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0313-01 | SEC=non-agricultural | TT=313 | REL=direct | PRICES=3200,2800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0314-01 | SEC=non-agricultural | TT=314 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0315-01 | SEC=non-agricultural | TT=315 | REL=direct | PRICES=3200,2800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0316-01 | SEC=non-agricultural | TT=316 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0317-01 | SEC=non-agricultural | TT=317 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0318-01 | SEC=non-agricultural | TT=318 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0319-01 | SEC=non-agricultural | TT=319 | REL=direct | PRICES=3300,2800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0320-01 | SEC=non-agricultural | TT=320 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0321-01 | SEC=non-agricultural | TT=321 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0322-01 | SEC=non-agricultural | TT=322 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0323-01 | SEC=non-agricultural | TT=323 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0324-01 | SEC=non-agricultural | TT=324 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0325-01 | SEC=non-agricultural | TT=325 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0326-01 | SEC=non-agricultural | TT=326 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0327-01 | SEC=non-agricultural | TT=327 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0328-01 | SEC=non-agricultural | TT=328 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0329-01 | SEC=non-agricultural | TT=329 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0330-01 | SEC=non-agricultural | TT=330 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0331-01 | SEC=non-agricultural | TT=331 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0332-01 | SEC=non-agricultural | TT=332 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0333-01 | SEC=non-agricultural | TT=333 | REL=direct | PRICES=2500,2100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0334-01 | SEC=non-agricultural | TT=334 | REL=direct | PRICES=2200,1900 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0335-01 | SEC=non-agricultural | TT=335 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0336-01 | SEC=non-agricultural | TT=336 | REL=direct | PRICES=2300,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0337-01 | SEC=non-agricultural | TT=337 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0338-01 | SEC=non-agricultural | TT=338 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0339-01 | SEC=non-agricultural | TT=339 | REL=direct | PRICES=2300,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0340-01 | SEC=non-agricultural | TT=340 | REL=direct | PRICES=2000,1700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0341-01 | SEC=non-agricultural | TT=341 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0342-01 | SEC=non-agricultural | TT=342 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0343-01 | SEC=non-agricultural | TT=343 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0344-01 | SEC=non-agricultural | TT=344 | REL=direct | PRICES=2300,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0345-01 | SEC=non-agricultural | TT=345 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0346-01 | SEC=non-agricultural | TT=346 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0347-01 | SEC=non-agricultural | TT=347 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0348-01 | SEC=non-agricultural | TT=348 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0349-01 | SEC=non-agricultural | TT=349 | REL=direct | PRICES=2200,1900 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0350-01 | SEC=non-agricultural | TT=350 | REL=direct | PRICES=1900,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0351-01 | SEC=non-agricultural | TT=351 | REL=direct | PRICES=2300,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0352-01 | SEC=non-agricultural | TT=352 | REL=direct | PRICES=2000,1700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0353-01 | SEC=non-agricultural | TT=353 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0354-01 | SEC=non-agricultural | TT=354 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0355-01 | SEC=non-agricultural | TT=355 | REL=direct | PRICES=2000,1700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0356-01 | SEC=non-agricultural | TT=356 | REL=direct | PRICES=1800,1500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0357-01 | SEC=non-agricultural | TT=357 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0358-01 | SEC=non-agricultural | TT=358 | REL=direct | PRICES=1500,1300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0359-01 | SEC=non-agricultural | TT=359 | REL=direct | PRICES=3600,3100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0360-01 | SEC=non-agricultural | TT=360 | REL=direct | PRICES=3300,2800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0361-01 | SEC=non-agricultural | TT=361 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0362-01 | SEC=non-agricultural | TT=362 | REL=direct | PRICES=3200,2800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0363-01 | SEC=non-agricultural | TT=363 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0364-01 | SEC=non-agricultural | TT=364 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0365-01 | SEC=non-agricultural | TT=365 | REL=direct | PRICES=3200,2800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0366-01 | SEC=non-agricultural | TT=366 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0367-01 | SEC=non-agricultural | TT=367 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0368-01 | SEC=non-agricultural | TT=368 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0369-01 | SEC=non-agricultural | TT=369 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0370-01 | SEC=non-agricultural | TT=370 | REL=direct | PRICES=2500,2100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0371-01 | SEC=non-agricultural | TT=371 | REL=direct | PRICES=3300,2800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0372-01 | SEC=non-agricultural | TT=372 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0373-01 | SEC=non-agricultural | TT=373 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0374-01 | SEC=non-agricultural | TT=374 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0375-01 | SEC=non-agricultural | TT=375 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0376-01 | SEC=non-agricultural | TT=376 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0377-01 | SEC=non-agricultural | TT=377 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0378-01 | SEC=non-agricultural | TT=378 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0379-01 | SEC=non-agricultural | TT=379 | REL=direct | PRICES=2300,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0380-01 | SEC=non-agricultural | TT=380 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0381-01 | SEC=non-agricultural | TT=381 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0382-01 | SEC=non-agricultural | TT=382 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0383-01 | SEC=non-agricultural | TT=383 | REL=direct | PRICES=2900,2500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0384-01 | SEC=non-agricultural | TT=384 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0385-01 | SEC=non-agricultural | TT=385 | REL=main | PRICES=2300,2000 | ROAD=dưới 4m đã được đầu tư mặt đường nhựa, bê tông xi măng Các tuyến đường giao thông | START=Hết ranh quy | END=Cầu số 2 3.300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0386-01 | SEC=non-agricultural | TT=386 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0387-01 | SEC=non-agricultural | TT=387 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0388-01 | SEC=non-agricultural | TT=388 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0389-01 | SEC=non-agricultural | TT=389 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0390-01 | SEC=non-agricultural | TT=390 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0391-01 | SEC=non-agricultural | TT=391 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0392-01 | SEC=non-agricultural | TT=392 | REL=direct | PRICES=2500,2100 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0393-01 | SEC=non-agricultural | TT=393 | REL=direct | PRICES=2200,1900 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0394-01 | SEC=non-agricultural | TT=394 | REL=direct | PRICES=1900,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0395-01 | SEC=non-agricultural | TT=395 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0396-01 | SEC=non-agricultural | TT=396 | REL=direct | PRICES=2300,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0397-01 | SEC=non-agricultural | TT=397 | REL=main | PRICES=2000,1700 | ROAD=được đầu tư mặt đường nhựa, bê tông xi măng Các tuyến đường giao thông | START=Hết ranh quy | END=Cầu số 2 2.900 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0398-01 | SEC=non-agricultural | TT=398 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0399-01 | SEC=non-agricultural | TT=399 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0400-01 | SEC=non-agricultural | TT=400 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0401-01 | SEC=non-agricultural | TT=401 | REL=direct | PRICES=2300,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0402-01 | SEC=non-agricultural | TT=402 | REL=direct | PRICES=2000,1700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0403-01 | SEC=non-agricultural | TT=403 | REL=main | PRICES=1800,1500 | ROAD=dưới 4m đã được đầu tư mặt đường nhựa, bê tông xi măng Các tuyến đường giao thông | START=Hết ranh quy | END=Cầu số 2 2.500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0404-01 | SEC=non-agricultural | TT=404 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0405-01 | SEC=non-agricultural | TT=405 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0406-01 | SEC=non-agricultural | TT=406 | REL=direct | PRICES=1500,1300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0407-01 | SEC=non-agricultural | TT=407 | REL=direct | PRICES=2700,2300 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0408-01 | SEC=non-agricultural | TT=408 | REL=direct | PRICES=2300,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0409-01 | SEC=non-agricultural | TT=409 | REL=direct | PRICES=2000,1700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0410-01 | SEC=non-agricultural | TT=410 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0411-01 | SEC=non-agricultural | TT=411 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0412-01 | SEC=non-agricultural | TT=412 | REL=direct | PRICES=1000,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0413-01 | SEC=non-agricultural | TT=413 | REL=direct | PRICES=2400,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0414-01 | SEC=non-agricultural | TT=414 | REL=direct | PRICES=2100,1800 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0415-01 | SEC=non-agricultural | TT=415 | REL=direct | PRICES=1800,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0416-01 | SEC=non-agricultural | TT=416 | REL=direct | PRICES=2200,1900 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0417-01 | SEC=non-agricultural | TT=417 | REL=direct | PRICES=1900,1600 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0418-01 | SEC=non-agricultural | TT=418 | REL=direct | PRICES=1700,1400 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0419-01 | SEC=non-agricultural | TT=419 | REL=direct | PRICES=2300,2000 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0420-01 | SEC=non-agricultural | TT=420 | REL=direct | PRICES=2000,1700 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
ID=NQ28-056-S01-TT0421-01 | SEC=non-agricultural | TT=421 | REL=direct | PRICES=1800,1500 | FLAGS=NON_AGRICULTURAL_PRICE_COLUMN_COUNT_2
