TABLE=056 | AREA=Phường Bình Phước | RECORDS=693 | GROUPS=258 | REVIEW=3
ID=NQ28-056-S01-TT0001-01 | SEC=agricultural | TT=1 | REL=main | PRICES=800,640,380 | ROAD=56. Phường Bình Phước Tên đường giao thông TT Đường Quốc lộ 14 | START=Đoạn Ngã tư Đồng Xoài | END=đường Giá trồng cây năm Đường Đồng Khởi | FLAGS=
ID=NQ28-056-S01-TT0461-01 | SEC=agricultural | TT=461 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0462-01 | SEC=agricultural | TT=462 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0463-01 | SEC=agricultural | TT=463 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0464-01 | SEC=agricultural | TT=464 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0465-01 | SEC=agricultural | TT=465 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0466-01 | SEC=agricultural | TT=466 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0467-01 | SEC=agricultural | TT=467 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0468-01 | SEC=agricultural | TT=468 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0469-01 | SEC=agricultural | TT=469 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0470-01 | SEC=agricultural | TT=470 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0471-01 | SEC=agricultural | TT=471 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0472-01 | SEC=agricultural | TT=472 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0473-01 | SEC=agricultural | TT=473 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0474-01 | SEC=agricultural | TT=474 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0475-01 | SEC=agricultural | TT=475 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0476-01 | SEC=agricultural | TT=476 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0477-01 | SEC=agricultural | TT=477 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0478-01 | SEC=agricultural | TT=478 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0479-01 | SEC=agricultural | TT=479 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0480-01 | SEC=agricultural | TT=480 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0481-01 | SEC=agricultural | TT=481 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0482-01 | SEC=agricultural | TT=482 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0483-01 | SEC=agricultural | TT=483 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0484-01 | SEC=agricultural | TT=484 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0485-01 | SEC=agricultural | TT=485 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0486-01 | SEC=agricultural | TT=486 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0487-01 | SEC=agricultural | TT=487 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0488-01 | SEC=agricultural | TT=488 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0489-01 | SEC=agricultural | TT=489 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0490-01 | SEC=agricultural | TT=490 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0491-01 | SEC=agricultural | TT=491 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0492-01 | SEC=agricultural | TT=492 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0493-01 | SEC=agricultural | TT=493 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0494-01 | SEC=agricultural | TT=494 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0495-01 | SEC=agricultural | TT=495 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0496-01 | SEC=agricultural | TT=496 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0497-01 | SEC=agricultural | TT=497 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0498-01 | SEC=agricultural | TT=498 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0499-01 | SEC=agricultural | TT=499 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0500-01 | SEC=agricultural | TT=500 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0501-01 | SEC=agricultural | TT=501 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0502-01 | SEC=agricultural | TT=502 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0503-01 | SEC=agricultural | TT=503 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0504-01 | SEC=agricultural | TT=504 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0505-01 | SEC=agricultural | TT=505 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0506-01 | SEC=agricultural | TT=506 | REL=main | PRICES=430,340,200 | ROAD=măng Các tuyến đường giao | START=thông Ngã tư Đồng | END=Đường Nơ | FLAGS=
ID=NQ28-056-S01-TT0507-01 | SEC=agricultural | TT=507 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0508-01 | SEC=agricultural | TT=508 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0509-01 | SEC=agricultural | TT=509 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0510-01 | SEC=agricultural | TT=510 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0511-01 | SEC=agricultural | TT=511 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0512-01 | SEC=agricultural | TT=512 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0513-01 | SEC=agricultural | TT=513 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0514-01 | SEC=agricultural | TT=514 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0515-01 | SEC=agricultural | TT=515 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0516-01 | SEC=agricultural | TT=516 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0517-01 | SEC=agricultural | TT=517 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0518-01 | SEC=agricultural | TT=518 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0519-01 | SEC=agricultural | TT=519 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0520-01 | SEC=agricultural | TT=520 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0521-01 | SEC=agricultural | TT=521 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0522-01 | SEC=agricultural | TT=522 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0523-01 | SEC=agricultural | TT=523 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0524-01 | SEC=agricultural | TT=524 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0525-01 | SEC=agricultural | TT=525 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0526-01 | SEC=agricultural | TT=526 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0527-01 | SEC=agricultural | TT=527 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0528-01 | SEC=agricultural | TT=528 | REL=main | PRICES=430,340,200 | ROAD=được đầu tư mặt đường nhựa, bê tông xi măng Các tuyến đường giao | START=thông Ngã tư Đồng | END=Đường Nơ | FLAGS=
ID=NQ28-056-S01-TT0529-01 | SEC=agricultural | TT=529 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0530-01 | SEC=agricultural | TT=530 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0531-01 | SEC=agricultural | TT=531 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0532-01 | SEC=agricultural | TT=532 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0533-01 | SEC=agricultural | TT=533 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0534-01 | SEC=agricultural | TT=534 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0535-01 | SEC=agricultural | TT=535 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0536-01 | SEC=agricultural | TT=536 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0537-01 | SEC=agricultural | TT=537 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0538-01 | SEC=agricultural | TT=538 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0539-01 | SEC=agricultural | TT=539 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0540-01 | SEC=agricultural | TT=540 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0541-01 | SEC=agricultural | TT=541 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0542-01 | SEC=agricultural | TT=542 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0543-01 | SEC=agricultural | TT=543 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0544-01 | SEC=agricultural | TT=544 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0545-01 | SEC=agricultural | TT=545 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0546-01 | SEC=agricultural | TT=546 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0547-01 | SEC=agricultural | TT=547 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0548-01 | SEC=agricultural | TT=548 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0549-01 | SEC=agricultural | TT=549 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0550-01 | SEC=agricultural | TT=550 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0551-01 | SEC=agricultural | TT=551 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0552-01 | SEC=agricultural | TT=552 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0553-01 | SEC=agricultural | TT=553 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0554-01 | SEC=agricultural | TT=554 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0555-01 | SEC=agricultural | TT=555 | REL=main | PRICES=430,340,200 | ROAD=4m trở lên đã được đầu mặt đường nhựa, bê tông măng Các tuyến đường giao | START=tư xi thông Giáp ranh đất | END=Giáp ranh xã | FLAGS=
ID=NQ28-056-S01-TT0556-01 | SEC=agricultural | TT=556 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0557-01 | SEC=agricultural | TT=557 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0558-01 | SEC=agricultural | TT=558 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0559-01 | SEC=agricultural | TT=559 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0560-01 | SEC=agricultural | TT=560 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0561-01 | SEC=agricultural | TT=561 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0562-01 | SEC=agricultural | TT=562 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0563-01 | SEC=agricultural | TT=563 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0564-01 | SEC=agricultural | TT=564 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0565-01 | SEC=agricultural | TT=565 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0566-01 | SEC=agricultural | TT=566 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0567-01 | SEC=agricultural | TT=567 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0568-01 | SEC=agricultural | TT=568 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0569-01 | SEC=agricultural | TT=569 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0570-01 | SEC=agricultural | TT=570 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0571-01 | SEC=agricultural | TT=571 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0572-01 | SEC=agricultural | TT=572 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0573-01 | SEC=agricultural | TT=573 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0574-01 | SEC=agricultural | TT=574 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0575-01 | SEC=agricultural | TT=575 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0576-01 | SEC=agricultural | TT=576 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0577-01 | SEC=agricultural | TT=577 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0578-01 | SEC=agricultural | TT=578 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0579-01 | SEC=agricultural | TT=579 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0580-01 | SEC=agricultural | TT=580 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0581-01 | SEC=agricultural | TT=581 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0582-01 | SEC=agricultural | TT=582 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0583-01 | SEC=agricultural | TT=583 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0584-01 | SEC=agricultural | TT=584 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0585-01 | SEC=agricultural | TT=585 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0587-01 | SEC=agricultural | TT=587 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0588-01 | SEC=agricultural | TT=588 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0589-01 | SEC=agricultural | TT=589 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0590-01 | SEC=agricultural | TT=590 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0591-01 | SEC=agricultural | TT=591 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0592-01 | SEC=agricultural | TT=592 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0593-01 | SEC=agricultural | TT=593 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0594-01 | SEC=agricultural | TT=594 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0595-01 | SEC=agricultural | TT=595 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0596-01 | SEC=agricultural | TT=596 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0597-01 | SEC=agricultural | TT=597 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0598-01 | SEC=agricultural | TT=598 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0599-01 | SEC=agricultural | TT=599 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0600-01 | SEC=agricultural | TT=600 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0601-01 | SEC=agricultural | TT=601 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0602-01 | SEC=agricultural | TT=602 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0603-01 | SEC=agricultural | TT=603 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0604-01 | SEC=agricultural | TT=604 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0605-01 | SEC=agricultural | TT=605 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0606-01 | SEC=agricultural | TT=606 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0607-01 | SEC=agricultural | TT=607 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0608-01 | SEC=agricultural | TT=608 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0609-01 | SEC=agricultural | TT=609 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0610-01 | SEC=agricultural | TT=610 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0611-01 | SEC=agricultural | TT=611 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0612-01 | SEC=agricultural | TT=612 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0613-01 | SEC=agricultural | TT=613 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0614-01 | SEC=agricultural | TT=614 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0615-01 | SEC=agricultural | TT=615 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0616-01 | SEC=agricultural | TT=616 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0617-01 | SEC=agricultural | TT=617 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0618-01 | SEC=agricultural | TT=618 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0619-01 | SEC=agricultural | TT=619 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0620-01 | SEC=agricultural | TT=620 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0621-01 | SEC=agricultural | TT=621 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0622-01 | SEC=agricultural | TT=622 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0623-01 | SEC=agricultural | TT=623 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0624-01 | SEC=agricultural | TT=624 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0625-01 | SEC=agricultural | TT=625 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0626-01 | SEC=agricultural | TT=626 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0627-01 | SEC=agricultural | TT=627 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0628-01 | SEC=agricultural | TT=628 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0629-01 | SEC=agricultural | TT=629 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0630-01 | SEC=agricultural | TT=630 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0631-01 | SEC=agricultural | TT=631 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0632-01 | SEC=agricultural | TT=632 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0633-01 | SEC=agricultural | TT=633 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0634-01 | SEC=agricultural | TT=634 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0635-01 | SEC=agricultural | TT=635 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0636-01 | SEC=agricultural | TT=636 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0637-01 | SEC=agricultural | TT=637 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0638-01 | SEC=agricultural | TT=638 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0639-01 | SEC=agricultural | TT=639 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0640-01 | SEC=agricultural | TT=640 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0641-01 | SEC=agricultural | TT=641 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0642-01 | SEC=agricultural | TT=642 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0643-01 | SEC=agricultural | TT=643 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0644-01 | SEC=agricultural | TT=644 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0645-01 | SEC=agricultural | TT=645 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0646-01 | SEC=agricultural | TT=646 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0647-01 | SEC=agricultural | TT=647 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0648-01 | SEC=agricultural | TT=648 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0649-01 | SEC=agricultural | TT=649 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0650-01 | SEC=agricultural | TT=650 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0651-01 | SEC=agricultural | TT=651 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0652-01 | SEC=agricultural | TT=652 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0653-01 | SEC=agricultural | TT=653 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0654-01 | SEC=agricultural | TT=654 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0655-01 | SEC=agricultural | TT=655 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0656-01 | SEC=agricultural | TT=656 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0657-01 | SEC=agricultural | TT=657 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0658-01 | SEC=agricultural | TT=658 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0659-01 | SEC=agricultural | TT=659 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0660-01 | SEC=agricultural | TT=660 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0661-01 | SEC=agricultural | TT=661 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0662-01 | SEC=agricultural | TT=662 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0663-01 | SEC=agricultural | TT=663 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0664-01 | SEC=agricultural | TT=664 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0665-01 | SEC=agricultural | TT=665 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0666-01 | SEC=agricultural | TT=666 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0667-01 | SEC=agricultural | TT=667 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0668-01 | SEC=agricultural | TT=668 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0669-01 | SEC=agricultural | TT=669 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0670-01 | SEC=agricultural | TT=670 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0671-01 | SEC=agricultural | TT=671 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0672-01 | SEC=agricultural | TT=672 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0673-01 | SEC=agricultural | TT=673 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0674-01 | SEC=agricultural | TT=674 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0675-01 | SEC=agricultural | TT=675 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0676-01 | SEC=agricultural | TT=676 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0677-01 | SEC=agricultural | TT=677 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0678-01 | SEC=agricultural | TT=678 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0679-01 | SEC=agricultural | TT=679 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0680-01 | SEC=agricultural | TT=680 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0681-01 | SEC=agricultural | TT=681 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0682-01 | SEC=agricultural | TT=682 | REL=direct | PRICES=430,340,200 | FLAGS=
ID=NQ28-056-S01-TT0683-01 | SEC=agricultural | TT=683 | REL=direct | PRICES=430,340,200 | FLAGS=
