TABLE=020 | AREA=Phường Bảo Vinh | SECTION=agricultural | SEGMENTS=1
P=0673 | X=0505.390-0522.030 | Y=0698.070-0707.390 | 210
P=0673 | X=0108.770-0244.520 | Y=0707.730-0718.970 | đường nhựa, bê tông xi măng:
P=0674 | X=0108.770-0386.180 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0674 | X=0108.770-0332.410 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0674 | X=0108.770-0394.030 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0674 | X=0108.770-0424.490 | Y=0125.330-0136.570 | Đường Duy Tân đoạn từ Đường Hàm Nghi đến Giáp ranh xã Xuân Lộc
P=0674 | X=0108.770-0315.620 | Y=0136.850-0148.090 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0674 | X=0093.620-0104.740 | Y=0144.730-0154.050 | 96
P=0674 | X=0456.650-0473.290 | Y=0144.730-0154.050 | 470
P=0674 | X=0505.390-0522.030 | Y=0144.730-0154.050 | 340
P=0674 | X=0108.770-0331.680 | Y=0154.370-0165.610 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0674 | X=0108.770-0385.940 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0674 | X=0108.770-0394.030 | Y=0189.410-0200.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0674 | X=0108.770-0424.490 | Y=0200.950-0212.190 | Đường Duy Tân đoạn từ Đường Hàm Nghi đến Giáp ranh xã Xuân Lộc
P=0674 | X=0108.770-0315.620 | Y=0212.470-0223.710 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0674 | X=0093.620-0331.940 | Y=0229.990-0244.310 | 97 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0674 | X=0456.650-0473.290 | Y=0234.990-0244.310 | 370
P=0674 | X=0505.390-0522.030 | Y=0234.990-0244.310 | 270
P=0674 | X=0108.770-0415.190 | Y=0247.510-0258.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0674 | X=0108.770-0142.290 | Y=0259.030-0270.270 | ≤600m.
P=0674 | X=0108.770-0331.940 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0674 | X=0108.770-0394.030 | Y=0294.340-0305.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0674 | X=0108.770-0424.490 | Y=0305.860-0317.100 | Đường Duy Tân đoạn từ Đường Hàm Nghi đến Giáp ranh xã Xuân Lộc
P=0674 | X=0108.770-0315.620 | Y=0317.380-0328.620 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0674 | X=0093.620-0104.740 | Y=0325.260-0334.580 | 98
P=0674 | X=0456.650-0473.290 | Y=0325.260-0334.580 | 310
P=0674 | X=0505.390-0522.030 | Y=0325.260-0334.580 | 210
P=0674 | X=0108.770-0386.180 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0674 | X=0108.770-0335.060 | Y=0352.420-0363.660 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0674 | X=0331.320-0428.140 | Y=0369.960-0381.200 | Đường vào Miếu Ông
P=0674 | X=0093.620-0162.130 | Y=0375.720-0386.960 | 99 Đường số 4
P=0674 | X=0242.260-0314.580 | Y=0375.720-0386.960 | Đường Duy Tân
P=0674 | X=0456.650-0473.290 | Y=0377.600-0386.920 | 700
P=0674 | X=0505.390-0522.030 | Y=0377.600-0386.920 | 580
P=0674 | X=0331.320-0344.120 | Y=0383.360-0392.680 | Hổ
P=0674 | X=0108.770-0416.090 | Y=0399.240-0410.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 4 đoạn từ
P=0674 | X=0108.770-0419.510 | Y=0410.760-0422.000 | Đường Duy Tân đến Đường vào Miếu Ông Hổ có hiện trạng là đường
P=0674 | X=0108.770-0211.880 | Y=0422.280-0433.520 | nhựa, bê tông xi măng:
P=0674 | X=0090.740-0107.380 | Y=0430.160-0439.480 | 100
P=0674 | X=0456.650-0473.290 | Y=0430.160-0439.480 | 470
P=0674 | X=0505.390-0522.030 | Y=0430.160-0439.480 | 340
P=0674 | X=0108.770-0331.680 | Y=0439.800-0451.040 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0674 | X=0108.770-0385.940 | Y=0457.340-0468.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0674 | X=0108.770-0416.090 | Y=0475.100-0486.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 4 đoạn từ
P=0674 | X=0108.770-0419.510 | Y=0486.620-0497.860 | Đường Duy Tân đến Đường vào Miếu Ông Hổ có hiện trạng là đường
P=0674 | X=0108.770-0211.880 | Y=0498.140-0509.380 | nhựa, bê tông xi măng:
P=0674 | X=0090.740-0331.940 | Y=0515.660-0529.740 | 101 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0674 | X=0456.650-0473.290 | Y=0520.420-0529.740 | 370
P=0674 | X=0505.390-0522.030 | Y=0520.420-0529.740 | 270
P=0674 | X=0108.770-0415.190 | Y=0533.210-0544.450 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0674 | X=0108.770-0142.290 | Y=0544.490-0555.730 | ≤600m.
P=0674 | X=0108.770-0331.940 | Y=0562.010-0573.250 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0674 | X=0108.770-0416.090 | Y=0579.770-0591.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường số 4 đoạn từ
P=0674 | X=0108.770-0419.510 | Y=0591.290-0602.530 | Đường Duy Tân đến Đường vào Miếu Ông Hổ có hiện trạng là đường
P=0674 | X=0108.770-0211.880 | Y=0602.810-0614.050 | nhựa, bê tông xi măng:
P=0674 | X=0090.740-0107.380 | Y=0610.690-0620.010 | 102
P=0674 | X=0456.650-0473.290 | Y=0610.690-0620.010 | 310
P=0674 | X=0505.390-0522.030 | Y=0610.690-0620.010 | 210
P=0674 | X=0108.770-0386.180 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0674 | X=0108.770-0332.410 | Y=0637.870-0649.110 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0674 | X=0108.770-0394.030 | Y=0655.630-0666.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0674 | X=0108.770-0422.380 | Y=0667.150-0678.390 | Đường số 4 đoạn từ Đường Duy Tân đến Đường vào Miếu Ông Hổ có
P=0674 | X=0090.740-0302.380 | Y=0677.670-0689.910 | 103 hiện trạng là đường nhựa, bê tông xi măng:
P=0674 | X=0456.650-0473.290 | Y=0677.670-0686.990 | 470
P=0674 | X=0505.390-0522.030 | Y=0677.670-0686.990 | 340
P=0674 | X=0108.770-0331.680 | Y=0696.190-0707.430 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0675 | X=0108.770-0385.970 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0675 | X=0108.770-0394.030 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0675 | X=0108.770-0422.380 | Y=0107.780-0119.020 | Đường số 4 đoạn từ Đường Duy Tân đến Đường vào Miếu Ông Hổ có
P=0675 | X=0108.770-0302.380 | Y=0119.330-0130.570 | hiện trạng là đường nhựa, bê tông xi măng:
P=0675 | X=0090.740-0331.940 | Y=0136.850-0150.930 | 104 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0675 | X=0456.650-0473.290 | Y=0141.610-0150.930 | 370
P=0675 | X=0505.390-0522.030 | Y=0141.610-0150.930 | 270
P=0675 | X=0108.770-0415.190 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0675 | X=0108.770-0142.290 | Y=0165.650-0176.890 | ≤600m.
P=0675 | X=0108.770-0331.940 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0675 | X=0108.770-0394.030 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0675 | X=0108.770-0422.380 | Y=0212.470-0223.710 | Đường số 4 đoạn từ Đường Duy Tân đến Đường vào Miếu Ông Hổ có
P=0675 | X=0108.770-0302.380 | Y=0223.990-0235.230 | hiện trạng là đường nhựa, bê tông xi măng:
P=0675 | X=0090.740-0107.380 | Y=0231.870-0241.190 | 105
P=0675 | X=0456.650-0473.290 | Y=0231.870-0241.190 | 310
P=0675 | X=0505.390-0522.030 | Y=0231.870-0241.190 | 210
P=0675 | X=0108.770-0386.180 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0675 | X=0108.770-0335.060 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0675 | X=0108.770-0223.840 | Y=0276.790-0288.030 | Đường Hàm Nghi (đường
P=0675 | X=0331.320-0419.180 | Y=0276.790-0288.030 | Đường Ruộng Tre -
P=0675 | X=0090.740-0107.380 | Y=0284.460-0293.780 | 106
P=0675 | X=0242.260-0321.930 | Y=0284.460-0293.780 | Ngã ba Ông Phúc
P=0675 | X=0456.650-0473.290 | Y=0284.460-0293.780 | 700
P=0675 | X=0505.390-0522.030 | Y=0284.460-0293.780 | 580
P=0675 | X=0108.770-0162.290 | Y=0290.220-0299.540 | Bảo Vinh B)
P=0675 | X=0331.320-0363.800 | Y=0290.220-0299.540 | Thọ An
P=0675 | X=0108.770-0404.350 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hàm Nghi
P=0675 | X=0108.770-0428.090 | Y=0317.620-0328.860 | (đường Bảo Vinh B) đoạn từ Ngã ba Ông Phúc đến Đường Ruộng Tre -
P=0675 | X=0108.770-0350.660 | Y=0329.140-0340.380 | Thọ An có hiện trạng là đường nhựa, bê tông xi măng:
P=0675 | X=0090.740-0107.380 | Y=0337.020-0346.340 | 107
P=0675 | X=0456.650-0473.290 | Y=0337.020-0346.340 | 470
P=0675 | X=0505.390-0522.030 | Y=0337.020-0346.340 | 340
P=0675 | X=0108.770-0331.680 | Y=0346.660-0357.900 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0675 | X=0108.770-0385.980 | Y=0363.940-0375.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0675 | X=0108.770-0404.350 | Y=0381.720-0392.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hàm Nghi
P=0675 | X=0108.770-0428.090 | Y=0393.240-0404.480 | (đường Bảo Vinh B) đoạn từ Ngã ba Ông Phúc đến Đường Ruộng Tre -
P=0675 | X=0108.770-0350.660 | Y=0404.760-0416.000 | Thọ An có hiện trạng là đường nhựa, bê tông xi măng:
P=0675 | X=0090.740-0331.940 | Y=0422.280-0436.600 | 108 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0675 | X=0456.650-0473.290 | Y=0427.280-0436.600 | 370
P=0675 | X=0505.390-0522.030 | Y=0427.280-0436.600 | 270
P=0675 | X=0108.770-0415.190 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0675 | X=0108.770-0142.290 | Y=0451.340-0462.580 | ≤600m.
P=0675 | X=0108.770-0331.940 | Y=0468.860-0480.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0675 | X=0108.770-0404.350 | Y=0486.620-0497.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hàm Nghi
P=0675 | X=0108.770-0428.090 | Y=0498.140-0509.380 | (đường Bảo Vinh B) đoạn từ Ngã ba Ông Phúc đến Đường Ruộng Tre -
P=0675 | X=0108.770-0350.660 | Y=0509.660-0520.900 | Thọ An có hiện trạng là đường nhựa, bê tông xi măng:
P=0675 | X=0090.740-0107.380 | Y=0517.540-0526.860 | 109
P=0675 | X=0456.650-0473.290 | Y=0517.540-0526.860 | 310
P=0675 | X=0505.390-0522.030 | Y=0517.540-0526.860 | 210
P=0675 | X=0108.770-0386.180 | Y=0527.180-0538.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0675 | X=0108.770-0332.410 | Y=0544.490-0555.730 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0675 | X=0108.770-0394.030 | Y=0562.250-0573.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0675 | X=0108.770-0419.020 | Y=0573.770-0585.010 | Đường Hàm Nghi (đường Bảo Vinh B) đoạn từ Ngã ba Ông Phúc đến
P=0675 | X=0108.770-0410.620 | Y=0585.290-0596.530 | Đường Ruộng Tre - Thọ An có hiện trạng là đường nhựa, bê tông xi
P=0675 | X=0090.740-0136.770 | Y=0596.810-0608.250 | 110 măng:
P=0675 | X=0456.650-0473.290 | Y=0598.930-0608.250 | 470
P=0675 | X=0505.390-0522.030 | Y=0598.930-0608.250 | 340
P=0675 | X=0108.770-0331.680 | Y=0614.330-0625.570 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0675 | X=0108.770-0385.940 | Y=0631.870-0643.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0675 | X=0108.770-0394.030 | Y=0649.630-0660.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0675 | X=0108.770-0419.020 | Y=0661.150-0672.390 | Đường Hàm Nghi (đường Bảo Vinh B) đoạn từ Ngã ba Ông Phúc đến
P=0675 | X=0090.740-0410.620 | Y=0672.670-0686.750 | 111 Đường Ruộng Tre - Thọ An có hiện trạng là đường nhựa, bê tông xi
P=0675 | X=0456.650-0473.290 | Y=0677.430-0686.750 | 370
P=0675 | X=0505.390-0522.030 | Y=0677.430-0686.750 | 270
P=0675 | X=0108.770-0136.770 | Y=0684.190-0695.430 | măng:
P=0675 | X=0108.770-0331.940 | Y=0701.730-0712.970 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0676 | X=0108.770-0415.190 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0676 | X=0108.770-0142.290 | Y=0090.020-0101.260 | ≤600m.
P=0676 | X=0108.770-0331.940 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0676 | X=0108.770-0394.030 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0676 | X=0108.770-0419.020 | Y=0136.850-0148.090 | Đường Hàm Nghi (đường Bảo Vinh B) đoạn từ Ngã ba Ông Phúc đến
P=0676 | X=0108.770-0410.620 | Y=0148.370-0159.610 | Đường Ruộng Tre - Thọ An có hiện trạng là đường nhựa, bê tông xi
P=0676 | X=0090.740-0136.770 | Y=0159.650-0171.330 | 112 măng:
P=0676 | X=0456.650-0473.290 | Y=0162.010-0171.330 | 310
P=0676 | X=0505.390-0522.030 | Y=0162.010-0171.330 | 210
P=0676 | X=0108.770-0386.180 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0676 | X=0108.770-0335.060 | Y=0194.690-0205.930 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0676 | X=0108.770-0223.840 | Y=0212.470-0223.710 | Đường Hàm Nghi (đường
P=0676 | X=0242.260-0422.570 | Y=0212.470-0223.710 | Đường Ruộng Tre - Đường Bảo Quang -
P=0676 | X=0090.740-0107.380 | Y=0220.110-0229.430 | 113
P=0676 | X=0456.650-0473.290 | Y=0220.110-0229.430 | 700
P=0676 | X=0505.390-0522.030 | Y=0220.110-0229.430 | 580
P=0676 | X=0108.770-0162.290 | Y=0225.870-0235.190 | Bảo Vinh B)
P=0676 | X=0242.260-0274.740 | Y=0225.870-0235.190 | Thọ An
P=0676 | X=0331.320-0374.540 | Y=0225.870-0235.190 | Xuân Bắc
P=0676 | X=0108.770-0404.350 | Y=0241.750-0252.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hàm Nghi
P=0676 | X=0108.770-0415.190 | Y=0253.270-0264.510 | (đường Bảo Vinh B) đoạn từ Đường Ruộng Tre - Thọ An đến Đường
P=0676 | X=0108.770-0421.230 | Y=0264.790-0276.030 | Bảo Quang - Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=0676 | X=0090.740-0107.380 | Y=0272.670-0281.990 | 114
P=0676 | X=0456.650-0473.290 | Y=0272.670-0281.990 | 470
P=0676 | X=0505.390-0522.030 | Y=0272.670-0281.990 | 340
P=0676 | X=0108.770-0331.680 | Y=0282.340-0293.580 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0676 | X=0108.770-0385.940 | Y=0299.860-0311.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0676 | X=0108.770-0404.350 | Y=0317.620-0328.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hàm Nghi
P=0676 | X=0108.770-0415.190 | Y=0329.140-0340.380 | (đường Bảo Vinh B) đoạn từ Đường Ruộng Tre - Thọ An đến Đường
P=0676 | X=0108.770-0421.230 | Y=0340.660-0351.900 | Bảo Quang - Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=0676 | X=0090.740-0331.940 | Y=0357.940-0372.260 | 115 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0676 | X=0456.650-0473.290 | Y=0362.940-0372.260 | 370
P=0676 | X=0505.390-0522.030 | Y=0362.940-0372.260 | 270
P=0676 | X=0108.770-0415.190 | Y=0375.480-0386.720 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0676 | X=0108.770-0142.290 | Y=0387.000-0398.240 | ≤600m.
P=0676 | X=0108.770-0331.940 | Y=0404.520-0415.760 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0676 | X=0108.770-0404.350 | Y=0422.280-0433.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hàm Nghi
P=0676 | X=0108.770-0415.190 | Y=0433.800-0445.040 | (đường Bảo Vinh B) đoạn từ Đường Ruộng Tre - Thọ An đến Đường
P=0676 | X=0108.770-0421.230 | Y=0445.320-0456.560 | Bảo Quang - Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=0676 | X=0090.740-0107.380 | Y=0453.220-0462.540 | 116
P=0676 | X=0456.650-0473.290 | Y=0453.220-0462.540 | 310
P=0676 | X=0505.390-0522.030 | Y=0453.220-0462.540 | 210
P=0676 | X=0108.770-0386.180 | Y=0462.860-0474.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0676 | X=0108.770-0332.410 | Y=0480.380-0491.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0676 | X=0108.770-0394.030 | Y=0498.140-0509.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0676 | X=0108.770-0427.930 | Y=0509.660-0520.900 | Đường Hàm Nghi (đường Bảo Vinh B) đoạn từ Đường Ruộng Tre - Thọ
P=0676 | X=0108.770-0427.420 | Y=0521.180-0532.420 | An đến Đường Bảo Quang - Xuân Bắc có hiện trạng là đường nhựa, bê
P=0676 | X=0090.740-0168.930 | Y=0532.490-0544.170 | 117 tông xi măng:
P=0676 | X=0456.650-0473.290 | Y=0534.850-0544.170 | 470
P=0676 | X=0505.390-0522.030 | Y=0534.850-0544.170 | 340
P=0676 | X=0108.770-0331.680 | Y=0550.010-0561.250 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0676 | X=0108.770-0385.960 | Y=0567.530-0578.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0676 | X=0108.770-0394.030 | Y=0585.290-0596.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0676 | X=0108.770-0427.930 | Y=0596.810-0608.050 | Đường Hàm Nghi (đường Bảo Vinh B) đoạn từ Đường Ruộng Tre - Thọ
P=0676 | X=0108.770-0427.420 | Y=0608.330-0619.570 | An đến Đường Bảo Quang - Xuân Bắc có hiện trạng là đường nhựa, bê
P=0676 | X=0108.770-0168.930 | Y=0619.870-0631.110 | tông xi măng:
P=0676 | X=0090.740-0331.940 | Y=0636.390-0648.630 | 118 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0676 | X=0456.650-0473.290 | Y=0636.390-0645.710 | 370
P=0676 | X=0505.390-0522.030 | Y=0636.390-0645.710 | 270
P=0676 | X=0108.770-0415.190 | Y=0654.910-0666.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0676 | X=0108.770-0142.290 | Y=0666.430-0677.670 | ≤600m.
P=0676 | X=0108.770-0331.940 | Y=0683.950-0695.190 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0676 | X=0090.740-0394.030 | Y=0701.730-0712.970 | 119 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0676 | X=0456.650-0473.290 | Y=0703.620-0712.940 | 310
P=0676 | X=0505.390-0522.030 | Y=0703.620-0712.940 | 210
P=0677 | X=0108.770-0427.930 | Y=0072.500-0083.740 | Đường Hàm Nghi (đường Bảo Vinh B) đoạn từ Đường Ruộng Tre - Thọ
P=0677 | X=0108.770-0427.420 | Y=0084.020-0095.260 | An đến Đường Bảo Quang - Xuân Bắc có hiện trạng là đường nhựa, bê
P=0677 | X=0108.770-0168.930 | Y=0095.540-0106.780 | tông xi măng:
P=0677 | X=0108.770-0386.180 | Y=0113.060-0124.300 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0677 | X=0108.770-0335.060 | Y=0130.610-0141.850 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0677 | X=0242.260-0414.680 | Y=0148.370-0159.610 | Đường Ruộng Tre - Giáp ranh xã Xuân
P=0677 | X=0090.740-0224.060 | Y=0154.130-0165.370 | 120 Đường tổ 1 ấp Ruộng Tre
P=0677 | X=0456.650-0473.290 | Y=0156.010-0165.330 | 410
P=0677 | X=0505.390-0522.030 | Y=0156.010-0165.330 | 350
P=0677 | X=0242.260-0274.740 | Y=0161.530-0170.850 | Thọ An
P=0677 | X=0331.320-0347.400 | Y=0161.530-0170.850 | Lộc
P=0677 | X=0108.770-0422.870 | Y=0177.410-0188.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tổ 1 ấp Ruộng
P=0677 | X=0108.770-0424.530 | Y=0188.930-0200.170 | Tre đoạn từ Đường Ruộng Tre - Thọ An đến Giáp ranh xã Xuân Lộc có
P=0677 | X=0108.770-0302.380 | Y=0200.470-0211.710 | hiện trạng là đường nhựa, bê tông xi măng:
P=0677 | X=0090.740-0107.380 | Y=0208.350-0217.670 | 121
P=0677 | X=0456.650-0473.290 | Y=0208.350-0217.670 | 260
P=0677 | X=0505.390-0522.030 | Y=0208.350-0217.670 | 230
P=0677 | X=0108.770-0331.680 | Y=0217.990-0229.230 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0677 | X=0108.770-0385.940 | Y=0235.510-0246.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0677 | X=0108.770-0422.870 | Y=0253.270-0264.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tổ 1 ấp Ruộng
P=0677 | X=0108.770-0424.530 | Y=0264.790-0276.030 | Tre đoạn từ Đường Ruộng Tre - Thọ An đến Giáp ranh xã Xuân Lộc có
P=0677 | X=0108.770-0302.410 | Y=0276.310-0287.550 | hiện trạng là đường nhựa, bê tông xi măng:
P=0677 | X=0090.740-0331.940 | Y=0293.860-0307.940 | 122 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0677 | X=0456.650-0473.290 | Y=0298.620-0307.940 | 210
P=0677 | X=0505.390-0522.030 | Y=0298.620-0307.940 | 190
P=0677 | X=0108.770-0415.190 | Y=0311.380-0322.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0677 | X=0108.770-0142.290 | Y=0322.900-0334.140 | ≤600m.
P=0677 | X=0108.770-0331.940 | Y=0340.420-0351.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0677 | X=0108.770-0422.870 | Y=0357.940-0369.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tổ 1 ấp Ruộng
P=0677 | X=0108.770-0424.530 | Y=0369.480-0380.720 | Tre đoạn từ Đường Ruộng Tre - Thọ An đến Giáp ranh xã Xuân Lộc có
P=0677 | X=0108.770-0302.380 | Y=0381.000-0392.240 | hiện trạng là đường nhựa, bê tông xi măng:
P=0677 | X=0090.740-0107.380 | Y=0388.880-0398.200 | 123
P=0677 | X=0456.650-0473.290 | Y=0388.880-0398.200 | 150
P=0677 | X=0505.390-0522.030 | Y=0388.880-0398.200 | 140
P=0677 | X=0108.770-0386.180 | Y=0398.520-0409.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0677 | X=0108.770-0332.410 | Y=0416.040-0427.280 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0677 | X=0108.770-0394.030 | Y=0433.800-0445.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0677 | X=0108.770-0406.300 | Y=0445.320-0456.560 | Đường tổ 1 ấp Ruộng Tre đoạn từ Đường Ruộng Tre - Thọ An đến
P=0677 | X=0108.770-0420.740 | Y=0456.860-0468.100 | Giáp ranh xã Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0677 | X=0090.740-0107.380 | Y=0464.740-0474.060 | 124
P=0677 | X=0456.650-0473.290 | Y=0464.740-0474.060 | 260
P=0677 | X=0505.390-0522.030 | Y=0464.740-0474.060 | 230
P=0677 | X=0108.770-0331.680 | Y=0474.380-0485.620 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0677 | X=0108.770-0385.970 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0677 | X=0108.770-0394.030 | Y=0509.660-0520.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0677 | X=0108.770-0406.300 | Y=0521.180-0532.420 | Đường tổ 1 ấp Ruộng Tre đoạn từ Đường Ruộng Tre - Thọ An đến
P=0677 | X=0108.770-0420.740 | Y=0532.490-0543.730 | Giáp ranh xã Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0677 | X=0090.740-0331.960 | Y=0550.010-0564.330 | 125 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0677 | X=0456.650-0473.290 | Y=0555.010-0564.330 | 210
P=0677 | X=0505.390-0522.030 | Y=0555.010-0564.330 | 190
P=0677 | X=0108.770-0415.190 | Y=0567.530-0578.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0677 | X=0108.770-0142.290 | Y=0579.050-0590.290 | ≤600m.
P=0677 | X=0108.770-0331.940 | Y=0596.570-0607.810 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0677 | X=0108.770-0394.030 | Y=0614.330-0625.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0677 | X=0108.770-0406.310 | Y=0625.870-0637.110 | Đường tổ 1 ấp Ruộng Tre đoạn từ Đường Ruộng Tre - Thọ An đến
P=0677 | X=0108.770-0420.740 | Y=0637.390-0648.630 | Giáp ranh xã Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0677 | X=0090.740-0107.380 | Y=0645.270-0654.590 | 126
P=0677 | X=0456.650-0473.290 | Y=0645.270-0654.590 | 150
