TABLE=033 | AREA=Xã Sông Ray | SECTION=agricultural | SEGMENTS=1
P=1097 | X=0121.490-0344.660 | Y=0374.760-0386.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1097 | X=0121.490-0392.140 | Y=0392.520-0403.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 5
P=1097 | X=0121.490-0402.460 | Y=0404.040-0415.280 | Lâm San - Quảng Thành đoạn từ Đường tỉnh 765 đến Hết ranh
P=1097 | X=0121.490-0386.590 | Y=0415.560-0426.800 | giới xã Lâm San cũ có hiện trạng là đường nhựa, bê tông xi
P=1097 | X=0121.490-0149.490 | Y=0427.080-0438.320 | măng:
P=1097 | X=0100.130-0111.250 | Y=0434.960-0444.280 | 88
P=1097 | X=0446.330-0462.970 | Y=0434.960-0444.280 | 200
P=1097 | X=0505.390-0522.030 | Y=0434.960-0444.280 | 130
P=1097 | X=0121.490-0362.600 | Y=0444.600-0455.840 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1097 | X=0121.490-0163.630 | Y=0458.020-0467.340 | >1.000m.
P=1097 | X=0121.490-0345.130 | Y=0473.660-0484.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1097 | X=0121.490-0395.000 | Y=0491.420-0502.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1097 | X=0121.490-0390.710 | Y=0502.940-0514.180 | ra Đường ấp 5 Lâm San - Quảng Thành đoạn từ Đường tỉnh
P=1097 | X=0121.490-0391.660 | Y=0514.220-0525.460 | 765 đến Hết ranh giới xã Lâm San cũ có hiện trạng là đường
P=1097 | X=0121.490-0224.600 | Y=0525.740-0536.980 | nhựa, bê tông xi măng:
P=1097 | X=0100.130-0111.250 | Y=0527.860-0537.180 | 89
P=1097 | X=0446.330-0462.970 | Y=0527.860-0537.180 | 350
P=1097 | X=0505.390-0522.030 | Y=0527.860-0537.180 | 230
P=1097 | X=0121.490-0352.570 | Y=0543.290-0554.530 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1097 | X=0121.490-0398.680 | Y=0560.810-0572.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1097 | X=0121.490-0395.000 | Y=0578.570-0589.810 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1097 | X=0121.490-0390.710 | Y=0590.090-0601.330 | ra Đường ấp 5 Lâm San - Quảng Thành đoạn từ Đường tỉnh
P=1097 | X=0121.490-0391.660 | Y=0601.610-0612.850 | 765 đến Hết ranh giới xã Lâm San cũ có hiện trạng là đường
P=1097 | X=0121.490-0224.600 | Y=0613.130-0624.370 | nhựa, bê tông xi măng:
P=1097 | X=0100.130-0111.250 | Y=0629.670-0638.990 | 90
P=1097 | X=0446.330-0462.970 | Y=0629.670-0638.990 | 290
P=1097 | X=0505.390-0522.030 | Y=0629.670-0638.990 | 180
P=1097 | X=0121.490-0353.040 | Y=0630.670-0641.910 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1097 | X=0121.490-0374.800 | Y=0648.190-0659.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1097 | X=0121.490-0216.460 | Y=0659.710-0670.950 | >500m đến ≤1.000m.
P=1097 | X=0121.490-0344.660 | Y=0677.230-0688.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1097 | X=0121.490-0395.000 | Y=0694.750-0705.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1097 | X=0100.130-0111.250 | Y=0702.420-0711.740 | 91
P=1097 | X=0446.330-0462.970 | Y=0702.420-0711.740 | 200
P=1097 | X=0505.390-0522.030 | Y=0702.420-0711.740 | 130
P=1097 | X=0121.490-0390.710 | Y=0706.290-0717.530 | ra Đường ấp 5 Lâm San - Quảng Thành đoạn từ Đường tỉnh
P=1098 | X=0121.490-0391.660 | Y=0072.500-0083.740 | 765 đến Hết ranh giới xã Lâm San cũ có hiện trạng là đường
P=1098 | X=0121.490-0224.600 | Y=0084.020-0095.260 | nhựa, bê tông xi măng:
P=1098 | X=0121.490-0362.600 | Y=0101.540-0112.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1098 | X=0121.490-0163.630 | Y=0114.940-0124.260 | >1.000m.
P=1098 | X=0121.490-0345.130 | Y=0130.610-0141.850 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1098 | X=0121.490-0224.470 | Y=0148.370-0159.610 | Đường ấp 3 Lâm San -
P=1098 | X=0312.840-0384.680 | Y=0150.250-0159.570 | Giáp ranh thành
P=1098 | X=0224.740-0294.910 | Y=0154.130-0165.370 | Đường tỉnh 765
P=1098 | X=0100.130-0111.250 | Y=0156.010-0165.330 | 92
P=1098 | X=0446.330-0462.970 | Y=0156.010-0165.330 | 500
P=1098 | X=0505.390-0522.030 | Y=0156.010-0165.330 | 370
P=1098 | X=0121.490-0182.780 | Y=0161.530-0170.850 | Quảng Thành
P=1098 | X=0312.840-0388.030 | Y=0161.530-0170.850 | phố Hồ Chí Minh
P=1098 | X=0121.490-0392.140 | Y=0177.410-0188.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 3
P=1098 | X=0121.490-0385.410 | Y=0188.930-0200.170 | Lâm San - Quảng Thành đoạn từ Đường tỉnh 765 đến Giáp
P=1098 | X=0121.490-0394.060 | Y=0200.470-0211.710 | ranh thành phố Hồ Chí Minh có hiện trạng là đường nhựa, bê
P=1098 | X=0121.490-0181.650 | Y=0211.990-0223.230 | tông xi măng:
P=1098 | X=0100.130-0111.250 | Y=0214.110-0223.430 | 93
P=1098 | X=0446.330-0462.970 | Y=0214.110-0223.430 | 350
P=1098 | X=0505.390-0522.030 | Y=0214.110-0223.430 | 230
P=1098 | X=0121.490-0352.570 | Y=0229.510-0240.750 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1098 | X=0121.490-0398.680 | Y=0247.030-0258.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1098 | X=0121.490-0392.140 | Y=0264.790-0276.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 3
P=1098 | X=0121.490-0385.410 | Y=0276.310-0287.550 | Lâm San - Quảng Thành đoạn từ Đường tỉnh 765 đến Giáp
P=1098 | X=0121.490-0394.060 | Y=0287.860-0299.100 | ranh thành phố Hồ Chí Minh có hiện trạng là đường nhựa, bê
P=1098 | X=0121.490-0181.650 | Y=0299.380-0310.620 | tông xi măng:
P=1098 | X=0100.130-0111.250 | Y=0315.900-0325.220 | 94
P=1098 | X=0446.330-0462.970 | Y=0315.900-0325.220 | 290
P=1098 | X=0505.390-0522.030 | Y=0315.900-0325.220 | 180
P=1098 | X=0121.490-0353.040 | Y=0316.900-0328.140 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1098 | X=0121.490-0374.800 | Y=0334.420-0345.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1098 | X=0121.490-0216.460 | Y=0345.700-0356.940 | >500m đến ≤1.000m.
P=1098 | X=0121.490-0344.660 | Y=0363.220-0374.460 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1098 | X=0121.490-0392.140 | Y=0381.000-0392.240 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 3
P=1098 | X=0121.490-0385.410 | Y=0392.520-0403.760 | Lâm San - Quảng Thành đoạn từ Đường tỉnh 765 đến Giáp
P=1098 | X=0121.490-0394.060 | Y=0404.040-0415.280 | ranh thành phố Hồ Chí Minh có hiện trạng là đường nhựa, bê
P=1098 | X=0121.490-0181.650 | Y=0415.560-0426.800 | tông xi măng:
P=1098 | X=0100.130-0111.250 | Y=0423.440-0432.760 | 95
P=1098 | X=0446.330-0462.970 | Y=0423.440-0432.760 | 200
P=1098 | X=0505.390-0522.030 | Y=0423.440-0432.760 | 130
P=1098 | X=0121.490-0362.600 | Y=0433.080-0444.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1098 | X=0121.490-0163.630 | Y=0446.480-0455.800 | >1.000m.
P=1098 | X=0121.490-0345.130 | Y=0462.140-0473.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1098 | X=0121.490-0395.000 | Y=0479.900-0491.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1098 | X=0121.490-0390.710 | Y=0491.420-0502.660 | ra Đường ấp 3 Lâm San - Quảng Thành đoạn từ Đường tỉnh
P=1098 | X=0121.490-0381.330 | Y=0502.940-0514.180 | 765 đến Giáp ranh thành phố Hồ Chí Minh có hiện trạng là
P=1098 | X=0121.490-0257.260 | Y=0514.220-0525.460 | đường nhựa, bê tông xi măng:
P=1098 | X=0100.130-0111.250 | Y=0516.340-0525.660 | 96
P=1098 | X=0446.330-0462.970 | Y=0516.340-0525.660 | 350
P=1098 | X=0505.390-0522.030 | Y=0516.340-0525.660 | 230
P=1098 | X=0121.490-0352.570 | Y=0531.740-0542.980 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1098 | X=0121.490-0398.680 | Y=0549.290-0560.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1098 | X=0121.490-0395.000 | Y=0567.050-0578.290 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1098 | X=0121.490-0390.710 | Y=0578.570-0589.810 | ra Đường ấp 3 Lâm San - Quảng Thành đoạn từ Đường tỉnh
P=1098 | X=0121.490-0381.330 | Y=0590.090-0601.330 | 765 đến Giáp ranh thành phố Hồ Chí Minh có hiện trạng là
P=1098 | X=0121.490-0257.260 | Y=0601.610-0612.850 | đường nhựa, bê tông xi măng:
P=1098 | X=0100.130-0111.250 | Y=0618.150-0627.470 | 97
P=1098 | X=0446.330-0462.970 | Y=0618.150-0627.470 | 290
P=1098 | X=0505.390-0522.030 | Y=0618.150-0627.470 | 180
P=1098 | X=0121.490-0353.040 | Y=0619.150-0630.390 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1098 | X=0121.490-0374.800 | Y=0636.670-0647.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1098 | X=0121.490-0216.460 | Y=0648.190-0659.430 | >500m đến ≤1.000m.
P=1098 | X=0121.490-0344.660 | Y=0665.710-0676.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1098 | X=0121.490-0395.000 | Y=0683.470-0694.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1098 | X=0121.490-0390.710 | Y=0694.750-0705.990 | ra Đường ấp 3 Lâm San - Quảng Thành đoạn từ Đường tỉnh
P=1098 | X=0100.130-0111.250 | Y=0696.630-0705.950 | 98
P=1098 | X=0446.330-0462.970 | Y=0696.630-0705.950 | 200
P=1098 | X=0505.390-0522.030 | Y=0696.630-0705.950 | 130
P=1098 | X=0121.490-0381.330 | Y=0706.290-0717.530 | 765 đến Giáp ranh thành phố Hồ Chí Minh có hiện trạng là
P=1099 | X=0121.490-0257.260 | Y=0072.500-0083.740 | đường nhựa, bê tông xi măng:
P=1099 | X=0121.490-0362.600 | Y=0090.020-0101.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1099 | X=0121.490-0163.630 | Y=0103.420-0112.740 | >1.000m.
P=1099 | X=0121.490-0345.130 | Y=0119.090-0130.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1099 | X=0121.490-0224.470 | Y=0136.850-0148.090 | Đường ấp 3 Lâm San -
P=1099 | X=0312.840-0386.860 | Y=0138.730-0148.050 | Ngã ba (giáp với
P=1099 | X=0224.740-0301.550 | Y=0142.610-0153.850 | Đường tỉnh 765B
P=1099 | X=0100.130-0111.250 | Y=0144.490-0153.810 | 99
P=1099 | X=0446.330-0462.970 | Y=0144.490-0153.810 | 500
P=1099 | X=0505.390-0522.030 | Y=0144.490-0153.810 | 370
P=1099 | X=0312.840-0359.880 | Y=0148.370-0159.610 | đoạn số 1)
P=1099 | X=0121.490-0182.780 | Y=0150.250-0159.570 | Quảng Thành
P=1099 | X=0121.490-0392.140 | Y=0166.130-0177.370 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 3
P=1099 | X=0121.490-0402.940 | Y=0177.410-0188.650 | Lâm San - Quảng Thành đoạn từ Đường tỉnh 765B đến Ngã ba
P=1099 | X=0121.490-0389.240 | Y=0188.930-0200.170 | (giáp với đoạn số 1) có hiện trạng là đường nhựa, bê tông xi
P=1099 | X=0097.250-0149.490 | Y=0200.470-0211.910 | 100 măng:
P=1099 | X=0446.330-0462.970 | Y=0202.590-0211.910 | 350
P=1099 | X=0505.390-0522.030 | Y=0202.590-0211.910 | 230
P=1099 | X=0121.490-0352.570 | Y=0217.990-0229.230 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1099 | X=0121.490-0398.680 | Y=0235.510-0246.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1099 | X=0121.490-0392.140 | Y=0253.270-0264.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 3
P=1099 | X=0121.490-0402.940 | Y=0264.790-0276.030 | Lâm San - Quảng Thành đoạn từ Đường tỉnh 765B đến Ngã ba
P=1099 | X=0121.490-0389.240 | Y=0276.310-0287.550 | (giáp với đoạn số 1) có hiện trạng là đường nhựa, bê tông xi
P=1099 | X=0121.490-0149.490 | Y=0287.860-0299.100 | măng:
P=1099 | X=0097.250-0353.070 | Y=0304.380-0316.620 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1099 | X=0446.330-0462.970 | Y=0304.380-0313.700 | 290
P=1099 | X=0505.390-0522.030 | Y=0304.380-0313.700 | 180
P=1099 | X=0121.490-0374.800 | Y=0322.900-0334.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1099 | X=0121.490-0216.460 | Y=0334.420-0345.660 | >500m đến ≤1.000m.
P=1099 | X=0121.490-0344.660 | Y=0351.700-0362.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1099 | X=0121.490-0392.140 | Y=0369.480-0380.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 3
P=1099 | X=0121.490-0402.950 | Y=0381.000-0392.240 | Lâm San - Quảng Thành đoạn từ Đường tỉnh 765B đến Ngã ba
P=1099 | X=0121.490-0389.240 | Y=0392.520-0403.760 | (giáp với đoạn số 1) có hiện trạng là đường nhựa, bê tông xi
P=1099 | X=0121.490-0149.490 | Y=0404.040-0415.280 | măng:
P=1099 | X=0097.250-0113.890 | Y=0411.920-0421.240 | 102
P=1099 | X=0446.330-0462.970 | Y=0411.920-0421.240 | 200
P=1099 | X=0505.390-0522.030 | Y=0411.920-0421.240 | 130
P=1099 | X=0121.490-0362.600 | Y=0421.560-0432.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1099 | X=0121.490-0163.630 | Y=0434.960-0444.280 | >1.000m.
P=1099 | X=0121.490-0345.130 | Y=0450.620-0461.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1099 | X=0121.490-0395.000 | Y=0468.380-0479.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1099 | X=0121.490-0390.710 | Y=0479.900-0491.140 | ra Đường ấp 3 Lâm San - Quảng Thành đoạn từ Đường tỉnh
P=1099 | X=0121.490-0395.020 | Y=0491.420-0502.660 | 765B đến Ngã ba (giáp với đoạn số 1) có hiện trạng là đường
P=1099 | X=0097.250-0224.600 | Y=0502.940-0514.380 | 103 nhựa, bê tông xi măng:
P=1099 | X=0446.330-0462.970 | Y=0505.060-0514.380 | 350
P=1099 | X=0505.390-0522.030 | Y=0505.060-0514.380 | 230
P=1099 | X=0121.490-0352.570 | Y=0520.220-0531.460 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1099 | X=0121.490-0398.680 | Y=0537.770-0549.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1099 | X=0121.490-0395.000 | Y=0555.530-0566.770 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1099 | X=0121.490-0390.710 | Y=0567.050-0578.290 | ra Đường ấp 3 Lâm San - Quảng Thành đoạn từ Đường tỉnh
P=1099 | X=0121.490-0395.020 | Y=0578.570-0589.810 | 765B đến Ngã ba (giáp với đoạn số 1) có hiện trạng là đường
P=1099 | X=0121.490-0224.600 | Y=0590.090-0601.330 | nhựa, bê tông xi măng:
P=1099 | X=0097.250-0353.040 | Y=0606.850-0618.850 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1099 | X=0446.330-0462.970 | Y=0606.850-0616.170 | 290
P=1099 | X=0505.390-0522.030 | Y=0606.850-0616.170 | 180
P=1099 | X=0121.490-0374.800 | Y=0625.150-0636.390 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1099 | X=0121.490-0216.460 | Y=0636.670-0647.910 | >500m đến ≤1.000m.
P=1099 | X=0121.490-0344.660 | Y=0654.190-0665.430 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1099 | X=0121.490-0395.000 | Y=0671.950-0683.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1099 | X=0121.490-0390.710 | Y=0683.470-0694.710 | ra Đường ấp 3 Lâm San - Quảng Thành đoạn từ Đường tỉnh
P=1099 | X=0097.250-0113.890 | Y=0691.110-0700.430 | 105
P=1099 | X=0446.330-0462.970 | Y=0691.110-0700.430 | 200
P=1099 | X=0505.390-0522.030 | Y=0691.110-0700.430 | 130
P=1099 | X=0121.490-0395.020 | Y=0694.750-0705.990 | 765B đến Ngã ba (giáp với đoạn số 1) có hiện trạng là đường
P=1099 | X=0121.490-0224.600 | Y=0706.290-0717.530 | nhựa, bê tông xi măng:
P=1100 | X=0121.490-0362.600 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1100 | X=0121.490-0163.630 | Y=0091.900-0101.220 | >1.000m.
P=1100 | X=0121.490-0345.130 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1100 | X=0312.840-0395.160 | Y=0125.330-0136.570 | Hết Trường THCS
P=1100 | X=0097.250-0198.320 | Y=0131.090-0142.330 | 106 Đường tỉnh 765B
P=1100 | X=0224.740-0307.820 | Y=0131.090-0142.330 | Ngã tư Biên Hòa 2
P=1100 | X=0446.330-0462.970 | Y=0132.970-0142.290 | 530
P=1100 | X=0505.390-0522.030 | Y=0132.970-0142.290 | 400
P=1100 | X=0312.840-0396.230 | Y=0138.730-0148.050 | Nguyễn Hữu Cảnh
P=1100 | X=0121.490-0389.030 | Y=0154.610-0165.850 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1100 | X=0121.490-0372.120 | Y=0166.130-0177.370 | 765B đoạn từ Ngã tư Biên Hòa 2 đến Hết Trường THCS
P=1100 | X=0121.490-0383.950 | Y=0177.410-0188.650 | Nguyễn Hữu Cảnh có hiện trạng là đường nhựa, bê tông xi
P=1100 | X=0097.250-0149.490 | Y=0188.930-0200.370 | 107 măng:
P=1100 | X=0446.330-0462.970 | Y=0191.050-0200.370 | 380
P=1100 | X=0505.390-0522.030 | Y=0191.050-0200.370 | 250
P=1100 | X=0121.490-0352.570 | Y=0206.470-0217.710 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1100 | X=0121.490-0398.680 | Y=0223.990-0235.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1100 | X=0121.490-0389.030 | Y=0241.750-0252.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1100 | X=0121.490-0372.120 | Y=0253.270-0264.510 | 765B đoạn từ Ngã tư Biên Hòa 2 đến Hết Trường THCS
P=1100 | X=0121.490-0383.950 | Y=0264.790-0276.030 | Nguyễn Hữu Cảnh có hiện trạng là đường nhựa, bê tông xi
P=1100 | X=0121.490-0149.490 | Y=0276.310-0287.550 | măng:
P=1100 | X=0097.250-0353.080 | Y=0292.860-0305.100 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1100 | X=0446.330-0462.970 | Y=0292.860-0302.180 | 310
P=1100 | X=0505.390-0522.030 | Y=0292.860-0302.180 | 200
P=1100 | X=0121.490-0374.800 | Y=0311.380-0322.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1100 | X=0121.490-0216.460 | Y=0322.900-0334.140 | >500m đến ≤1.000m.
P=1100 | X=0121.490-0344.660 | Y=0340.420-0351.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1100 | X=0121.490-0389.030 | Y=0357.940-0369.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1100 | X=0121.490-0372.120 | Y=0369.480-0380.720 | 765B đoạn từ Ngã tư Biên Hòa 2 đến Hết Trường THCS
P=1100 | X=0121.490-0383.950 | Y=0381.000-0392.240 | Nguyễn Hữu Cảnh có hiện trạng là đường nhựa, bê tông xi
P=1100 | X=0121.490-0149.490 | Y=0392.520-0403.760 | măng:
P=1100 | X=0097.250-0113.890 | Y=0400.400-0409.720 | 109
P=1100 | X=0446.330-0462.970 | Y=0400.400-0409.720 | 220
P=1100 | X=0505.390-0522.030 | Y=0400.400-0409.720 | 140
P=1100 | X=0121.490-0362.600 | Y=0410.040-0421.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1100 | X=0121.490-0163.630 | Y=0423.440-0432.760 | >1.000m.
P=1100 | X=0121.490-0345.130 | Y=0439.080-0450.320 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1100 | X=0121.490-0395.000 | Y=0456.860-0468.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1100 | X=0121.490-0370.630 | Y=0468.380-0479.620 | ra Đường tỉnh 765B đoạn từ Ngã tư Biên Hòa 2 đến Hết
P=1100 | X=0121.490-0375.340 | Y=0479.900-0491.140 | Trường THCS Nguyễn Hữu Cảnh có hiện trạng là đường
P=1100 | X=0097.250-0224.600 | Y=0491.420-0502.860 | 110 nhựa, bê tông xi măng:
P=1100 | X=0446.330-0462.970 | Y=0493.540-0502.860 | 380
P=1100 | X=0505.390-0522.030 | Y=0493.540-0502.860 | 250
P=1100 | X=0121.490-0352.570 | Y=0508.940-0520.180 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1100 | X=0121.490-0398.680 | Y=0526.220-0537.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1100 | X=0121.490-0395.000 | Y=0544.010-0555.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1100 | X=0121.490-0370.630 | Y=0555.530-0566.770 | ra Đường tỉnh 765B đoạn từ Ngã tư Biên Hòa 2 đến Hết
P=1100 | X=0121.490-0375.340 | Y=0567.050-0578.290 | Trường THCS Nguyễn Hữu Cảnh có hiện trạng là đường
P=1100 | X=0121.490-0224.600 | Y=0578.570-0589.810 | nhựa, bê tông xi măng:
P=1100 | X=0097.250-0353.040 | Y=0595.330-0607.330 | 111 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1100 | X=0446.330-0462.970 | Y=0595.330-0604.650 | 310
P=1100 | X=0505.390-0522.030 | Y=0595.330-0604.650 | 200
P=1100 | X=0121.490-0374.800 | Y=0613.610-0624.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1100 | X=0121.490-0216.460 | Y=0625.150-0636.390 | >500m đến ≤1.000m.
P=1100 | X=0121.490-0344.660 | Y=0642.670-0653.910 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1100 | X=0121.490-0395.000 | Y=0660.430-0671.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1100 | X=0121.490-0370.630 | Y=0671.950-0683.190 | ra Đường tỉnh 765B đoạn từ Ngã tư Biên Hòa 2 đến Hết
P=1100 | X=0097.250-0113.890 | Y=0679.590-0688.910 | 112
P=1100 | X=0446.330-0462.970 | Y=0679.590-0688.910 | 220
P=1100 | X=0505.390-0522.030 | Y=0679.590-0688.910 | 140
P=1100 | X=0121.490-0375.340 | Y=0683.470-0694.710 | Trường THCS Nguyễn Hữu Cảnh có hiện trạng là đường
P=1100 | X=0121.490-0224.600 | Y=0694.750-0705.990 | nhựa, bê tông xi măng:
P=1101 | X=0121.490-0362.600 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1101 | X=0121.490-0163.630 | Y=0091.900-0101.220 | >1.000m.
P=1101 | X=0121.490-0345.130 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1101 | X=0224.740-0307.060 | Y=0125.330-0136.570 | Hết Trường THCS
P=1101 | X=0097.250-0198.320 | Y=0131.090-0142.330 | 113 Đường tỉnh 765B
P=1101 | X=0312.840-0383.010 | Y=0131.090-0142.330 | Đường tỉnh 765
P=1101 | X=0446.330-0462.970 | Y=0132.970-0142.290 | 530
P=1101 | X=0505.390-0522.030 | Y=0132.970-0142.290 | 400
P=1101 | X=0224.740-0308.130 | Y=0138.730-0148.050 | Nguyễn Hữu Cảnh
P=1101 | X=0121.490-0389.030 | Y=0154.610-0165.850 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1101 | X=0121.490-0372.700 | Y=0166.130-0177.370 | 765B đoạn từ Hết Trường THCS Nguyễn Hữu Cảnh đến
P=1101 | X=0121.490-0401.070 | Y=0177.410-0188.650 | Đường tỉnh 765 có hiện trạng là đường nhựa, bê tông xi măng:
P=1101 | X=0097.250-0113.890 | Y=0185.290-0194.610 | 114
P=1101 | X=0446.330-0462.970 | Y=0185.290-0194.610 | 380
P=1101 | X=0505.390-0522.030 | Y=0185.290-0194.610 | 250
P=1101 | X=0121.490-0352.570 | Y=0194.930-0206.170 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1101 | X=0121.490-0398.680 | Y=0212.470-0223.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1101 | X=0121.490-0389.030 | Y=0230.230-0241.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1101 | X=0121.490-0372.700 | Y=0241.750-0252.990 | 765B đoạn từ Hết Trường THCS Nguyễn Hữu Cảnh đến
P=1101 | X=0121.490-0401.070 | Y=0253.270-0264.510 | Đường tỉnh 765 có hiện trạng là đường nhựa, bê tông xi măng:
P=1101 | X=0097.250-0353.040 | Y=0270.790-0284.870 | 115 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1101 | X=0446.330-0462.970 | Y=0275.550-0284.870 | 310
P=1101 | X=0505.390-0522.030 | Y=0275.550-0284.870 | 200
P=1101 | X=0121.490-0374.800 | Y=0288.340-0299.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1101 | X=0121.490-0216.460 | Y=0299.860-0311.100 | >500m đến ≤1.000m.
P=1101 | X=0121.490-0344.660 | Y=0317.380-0328.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1101 | X=0121.490-0389.030 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh
P=1101 | X=0121.490-0372.700 | Y=0346.660-0357.900 | 765B đoạn từ Hết Trường THCS Nguyễn Hữu Cảnh đến
P=1101 | X=0121.490-0401.070 | Y=0357.940-0369.180 | Đường tỉnh 765 có hiện trạng là đường nhựa, bê tông xi măng:
P=1101 | X=0097.250-0113.890 | Y=0371.600-0380.920 | 116
P=1101 | X=0446.330-0462.970 | Y=0371.600-0380.920 | 220
P=1101 | X=0505.390-0522.030 | Y=0371.600-0380.920 | 140
