TABLE=004 | AREA=Phường Long Bình | SECTION=agricultural | SEGMENTS=1
P=0150 | X=0441.050-0466.100 | Y=0307.020-0316.340 | 1.030
P=0150 | X=0505.390-0522.030 | Y=0307.020-0316.340 | 680
P=0150 | X=0117.410-0289.190 | Y=0310.660-0321.900 | trạng là đường nhựa, bê tông xi măng:
P=0150 | X=0117.410-0340.320 | Y=0327.940-0339.180 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0150 | X=0117.410-0394.600 | Y=0345.460-0356.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0150 | X=0117.410-0402.670 | Y=0363.220-0374.460 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0150 | X=0117.410-0398.140 | Y=0374.760-0386.000 | Đường Tô Hiến Thành đoạn từ Xa lộ Hà Nội đến Hết ranh thửa
P=0150 | X=0117.410-0403.660 | Y=0386.280-0397.520 | đất số 170, tờ BĐĐC số 210 về bên phải và hết ranh thửa đất số
P=0150 | X=0117.410-0387.110 | Y=0397.800-0409.040 | 547, tờ BĐĐC số 210 về bên trái, phường Long Bình có hiện
P=0150 | X=0117.410-0289.190 | Y=0409.320-0420.560 | trạng là đường nhựa, bê tông xi măng:
P=0150 | X=0097.970-0109.090 | Y=0420.080-0429.400 | 90
P=0150 | X=0449.210-0465.850 | Y=0420.080-0429.400 | 860
P=0150 | X=0505.390-0522.030 | Y=0420.080-0429.400 | 570
P=0150 | X=0117.410-0340.600 | Y=0426.840-0438.080 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0150 | X=0117.410-0404.300 | Y=0444.360-0455.600 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0150 | X=0117.410-0170.370 | Y=0455.900-0467.140 | đến ≤600m.
P=0150 | X=0117.410-0340.580 | Y=0473.420-0484.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0150 | X=0117.410-0402.670 | Y=0491.180-0502.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0150 | X=0117.410-0398.140 | Y=0502.460-0513.700 | Đường Tô Hiến Thành đoạn từ Xa lộ Hà Nội đến Hết ranh thửa
P=0150 | X=0117.410-0403.660 | Y=0513.980-0525.220 | đất số 170, tờ BĐĐC số 210 về bên phải và hết ranh thửa đất số
P=0150 | X=0117.410-0387.110 | Y=0525.500-0536.740 | 547, tờ BĐĐC số 210 về bên trái, phường Long Bình có hiện
P=0150 | X=0097.970-0109.090 | Y=0533.380-0542.700 | 91
P=0150 | X=0449.210-0465.850 | Y=0533.380-0542.700 | 670
P=0150 | X=0505.390-0522.030 | Y=0533.380-0542.700 | 450
P=0150 | X=0117.410-0289.190 | Y=0537.050-0548.290 | trạng là đường nhựa, bê tông xi măng:
P=0150 | X=0117.410-0394.840 | Y=0554.570-0565.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0150 | X=0117.410-0343.700 | Y=0572.090-0583.330 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0150 | X=0227.860-0304.040 | Y=0589.850-0601.090 | Đường bên hông
P=0150 | X=0227.860-0294.680 | Y=0603.250-0612.570 | giáo xứ Hà Nội
P=0150 | X=0227.860-0355.890 | Y=0612.890-0624.130 | (bên phải); đường Cầu Sập
P=0150 | X=0097.970-0173.660 | Y=0614.770-0624.090 | 92 Xa lộ Hà Nội
P=0150 | X=0441.050-0466.100 | Y=0614.770-0624.090 | 1.500
P=0150 | X=0505.390-0522.030 | Y=0614.770-0624.090 | 970
P=0150 | X=0227.860-0311.480 | Y=0626.310-0635.630 | chợ nhỏ khu phố 4
P=0150 | X=0227.860-0268.160 | Y=0637.830-0647.150 | (bên trái)
P=0150 | X=0117.410-0390.210 | Y=0653.710-0664.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Xa lộ Hà Nội
P=0150 | X=0117.410-0403.470 | Y=0665.230-0676.470 | đoạn từ Đường bên hông giáo xứ Hà Nội (bên phải); đường chợ
P=0150 | X=0097.970-0388.780 | Y=0676.510-0690.830 | 93 nhỏ khu phố 4 (bên trái) đến Cầu Sập có hiện trạng là đường
P=0150 | X=0441.050-0466.100 | Y=0681.510-0690.830 | 1.030
P=0150 | X=0505.390-0522.030 | Y=0681.510-0690.830 | 680
P=0150 | X=0117.410-0220.520 | Y=0688.030-0699.270 | nhựa, bê tông xi măng:
P=0150 | X=0117.410-0340.320 | Y=0705.570-0716.810 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0151 | X=0117.410-0394.600 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0151 | X=0117.410-0390.210 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Xa lộ Hà Nội
P=0151 | X=0117.410-0403.470 | Y=0107.780-0119.020 | đoạn từ Đường bên hông giáo xứ Hà Nội (bên phải); đường chợ
P=0151 | X=0117.410-0388.780 | Y=0119.330-0130.570 | nhỏ khu phố 4 (bên trái) đến Cầu Sập có hiện trạng là đường
P=0151 | X=0117.410-0220.520 | Y=0130.850-0142.090 | nhựa, bê tông xi măng:
P=0151 | X=0097.970-0340.580 | Y=0147.370-0159.610 | 94 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0151 | X=0449.210-0465.850 | Y=0147.370-0156.690 | 860
P=0151 | X=0505.390-0522.030 | Y=0147.370-0156.690 | 570
P=0151 | X=0117.410-0404.300 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0151 | X=0117.410-0170.370 | Y=0177.170-0188.410 | đến ≤600m.
P=0151 | X=0117.410-0340.580 | Y=0194.690-0205.930 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0151 | X=0117.410-0390.210 | Y=0212.470-0223.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Xa lộ Hà Nội
P=0151 | X=0117.410-0403.470 | Y=0223.990-0235.230 | đoạn từ Đường bên hông giáo xứ Hà Nội (bên phải); đường chợ
P=0151 | X=0117.410-0388.780 | Y=0235.510-0246.750 | nhỏ khu phố 4 (bên trái) đến Cầu Sập có hiện trạng là đường
P=0151 | X=0097.970-0220.520 | Y=0247.030-0258.470 | 95 nhựa, bê tông xi măng:
P=0151 | X=0449.210-0465.850 | Y=0249.150-0258.470 | 670
P=0151 | X=0505.390-0522.030 | Y=0249.150-0258.470 | 450
P=0151 | X=0117.410-0394.840 | Y=0264.550-0275.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0151 | X=0117.410-0341.050 | Y=0282.100-0293.340 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0151 | X=0117.410-0402.670 | Y=0299.860-0311.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0151 | X=0117.410-0382.060 | Y=0311.380-0322.620 | Xa lộ Hà Nội đoạn từ Đường bên hông giáo xứ Hà Nội (bên
P=0151 | X=0117.410-0400.540 | Y=0322.900-0334.140 | phải); đường chợ nhỏ khu phố 4 (bên trái) đến Cầu Sập có hiện
P=0151 | X=0097.970-0289.190 | Y=0334.420-0345.860 | 96 trạng là đường nhựa, bê tông xi măng:
P=0151 | X=0441.050-0466.100 | Y=0336.540-0345.860 | 1.030
P=0151 | X=0505.390-0522.030 | Y=0336.540-0345.860 | 680
P=0151 | X=0117.410-0340.320 | Y=0351.700-0362.940 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0151 | X=0117.410-0394.600 | Y=0369.240-0380.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0151 | X=0117.410-0402.670 | Y=0387.000-0398.240 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0151 | X=0117.410-0382.060 | Y=0398.520-0409.760 | Xa lộ Hà Nội đoạn từ Đường bên hông giáo xứ Hà Nội (bên
P=0151 | X=0117.410-0400.540 | Y=0410.040-0421.280 | phải); đường chợ nhỏ khu phố 4 (bên trái) đến Cầu Sập có hiện
P=0151 | X=0117.410-0289.190 | Y=0421.560-0432.800 | trạng là đường nhựa, bê tông xi măng:
P=0151 | X=0097.970-0340.580 | Y=0438.080-0450.320 | 97 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0151 | X=0449.210-0465.850 | Y=0438.080-0447.400 | 860
P=0151 | X=0505.390-0522.030 | Y=0438.080-0447.400 | 570
P=0151 | X=0117.410-0404.300 | Y=0456.620-0467.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0151 | X=0117.410-0170.370 | Y=0468.140-0479.380 | đến ≤600m.
P=0151 | X=0117.410-0340.580 | Y=0485.660-0496.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0151 | X=0117.410-0402.670 | Y=0503.420-0514.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0151 | X=0117.410-0382.060 | Y=0514.940-0526.180 | Xa lộ Hà Nội đoạn từ Đường bên hông giáo xứ Hà Nội (bên
P=0151 | X=0117.410-0400.540 | Y=0526.220-0537.460 | phải); đường chợ nhỏ khu phố 4 (bên trái) đến Cầu Sập có hiện
P=0151 | X=0097.970-0289.190 | Y=0537.770-0549.210 | 98 trạng là đường nhựa, bê tông xi măng:
P=0151 | X=0449.210-0465.850 | Y=0539.890-0549.210 | 670
P=0151 | X=0505.390-0522.030 | Y=0539.890-0549.210 | 450
P=0151 | X=0117.410-0394.840 | Y=0555.290-0566.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0151 | X=0117.410-0343.700 | Y=0572.810-0584.050 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0151 | X=0316.920-0386.980 | Y=0592.450-0601.770 | Vòng xoay Tam
P=0151 | X=0097.970-0173.660 | Y=0598.210-0607.530 | 99 Xa lộ Hà Nội
P=0151 | X=0227.860-0266.830 | Y=0598.210-0607.530 | Cầu Sập
P=0151 | X=0441.050-0466.100 | Y=0598.210-0607.530 | 1.500
P=0151 | X=0505.390-0522.030 | Y=0598.210-0607.530 | 970
P=0151 | X=0316.920-0337.640 | Y=0603.970-0613.290 | Hiệp
P=0151 | X=0117.410-0390.210 | Y=0619.870-0631.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Xa lộ Hà Nội
P=0151 | X=0117.410-0380.610 | Y=0631.390-0642.630 | đoạn từ Cầu Sập đến Vòng xoay Tam Hiệp có hiện trạng là
P=0151 | X=0117.410-0253.180 | Y=0642.910-0654.150 | đường nhựa, bê tông xi măng:
P=0151 | X=0095.060-0111.700 | Y=0650.790-0660.110 | 100
P=0151 | X=0441.050-0466.100 | Y=0650.790-0660.110 | 1.030
P=0151 | X=0505.390-0522.030 | Y=0650.790-0660.110 | 680
P=0151 | X=0117.410-0340.320 | Y=0660.430-0671.670 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0151 | X=0117.410-0394.600 | Y=0677.950-0689.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0151 | X=0117.410-0390.210 | Y=0695.710-0706.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Xa lộ Hà Nội
P=0151 | X=0095.060-0111.700 | Y=0703.380-0712.700 | 101
P=0151 | X=0449.210-0465.850 | Y=0703.380-0712.700 | 860
P=0151 | X=0505.390-0522.030 | Y=0703.380-0712.700 | 570
P=0151 | X=0117.410-0380.610 | Y=0707.250-0718.490 | đoạn từ Cầu Sập đến Vòng xoay Tam Hiệp có hiện trạng là
P=0152 | X=0117.410-0253.180 | Y=0072.500-0083.740 | đường nhựa, bê tông xi măng:
P=0152 | X=0117.410-0340.580 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0152 | X=0117.410-0404.300 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0152 | X=0117.410-0170.370 | Y=0119.090-0130.330 | đến ≤600m.
P=0152 | X=0117.410-0340.580 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0152 | X=0117.410-0390.210 | Y=0154.370-0165.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Xa lộ Hà Nội
P=0152 | X=0117.410-0380.610 | Y=0165.650-0176.890 | đoạn từ Cầu Sập đến Vòng xoay Tam Hiệp có hiện trạng là
P=0152 | X=0117.410-0253.180 | Y=0177.170-0188.410 | đường nhựa, bê tông xi măng:
P=0152 | X=0095.060-0111.700 | Y=0185.050-0194.370 | 102
P=0152 | X=0449.210-0465.850 | Y=0185.050-0194.370 | 670
P=0152 | X=0505.390-0522.030 | Y=0185.050-0194.370 | 450
P=0152 | X=0117.410-0394.840 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0152 | X=0117.410-0341.050 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0152 | X=0117.410-0402.670 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0152 | X=0117.410-0403.420 | Y=0241.510-0252.750 | Xa lộ Hà Nội đoạn từ Cầu Sập đến Vòng xoay Tam Hiệp có hiện
P=0152 | X=0117.410-0289.190 | Y=0253.030-0264.270 | trạng là đường nhựa, bê tông xi măng:
P=0152 | X=0095.060-0111.700 | Y=0260.910-0270.230 | 103
P=0152 | X=0441.050-0466.100 | Y=0260.910-0270.230 | 1.030
P=0152 | X=0505.390-0522.030 | Y=0260.910-0270.230 | 680
P=0152 | X=0117.410-0340.320 | Y=0270.550-0281.790 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0152 | X=0117.410-0394.600 | Y=0288.100-0299.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0152 | X=0117.410-0402.670 | Y=0305.860-0317.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0152 | X=0117.410-0403.420 | Y=0317.380-0328.620 | Xa lộ Hà Nội đoạn từ Cầu Sập đến Vòng xoay Tam Hiệp có hiện
P=0152 | X=0117.410-0289.190 | Y=0328.900-0340.140 | trạng là đường nhựa, bê tông xi măng:
P=0152 | X=0095.060-0340.580 | Y=0346.420-0360.500 | 104 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0152 | X=0449.210-0465.850 | Y=0351.180-0360.500 | 860
P=0152 | X=0505.390-0522.030 | Y=0351.180-0360.500 | 570
P=0152 | X=0117.410-0404.300 | Y=0363.700-0374.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0152 | X=0117.410-0170.370 | Y=0375.240-0386.480 | đến ≤600m.
P=0152 | X=0117.410-0340.580 | Y=0392.760-0404.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0152 | X=0117.410-0402.670 | Y=0410.520-0421.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0152 | X=0117.410-0403.420 | Y=0422.040-0433.280 | Xa lộ Hà Nội đoạn từ Cầu Sập đến Vòng xoay Tam Hiệp có hiện
P=0152 | X=0117.410-0289.190 | Y=0433.560-0444.800 | trạng là đường nhựa, bê tông xi măng:
P=0152 | X=0095.060-0111.700 | Y=0441.440-0450.760 | 105
P=0152 | X=0449.210-0465.850 | Y=0441.440-0450.760 | 670
P=0152 | X=0505.390-0522.030 | Y=0441.440-0450.760 | 450
P=0152 | X=0117.410-0394.840 | Y=0451.100-0462.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0152 | X=0117.410-0343.700 | Y=0468.620-0479.860 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0152 | X=0316.920-0402.550 | Y=0486.380-0497.620 | Hết thửa đất số 22,
P=0152 | X=0097.970-0195.270 | Y=0497.900-0509.140 | 99 Đường Điểu Xiển
P=0152 | X=0316.920-0387.430 | Y=0497.900-0509.140 | tờ BĐĐC số 67,
P=0152 | X=0227.860-0284.090 | Y=0499.780-0509.100 | Xa lộ Hà Nội
P=0152 | X=0441.050-0466.100 | Y=0499.780-0509.100 | 1.500
P=0152 | X=0505.390-0522.030 | Y=0499.780-0509.100 | 970
P=0152 | X=0316.920-0401.000 | Y=0509.420-0520.660 | phường Long Bình
P=0152 | X=0117.410-0389.270 | Y=0527.180-0538.420 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Điểu
P=0152 | X=0117.410-0397.910 | Y=0538.490-0549.730 | Xiển đoạn từ Xa lộ Hà Nội đến Hết thửa đất số 22, tờ BĐĐC số
P=0152 | X=0117.410-0396.910 | Y=0550.010-0561.250 | 67, phường Long Bình có hiện trạng là đường nhựa, bê tông xi
P=0152 | X=0095.060-0145.410 | Y=0561.530-0572.970 | 100 măng:
P=0152 | X=0441.050-0466.100 | Y=0563.650-0572.970 | 1.030
P=0152 | X=0505.390-0522.030 | Y=0563.650-0572.970 | 680
P=0152 | X=0117.410-0340.320 | Y=0579.050-0590.290 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0152 | X=0117.410-0394.600 | Y=0596.570-0607.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0152 | X=0117.410-0389.270 | Y=0614.330-0625.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Điểu
P=0152 | X=0117.410-0397.910 | Y=0625.870-0637.110 | Xiển đoạn từ Xa lộ Hà Nội đến Hết thửa đất số 22, tờ BĐĐC số
P=0152 | X=0117.410-0396.910 | Y=0637.390-0648.630 | 67, phường Long Bình có hiện trạng là đường nhựa, bê tông xi
P=0152 | X=0117.410-0145.410 | Y=0648.910-0660.150 | măng:
P=0152 | X=0095.060-0111.700 | Y=0656.790-0666.110 | 101
P=0152 | X=0449.210-0465.850 | Y=0656.790-0666.110 | 860
P=0152 | X=0505.390-0522.030 | Y=0656.790-0666.110 | 570
P=0152 | X=0117.410-0340.580 | Y=0666.430-0677.670 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0152 | X=0117.410-0404.300 | Y=0683.950-0695.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0152 | X=0117.410-0170.370 | Y=0695.470-0706.710 | đến ≤600m.
P=0153 | X=0117.410-0340.580 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0153 | X=0117.410-0389.270 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Điểu
P=0153 | X=0117.410-0397.910 | Y=0107.780-0119.020 | Xiển đoạn từ Xa lộ Hà Nội đến Hết thửa đất số 22, tờ BĐĐC số
P=0153 | X=0117.410-0396.910 | Y=0119.330-0130.570 | 67, phường Long Bình có hiện trạng là đường nhựa, bê tông xi
P=0153 | X=0095.060-0145.410 | Y=0130.850-0142.290 | 102 măng:
P=0153 | X=0449.210-0465.850 | Y=0132.970-0142.290 | 670
P=0153 | X=0505.390-0522.030 | Y=0132.970-0142.290 | 450
P=0153 | X=0117.410-0394.840 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0153 | X=0117.410-0341.050 | Y=0165.650-0176.890 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0153 | X=0117.410-0402.670 | Y=0183.410-0194.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0153 | X=0117.410-0399.190 | Y=0194.930-0206.170 | Đường Điểu Xiển đoạn từ Xa lộ Hà Nội đến Hết thửa đất số 22,
P=0153 | X=0117.410-0407.590 | Y=0206.470-0217.710 | tờ BĐĐC số 67, phường Long Bình có hiện trạng là đường nhựa,
P=0153 | X=0095.060-0191.490 | Y=0217.990-0229.430 | 103 bê tông xi măng:
P=0153 | X=0441.050-0466.100 | Y=0220.110-0229.430 | 1.030
P=0153 | X=0505.390-0522.030 | Y=0220.110-0229.430 | 680
P=0153 | X=0117.410-0340.320 | Y=0235.510-0246.750 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0153 | X=0117.410-0394.600 | Y=0253.030-0264.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0153 | X=0117.410-0402.670 | Y=0270.790-0282.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0153 | X=0117.410-0399.190 | Y=0282.340-0293.580 | Đường Điểu Xiển đoạn từ Xa lộ Hà Nội đến Hết thửa đất số 22,
P=0153 | X=0117.410-0407.590 | Y=0293.860-0305.100 | tờ BĐĐC số 67, phường Long Bình có hiện trạng là đường nhựa,
P=0153 | X=0117.410-0191.520 | Y=0307.260-0316.580 | bê tông xi măng:
P=0153 | X=0095.060-0340.580 | Y=0321.900-0334.140 | 104 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0153 | X=0449.210-0465.850 | Y=0321.900-0331.220 | 860
P=0153 | X=0505.390-0522.030 | Y=0321.900-0331.220 | 570
P=0153 | X=0117.410-0404.300 | Y=0340.420-0351.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0153 | X=0117.410-0170.370 | Y=0351.700-0362.940 | đến ≤600m.
P=0153 | X=0117.410-0340.580 | Y=0369.240-0380.480 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0153 | X=0117.410-0402.670 | Y=0387.000-0398.240 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0153 | X=0117.410-0399.190 | Y=0398.520-0409.760 | Đường Điểu Xiển đoạn từ Xa lộ Hà Nội đến Hết thửa đất số 22,
P=0153 | X=0117.410-0407.590 | Y=0410.040-0421.280 | tờ BĐĐC số 67, phường Long Bình có hiện trạng là đường nhựa,
P=0153 | X=0095.060-0191.490 | Y=0421.560-0433.000 | 105 bê tông xi măng:
P=0153 | X=0449.210-0465.850 | Y=0423.680-0433.000 | 670
P=0153 | X=0505.390-0522.030 | Y=0423.680-0433.000 | 450
P=0153 | X=0117.410-0394.840 | Y=0439.080-0450.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0153 | X=0117.410-0343.700 | Y=0456.620-0467.860 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0153 | X=0316.920-0408.700 | Y=0474.380-0485.620 | Hết ranh thửa đất số
P=0153 | X=0316.920-0401.500 | Y=0485.900-0497.140 | 86, tờ BĐĐC số 76
P=0153 | X=0316.920-0398.700 | Y=0499.300-0508.620 | về bên phải và hết
P=0153 | X=0095.060-0189.740 | Y=0508.940-0520.180 | 106 Đường Yết Kiêu
P=0153 | X=0316.920-0407.110 | Y=0508.940-0520.180 | ranh thửa đất số 17,
P=0153 | X=0227.860-0284.090 | Y=0510.820-0520.140 | Xa lộ Hà Nội
P=0153 | X=0441.050-0466.100 | Y=0510.820-0520.140 | 1.500
P=0153 | X=0505.390-0522.030 | Y=0510.820-0520.140 | 970
P=0153 | X=0316.920-0392.620 | Y=0520.220-0531.460 | tờ BĐĐC số 6 về
P=0153 | X=0316.920-0391.660 | Y=0531.740-0542.980 | bên trái, phường
P=0153 | X=0316.920-0362.600 | Y=0545.170-0554.490 | Long Bình
P=0153 | X=0117.410-0406.530 | Y=0561.050-0572.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Yết Kiêu
P=0153 | X=0117.410-0397.910 | Y=0572.570-0583.810 | đoạn từ Xa lộ Hà Nội đến Hết ranh thửa đất số 86, tờ BĐĐC số
P=0153 | X=0117.410-0403.900 | Y=0584.090-0595.330 | 76 về bên phải và hết ranh thửa đất số 17, tờ BĐĐC số 6 về bên
P=0153 | X=0117.410-0399.560 | Y=0595.610-0606.850 | trái, phường Long Bình có hiện trạng là đường nhựa, bê tông xi
P=0153 | X=0095.060-0111.700 | Y=0603.490-0612.810 | 107
P=0153 | X=0441.050-0466.100 | Y=0603.490-0612.810 | 1.030
P=0153 | X=0505.390-0522.030 | Y=0603.490-0612.810 | 680
P=0153 | X=0117.410-0145.410 | Y=0607.130-0618.370 | măng:
P=0153 | X=0117.410-0340.320 | Y=0624.670-0635.910 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0153 | X=0117.410-0394.620 | Y=0642.190-0653.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0153 | X=0117.410-0406.530 | Y=0659.950-0671.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Yết Kiêu
P=0153 | X=0117.410-0397.910 | Y=0671.470-0682.710 | đoạn từ Xa lộ Hà Nội đến Hết ranh thửa đất số 86, tờ BĐĐC số
P=0153 | X=0095.060-0403.900 | Y=0682.750-0693.990 | 108 76 về bên phải và hết ranh thửa đất số 17, tờ BĐĐC số 6 về bên
P=0153 | X=0449.210-0465.850 | Y=0684.630-0693.950 | 860
P=0153 | X=0505.390-0522.030 | Y=0684.630-0693.950 | 570
P=0153 | X=0117.410-0399.560 | Y=0694.270-0705.510 | trái, phường Long Bình có hiện trạng là đường nhựa, bê tông xi
P=0153 | X=0117.410-0145.410 | Y=0705.810-0717.050 | măng:
P=0154 | X=0117.410-0340.580 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0154 | X=0117.410-0404.300 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0154 | X=0117.410-0170.370 | Y=0107.540-0118.780 | đến ≤600m.
P=0154 | X=0117.410-0340.580 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0154 | X=0117.410-0406.540 | Y=0142.850-0154.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Yết Kiêu
P=0154 | X=0117.410-0397.910 | Y=0154.370-0165.610 | đoạn từ Xa lộ Hà Nội đến Hết ranh thửa đất số 86, tờ BĐĐC số
P=0154 | X=0117.410-0403.900 | Y=0165.650-0176.890 | 76 về bên phải và hết ranh thửa đất số 17, tờ BĐĐC số 6 về bên
P=0154 | X=0117.410-0399.560 | Y=0177.170-0188.410 | trái, phường Long Bình có hiện trạng là đường nhựa, bê tông xi
P=0154 | X=0095.060-0111.700 | Y=0185.050-0194.370 | 109
P=0154 | X=0449.210-0465.850 | Y=0185.050-0194.370 | 670
P=0154 | X=0505.390-0522.030 | Y=0185.050-0194.370 | 450
P=0154 | X=0117.410-0145.410 | Y=0188.690-0199.930 | măng:
P=0154 | X=0117.410-0394.840 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0154 | X=0117.410-0341.050 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0154 | X=0117.410-0402.670 | Y=0241.510-0252.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0154 | X=0117.410-0399.820 | Y=0253.030-0264.270 | Đường Yết Kiêu đoạn từ Xa lộ Hà Nội đến Hết ranh thửa đất số
P=0154 | X=0117.410-0391.470 | Y=0264.550-0275.790 | 86, tờ BĐĐC số 76 về bên phải và hết ranh thửa đất số 17, tờ
P=0154 | X=0117.410-0377.730 | Y=0276.070-0287.310 | BĐĐC số 6 về bên trái, phường Long Bình có hiện trạng là
P=0154 | X=0095.060-0111.700 | Y=0283.980-0293.300 | 110
P=0154 | X=0441.050-0466.100 | Y=0283.980-0293.300 | 1.030
P=0154 | X=0505.390-0522.030 | Y=0283.980-0293.300 | 680
P=0154 | X=0117.410-0253.180 | Y=0287.620-0298.860 | đường nhựa, bê tông xi măng:
P=0154 | X=0117.410-0340.320 | Y=0305.140-0316.380 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0154 | X=0117.410-0394.600 | Y=0322.660-0333.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
