TABLE=031 | AREA=Xã Xuân Quế | SECTION=agricultural | SEGMENTS=1
P=1069 | X=0126.050-0357.130 | Y=0449.900-0461.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1069 | X=0126.050-0403.240 | Y=0467.420-0478.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1069 | X=0126.050-0411.310 | Y=0485.180-0496.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1069 | X=0126.050-0396.860 | Y=0496.460-0507.700 | Đường Khu 3 ấp 6 xã Sông Nhạn cũ đoạn từ Hết khu dân cư
P=1069 | X=0126.050-0398.540 | Y=0507.980-0519.220 | hiện hữu ấp 3 xã Sông Nhạn cũ đến Đường Hương lộ 10 xây
P=1069 | X=0126.050-0405.100 | Y=0519.500-0530.740 | dựng mới tránh sân bay Long Thành, đoạn thuộc xã Xuân Quế
P=1069 | X=0126.050-0332.900 | Y=0531.020-0542.260 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1069 | X=0102.290-0113.410 | Y=0542.050-0551.370 | 83
P=1069 | X=0451.610-0468.250 | Y=0542.050-0551.370 | 290
P=1069 | X=0505.390-0522.030 | Y=0542.050-0551.370 | 180
P=1069 | X=0126.050-0357.130 | Y=0548.570-0559.810 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1069 | X=0126.050-0379.360 | Y=0566.090-0577.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1069 | X=0126.050-0221.020 | Y=0577.610-0588.850 | >500m đến ≤1.000m.
P=1069 | X=0126.050-0349.220 | Y=0595.130-0606.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1069 | X=0126.050-0411.310 | Y=0612.890-0624.130 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1069 | X=0126.050-0396.860 | Y=0624.430-0635.670 | Đường Khu 3 ấp 6 xã Sông Nhạn cũ đoạn từ Hết khu dân cư
P=1069 | X=0126.050-0398.540 | Y=0635.950-0647.190 | hiện hữu ấp 3 xã Sông Nhạn cũ đến Đường Hương lộ 10 xây
P=1069 | X=0126.050-0405.100 | Y=0647.470-0658.710 | dựng mới tránh sân bay Long Thành, đoạn thuộc xã Xuân Quế
P=1069 | X=0126.050-0332.900 | Y=0658.750-0669.990 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1069 | X=0102.290-0113.410 | Y=0661.110-0670.430 | 84
P=1069 | X=0451.610-0468.250 | Y=0661.110-0670.430 | 200
P=1069 | X=0505.390-0522.030 | Y=0661.110-0670.430 | 130
P=1069 | X=0126.050-0375.610 | Y=0676.270-0687.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >
P=1069 | X=0126.050-0162.450 | Y=0689.670-0698.990 | 1.000m.
P=1069 | X=0126.050-0352.340 | Y=0705.330-0716.570 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1070 | X=0320.520-0396.660 | Y=0080.380-0089.700 | Giáp ranh khu tái
P=1070 | X=0126.050-0220.150 | Y=0084.260-0095.500 | Đường Nhân Nghĩa -
P=1070 | X=0231.220-0312.360 | Y=0086.140-0095.460 | Giáp ranh xã Cẩm
P=1070 | X=0320.520-0393.320 | Y=0090.020-0101.260 | định cư xã Xuân
P=1070 | X=0102.290-0113.410 | Y=0091.900-0101.220 | 85
P=1070 | X=0451.610-0468.250 | Y=0091.900-0101.220 | 500
P=1070 | X=0505.390-0522.030 | Y=0091.900-0101.220 | 370
P=1070 | X=0126.050-0176.080 | Y=0097.660-0106.980 | Sông Nhạn
P=1070 | X=0231.220-0244.660 | Y=0097.660-0106.980 | Mỹ
P=1070 | X=0320.520-0339.560 | Y=0103.420-0112.740 | Quế
P=1070 | X=0126.050-0401.030 | Y=0119.330-0130.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1070 | X=0126.050-0392.610 | Y=0130.850-0142.090 | Nghĩa - Sông Nhạn đoạn từ Giáp ranh xã Cẩm Mỹ đến Giáp
P=1070 | X=0126.050-0408.310 | Y=0142.370-0153.610 | ranh khu tái định cư xã Xuân Quế có hiện trạng là đường nhựa,
P=1070 | X=0126.050-0200.130 | Y=0153.650-0164.890 | bê tông xi măng:
P=1070 | X=0102.290-0113.410 | Y=0156.010-0165.330 | 86
P=1070 | X=0451.610-0468.250 | Y=0156.010-0165.330 | 350
P=1070 | X=0505.390-0522.030 | Y=0156.010-0165.330 | 230
P=1070 | X=0126.050-0357.130 | Y=0171.170-0182.410 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1070 | X=0126.050-0403.240 | Y=0188.690-0199.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1070 | X=0126.050-0401.030 | Y=0206.470-0217.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1070 | X=0126.050-0392.610 | Y=0217.990-0229.230 | Nghĩa - Sông Nhạn đoạn từ Giáp ranh xã Cẩm Mỹ đến Giáp
P=1070 | X=0126.050-0408.310 | Y=0229.510-0240.750 | ranh khu tái định cư xã Xuân Quế có hiện trạng là đường nhựa,
P=1070 | X=0126.050-0200.130 | Y=0241.030-0252.270 | bê tông xi măng:
P=1070 | X=0102.290-0113.410 | Y=0257.550-0266.870 | 87
P=1070 | X=0451.610-0468.250 | Y=0257.550-0266.870 | 290
P=1070 | X=0505.390-0522.030 | Y=0257.550-0266.870 | 180
P=1070 | X=0126.050-0357.600 | Y=0258.550-0269.790 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1070 | X=0126.050-0379.360 | Y=0276.070-0287.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1070 | X=0126.050-0221.020 | Y=0287.620-0298.860 | >500m đến ≤1.000m.
P=1070 | X=0126.050-0349.220 | Y=0305.140-0316.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1070 | X=0126.050-0401.030 | Y=0322.900-0334.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1070 | X=0126.050-0392.610 | Y=0334.420-0345.660 | Nghĩa - Sông Nhạn đoạn từ Giáp ranh xã Cẩm Mỹ đến Giáp
P=1070 | X=0126.050-0408.310 | Y=0345.700-0356.940 | ranh khu tái định cư xã Xuân Quế có hiện trạng là đường nhựa,
P=1070 | X=0126.050-0200.130 | Y=0357.220-0368.460 | bê tông xi măng:
P=1070 | X=0102.290-0113.410 | Y=0365.100-0374.420 | 88
P=1070 | X=0451.610-0468.250 | Y=0365.100-0374.420 | 200
P=1070 | X=0505.390-0522.030 | Y=0365.100-0374.420 | 130
P=1070 | X=0126.050-0375.610 | Y=0374.760-0386.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >
P=1070 | X=0126.050-0162.450 | Y=0388.160-0397.480 | 1.000m.
P=1070 | X=0126.050-0352.340 | Y=0403.800-0415.040 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1070 | X=0126.050-0411.310 | Y=0421.560-0432.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1070 | X=0126.050-0410.300 | Y=0433.080-0444.320 | Đường Nhân Nghĩa - Sông Nhạn đoạn từ Giáp ranh xã Cẩm Mỹ
P=1070 | X=0126.050-0390.450 | Y=0444.600-0455.840 | đến Giáp ranh khu tái định cư xã Xuân Quế có hiện trạng là
P=1070 | X=0126.050-0261.830 | Y=0456.140-0467.380 | đường nhựa, bê tông xi măng:
P=1070 | X=0102.290-0113.410 | Y=0458.260-0467.580 | 89
P=1070 | X=0451.610-0468.250 | Y=0458.260-0467.580 | 350
P=1070 | X=0505.390-0522.030 | Y=0458.260-0467.580 | 230
P=1070 | X=0126.050-0357.130 | Y=0473.660-0484.900 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1070 | X=0126.050-0403.240 | Y=0491.180-0502.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1070 | X=0126.050-0411.310 | Y=0508.940-0520.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1070 | X=0126.050-0410.300 | Y=0520.220-0531.460 | Đường Nhân Nghĩa - Sông Nhạn đoạn từ Giáp ranh xã Cẩm Mỹ
P=1070 | X=0126.050-0390.450 | Y=0531.740-0542.980 | đến Giáp ranh khu tái định cư xã Xuân Quế có hiện trạng là
P=1070 | X=0126.050-0261.820 | Y=0543.290-0554.530 | đường nhựa, bê tông xi măng:
P=1070 | X=0102.290-0113.410 | Y=0560.050-0569.370 | 90
P=1070 | X=0451.610-0468.250 | Y=0560.050-0569.370 | 290
P=1070 | X=0505.390-0522.030 | Y=0560.050-0569.370 | 180
P=1070 | X=0126.050-0357.130 | Y=0560.810-0572.050 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1070 | X=0126.050-0379.360 | Y=0578.330-0589.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1070 | X=0126.050-0221.020 | Y=0589.850-0601.090 | >500m đến ≤1.000m.
P=1070 | X=0126.050-0349.220 | Y=0607.370-0618.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1070 | X=0126.050-0411.310 | Y=0625.150-0636.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1070 | X=0126.050-0410.300 | Y=0636.670-0647.910 | Đường Nhân Nghĩa - Sông Nhạn đoạn từ Giáp ranh xã Cẩm Mỹ
P=1070 | X=0126.050-0390.450 | Y=0648.190-0659.430 | đến Giáp ranh khu tái định cư xã Xuân Quế có hiện trạng là
P=1070 | X=0126.050-0261.820 | Y=0659.710-0670.950 | đường nhựa, bê tông xi măng:
P=1070 | X=0102.290-0113.410 | Y=0667.590-0676.910 | 91
P=1070 | X=0451.610-0468.250 | Y=0667.590-0676.910 | 200
P=1070 | X=0505.390-0522.030 | Y=0667.590-0676.910 | 130
P=1070 | X=0126.050-0375.610 | Y=0677.230-0688.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >
P=1070 | X=0126.050-0162.450 | Y=0690.390-0699.710 | 1.000m.
P=1070 | X=0126.050-0352.340 | Y=0706.050-0717.290 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1071 | X=0231.220-0307.360 | Y=0080.380-0089.700 | Giáp ranh khu tái
P=1071 | X=0126.050-0220.150 | Y=0084.260-0095.500 | Đường Nhân Nghĩa -
P=1071 | X=0320.520-0395.180 | Y=0084.260-0095.500 | Đường Cầu Đỏ -
P=1071 | X=0231.220-0304.020 | Y=0090.020-0101.260 | định cư xã Xuân
P=1071 | X=0102.290-0113.410 | Y=0091.900-0101.220 | 92
P=1071 | X=0451.610-0468.250 | Y=0091.900-0101.220 | 500
P=1071 | X=0505.390-0522.030 | Y=0091.900-0101.220 | 370
P=1071 | X=0126.050-0176.080 | Y=0097.660-0106.980 | Sông Nhạn
P=1071 | X=0320.520-0361.380 | Y=0097.660-0106.980 | Suối Sâu
P=1071 | X=0231.220-0250.260 | Y=0103.420-0112.740 | Quế
P=1071 | X=0126.050-0401.030 | Y=0119.330-0130.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1071 | X=0126.050-0403.640 | Y=0130.850-0142.090 | Nghĩa - Sông Nhạn đoạn từ Giáp ranh khu tái định cư xã Xuân
P=1071 | X=0126.050-0389.020 | Y=0142.370-0153.610 | Quế đến Đường Cầu Đỏ - Suối Sâu có hiện trạng là đường
P=1071 | X=0126.050-0229.160 | Y=0153.650-0164.890 | nhựa, bê tông xi măng:
P=1071 | X=0102.290-0113.410 | Y=0156.010-0165.330 | 93
P=1071 | X=0451.610-0468.250 | Y=0156.010-0165.330 | 350
P=1071 | X=0505.390-0522.030 | Y=0156.010-0165.330 | 230
P=1071 | X=0126.050-0357.130 | Y=0171.170-0182.410 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1071 | X=0126.050-0403.240 | Y=0188.690-0199.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1071 | X=0126.050-0401.030 | Y=0206.470-0217.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1071 | X=0126.050-0403.640 | Y=0217.990-0229.230 | Nghĩa - Sông Nhạn đoạn từ Giáp ranh khu tái định cư xã Xuân
P=1071 | X=0126.050-0389.020 | Y=0229.510-0240.750 | Quế đến Đường Cầu Đỏ - Suối Sâu có hiện trạng là đường
P=1071 | X=0126.050-0229.160 | Y=0241.030-0252.270 | nhựa, bê tông xi măng:
P=1071 | X=0102.290-0113.410 | Y=0257.550-0266.870 | 94
P=1071 | X=0451.610-0468.250 | Y=0257.550-0266.870 | 290
P=1071 | X=0505.390-0522.030 | Y=0257.550-0266.870 | 180
P=1071 | X=0126.050-0357.600 | Y=0258.550-0269.790 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1071 | X=0126.050-0379.360 | Y=0276.070-0287.310 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1071 | X=0126.050-0221.020 | Y=0287.620-0298.860 | >500m đến ≤1.000m.
P=1071 | X=0126.050-0349.220 | Y=0305.140-0316.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1071 | X=0126.050-0401.030 | Y=0322.900-0334.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1071 | X=0126.050-0403.640 | Y=0334.420-0345.660 | Nghĩa - Sông Nhạn đoạn từ Giáp ranh khu tái định cư xã Xuân
P=1071 | X=0126.050-0389.020 | Y=0345.700-0356.940 | Quế đến Đường Cầu Đỏ - Suối Sâu có hiện trạng là đường
P=1071 | X=0126.050-0229.160 | Y=0357.220-0368.460 | nhựa, bê tông xi măng:
P=1071 | X=0102.290-0113.410 | Y=0365.100-0374.420 | 95
P=1071 | X=0451.610-0468.250 | Y=0365.100-0374.420 | 200
P=1071 | X=0505.390-0522.030 | Y=0365.100-0374.420 | 130
P=1071 | X=0126.050-0375.610 | Y=0374.760-0386.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >
P=1071 | X=0126.050-0162.450 | Y=0388.160-0397.480 | 1.000m.
P=1071 | X=0126.050-0352.340 | Y=0403.800-0415.040 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1071 | X=0126.050-0411.310 | Y=0421.560-0432.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1071 | X=0126.050-0410.870 | Y=0433.080-0444.320 | Đường Nhân Nghĩa - Sông Nhạn đoạn từ Giáp ranh khu tái định
P=1071 | X=0126.050-0410.370 | Y=0444.600-0455.840 | cư xã Xuân Quế đến Đường Cầu Đỏ - Suối Sâu có hiện trạng là
P=1071 | X=0126.050-0261.820 | Y=0456.140-0467.380 | đường nhựa, bê tông xi măng:
P=1071 | X=0102.290-0113.410 | Y=0458.260-0467.580 | 96
P=1071 | X=0451.610-0468.250 | Y=0458.260-0467.580 | 350
P=1071 | X=0505.390-0522.030 | Y=0458.260-0467.580 | 230
P=1071 | X=0126.050-0357.130 | Y=0473.660-0484.900 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1071 | X=0126.050-0403.240 | Y=0491.180-0502.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1071 | X=0126.050-0411.310 | Y=0508.940-0520.180 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1071 | X=0126.050-0410.870 | Y=0520.220-0531.460 | Đường Nhân Nghĩa - Sông Nhạn đoạn từ Giáp ranh khu tái định
P=1071 | X=0126.050-0410.370 | Y=0531.740-0542.980 | cư xã Xuân Quế đến Đường Cầu Đỏ - Suối Sâu có hiện trạng là
P=1071 | X=0126.050-0261.820 | Y=0543.290-0554.530 | đường nhựa, bê tông xi măng:
P=1071 | X=0102.290-0113.410 | Y=0560.050-0569.370 | 97
P=1071 | X=0451.610-0468.250 | Y=0560.050-0569.370 | 290
P=1071 | X=0505.390-0522.030 | Y=0560.050-0569.370 | 180
P=1071 | X=0126.050-0357.130 | Y=0560.810-0572.050 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1071 | X=0126.050-0379.360 | Y=0578.330-0589.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1071 | X=0126.050-0221.020 | Y=0589.850-0601.090 | >500m đến ≤1.000m.
P=1071 | X=0126.050-0349.220 | Y=0607.370-0618.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1071 | X=0126.050-0411.310 | Y=0625.150-0636.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1071 | X=0126.050-0410.870 | Y=0636.670-0647.910 | Đường Nhân Nghĩa - Sông Nhạn đoạn từ Giáp ranh khu tái định
P=1071 | X=0126.050-0410.370 | Y=0648.190-0659.430 | cư xã Xuân Quế đến Đường Cầu Đỏ - Suối Sâu có hiện trạng là
P=1071 | X=0126.050-0261.820 | Y=0659.710-0670.950 | đường nhựa, bê tông xi măng:
P=1071 | X=0102.290-0113.410 | Y=0667.590-0676.910 | 98
P=1071 | X=0451.610-0468.250 | Y=0667.590-0676.910 | 200
P=1071 | X=0505.390-0522.030 | Y=0667.590-0676.910 | 130
P=1071 | X=0126.050-0375.610 | Y=0677.230-0688.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >
P=1071 | X=0126.050-0162.450 | Y=0690.390-0699.710 | 1.000m.
P=1071 | X=0126.050-0352.340 | Y=0706.050-0717.290 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1072 | X=0126.050-0220.150 | Y=0078.500-0089.740 | Đường Nhân Nghĩa -
P=1072 | X=0231.220-0305.880 | Y=0078.500-0089.740 | Đường Cầu Đỏ -
P=1072 | X=0320.520-0411.260 | Y=0078.500-0089.740 | Đường Sông Nhạn -
P=1072 | X=0102.290-0113.410 | Y=0086.140-0095.460 | 99
P=1072 | X=0451.610-0468.250 | Y=0086.140-0095.460 | 500
P=1072 | X=0505.390-0522.030 | Y=0086.140-0095.460 | 370
P=1072 | X=0126.050-0176.080 | Y=0091.900-0101.220 | Sông Nhạn
P=1072 | X=0231.220-0272.100 | Y=0091.900-0101.220 | Suối Sâu
P=1072 | X=0320.520-0362.510 | Y=0091.900-0101.220 | Dầu Giây
P=1072 | X=0126.050-0401.030 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1072 | X=0126.050-0389.020 | Y=0119.330-0130.570 | Nghĩa - Sông Nhạn đoạn từ Đường Cầu Đỏ - Suối Sâu đến
P=1072 | X=0126.050-0407.980 | Y=0130.850-0142.090 | Đường Sông Nhạn - Dầu Giây có hiện trạng là đường nhựa, bê
P=1072 | X=0099.410-0186.210 | Y=0142.370-0153.810 | 100 tông xi măng:
P=1072 | X=0451.610-0468.250 | Y=0144.490-0153.810 | 350
P=1072 | X=0505.390-0522.030 | Y=0144.490-0153.810 | 230
P=1072 | X=0126.050-0357.130 | Y=0159.650-0170.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1072 | X=0126.050-0403.240 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1072 | X=0126.050-0401.030 | Y=0194.930-0206.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1072 | X=0126.050-0389.020 | Y=0206.470-0217.710 | Nghĩa - Sông Nhạn đoạn từ Đường Cầu Đỏ - Suối Sâu đến
P=1072 | X=0126.050-0407.980 | Y=0217.990-0229.230 | Đường Sông Nhạn - Dầu Giây có hiện trạng là đường nhựa, bê
P=1072 | X=0126.050-0186.210 | Y=0229.510-0240.750 | tông xi măng:
P=1072 | X=0099.410-0357.600 | Y=0246.270-0258.270 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1072 | X=0451.610-0468.250 | Y=0246.270-0255.590 | 290
P=1072 | X=0505.390-0522.030 | Y=0246.270-0255.590 | 180
P=1072 | X=0126.050-0379.360 | Y=0264.550-0275.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1072 | X=0126.050-0221.020 | Y=0276.070-0287.310 | >500m đến ≤1.000m.
P=1072 | X=0126.050-0349.220 | Y=0293.620-0304.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1072 | X=0126.050-0401.030 | Y=0311.380-0322.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nhân
P=1072 | X=0126.050-0389.020 | Y=0322.900-0334.140 | Nghĩa - Sông Nhạn đoạn từ Đường Cầu Đỏ - Suối Sâu đến
P=1072 | X=0126.050-0407.980 | Y=0334.420-0345.660 | Đường Sông Nhạn - Dầu Giây có hiện trạng là đường nhựa, bê
P=1072 | X=0126.050-0186.210 | Y=0345.700-0356.940 | tông xi măng:
P=1072 | X=0099.410-0116.050 | Y=0353.580-0362.900 | 102
P=1072 | X=0451.610-0468.250 | Y=0353.580-0362.900 | 200
P=1072 | X=0505.390-0522.030 | Y=0353.580-0362.900 | 130
P=1072 | X=0126.050-0375.610 | Y=0363.220-0374.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >
P=1072 | X=0126.050-0162.450 | Y=0376.640-0385.960 | 1.000m.
P=1072 | X=0126.050-0352.340 | Y=0392.280-0403.520 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=1072 | X=0126.050-0411.310 | Y=0410.040-0421.280 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1072 | X=0126.050-0410.140 | Y=0421.560-0432.800 | Đường Nhân Nghĩa - Sông Nhạn đoạn từ Đường Cầu Đỏ - Suối
P=1072 | X=0126.050-0405.100 | Y=0433.080-0444.320 | Sâu đến Đường Sông Nhạn - Dầu Giây có hiện trạng là đường
P=1072 | X=0099.410-0229.160 | Y=0444.600-0456.040 | 103 nhựa, bê tông xi măng:
P=1072 | X=0451.610-0468.250 | Y=0446.720-0456.040 | 350
P=1072 | X=0505.390-0522.030 | Y=0446.720-0456.040 | 230
P=1072 | X=0126.050-0357.130 | Y=0462.140-0473.380 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1072 | X=0126.050-0403.240 | Y=0479.660-0490.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1072 | X=0126.050-0411.310 | Y=0497.420-0508.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1072 | X=0126.050-0410.140 | Y=0508.940-0520.180 | Đường Nhân Nghĩa - Sông Nhạn đoạn từ Đường Cầu Đỏ - Suối
P=1072 | X=0126.050-0405.100 | Y=0520.220-0531.460 | Sâu đến Đường Sông Nhạn - Dầu Giây có hiện trạng là đường
P=1072 | X=0126.050-0229.190 | Y=0531.740-0542.980 | nhựa, bê tông xi măng:
P=1072 | X=0099.410-0357.130 | Y=0548.530-0560.530 | 104 - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1072 | X=0451.610-0468.250 | Y=0548.530-0557.850 | 290
P=1072 | X=0505.390-0522.030 | Y=0548.530-0557.850 | 180
P=1072 | X=0126.050-0379.360 | Y=0566.810-0578.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1072 | X=0126.050-0221.020 | Y=0578.330-0589.570 | >500m đến ≤1.000m.
P=1072 | X=0126.050-0349.220 | Y=0595.850-0607.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1072 | X=0126.050-0411.340 | Y=0613.610-0624.850 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1072 | X=0126.050-0410.140 | Y=0625.150-0636.390 | Đường Nhân Nghĩa - Sông Nhạn đoạn từ Đường Cầu Đỏ - Suối
P=1072 | X=0126.050-0405.100 | Y=0636.670-0647.910 | Sâu đến Đường Sông Nhạn - Dầu Giây có hiện trạng là đường
P=1072 | X=0126.050-0229.160 | Y=0648.190-0659.430 | nhựa, bê tông xi măng:
P=1072 | X=0099.410-0116.050 | Y=0656.070-0665.390 | 105
P=1072 | X=0451.610-0468.250 | Y=0656.070-0665.390 | 200
P=1072 | X=0505.390-0522.030 | Y=0656.070-0665.390 | 130
P=1072 | X=0126.050-0375.610 | Y=0665.710-0676.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >
P=1072 | X=0126.050-0162.450 | Y=0679.110-0688.430 | 1.000m.
P=1072 | X=0126.050-0352.340 | Y=0694.510-0705.750 | - Có bề rộng <3m, cách đường giao thông > 200m.
