TABLE=012 | AREA=Xã Bình An | SECTION=agricultural | SEGMENTS=1
P=0409 | X=0115.970-0309.580 | Y=0602.810-0614.050 | hiện trạng là đường nhựa, bê tông xi măng:
P=0409 | X=0097.250-0108.370 | Y=0610.690-0620.010 | 93
P=0409 | X=0454.970-0471.610 | Y=0610.690-0620.010 | 500
P=0409 | X=0505.390-0522.030 | Y=0610.690-0620.010 | 430
P=0409 | X=0115.970-0347.050 | Y=0620.350-0631.590 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0409 | X=0115.970-0393.160 | Y=0637.870-0649.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0409 | X=0115.970-0402.710 | Y=0655.630-0666.870 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 769
P=0409 | X=0115.970-0400.300 | Y=0667.150-0678.390 | đoạn từ Cầu An Viễn đến Giáp nông trường cao su An Viễng có
P=0409 | X=0097.250-0309.580 | Y=0677.670-0689.910 | 94 hiện trạng là đương nhựa, bê tông xi măng:
P=0409 | X=0454.970-0471.610 | Y=0677.670-0686.990 | 400
P=0409 | X=0505.390-0522.030 | Y=0677.670-0686.990 | 350
P=0409 | X=0115.970-0347.520 | Y=0696.190-0707.430 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0410 | X=0115.970-0402.130 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông lừ >500m
P=0410 | X=0115.970-0177.090 | Y=0090.020-0101.260 | đến ≤1.000m.
P=0410 | X=0115.970-0339.140 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0410 | X=0115.970-0402.710 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 769
P=0410 | X=0115.970-0400.300 | Y=0136.850-0148.090 | đoạn từ Cầu An Viễn đến Giáp nông trường cao su An Viễng có
P=0410 | X=0115.970-0309.640 | Y=0148.370-0159.610 | hiện trạng là đường nhựa, bê tông xi măng:
P=0410 | X=0097.250-0108.370 | Y=0156.250-0165.570 | 95
P=0410 | X=0454.970-0471.610 | Y=0156.250-0165.570 | 270
P=0410 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 270
P=0410 | X=0115.970-0404.430 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông > 1.000m.
P=0410 | X=0115.970-0339.610 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0410 | X=0115.970-0401.230 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0410 | X=0115.970-0402.950 | Y=0212.470-0223.710 | Đường tỉnh 769 đoạn từ Cầu An Viễn đến Giáp nông trường cao
P=0410 | X=0115.970-0379.240 | Y=0223.990-0235.230 | su An Viễng có hiện trạng là đường nhựa, bê tông xi măng:
P=0410 | X=0097.250-0108.370 | Y=0231.870-0241.190 | 96
P=0410 | X=0454.970-0471.610 | Y=0231.870-0241.190 | 500
P=0410 | X=0505.390-0522.030 | Y=0231.870-0241.190 | 430
P=0410 | X=0115.970-0347.050 | Y=0241.510-0252.750 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0410 | X=0115.970-0393.160 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0410 | X=0115.970-0401.230 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0410 | X=0115.970-0402.950 | Y=0288.340-0299.580 | Đường tỉnh 769 đoạn từ Cầu An Viễn đến Giáp nông trường cao
P=0410 | X=0115.970-0379.240 | Y=0299.860-0311.100 | su An Viễng có hiện trạng là đường nhựa, bê tông xi măng:
P=0410 | X=0097.250-0344.650 | Y=0317.380-0331.460 | 97 - Có bề rộng ≥5m, cách đường giao thông>1.000m.
P=0410 | X=0454.970-0471.610 | Y=0322.140-0331.460 | 400
P=0410 | X=0505.390-0522.030 | Y=0322.140-0331.460 | 350
P=0410 | X=0115.970-0402.860 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0410 | X=0115.970-0177.090 | Y=0346.420-0357.660 | đến ≤1.000m.
P=0410 | X=0115.970-0339.170 | Y=0363.700-0374.940 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0410 | X=0115.970-0401.230 | Y=0381.480-0392.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0410 | X=0115.970-0402.950 | Y=0393.000-0404.240 | Đường tỉnh 769 đoạn từ Cầu An Viễn đến Giáp nông trường cao
P=0410 | X=0115.970-0379.240 | Y=0404.520-0415.760 | su An Viễng có hiện trạng là đường nhựa, bê tông xi măng:
P=0410 | X=0097.250-0108.370 | Y=0412.400-0421.720 | 98
P=0410 | X=0454.970-0471.610 | Y=0412.400-0421.720 | 270
P=0410 | X=0505.390-0522.030 | Y=0412.400-0421.720 | 270
P=0410 | X=0115.970-0404.460 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông > 1.000m.
P=0410 | X=0115.970-0339.610 | Y=0439.560-0450.800 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0410 | X=0216.790-0306.180 | Y=0457.340-0468.580 | Nông trường cao su
P=0410 | X=0097.250-0186.140 | Y=0463.100-0474.340 | 99 Đường tỉnh 769
P=0410 | X=0307.800-0365.270 | Y=0464.980-0474.300 | Cầu Cái Hảo
P=0410 | X=0454.970-0471.610 | Y=0464.980-0474.300 | 730
P=0410 | X=0505.390-0522.030 | Y=0464.980-0474.300 | 600
P=0410 | X=0216.790-0257.700 | Y=0470.740-0480.060 | An Viễng
P=0410 | X=0115.970-0402.710 | Y=0486.620-0497.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 769
P=0410 | X=0115.970-0400.780 | Y=0498.140-0509.380 | đoạn từ Nông trường cao su An Viễng đến Cầu Cái Hảo có hiện
P=0410 | X=0115.970-0287.750 | Y=0509.660-0520.900 | trạng là đường nhựa, bê tông xi măng:
P=0410 | X=0094.340-0110.980 | Y=0517.540-0526.860 | 100
P=0410 | X=0454.970-0471.610 | Y=0517.540-0526.860 | 500
P=0410 | X=0505.390-0522.030 | Y=0517.540-0526.860 | 430
P=0410 | X=0115.970-0347.050 | Y=0527.180-0538.420 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0410 | X=0115.970-0393.160 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0410 | X=0115.970-0402.710 | Y=0562.250-0573.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 769
P=0410 | X=0115.970-0400.780 | Y=0573.770-0585.010 | đoạn từ Nông trường cao su An Viễng đến Cầu Cái Hảo có hiện
P=0410 | X=0115.970-0287.750 | Y=0585.290-0596.530 | trạng là đường nhựa, bê tông xi măng:
P=0410 | X=0094.340-0347.520 | Y=0602.810-0617.130 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0410 | X=0454.970-0471.610 | Y=0607.810-0617.130 | 400
P=0410 | X=0505.390-0522.030 | Y=0607.810-0617.130 | 350
P=0410 | X=0115.970-0402.860 | Y=0620.350-0631.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0410 | X=0115.970-0179.950 | Y=0631.870-0643.110 | đến ≤ 1.000m.
P=0410 | X=0115.970-0339.140 | Y=0649.390-0660.630 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0410 | X=0115.970-0402.710 | Y=0667.150-0678.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 769
P=0410 | X=0115.970-0400.780 | Y=0678.670-0689.910 | đoạn từ Nông trường cao su An Viễng đến Cầu Cái Hảo có hiện
P=0410 | X=0094.340-0287.750 | Y=0689.190-0701.430 | 102 trạng là đường nhựa, bê tông xi măng:
P=0410 | X=0454.970-0471.610 | Y=0689.190-0698.510 | 270
P=0410 | X=0505.390-0522.030 | Y=0689.190-0698.510 | 270
P=0410 | X=0115.970-0401.780 | Y=0707.730-0718.970 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0411 | X=0115.970-0339.610 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0411 | X=0115.970-0401.230 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0411 | X=0115.970-0399.350 | Y=0107.780-0119.020 | Đường tỉnh 769 đoạn từ Nông trường cao su An Viễng đến Cầu
P=0411 | X=0115.970-0361.700 | Y=0119.330-0130.570 | Cái Hảo có hiện trạng là đường nhựa, bê tông xi măng:
P=0411 | X=0094.340-0110.980 | Y=0127.210-0136.530 | 103
P=0411 | X=0454.970-0471.610 | Y=0127.210-0136.530 | 500
P=0411 | X=0505.390-0522.030 | Y=0127.210-0136.530 | 430
P=0411 | X=0115.970-0347.050 | Y=0136.850-0148.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0411 | X=0115.970-0393.160 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0411 | X=0115.970-0401.230 | Y=0172.130-0183.370 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0411 | X=0115.970-0399.350 | Y=0183.410-0194.650 | Đường tỉnh 769 đoạn từ Nông trường cao su An Viễng đến Cầu
P=0411 | X=0115.970-0361.700 | Y=0194.930-0206.170 | Cái Hảo có hiện trạng là đường nhựa, bê tông xi măng:
P=0411 | X=0094.340-0347.520 | Y=0212.470-0226.790 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0411 | X=0454.970-0471.610 | Y=0217.470-0226.790 | 400
P=0411 | X=0505.390-0522.030 | Y=0217.470-0226.790 | 350
P=0411 | X=0115.970-0402.860 | Y=0229.990-0241.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0411 | X=0115.970-0177.090 | Y=0241.510-0252.750 | đến ≤1.000m.
P=0411 | X=0115.970-0339.140 | Y=0259.030-0270.270 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0411 | X=0115.970-0401.230 | Y=0276.790-0288.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0411 | X=0115.970-0399.350 | Y=0288.340-0299.580 | Đường tỉnh 769 đoạn từ Nông trường cao su An Viễng đến Cầu
P=0411 | X=0115.970-0361.700 | Y=0299.860-0311.100 | Cái Hảo có hiện trạng là đường nhựa, bê tông xi măng:
P=0411 | X=0094.340-0110.980 | Y=0307.740-0317.060 | 105
P=0411 | X=0454.970-0471.610 | Y=0307.740-0317.060 | 270
P=0411 | X=0505.390-0522.030 | Y=0307.740-0317.060 | 270
P=0411 | X=0115.970-0404.430 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông > 1.000m.
P=0411 | X=0115.970-0339.610 | Y=0334.900-0346.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0411 | X=0115.970-0206.550 | Y=0352.660-0363.900 | Đường Hương lộ 10
P=0411 | X=0115.970-0206.780 | Y=0365.820-0375.140 | (xây dựng mới tránh
P=0411 | X=0333.000-0413.710 | Y=0371.600-0380.920 | Giáp ranh xã Bình
P=0411 | X=0094.340-0278.800 | Y=0377.360-0386.680 | 106 sân bay Long Thành, Cầu Suối Sâu
P=0411 | X=0454.970-0471.610 | Y=0377.360-0386.680 | 700
P=0411 | X=0505.390-0522.030 | Y=0377.360-0386.680 | 570
P=0411 | X=0333.000-0399.350 | Y=0383.120-0392.440 | An - Xuân Quế
P=0411 | X=0115.970-0202.440 | Y=0387.000-0398.240 | đoạn thuộc xa Bình
P=0411 | X=0115.970-0131.560 | Y=0400.400-0409.720 | An)
P=0411 | X=0115.970-0409.420 | Y=0416.280-0427.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hương lộ
P=0411 | X=0115.970-0406.520 | Y=0427.800-0439.040 | 10 (xây dựng mới tránh sân bay Long Thành, đoạn thuộc xã Bình
P=0411 | X=0115.970-0402.950 | Y=0439.320-0450.560 | An) đoạn từ cầu Suối Sâu đến Giáp ranh xã Bình An - Xuân Quế
P=0411 | X=0094.340-0322.820 | Y=0450.860-0462.300 | 107 có hiện trạng là đường nhựa, bê tông xi măng:
P=0411 | X=0454.970-0471.610 | Y=0452.980-0462.300 | 480
P=0411 | X=0505.390-0522.030 | Y=0452.980-0462.300 | 400
P=0411 | X=0115.970-0347.050 | Y=0468.380-0479.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0411 | X=0115.970-0393.400 | Y=0485.900-0497.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông <500m.
P=0411 | X=0115.970-0409.420 | Y=0503.660-0514.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hương lộ
P=0411 | X=0115.970-0405.560 | Y=0515.180-0526.420 | 10 (xây dựng mái tránh sân bay Long Thành, đoạn thuộc xã Bình
P=0411 | X=0115.970-0402.950 | Y=0526.460-0537.700 | An) đoạn từ cầu Suối Sâu đến Giáp ranh xã Bình An - Xuân Quế
P=0411 | X=0115.970-0322.820 | Y=0538.010-0549.250 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0411 | X=0094.340-0350.170 | Y=0554.770-0566.770 | 108 - Có bề rộng ≥5m, cách đường giao thông > 1.000m.
P=0411 | X=0454.970-0471.610 | Y=0554.770-0564.090 | 370
P=0411 | X=0505.390-0522.030 | Y=0554.770-0564.090 | 330
P=0411 | X=0115.970-0402.870 | Y=0573.050-0584.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0411 | X=0115.970-0177.090 | Y=0584.570-0595.810 | đến ≤1.000m.
P=0411 | X=0115.970-0339.140 | Y=0602.090-0613.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0411 | X=0115.970-0409.420 | Y=0619.870-0631.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hương lộ
P=0411 | X=0115.970-0406.520 | Y=0631.390-0642.630 | 10 (xây dựng mới tránh sân bay Long Thành, đoạn thuộc xã Bình
P=0411 | X=0115.970-0402.940 | Y=0642.910-0654.150 | An) đoạn từ cầu Suối Sâu đến Giáp ranh xã Bình An - Xuân Quế
P=0411 | X=0094.340-0322.820 | Y=0654.430-0665.870 | 109 có hiện trạng là đường nhựa, bê tông xi măng:
P=0411 | X=0454.970-0471.610 | Y=0656.550-0665.870 | 250
P=0411 | X=0505.390-0522.030 | Y=0656.550-0665.870 | 250
P=0411 | X=0115.970-0395.790 | Y=0671.950-0683.190 | Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0411 | X=0115.970-0339.610 | Y=0689.470-0700.710 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0411 | X=0094.340-0401.230 | Y=0707.250-0718.490 | 110 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0411 | X=0454.970-0471.610 | Y=0709.140-0718.460 | 480
P=0411 | X=0505.390-0522.030 | Y=0709.140-0718.460 | 400
P=0412 | X=0115.970-0396.500 | Y=0072.500-0083.740 | Đường Hương lộ 10 (xây dựng mới tránh sân bay Long Thành,
P=0412 | X=0115.970-0400.040 | Y=0084.020-0095.260 | đoạn thuộc xã Bình An) đoạn từ cầu Suối Sâu đến Giáp ranh xã
P=0412 | X=0115.970-0415.230 | Y=0095.540-0106.780 | Bình An - Xuân Quế có hiện trạng là đường nhựa, bê tông xi măng:
P=0412 | X=0115.970-0347.050 | Y=0113.060-0124.300 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0412 | X=0115.970-0393.180 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0412 | X=0115.970-0401.230 | Y=0148.370-0159.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0412 | X=0115.970-0396.500 | Y=0159.650-0170.890 | Đường Hương lộ 10 (xây dựng mới tránh sân bay Long Thành,
P=0412 | X=0115.970-0400.040 | Y=0171.170-0182.410 | đoạn thuộc xã Bình An) đoạn từ cầu Suối Sâu đến Giáp ranh xã
P=0412 | X=0115.970-0415.240 | Y=0182.690-0193.930 | Bình An - Xuân Quế có hiện trạng là đường nhựa, bê tông xi măng:
P=0412 | X=0094.340-0347.520 | Y=0199.470-0211.470 | 111 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0412 | X=0454.970-0471.610 | Y=0199.470-0208.790 | 370
P=0412 | X=0505.390-0522.030 | Y=0199.470-0208.790 | 330
P=0412 | X=0115.970-0402.860 | Y=0217.750-0228.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0412 | X=0115.970-0177.090 | Y=0229.270-0240.510 | đến ≤1.000m.
P=0412 | X=0115.970-0339.140 | Y=0246.790-0258.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0412 | X=0115.970-0401.260 | Y=0264.550-0275.790 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0412 | X=0115.970-0396.500 | Y=0276.070-0287.310 | Đường Hương lộ 10 (xây dựng mới tránh sân bay Long Thành,
P=0412 | X=0115.970-0400.040 | Y=0287.620-0298.860 | đoạn thuộc xã Bình An) đoạn từ cầu Suối Sâu đến Giáp ranh xã
P=0412 | X=0094.340-0415.230 | Y=0299.140-0310.580 | 112 Bình An - Xuân Quế có hiện trạng là đường nhựa, bê tông xi măng:
P=0412 | X=0454.970-0471.610 | Y=0301.260-0310.580 | 250
P=0412 | X=0505.390-0522.030 | Y=0301.260-0310.580 | 250
P=0412 | X=0115.970-0401.780 | Y=0316.660-0327.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0412 | X=0115.970-0339.610 | Y=0333.940-0345.180 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0412 | X=0115.970-0213.970 | Y=0351.700-0362.940 | Đường Liên ấp Sa Cá
P=0412 | X=0333.000-0407.670 | Y=0351.700-0362.940 | Hương lộ 10 xây
P=0412 | X=0216.790-0286.990 | Y=0357.460-0368.700 | Đường tỉnh 769
P=0412 | X=0094.340-0110.980 | Y=0359.340-0368.660 | 113
P=0412 | X=0454.970-0471.610 | Y=0359.340-0368.660 | 670
P=0412 | X=0505.390-0522.030 | Y=0359.340-0368.660 | 530
P=0412 | X=0115.970-0157.800 | Y=0365.100-0374.420 | - Bàu Tre
P=0412 | X=0333.000-0376.300 | Y=0365.100-0374.420 | dựng mới
P=0412 | X=0115.970-0415.160 | Y=0381.000-0392.240 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Liên áp Sa
P=0412 | X=0115.970-0406.310 | Y=0392.520-0403.760 | Cá - Bàu Tre đoạn từ Đường tỉnh 769 đến Hương lộ 10 xây dựng
P=0412 | X=0115.970-0342.740 | Y=0404.040-0415.280 | mới có hiện trạng là đường nhựa, bê tông xi măng:
P=0412 | X=0094.340-0110.980 | Y=0411.920-0421.240 | 114
P=0412 | X=0454.970-0471.610 | Y=0411.920-0421.240 | 450
P=0412 | X=0505.390-0522.030 | Y=0411.920-0421.240 | 380
P=0412 | X=0115.970-0347.050 | Y=0421.560-0432.800 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0412 | X=0115.970-0392.680 | Y=0439.080-0450.320 | - Có bề rộng từ ≥3m tiến <5m, cách đường giao thông ≤500m.
P=0412 | X=0115.970-0415.190 | Y=0456.860-0468.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Liên ấp Sa
P=0412 | X=0115.970-0406.310 | Y=0468.380-0479.620 | Cá - Bàu Tre đoạn từ Đường tỉnh 769 đến Hương lộ 10 xây dựng
P=0412 | X=0115.970-0342.740 | Y=0479.900-0491.140 | mới có hiện trạng là đường nhựa, bê tông xi măng:
P=0412 | X=0094.340-0350.170 | Y=0497.420-0511.500 | 115 - Có bề rộng ≥5m, cách đường giao thông > 1.000m.
P=0412 | X=0454.970-0471.610 | Y=0502.180-0511.500 | 350
P=0412 | X=0505.390-0522.030 | Y=0502.180-0511.500 | 310
P=0412 | X=0115.970-0402.860 | Y=0514.940-0526.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0412 | X=0115.970-0177.090 | Y=0526.220-0537.460 | đến ≤1.000m.
P=0412 | X=0115.970-0339.140 | Y=0543.770-0555.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0412 | X=0115.970-0415.190 | Y=0561.530-0572.770 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Liên ấp Sa
P=0412 | X=0115.970-0406.310 | Y=0573.050-0584.290 | Cá - Bàu Tre đoạn từ Đường tỉnh 769 đến Hương lộ 10 xây dựng
P=0412 | X=0115.970-0342.740 | Y=0584.570-0595.810 | mới có hiện trạng là đường nhựa, bê tông xi măng:
P=0412 | X=0094.340-0110.980 | Y=0592.450-0601.770 | 116
P=0412 | X=0454.970-0471.610 | Y=0592.450-0601.770 | 230
P=0412 | X=0505.390-0522.030 | Y=0592.450-0601.770 | 230
P=0412 | X=0115.970-0404.460 | Y=0602.090-0613.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông > 1.000m.
P=0412 | X=0115.970-0339.610 | Y=0619.630-0630.870 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0412 | X=0115.970-0401.230 | Y=0637.390-0648.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0412 | X=0115.970-0387.580 | Y=0648.910-0660.150 | Đường Liên ấp Sa Cá - Bàu Tre đoạn từ Đường tỉnh 769 đến
P=0412 | X=0115.970-0405.570 | Y=0660.430-0671.670 | Hương lộ 10 xây dựng mới có hiện trạng là đường nhựa, bê tông
P=0412 | X=0094.340-0153.810 | Y=0671.950-0683.390 | 117 xi măng:
P=0412 | X=0454.970-0471.610 | Y=0674.070-0683.390 | 450
P=0412 | X=0505.390-0522.030 | Y=0674.070-0683.390 | 380
P=0412 | X=0115.970-0347.050 | Y=0689.470-0700.710 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0412 | X=0115.970-0393.160 | Y=0706.770-0718.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0413 | X=0115.970-0401.230 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0413 | X=0115.970-0387.580 | Y=0090.020-0101.260 | Đường Liên ấp Sa Cá - Bàu Tre đoạn từ Đường tỉnh 769 đến
P=0413 | X=0115.970-0405.570 | Y=0101.540-0112.780 | Hương lộ 10 xây dựng mới có hiện trạng là đường nhựa, bê tông
P=0413 | X=0115.970-0153.800 | Y=0113.060-0124.300 | xi măng:
P=0413 | X=0094.340-0347.520 | Y=0129.610-0141.850 | 118 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0413 | X=0454.970-0471.610 | Y=0129.610-0138.930 | 350
P=0413 | X=0505.390-0522.030 | Y=0129.610-0138.930 | 310
P=0413 | X=0115.970-0402.860 | Y=0148.130-0159.370 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0413 | X=0115.970-0177.090 | Y=0159.410-0170.650 | đến ≤1.000m.
P=0413 | X=0115.970-0339.140 | Y=0176.930-0188.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0413 | X=0115.970-0401.230 | Y=0194.690-0205.930 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0413 | X=0115.970-0387.580 | Y=0206.230-0217.470 | Đường Liên ấp Sa Cá - Bàu Tre đoạn từ Đường tỉnh 769 đến
P=0413 | X=0115.970-0405.570 | Y=0217.750-0228.990 | Hương lộ 10 xây dựng mới có hiện trạng là đường nhựa, bê tông
P=0413 | X=0094.340-0153.800 | Y=0229.270-0240.710 | 119 xi măng:
P=0413 | X=0454.970-0471.610 | Y=0231.390-0240.710 | 230
P=0413 | X=0505.390-0522.030 | Y=0231.390-0240.710 | 230
P=0413 | X=0115.970-0401.320 | Y=0246.790-0258.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≥1.000m.
P=0413 | X=0115.970-0339.610 | Y=0264.310-0275.550 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0413 | X=0315.480-0413.510 | Y=0282.100-0293.340 | Giáp ranh đường Cao
P=0413 | X=0115.970-0194.540 | Y=0287.860-0299.100 | Đường Lê Quang
P=0413 | X=0315.480-0407.510 | Y=0293.620-0304.860 | tốc Biên Hòa – Vũng
P=0413 | X=0094.340-0110.980 | Y=0295.500-0304.820 | 120
P=0413 | X=0215.590-0283.130 | Y=0295.500-0304.820 | Cầu Suối Phèn
P=0413 | X=0454.970-0471.610 | Y=0295.500-0304.820 | 700
P=0413 | X=0505.390-0522.030 | Y=0295.500-0304.820 | 570
P=0413 | X=0115.970-0136.690 | Y=0299.380-0310.620 | Định
P=0413 | X=0315.480-0332.840 | Y=0307.020-0316.340 | Tàu
P=0413 | X=0115.970-0411.090 | Y=0322.900-0334.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Quang
P=0413 | X=0115.970-0403.170 | Y=0334.420-0345.660 | Định đoạn từ Cầu Suối Phèn đến Giáp ranh đường Cao tốc Biên
P=0413 | X=0115.970-0398.430 | Y=0345.700-0356.940 | Hòa – Vũng Tàu có hiện trạng là đường nhựa, bê tông xi măng:
P=0413 | X=0094.340-0110.980 | Y=0353.580-0362.900 | 121
P=0413 | X=0454.970-0471.610 | Y=0353.580-0362.900 | 480
P=0413 | X=0505.390-0522.030 | Y=0353.580-0362.900 | 400
P=0413 | X=0115.970-0347.050 | Y=0363.220-0374.460 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0413 | X=0115.970-0393.160 | Y=0380.760-0392.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0413 | X=0115.970-0411.090 | Y=0398.520-0409.760 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Quang
P=0413 | X=0115.970-0403.170 | Y=0410.040-0421.280 | Định đoạn từ Cầu Suối Phèn đến Giáp ranh đường Cao tốc Biên
P=0413 | X=0115.970-0398.430 | Y=0421.560-0432.800 | Hòa – Vũng Tàu có hiện trạng là đường nhựa, bê tông xi măng:
P=0413 | X=0094.340-0347.520 | Y=0439.080-0453.160 | 122 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0413 | X=0454.970-0471.610 | Y=0443.840-0453.160 | 370
P=0413 | X=0505.390-0522.030 | Y=0443.840-0453.160 | 330
P=0413 | X=0115.970-0402.860 | Y=0456.620-0467.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0413 | X=0115.970-0177.090 | Y=0468.140-0479.380 | đến ≤1.000m.
P=0413 | X=0115.970-0339.140 | Y=0485.660-0496.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0413 | X=0115.970-0411.090 | Y=0503.420-0514.660 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Quang
P=0413 | X=0115.970-0403.170 | Y=0514.940-0526.180 | Định đoạn từ Cầu Suối Phèn đến Giáp ranh đường Cao tốc Biên
P=0413 | X=0115.970-0398.430 | Y=0526.220-0537.460 | Hòa – Vũng Tàu có hiện trạng là đường nhựa, bê tông xi măng:
P=0413 | X=0094.340-0110.980 | Y=0534.100-0543.420 | 123
P=0413 | X=0454.970-0471.610 | Y=0534.100-0543.420 | 250
P=0413 | X=0505.390-0522.030 | Y=0534.100-0543.420 | 250
