TABLE=041 | AREA=Xã Gia Kiệm | SECTION=agricultural | SEGMENTS=1
P=1462 | X=0119.570-0405.380 | Y=0555.770-0567.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1462 | X=0119.570-0343.210 | Y=0573.290-0584.530 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1462 | X=0119.570-0227.920 | Y=0591.050-0602.290 | Đường Tây Kim - Thanh
P=1462 | X=0098.930-0110.050 | Y=0598.690-0608.010 | 92
P=1462 | X=0251.140-0299.700 | Y=0598.690-0608.010 | Quốc lộ 20
P=1462 | X=0339.960-0412.540 | Y=0598.690-0608.010 | Hết mét thứ 500
P=1462 | X=0462.650-0479.290 | Y=0598.690-0608.010 | 720
P=1462 | X=0505.390-0522.030 | Y=0598.690-0608.010 | 630
P=1462 | X=0119.570-0140.280 | Y=0604.450-0613.770 | Bình
P=1462 | X=0119.570-0413.660 | Y=0620.350-0631.590 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tây Kim -
P=1462 | X=0119.570-0425.740 | Y=0631.870-0643.110 | Thanh Bình đoạn từ Quốc lộ 20 đến Hết mét thứ 500 có hiện trạng là
P=1462 | X=0119.570-0255.340 | Y=0643.390-0654.630 | đường nhựa, bê tông xi măng:
P=1462 | X=0098.930-0110.050 | Y=0651.270-0660.590 | 93
P=1462 | X=0462.650-0479.290 | Y=0651.270-0660.590 | 480
P=1462 | X=0505.390-0522.030 | Y=0651.270-0660.590 | 430
P=1462 | X=0119.570-0350.650 | Y=0660.910-0672.150 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1462 | X=0119.570-0396.760 | Y=0678.430-0689.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1462 | X=0119.570-0413.660 | Y=0696.190-0707.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tây Kim -
P=1462 | X=0098.930-0110.050 | Y=0703.860-0713.180 | 94
P=1462 | X=0462.650-0479.290 | Y=0703.860-0713.180 | 370
P=1462 | X=0505.390-0522.030 | Y=0703.860-0713.180 | 330
P=1462 | X=0119.570-0425.740 | Y=0707.730-0718.970 | Thanh Bình đoạn từ Quốc lộ 20 đến Hết mét thứ 500 có hiện trạng là
P=1463 | X=0119.570-0255.340 | Y=0072.500-0083.740 | đường nhựa, bê tông xi măng:
P=1463 | X=0119.570-0351.120 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1463 | X=0119.570-0426.020 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1463 | X=0119.570-0161.260 | Y=0119.090-0130.330 | ≤1.000m.
P=1463 | X=0119.570-0342.740 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1463 | X=0119.570-0413.660 | Y=0154.370-0165.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tây Kim -
P=1463 | X=0119.570-0425.740 | Y=0165.650-0176.890 | Thanh Bình đoạn từ Quốc lộ 20 đến Hết mét thứ 500 có hiện trạng là
P=1463 | X=0119.570-0255.340 | Y=0177.170-0188.410 | đường nhựa, bê tông xi măng:
P=1463 | X=0098.930-0110.050 | Y=0185.050-0194.370 | 95
P=1463 | X=0462.650-0479.290 | Y=0185.050-0194.370 | 250
P=1463 | X=0505.390-0522.030 | Y=0185.050-0194.370 | 230
P=1463 | X=0119.570-0405.380 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1463 | X=0119.570-0343.210 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1463 | X=0119.570-0404.830 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1463 | X=0119.570-0434.380 | Y=0241.510-0252.750 | Đường Tây Kim - Thanh Bình đoạn từ Quốc lộ 20 đến Hết mét thứ 500
P=1463 | X=0119.570-0326.420 | Y=0253.030-0264.270 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1463 | X=0098.930-0110.050 | Y=0260.910-0270.230 | 96
P=1463 | X=0462.650-0479.290 | Y=0260.910-0270.230 | 480
P=1463 | X=0505.390-0522.030 | Y=0260.910-0270.230 | 430
P=1463 | X=0119.570-0350.650 | Y=0270.550-0281.790 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1463 | X=0119.570-0396.760 | Y=0288.100-0299.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1463 | X=0119.570-0404.830 | Y=0305.860-0317.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1463 | X=0119.570-0434.380 | Y=0317.380-0328.620 | Đường Tây Kim - Thanh Bình đoạn từ Quốc lộ 20 đến Hết mét thứ 500
P=1463 | X=0119.570-0326.420 | Y=0328.900-0340.140 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1463 | X=0098.930-0351.120 | Y=0346.420-0360.500 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1463 | X=0462.650-0479.290 | Y=0351.180-0360.500 | 370
P=1463 | X=0505.390-0522.030 | Y=0351.180-0360.500 | 330
P=1463 | X=0119.570-0426.020 | Y=0363.700-0374.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1463 | X=0119.570-0161.250 | Y=0375.240-0386.480 | ≤1.000m.
P=1463 | X=0119.570-0342.740 | Y=0392.760-0404.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1463 | X=0119.570-0404.830 | Y=0410.520-0421.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1463 | X=0119.570-0434.380 | Y=0422.040-0433.280 | Đường Tây Kim - Thanh Bình đoạn từ Quốc lộ 20 đến Hết mét thứ 500
P=1463 | X=0119.570-0326.420 | Y=0433.560-0444.800 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1463 | X=0098.930-0110.050 | Y=0441.440-0450.760 | 98
P=1463 | X=0462.650-0479.290 | Y=0441.440-0450.760 | 250
P=1463 | X=0505.390-0522.030 | Y=0441.440-0450.760 | 230
P=1463 | X=0119.570-0405.380 | Y=0451.100-0462.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1463 | X=0119.570-0343.210 | Y=0468.620-0479.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1463 | X=0119.570-0227.920 | Y=0486.380-0497.620 | Đường Tây Kim - Thanh
P=1463 | X=0339.960-0418.030 | Y=0488.260-0497.580 | Giáp ranh xã Bàu
P=1463 | X=0098.930-0110.050 | Y=0494.020-0503.340 | 99
P=1463 | X=0251.140-0323.720 | Y=0494.020-0503.340 | Hết mét thứ 500
P=1463 | X=0462.650-0479.290 | Y=0494.020-0503.340 | 720
P=1463 | X=0505.390-0522.030 | Y=0494.020-0503.340 | 630
P=1463 | X=0119.570-0140.280 | Y=0499.780-0509.100 | Bình
P=1463 | X=0339.960-0361.080 | Y=0499.780-0509.100 | Hàm
P=1463 | X=0119.570-0413.660 | Y=0515.660-0526.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tây Kim -
P=1463 | X=0119.570-0421.360 | Y=0527.180-0538.420 | Thanh Bình đoạn từ Hết mét thứ 500 đến Giáp ranh xã Bàu Hàm có
P=1463 | X=0119.570-0313.210 | Y=0538.490-0549.730 | hiện trạng là đường nhựa, bê tông xi măng:
P=1463 | X=0096.050-0112.690 | Y=0546.370-0555.690 | 100
P=1463 | X=0462.650-0479.290 | Y=0546.370-0555.690 | 480
P=1463 | X=0505.390-0522.030 | Y=0546.370-0555.690 | 430
P=1463 | X=0119.570-0350.650 | Y=0556.010-0567.250 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1463 | X=0119.570-0396.760 | Y=0573.530-0584.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1463 | X=0119.570-0413.660 | Y=0591.290-0602.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tây Kim -
P=1463 | X=0119.570-0421.360 | Y=0602.810-0614.050 | Thanh Bình đoạn từ Hết mét thứ 500 đến Giáp ranh xã Bàu Hàm có
P=1463 | X=0119.570-0313.210 | Y=0614.330-0625.570 | hiện trạng là đường nhựa, bê tông xi măng:
P=1463 | X=0096.050-0351.120 | Y=0631.870-0646.190 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1463 | X=0462.650-0479.290 | Y=0636.870-0646.190 | 370
P=1463 | X=0505.390-0522.030 | Y=0636.870-0646.190 | 330
P=1463 | X=0119.570-0426.020 | Y=0649.390-0660.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1463 | X=0119.570-0161.250 | Y=0660.910-0672.150 | ≤1.000m.
P=1463 | X=0119.570-0342.740 | Y=0678.430-0689.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1463 | X=0119.570-0413.660 | Y=0696.190-0707.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tây Kim -
P=1463 | X=0096.050-0112.690 | Y=0703.860-0713.180 | 102
P=1463 | X=0462.650-0479.290 | Y=0703.860-0713.180 | 250
P=1463 | X=0505.390-0522.030 | Y=0703.860-0713.180 | 230
P=1463 | X=0119.570-0421.360 | Y=0707.730-0718.970 | Thanh Bình đoạn từ Hết mét thứ 500 đến Giáp ranh xã Bàu Hàm có
P=1464 | X=0119.570-0313.210 | Y=0072.500-0083.740 | hiện trạng là đường nhựa, bê tông xi măng:
P=1464 | X=0119.570-0405.380 | Y=0090.020-0101.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1464 | X=0119.570-0343.210 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1464 | X=0119.570-0404.830 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1464 | X=0119.570-0429.820 | Y=0136.850-0148.090 | Đường Tây Kim - Thanh Bình đoạn từ Hết mét thứ 500 đến Giáp ranh
P=1464 | X=0119.570-0384.050 | Y=0148.370-0159.610 | xã Bàu Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1464 | X=0096.050-0112.690 | Y=0156.250-0165.570 | 103
P=1464 | X=0462.650-0479.290 | Y=0156.250-0165.570 | 480
P=1464 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 430
P=1464 | X=0119.570-0350.650 | Y=0165.650-0176.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1464 | X=0119.570-0396.760 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1464 | X=0119.570-0404.830 | Y=0200.950-0212.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1464 | X=0119.570-0429.820 | Y=0212.470-0223.710 | Đường Tây Kim - Thanh Bình đoạn từ Hết mét thứ 500 đến Giáp ranh
P=1464 | X=0119.570-0384.050 | Y=0223.990-0235.230 | xã Bàu Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1464 | X=0096.050-0351.120 | Y=0241.510-0255.830 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1464 | X=0462.650-0479.290 | Y=0246.510-0255.830 | 370
P=1464 | X=0505.390-0522.030 | Y=0246.510-0255.830 | 330
P=1464 | X=0119.570-0426.020 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1464 | X=0119.570-0161.250 | Y=0270.550-0281.790 | ≤1.000m.
P=1464 | X=0119.570-0342.740 | Y=0288.100-0299.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1464 | X=0119.570-0404.830 | Y=0305.860-0317.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1464 | X=0119.570-0429.820 | Y=0317.380-0328.620 | Đường Tây Kim - Thanh Bình đoạn từ Hết mét thứ 500 đến Giáp ranh
P=1464 | X=0119.570-0384.050 | Y=0328.900-0340.140 | xã Bàu Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1464 | X=0096.050-0112.690 | Y=0336.780-0346.100 | 105
P=1464 | X=0462.650-0479.290 | Y=0336.780-0346.100 | 250
P=1464 | X=0505.390-0522.030 | Y=0336.780-0346.100 | 230
P=1464 | X=0119.570-0405.380 | Y=0346.420-0357.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1464 | X=0119.570-0343.210 | Y=0363.700-0374.940 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1464 | X=0119.570-0248.580 | Y=0381.480-0392.720 | Đường tỉnh 770 (đường Suối
P=1464 | X=0339.960-0422.380 | Y=0381.480-0392.720 | Giáp ranh phường
P=1464 | X=0096.050-0112.690 | Y=0389.120-0398.440 | 106
P=1464 | X=0251.140-0299.700 | Y=0389.120-0398.440 | Quốc lộ 20
P=1464 | X=0462.650-0479.290 | Y=0389.120-0398.440 | 730
P=1464 | X=0505.390-0522.030 | Y=0389.120-0398.440 | 670
P=1464 | X=0119.570-0199.750 | Y=0393.000-0404.240 | Tre - Bình Lộc cũ)
P=1464 | X=0339.960-0379.580 | Y=0394.880-0404.200 | Bình Lộc
P=1464 | X=0119.570-0406.310 | Y=0410.760-0422.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 770
P=1464 | X=0119.570-0413.260 | Y=0422.280-0433.520 | (đường Suối Tre - Bình Lộc cũ) đoạn từ Quốc lộ 20 đến Giáp ranh
P=1464 | X=0119.570-0407.070 | Y=0433.800-0445.040 | phường Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=1464 | X=0096.050-0112.690 | Y=0441.680-0451.000 | 107
P=1464 | X=0462.650-0479.290 | Y=0441.680-0451.000 | 500
P=1464 | X=0505.390-0522.030 | Y=0441.680-0451.000 | 450
P=1464 | X=0119.570-0350.650 | Y=0451.340-0462.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1464 | X=0119.570-0396.760 | Y=0468.860-0480.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1464 | X=0119.570-0406.310 | Y=0486.620-0497.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 770
P=1464 | X=0119.570-0413.260 | Y=0498.140-0509.380 | (đường Suối Tre - Bình Lộc cũ) đoạn từ Quốc lộ 20 đến Giáp ranh
P=1464 | X=0119.570-0407.070 | Y=0509.660-0520.900 | phường Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=1464 | X=0096.050-0351.120 | Y=0527.180-0541.260 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1464 | X=0462.650-0479.290 | Y=0531.940-0541.260 | 400
P=1464 | X=0505.390-0522.030 | Y=0531.940-0541.260 | 350
P=1464 | X=0119.570-0426.020 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1464 | X=0119.570-0161.250 | Y=0556.010-0567.250 | ≤1.000m.
P=1464 | X=0119.570-0342.740 | Y=0573.530-0584.770 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1464 | X=0119.570-0406.310 | Y=0591.290-0602.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 770
P=1464 | X=0119.570-0413.260 | Y=0602.810-0614.050 | (đường Suối Tre - Bình Lộc cũ) đoạn từ Quốc lộ 20 đến Giáp ranh
P=1464 | X=0119.570-0407.070 | Y=0614.330-0625.570 | phường Bình Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=1464 | X=0096.050-0112.690 | Y=0622.230-0631.550 | 109
P=1464 | X=0462.650-0479.290 | Y=0622.230-0631.550 | 290
P=1464 | X=0505.390-0522.030 | Y=0622.230-0631.550 | 250
P=1464 | X=0119.570-0405.380 | Y=0631.870-0643.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1464 | X=0119.570-0343.210 | Y=0649.390-0660.630 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1464 | X=0119.570-0404.830 | Y=0667.150-0678.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1464 | X=0119.570-0419.980 | Y=0678.670-0689.910 | Đường tỉnh 770 (đường Suối Tre - Bình Lộc cũ) đoạn từ Quốc lộ 20
P=1464 | X=0096.050-0112.690 | Y=0686.310-0695.630 | 110
P=1464 | X=0462.650-0479.290 | Y=0686.310-0695.630 | 500
P=1464 | X=0505.390-0522.030 | Y=0686.310-0695.630 | 450
P=1464 | X=0119.570-0432.690 | Y=0690.190-0701.430 | đến Giáp ranh phường Bình Lộc có hiện trạng là đường nhựa, bê tông
P=1464 | X=0119.570-0157.400 | Y=0701.730-0712.970 | xi măng:
P=1465 | X=0119.570-0350.690 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1465 | X=0119.570-0396.760 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1465 | X=0119.570-0404.830 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1465 | X=0119.570-0419.980 | Y=0125.330-0136.570 | Đường tỉnh 770 (đường Suối Tre - Bình Lộc cũ) đoạn từ Quốc lộ 20
P=1465 | X=0119.570-0432.690 | Y=0136.850-0148.090 | đến Giáp ranh phường Bình Lộc có hiện trạng là đường nhựa, bê tông
P=1465 | X=0119.570-0157.400 | Y=0148.370-0159.610 | xi măng:
P=1465 | X=0096.050-0351.120 | Y=0164.890-0176.890 | 111 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1465 | X=0462.650-0479.290 | Y=0164.890-0174.210 | 400
P=1465 | X=0505.390-0522.030 | Y=0164.890-0174.210 | 350
P=1465 | X=0119.570-0426.020 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1465 | X=0119.570-0161.250 | Y=0194.690-0205.930 | ≤1.000m.
P=1465 | X=0119.570-0342.740 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1465 | X=0119.570-0404.830 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1465 | X=0119.570-0419.980 | Y=0241.510-0252.750 | Đường tỉnh 770 (đường Suối Tre - Bình Lộc cũ) đoạn từ Quốc lộ 20
P=1465 | X=0119.570-0432.690 | Y=0253.030-0264.270 | đến Giáp ranh phường Bình Lộc có hiện trạng là đường nhựa, bê tông
P=1465 | X=0096.050-0157.400 | Y=0264.550-0275.990 | 112 xi măng:
P=1465 | X=0462.650-0479.290 | Y=0266.670-0275.990 | 290
P=1465 | X=0505.390-0522.030 | Y=0266.670-0275.990 | 250
P=1465 | X=0119.570-0405.380 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1465 | X=0119.570-0343.240 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1465 | X=0096.050-0239.660 | Y=0317.380-0328.620 | 113 Đường Võ Dõng - Lạc Sơn
P=1465 | X=0251.140-0299.700 | Y=0319.260-0328.580 | Quốc lộ 20
P=1465 | X=0339.960-0412.540 | Y=0319.260-0328.580 | Hết mét thứ 500
P=1465 | X=0462.650-0479.290 | Y=0319.260-0328.580 | 720
P=1465 | X=0505.390-0522.030 | Y=0319.260-0328.580 | 630
P=1465 | X=0119.570-0434.810 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Dõng - Lạc
P=1465 | X=0119.570-0425.270 | Y=0346.660-0357.900 | Sơn đoạn từ Quốc lộ 20 đến Hết mét thứ 500 có hiện trạng là đường
P=1465 | X=0119.570-0222.680 | Y=0357.940-0369.180 | nhựa, bê tông xi măng:
P=1465 | X=0096.050-0112.690 | Y=0365.820-0375.140 | 114
P=1465 | X=0462.650-0479.290 | Y=0365.820-0375.140 | 480
P=1465 | X=0505.390-0522.030 | Y=0365.820-0375.140 | 430
P=1465 | X=0119.570-0350.650 | Y=0375.480-0386.720 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1465 | X=0119.570-0396.760 | Y=0393.000-0404.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1465 | X=0119.570-0434.810 | Y=0410.760-0422.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Dõng - Lạc
P=1465 | X=0119.570-0425.270 | Y=0422.280-0433.520 | Sơn đoạn từ Quốc lộ 20 đến Hết mét thứ 500 có hiện trạng là đường
P=1465 | X=0119.570-0222.720 | Y=0435.680-0445.000 | nhựa, bê tông xi măng:
P=1465 | X=0096.050-0351.120 | Y=0451.340-0465.420 | 115 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1465 | X=0462.650-0479.290 | Y=0456.100-0465.420 | 370
P=1465 | X=0505.390-0522.030 | Y=0456.100-0465.420 | 330
P=1465 | X=0119.570-0426.020 | Y=0468.860-0480.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1465 | X=0119.570-0161.250 | Y=0480.380-0491.620 | ≤1.000m.
P=1465 | X=0119.570-0342.740 | Y=0497.900-0509.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1465 | X=0119.570-0434.810 | Y=0515.660-0526.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Dõng - Lạc
P=1465 | X=0119.570-0425.270 | Y=0527.180-0538.420 | Sơn đoạn từ Quốc lộ 20 đến Hết mét thứ 500 có hiện trạng là đường
P=1465 | X=0119.570-0222.680 | Y=0538.490-0549.730 | nhựa, bê tông xi măng:
P=1465 | X=0096.050-0112.690 | Y=0546.370-0555.690 | 116
P=1465 | X=0462.650-0479.290 | Y=0546.370-0555.690 | 250
P=1465 | X=0505.390-0522.030 | Y=0546.370-0555.690 | 230
P=1465 | X=0119.570-0405.380 | Y=0556.010-0567.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1465 | X=0119.570-0343.210 | Y=0573.530-0584.770 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1465 | X=0119.570-0404.830 | Y=0591.290-0602.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1465 | X=0119.570-0436.060 | Y=0602.810-0614.050 | Đường Võ Dõng - Lạc Sơn đoạn từ Quốc lộ 20 đến Hết mét thứ 500 có
P=1465 | X=0119.570-0313.210 | Y=0614.330-0625.570 | hiện trạng là đường nhựa, bê tông xi măng:
P=1465 | X=0096.050-0112.690 | Y=0622.230-0631.550 | 117
P=1465 | X=0462.650-0479.290 | Y=0622.230-0631.550 | 480
P=1465 | X=0505.390-0522.030 | Y=0622.230-0631.550 | 430
P=1465 | X=0119.570-0350.650 | Y=0631.870-0643.110 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1465 | X=0119.570-0396.760 | Y=0649.390-0660.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1465 | X=0119.570-0404.830 | Y=0667.150-0678.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1465 | X=0119.570-0436.060 | Y=0678.670-0689.910 | Đường Võ Dõng - Lạc Sơn đoạn từ Quốc lộ 20 đến Hết mét thứ 500 có
P=1465 | X=0096.050-0313.210 | Y=0689.190-0701.430 | 118 hiện trạng là đường nhựa, bê tông xi măng:
P=1465 | X=0462.650-0479.290 | Y=0689.190-0698.510 | 370
P=1465 | X=0505.390-0522.030 | Y=0689.190-0698.510 | 330
P=1465 | X=0119.570-0351.120 | Y=0707.730-0718.970 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1466 | X=0119.570-0426.020 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1466 | X=0119.570-0161.250 | Y=0090.020-0101.260 | ≤1.000m.
P=1466 | X=0119.570-0342.740 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1466 | X=0119.570-0404.830 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1466 | X=0119.570-0436.060 | Y=0136.850-0148.090 | Đường Võ Dõng - Lạc Sơn đoạn từ Quốc lộ 20 đến Hết mét thứ 500 có
P=1466 | X=0119.570-0313.240 | Y=0148.370-0159.610 | hiện trạng là đường nhựa, bê tông xi măng:
P=1466 | X=0096.050-0112.690 | Y=0156.250-0165.570 | 119
P=1466 | X=0462.650-0479.290 | Y=0156.250-0165.570 | 250
P=1466 | X=0505.390-0522.030 | Y=0156.250-0165.570 | 230
P=1466 | X=0119.570-0405.380 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1466 | X=0119.570-0343.210 | Y=0183.170-0194.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1466 | X=0339.960-0418.460 | Y=0200.950-0212.190 | Đường Lạc Sơn -
P=1466 | X=0096.050-0239.660 | Y=0206.710-0217.950 | 120 Đường Võ Dõng - Lạc Sơn
P=1466 | X=0251.140-0323.720 | Y=0208.590-0217.910 | Hết mét thứ 500
P=1466 | X=0462.650-0479.290 | Y=0208.590-0217.910 | 720
P=1466 | X=0505.390-0522.030 | Y=0208.590-0217.910 | 630
P=1466 | X=0339.960-0391.190 | Y=0214.350-0223.670 | Xuân Thiện
P=1466 | X=0119.570-0434.810 | Y=0230.230-0241.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Dõng - Lạc
P=1466 | X=0119.570-0418.780 | Y=0241.750-0252.990 | Sơn đoạn từ Hết mét thứ 500 đến Đường Lạc Sơn - Xuân Thiện có
P=1466 | X=0119.570-0313.210 | Y=0253.270-0264.510 | hiện trạng là đường nhựa, bê tông xi măng:
P=1466 | X=0096.050-0112.690 | Y=0261.150-0270.470 | 121
P=1466 | X=0462.650-0479.290 | Y=0261.150-0270.470 | 480
P=1466 | X=0505.390-0522.030 | Y=0261.150-0270.470 | 430
P=1466 | X=0119.570-0350.650 | Y=0270.790-0282.030 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1466 | X=0119.570-0396.760 | Y=0288.340-0299.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1466 | X=0119.570-0434.810 | Y=0306.100-0317.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Dõng - Lạc
P=1466 | X=0119.570-0418.780 | Y=0317.620-0328.860 | Sơn đoạn từ Hết mét thứ 500 đến Đường Lạc Sơn - Xuân Thiện có
P=1466 | X=0119.570-0313.210 | Y=0329.140-0340.380 | hiện trạng là đường nhựa, bê tông xi măng:
P=1466 | X=0096.050-0351.120 | Y=0346.660-0360.740 | 122 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1466 | X=0462.650-0479.290 | Y=0351.420-0360.740 | 370
P=1466 | X=0505.390-0522.030 | Y=0351.420-0360.740 | 330
P=1466 | X=0119.570-0426.020 | Y=0363.940-0375.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1466 | X=0119.570-0161.250 | Y=0375.480-0386.720 | ≤1.000m.
P=1466 | X=0119.570-0342.740 | Y=0393.000-0404.240 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1466 | X=0119.570-0434.810 | Y=0410.760-0422.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ Dõng - Lạc
