TABLE=028 | AREA=Xã Xuân Phú | SECTION=agricultural | SEGMENTS=1
P=0992 | X=0117.170-0177.810 | Y=0281.620-0292.860 | đến ≤1.000m.
P=0992 | X=0117.170-0339.880 | Y=0299.140-0310.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0992 | X=0117.170-0412.160 | Y=0316.900-0328.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tập Đoàn
P=0992 | X=0117.170-0405.510 | Y=0328.420-0339.660 | 14 ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 404,
P=0992 | X=0117.170-0413.380 | Y=0339.700-0350.940 | tờ BĐĐC số 55 về bên phải và hết ranh thửa đất số 248, tờ BĐĐC
P=0992 | X=0117.170-0400.680 | Y=0351.220-0362.460 | số 55 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê
P=0992 | X=0095.570-0111.740 | Y=0359.100-0368.420 | 214
P=0992 | X=0452.330-0468.500 | Y=0359.100-0368.420 | 180
P=0992 | X=0506.350-0522.520 | Y=0359.100-0368.420 | 110
P=0992 | X=0117.170-0177.330 | Y=0362.740-0373.980 | tông xi măng:
P=0992 | X=0117.170-0402.530 | Y=0380.280-0391.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0992 | X=0117.170-0340.360 | Y=0397.800-0409.040 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0992 | X=0117.170-0402.330 | Y=0415.560-0426.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0992 | X=0117.170-0411.230 | Y=0427.080-0438.320 | Đường Tập Đoàn 14 ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh
P=0992 | X=0117.170-0409.870 | Y=0438.600-0449.840 | thửa đất số 404, tờ BĐĐC số 55 về bên phải và hết ranh thửa đất
P=0992 | X=0117.170-0404.190 | Y=0450.140-0461.380 | số 248, tờ BĐĐC số 55 về bên trái, xã Xuân Phú có hiện trạng là
P=0992 | X=0095.570-0111.740 | Y=0458.020-0467.340 | 215
P=0992 | X=0452.330-0468.500 | Y=0458.020-0467.340 | 350
P=0992 | X=0506.350-0522.520 | Y=0458.020-0467.340 | 200
P=0992 | X=0117.170-0252.920 | Y=0461.660-0472.900 | đường nhựa, bê tông xi măng:
P=0992 | X=0117.170-0347.560 | Y=0479.180-0490.420 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0992 | X=0117.170-0394.140 | Y=0496.460-0507.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0992 | X=0117.170-0402.460 | Y=0514.220-0525.460 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0992 | X=0117.170-0411.820 | Y=0525.740-0536.980 | Đường Tập Đoàn 14 ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh
P=0992 | X=0117.170-0407.820 | Y=0537.290-0548.530 | thửa đất số 404, tờ BĐĐC số 55 về bên phải và hết ranh thửa đất
P=0992 | X=0117.170-0405.060 | Y=0548.810-0560.050 | số 248, tờ BĐĐC số 55 về bên trái, xã Xuân Phú có hiện trạng là
P=0992 | X=0117.170-0252.510 | Y=0560.330-0571.570 | đường nhựa, bê tông xi măng:
P=0992 | X=0095.570-0111.740 | Y=0571.330-0580.650 | 216
P=0992 | X=0452.330-0468.500 | Y=0571.330-0580.650 | 260
P=0992 | X=0506.350-0522.520 | Y=0571.330-0580.650 | 150
P=0992 | X=0117.170-0348.040 | Y=0577.850-0589.090 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0992 | X=0117.170-0404.530 | Y=0595.370-0606.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0992 | X=0117.170-0177.810 | Y=0606.890-0618.130 | đến ≤1.000m.
P=0992 | X=0117.170-0339.880 | Y=0624.430-0635.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0992 | X=0117.170-0402.330 | Y=0642.190-0653.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0992 | X=0117.170-0411.180 | Y=0653.710-0664.950 | Đường Tập Đoàn 14 ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh
P=0992 | X=0117.170-0409.870 | Y=0665.230-0676.470 | thửa đất số 404, tờ BĐĐC số 55 về bên phải và hết ranh thửa đất
P=0992 | X=0095.570-0404.330 | Y=0675.750-0687.750 | 217 số 248, tờ BĐĐC số 55 về bên trái, xã Xuân Phú có hiện trạng là
P=0992 | X=0452.330-0468.500 | Y=0675.750-0685.070 | 180
P=0992 | X=0506.350-0522.520 | Y=0675.750-0685.070 | 110
P=0992 | X=0117.170-0252.920 | Y=0688.030-0699.270 | đường nhựa, bê tông xi măng:
P=0992 | X=0117.170-0402.530 | Y=0705.570-0716.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0993 | X=0117.170-0340.360 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0993 | X=0327.960-0406.390 | Y=0096.260-0107.500 | Hết ranh thửa đất
P=0993 | X=0327.960-0404.100 | Y=0107.780-0119.020 | số 424, tờ BĐĐC
P=0993 | X=0327.960-0406.790 | Y=0119.330-0130.570 | số 55 về bên phải
P=0993 | X=0120.050-0219.270 | Y=0130.850-0142.090 | Đường XP39, ấp Bình
P=0993 | X=0327.960-0403.660 | Y=0130.850-0142.090 | và hết ranh thửa
P=0993 | X=0235.300-0278.580 | Y=0136.610-0147.850 | Quốc lộ 1
P=0993 | X=0095.570-0111.740 | Y=0138.490-0147.810 | 218
P=0993 | X=0452.330-0468.500 | Y=0138.490-0147.810 | 530
P=0993 | X=0506.350-0522.520 | Y=0138.490-0147.810 | 330
P=0993 | X=0327.960-0383.990 | Y=0142.370-0153.610 | đất số 49, tờ
P=0993 | X=0117.170-0135.020 | Y=0144.250-0153.570 | Hòa
P=0993 | X=0327.960-0397.150 | Y=0153.650-0164.890 | BĐĐC số 64 về
P=0993 | X=0327.960-0403.630 | Y=0167.050-0176.370 | bên trái, xã Xuân
P=0993 | X=0327.960-0345.330 | Y=0178.570-0187.890 | Phú
P=0993 | X=0117.170-0409.280 | Y=0194.450-0205.690 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP39, ấp
P=0993 | X=0117.170-0390.130 | Y=0205.990-0217.230 | Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 424, tờ
P=0993 | X=0117.170-0408.930 | Y=0217.510-0228.750 | BĐĐC số 55 về bên phải và hết ranh thửa đất số 49, tờ BĐĐC số
P=0993 | X=0117.170-0409.740 | Y=0229.030-0240.270 | 64 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê tông
P=0993 | X=0095.570-0111.740 | Y=0236.910-0246.230 | 219
P=0993 | X=0452.330-0468.500 | Y=0236.910-0246.230 | 350
P=0993 | X=0506.350-0522.520 | Y=0236.910-0246.230 | 200
P=0993 | X=0117.170-0155.000 | Y=0240.550-0251.790 | xi măng:
P=0993 | X=0117.170-0347.560 | Y=0258.070-0269.310 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0993 | X=0117.170-0394.140 | Y=0275.590-0286.830 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0993 | X=0117.170-0409.660 | Y=0293.380-0304.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP39, ấp
P=0993 | X=0117.170-0390.750 | Y=0304.900-0316.140 | Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 424, tờ
P=0993 | X=0117.170-0406.300 | Y=0316.420-0327.660 | BĐĐC số 55 về bên phải và hết ranh thửa đất số 49, tờ BĐĐC số
P=0993 | X=0117.170-0410.140 | Y=0327.700-0338.940 | 64 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê tông
P=0993 | X=0117.170-0154.540 | Y=0339.220-0350.460 | xi măng:
P=0993 | X=0095.570-0111.740 | Y=0350.220-0359.540 | 220
P=0993 | X=0452.330-0468.500 | Y=0350.220-0359.540 | 260
P=0993 | X=0506.350-0522.520 | Y=0350.220-0359.540 | 150
P=0993 | X=0117.170-0348.040 | Y=0356.740-0367.980 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0993 | X=0117.170-0404.530 | Y=0374.280-0385.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0993 | X=0117.170-0177.810 | Y=0385.800-0397.040 | đến ≤1.000m.
P=0993 | X=0117.170-0339.880 | Y=0403.320-0414.560 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0993 | X=0117.170-0409.280 | Y=0421.080-0432.320 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP39, ấp
P=0993 | X=0117.170-0390.130 | Y=0432.600-0443.840 | Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 424, tờ
P=0993 | X=0117.170-0408.840 | Y=0444.120-0455.360 | BĐĐC số 55 về bên phải và hết ranh thửa đất số 49, tờ BĐĐC số
P=0993 | X=0117.170-0409.740 | Y=0455.660-0466.900 | 64 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê tông
P=0993 | X=0095.570-0111.740 | Y=0463.540-0472.860 | 221
P=0993 | X=0452.330-0468.500 | Y=0463.540-0472.860 | 180
P=0993 | X=0506.350-0522.520 | Y=0463.540-0472.860 | 110
P=0993 | X=0117.170-0155.000 | Y=0467.180-0478.420 | xi măng:
P=0993 | X=0117.170-0402.530 | Y=0484.460-0495.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0993 | X=0117.170-0340.360 | Y=0501.980-0513.220 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0993 | X=0117.170-0402.340 | Y=0519.740-0530.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0993 | X=0117.170-0404.020 | Y=0531.260-0542.500 | Đường XP39, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=0993 | X=0117.170-0399.750 | Y=0542.810-0554.050 | đất số 424, tờ BĐĐC số 55 về bên phải và hết ranh thửa đất số
P=0993 | X=0117.170-0385.020 | Y=0554.330-0565.570 | 49, tờ BĐĐC số 64 về bên trái, xã Xuân Phú có hiện trạng là
P=0993 | X=0095.570-0111.740 | Y=0562.210-0571.530 | 222
P=0993 | X=0452.330-0468.500 | Y=0562.210-0571.530 | 350
P=0993 | X=0506.350-0522.520 | Y=0562.210-0571.530 | 200
P=0993 | X=0117.170-0252.950 | Y=0565.850-0577.090 | đường nhựa, bê tông xi măng:
P=0993 | X=0117.170-0347.560 | Y=0583.370-0594.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0993 | X=0117.170-0394.140 | Y=0600.890-0612.130 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0993 | X=0117.170-0402.460 | Y=0618.670-0629.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0993 | X=0117.170-0404.620 | Y=0630.190-0641.430 | Đường XP39, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=0993 | X=0117.170-0414.060 | Y=0641.710-0652.950 | đất số 424, tờ BĐĐC số 55 về bên phải và hết ranh thửa đất số 49,
P=0993 | X=0117.170-0401.710 | Y=0653.230-0664.470 | tờ BĐĐC số 64 về bên trái, xã Xuân Phú có hiện trạng là đường
P=0993 | X=0095.570-0111.740 | Y=0661.110-0670.430 | 223
P=0993 | X=0452.330-0468.500 | Y=0661.110-0670.430 | 260
P=0993 | X=0506.350-0522.520 | Y=0661.110-0670.430 | 150
P=0993 | X=0117.170-0219.840 | Y=0664.510-0675.750 | nhựa, bê tông xi măng:
P=0993 | X=0117.170-0348.040 | Y=0682.030-0693.270 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0993 | X=0117.170-0404.550 | Y=0699.550-0710.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0994 | X=0117.170-0177.810 | Y=0072.500-0083.740 | đến ≤1.000m.
P=0994 | X=0117.170-0339.880 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0994 | X=0117.170-0402.330 | Y=0107.780-0119.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0994 | X=0117.170-0404.020 | Y=0119.330-0130.570 | Đường XP39, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=0994 | X=0117.170-0399.810 | Y=0130.850-0142.090 | đất số 424, tờ BĐĐC số 55 về bên phải và hết ranh thửa đất số
P=0994 | X=0117.170-0385.020 | Y=0142.370-0153.610 | 49, tờ BĐĐC số 64 về bên trái, xã Xuân Phú có hiện trạng là
P=0994 | X=0095.570-0111.740 | Y=0150.250-0159.570 | 224
P=0994 | X=0452.330-0468.500 | Y=0150.250-0159.570 | 180
P=0994 | X=0506.350-0522.520 | Y=0150.250-0159.570 | 110
P=0994 | X=0117.170-0252.920 | Y=0153.650-0164.890 | đường nhựa, bê tông xi măng:
P=0994 | X=0117.170-0402.530 | Y=0171.170-0182.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0994 | X=0117.170-0340.360 | Y=0188.690-0199.930 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0994 | X=0327.960-0406.390 | Y=0206.470-0217.710 | Hết ranh thửa đất
P=0994 | X=0327.960-0404.100 | Y=0217.990-0229.230 | số 161, tờ BĐĐC
P=0994 | X=0327.960-0406.790 | Y=0229.510-0240.750 | số 30 về bên phải
P=0994 | X=0120.050-0219.270 | Y=0241.030-0252.270 | Đường XP14, ấp Bình
P=0994 | X=0327.960-0403.660 | Y=0241.030-0252.270 | và hết ranh thửa
P=0994 | X=0235.300-0278.580 | Y=0246.790-0258.030 | Quốc lộ 1
P=0994 | X=0095.570-0111.740 | Y=0248.670-0257.990 | 225
P=0994 | X=0452.330-0468.500 | Y=0248.670-0257.990 | 530
P=0994 | X=0506.350-0522.520 | Y=0248.670-0257.990 | 330
P=0994 | X=0327.960-0389.760 | Y=0252.550-0263.790 | đất số 162, tờ
P=0994 | X=0117.170-0135.020 | Y=0254.430-0263.750 | Hòa
P=0994 | X=0327.960-0397.150 | Y=0264.070-0275.310 | BĐĐC số 30 về
P=0994 | X=0327.960-0403.630 | Y=0277.470-0286.790 | bên trái, xã Xuân
P=0994 | X=0327.960-0345.330 | Y=0289.020-0298.340 | Phú
P=0994 | X=0117.170-0409.280 | Y=0304.900-0316.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP14, ấp
P=0994 | X=0117.170-0390.130 | Y=0316.420-0327.660 | Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 161, tờ
P=0994 | X=0117.170-0414.370 | Y=0327.700-0338.940 | BĐĐC số 30 về bên phải và hết ranh thửa đất số 162, tờ BĐĐC số
P=0994 | X=0117.170-0409.740 | Y=0339.220-0350.460 | 30 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê tông
P=0994 | X=0095.570-0111.740 | Y=0347.100-0356.420 | 226
P=0994 | X=0452.330-0468.500 | Y=0347.100-0356.420 | 350
P=0994 | X=0506.350-0522.520 | Y=0347.100-0356.420 | 200
P=0994 | X=0117.170-0155.000 | Y=0350.740-0361.980 | xi măng:
P=0994 | X=0117.170-0347.560 | Y=0368.280-0379.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0994 | X=0117.170-0394.140 | Y=0385.800-0397.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0994 | X=0117.170-0409.660 | Y=0403.560-0414.800 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP14, ấp
P=0994 | X=0117.170-0390.750 | Y=0415.080-0426.320 | Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 161, tờ
P=0994 | X=0117.170-0411.820 | Y=0426.600-0437.840 | BĐĐC số 30 về bên phải và hết ranh thửa đất số 162, tờ BĐĐC số
P=0994 | X=0117.170-0410.140 | Y=0438.120-0449.360 | 30 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê tông
P=0994 | X=0117.170-0154.780 | Y=0449.660-0460.900 | xi măng:
P=0994 | X=0095.570-0111.740 | Y=0460.420-0469.740 | 227
P=0994 | X=0452.330-0468.500 | Y=0460.420-0469.740 | 260
P=0994 | X=0506.350-0522.520 | Y=0460.420-0469.740 | 150
P=0994 | X=0117.170-0348.040 | Y=0467.180-0478.420 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0994 | X=0117.170-0404.530 | Y=0484.460-0495.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0994 | X=0117.170-0177.810 | Y=0495.980-0507.220 | đến ≤1.000m.
P=0994 | X=0117.170-0339.880 | Y=0513.500-0524.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0994 | X=0117.170-0409.280 | Y=0531.260-0542.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP14, ấp
P=0994 | X=0117.170-0390.160 | Y=0542.810-0554.050 | Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 161, tờ
P=0994 | X=0117.170-0414.370 | Y=0554.330-0565.570 | BĐĐC số 30 về bên phải và hết ranh thửa đất số 162, tờ BĐĐC số
P=0994 | X=0117.170-0409.740 | Y=0565.850-0577.090 | 30 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê tông
P=0994 | X=0095.570-0111.740 | Y=0573.730-0583.050 | 228
P=0994 | X=0452.330-0468.500 | Y=0573.730-0583.050 | 180
P=0994 | X=0506.350-0522.520 | Y=0573.730-0583.050 | 110
P=0994 | X=0117.170-0155.000 | Y=0577.370-0588.610 | xi măng:
P=0994 | X=0117.170-0402.530 | Y=0594.890-0606.130 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0994 | X=0117.170-0340.360 | Y=0612.410-0623.650 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0994 | X=0117.170-0402.330 | Y=0630.190-0641.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0994 | X=0117.170-0404.020 | Y=0641.710-0652.950 | Đường XP14, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=0994 | X=0117.170-0399.750 | Y=0653.230-0664.470 | đất số 161, tờ BĐĐC số 30 về bên phải và hết ranh thửa đất số
P=0994 | X=0095.570-0390.830 | Y=0663.750-0675.750 | 229 162, tờ BĐĐC số 30 về bên trái, xã Xuân Phú có hiện trạng là
P=0994 | X=0452.330-0468.500 | Y=0663.750-0673.070 | 350
P=0994 | X=0506.350-0522.520 | Y=0663.750-0673.070 | 200
P=0994 | X=0117.170-0252.920 | Y=0676.030-0687.270 | đường nhựa, bê tông xi măng:
P=0994 | X=0117.170-0347.560 | Y=0693.550-0704.790 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0995 | X=0117.170-0394.140 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0995 | X=0117.170-0402.460 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0995 | X=0117.170-0404.620 | Y=0107.780-0119.020 | Đường XP14, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=0995 | X=0117.170-0397.390 | Y=0119.330-0130.570 | đất số 161, tờ BĐĐC số 30 về bên phải và hết ranh thửa đất số
P=0995 | X=0117.170-0391.380 | Y=0130.850-0142.090 | 162, tờ BĐĐC số 30 về bên trái, xã Xuân Phú có hiện trạng là
P=0995 | X=0117.170-0252.510 | Y=0142.370-0153.610 | đường nhựa, bê tông xi măng:
P=0995 | X=0095.570-0111.740 | Y=0153.130-0162.450 | 230
P=0995 | X=0452.330-0468.500 | Y=0153.130-0162.450 | 260
P=0995 | X=0506.350-0522.520 | Y=0153.130-0162.450 | 150
P=0995 | X=0117.170-0348.040 | Y=0159.650-0170.890 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0995 | X=0117.170-0404.530 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0995 | X=0117.170-0177.810 | Y=0188.690-0199.930 | đến ≤1.000m.
P=0995 | X=0117.170-0339.880 | Y=0206.230-0217.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0995 | X=0117.170-0402.330 | Y=0223.990-0235.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0995 | X=0117.170-0404.140 | Y=0235.510-0246.750 | Đường XP14, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=0995 | X=0117.170-0399.750 | Y=0247.030-0258.270 | đất số 161, tờ BĐĐC số 30 về bên phải và hết ranh thửa đất số
P=0995 | X=0117.170-0390.780 | Y=0258.550-0269.790 | 162, tờ BĐĐC số 30 về bên trái, xã Xuân Phú có hiện trạng là
P=0995 | X=0095.570-0111.740 | Y=0266.430-0275.750 | 231
P=0995 | X=0452.330-0468.500 | Y=0266.430-0275.750 | 180
P=0995 | X=0506.350-0522.520 | Y=0266.430-0275.750 | 110
P=0995 | X=0117.170-0252.920 | Y=0270.070-0281.310 | đường nhựa, bê tông xi măng:
P=0995 | X=0117.170-0402.530 | Y=0287.620-0298.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0995 | X=0117.170-0340.360 | Y=0305.140-0316.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0995 | X=0327.960-0406.390 | Y=0322.900-0334.140 | Hết ranh thửa đất
P=0995 | X=0327.960-0411.760 | Y=0334.420-0345.660 | số 01, tờ BĐĐC số
P=0995 | X=0327.960-0407.030 | Y=0345.700-0356.940 | 30 về bên phải và
P=0995 | X=0120.050-0219.270 | Y=0351.460-0362.700 | Đường XP18, ấp Bình
P=0995 | X=0235.300-0278.580 | Y=0357.220-0368.460 | Quốc lộ 1
P=0995 | X=0327.960-0406.840 | Y=0357.220-0368.460 | hết ranh thửa đất
P=0995 | X=0095.570-0111.740 | Y=0359.100-0368.420 | 232
P=0995 | X=0452.330-0468.500 | Y=0359.100-0368.420 | 530
P=0995 | X=0506.350-0522.520 | Y=0359.100-0368.420 | 330
P=0995 | X=0117.170-0135.020 | Y=0364.860-0374.180 | Hòa
P=0995 | X=0327.960-0404.100 | Y=0368.760-0380.000 | số 395, tờ BĐĐC
P=0995 | X=0327.960-0404.900 | Y=0380.280-0391.520 | số 30 về bên trái,
P=0995 | X=0327.960-0384.950 | Y=0393.680-0403.000 | xã Xuân Phú
P=0995 | X=0117.170-0409.280 | Y=0409.560-0420.800 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP18, ấp
P=0995 | X=0117.170-0384.380 | Y=0421.080-0432.320 | Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 01, tờ
P=0995 | X=0117.170-0414.380 | Y=0432.600-0443.840 | BĐĐC số 30 về bên phải và hết ranh thửa đất số 395, tờ BĐĐC số
P=0995 | X=0117.170-0409.740 | Y=0444.120-0455.360 | 30 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê tông
P=0995 | X=0095.570-0111.740 | Y=0452.020-0461.340 | 233
P=0995 | X=0452.330-0468.500 | Y=0452.020-0461.340 | 350
P=0995 | X=0506.350-0522.520 | Y=0452.020-0461.340 | 200
P=0995 | X=0117.170-0155.000 | Y=0455.660-0466.900 | xi măng:
P=0995 | X=0117.170-0347.560 | Y=0473.180-0484.420 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0995 | X=0117.170-0394.140 | Y=0490.460-0501.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0995 | X=0117.170-0409.660 | Y=0508.220-0519.460 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP18, ấp
P=0995 | X=0117.170-0385.230 | Y=0519.740-0530.980 | Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 01, tờ
P=0995 | X=0117.170-0412.300 | Y=0531.260-0542.500 | BĐĐC số 30 về bên phải và hết ranh thửa đất số 395, tờ BĐĐC số
P=0995 | X=0117.170-0410.140 | Y=0542.810-0554.050 | 30 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê tông
P=0995 | X=0117.170-0154.780 | Y=0554.330-0565.570 | xi măng:
P=0995 | X=0095.570-0111.740 | Y=0565.330-0574.650 | 234
P=0995 | X=0452.330-0468.500 | Y=0565.330-0574.650 | 260
P=0995 | X=0506.350-0522.520 | Y=0565.330-0574.650 | 150
P=0995 | X=0117.170-0348.040 | Y=0571.850-0583.090 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0995 | X=0117.170-0404.530 | Y=0589.370-0600.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0995 | X=0117.170-0177.810 | Y=0600.890-0612.130 | đến ≤1.000m.
P=0995 | X=0117.170-0339.880 | Y=0618.430-0629.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0995 | X=0117.170-0409.330 | Y=0636.190-0647.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường XP18, ấp
P=0995 | X=0117.170-0384.370 | Y=0647.710-0658.950 | Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa đất số 01, tờ
P=0995 | X=0117.170-0414.380 | Y=0659.230-0670.470 | BĐĐC số 30 về bên phải và hết ranh thửa đất số 395, tờ BĐĐC số
P=0995 | X=0095.570-0409.740 | Y=0669.750-0681.750 | 235 30 về bên trái, xã Xuân Phú có hiện trạng là đường nhựa, bê tông
P=0995 | X=0452.330-0468.500 | Y=0669.750-0679.070 | 180
P=0995 | X=0506.350-0522.520 | Y=0669.750-0679.070 | 110
P=0995 | X=0117.170-0155.000 | Y=0682.030-0693.270 | xi măng:
P=0995 | X=0117.170-0402.530 | Y=0699.550-0710.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0996 | X=0117.170-0340.360 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0996 | X=0117.170-0402.330 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0996 | X=0117.170-0404.020 | Y=0107.780-0119.020 | Đường XP18, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa
P=0996 | X=0117.170-0394.250 | Y=0119.330-0130.570 | đất số 01, tờ BĐĐC số 30 về bên phải và hết ranh thửa đất số
P=0996 | X=0117.170-0390.780 | Y=0130.850-0142.090 | 395, tờ BĐĐC số 30 về bên trái, xã Xuân Phú có hiện trạng là
P=0996 | X=0095.570-0111.740 | Y=0138.730-0148.050 | 236
P=0996 | X=0452.330-0468.500 | Y=0138.730-0148.050 | 350
P=0996 | X=0506.350-0522.520 | Y=0138.730-0148.050 | 200
P=0996 | X=0117.170-0252.920 | Y=0142.370-0153.610 | đường nhựa, bê tông xi măng:
P=0996 | X=0117.170-0347.560 | Y=0159.650-0170.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0996 | X=0117.170-0394.140 | Y=0177.170-0188.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0996 | X=0117.170-0402.460 | Y=0194.930-0206.170 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0996 | X=0117.170-0404.400 | Y=0206.470-0217.710 | Đường XP18, ấp Bình Hòa đoạn từ Quốc lộ 1 đến Hết ranh thửa
