TABLE=009 | AREA=Phường Phước Tân | SECTION=agricultural | SEGMENTS=1
P=0317 | X=0096.050-0107.170 | Y=0522.820-0532.140 | 88
P=0317 | X=0445.850-0462.490 | Y=0522.820-0532.140 | 460
P=0317 | X=0505.390-0522.030 | Y=0522.820-0532.140 | 310
P=0317 | X=0113.810-0216.920 | Y=0526.220-0537.460 | nhựa, bê tông xi măng:
P=0317 | X=0113.810-0391.240 | Y=0543.770-0555.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0317 | X=0113.810-0337.450 | Y=0561.290-0572.530 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0317 | X=0113.810-0399.070 | Y=0579.290-0590.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0317 | X=0113.810-0398.380 | Y=0590.810-0602.050 | Đường Trương Hán Siêu đoạn từ Quốc lộ 51 đến Hết ranh thửa
P=0317 | X=0113.810-0394.540 | Y=0602.330-0613.570 | đất số 85, tờ BĐĐC số 101 về bên phải và hết ranh thửa đất số
P=0317 | X=0113.810-0388.300 | Y=0613.850-0625.090 | 112, tờ BĐĐC số 100 về bên trái, phường Phước Tân có hiện
P=0317 | X=0096.050-0107.170 | Y=0621.750-0631.070 | 89
P=0317 | X=0445.850-0462.490 | Y=0621.750-0631.070 | 660
P=0317 | X=0505.390-0522.030 | Y=0621.750-0631.070 | 440
P=0317 | X=0113.810-0285.590 | Y=0625.390-0636.630 | trạng là đường nhựa, bê tông xi măng:
P=0317 | X=0113.810-0336.720 | Y=0642.910-0654.150 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0317 | X=0113.810-0391.000 | Y=0660.430-0671.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0317 | X=0113.810-0399.070 | Y=0678.430-0689.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0317 | X=0096.050-0398.380 | Y=0689.950-0701.190 | 90 Đường Trương Hán Siêu đoạn từ Quốc lộ 51 đến Hết ranh thửa
P=0317 | X=0445.850-0462.490 | Y=0691.830-0701.150 | 560
P=0317 | X=0505.390-0522.030 | Y=0691.830-0701.150 | 380
P=0317 | X=0113.810-0394.540 | Y=0701.490-0712.730 | đất số 85, tờ BĐĐC số 101 về bên phải và hết ranh thửa đất số
P=0318 | X=0113.810-0388.300 | Y=0072.740-0083.980 | 112, tờ BĐĐC số 100 về bên trái, phường Phước Tân có hiện
P=0318 | X=0113.810-0285.590 | Y=0084.260-0095.500 | trạng là đường nhựa, bê tông xi măng:
P=0318 | X=0113.810-0336.980 | Y=0101.780-0113.020 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0318 | X=0113.810-0400.700 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0318 | X=0113.810-0166.770 | Y=0130.850-0142.090 | đến ≤600m.
P=0318 | X=0113.810-0336.980 | Y=0148.370-0159.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0318 | X=0113.810-0399.070 | Y=0166.370-0177.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0318 | X=0113.810-0398.380 | Y=0177.650-0188.890 | Đường Trương Hán Siêu đoạn từ Quốc lộ 51 đến Hết ranh thửa
P=0318 | X=0113.810-0394.540 | Y=0189.170-0200.410 | đất số 85, tờ BĐĐC số 101 về bên phải và hết ranh thửa đất số
P=0318 | X=0113.810-0388.300 | Y=0200.710-0211.950 | 112, tờ BĐĐC số 100 về bên trái, phường Phước Tân có hiện
P=0318 | X=0096.050-0107.170 | Y=0208.590-0217.910 | 91
P=0318 | X=0445.850-0462.490 | Y=0208.590-0217.910 | 460
P=0318 | X=0505.390-0522.030 | Y=0208.590-0217.910 | 310
P=0318 | X=0113.810-0285.590 | Y=0212.230-0223.470 | trạng là đường nhựa, bê tông xi măng:
P=0318 | X=0113.810-0391.240 | Y=0229.750-0240.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0318 | X=0113.810-0340.100 | Y=0247.270-0258.510 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0318 | X=0205.510-0392.860 | Y=0265.270-0276.510 | Cầu bắc qua Sông Hết ranh giới phường
P=0318 | X=0096.050-0198.850 | Y=0271.030-0282.270 | 92 Đường Thành Thái
P=0318 | X=0437.690-0462.730 | Y=0272.910-0282.230 | 1.000
P=0318 | X=0505.390-0522.030 | Y=0272.910-0282.230 | 630
P=0318 | X=0296.760-0347.480 | Y=0276.790-0288.030 | Phước Tân
P=0318 | X=0205.510-0234.400 | Y=0278.670-0287.990 | Buông
P=0318 | X=0113.810-0393.330 | Y=0294.820-0306.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thành
P=0318 | X=0113.810-0368.140 | Y=0306.340-0317.580 | Thái đoạn từ Cầu bắc qua Sông Buông đến Hết ranh giới
P=0318 | X=0113.810-0381.560 | Y=0317.860-0329.100 | phường Phước Tân có hiện trạng là đường nhựa, bê tông xi
P=0318 | X=0096.050-0141.810 | Y=0329.380-0340.820 | 93 măng:
P=0318 | X=0445.850-0462.490 | Y=0331.500-0340.820 | 660
P=0318 | X=0505.390-0522.030 | Y=0331.500-0340.820 | 440
P=0318 | X=0113.810-0336.720 | Y=0346.900-0358.140 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0318 | X=0113.810-0391.000 | Y=0364.180-0375.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0318 | X=0113.810-0393.330 | Y=0382.200-0393.440 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thành
P=0318 | X=0113.810-0368.140 | Y=0393.720-0404.960 | Thái đoạn từ Cầu bắc qua Sông Buông đến Hết ranh giới
P=0318 | X=0113.810-0381.560 | Y=0405.240-0416.480 | phường Phước Tân có hiện trạng là đường nhựa, bê tông xi
P=0318 | X=0113.810-0141.810 | Y=0416.760-0428.000 | măng:
P=0318 | X=0096.050-0336.980 | Y=0433.520-0445.520 | 94 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0318 | X=0445.850-0462.490 | Y=0433.520-0442.840 | 560
P=0318 | X=0505.390-0522.030 | Y=0433.520-0442.840 | 380
P=0318 | X=0113.810-0400.700 | Y=0451.820-0463.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0318 | X=0113.810-0166.770 | Y=0463.340-0474.580 | đến ≤600m.
P=0318 | X=0113.810-0336.980 | Y=0480.860-0492.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0318 | X=0113.810-0393.330 | Y=0498.860-0510.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thành
P=0318 | X=0113.810-0368.140 | Y=0510.380-0521.620 | Thái đoạn từ Cầu bắc qua Sông Buông đến Hết ranh giới
P=0318 | X=0113.810-0381.560 | Y=0521.900-0533.140 | phường Phước Tân có hiện trạng là đường nhựa, bê tông xi
P=0318 | X=0096.050-0141.810 | Y=0533.450-0544.890 | 95 măng:
P=0318 | X=0445.850-0462.490 | Y=0535.570-0544.890 | 460
P=0318 | X=0505.390-0522.030 | Y=0535.570-0544.890 | 310
P=0318 | X=0113.810-0391.240 | Y=0550.970-0562.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0318 | X=0113.810-0337.450 | Y=0568.250-0579.490 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0318 | X=0113.810-0399.070 | Y=0586.250-0597.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0318 | X=0113.810-0388.870 | Y=0597.770-0609.010 | Đường Thành Thái đoạn từ cầu bắc qua Sông Buông đến Hết
P=0318 | X=0113.810-0391.660 | Y=0609.290-0620.530 | ranh giới phường Phước Tân có hiện trạng là đường nhựa, bê
P=0318 | X=0096.050-0173.970 | Y=0620.830-0632.270 | 96 tông xi măng:
P=0318 | X=0445.850-0462.490 | Y=0622.950-0632.270 | 660
P=0318 | X=0505.390-0522.030 | Y=0622.950-0632.270 | 440
P=0318 | X=0113.810-0336.720 | Y=0638.350-0649.590 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0318 | X=0113.810-0391.000 | Y=0655.870-0667.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0318 | X=0113.810-0399.100 | Y=0673.870-0685.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0318 | X=0113.810-0391.270 | Y=0685.390-0696.630 | Đường Thành Thái đoạn từ Cầu bắc qua Sông Buông đến Hết
P=0318 | X=0096.050-0107.170 | Y=0693.030-0702.350 | 97
P=0318 | X=0445.850-0462.490 | Y=0693.030-0702.350 | 560
P=0318 | X=0505.390-0522.030 | Y=0693.030-0702.350 | 380
P=0318 | X=0113.810-0391.660 | Y=0696.910-0708.150 | ranh giới phường Phước Tân có hiện trạng là đường nhựa, bê
P=0318 | X=0113.810-0173.970 | Y=0708.450-0719.690 | tông xi măng:
P=0319 | X=0113.810-0336.980 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0319 | X=0113.810-0400.700 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0319 | X=0113.810-0166.770 | Y=0107.780-0119.020 | đến ≤600m.
P=0319 | X=0113.810-0336.980 | Y=0125.330-0136.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0319 | X=0113.810-0399.070 | Y=0143.330-0154.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0319 | X=0113.810-0391.270 | Y=0154.850-0166.090 | Đường Thành Thái đoạn từ Cầu bắc qua Sông Buông đến Hết
P=0319 | X=0113.810-0391.660 | Y=0166.370-0177.610 | ranh giới phường Phước Tân có hiện trạng là đường nhựa, bê
P=0319 | X=0096.050-0173.970 | Y=0177.650-0189.330 | 98 tông xi măng:
P=0319 | X=0445.850-0462.490 | Y=0180.010-0189.330 | 460
P=0319 | X=0505.390-0522.030 | Y=0180.010-0189.330 | 310
P=0319 | X=0113.810-0391.240 | Y=0195.170-0206.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0319 | X=0113.810-0340.100 | Y=0212.710-0223.950 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0319 | X=0113.810-0180.630 | Y=0230.710-0241.950 | Đường chuyên
P=0319 | X=0296.760-0392.860 | Y=0236.470-0247.710 | Hết ranh giới phường
P=0319 | X=0096.050-0190.240 | Y=0244.110-0253.430 | 99 dùng vận chuyển
P=0319 | X=0205.510-0254.100 | Y=0244.110-0253.430 | Quốc lộ 51
P=0319 | X=0437.690-0462.740 | Y=0244.110-0253.430 | 1.000
P=0319 | X=0505.390-0522.030 | Y=0244.110-0253.430 | 630
P=0319 | X=0296.760-0347.480 | Y=0247.990-0259.230 | Phước Tân
P=0319 | X=0113.810-0190.230 | Y=0255.630-0264.950 | vật liệu xây dựng
P=0319 | X=0113.810-0397.180 | Y=0271.750-0282.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường chuyên
P=0319 | X=0113.810-0395.350 | Y=0283.300-0294.540 | dùng vận chuyển vật liệu xây dựng đoạn từ Quốc lộ 51 đến Hết
P=0319 | X=0113.810-0391.660 | Y=0294.820-0306.060 | ranh giới phường Phước Tân có hiện trạng là đường nhựa, bê
P=0319 | X=0093.140-0173.970 | Y=0306.340-0317.780 | 100 tông xi măng:
P=0319 | X=0445.850-0462.490 | Y=0308.460-0317.780 | 660
P=0319 | X=0505.390-0522.030 | Y=0308.460-0317.780 | 440
P=0319 | X=0113.810-0336.720 | Y=0323.860-0335.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0319 | X=0113.810-0391.000 | Y=0341.380-0352.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0319 | X=0113.810-0397.180 | Y=0359.380-0370.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường chuyên
P=0319 | X=0113.810-0395.350 | Y=0370.920-0382.160 | dùng vận chuyển vật liệu xây dựng đoạn từ Quốc lộ 51 đến Hết
P=0319 | X=0113.810-0391.660 | Y=0382.200-0393.440 | ranh giới phường Phước Tân có hiện trạng là đường nhựa, bê
P=0319 | X=0113.810-0173.970 | Y=0393.720-0404.960 | tông xi măng:
P=0319 | X=0093.140-0336.980 | Y=0410.480-0422.480 | 101 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0319 | X=0445.850-0462.490 | Y=0410.480-0419.800 | 560
P=0319 | X=0505.390-0522.030 | Y=0410.480-0419.800 | 380
P=0319 | X=0113.810-0400.700 | Y=0428.760-0440.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0319 | X=0113.810-0166.770 | Y=0440.280-0451.520 | đến ≤600m.
P=0319 | X=0113.810-0336.980 | Y=0457.820-0469.060 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0319 | X=0113.810-0397.180 | Y=0475.820-0487.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường chuyên
P=0319 | X=0113.810-0395.350 | Y=0487.340-0498.580 | dùng vận chuyển vật liệu xây dựng đoạn từ Quốc lộ 51 đến Hết
P=0319 | X=0113.810-0391.660 | Y=0498.860-0510.100 | ranh giới phường Phước Tân có hiện trạng là đường nhựa, bê
P=0319 | X=0093.140-0173.970 | Y=0510.380-0521.820 | 102 tông xi măng:
P=0319 | X=0445.850-0462.490 | Y=0512.500-0521.820 | 460
P=0319 | X=0505.390-0522.030 | Y=0512.500-0521.820 | 310
P=0319 | X=0113.810-0391.240 | Y=0527.900-0539.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0319 | X=0113.810-0337.450 | Y=0545.450-0556.690 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0319 | X=0113.810-0399.070 | Y=0563.450-0574.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0319 | X=0113.810-0375.770 | Y=0574.970-0586.210 | Đường chuyên dùng vận chuyển vật liệu xây dựng đoạn từ
P=0319 | X=0113.810-0392.870 | Y=0586.250-0597.490 | Quốc lộ 51 đến hết ranh giới phường Phước Tân có hiện trạng
P=0319 | X=0093.140-0260.140 | Y=0597.770-0609.210 | 103 là đường nhựa, bê tông xi măng:
P=0319 | X=0445.850-0462.490 | Y=0599.890-0609.210 | 660
P=0319 | X=0505.390-0522.030 | Y=0599.890-0609.210 | 440
P=0319 | X=0113.810-0336.720 | Y=0615.290-0626.530 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0319 | X=0113.810-0391.000 | Y=0632.830-0644.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0319 | X=0113.810-0399.070 | Y=0650.830-0662.070 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0319 | X=0113.810-0375.770 | Y=0662.350-0673.590 | Đường chuyên dùng vận chuyển vật liệu xây dựng đoạn từ
P=0319 | X=0093.140-0394.310 | Y=0673.870-0687.950 | 104 Quốc lộ 51 đến Hết ranh giới phường Phước Tân có hiện trạng
P=0319 | X=0445.850-0462.490 | Y=0678.630-0687.950 | 560
P=0319 | X=0505.390-0522.030 | Y=0678.630-0687.950 | 380
P=0319 | X=0113.810-0260.140 | Y=0685.390-0696.630 | là đường nhựa, bê tông xi măng:
P=0319 | X=0113.810-0336.980 | Y=0702.930-0714.170 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0320 | X=0113.810-0400.700 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0320 | X=0113.810-0166.770 | Y=0090.260-0101.500 | đến ≤600m.
P=0320 | X=0113.810-0336.980 | Y=0107.780-0119.020 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0320 | X=0113.810-0399.070 | Y=0125.810-0137.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0320 | X=0113.810-0375.770 | Y=0137.330-0148.570 | Đường chuyên dùng vận chuyển vật liệu xây dựng đoạn từ
P=0320 | X=0113.810-0392.870 | Y=0148.850-0160.090 | Quốc lộ 51 đến hết ranh giới phường Phước Tân có hiện trạng
P=0320 | X=0093.140-0260.140 | Y=0160.370-0171.810 | 105 là đường nhựa, bê tông xi măng:
P=0320 | X=0445.850-0462.490 | Y=0162.490-0171.810 | 460
P=0320 | X=0505.390-0522.030 | Y=0162.490-0171.810 | 310
P=0320 | X=0113.810-0391.240 | Y=0177.650-0188.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0320 | X=0113.810-0340.100 | Y=0195.170-0206.410 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0320 | X=0113.810-0205.030 | Y=0213.190-0224.430 | Đường Phước Tân -
P=0320 | X=0296.760-0392.860 | Y=0213.190-0224.430 | Hết ranh giới phường
P=0320 | X=0205.990-0291.060 | Y=0218.950-0230.190 | Đường Thành Thái
P=0320 | X=0093.140-0109.780 | Y=0220.830-0230.150 | 106
P=0320 | X=0437.690-0462.740 | Y=0220.830-0230.150 | 1.000
P=0320 | X=0505.390-0522.030 | Y=0220.830-0230.150 | 630
P=0320 | X=0113.810-0164.060 | Y=0224.710-0235.950 | Giang Điền
P=0320 | X=0296.760-0347.480 | Y=0224.710-0235.950 | Phước Tân
P=0320 | X=0113.810-0395.660 | Y=0242.710-0253.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phước
P=0320 | X=0113.810-0395.010 | Y=0254.230-0265.470 | Tân - Giang Điền đoạn từ Đường Thành Thái đến Hết ranh giới
P=0320 | X=0113.810-0381.580 | Y=0265.750-0276.990 | phường Phước Tân có hiện trạng là đường nhựa, bê tông xi
P=0320 | X=0093.140-0141.810 | Y=0277.270-0288.710 | 107 măng:
P=0320 | X=0445.850-0462.490 | Y=0279.390-0288.710 | 660
P=0320 | X=0505.390-0522.030 | Y=0279.390-0288.710 | 440
P=0320 | X=0113.810-0336.720 | Y=0294.820-0306.060 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0320 | X=0113.810-0391.000 | Y=0312.340-0323.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0320 | X=0113.810-0395.660 | Y=0330.340-0341.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phước
P=0320 | X=0113.810-0395.010 | Y=0341.860-0353.100 | Tân - Giang Điền đoạn từ Đường Thành Thái đến Hết ranh giới
P=0320 | X=0113.810-0381.560 | Y=0353.380-0364.620 | phường Phước Tân có hiện trạng là đường nhựa, bê tông xi
P=0320 | X=0113.810-0141.810 | Y=0364.900-0376.140 | măng:
P=0320 | X=0093.140-0336.980 | Y=0381.440-0393.440 | 108 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0320 | X=0445.850-0462.490 | Y=0381.440-0390.760 | 560
P=0320 | X=0505.390-0522.030 | Y=0381.440-0390.760 | 380
P=0320 | X=0113.810-0400.700 | Y=0399.720-0410.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0320 | X=0113.810-0166.770 | Y=0411.240-0422.480 | đến ≤600m.
P=0320 | X=0113.810-0336.980 | Y=0428.760-0440.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0320 | X=0113.810-0395.660 | Y=0446.760-0458.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phước
P=0320 | X=0113.810-0395.010 | Y=0458.300-0469.540 | Tân - Giang Điền đoạn từ Đường Thành Thái đến Hết ranh giới
P=0320 | X=0113.810-0381.560 | Y=0469.820-0481.060 | phường Phước Tân có hiện trạng là đường nhựa, bê tông xi
P=0320 | X=0093.140-0141.810 | Y=0481.340-0492.780 | 109 măng:
P=0320 | X=0445.850-0462.490 | Y=0483.460-0492.780 | 460
P=0320 | X=0505.390-0522.030 | Y=0483.460-0492.780 | 310
P=0320 | X=0113.810-0391.240 | Y=0498.860-0510.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0320 | X=0113.810-0337.450 | Y=0516.380-0527.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0320 | X=0113.810-0399.070 | Y=0534.410-0545.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0320 | X=0113.810-0382.750 | Y=0545.930-0557.170 | Đường Phước Tân - Giang Điền đoạn từ Đường Thành Thái
P=0320 | X=0113.810-0386.620 | Y=0557.450-0568.690 | đến Hết ranh giới phường Phước Tân có hiện trạng là đường
P=0320 | X=0093.140-0216.920 | Y=0568.970-0580.410 | 110 nhựa, bê tông xi măng:
P=0320 | X=0445.850-0462.490 | Y=0571.090-0580.410 | 660
P=0320 | X=0505.390-0522.030 | Y=0571.090-0580.410 | 440
P=0320 | X=0113.810-0339.380 | Y=0586.250-0597.490 | - Có bề rộng ≥5m, cách đường giao thông ≤ 600m.
P=0320 | X=0113.810-0391.000 | Y=0603.770-0615.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0320 | X=0113.810-0399.070 | Y=0621.790-0633.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0320 | X=0113.810-0382.750 | Y=0633.310-0644.550 | Đường Phước Tân - Giang Điền đoạn từ Đường Thành Thái
P=0320 | X=0113.810-0384.940 | Y=0644.830-0656.070 | đến hết ranh giới phường Phước Tân có hiện trạng là đường
P=0320 | X=0113.810-0216.920 | Y=0656.350-0667.590 | nhựa, bê tông xi măng:
P=0320 | X=0093.140-0109.780 | Y=0664.230-0673.550 | 111
P=0320 | X=0445.850-0462.490 | Y=0664.230-0673.550 | 560
P=0320 | X=0505.390-0522.030 | Y=0664.230-0673.550 | 380
P=0320 | X=0113.810-0336.980 | Y=0673.870-0685.110 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0320 | X=0113.810-0400.700 | Y=0691.390-0702.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0320 | X=0113.810-0166.770 | Y=0702.930-0714.170 | đến ≤600m.
P=0321 | X=0113.810-0336.980 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0321 | X=0113.810-0399.070 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0321 | X=0113.810-0382.750 | Y=0108.260-0119.500 | Đường Phước Tân - Giang Điền đoạn từ Đường Thành Thái
P=0321 | X=0113.810-0384.940 | Y=0119.810-0131.050 | đến hết ranh giới phường Phước Tân có hiện trạng là đường
P=0321 | X=0093.140-0216.920 | Y=0131.330-0142.770 | 112 nhựa, bê tông xi măng:
P=0321 | X=0445.850-0462.490 | Y=0133.450-0142.770 | 460
P=0321 | X=0505.390-0522.030 | Y=0133.450-0142.770 | 310
P=0321 | X=0113.810-0391.240 | Y=0148.850-0160.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0321 | X=0113.810-0337.450 | Y=0166.370-0177.610 | - C6 bề rộng <3m, cách đường giao thông >200m.
P=0321 | X=0113.810-0196.710 | Y=0184.370-0195.610 | Đường kết nối khu
P=0321 | X=0296.760-0373.670 | Y=0184.370-0195.610 | Hết ranh phường
P=0321 | X=0205.510-0289.620 | Y=0190.130-0201.370 | Đường Võ Nguyên
P=0321 | X=0296.760-0394.750 | Y=0195.650-0206.890 | Phước Tân, giáp ranh
P=0321 | X=0093.140-0197.910 | Y=0197.530-0206.850 | 113 công nghiệp Giang
P=0321 | X=0437.690-0462.740 | Y=0197.530-0206.850 | 1.000
P=0321 | X=0505.390-0522.030 | Y=0197.530-0206.850 | 630
P=0321 | X=0205.510-0226.940 | Y=0203.310-0212.630 | Giáp
P=0321 | X=0113.810-0134.530 | Y=0207.190-0218.430 | Điền
P=0321 | X=0296.760-0388.460 | Y=0207.190-0218.430 | phường Tam Phước
P=0321 | X=0113.810-0394.300 | Y=0225.190-0236.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường kết nối
P=0321 | X=0113.810-0388.060 | Y=0236.710-0247.950 | khu công nghiệp Giang Điền đoạn từ Đường Võ Nguyên Giáp
P=0321 | X=0113.810-0371.640 | Y=0248.230-0259.470 | đến Hết ranh phường Phước Tân, giáp ranh phường Tam
P=0321 | X=0093.140-0354.010 | Y=0259.750-0271.190 | 114 Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0321 | X=0445.850-0462.490 | Y=0261.870-0271.190 | 660
P=0321 | X=0505.390-0522.030 | Y=0261.870-0271.190 | 440
P=0321 | X=0113.810-0336.720 | Y=0277.270-0288.510 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0321 | X=0113.810-0391.000 | Y=0294.820-0306.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0321 | X=0113.810-0394.300 | Y=0312.820-0324.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường kết nối
P=0321 | X=0113.810-0388.030 | Y=0324.340-0335.580 | khu công nghiệp Giang Điền đoạn từ Đường Võ Nguyên Giáp
P=0321 | X=0113.810-0371.640 | Y=0335.860-0347.100 | đến Hết ranh phường Phước Tân, giáp ranh phường Tam
P=0321 | X=0113.810-0354.010 | Y=0347.380-0358.620 | Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0321 | X=0093.140-0336.980 | Y=0363.900-0376.140 | 115 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0321 | X=0445.850-0462.490 | Y=0363.900-0373.220 | 560
P=0321 | X=0505.390-0522.030 | Y=0363.900-0373.220 | 380
P=0321 | X=0113.810-0400.700 | Y=0382.200-0393.440 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0321 | X=0113.810-0166.770 | Y=0393.720-0404.960 | đến ≤600m.
P=0321 | X=0113.810-0336.980 | Y=0411.240-0422.480 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0321 | X=0113.810-0394.300 | Y=0429.240-0440.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường kết nối
P=0321 | X=0113.810-0388.030 | Y=0440.760-0452.000 | khu công nghiệp Giang Điền đoạn từ Đường Võ Nguyên Giáp
P=0321 | X=0113.810-0371.640 | Y=0452.300-0463.540 | đến Hết ranh phường Phước Tân, giáp ranh phường Tam
P=0321 | X=0093.140-0354.010 | Y=0463.820-0475.260 | 116 Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0321 | X=0445.850-0462.490 | Y=0465.940-0475.260 | 460
P=0321 | X=0505.390-0522.030 | Y=0465.940-0475.260 | 310
P=0321 | X=0113.810-0391.240 | Y=0481.340-0492.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0321 | X=0113.810-0337.450 | Y=0498.860-0510.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0321 | X=0113.810-0399.100 | Y=0516.860-0528.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0321 | X=0113.810-0393.590 | Y=0528.380-0539.620 | Đường kết nối khu công nghiệp Giang Điền đoạn từ Đường Võ
P=0321 | X=0113.810-0371.470 | Y=0539.930-0551.170 | Nguyên Giáp đến Hết ranh phường Phước Tân, giáp ranh
P=0321 | X=0113.810-0384.440 | Y=0551.450-0562.690 | phường Tam Phước có hiện trạng là đường nhựa, bê tông xi
P=0321 | X=0093.140-0109.780 | Y=0559.330-0568.650 | 117
P=0321 | X=0445.850-0462.490 | Y=0559.330-0568.650 | 660
P=0321 | X=0505.390-0522.030 | Y=0559.330-0568.650 | 440
P=0321 | X=0113.810-0141.810 | Y=0562.970-0574.210 | măng:
P=0321 | X=0113.810-0336.720 | Y=0580.250-0591.490 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
