TABLE=001 | AREA=Phường Biên Hòa | SECTION=agricultural | SEGMENTS=1
P=0018 | X=0323.160-0398.370 | Y=0291.180-0300.500 | phố Hồ Chí Minh
P=0018 | X=0109.490-0407.490 | Y=0307.300-0318.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm Văn
P=0018 | X=0109.490-0419.020 | Y=0318.820-0330.060 | Diêu đoạn từ Đường Bùi Hữu Nghĩa đến Giáp ranh giới thành phố Hồ
P=0018 | X=0109.490-0359.040 | Y=0330.340-0341.580 | Chí Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=0018 | X=0093.860-0104.980 | Y=0338.220-0347.540 | 93
P=0018 | X=0456.650-0473.290 | Y=0338.220-0347.540 | 980
P=0018 | X=0505.390-0522.030 | Y=0338.220-0347.540 | 650
P=0018 | X=0109.490-0332.400 | Y=0347.860-0359.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0018 | X=0109.490-0386.680 | Y=0365.400-0376.640 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0018 | X=0109.490-0407.490 | Y=0383.400-0394.640 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm Văn
P=0018 | X=0109.490-0419.020 | Y=0394.920-0406.160 | Diêu đoạn từ Đường Bùi Hữu Nghĩa đến Giáp ranh giới thành phố Hồ
P=0018 | X=0109.490-0359.040 | Y=0406.200-0417.440 | Chí Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=0018 | X=0093.860-0332.660 | Y=0423.720-0438.040 | 94 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0018 | X=0456.650-0473.290 | Y=0428.720-0438.040 | 810
P=0018 | X=0505.390-0522.030 | Y=0428.720-0438.040 | 550
P=0018 | X=0109.490-0415.910 | Y=0441.240-0452.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0018 | X=0109.490-0143.010 | Y=0452.780-0464.020 | ≤600m.
P=0018 | X=0109.490-0332.660 | Y=0470.300-0481.540 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0018 | X=0109.490-0407.490 | Y=0488.300-0499.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm Văn
P=0018 | X=0109.490-0419.020 | Y=0499.820-0511.060 | Diêu đoạn từ Đường Bùi Hữu Nghĩa đến Giáp ranh giới thành phố Hồ
P=0018 | X=0109.490-0359.040 | Y=0511.340-0522.580 | Chí Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=0018 | X=0093.860-0104.980 | Y=0519.220-0528.540 | 95
P=0018 | X=0456.650-0473.290 | Y=0519.220-0528.540 | 630
P=0018 | X=0505.390-0522.030 | Y=0519.220-0528.540 | 430
P=0018 | X=0109.490-0386.920 | Y=0528.860-0540.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0018 | X=0109.490-0333.130 | Y=0546.410-0557.650 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0018 | X=0109.490-0429.100 | Y=0564.410-0575.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0018 | X=0109.490-0405.820 | Y=0575.930-0587.170 | Phạm Văn Diêu đoạn từ Đường Bùi Hữu Nghĩa đến Giáp ranh giới
P=0018 | X=0109.490-0421.950 | Y=0587.450-0598.690 | thành phố Hồ Chí Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=0018 | X=0093.860-0104.980 | Y=0595.330-0604.650 | 96
P=0018 | X=0456.650-0473.290 | Y=0595.330-0604.650 | 980
P=0018 | X=0505.390-0522.030 | Y=0595.330-0604.650 | 650
P=0018 | X=0109.490-0332.400 | Y=0604.970-0616.210 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0018 | X=0109.490-0386.680 | Y=0622.270-0633.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0018 | X=0109.490-0429.100 | Y=0640.270-0651.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0018 | X=0109.490-0405.820 | Y=0651.790-0663.030 | Phạm Văn Diêu đoạn từ Đường Bùi Hữu Nghĩa đến Giáp ranh giới
P=0018 | X=0109.490-0421.950 | Y=0663.310-0674.550 | thành phố Hồ Chí Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=0018 | X=0093.860-0104.980 | Y=0671.190-0680.510 | 97
P=0018 | X=0456.650-0473.290 | Y=0671.190-0680.510 | 810
P=0018 | X=0505.390-0522.030 | Y=0671.190-0680.510 | 550
P=0018 | X=0109.490-0332.660 | Y=0680.830-0692.070 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0018 | X=0109.490-0415.910 | Y=0698.350-0709.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0019 | X=0109.490-0143.010 | Y=0072.740-0083.980 | ≤600m.
P=0019 | X=0109.490-0332.660 | Y=0090.260-0101.500 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0019 | X=0109.490-0429.100 | Y=0108.260-0119.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0019 | X=0109.490-0405.820 | Y=0119.810-0131.050 | Phạm Văn Diêu đoạn từ Đường Bùi Hữu Nghĩa đến Giáp ranh giới
P=0019 | X=0109.490-0421.950 | Y=0131.330-0142.570 | thành phố Hồ Chí Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=0019 | X=0093.860-0104.980 | Y=0139.210-0148.530 | 98
P=0019 | X=0456.650-0473.290 | Y=0139.210-0148.530 | 630
P=0019 | X=0505.390-0522.030 | Y=0139.210-0148.530 | 430
P=0019 | X=0109.490-0386.920 | Y=0148.850-0160.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0019 | X=0109.490-0335.780 | Y=0166.370-0177.610 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0019 | X=0216.310-0296.820 | Y=0184.370-0195.610 | Đường Nguyễn Ái
P=0019 | X=0093.860-0215.190 | Y=0190.130-0201.370 | 99 Đường Nguyễn Thị Tồn
P=0019 | X=0323.160-0424.060 | Y=0190.130-0201.370 | Đường Bùi Hữu Nghĩa
P=0019 | X=0451.130-0473.290 | Y=0192.010-0201.330 | 1430
P=0019 | X=0505.390-0522.030 | Y=0192.010-0201.330 | 900
P=0019 | X=0216.310-0240.340 | Y=0197.530-0206.850 | Quốc
P=0019 | X=0109.490-0411.820 | Y=0213.670-0224.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Thị
P=0019 | X=0109.490-0410.370 | Y=0225.190-0236.430 | Tồn đoạn từ Đường Nguyễn Ái Quốc đến Đường Bùi Hữu Nghĩa có
P=0019 | X=0109.490-0303.140 | Y=0236.710-0247.950 | hiện trạng là đường nhựa, bê tông xi măng:
P=0019 | X=0090.980-0107.620 | Y=0244.590-0253.910 | 100
P=0019 | X=0456.650-0473.290 | Y=0244.590-0253.910 | 980
P=0019 | X=0505.390-0522.030 | Y=0244.590-0253.910 | 650
P=0019 | X=0109.490-0332.400 | Y=0254.230-0265.470 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0019 | X=0109.490-0386.680 | Y=0271.750-0282.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0019 | X=0109.490-0411.820 | Y=0289.780-0301.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Thị
P=0019 | X=0109.490-0410.370 | Y=0301.300-0312.540 | Tồn đoạn từ Đường Nguyễn Ái Quốc đến Đường Bùi Hữu Nghĩa có
P=0019 | X=0109.490-0303.100 | Y=0312.820-0324.060 | hiện trạng là đường nhựa, bê tông xi măng:
P=0019 | X=0090.980-0332.660 | Y=0330.340-0344.420 | 101 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0019 | X=0456.650-0473.290 | Y=0335.100-0344.420 | 810
P=0019 | X=0505.390-0522.030 | Y=0335.100-0344.420 | 550
P=0019 | X=0109.490-0415.910 | Y=0347.860-0359.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0019 | X=0109.490-0143.010 | Y=0359.380-0370.620 | ≤600m.
P=0019 | X=0109.490-0332.660 | Y=0376.920-0388.160 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0019 | X=0109.490-0411.820 | Y=0394.920-0406.160 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Thị
P=0019 | X=0109.490-0410.370 | Y=0406.200-0417.440 | Tồn đoạn từ Đường Nguyễn Ái Quốc đến Đường Bùi Hữu Nghĩa có
P=0019 | X=0109.490-0303.100 | Y=0417.720-0428.960 | hiện trạng là đường nhựa, bê tông xi măng:
P=0019 | X=0090.980-0107.620 | Y=0425.600-0434.920 | 102
P=0019 | X=0456.650-0473.290 | Y=0425.600-0434.920 | 630
P=0019 | X=0505.390-0522.030 | Y=0425.600-0434.920 | 430
P=0019 | X=0109.490-0386.920 | Y=0435.240-0446.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0019 | X=0109.490-0333.130 | Y=0452.780-0464.020 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0019 | X=0109.490-0429.100 | Y=0470.780-0482.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0019 | X=0109.490-0421.430 | Y=0482.300-0493.540 | Nguyễn Thị Tồn đoạn từ Đường Nguyễn Ái Quốc đến Đường Bùi Hữu
P=0019 | X=0109.490-0345.850 | Y=0493.820-0505.060 | Nghĩa có hiện trạng là đường nhựa, bê tông xi măng:
P=0019 | X=0090.980-0107.620 | Y=0501.700-0511.020 | 103
P=0019 | X=0456.650-0473.290 | Y=0501.700-0511.020 | 980
P=0019 | X=0505.390-0522.030 | Y=0501.700-0511.020 | 650
P=0019 | X=0109.490-0332.400 | Y=0511.340-0522.580 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0019 | X=0109.490-0386.680 | Y=0528.860-0540.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0019 | X=0109.490-0429.100 | Y=0546.890-0558.130 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0019 | X=0109.490-0421.430 | Y=0558.410-0569.650 | Nguyễn Thị Tồn đoạn từ Đường Nguyễn Ái Quốc đến Đường Bùi Hữu
P=0019 | X=0109.490-0345.850 | Y=0569.930-0581.170 | Nghĩa có hiện trạng là đường nhựa, bê tông xi măng:
P=0019 | X=0090.980-0332.670 | Y=0587.450-0601.530 | 104 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0019 | X=0456.650-0473.290 | Y=0592.210-0601.530 | 810
P=0019 | X=0505.390-0522.030 | Y=0592.210-0601.530 | 550
P=0019 | X=0109.490-0415.910 | Y=0604.970-0616.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0019 | X=0109.490-0143.010 | Y=0616.270-0627.510 | ≤600m.
P=0019 | X=0109.490-0332.660 | Y=0633.790-0645.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0019 | X=0109.490-0429.100 | Y=0651.790-0663.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0019 | X=0109.490-0421.430 | Y=0663.310-0674.550 | Nguyễn Thị Tồn đoạn từ Đường Nguyễn Ái Quốc đến Đường Bùi Hữu
P=0019 | X=0090.980-0345.850 | Y=0674.070-0686.070 | 105 Nghĩa có hiện trạng là đường nhựa, bê tông xi măng:
P=0019 | X=0456.650-0473.290 | Y=0674.070-0683.390 | 630
P=0019 | X=0505.390-0522.030 | Y=0674.070-0683.390 | 430
P=0019 | X=0109.490-0386.920 | Y=0692.350-0703.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0020 | X=0109.490-0335.780 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0020 | X=0090.980-0404.710 | Y=0096.740-0107.980 | 106 Các tuyến đường tại Cù Lao Tân Vạn (đường D1, D4, D9, N2, N4)
P=0020 | X=0448.490-0473.530 | Y=0098.620-0107.940 | 1.500
P=0020 | X=0505.390-0522.030 | Y=0098.620-0107.940 | 970
P=0020 | X=0090.980-0365.900 | Y=0114.770-0126.010 | 107 Các tuyến đường tại Cù Lao Tân Vạn (các đường còn lại)
P=0020 | X=0448.490-0473.540 | Y=0116.650-0125.970 | 1.500
P=0020 | X=0505.390-0522.030 | Y=0116.650-0125.970 | 970
