TABLE=051 | AREA=Xã Phú Lâm | SECTION=agricultural | SEGMENTS=1
P=1739 | X=0120.530-0368.610 | Y=0107.780-0119.020 | Tấn đoạn từ Km 0+500 đến Km 0+1000 có hiện trạng là
P=1739 | X=0120.530-0256.300 | Y=0119.330-0130.570 | đường nhựa, bê tông xi măng:
P=1739 | X=0096.770-0113.410 | Y=0132.970-0142.290 | 184
P=1739 | X=0442.250-0458.890 | Y=0132.970-0142.290 | 130
P=1739 | X=0505.390-0522.030 | Y=0132.970-0142.290 | 100
P=1739 | X=0120.530-0351.610 | Y=0136.850-0148.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1739 | X=0120.530-0361.640 | Y=0154.370-0165.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1739 | X=0120.530-0154.050 | Y=0165.650-0176.890 | ≤500m.
P=1739 | X=0120.530-0377.260 | Y=0183.410-0194.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 5
P=1739 | X=0120.530-0368.610 | Y=0194.930-0206.170 | Tấn đoạn từ Km 0+500 đến Km 0+1000 có hiện trạng là
P=1739 | X=0120.530-0256.300 | Y=0206.470-0217.710 | đường nhựa, bê tông xi măng:
P=1739 | X=0096.770-0352.080 | Y=0223.990-0238.310 | 185 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1739 | X=0448.010-0459.130 | Y=0228.990-0238.310 | 90
P=1739 | X=0511.150-0522.270 | Y=0228.990-0238.310 | 80
P=1739 | X=0120.530-0373.840 | Y=0241.510-0252.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1739 | X=0120.530-0215.500 | Y=0253.030-0264.270 | >500m đến ≤1.000m.
P=1739 | X=0120.530-0343.700 | Y=0270.550-0281.790 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1739 | X=0120.530-0377.260 | Y=0288.340-0299.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 5
P=1739 | X=0120.530-0368.610 | Y=0299.860-0311.100 | Tấn đoạn từ Km 0+500 đến Km 0+1000 có hiện trạng là
P=1739 | X=0120.530-0256.300 | Y=0311.380-0322.620 | đường nhựa, bê tông xi măng:
P=1739 | X=0096.770-0113.410 | Y=0325.020-0334.340 | 186
P=1739 | X=0448.010-0459.130 | Y=0325.020-0334.340 | 55
P=1739 | X=0511.150-0522.270 | Y=0325.020-0334.340 | 50
P=1739 | X=0120.530-0361.640 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1739 | X=0120.530-0162.670 | Y=0342.300-0351.620 | >1.000m.
P=1739 | X=0120.530-0344.170 | Y=0357.700-0368.940 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1739 | X=0120.530-0394.040 | Y=0375.480-0386.720 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1739 | X=0120.530-0387.100 | Y=0387.000-0398.240 | ra Đường 5 Tấn đoạn từ Km 0+500 đến Km 0+1000 có hiện
P=1739 | X=0120.530-0292.310 | Y=0398.520-0409.760 | trạng là đường nhựa, bê tông xi măng:
P=1739 | X=0096.770-0113.410 | Y=0412.160-0421.480 | 187
P=1739 | X=0442.250-0458.890 | Y=0412.160-0421.480 | 130
P=1739 | X=0505.390-0522.030 | Y=0412.160-0421.480 | 100
P=1739 | X=0120.530-0351.610 | Y=0416.040-0427.280 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1739 | X=0120.530-0361.640 | Y=0433.560-0444.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1739 | X=0120.530-0154.050 | Y=0445.080-0456.320 | ≤500m.
P=1739 | X=0120.530-0394.040 | Y=0462.860-0474.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1739 | X=0120.530-0387.100 | Y=0474.380-0485.620 | ra Đường 5 Tấn đoạn từ Km 0+500 đến Km 0+1000 có hiện
P=1739 | X=0120.530-0292.310 | Y=0485.900-0497.140 | trạng là đường nhựa, bê tông xi măng:
P=1739 | X=0096.770-0352.080 | Y=0503.420-0517.500 | 188 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1739 | X=0448.010-0459.130 | Y=0508.180-0517.500 | 90
P=1739 | X=0511.150-0522.270 | Y=0508.180-0517.500 | 80
P=1739 | X=0120.530-0373.840 | Y=0520.940-0532.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1739 | X=0120.530-0215.500 | Y=0532.220-0543.460 | >500m đến ≤1.000m.
P=1739 | X=0120.530-0343.700 | Y=0549.770-0561.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1739 | X=0120.530-0394.040 | Y=0567.530-0578.770 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1739 | X=0120.530-0387.100 | Y=0579.050-0590.290 | ra Đường 5 Tấn đoạn từ Km 0+500 đến Km 0+1000 có hiện
P=1739 | X=0120.530-0292.320 | Y=0590.570-0601.810 | trạng là đường nhựa, bê tông xi măng:
P=1739 | X=0096.770-0113.410 | Y=0604.210-0613.530 | 189
P=1739 | X=0448.010-0459.130 | Y=0604.210-0613.530 | 55
P=1739 | X=0511.150-0522.270 | Y=0604.210-0613.530 | 50
P=1739 | X=0120.530-0361.640 | Y=0608.090-0619.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1739 | X=0120.530-0162.670 | Y=0621.510-0630.830 | >1.000m.
P=1739 | X=0120.530-0344.170 | Y=0637.150-0648.390 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1739 | X=0096.770-0180.640 | Y=0654.910-0666.150 | 190 Đường 5 Tấn
P=1739 | X=0204.550-0256.220 | Y=0656.790-0666.110 | Km 0+1000
P=1739 | X=0297.240-0395.220 | Y=0656.790-0666.110 | Giáp ranh xã Tân Phú
P=1739 | X=0442.250-0458.890 | Y=0656.790-0666.110 | 270
P=1739 | X=0505.390-0522.030 | Y=0656.790-0666.110 | 220
P=1739 | X=0120.530-0377.260 | Y=0672.670-0683.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 5
P=1739 | X=0096.770-0384.470 | Y=0684.190-0695.430 | 191 Tấn đoạn từ Km 0+1000 đến Giáp ranh xã Tân Phú có hiện
P=1739 | X=0442.250-0458.890 | Y=0686.070-0695.390 | 130
P=1739 | X=0505.390-0522.030 | Y=0686.070-0695.390 | 100
P=1739 | X=0120.530-0292.310 | Y=0695.710-0706.950 | trạng là đường nhựa, bê tông xi măng:
P=1740 | X=0120.530-0351.610 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1740 | X=0120.530-0361.640 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1740 | X=0120.530-0154.050 | Y=0107.540-0118.780 | ≤500m.
P=1740 | X=0120.530-0377.260 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 5
P=1740 | X=0120.530-0384.470 | Y=0136.850-0148.090 | Tấn đoạn từ Km 0+1000 đến Giáp ranh xã Tân Phú có hiện
P=1740 | X=0120.530-0292.310 | Y=0148.370-0159.610 | trạng là đường nhựa, bê tông xi măng:
P=1740 | X=0096.770-0352.080 | Y=0165.650-0179.970 | 192 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1740 | X=0448.010-0459.130 | Y=0170.650-0179.970 | 90
P=1740 | X=0511.150-0522.270 | Y=0170.650-0179.970 | 80
P=1740 | X=0120.530-0373.840 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1740 | X=0120.530-0215.500 | Y=0194.690-0205.930 | >500m đến ≤1.000m.
P=1740 | X=0120.530-0343.720 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1740 | X=0120.530-0377.260 | Y=0229.990-0241.230 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 5
P=1740 | X=0120.530-0384.470 | Y=0241.510-0252.750 | Tấn đoạn từ Km 0+1000 đến Giáp ranh xã Tân Phú có hiện
P=1740 | X=0120.530-0292.310 | Y=0253.030-0264.270 | trạng là đường nhựa, bê tông xi măng:
P=1740 | X=0096.770-0113.410 | Y=0266.670-0275.990 | 193
P=1740 | X=0448.010-0459.130 | Y=0266.670-0275.990 | 55
P=1740 | X=0511.150-0522.270 | Y=0266.670-0275.990 | 50
P=1740 | X=0120.530-0361.640 | Y=0270.550-0281.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1740 | X=0120.530-0162.670 | Y=0283.980-0293.300 | >1.000m.
P=1740 | X=0120.530-0344.170 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1740 | X=0120.530-0394.040 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1740 | X=0120.530-0383.230 | Y=0328.900-0340.140 | ra Đường 5 Tấn đoạn từ Km 0+1000 đến Giáp ranh xã Tân
P=1740 | X=0120.530-0348.010 | Y=0340.420-0351.660 | Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=1740 | X=0096.770-0113.410 | Y=0353.820-0363.140 | 194
P=1740 | X=0442.250-0458.890 | Y=0353.820-0363.140 | 130
P=1740 | X=0505.390-0522.030 | Y=0353.820-0363.140 | 100
P=1740 | X=0120.530-0351.610 | Y=0357.700-0368.940 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1740 | X=0120.530-0361.640 | Y=0375.240-0386.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1740 | X=0120.530-0154.050 | Y=0386.760-0398.000 | ≤500m.
P=1740 | X=0120.530-0394.040 | Y=0404.520-0415.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1740 | X=0120.530-0383.230 | Y=0416.040-0427.280 | ra Đường 5 Tấn đoạn từ Km 0+1000 đến Giáp ranh xã Tân
P=1740 | X=0120.530-0348.010 | Y=0427.560-0438.800 | Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=1740 | X=0096.770-0352.090 | Y=0445.080-0459.160 | 195 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1740 | X=0448.010-0459.130 | Y=0449.840-0459.160 | 90
P=1740 | X=0511.150-0522.270 | Y=0449.840-0459.160 | 80
P=1740 | X=0120.530-0373.840 | Y=0462.620-0473.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1740 | X=0120.530-0215.500 | Y=0474.140-0485.380 | >500m đến ≤1.000m.
P=1740 | X=0120.530-0343.700 | Y=0491.660-0502.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1740 | X=0120.530-0394.040 | Y=0509.420-0520.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1740 | X=0120.530-0383.260 | Y=0520.940-0532.180 | ra Đường 5 Tấn đoạn từ Km 0+1000 đến Giáp ranh xã Tân
P=1740 | X=0120.530-0348.010 | Y=0532.220-0543.460 | Phú có hiện trạng là đường nhựa, bê tông xi măng:
P=1740 | X=0096.770-0113.410 | Y=0545.890-0555.210 | 196
P=1740 | X=0448.010-0459.130 | Y=0545.890-0555.210 | 55
P=1740 | X=0511.150-0522.270 | Y=0545.890-0555.210 | 50
P=1740 | X=0120.530-0361.640 | Y=0549.770-0561.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1740 | X=0120.530-0162.670 | Y=0563.170-0572.490 | >1.000m.
P=1740 | X=0120.530-0344.170 | Y=0578.810-0590.050 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1740 | X=0120.530-0201.190 | Y=0596.570-0607.810 | Đường Phú Lâm -
P=1740 | X=0096.770-0113.410 | Y=0604.210-0613.530 | 197
P=1740 | X=0204.550-0253.140 | Y=0604.210-0613.530 | Quốc lộ 20
P=1740 | X=0297.240-0367.420 | Y=0604.210-0613.530 | Suối Cầu Trắng
P=1740 | X=0442.250-0458.890 | Y=0604.210-0613.530 | 330
P=1740 | X=0505.390-0522.030 | Y=0604.210-0613.530 | 270
P=1740 | X=0120.530-0170.760 | Y=0608.090-0619.330 | Thanh Sơn
P=1740 | X=0120.530-0389.500 | Y=0625.870-0637.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1740 | X=0120.530-0392.860 | Y=0637.390-0648.630 | Lâm - Thanh Sơn đoạn từ Quốc lộ 20 đến Suối Cầu Trắng có
P=1740 | X=0120.530-0314.170 | Y=0648.910-0660.150 | hiện trạng là đường nhựa, bê tông xi măng:
P=1740 | X=0096.770-0113.410 | Y=0662.550-0671.870 | 198
P=1740 | X=0442.250-0458.890 | Y=0662.550-0671.870 | 150
P=1740 | X=0505.390-0522.030 | Y=0662.550-0671.870 | 110
P=1740 | X=0120.530-0351.610 | Y=0666.430-0677.670 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1740 | X=0120.530-0361.640 | Y=0683.950-0695.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1740 | X=0120.530-0154.050 | Y=0695.470-0706.710 | ≤500m.
P=1741 | X=0120.530-0389.500 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1741 | X=0120.530-0392.860 | Y=0090.020-0101.260 | Lâm - Thanh Sơn đoạn từ Quốc lộ 20 đến Suối Cầu Trắng có
P=1741 | X=0120.530-0314.170 | Y=0101.540-0112.780 | hiện trạng là đường nhựa, bê tông xi măng:
P=1741 | X=0096.770-0352.080 | Y=0119.090-0133.170 | 199 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1741 | X=0442.250-0458.890 | Y=0123.850-0133.170 | 110
P=1741 | X=0511.150-0522.270 | Y=0123.850-0133.170 | 90
P=1741 | X=0120.530-0373.840 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1741 | X=0120.530-0215.500 | Y=0148.130-0159.370 | >500m đến ≤1.000m.
P=1741 | X=0120.530-0343.700 | Y=0165.410-0176.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1741 | X=0120.530-0389.500 | Y=0183.170-0194.410 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1741 | X=0120.530-0392.860 | Y=0194.690-0205.930 | Lâm - Thanh Sơn đoạn từ Quốc lộ 20 đến Suối Cầu Trắng có
P=1741 | X=0120.530-0314.170 | Y=0206.230-0217.470 | hiện trạng là đường nhựa, bê tông xi măng:
P=1741 | X=0096.770-0113.410 | Y=0219.870-0229.190 | 200
P=1741 | X=0448.010-0459.130 | Y=0219.870-0229.190 | 60
P=1741 | X=0511.150-0522.270 | Y=0219.870-0229.190 | 55
P=1741 | X=0120.530-0361.640 | Y=0223.750-0234.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1741 | X=0120.530-0162.670 | Y=0237.150-0246.470 | >1.000m.
P=1741 | X=0120.530-0344.170 | Y=0252.790-0264.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1741 | X=0120.530-0394.040 | Y=0270.550-0281.790 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1741 | X=0120.530-0373.430 | Y=0282.100-0293.340 | ra Đường Phú Lâm - Thanh Sơn đoạn từ Quốc lộ 20 đến
P=1741 | X=0120.530-0369.560 | Y=0293.620-0304.860 | Suối Cầu Trắng có hiện trạng là đường nhựa, bê tông xi
P=1741 | X=0120.530-0148.530 | Y=0305.140-0316.380 | măng:
P=1741 | X=0096.770-0113.410 | Y=0313.020-0322.340 | 201
P=1741 | X=0442.250-0458.890 | Y=0313.020-0322.340 | 150
P=1741 | X=0505.390-0522.030 | Y=0313.020-0322.340 | 110
P=1741 | X=0120.530-0351.610 | Y=0322.660-0333.900 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1741 | X=0120.530-0361.640 | Y=0339.940-0351.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1741 | X=0120.530-0154.050 | Y=0351.460-0362.700 | ≤500m.
P=1741 | X=0120.530-0394.040 | Y=0369.240-0380.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1741 | X=0120.530-0373.430 | Y=0380.760-0392.000 | ra Đường Phú Lâm - Thanh Sơn đoạn từ Quốc lộ 20 đến
P=1741 | X=0120.530-0369.560 | Y=0392.280-0403.520 | Suối Cầu Trắng có hiện trạng là đường nhựa, bê tông xi
P=1741 | X=0120.530-0148.530 | Y=0403.800-0415.040 | măng:
P=1741 | X=0096.770-0352.080 | Y=0420.560-0432.560 | 202 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1741 | X=0442.250-0458.890 | Y=0420.560-0429.880 | 110
P=1741 | X=0511.150-0522.270 | Y=0420.560-0429.880 | 90
P=1741 | X=0120.530-0373.840 | Y=0438.840-0450.080 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1741 | X=0120.530-0215.500 | Y=0450.380-0461.620 | >500m đến ≤1.000m.
P=1741 | X=0120.530-0343.700 | Y=0467.900-0479.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1741 | X=0120.530-0394.040 | Y=0485.660-0496.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1741 | X=0120.530-0373.430 | Y=0497.180-0508.420 | ra Đường Phú Lâm - Thanh Sơn đoạn từ Quốc lộ 20 đến
P=1741 | X=0120.530-0369.560 | Y=0508.460-0519.700 | Suối Cầu Trắng có hiện trạng là đường nhựa, bê tông xi
P=1741 | X=0120.530-0148.530 | Y=0519.980-0531.220 | măng:
P=1741 | X=0096.770-0113.410 | Y=0527.860-0537.180 | 203
P=1741 | X=0448.010-0459.130 | Y=0527.860-0537.180 | 60
P=1741 | X=0511.150-0522.270 | Y=0527.860-0537.180 | 55
P=1741 | X=0120.530-0361.640 | Y=0537.530-0548.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1741 | X=0120.530-0162.670 | Y=0550.930-0560.250 | >1.000m.
P=1741 | X=0120.530-0344.190 | Y=0566.570-0577.810 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1741 | X=0120.530-0201.190 | Y=0584.330-0595.570 | Đường Phú Lâm -
P=1741 | X=0297.240-0345.790 | Y=0590.090-0601.330 | Hồ Đa Tôn
P=1741 | X=0096.770-0113.410 | Y=0591.970-0601.290 | 204
P=1741 | X=0204.550-0274.740 | Y=0591.970-0601.290 | Suối Cầu Trắng
P=1741 | X=0442.250-0458.890 | Y=0591.970-0601.290 | 330
P=1741 | X=0505.390-0522.030 | Y=0591.970-0601.290 | 270
P=1741 | X=0120.530-0170.760 | Y=0595.850-0607.090 | Thanh Sơn
P=1741 | X=0120.530-0389.500 | Y=0613.610-0624.850 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1741 | X=0120.530-0393.070 | Y=0625.150-0636.390 | Lâm - Thanh Sơn đoạn từ Suối Cầu Trắng đến Hồ Đa Tôn có
P=1741 | X=0120.530-0314.170 | Y=0636.670-0647.910 | hiện trạng là đường nhựa, bê tông xi măng:
P=1741 | X=0096.770-0113.410 | Y=0650.310-0659.630 | 205
P=1741 | X=0442.250-0458.890 | Y=0650.310-0659.630 | 150
P=1741 | X=0505.390-0522.030 | Y=0650.310-0659.630 | 110
P=1741 | X=0120.530-0351.610 | Y=0654.190-0665.430 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1741 | X=0120.530-0361.640 | Y=0671.710-0682.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1741 | X=0120.530-0154.050 | Y=0683.230-0694.470 | ≤500m.
P=1741 | X=0096.770-0389.500 | Y=0700.770-0712.010 | 206 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1741 | X=0442.250-0458.890 | Y=0702.660-0711.980 | 110
P=1741 | X=0511.150-0522.270 | Y=0702.660-0711.980 | 90
P=1742 | X=0120.530-0393.070 | Y=0072.500-0083.740 | Lâm - Thanh Sơn đoạn từ Suối Cầu Trắng đến Hồ Đa Tôn có
P=1742 | X=0120.530-0314.170 | Y=0084.020-0095.260 | hiện trạng là đường nhựa, bê tông xi măng:
P=1742 | X=0120.530-0352.080 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1742 | X=0120.530-0373.840 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1742 | X=0120.530-0215.500 | Y=0130.610-0141.850 | >500m đến ≤1.000m.
P=1742 | X=0120.530-0343.700 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1742 | X=0120.530-0389.500 | Y=0165.650-0176.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1742 | X=0120.530-0393.070 | Y=0177.170-0188.410 | Lâm - Thanh Sơn đoạn từ Suối Cầu Trắng đến Hồ Đa Tôn có
P=1742 | X=0120.530-0314.170 | Y=0188.690-0199.930 | hiện trạng là đường nhựa, bê tông xi măng:
P=1742 | X=0096.770-0113.410 | Y=0202.350-0211.670 | 207
P=1742 | X=0448.010-0459.130 | Y=0202.350-0211.670 | 60
P=1742 | X=0511.150-0522.270 | Y=0202.350-0211.670 | 55
P=1742 | X=0120.530-0361.640 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1742 | X=0120.530-0162.670 | Y=0219.630-0228.950 | >1.000m.
P=1742 | X=0120.530-0344.170 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1742 | X=0120.530-0394.040 | Y=0253.030-0264.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1742 | X=0120.530-0395.020 | Y=0264.550-0275.790 | ra Đường Phú Lâm - Thanh Sơn đoạn từ Suối Cầu Trắng đến
P=1742 | X=0120.530-0378.280 | Y=0276.070-0287.310 | Hồ Đa Tôn có hiện trạng là đường nhựa, bê tông xi măng:
P=1742 | X=0096.770-0113.410 | Y=0289.740-0299.060 | 208
P=1742 | X=0442.250-0458.890 | Y=0289.740-0299.060 | 150
P=1742 | X=0505.390-0522.030 | Y=0289.740-0299.060 | 110
P=1742 | X=0120.530-0351.610 | Y=0293.620-0304.860 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1742 | X=0120.530-0361.640 | Y=0311.140-0322.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1742 | X=0120.530-0154.050 | Y=0322.660-0333.900 | ≤500m.
P=1742 | X=0120.530-0394.040 | Y=0340.420-0351.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1742 | X=0120.530-0395.020 | Y=0351.700-0362.940 | ra Đường Phú Lâm - Thanh Sơn đoạn từ Suối Cầu Trắng đến
P=1742 | X=0120.530-0378.280 | Y=0363.220-0374.460 | Hồ Đa Tôn có hiện trạng là đường nhựa, bê tông xi măng:
P=1742 | X=0096.770-0352.080 | Y=0380.760-0395.080 | 209 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1742 | X=0442.250-0458.890 | Y=0385.760-0395.080 | 110
P=1742 | X=0511.150-0522.270 | Y=0385.760-0395.080 | 90
P=1742 | X=0120.530-0373.840 | Y=0398.280-0409.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1742 | X=0120.530-0215.500 | Y=0409.800-0421.040 | >500m đến ≤1.000m.
P=1742 | X=0120.530-0343.700 | Y=0427.320-0438.560 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1742 | X=0120.530-0394.040 | Y=0445.080-0456.320 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1742 | X=0120.530-0395.020 | Y=0456.620-0467.860 | ra Đường Phú Lâm - Thanh Sơn đoạn từ Suối Cầu Trắng đến
P=1742 | X=0120.530-0378.280 | Y=0468.140-0479.380 | Hồ Đa Tôn có hiện trạng là đường nhựa, bê tông xi măng:
P=1742 | X=0096.770-0113.410 | Y=0481.780-0491.100 | 210
P=1742 | X=0448.010-0459.130 | Y=0481.780-0491.100 | 60
P=1742 | X=0511.150-0522.270 | Y=0481.780-0491.100 | 55
P=1742 | X=0120.530-0361.640 | Y=0485.660-0496.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1742 | X=0120.530-0162.670 | Y=0499.060-0508.380 | >1.000m.
P=1742 | X=0120.530-0344.170 | Y=0514.460-0525.700 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1742 | X=0120.530-0175.800 | Y=0532.220-0543.460 | Đường Bình
P=1742 | X=0297.240-0393.100 | Y=0532.220-0543.460 | Hết ngã tư đi Giáo họ
P=1742 | X=0096.770-0113.410 | Y=0539.890-0549.210 | 211
P=1742 | X=0204.550-0253.140 | Y=0539.890-0549.210 | Quốc lộ 20
P=1742 | X=0442.250-0458.890 | Y=0539.890-0549.210 | 270
P=1742 | X=0505.390-0522.030 | Y=0539.890-0549.210 | 220
P=1742 | X=0120.530-0155.160 | Y=0545.650-0554.970 | Trung 2
P=1742 | X=0297.240-0333.710 | Y=0545.650-0554.970 | Gioan B
P=1742 | X=0120.530-0392.370 | Y=0561.530-0572.770 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bình
P=1742 | X=0120.530-0391.170 | Y=0573.050-0584.290 | Trung 2 đoạn từ Quốc lộ 20 đến Hết ngã tư đi Giáo họ Gioan
P=1742 | X=0120.530-0336.970 | Y=0584.570-0595.810 | B có hiện trạng là đường nhựa, bê tông xi măng:
P=1742 | X=0096.770-0113.410 | Y=0598.210-0607.530 | 212
P=1742 | X=0442.250-0458.890 | Y=0598.210-0607.530 | 130
P=1742 | X=0505.390-0522.030 | Y=0598.210-0607.530 | 100
P=1742 | X=0120.530-0351.610 | Y=0602.090-0613.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1742 | X=0120.530-0361.640 | Y=0619.630-0630.870 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1742 | X=0120.530-0154.050 | Y=0631.150-0642.390 | ≤500m.
P=1742 | X=0120.530-0392.370 | Y=0648.910-0660.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bình
P=1742 | X=0120.530-0391.170 | Y=0660.430-0671.670 | Trung 2 đoạn từ Quốc lộ 20 đến Hết ngã tư đi Giáo họ Gioan
P=1742 | X=0120.530-0336.970 | Y=0671.950-0683.190 | B có hiện trạng là đường nhựa, bê tông xi măng:
P=1742 | X=0096.770-0113.410 | Y=0679.830-0689.150 | 213
P=1742 | X=0448.010-0459.130 | Y=0679.830-0689.150 | 90
P=1742 | X=0511.150-0522.270 | Y=0679.830-0689.150 | 80
P=1742 | X=0120.530-0352.080 | Y=0689.470-0700.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1742 | X=0120.530-0373.840 | Y=0706.770-0718.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1743 | X=0120.530-0215.500 | Y=0072.500-0083.740 | >500m đến ≤1.000m.
P=1743 | X=0120.530-0343.700 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1743 | X=0120.530-0392.370 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bình
P=1743 | X=0120.530-0391.170 | Y=0119.330-0130.570 | Trung 2 đoạn từ Quốc lộ 20 đến Hết ngã tư đi Giáo họ Gioan
P=1743 | X=0120.530-0336.970 | Y=0130.850-0142.090 | B có hiện trạng là đường nhựa, bê tông xi măng:
P=1743 | X=0096.770-0113.410 | Y=0144.490-0153.810 | 214
P=1743 | X=0448.010-0459.130 | Y=0144.490-0153.810 | 55
P=1743 | X=0511.150-0522.270 | Y=0144.490-0153.810 | 50
