TABLE=010 | AREA=Phường Tam Phước | SECTION=agricultural | SEGMENTS=1
P=0377 | X=0115.970-0401.020 | Y=0575.930-0587.170 | Đường Hoàng Minh Châu đoạn từ Đầu đường Trần Quang Khải
P=0377 | X=0115.970-0415.660 | Y=0587.450-0598.690 | đến Đường Hoàng Tam Kỳ có hiện trạng là đường nhựa, bê tông xi
P=0377 | X=0094.340-0143.970 | Y=0598.970-0610.410 | 306 măng:
P=0377 | X=0460.730-0477.370 | Y=0601.090-0610.410 | 630
P=0377 | X=0505.390-0522.030 | Y=0601.090-0610.410 | 580
P=0377 | X=0115.970-0338.880 | Y=0616.270-0627.510 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0377 | X=0115.970-0393.160 | Y=0633.790-0645.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0377 | X=0115.970-0401.230 | Y=0651.790-0663.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0377 | X=0115.970-0401.020 | Y=0663.310-0674.550 | Đường Hoàng Minh Châu đoạn từ Đầu đường Trần Quang Khải
P=0377 | X=0094.340-0415.660 | Y=0674.830-0689.150 | 307 đến Đường Hoàng Tam Kỳ có hiện trạng là đường nhựa, bê tông xi
P=0377 | X=0460.730-0477.370 | Y=0679.830-0689.150 | 480
P=0377 | X=0505.390-0522.030 | Y=0679.830-0689.150 | 440
P=0377 | X=0115.970-0143.970 | Y=0686.350-0697.590 | măng:
P=0377 | X=0115.970-0339.140 | Y=0703.890-0715.130 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0378 | X=0115.970-0402.860 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0378 | X=0115.970-0168.930 | Y=0090.260-0101.500 | đến ≤600m.
P=0378 | X=0115.970-0339.140 | Y=0107.780-0119.020 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0378 | X=0115.970-0401.230 | Y=0125.810-0137.050 | Các tuyến đường giao thông khống đấu nối trực tiếp và thông ra
P=0378 | X=0115.970-0401.020 | Y=0137.330-0148.570 | Đường Hoàng Minh Châu đoạn từ Đầu đường Trần Quang Khải
P=0378 | X=0115.970-0415.660 | Y=0148.850-0160.090 | đến Đường Hoàng Tam Kỳ có hiện trạng là đường nhựa, bê tông xi
P=0378 | X=0094.340-0143.970 | Y=0160.370-0171.810 | 308 măng:
P=0378 | X=0460.730-0477.370 | Y=0162.490-0171.810 | 320
P=0378 | X=0505.390-0522.030 | Y=0162.490-0171.810 | 270
P=0378 | X=0115.970-0393.400 | Y=0177.650-0188.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0378 | X=0115.970-0342.260 | Y=0195.170-0206.410 | - Có bể rông <3m, cách đường giao thông > 200m.
P=0378 | X=0115.970-0268.990 | Y=0213.190-0224.430 | Đường Hoàng Tam Đường Hoàng
P=0378 | X=0282.580-0388.460 | Y=0218.950-0230.190 | Giáp ranh xã An Phước
P=0378 | X=0094.340-0110.980 | Y=0220.830-0230.150 | 309
P=0378 | X=0460.730-0477.370 | Y=0220.830-0230.150 | 800
P=0378 | X=0505.390-0522.030 | Y=0220.830-0230.150 | 710
P=0378 | X=0115.970-0127.730 | Y=0226.590-0235.910 | Kỳ
P=0378 | X=0205.030-0253.590 | Y=0226.590-0235.910 | Minh Châu
P=0378 | X=0115.970-0419.150 | Y=0242.710-0253.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng Tam
P=0378 | X=0115.970-0410.780 | Y=0254.230-0265.470 | Kỳ đoạn từ Đường Hoàng Minh Châu đến Giáp ranh xã An Phước
P=0378 | X=0115.970-0322.820 | Y=0265.750-0276.990 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0378 | X=0094.340-0110.980 | Y=0273.630-0282.950 | 310
P=0378 | X=0460.730-0477.370 | Y=0273.630-0282.950 | 630
P=0378 | X=0505.390-0522.030 | Y=0273.630-0282.950 | 580
P=0378 | X=0115.970-0338.880 | Y=0283.300-0294.540 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0378 | X=0115.970-0393.160 | Y=0300.820-0312.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0378 | X=0115.970-0419.150 | Y=0318.820-0330.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng Tam
P=0378 | X=0115.970-0410.780 | Y=0330.340-0341.580 | Kỳ đoạn từ Đường Hoàng Minh Châu đến Giáp ranh xã An Phước
P=0378 | X=0115.970-0322.820 | Y=0341.860-0353.100 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0378 | X=0094.340-0339.140 | Y=0359.380-0373.460 | 311 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0378 | X=0460.730-0477.370 | Y=0364.140-0373.460 | 480
P=0378 | X=0505.390-0522.030 | Y=0364.140-0373.460 | 440
P=0378 | X=0115.970-0402.860 | Y=0376.920-0388.160 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0378 | X=0115.970-0168.930 | Y=0388.200-0399.440 | đến ≤600m.
P=0378 | X=0115.970-0339.140 | Y=0405.720-0416.960 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0378 | X=0115.970-0419.150 | Y=0423.720-0434.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hoàng Tam
P=0378 | X=0115.970-0410.780 | Y=0435.240-0446.480 | Kỳ đoạn từ Đường Hoàng Minh Châu đến Giáp ranh xã An Phước
P=0378 | X=0115.970-0322.820 | Y=0446.760-0458.000 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0378 | X=0094.340-0110.980 | Y=0454.660-0463.980 | 312
P=0378 | X=0460.730-0477.370 | Y=0454.660-0463.980 | 320
P=0378 | X=0505.390-0522.030 | Y=0454.660-0463.980 | 270
P=0378 | X=0115.970-0393.420 | Y=0464.300-0475.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0378 | X=0115.970-0339.610 | Y=0481.820-0493.060 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0378 | X=0115.970-0401.230 | Y=0499.820-0511.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0378 | X=0115.970-0415.890 | Y=0511.340-0522.580 | Đường Hoàng Tam Kỳ đoạn từ Đường Hoàng Minh Châu đến Giáp
P=0378 | X=0115.970-0407.310 | Y=0522.860-0534.100 | ranh xã An Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0378 | X=0094.340-0110.980 | Y=0530.740-0540.060 | 313
P=0378 | X=0460.730-0477.370 | Y=0530.740-0540.060 | 630
P=0378 | X=0505.390-0522.030 | Y=0530.740-0540.060 | 580
P=0378 | X=0115.970-0338.880 | Y=0540.410-0551.650 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0378 | X=0115.970-0393.160 | Y=0557.930-0569.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0378 | X=0115.970-0401.230 | Y=0575.930-0587.170 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0378 | X=0115.970-0413.490 | Y=0587.450-0598.690 | Đường Hoàng Tam Kỳ đoạn từ Đường Hoàng Minh châu đến Giáp
P=0378 | X=0115.970-0407.310 | Y=0598.970-0610.210 | ranh xã An Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0378 | X=0094.340-0339.140 | Y=0616.270-0630.590 | 314 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0378 | X=0460.730-0477.370 | Y=0621.270-0630.590 | 480
P=0378 | X=0505.390-0522.030 | Y=0621.270-0630.590 | 440
P=0378 | X=0115.970-0402.860 | Y=0633.790-0645.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0378 | X=0115.970-0168.930 | Y=0645.310-0656.550 | đến ≤600m.
P=0378 | X=0115.970-0339.140 | Y=0662.830-0674.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0378 | X=0115.970-0401.230 | Y=0680.830-0692.070 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0378 | X=0094.340-0415.890 | Y=0692.350-0703.590 | 315 Đường Hoàng Tam Kỳ đoạn từ Đường Hoàng Minh Châu đến Giáp
P=0378 | X=0460.730-0477.370 | Y=0694.230-0703.550 | 320
P=0378 | X=0505.390-0522.030 | Y=0694.230-0703.550 | 270
P=0378 | X=0115.970-0407.330 | Y=0703.890-0715.130 | ranh xã An Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0379 | X=0115.970-0393.400 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0379 | X=0115.970-0342.260 | Y=0096.260-0107.500 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0379 | X=0115.970-0274.020 | Y=0114.290-0125.530 | Đường Trần Quang Đường Nguyễn
P=0379 | X=0278.500-0384.380 | Y=0120.050-0131.290 | Giáp ranh xã An Phước
P=0379 | X=0094.340-0110.980 | Y=0121.930-0131.250 | 316
P=0379 | X=0460.730-0477.370 | Y=0121.930-0131.250 | 800
P=0379 | X=0505.390-0522.030 | Y=0121.930-0131.250 | 710
P=0379 | X=0205.030-0239.640 | Y=0125.810-0137.050 | Văn Cừ
P=0379 | X=0115.970-0135.970 | Y=0127.690-0137.010 | Khải
P=0379 | X=0115.970-0387.830 | Y=0143.810-0155.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần
P=0379 | X=0115.970-0409.650 | Y=0155.330-0166.570 | Quang Khải đoạn từ Đường Nguyễn Văn Cừ đến Giáp ranh xã An
P=0379 | X=0115.970-0356.170 | Y=0166.850-0178.090 | Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0379 | X=0094.340-0110.980 | Y=0174.730-0184.050 | 317
P=0379 | X=0460.730-0477.370 | Y=0174.730-0184.050 | 630
P=0379 | X=0505.390-0522.030 | Y=0174.730-0184.050 | 580
P=0379 | X=0115.970-0338.880 | Y=0184.370-0195.610 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0379 | X=0115.970-0393.160 | Y=0201.670-0212.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0379 | X=0115.970-0387.830 | Y=0219.670-0230.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần
P=0379 | X=0115.970-0409.670 | Y=0231.190-0242.430 | Quang Khải đoạn từ Đường Nguyễn Văn Cừ đến Giáp ranh xã An
P=0379 | X=0115.970-0356.170 | Y=0242.710-0253.950 | Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0379 | X=0094.340-0339.140 | Y=0260.230-0274.550 | 318 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0379 | X=0460.730-0477.370 | Y=0265.230-0274.550 | 480
P=0379 | X=0505.390-0522.030 | Y=0265.230-0274.550 | 440
P=0379 | X=0115.970-0402.870 | Y=0277.750-0288.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0379 | X=0115.970-0168.930 | Y=0289.300-0300.540 | đến ≤600m.
P=0379 | X=0115.970-0339.140 | Y=0306.820-0318.060 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0379 | X=0115.970-0387.830 | Y=0324.820-0336.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần
P=0379 | X=0115.970-0409.650 | Y=0336.340-0347.580 | Quang Khải đoạn từ Đường Nguyễn Văn Cừ đến Giáp ranh xã An
P=0379 | X=0115.970-0356.170 | Y=0347.860-0359.100 | Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0379 | X=0094.340-0110.980 | Y=0355.740-0365.060 | 319
P=0379 | X=0460.730-0477.370 | Y=0355.740-0365.060 | 320
P=0379 | X=0505.390-0522.030 | Y=0355.740-0365.060 | 270
P=0379 | X=0115.970-0393.400 | Y=0365.400-0376.640 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0379 | X=0115.970-0339.610 | Y=0382.920-0394.160 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0379 | X=0115.970-0401.230 | Y=0400.920-0412.160 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0379 | X=0115.970-0416.140 | Y=0412.200-0423.440 | Đường Trần Quang Khải đoạn từ Đường Nguyễn Văn Cừ đến Giáp
P=0379 | X=0115.970-0407.310 | Y=0423.720-0434.960 | ranh xã An Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0379 | X=0094.340-0110.980 | Y=0431.600-0440.920 | 320
P=0379 | X=0460.730-0477.370 | Y=0431.600-0440.920 | 630
P=0379 | X=0505.390-0522.030 | Y=0431.600-0440.920 | 580
P=0379 | X=0115.970-0338.880 | Y=0441.240-0452.480 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0379 | X=0115.970-0393.160 | Y=0458.780-0470.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0379 | X=0115.970-0401.230 | Y=0476.780-0488.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0379 | X=0115.970-0416.140 | Y=0488.300-0499.540 | Đường Trần Quang Khải đoạn từ Đường Nguyễn Văn Cừ đến Giáp
P=0379 | X=0115.970-0407.310 | Y=0499.820-0511.060 | ranh xã An Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0379 | X=0094.340-0338.880 | Y=0517.340-0531.420 | 321 - Có bề rộng ≥5m, cách đường giao thông ≥600m.
P=0379 | X=0460.730-0477.370 | Y=0522.100-0531.420 | 480
P=0379 | X=0505.390-0522.030 | Y=0522.100-0531.420 | 440
P=0379 | X=0115.970-0402.860 | Y=0534.890-0546.130 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0379 | X=0115.970-0168.930 | Y=0546.410-0557.650 | đến ≤600m.
P=0379 | X=0115.970-0339.140 | Y=0563.930-0575.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0379 | X=0115.970-0401.260 | Y=0581.930-0593.170 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0379 | X=0115.970-0416.140 | Y=0593.450-0604.690 | Đường Trần Quang Khải đoạn từ Đường Nguyễn Văn Cừ đến Giáp
P=0379 | X=0115.970-0407.310 | Y=0604.970-0616.210 | ranh xã An Phước có hiện trạng là đường nhựa, bê tông xi măng:
P=0379 | X=0094.340-0110.980 | Y=0612.850-0622.170 | 322
P=0379 | X=0460.730-0477.370 | Y=0612.850-0622.170 | 320
P=0379 | X=0505.390-0522.030 | Y=0612.850-0622.170 | 270
P=0379 | X=0115.970-0393.400 | Y=0622.270-0633.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0379 | X=0115.970-0342.260 | Y=0639.790-0651.030 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0379 | X=0115.970-0184.950 | Y=0657.790-0669.030 | Đường Nguyễn
P=0379 | X=0198.070-0250.960 | Y=0657.790-0669.030 | Đường Chu
P=0379 | X=0271.300-0334.040 | Y=0663.550-0674.790 | Đường Lê Lợi
P=0379 | X=0094.340-0110.980 | Y=0665.430-0674.750 | 323
P=0379 | X=0460.730-0477.370 | Y=0665.430-0674.750 | 800
P=0379 | X=0505.390-0522.030 | Y=0665.430-0674.750 | 710
P=0379 | X=0198.070-0231.030 | Y=0669.310-0680.550 | Văn An
P=0379 | X=0115.970-0148.370 | Y=0671.190-0680.510 | Văn Ký
P=0379 | X=0115.970-0401.510 | Y=0687.310-0698.550 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0379 | X=0094.340-0110.980 | Y=0694.950-0704.270 | 324
P=0379 | X=0460.730-0477.370 | Y=0694.950-0704.270 | 630
P=0379 | X=0505.390-0522.030 | Y=0694.950-0704.270 | 580
P=0379 | X=0115.970-0396.950 | Y=0698.830-0710.070 | Văn Ký đoạn từ Đường Chu Văn An đến Đường Lê Lợi có hiện
P=0380 | X=0115.970-0287.760 | Y=0072.740-0083.980 | trạng là đường nhựa, bê tông xi măng:
P=0380 | X=0115.970-0338.880 | Y=0090.260-0101.500 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0380 | X=0115.970-0393.160 | Y=0107.780-0119.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0380 | X=0115.970-0401.510 | Y=0125.810-0137.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0380 | X=0115.970-0396.950 | Y=0137.330-0148.570 | Văn Ký đoạn từ Đường Chu Văn An đến Đường Lê Lợi có hiện
P=0380 | X=0115.970-0287.750 | Y=0148.850-0160.090 | trạng là đường nhựa, bê tông xi măng:
P=0380 | X=0094.340-0339.140 | Y=0166.370-0180.450 | 325 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0380 | X=0460.730-0477.370 | Y=0171.130-0180.450 | 480
P=0380 | X=0505.390-0522.030 | Y=0171.130-0180.450 | 440
P=0380 | X=0115.970-0402.860 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0380 | X=0115.970-0168.930 | Y=0195.170-0206.410 | đến ≤600m.
P=0380 | X=0115.970-0339.140 | Y=0212.710-0223.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0380 | X=0115.970-0401.510 | Y=0230.710-0241.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0380 | X=0115.970-0396.950 | Y=0242.230-0253.470 | Văn Ký đoạn từ Đường Chu Văn An đến Đường Lê Lợi có hiện
P=0380 | X=0115.970-0287.750 | Y=0253.750-0264.990 | trạng là đường nhựa, bê tông xi măng:
P=0380 | X=0094.340-0110.980 | Y=0261.630-0270.950 | 326
P=0380 | X=0460.730-0477.370 | Y=0261.630-0270.950 | 320
P=0380 | X=0505.390-0522.030 | Y=0261.630-0270.950 | 270
P=0380 | X=0115.970-0393.400 | Y=0271.270-0282.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0380 | X=0115.970-0339.610 | Y=0288.820-0300.060 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0380 | X=0115.970-0401.230 | Y=0306.820-0318.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0380 | X=0115.970-0416.150 | Y=0318.340-0329.580 | Đường Nguyễn Văn Ký đoạn từ Đường Chu Văn An đến Đường Lê
P=0380 | X=0115.970-0340.090 | Y=0329.860-0341.100 | Lợi có hiện trạng là đường nhựa, bê tông xi măng:
P=0380 | X=0094.340-0110.980 | Y=0337.740-0347.060 | 327
P=0380 | X=0460.730-0477.370 | Y=0337.740-0347.060 | 630
P=0380 | X=0505.390-0522.030 | Y=0337.740-0347.060 | 580
P=0380 | X=0115.970-0338.880 | Y=0347.380-0358.620 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0380 | X=0115.970-0393.160 | Y=0364.900-0376.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0380 | X=0115.970-0401.230 | Y=0382.920-0394.160 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0380 | X=0115.970-0416.150 | Y=0394.200-0405.440 | Đường Nguyễn Văn Ký đoạn từ Đường Chu Văn An đến Đường Lê
P=0380 | X=0115.970-0340.090 | Y=0405.720-0416.960 | Lợi có hiện trạng là đường nhựa, bê tông xi măng:
P=0380 | X=0094.340-0339.140 | Y=0423.240-0437.560 | 328 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0380 | X=0460.730-0477.370 | Y=0428.240-0437.560 | 480
P=0380 | X=0505.390-0522.030 | Y=0428.240-0437.560 | 440
P=0380 | X=0115.970-0402.860 | Y=0440.760-0452.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0380 | X=0115.970-0168.930 | Y=0452.300-0463.540 | đến ≤600m.
P=0380 | X=0115.970-0339.140 | Y=0469.820-0481.060 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0380 | X=0115.970-0401.230 | Y=0487.820-0499.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0380 | X=0115.970-0416.150 | Y=0499.340-0510.580 | Đường Nguyễn Văn Ký đoạn từ Đường Chu Văn An đến Đường Lê
P=0380 | X=0115.970-0340.100 | Y=0510.860-0522.100 | Lợi có hiện trạng là đường nhựa, bê tông xi măng:
P=0380 | X=0094.340-0110.980 | Y=0518.740-0528.060 | 329
P=0380 | X=0460.730-0477.370 | Y=0518.740-0528.060 | 320
P=0380 | X=0505.390-0522.030 | Y=0518.740-0528.060 | 270
P=0380 | X=0115.970-0393.400 | Y=0528.380-0539.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0380 | X=0115.970-0342.260 | Y=0545.930-0557.170 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0380 | X=0115.970-0276.180 | Y=0563.930-0575.170 | Đường Nguyễn Đường Huỳnh Văn
P=0380 | X=0094.340-0110.980 | Y=0571.570-0580.890 | 330
P=0380 | X=0278.500-0321.570 | Y=0571.570-0580.890 | Hết tuyến
P=0380 | X=0460.730-0477.370 | Y=0571.570-0580.890 | 800
P=0380 | X=0505.390-0522.030 | Y=0571.570-0580.890 | 710
P=0380 | X=0192.070-0208.150 | Y=0575.450-0586.690 | Lũy
P=0380 | X=0115.970-0166.150 | Y=0577.330-0586.650 | Trung Trực
P=0380 | X=0115.970-0401.500 | Y=0593.450-0604.690 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0380 | X=0115.970-0409.180 | Y=0604.970-0616.210 | Trung Trực đoạn từ Đường Huỳnh Văn Lũy đến Hết tuyến có hiện
P=0380 | X=0115.970-0287.750 | Y=0616.270-0627.510 | trạng là đường nhựa, bê tông xi măng:
P=0380 | X=0094.340-0110.980 | Y=0624.150-0633.470 | 331
P=0380 | X=0460.730-0477.370 | Y=0624.150-0633.470 | 630
P=0380 | X=0505.390-0522.030 | Y=0624.150-0633.470 | 580
P=0380 | X=0115.970-0338.880 | Y=0633.790-0645.030 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0380 | X=0115.970-0393.160 | Y=0651.310-0662.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0380 | X=0115.970-0401.510 | Y=0669.310-0680.550 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0380 | X=0094.340-0409.180 | Y=0680.830-0692.070 | 332 Trung Trực đoạn từ Đường Huỳnh Văn Lũy đến Hết tuyến có hiện
P=0380 | X=0460.730-0477.370 | Y=0682.710-0692.030 | 480
P=0380 | X=0505.390-0522.030 | Y=0682.710-0692.030 | 440
P=0380 | X=0115.970-0287.750 | Y=0692.350-0703.590 | trạng là đường nhựa, bê tông xi măng:
P=0381 | X=0115.970-0339.140 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0381 | X=0115.970-0402.860 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0381 | X=0115.970-0168.930 | Y=0107.780-0119.020 | đến ≤600m.
P=0381 | X=0115.970-0339.140 | Y=0125.330-0136.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0381 | X=0115.970-0401.510 | Y=0143.330-0154.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0381 | X=0115.970-0409.180 | Y=0154.850-0166.090 | Trung Trực đoạn từ Đường Huỳnh Văn Lũy đến Hết tuyến có hiện
P=0381 | X=0115.970-0287.750 | Y=0166.370-0177.610 | trạng là đường nhựa, bê tông xi măng:
P=0381 | X=0094.340-0110.980 | Y=0174.250-0183.570 | 333
P=0381 | X=0460.730-0477.370 | Y=0174.250-0183.570 | 320
P=0381 | X=0505.390-0522.030 | Y=0174.250-0183.570 | 270
P=0381 | X=0115.970-0393.410 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0381 | X=0115.970-0339.610 | Y=0201.190-0212.430 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0381 | X=0115.970-0401.230 | Y=0219.190-0230.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0381 | X=0115.970-0418.390 | Y=0230.710-0241.950 | Đường Nguyễn Trung Trực đoạn từ Đường Huỳnh Văn Lũy đến Hết
P=0381 | X=0115.970-0350.170 | Y=0242.230-0253.470 | tuyến có hiện trạng là đường nhựa, bê tông xi măng:
P=0381 | X=0094.340-0110.980 | Y=0250.110-0259.430 | 334
P=0381 | X=0460.730-0477.370 | Y=0250.110-0259.430 | 630
P=0381 | X=0505.390-0522.030 | Y=0250.110-0259.430 | 580
P=0381 | X=0115.970-0338.880 | Y=0259.750-0270.990 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0381 | X=0115.970-0393.160 | Y=0277.270-0288.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0381 | X=0115.970-0401.230 | Y=0295.300-0306.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0381 | X=0115.970-0418.390 | Y=0306.820-0318.060 | Đường Nguyễn Trung Trực đoạn từ Đường Huỳnh Văn Lũy đến Hết
P=0381 | X=0115.970-0350.170 | Y=0318.340-0329.580 | tuyến có hiện trạng là đường nhựa, bê tông xi măng:
P=0381 | X=0094.340-0339.140 | Y=0335.860-0349.940 | 335 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0381 | X=0460.730-0477.370 | Y=0340.620-0349.940 | 480
P=0381 | X=0505.390-0522.030 | Y=0340.620-0349.940 | 440
P=0381 | X=0115.970-0402.860 | Y=0353.380-0364.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0381 | X=0115.970-0168.930 | Y=0364.900-0376.140 | đến ≤600m.
P=0381 | X=0115.970-0339.140 | Y=0382.200-0393.440 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0381 | X=0115.970-0401.230 | Y=0400.200-0411.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0381 | X=0115.970-0418.390 | Y=0411.720-0422.960 | Đường Nguyễn Trung Trực đoạn từ Đường Huỳnh Văn Lũy đến Hết
P=0381 | X=0115.970-0350.170 | Y=0423.240-0434.480 | tuyến có hiện trạng là đường nhựa, bê tông xi măng:
P=0381 | X=0094.340-0110.980 | Y=0431.120-0440.440 | 336
P=0381 | X=0460.730-0477.370 | Y=0431.120-0440.440 | 320
P=0381 | X=0505.390-0522.030 | Y=0431.120-0440.440 | 270
P=0381 | X=0115.970-0393.400 | Y=0440.760-0452.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0381 | X=0115.970-0342.260 | Y=0458.300-0469.540 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0381 | X=0115.970-0252.900 | Y=0476.300-0487.540 | Đường Lê Đại Đường Nguyễn
P=0381 | X=0272.260-0339.810 | Y=0482.060-0493.300 | Suối Bến Năng
P=0381 | X=0094.340-0110.980 | Y=0483.940-0493.260 | 337
P=0381 | X=0460.730-0477.370 | Y=0483.940-0493.260 | 800
P=0381 | X=0505.390-0522.030 | Y=0483.940-0493.260 | 710
P=0381 | X=0183.910-0218.490 | Y=0487.820-0499.060 | Văn Cừ
P=0381 | X=0115.970-0139.830 | Y=0489.700-0499.020 | Hành
P=0381 | X=0115.970-0395.980 | Y=0505.820-0517.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Đại
