TABLE=007 | AREA=Phường Long Hưng | SECTION=agricultural | SEGMENTS=1
P=0248 | X=0117.170-0340.810 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0248 | X=0117.170-0402.460 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0248 | X=0117.170-0406.300 | Y=0108.260-0119.500 | Đường Nguyễn Trung Trực đoạn từ Quốc lộ 51 đến Nhà văn hóa
P=0248 | X=0117.170-0346.330 | Y=0119.810-0131.050 | ấp 4 có hiện trạng là đường nhựa, bê tông xi măng:
P=0248 | X=0097.730-0108.850 | Y=0127.690-0137.010 | 89
P=0248 | X=0452.330-0468.970 | Y=0127.690-0137.010 | 660
P=0248 | X=0505.390-0522.030 | Y=0127.690-0137.010 | 440
P=0248 | X=0117.170-0340.080 | Y=0137.330-0148.570 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0248 | X=0117.170-0394.370 | Y=0154.850-0166.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0248 | X=0117.170-0402.460 | Y=0172.850-0184.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0248 | X=0117.170-0406.280 | Y=0184.370-0195.610 | Đường Nguyễn Trung Trực đoạn từ Quốc lộ 51 đến Nhà văn hóa
P=0248 | X=0117.170-0346.330 | Y=0195.650-0206.890 | ấp 4 có hiện trạng là đường nhựa, bê tông xi măng:
P=0248 | X=0097.730-0340.340 | Y=0213.190-0227.510 | 90 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0248 | X=0452.330-0468.970 | Y=0218.190-0227.510 | 560
P=0248 | X=0505.390-0522.030 | Y=0218.190-0227.510 | 380
P=0248 | X=0117.170-0404.060 | Y=0230.710-0241.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0248 | X=0117.170-0170.130 | Y=0242.230-0253.470 | đến ≤600m.
P=0248 | X=0117.170-0340.340 | Y=0259.750-0270.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0248 | X=0117.170-0402.430 | Y=0277.750-0288.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0248 | X=0117.170-0406.280 | Y=0289.300-0300.540 | Đường Nguyễn Trung Trực đoạn từ Quốc lộ 51 đến Nhà văn hóa
P=0248 | X=0117.170-0346.330 | Y=0300.820-0312.060 | ấp 4 có hiện trạng là đường nhựa, bê tông xi măng:
P=0248 | X=0097.730-0108.850 | Y=0308.700-0318.020 | 91
P=0248 | X=0452.330-0468.970 | Y=0308.700-0318.020 | 460
P=0248 | X=0505.390-0522.030 | Y=0308.700-0318.020 | 310
P=0248 | X=0117.170-0394.600 | Y=0318.340-0329.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0248 | X=0117.170-0343.460 | Y=0335.860-0347.100 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0248 | X=0117.170-0186.150 | Y=0353.860-0365.100 | Đường Nguyễn
P=0248 | X=0301.320-0409.750 | Y=0353.860-0365.100 | Hết ranh thửa đất số 18,
P=0248 | X=0213.430-0292.740 | Y=0359.620-0370.860 | Nhà văn hóa ấp 4
P=0248 | X=0097.730-0108.850 | Y=0361.500-0370.820 | 92
P=0248 | X=0444.170-0469.220 | Y=0361.500-0370.820 | 1.000
P=0248 | X=0505.390-0522.030 | Y=0361.500-0370.820 | 630
P=0248 | X=0301.320-0374.620 | Y=0365.400-0376.640 | tờ BĐĐC số 150
P=0248 | X=0117.170-0167.350 | Y=0367.280-0376.600 | Trung Trực
P=0248 | X=0117.170-0402.710 | Y=0383.400-0394.640 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0248 | X=0117.170-0400.300 | Y=0394.920-0406.160 | Trung Trực đoạn từ Nhà văn hóa ấp 4 đến Hết ranh thửa đất số
P=0248 | X=0117.170-0405.790 | Y=0406.200-0417.440 | 18, tờ BĐĐC số 150 có hiện trạng là mặt đường nhựa, bê tông xi
P=0248 | X=0097.730-0145.170 | Y=0417.720-0429.160 | 93 măng:
P=0248 | X=0452.330-0468.970 | Y=0419.840-0429.160 | 660
P=0248 | X=0505.390-0522.030 | Y=0419.840-0429.160 | 440
P=0248 | X=0117.170-0340.120 | Y=0435.240-0446.480 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0248 | X=0117.170-0394.360 | Y=0452.780-0464.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0248 | X=0117.170-0402.710 | Y=0470.780-0482.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0248 | X=0117.170-0400.300 | Y=0482.300-0493.540 | Trung Trực đoạn từ Nhà văn hóa ấp 4 đến Hết ranh thửa đất số
P=0248 | X=0117.170-0386.110 | Y=0493.820-0505.060 | 18, tờ BĐĐC số 150 có hiện trạng là đường nhựa, bê tông xi
P=0248 | X=0117.170-0145.170 | Y=0505.340-0516.580 | măng:
P=0248 | X=0097.730-0340.340 | Y=0521.860-0534.100 | 94 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0248 | X=0452.330-0468.970 | Y=0521.860-0531.180 | 560
P=0248 | X=0505.390-0522.030 | Y=0521.860-0531.180 | 380
P=0248 | X=0117.170-0404.060 | Y=0540.410-0551.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0248 | X=0117.170-0170.130 | Y=0551.930-0563.170 | đến ≤600m.
P=0248 | X=0117.170-0340.340 | Y=0569.450-0580.690 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0248 | X=0117.170-0402.710 | Y=0587.450-0598.690 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0248 | X=0117.170-0400.300 | Y=0598.970-0610.210 | Trung Trực đoạn từ Nhà văn hóa ấp 4 đến Hết ranh thửa đất số
P=0248 | X=0117.170-0386.110 | Y=0610.250-0621.490 | 18, tờ BĐĐC số 150 có hiện trạng là đường nhựa, bê tông xi
P=0248 | X=0097.730-0145.170 | Y=0621.790-0633.230 | 95 măng:
P=0248 | X=0452.330-0468.970 | Y=0623.910-0633.230 | 460
P=0248 | X=0505.390-0522.030 | Y=0623.910-0633.230 | 310
P=0248 | X=0117.170-0394.600 | Y=0639.310-0650.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0248 | X=0117.170-0340.810 | Y=0656.830-0668.070 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0248 | X=0117.170-0402.460 | Y=0674.830-0686.070 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0248 | X=0097.730-0395.590 | Y=0686.350-0697.590 | 96 Đường Nguyễn Trung Trực đoạn từ Nhà văn hóa ấp 4 đến Hết
P=0248 | X=0452.330-0468.970 | Y=0688.230-0697.550 | 660
P=0248 | X=0505.390-0522.030 | Y=0688.230-0697.550 | 440
P=0248 | X=0117.170-0387.340 | Y=0697.870-0709.110 | ranh thửa đất số 18, tờ BĐĐC số 150 có hiện trạng là đường
P=0249 | X=0117.170-0220.280 | Y=0072.740-0083.980 | nhựa, bê tông xi măng:
P=0249 | X=0117.170-0342.770 | Y=0090.260-0101.500 | - Có bề rộng ≥ 5m, cách đường giao thông ≤600m.
P=0249 | X=0117.170-0394.360 | Y=0107.780-0119.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0249 | X=0117.170-0402.430 | Y=0125.810-0137.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0249 | X=0117.170-0395.590 | Y=0137.330-0148.570 | Đường Nguyễn Trung Trực đoạn từ Nhà văn hóa ấp 4 đến Hết
P=0249 | X=0117.170-0387.340 | Y=0148.850-0160.090 | ranh thửa đất số 18, tờ BĐĐC số 150 có hiện trạng là đường
P=0249 | X=0117.170-0220.310 | Y=0160.370-0171.610 | nhựa, bê tông xi măng:
P=0249 | X=0097.730-0340.340 | Y=0176.890-0188.890 | 97 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0249 | X=0452.330-0468.970 | Y=0176.890-0186.210 | 560
P=0249 | X=0505.390-0522.030 | Y=0176.890-0186.210 | 380
P=0249 | X=0117.170-0404.060 | Y=0195.170-0206.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0249 | X=0117.170-0170.130 | Y=0206.710-0217.950 | đến ≤600m.
P=0249 | X=0117.170-0340.360 | Y=0224.230-0235.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0249 | X=0117.170-0402.430 | Y=0242.230-0253.470 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0249 | X=0117.170-0395.590 | Y=0253.750-0264.990 | Đường Nguyễn Trung Trực đoạn từ Nhà văn hóa ấp 4 đến Hết
P=0249 | X=0117.170-0387.340 | Y=0265.270-0276.510 | ranh thửa đất số 18, tờ BĐĐC số 150 có hiện trạng là đường
P=0249 | X=0097.730-0220.280 | Y=0276.790-0288.230 | 98 nhựa, bê tông xi măng:
P=0249 | X=0452.330-0468.970 | Y=0278.910-0288.230 | 460
P=0249 | X=0505.390-0522.030 | Y=0278.910-0288.230 | 310
P=0249 | X=0117.170-0394.600 | Y=0294.340-0305.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0249 | X=0117.170-0343.460 | Y=0311.860-0323.100 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0249 | X=0097.730-0202.480 | Y=0329.860-0341.100 | 99 Đường Ngô Quyền
P=0249 | X=0213.430-0262.020 | Y=0331.740-0341.060 | Quốc lộ 51
P=0249 | X=0301.320-0355.880 | Y=0331.740-0341.060 | Cầu An Hòa
P=0249 | X=0444.170-0469.220 | Y=0331.740-0341.060 | 1.050
P=0249 | X=0505.390-0522.030 | Y=0331.740-0341.060 | 680
P=0249 | X=0117.170-0386.630 | Y=0347.860-0359.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô
P=0249 | X=0117.170-0402.540 | Y=0359.380-0370.620 | Quyền đoạn từ Quốc lộ 51 đến Cầu An Hòa có hiện trạng là mặt
P=0249 | X=0117.170-0252.940 | Y=0370.920-0382.160 | đường nhựa, bê tông xi măng:
P=0249 | X=0094.820-0111.460 | Y=0378.800-0388.120 | 100
P=0249 | X=0452.330-0468.970 | Y=0378.800-0388.120 | 700
P=0249 | X=0505.390-0522.030 | Y=0378.800-0388.120 | 460
P=0249 | X=0117.170-0340.120 | Y=0388.200-0399.440 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0249 | X=0117.170-0394.380 | Y=0405.720-0416.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0249 | X=0117.170-0386.630 | Y=0423.720-0434.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô
P=0249 | X=0117.170-0383.250 | Y=0435.240-0446.480 | Quyền đoạn từ Quốc lộ 51 đến Cầu An Hòa có hiện trạng là
P=0249 | X=0117.170-0252.940 | Y=0446.760-0458.000 | đường nhựa, bê tông xi măng:
P=0249 | X=0094.820-0340.340 | Y=0464.300-0478.620 | 101 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0249 | X=0452.330-0468.970 | Y=0469.300-0478.620 | 590
P=0249 | X=0505.390-0522.030 | Y=0469.300-0478.620 | 390
P=0249 | X=0117.170-0404.060 | Y=0481.820-0493.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0249 | X=0117.170-0170.130 | Y=0493.340-0504.580 | đến ≤600m.
P=0249 | X=0117.170-0340.340 | Y=0510.860-0522.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0249 | X=0117.170-0386.630 | Y=0528.860-0540.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô
P=0249 | X=0117.170-0383.250 | Y=0540.410-0551.650 | Quyền đoạn từ Quốc lộ 51 đến Cầu An Hòa có hiện trạng là
P=0249 | X=0117.170-0252.940 | Y=0551.930-0563.170 | đường nhựa, bê tông xi măng:
P=0249 | X=0094.820-0111.460 | Y=0559.810-0569.130 | 102
P=0249 | X=0452.330-0468.970 | Y=0559.810-0569.130 | 480
P=0249 | X=0505.390-0522.030 | Y=0559.810-0569.130 | 330
P=0249 | X=0117.170-0394.610 | Y=0569.450-0580.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0249 | X=0117.170-0340.810 | Y=0586.970-0598.210 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0249 | X=0117.170-0402.430 | Y=0604.970-0616.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0249 | X=0117.170-0402.710 | Y=0616.270-0627.510 | Đường Ngô Quyền đoạn từ Quốc lộ 51 đến Cầu An Hòa có hiện
P=0249 | X=0117.170-0288.950 | Y=0627.790-0639.030 | trạng là đường nhựa, bê tông xi măng:
P=0249 | X=0094.820-0111.460 | Y=0635.670-0644.990 | 103
P=0249 | X=0452.330-0468.970 | Y=0635.670-0644.990 | 700
P=0249 | X=0505.390-0522.030 | Y=0635.670-0644.990 | 460
P=0249 | X=0117.170-0340.120 | Y=0645.310-0656.550 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0249 | X=0117.170-0394.360 | Y=0662.830-0674.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0250 | X=0117.170-0402.430 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0250 | X=0117.170-0400.310 | Y=0090.260-0101.500 | Đường Ngô Quyền đoạn từ Quốc lộ 51 đến cầu An Hòa có hiện
P=0250 | X=0117.170-0288.980 | Y=0101.780-0113.020 | trạng là đường nhựa, bê tông xi măng:
P=0250 | X=0094.820-0340.340 | Y=0119.330-0133.410 | 104 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0250 | X=0452.330-0468.970 | Y=0124.090-0133.410 | 590
P=0250 | X=0505.390-0522.030 | Y=0124.090-0133.410 | 390
P=0250 | X=0117.170-0404.060 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0250 | X=0117.170-0170.130 | Y=0148.370-0159.610 | đến ≤600m.
P=0250 | X=0117.170-0340.340 | Y=0165.650-0176.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0250 | X=0117.170-0402.430 | Y=0183.650-0194.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0250 | X=0117.170-0402.710 | Y=0195.170-0206.410 | Đường Ngô Quyền đoạn từ Quốc lộ 51 đến Cầu An Hòa có hiện
P=0250 | X=0117.170-0288.950 | Y=0206.710-0217.950 | trạng là đường nhựa, bê tông xi măng:
P=0250 | X=0094.820-0111.460 | Y=0214.590-0223.910 | 105
P=0250 | X=0452.330-0468.970 | Y=0214.590-0223.910 | 480
P=0250 | X=0505.390-0522.030 | Y=0214.590-0223.910 | 330
P=0250 | X=0117.170-0394.600 | Y=0224.230-0235.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0250 | X=0117.170-0343.460 | Y=0241.750-0252.990 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0250 | X=0117.170-0186.150 | Y=0259.750-0270.990 | Đường Nguyễn
P=0250 | X=0301.320-0386.630 | Y=0265.510-0276.750 | Đường Ngô Quyền
P=0250 | X=0094.820-0111.460 | Y=0267.390-0276.710 | 106
P=0250 | X=0213.430-0262.020 | Y=0267.390-0276.710 | Quốc lộ 51
P=0250 | X=0444.170-0469.220 | Y=0267.390-0276.710 | 1.050
P=0250 | X=0505.390-0522.030 | Y=0267.390-0276.710 | 680
P=0250 | X=0117.170-0170.630 | Y=0273.150-0282.470 | Thiện Thuật
P=0250 | X=0117.170-0402.710 | Y=0289.300-0300.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0250 | X=0117.170-0401.500 | Y=0300.820-0312.060 | Thiện Thuật đoạn từ Quốc lộ 51 đến Đường Ngô Quyền có hiện
P=0250 | X=0117.170-0308.390 | Y=0312.340-0323.580 | trạng là mặt đường nhựa, bê tông xi măng:
P=0250 | X=0094.820-0111.460 | Y=0320.220-0329.540 | 107
P=0250 | X=0452.330-0468.970 | Y=0320.220-0329.540 | 700
P=0250 | X=0505.390-0522.030 | Y=0320.220-0329.540 | 460
P=0250 | X=0117.170-0340.120 | Y=0329.860-0341.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0250 | X=0117.170-0394.360 | Y=0347.380-0358.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0250 | X=0117.170-0402.710 | Y=0365.400-0376.640 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0250 | X=0117.170-0401.500 | Y=0376.920-0388.160 | Thiện Thuật đoạn từ Quốc lộ 51 đến Đường Ngô Quyền có hiện
P=0250 | X=0117.170-0288.950 | Y=0388.200-0399.440 | trạng là đường nhựa, bê tông xi măng:
P=0250 | X=0094.820-0340.340 | Y=0405.720-0420.040 | 108 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0250 | X=0452.330-0468.970 | Y=0410.720-0420.040 | 590
P=0250 | X=0505.390-0522.030 | Y=0410.720-0420.040 | 390
P=0250 | X=0117.170-0404.060 | Y=0423.240-0434.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0250 | X=0117.170-0170.130 | Y=0434.760-0446.000 | đến ≤600m.
P=0250 | X=0117.170-0340.340 | Y=0452.300-0463.540 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0250 | X=0117.170-0402.710 | Y=0470.300-0481.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0250 | X=0117.170-0401.500 | Y=0481.820-0493.060 | Thiện Thuật đoạn từ Quốc lộ 51 đến Đường Ngô Quyền có hiện
P=0250 | X=0117.170-0288.990 | Y=0493.340-0504.580 | trạng là đường nhựa, bê tông xi măng:
P=0250 | X=0094.820-0111.460 | Y=0501.220-0510.540 | 109
P=0250 | X=0452.330-0468.970 | Y=0501.220-0510.540 | 480
P=0250 | X=0505.390-0522.030 | Y=0501.220-0510.540 | 330
P=0250 | X=0117.170-0394.600 | Y=0510.860-0522.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0250 | X=0117.170-0340.810 | Y=0528.380-0539.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0250 | X=0117.170-0402.430 | Y=0546.410-0557.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0250 | X=0117.170-0405.830 | Y=0557.930-0569.170 | Đường Nguyễn Thiện Thuật đoạn từ Quốc lộ 51 đến Đường Ngô
P=0250 | X=0117.170-0356.410 | Y=0569.450-0580.690 | Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=0250 | X=0094.820-0111.460 | Y=0577.330-0586.650 | 110
P=0250 | X=0452.330-0468.970 | Y=0577.330-0586.650 | 700
P=0250 | X=0505.390-0522.030 | Y=0577.330-0586.650 | 460
P=0250 | X=0117.170-0340.340 | Y=0586.970-0598.210 | - Có bề rộng ≥5m, cách đường giao thông <600m.
P=0250 | X=0117.170-0394.360 | Y=0604.250-0615.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0250 | X=0117.170-0402.430 | Y=0622.270-0633.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0250 | X=0117.170-0405.830 | Y=0633.790-0645.030 | Đường Nguyễn Thiện Thuật đoạn từ Quốc lộ 51 đến Đường Ngô
P=0250 | X=0117.170-0356.410 | Y=0645.310-0656.550 | Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=0250 | X=0094.820-0111.460 | Y=0658.950-0668.270 | 111
P=0250 | X=0452.330-0468.970 | Y=0658.950-0668.270 | 590
P=0250 | X=0505.390-0522.030 | Y=0658.950-0668.270 | 390
P=0250 | X=0117.170-0340.340 | Y=0662.830-0674.070 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0250 | X=0117.170-0404.060 | Y=0680.350-0691.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0250 | X=0117.170-0170.130 | Y=0691.870-0703.110 | đến ≤600m.
P=0251 | X=0117.170-0340.340 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0251 | X=0117.170-0402.430 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0251 | X=0117.170-0405.830 | Y=0108.260-0119.500 | Đường Nguyễn Thiện Thuật đoạn từ Quốc lộ 51 đến Đường Ngô
P=0251 | X=0117.170-0356.410 | Y=0119.810-0131.050 | Quyền có hiện trạng là đường nhựa, bê tông xi măng:
P=0251 | X=0094.820-0111.460 | Y=0127.690-0137.010 | 112
P=0251 | X=0452.330-0468.970 | Y=0127.690-0137.010 | 480
P=0251 | X=0505.390-0522.030 | Y=0127.690-0137.010 | 330
P=0251 | X=0117.170-0394.600 | Y=0137.330-0148.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0251 | X=0117.170-0343.460 | Y=0154.850-0166.090 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0251 | X=0117.170-0201.250 | Y=0172.850-0184.090 | Đường Võ Nguyên
P=0251 | X=0301.320-0392.100 | Y=0172.850-0184.090 | Đường Bùi Văn Hòa
P=0251 | X=0094.820-0111.460 | Y=0180.490-0189.810 | 113
P=0251 | X=0213.430-0262.020 | Y=0180.490-0189.810 | Quốc lộ 51
P=0251 | X=0444.170-0469.220 | Y=0180.490-0189.810 | 1.050
P=0251 | X=0505.390-0522.030 | Y=0180.490-0189.810 | 680
P=0251 | X=0117.170-0138.600 | Y=0186.250-0195.570 | Giáp
P=0251 | X=0301.320-0388.920 | Y=0186.250-0195.570 | (Quốc lộ 15 nối dài)
P=0251 | X=0117.170-0380.630 | Y=0202.390-0213.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ
P=0251 | X=0117.170-0406.940 | Y=0213.670-0224.910 | Nguyên Giáp đoạn từ Quốc lộ 51 đến Đường Bùi Văn Hòa (Quốc
P=0251 | X=0117.170-0403.470 | Y=0225.190-0236.430 | lộ 15 nối dài) có hiện trạng là mặt đường nhựa, bê tông xi măng:
P=0251 | X=0094.820-0111.460 | Y=0233.070-0242.390 | 114
P=0251 | X=0452.330-0468.970 | Y=0233.070-0242.390 | 700
P=0251 | X=0505.390-0522.030 | Y=0233.070-0242.390 | 460
P=0251 | X=0117.170-0340.120 | Y=0242.710-0253.950 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0251 | X=0117.170-0394.360 | Y=0260.230-0271.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0251 | X=0117.170-0380.630 | Y=0278.230-0289.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ
P=0251 | X=0117.170-0406.940 | Y=0289.780-0301.020 | Nguyên Giáp đoạn từ Quốc lộ 51 đến Đường Bùi Văn Hòa (Quốc
P=0251 | X=0117.170-0384.280 | Y=0301.300-0312.540 | lộ 15 nối dài) có hiện trạng là đường nhựa, bê tông xi măng:
P=0251 | X=0094.820-0340.370 | Y=0318.820-0332.900 | 115 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0251 | X=0452.330-0468.970 | Y=0323.580-0332.900 | 590
P=0251 | X=0505.390-0522.030 | Y=0323.580-0332.900 | 390
P=0251 | X=0117.170-0404.060 | Y=0336.340-0347.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0251 | X=0117.170-0170.130 | Y=0347.860-0359.100 | đến ≤600m.
P=0251 | X=0117.170-0340.340 | Y=0365.400-0376.640 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0251 | X=0117.170-0380.630 | Y=0383.400-0394.640 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Võ
P=0251 | X=0117.170-0406.940 | Y=0394.920-0406.160 | Nguyên Giáp đoạn từ Quốc lộ 51 đến Đường Bùi Văn Hòa (Quốc
P=0251 | X=0117.170-0384.270 | Y=0406.200-0417.440 | lộ 15 nối dài) có hiện trạng là đường nhựa, bê tông xi măng:
P=0251 | X=0094.820-0111.460 | Y=0414.080-0423.400 | 116
P=0251 | X=0452.330-0468.970 | Y=0414.080-0423.400 | 480
P=0251 | X=0505.390-0522.030 | Y=0414.080-0423.400 | 330
P=0251 | X=0117.170-0394.600 | Y=0423.720-0434.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0251 | X=0117.170-0340.810 | Y=0441.240-0452.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0251 | X=0117.170-0402.430 | Y=0459.260-0470.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0251 | X=0117.170-0405.080 | Y=0470.780-0482.020 | Đường Võ Nguyên Giáp đoạn từ Quốc lộ 51 đến Đường Bùi Văn
P=0251 | X=0117.170-0404.600 | Y=0482.300-0493.540 | Hòa (Quốc lộ 15 nối dài) có hiện trạng là đường nhựa, bê tông xi
P=0251 | X=0094.820-0145.170 | Y=0493.820-0505.260 | 117 măng:
P=0251 | X=0452.330-0468.970 | Y=0495.940-0505.260 | 700
P=0251 | X=0505.390-0522.030 | Y=0495.940-0505.260 | 460
P=0251 | X=0117.170-0340.340 | Y=0511.340-0522.580 | - Có bề rộng ≥5m, cách đường giao thông <600m.
P=0251 | X=0117.170-0394.380 | Y=0528.860-0540.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0251 | X=0117.170-0402.430 | Y=0546.890-0558.130 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0251 | X=0117.170-0405.090 | Y=0558.410-0569.650 | Đường Võ Nguyên Giáp đoạn từ Quốc lộ 51 đến Đường Bùi Văn
P=0251 | X=0117.170-0404.600 | Y=0569.930-0581.170 | Hòa (Quốc lộ 15 nối dài) có hiện trạng là đường nhựa, bê tông xi
P=0251 | X=0117.170-0145.170 | Y=0581.450-0592.690 | măng:
P=0251 | X=0094.820-0340.340 | Y=0597.970-0610.210 | 118 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0251 | X=0452.330-0468.970 | Y=0597.970-0607.290 | 590
P=0251 | X=0505.390-0522.030 | Y=0597.970-0607.290 | 390
P=0251 | X=0117.170-0404.060 | Y=0616.270-0627.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=0251 | X=0117.170-0170.130 | Y=0627.790-0639.030 | đến ≤600m.
P=0251 | X=0117.170-0340.340 | Y=0645.310-0656.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0251 | X=0117.170-0402.430 | Y=0663.310-0674.550 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0251 | X=0117.170-0405.090 | Y=0674.830-0686.070 | Đường Võ Nguyên Giáp đoạn từ Quốc lộ 51 đến Đường Bùi Văn
P=0251 | X=0094.820-0111.460 | Y=0682.470-0691.790 | 119
P=0251 | X=0452.330-0468.970 | Y=0682.470-0691.790 | 480
P=0251 | X=0505.390-0522.030 | Y=0682.470-0691.790 | 330
P=0251 | X=0117.170-0404.600 | Y=0686.350-0697.590 | Hòa (Quốc lộ 15 nối dài) có hiện trạng là đường nhựa, bê tông xi
P=0251 | X=0117.170-0145.170 | Y=0697.870-0709.110 | măng:
P=0252 | X=0117.170-0394.600 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
