TABLE=008 | AREA=Phường Tân Triều | SECTION=agricultural | SEGMENTS=1
P=0291 | X=0445.850-0462.490 | Y=0307.500-0316.820 | 480
P=0291 | X=0505.390-0522.030 | Y=0307.500-0316.820 | 310
P=0291 | X=0117.170-0348.280 | Y=0322.900-0334.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0291 | X=0117.170-0394.380 | Y=0340.420-0351.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0291 | X=0117.170-0397.420 | Y=0357.940-0369.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã
P=0291 | X=0117.170-0396.470 | Y=0369.480-0380.720 | Thạnh Phú - Tân Bình - Bình Lợi cũ đoạn từ Ranh xã Tân Bình
P=0291 | X=0117.170-0389.730 | Y=0381.000-0392.240 | và Bình Lợi (cũ) đến Ranh xã Thạnh Phú và Tân Bình (cũ) có
P=0291 | X=0117.170-0310.810 | Y=0392.520-0403.760 | hiện trạng là đường nhựa, bê tông xi măng:
P=0291 | X=0095.060-0348.720 | Y=0409.280-0421.280 | 276 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0291 | X=0445.850-0462.490 | Y=0409.280-0418.600 | 370
P=0291 | X=0505.390-0522.030 | Y=0409.280-0418.600 | 240
P=0291 | X=0117.170-0370.480 | Y=0427.560-0438.800 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0291 | X=0117.170-0212.140 | Y=0439.080-0450.320 | >500m đến ≤1.000m.
P=0291 | X=0117.170-0340.340 | Y=0456.620-0467.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0291 | X=0117.170-0397.420 | Y=0474.380-0485.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã
P=0291 | X=0117.170-0396.470 | Y=0485.900-0497.140 | Thạnh Phú - Tân Bình - Bình Lợi cũ đoạn từ Ranh xã Tân Bình
P=0291 | X=0117.170-0389.750 | Y=0497.420-0508.660 | và Bình Lợi (cũ) đến Ranh xã Thạnh Phú và Tân Bình (cũ) có
P=0291 | X=0117.170-0310.810 | Y=0508.940-0520.180 | hiện trạng là đường nhựa, bê tông xi măng:
P=0291 | X=0095.060-0111.700 | Y=0516.820-0526.140 | 277
P=0291 | X=0445.850-0462.490 | Y=0516.820-0526.140 | 250
P=0291 | X=0505.390-0522.030 | Y=0516.820-0526.140 | 160
P=0291 | X=0117.170-0366.730 | Y=0526.220-0537.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >
P=0291 | X=0117.170-0153.570 | Y=0539.650-0548.970 | 1.000m.
P=0291 | X=0117.170-0340.810 | Y=0555.290-0566.530 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0291 | X=0117.170-0402.430 | Y=0573.050-0584.290 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0291 | X=0117.170-0379.130 | Y=0584.570-0595.810 | Đường liên xã Thạnh Phú - Tân Bình - Bình Lợi cũ đoạn từ
P=0291 | X=0117.170-0396.440 | Y=0596.090-0607.330 | Ranh xã Tân Bình và Bình Lợi (cũ) đến Ranh xã Thạnh Phú và
P=0291 | X=0095.060-0387.400 | Y=0607.610-0619.050 | 278 Tân Bình (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=0291 | X=0445.850-0462.490 | Y=0609.730-0619.050 | 480
P=0291 | X=0505.390-0522.030 | Y=0609.730-0619.050 | 310
P=0291 | X=0117.170-0348.290 | Y=0625.150-0636.390 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0291 | X=0117.170-0394.380 | Y=0642.670-0653.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0291 | X=0117.170-0402.430 | Y=0660.430-0671.670 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0291 | X=0117.170-0379.130 | Y=0671.950-0683.190 | Đường liên xã Thạnh Phú - Tân Bình - Bình Lợi cũ đoạn từ
P=0291 | X=0095.060-0111.700 | Y=0679.590-0688.910 | 279
P=0291 | X=0445.850-0462.490 | Y=0679.590-0688.910 | 370
P=0291 | X=0505.390-0522.030 | Y=0679.590-0688.910 | 240
P=0291 | X=0117.170-0396.440 | Y=0683.470-0694.710 | Ranh xã Tân Bình và Bình Lợi (cũ) đến Ranh xã Thạnh Phú và
P=0291 | X=0117.170-0387.400 | Y=0694.750-0705.990 | Tân Bình (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=0292 | X=0117.170-0351.400 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông > 1.000m.
P=0292 | X=0117.170-0370.480 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0292 | X=0117.170-0212.140 | Y=0107.540-0118.780 | >500m đến ≤1.000m.
P=0292 | X=0117.170-0340.340 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0292 | X=0117.170-0402.430 | Y=0142.850-0154.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0292 | X=0117.170-0379.130 | Y=0154.370-0165.610 | Đường liên xã Thạnh Phú - Tân Bình - Bình Lợi cũ đoạn từ
P=0292 | X=0117.170-0396.440 | Y=0165.650-0176.890 | Ranh xã Tân Bình và Bình Lợi (cũ) đến Ranh xã Thạnh Phú và
P=0292 | X=0095.060-0387.400 | Y=0177.170-0188.610 | 280 Tân Bình (cũ) có hiện trạng là đường nhựa, bê tông xi măng:
P=0292 | X=0445.850-0462.490 | Y=0179.290-0188.610 | 250
P=0292 | X=0505.390-0522.030 | Y=0179.290-0188.610 | 160
P=0292 | X=0117.170-0402.980 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0292 | X=0117.170-0343.460 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0292 | X=0117.170-0232.470 | Y=0229.990-0241.230 | Đường liên xã Thạnh Phú
P=0292 | X=0321.000-0401.740 | Y=0231.870-0241.190 | Ranh xã Tân Bình
P=0292 | X=0233.140-0283.860 | Y=0235.750-0246.990 | Hương lộ 7
P=0292 | X=0095.060-0111.700 | Y=0237.630-0246.950 | 281
P=0292 | X=0445.850-0462.490 | Y=0237.630-0246.950 | 700
P=0292 | X=0505.390-0522.030 | Y=0237.630-0246.950 | 500
P=0292 | X=0117.170-0224.060 | Y=0241.510-0252.750 | - Tân Bình - Bình Lợi cũ
P=0292 | X=0321.000-0392.300 | Y=0243.390-0252.710 | và Bình Lợi (cũ)
P=0292 | X=0117.170-0397.420 | Y=0259.270-0270.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã
P=0292 | X=0117.170-0385.670 | Y=0270.790-0282.030 | Thạnh Phú - Tân Bình - Bình Lợi cũ đoạn từ Hương lộ 7 đến
P=0292 | X=0117.170-0375.580 | Y=0282.340-0293.580 | Ranh xã Tân Bình và Bình Lợi (cũ) có hiện trạng là đường
P=0292 | X=0095.060-0220.280 | Y=0293.860-0305.300 | 282 nhựa, bê tông xi măng:
P=0292 | X=0445.850-0462.490 | Y=0295.980-0305.300 | 480
P=0292 | X=0505.390-0522.030 | Y=0295.980-0305.300 | 310
P=0292 | X=0117.170-0348.250 | Y=0311.380-0322.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0292 | X=0117.170-0394.380 | Y=0328.900-0340.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0292 | X=0117.170-0397.410 | Y=0346.660-0357.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã
P=0292 | X=0117.170-0385.670 | Y=0357.940-0369.180 | Thạnh Phú - Tân Bình - Bình Lợi cũ đoạn từ Hương lộ 7 đến
P=0292 | X=0117.170-0375.580 | Y=0369.480-0380.720 | Ranh xã Tân Bình và Bình Lợi (cũ) có hiện trạng là đường
P=0292 | X=0117.170-0220.280 | Y=0381.000-0392.240 | nhựa, bê tông xi măng:
P=0292 | X=0095.060-0348.730 | Y=0397.760-0409.760 | 283 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0292 | X=0445.850-0462.490 | Y=0397.760-0407.080 | 370
P=0292 | X=0505.390-0522.030 | Y=0397.760-0407.080 | 240
P=0292 | X=0117.170-0370.480 | Y=0416.040-0427.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0292 | X=0117.170-0212.140 | Y=0427.560-0438.800 | >500m đến ≤1.000m.
P=0292 | X=0117.170-0340.340 | Y=0445.080-0456.320 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0292 | X=0117.170-0397.410 | Y=0462.860-0474.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã
P=0292 | X=0117.170-0385.670 | Y=0474.380-0485.620 | Thạnh Phú - Tân Bình - Bình Lợi cũ đoạn từ Hương lộ 7 đến
P=0292 | X=0117.170-0375.580 | Y=0485.900-0497.140 | Ranh xã Tân Bình và Bình Lợi (cũ) có hiện trạng là đường
P=0292 | X=0095.060-0220.280 | Y=0497.420-0508.860 | 284 nhựa, bê tông xi măng:
P=0292 | X=0445.850-0462.490 | Y=0499.540-0508.860 | 250
P=0292 | X=0505.390-0522.030 | Y=0499.540-0508.860 | 160
P=0292 | X=0117.170-0402.980 | Y=0514.940-0526.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0292 | X=0117.170-0340.820 | Y=0532.220-0543.460 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0292 | X=0117.170-0402.430 | Y=0550.010-0561.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0292 | X=0117.170-0379.130 | Y=0561.530-0572.770 | Đường liên xã Thạnh Phú - Tân Bình - Bình Lợi cũ đoạn từ
P=0292 | X=0117.170-0379.420 | Y=0573.050-0584.290 | Hương lộ 7 đến Ranh xã Tân Bình và Bình Lợi (cũ) có hiện
P=0292 | X=0095.060-0288.950 | Y=0584.570-0596.010 | 285 trạng là đường nhựa, bê tông xi măng:
P=0292 | X=0445.850-0462.490 | Y=0586.690-0596.010 | 480
P=0292 | X=0505.390-0522.030 | Y=0586.690-0596.010 | 310
P=0292 | X=0117.170-0351.130 | Y=0602.090-0613.330 | - Có bề rộng ≥ 5m, cách đường giao thông ≤1.000m.
P=0292 | X=0117.170-0394.380 | Y=0619.630-0630.870 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0292 | X=0117.170-0402.430 | Y=0637.390-0648.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0292 | X=0117.170-0379.130 | Y=0648.910-0660.150 | Đường liên xã Thạnh Phú - Tân Bình - Bình Lợi cũ đoạn từ
P=0292 | X=0117.170-0379.420 | Y=0660.430-0671.670 | Hương lộ 7 đến Ranh xã Tân Bình và Bình Lợi (cũ) có hiện
P=0292 | X=0095.060-0288.990 | Y=0671.950-0683.390 | 286 trạng là đường nhựa, bê tông xi măng:
P=0292 | X=0445.850-0462.490 | Y=0674.070-0683.390 | 370
P=0292 | X=0505.390-0522.030 | Y=0674.070-0683.390 | 240
P=0292 | X=0117.170-0348.720 | Y=0689.470-0700.710 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0292 | X=0117.170-0370.480 | Y=0706.770-0718.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0293 | X=0117.170-0212.140 | Y=0072.500-0083.740 | >500m đến ≤1.000m.
P=0293 | X=0117.170-0340.360 | Y=0090.020-0101.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0293 | X=0117.170-0402.430 | Y=0107.780-0119.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0293 | X=0117.170-0379.130 | Y=0119.330-0130.570 | Đường liên xã Thạnh Phú - Tân Bình - Bình Lợi cũ đoạn từ
P=0293 | X=0117.170-0379.420 | Y=0130.850-0142.090 | Hương lộ 7 đến Ranh xã Tân Bình và Bình Lợi (cũ) có hiện
P=0293 | X=0095.060-0288.950 | Y=0142.370-0153.810 | 287 trạng là đường nhựa, bê tông xi măng:
P=0293 | X=0445.850-0462.490 | Y=0144.490-0153.810 | 250
P=0293 | X=0505.390-0522.030 | Y=0144.490-0153.810 | 160
P=0293 | X=0117.170-0402.990 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0293 | X=0117.170-0343.460 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0293 | X=0095.060-0204.630 | Y=0194.930-0206.170 | 288 Đường Bến Đôi 2-4
P=0293 | X=0233.140-0403.180 | Y=0194.930-0206.170 | Giáp Hương lộ 15 Bờ sông Đồng Nai
P=0293 | X=0445.850-0462.490 | Y=0196.810-0206.130 | 670
P=0293 | X=0505.390-0522.030 | Y=0196.810-0206.130 | 470
P=0293 | X=0117.170-0386.150 | Y=0212.710-0223.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bến
P=0293 | X=0117.170-0385.140 | Y=0224.230-0235.470 | Đôi 2-4 đoạn từ giáp Hương lộ 15 đến Bờ sông Đồng Nai có
P=0293 | X=0117.170-0310.810 | Y=0235.750-0246.990 | hiện trạng là đường nhựa, bê tông xi măng:
P=0293 | X=0095.060-0111.700 | Y=0243.630-0252.950 | 289
P=0293 | X=0445.850-0462.490 | Y=0243.630-0252.950 | 450
P=0293 | X=0505.390-0522.030 | Y=0243.630-0252.950 | 300
P=0293 | X=0117.170-0348.250 | Y=0253.270-0264.510 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0293 | X=0117.170-0394.380 | Y=0270.790-0282.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0293 | X=0117.170-0386.150 | Y=0288.580-0299.820 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bến
P=0293 | X=0117.170-0385.140 | Y=0300.100-0311.340 | Đôi 2-4 đoạn từ giáp Hương lộ 15 đến Bờ sông Đồng Nai có
P=0293 | X=0117.170-0310.810 | Y=0311.620-0322.860 | hiện trạng là đường nhựa, bê tông xi măng:
P=0293 | X=0095.060-0348.720 | Y=0329.140-0343.220 | 290 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0293 | X=0445.850-0462.490 | Y=0333.900-0343.220 | 350
P=0293 | X=0505.390-0522.030 | Y=0333.900-0343.220 | 220
P=0293 | X=0117.170-0370.480 | Y=0346.660-0357.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0293 | X=0117.170-0212.140 | Y=0357.940-0369.180 | >500m đến ≤1.000m.
P=0293 | X=0117.170-0340.340 | Y=0375.480-0386.720 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0293 | X=0117.170-0386.150 | Y=0393.240-0404.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bến
P=0293 | X=0117.170-0385.140 | Y=0404.760-0416.000 | Đôi 2-4 đoạn từ giáp Hương lộ 15 đến Bờ sông Đồng Nai có
P=0293 | X=0117.170-0310.810 | Y=0416.280-0427.520 | hiện trạng là đường nhựa, bê tông xi măng:
P=0293 | X=0095.060-0111.700 | Y=0424.160-0433.480 | 291
P=0293 | X=0445.850-0462.490 | Y=0424.160-0433.480 | 230
P=0293 | X=0505.390-0522.030 | Y=0424.160-0433.480 | 140
P=0293 | X=0117.170-0402.980 | Y=0433.800-0445.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0293 | X=0117.170-0340.810 | Y=0451.340-0462.580 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0293 | X=0117.170-0402.430 | Y=0469.100-0480.340 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0293 | X=0117.170-0384.710 | Y=0480.620-0491.860 | Đường Bến Đôi 2- 4 đoạn từ giáp Hương lộ 15 đến Bờ sông
P=0293 | X=0117.170-0368.400 | Y=0492.140-0503.380 | Đồng Nai có hiện trạng là đường nhựa, bê tông xi măng:
P=0293 | X=0095.060-0111.700 | Y=0500.020-0509.340 | 292
P=0293 | X=0445.850-0462.490 | Y=0500.020-0509.340 | 450
P=0293 | X=0505.390-0522.030 | Y=0500.020-0509.340 | 300
P=0293 | X=0117.170-0348.250 | Y=0509.660-0520.900 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0293 | X=0117.170-0394.380 | Y=0527.180-0538.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0293 | X=0117.170-0402.430 | Y=0544.970-0556.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0293 | X=0117.170-0384.710 | Y=0556.250-0567.490 | Đường Bến Đôi 2- 4 đoạn từ giáp Hương lộ 15 đến Bờ sông
P=0293 | X=0117.170-0368.400 | Y=0567.770-0579.010 | Đồng Nai có hiện trạng là đường nhựa, bê tông xi măng:
P=0293 | X=0095.060-0348.730 | Y=0585.290-0599.610 | 293 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0293 | X=0445.850-0462.490 | Y=0590.290-0599.610 | 350
P=0293 | X=0505.390-0522.030 | Y=0590.290-0599.610 | 220
P=0293 | X=0117.170-0370.480 | Y=0602.810-0614.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0293 | X=0117.170-0212.140 | Y=0614.330-0625.570 | >500m đến ≤1.000m.
P=0293 | X=0117.170-0340.340 | Y=0631.870-0643.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0293 | X=0117.170-0402.430 | Y=0649.630-0660.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0293 | X=0117.170-0384.710 | Y=0661.150-0672.390 | Đường Bến Đôi 2- 4 đoạn từ giáp Hương lộ 15 đến Bờ sông
P=0293 | X=0117.170-0368.400 | Y=0672.670-0683.910 | Đồng Nai có hiện trạng là đường nhựa, bê tông xi măng:
P=0293 | X=0095.060-0111.700 | Y=0680.550-0689.870 | 294
P=0293 | X=0445.850-0462.490 | Y=0680.550-0689.870 | 230
P=0293 | X=0505.390-0522.030 | Y=0680.550-0689.870 | 140
P=0293 | X=0117.170-0402.980 | Y=0690.190-0701.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0293 | X=0117.170-0343.460 | Y=0707.730-0718.970 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0294 | X=0321.000-0402.940 | Y=0080.380-0089.700 | Bên phải: hết ranh
P=0294 | X=0321.000-0393.910 | Y=0090.020-0101.260 | thửa đất số 166,
P=0294 | X=0321.000-0393.670 | Y=0101.540-0112.780 | tờ bản đồ số 62,
P=0294 | X=0321.000-0376.760 | Y=0113.060-0124.300 | phường Tân
P=0294 | X=0095.060-0185.590 | Y=0124.610-0135.850 | 295 Đường Cầu Ốc
P=0294 | X=0233.140-0283.860 | Y=0124.610-0135.850 | Hương lộ 7
P=0294 | X=0321.000-0403.510 | Y=0126.490-0135.810 | Triều; Bên trái: hết
P=0294 | X=0445.850-0462.490 | Y=0126.490-0135.810 | 670
P=0294 | X=0505.390-0522.030 | Y=0126.490-0135.810 | 470
P=0294 | X=0321.000-0394.540 | Y=0136.130-0147.370 | ranh thửa đất số
P=0294 | X=0321.000-0399.340 | Y=0147.410-0158.650 | 147, tờ bản đồ số
P=0294 | X=0321.000-0393.350 | Y=0158.930-0170.170 | 62, phường Tân
P=0294 | X=0321.000-0344.120 | Y=0172.330-0181.650 | Triều
P=0294 | X=0117.170-0402.380 | Y=0188.210-0199.450 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Cầu Ốc
P=0294 | X=0117.170-0396.760 | Y=0199.750-0210.990 | đoạn từ Hương lộ 7 đến Bên phải: hết ranh thửa đất số 166, tờ
P=0294 | X=0117.170-0397.420 | Y=0211.270-0222.510 | bản đồ số 62, phường Tân Triều; Bên trái: hết ranh thửa đất số
P=0294 | X=0117.170-0400.060 | Y=0222.790-0234.030 | 147, tờ bản đồ số 62, phường Tân Triều có hiện trạng là đường
P=0294 | X=0095.060-0111.700 | Y=0230.670-0239.990 | 296
P=0294 | X=0445.850-0462.490 | Y=0230.670-0239.990 | 450
P=0294 | X=0505.390-0522.030 | Y=0230.670-0239.990 | 300
P=0294 | X=0117.170-0220.280 | Y=0234.310-0245.550 | nhựa, bê tông xi măng:
P=0294 | X=0117.170-0348.250 | Y=0251.830-0263.070 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0294 | X=0117.170-0394.380 | Y=0269.350-0280.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0294 | X=0117.170-0402.380 | Y=0287.140-0298.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Cầu Ốc
P=0294 | X=0117.170-0396.760 | Y=0298.660-0309.900 | đoạn từ Hương lộ 7 đến Bên phải: hết ranh thửa đất số 166, tờ
P=0294 | X=0117.170-0397.420 | Y=0309.940-0321.180 | bản đồ số 62, phường Tân Triều; Bên trái: hết ranh thửa đất số
P=0294 | X=0117.170-0400.060 | Y=0321.460-0332.700 | 147, tờ bản đồ số 62, phường Tân Triều có hiện trạng là đường
P=0294 | X=0117.170-0220.320 | Y=0332.980-0344.220 | nhựa, bê tông xi măng:
P=0294 | X=0095.060-0111.700 | Y=0343.980-0353.300 | 297
P=0294 | X=0445.850-0462.490 | Y=0343.980-0353.300 | 350
P=0294 | X=0505.390-0522.030 | Y=0343.980-0353.300 | 220
P=0294 | X=0117.170-0348.720 | Y=0350.500-0361.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0294 | X=0117.170-0370.480 | Y=0368.040-0379.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0294 | X=0117.170-0212.140 | Y=0379.560-0390.800 | >500m đến ≤1.000m.
P=0294 | X=0117.170-0340.370 | Y=0397.080-0408.320 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0294 | X=0117.170-0402.380 | Y=0414.840-0426.080 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Cầu Ốc
P=0294 | X=0117.170-0396.760 | Y=0426.360-0437.600 | đoạn từ Hương lộ 7 đến Bên phải: hết ranh thửa đất số 166, tờ
P=0294 | X=0117.170-0397.420 | Y=0437.880-0449.120 | bản đồ số 62, phường Tân Triều; Bên trái: hết ranh thửa đất số
P=0294 | X=0117.170-0400.060 | Y=0449.420-0460.660 | 147, tờ bản đồ số 62, phường Tân Triều có hiện trạng là đường
P=0294 | X=0095.060-0111.700 | Y=0457.300-0466.620 | 298
P=0294 | X=0445.850-0462.490 | Y=0457.300-0466.620 | 230
P=0294 | X=0505.390-0522.030 | Y=0457.300-0466.620 | 140
P=0294 | X=0117.170-0220.280 | Y=0460.940-0472.180 | nhựa, bê tông xi măng:
P=0294 | X=0117.170-0403.020 | Y=0478.220-0489.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0294 | X=0117.170-0340.810 | Y=0495.740-0506.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0294 | X=0117.170-0402.430 | Y=0513.500-0524.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0294 | X=0117.170-0403.420 | Y=0525.020-0536.260 | Đường Cầu Ốc đoạn từ Hương lộ 7 đến Bên phải: hết ranh thửa
P=0294 | X=0117.170-0385.510 | Y=0536.570-0547.810 | đất số 166, tờ bản đồ sổ 62, phường Tân Triều; Bên trái: hết
P=0294 | X=0117.170-0385.660 | Y=0548.090-0559.330 | ranh thửa đất số 147, tờ bản đồ số 62, phường Tân Triều có
P=0294 | X=0095.060-0111.700 | Y=0555.970-0565.290 | 299
P=0294 | X=0445.850-0462.490 | Y=0555.970-0565.290 | 450
P=0294 | X=0505.390-0522.030 | Y=0555.970-0565.290 | 300
P=0294 | X=0117.170-0310.810 | Y=0559.610-0570.850 | hiện trạng là đường nhựa, bê tông xi măng:
P=0294 | X=0117.170-0348.290 | Y=0577.130-0588.370 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0294 | X=0117.170-0394.380 | Y=0594.650-0605.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0294 | X=0117.170-0402.430 | Y=0612.410-0623.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0294 | X=0117.170-0403.420 | Y=0623.950-0635.190 | Đường Cầu Ốc đoạn từ Hương lộ 7 đến Bên phải: hết ranh thửa
P=0294 | X=0117.170-0385.510 | Y=0635.470-0646.710 | đất số 166, tờ bản đồ số 62, phường Tân Triều; Bên trái: hết
P=0294 | X=0117.170-0385.660 | Y=0646.750-0657.990 | ranh thửa đất số 147, tờ bản đồ số 62, phường Tân Triều có
P=0294 | X=0095.060-0310.810 | Y=0658.270-0669.710 | 300 hiện trạng là đường nhựa, bê tông xi măng:
P=0294 | X=0445.850-0462.490 | Y=0660.390-0669.710 | 350
P=0294 | X=0505.390-0522.030 | Y=0660.390-0669.710 | 220
P=0294 | X=0117.170-0348.750 | Y=0675.790-0687.030 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0294 | X=0117.170-0370.480 | Y=0693.310-0704.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0294 | X=0117.170-0212.140 | Y=0704.850-0716.090 | >500m đến ≤1.000m.
P=0295 | X=0117.170-0340.340 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0295 | X=0117.170-0402.430 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0295 | X=0117.170-0403.420 | Y=0107.780-0119.020 | Đường Cầu Ốc đoạn từ Hương lộ 7 đến Bên phải: hết ranh thửa
P=0295 | X=0117.170-0385.510 | Y=0119.330-0130.570 | đất số 166, tờ bản đồ số 62, phường Tân Triều; Bên trái: hết
P=0295 | X=0117.170-0385.660 | Y=0130.850-0142.090 | ranh thửa đất số 147, tờ bản đồ số 62, phường Tân Triều có
P=0295 | X=0095.060-0111.700 | Y=0138.730-0148.050 | 301
P=0295 | X=0445.850-0462.490 | Y=0138.730-0148.050 | 230
P=0295 | X=0505.390-0522.030 | Y=0138.730-0148.050 | 140
P=0295 | X=0117.170-0310.840 | Y=0142.370-0153.610 | hiện trạng là đường nhựa, bê tông xi măng:
P=0295 | X=0117.170-0403.020 | Y=0159.650-0170.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0295 | X=0117.170-0343.460 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0295 | X=0321.000-0388.540 | Y=0196.810-0206.130 | Giáp ranh thửa
P=0295 | X=0321.000-0402.220 | Y=0206.470-0217.710 | đất số 305, tờ bản
P=0295 | X=0095.060-0185.500 | Y=0212.230-0223.470 | 302 Đường Đất Cát
P=0295 | X=0233.140-0289.380 | Y=0212.230-0223.470 | Hương lộ 15
P=0295 | X=0445.850-0462.490 | Y=0214.110-0223.430 | 670
P=0295 | X=0505.390-0522.030 | Y=0214.110-0223.430 | 470
P=0295 | X=0321.000-0400.540 | Y=0217.990-0229.230 | đồ số 62, phường
P=0295 | X=0321.000-0364.060 | Y=0231.390-0240.710 | Tân Triều
P=0295 | X=0117.170-0402.290 | Y=0247.270-0258.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đất Cát
P=0295 | X=0117.170-0398.150 | Y=0258.790-0270.030 | đoạn từ Hương lộ 15 đến Giáp ranh thửa đất số 305, tờ bản đồ
P=0295 | X=0117.170-0397.400 | Y=0270.310-0281.550 | số 62, phường Tân Triều có hiện trạng là đường nhựa, bê tông
