TABLE=006 | AREA=Phường Hố Nai | SECTION=agricultural | SEGMENTS=1
P=0227 | X=0107.330-0400.750 | Y=0265.270-0276.510 | đất số 47, tờ BĐĐC số 71 có hiện trạng là đường nhựa, bê tông xi
P=0227 | X=0090.020-0106.660 | Y=0273.150-0282.470 | 215
P=0227 | X=0461.210-0477.850 | Y=0273.150-0282.470 | 450
P=0227 | X=0505.390-0522.030 | Y=0273.150-0282.470 | 410
P=0227 | X=0107.330-0135.330 | Y=0276.790-0288.030 | măng:
P=0227 | X=0107.330-0338.410 | Y=0294.340-0305.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0227 | X=0107.330-0384.500 | Y=0311.860-0323.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0227 | X=0107.330-0426.950 | Y=0329.860-0341.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0227 | X=0107.330-0428.960 | Y=0341.380-0352.620 | vào cụm công nghiệp vật liệu xây dựng đoạn từ Quốc lộ 1 đến Bên phải,
P=0227 | X=0107.330-0417.580 | Y=0352.900-0364.140 | Hết ranh thửa đất số 159 tờ BĐĐC số 71; Bên trái, đến hết ranh Thửa
P=0227 | X=0107.330-0400.750 | Y=0364.180-0375.420 | đất số 47, tờ BĐĐC số 71 có hiện trạng là đường nhựa, bê tông xi
P=0227 | X=0107.330-0135.330 | Y=0375.720-0386.960 | măng:
P=0227 | X=0090.020-0106.660 | Y=0386.720-0396.040 | 216
P=0227 | X=0461.210-0477.850 | Y=0386.720-0396.040 | 350
P=0227 | X=0505.390-0522.030 | Y=0386.720-0396.040 | 310
P=0227 | X=0107.330-0338.890 | Y=0393.240-0404.480 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0227 | X=0107.330-0413.750 | Y=0410.760-0422.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0227 | X=0107.330-0149.010 | Y=0422.280-0433.520 | ≤1.000m.
P=0227 | X=0107.330-0330.500 | Y=0439.800-0451.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0227 | X=0107.330-0426.940 | Y=0457.820-0469.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0227 | X=0107.330-0428.960 | Y=0469.340-0480.580 | vào cụm công nghiệp vật liệu xây dựng đoạn từ Quốc lộ 1 đến Bên phải,
P=0227 | X=0107.330-0414.470 | Y=0480.860-0492.100 | Hết ranh thửa đất số 159 tờ BĐĐC số 71; Bên trái, đến hết ranh thửa
P=0227 | X=0107.330-0400.750 | Y=0492.380-0503.620 | đất số 47, tờ BĐĐC số 71 có hiện trạng là đường nhựa, bê tông xi
P=0227 | X=0090.020-0106.660 | Y=0500.260-0509.580 | 217
P=0227 | X=0461.210-0477.850 | Y=0500.260-0509.580 | 230
P=0227 | X=0505.390-0522.030 | Y=0500.260-0509.580 | 220
P=0227 | X=0107.330-0135.330 | Y=0503.900-0515.140 | măng:
P=0227 | X=0107.330-0393.120 | Y=0521.420-0532.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0227 | X=0107.330-0333.620 | Y=0538.970-0550.210 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0227 | X=0090.020-0190.910 | Y=0556.970-0568.210 | 218 Đường Thái Hòa 1
P=0227 | X=0203.830-0246.900 | Y=0558.850-0568.170 | Quốc lộ 1
P=0227 | X=0259.060-0331.640 | Y=0558.850-0568.170 | Hết mét thứ 200
P=0227 | X=0461.210-0477.850 | Y=0558.850-0568.170 | 670
P=0227 | X=0505.390-0522.030 | Y=0558.850-0568.170 | 600
P=0227 | X=0107.330-0407.460 | Y=0574.970-0586.210 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thái Hòa 1
P=0227 | X=0107.330-0429.100 | Y=0586.250-0597.490 | đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện trạng là đường nhựa, bê
P=0227 | X=0107.330-0167.490 | Y=0597.770-0609.010 | tông xi măng:
P=0227 | X=0090.020-0106.660 | Y=0605.650-0614.970 | 219
P=0227 | X=0461.210-0477.850 | Y=0605.650-0614.970 | 450
P=0227 | X=0505.390-0522.030 | Y=0605.650-0614.970 | 410
P=0227 | X=0107.330-0338.410 | Y=0615.290-0626.530 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0227 | X=0107.330-0384.500 | Y=0632.830-0644.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0227 | X=0107.330-0407.460 | Y=0650.830-0662.070 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thái Hòa 1
P=0227 | X=0107.330-0429.100 | Y=0662.350-0673.590 | đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện trạng là đường nhựa, bê
P=0227 | X=0090.020-0167.490 | Y=0673.110-0685.110 | 220 tông xi măng:
P=0227 | X=0461.210-0477.850 | Y=0673.110-0682.430 | 350
P=0227 | X=0505.390-0522.030 | Y=0673.110-0682.430 | 310
P=0227 | X=0107.330-0338.880 | Y=0691.390-0702.630 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0228 | X=0107.330-0413.750 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0228 | X=0107.330-0149.010 | Y=0090.260-0101.500 | ≤1.000m.
P=0228 | X=0107.330-0330.500 | Y=0107.780-0119.020 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0228 | X=0107.330-0407.460 | Y=0125.810-0137.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thái Hòa 1
P=0228 | X=0107.330-0429.100 | Y=0137.330-0148.570 | đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện trạng là đường nhựa, bê
P=0228 | X=0107.330-0167.490 | Y=0148.850-0160.090 | tông xi măng:
P=0228 | X=0090.020-0106.660 | Y=0156.730-0166.050 | 221
P=0228 | X=0461.210-0477.850 | Y=0156.730-0166.050 | 230
P=0228 | X=0505.390-0522.030 | Y=0156.730-0166.050 | 220
P=0228 | X=0107.330-0393.120 | Y=0166.370-0177.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0228 | X=0107.330-0330.970 | Y=0183.650-0194.890 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0228 | X=0107.330-0426.940 | Y=0201.670-0212.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0228 | X=0107.330-0405.100 | Y=0213.190-0224.430 | Thái Hòa 1 đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện trạng là
P=0228 | X=0107.330-0243.080 | Y=0224.710-0235.950 | đường nhựa, bê tông xi măng:
P=0228 | X=0090.020-0106.660 | Y=0232.590-0241.910 | 222
P=0228 | X=0461.210-0477.850 | Y=0232.590-0241.910 | 450
P=0228 | X=0505.390-0522.030 | Y=0232.590-0241.910 | 410
P=0228 | X=0107.330-0338.410 | Y=0242.230-0253.470 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0228 | X=0107.330-0384.500 | Y=0259.750-0270.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0228 | X=0107.330-0426.940 | Y=0277.750-0288.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0228 | X=0107.330-0405.100 | Y=0289.300-0300.540 | Thái Hòa 1 đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện trạng là
P=0228 | X=0107.330-0243.080 | Y=0300.820-0312.060 | đường nhựa, bê tông xi măng:
P=0228 | X=0090.020-0338.880 | Y=0318.340-0332.420 | 223 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0228 | X=0461.210-0477.850 | Y=0323.100-0332.420 | 350
P=0228 | X=0505.390-0522.030 | Y=0323.100-0332.420 | 310
P=0228 | X=0107.330-0413.750 | Y=0335.860-0347.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0228 | X=0107.330-0149.010 | Y=0347.380-0358.620 | ≤1.000m.
P=0228 | X=0107.330-0330.500 | Y=0364.900-0376.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0228 | X=0107.330-0426.940 | Y=0382.920-0394.160 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0228 | X=0107.330-0405.100 | Y=0394.200-0405.440 | Thái Hòa 1 đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện trạng là
P=0228 | X=0107.330-0243.110 | Y=0405.720-0416.960 | đường nhựa, bê tông xi măng:
P=0228 | X=0090.020-0106.660 | Y=0413.600-0422.920 | 224
P=0228 | X=0461.210-0477.850 | Y=0413.600-0422.920 | 230
P=0228 | X=0505.390-0522.030 | Y=0413.600-0422.920 | 220
P=0228 | X=0107.330-0393.120 | Y=0423.240-0434.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0228 | X=0107.330-0333.620 | Y=0440.760-0452.000 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0228 | X=0203.830-0256.920 | Y=0460.660-0469.980 | Hết mét thứ
P=0228 | X=0090.020-0190.910 | Y=0464.540-0475.780 | 225 Đường Thái Hòa 1
P=0228 | X=0259.060-0394.780 | Y=0464.540-0475.780 | Đường Bắc Sơn - Long Thành
P=0228 | X=0461.210-0477.850 | Y=0466.420-0475.740 | 670
P=0228 | X=0505.390-0522.030 | Y=0466.420-0475.740 | 600
P=0228 | X=0203.830-0220.470 | Y=0472.180-0481.500 | 200
P=0228 | X=0107.330-0407.460 | Y=0488.300-0499.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thái Hòa 1
P=0228 | X=0107.330-0409.900 | Y=0499.820-0511.060 | đoạn từ Hết mét thứ 200 đến Đường Bắc Sơn - Long Thành có hiện
P=0228 | X=0107.330-0279.110 | Y=0511.340-0522.580 | trạng là đường nhựa, bê tông xi măng:
P=0228 | X=0090.020-0106.660 | Y=0519.220-0528.540 | 226
P=0228 | X=0461.210-0477.850 | Y=0519.220-0528.540 | 450
P=0228 | X=0505.390-0522.030 | Y=0519.220-0528.540 | 410
P=0228 | X=0107.330-0338.410 | Y=0528.860-0540.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0228 | X=0107.330-0384.500 | Y=0546.410-0557.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0228 | X=0107.330-0407.460 | Y=0564.410-0575.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thái Hòa 1
P=0228 | X=0107.330-0409.900 | Y=0575.930-0587.170 | đoạn từ Hết mét thứ 200 đến Đường Bắc Sơn - Long Thành có hiện
P=0228 | X=0107.330-0279.110 | Y=0587.450-0598.690 | trạng là đường nhựa, bê tông xi măng:
P=0228 | X=0090.020-0338.880 | Y=0604.970-0619.050 | 227 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0228 | X=0461.210-0477.850 | Y=0609.730-0619.050 | 350
P=0228 | X=0505.390-0522.030 | Y=0609.730-0619.050 | 310
P=0228 | X=0107.330-0413.750 | Y=0622.270-0633.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0228 | X=0107.330-0149.010 | Y=0633.790-0645.030 | ≤1.000m.
P=0228 | X=0107.330-0330.500 | Y=0651.310-0662.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0228 | X=0107.330-0407.460 | Y=0669.310-0680.550 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thái Hòa 1
P=0228 | X=0090.020-0409.900 | Y=0680.830-0692.070 | 228 đoạn từ Hết mét thứ 200 đến Đường Bắc Sơn - Long Thành có hiện
P=0228 | X=0461.210-0477.850 | Y=0682.710-0692.030 | 230
P=0228 | X=0505.390-0522.030 | Y=0682.710-0692.030 | 220
P=0228 | X=0107.330-0279.110 | Y=0692.350-0703.590 | trạng là đường nhựa, bê tông xi măng:
P=0229 | X=0107.330-0393.120 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0229 | X=0107.330-0330.970 | Y=0096.260-0107.500 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0229 | X=0107.330-0426.940 | Y=0114.290-0125.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0229 | X=0107.330-0426.490 | Y=0125.810-0137.050 | Thái Hòa 1 đoạn từ Hết mét thứ 200 đến Đường Bắc Sơn - Long Thành
P=0229 | X=0107.330-0314.180 | Y=0137.330-0148.570 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0229 | X=0090.020-0106.660 | Y=0145.210-0154.530 | 229
P=0229 | X=0461.210-0477.850 | Y=0145.210-0154.530 | 450
P=0229 | X=0505.390-0522.030 | Y=0145.210-0154.530 | 410
P=0229 | X=0107.330-0338.410 | Y=0154.850-0166.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0229 | X=0107.330-0384.540 | Y=0172.370-0183.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0229 | X=0107.330-0426.940 | Y=0190.370-0201.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0229 | X=0107.330-0426.490 | Y=0201.670-0212.910 | Thái Hòa 1 đoạn từ Hết mét thứ 200 đến Đường Bắc Sơn - Long Thành
P=0229 | X=0107.330-0314.180 | Y=0213.190-0224.430 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0229 | X=0090.020-0338.880 | Y=0230.710-0245.030 | 230 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0229 | X=0461.210-0477.850 | Y=0235.710-0245.030 | 350
P=0229 | X=0505.390-0522.030 | Y=0235.710-0245.030 | 310
P=0229 | X=0107.330-0413.750 | Y=0248.230-0259.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0229 | X=0107.330-0149.010 | Y=0259.750-0270.990 | ≤1.000m.
P=0229 | X=0107.330-0330.500 | Y=0277.270-0288.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0229 | X=0107.330-0426.940 | Y=0295.300-0306.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0229 | X=0107.330-0424.810 | Y=0306.820-0318.060 | Thái Hòa 1 đoạn từ nết mét thứ 200 đến Đường Bắc Sơn - Long Thành
P=0229 | X=0107.330-0314.180 | Y=0318.340-0329.580 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0229 | X=0090.020-0106.660 | Y=0326.220-0335.540 | 231
P=0229 | X=0461.210-0477.850 | Y=0326.220-0335.540 | 230
P=0229 | X=0505.390-0522.030 | Y=0326.220-0335.540 | 220
P=0229 | X=0107.330-0393.120 | Y=0335.860-0347.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0229 | X=0107.330-0333.620 | Y=0353.380-0364.620 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0229 | X=0090.020-0191.440 | Y=0371.400-0382.640 | 232 Đường Thanh Hóa
P=0229 | X=0203.830-0246.900 | Y=0373.280-0382.600 | Quốc lộ 1
P=0229 | X=0272.020-0344.600 | Y=0373.280-0382.600 | Hết mét thứ 200
P=0229 | X=0461.210-0477.850 | Y=0373.280-0382.600 | 670
P=0229 | X=0505.390-0522.030 | Y=0373.280-0382.600 | 600
P=0229 | X=0107.330-0407.970 | Y=0389.400-0400.640 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa
P=0229 | X=0107.330-0427.190 | Y=0400.920-0412.160 | đoạn từ Quốc lộ 1 đến hết mét thứ 200 có hiện trạng là đường nhựa, bê
P=0229 | X=0107.330-0167.490 | Y=0412.200-0423.440 | tông xi măng:
P=0229 | X=0090.020-0106.660 | Y=0420.080-0429.400 | 233
P=0229 | X=0461.210-0477.850 | Y=0420.080-0429.400 | 450
P=0229 | X=0505.390-0522.030 | Y=0420.080-0429.400 | 410
P=0229 | X=0107.330-0338.410 | Y=0429.720-0440.960 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0229 | X=0107.330-0384.500 | Y=0447.240-0458.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0229 | X=0107.330-0407.970 | Y=0465.260-0476.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa
P=0229 | X=0107.330-0429.100 | Y=0476.780-0488.020 | đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện trạng là đường nhựa, bê
P=0229 | X=0107.330-0167.490 | Y=0488.300-0499.540 | tông xi măng:
P=0229 | X=0090.020-0338.900 | Y=0505.820-0520.140 | 234 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0229 | X=0461.210-0477.850 | Y=0510.820-0520.140 | 350
P=0229 | X=0505.390-0522.030 | Y=0510.820-0520.140 | 310
P=0229 | X=0107.330-0413.750 | Y=0523.340-0534.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0229 | X=0107.330-0149.010 | Y=0534.890-0546.130 | ≤1.000m.
P=0229 | X=0107.330-0330.500 | Y=0552.410-0563.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0229 | X=0107.330-0407.970 | Y=0570.410-0581.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa
P=0229 | X=0107.330-0429.100 | Y=0581.930-0593.170 | đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện trạng là đường nhựa, bê
P=0229 | X=0107.330-0167.490 | Y=0593.450-0604.690 | tông xi măng:
P=0229 | X=0090.020-0106.660 | Y=0601.330-0610.650 | 235
P=0229 | X=0461.210-0477.850 | Y=0601.330-0610.650 | 230
P=0229 | X=0505.390-0522.030 | Y=0601.330-0610.650 | 220
P=0229 | X=0107.330-0393.120 | Y=0610.970-0622.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0229 | X=0107.330-0330.970 | Y=0628.270-0639.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0229 | X=0107.330-0426.940 | Y=0646.270-0657.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0229 | X=0107.330-0405.580 | Y=0657.790-0669.030 | Thanh Hóa đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện trạng là
P=0229 | X=0107.330-0243.080 | Y=0669.310-0680.550 | đường nhựa, bê tông xi măng:
P=0229 | X=0090.020-0106.660 | Y=0677.190-0686.510 | 236
P=0229 | X=0461.210-0477.850 | Y=0677.190-0686.510 | 450
P=0229 | X=0505.390-0522.030 | Y=0677.190-0686.510 | 410
P=0229 | X=0107.330-0338.410 | Y=0686.830-0698.070 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0229 | X=0107.330-0384.500 | Y=0704.370-0715.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0230 | X=0107.330-0426.940 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0230 | X=0107.330-0405.580 | Y=0090.260-0101.500 | Thanh Hóa đoạn từ Quốc lộ 1 đến Hết mét thứ 200 có hiện trạng là
P=0230 | X=0107.330-0243.080 | Y=0101.780-0113.020 | đường nhựa, bê tông xi măng:
P=0230 | X=0090.020-0338.880 | Y=0119.330-0133.410 | 237 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0230 | X=0461.210-0477.850 | Y=0124.090-0133.410 | 350
P=0230 | X=0505.390-0522.030 | Y=0124.090-0133.410 | 310
P=0230 | X=0107.330-0413.750 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0230 | X=0107.330-0149.010 | Y=0148.370-0159.610 | ≤1.000m.
P=0230 | X=0107.330-0330.520 | Y=0165.650-0176.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0230 | X=0107.330-0426.940 | Y=0183.650-0194.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0230 | X=0107.330-0403.900 | Y=0195.170-0206.410 | Thanh Hóa đoạn từ Quốc lộ 1 đến hết mét thứ 200 có hiện trạng là
P=0230 | X=0107.330-0243.110 | Y=0206.710-0217.950 | đường nhựa, bê tông xi măng:
P=0230 | X=0090.020-0106.660 | Y=0214.590-0223.910 | 238
P=0230 | X=0461.210-0477.850 | Y=0214.590-0223.910 | 230
P=0230 | X=0505.390-0522.030 | Y=0214.590-0223.910 | 220
P=0230 | X=0107.330-0393.120 | Y=0224.230-0235.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0230 | X=0107.330-0333.620 | Y=0241.750-0252.990 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0230 | X=0203.830-0256.920 | Y=0261.630-0270.950 | Hết mét thứ
P=0230 | X=0090.020-0191.420 | Y=0265.510-0276.750 | 239 Đường Thanh Hóa
P=0230 | X=0272.020-0418.780 | Y=0265.510-0276.750 | Thửa đất số 109, tờ BĐĐC số 71
P=0230 | X=0461.210-0477.850 | Y=0267.390-0276.710 | 670
P=0230 | X=0505.390-0522.030 | Y=0267.390-0276.710 | 600
P=0230 | X=0203.830-0220.470 | Y=0273.150-0282.470 | 200
P=0230 | X=0107.330-0407.970 | Y=0289.300-0300.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa
P=0230 | X=0107.330-0420.950 | Y=0300.820-0312.060 | đoạn từ Hết mét thứ 200 đến Thửa đất số 109, tờ BĐĐC số 71 có hiện
P=0230 | X=0107.330-0279.110 | Y=0312.340-0323.580 | trạng là đường nhựa, bê tông xi măng:
P=0230 | X=0090.020-0106.660 | Y=0320.220-0329.540 | 240
P=0230 | X=0461.210-0477.850 | Y=0320.220-0329.540 | 450
P=0230 | X=0505.390-0522.030 | Y=0320.220-0329.540 | 410
P=0230 | X=0107.330-0338.410 | Y=0329.860-0341.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0230 | X=0107.330-0384.500 | Y=0347.380-0358.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0230 | X=0107.330-0407.970 | Y=0365.400-0376.640 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa
P=0230 | X=0107.330-0420.950 | Y=0376.920-0388.160 | đoạn từ Hết mét thứ 200 đến Thửa đất số 109, tờ BĐĐC số 71 có hiện
P=0230 | X=0107.330-0279.110 | Y=0388.200-0399.440 | trạng là đường nhựa, bê tông xi măng:
P=0230 | X=0090.020-0338.880 | Y=0405.720-0420.040 | 241 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0230 | X=0461.210-0477.850 | Y=0410.720-0420.040 | 350
P=0230 | X=0505.390-0522.030 | Y=0410.720-0420.040 | 310
P=0230 | X=0107.330-0413.750 | Y=0423.240-0434.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0230 | X=0107.330-0149.010 | Y=0434.760-0446.000 | ≤1.000m.
P=0230 | X=0107.330-0330.500 | Y=0452.300-0463.540 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0230 | X=0107.330-0407.970 | Y=0470.300-0481.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa
P=0230 | X=0107.330-0420.950 | Y=0481.820-0493.060 | đoạn từ Hết mét thứ 200 đến Thửa đất số 109, tờ BĐĐC số 71 có hiện
P=0230 | X=0107.330-0279.110 | Y=0493.340-0504.580 | trạng là đường nhựa, bê tông xi măng:
P=0230 | X=0090.020-0106.660 | Y=0501.220-0510.540 | 242
P=0230 | X=0461.210-0477.850 | Y=0501.220-0510.540 | 230
P=0230 | X=0505.390-0522.030 | Y=0501.220-0510.540 | 220
P=0230 | X=0107.330-0393.120 | Y=0510.860-0522.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0230 | X=0107.330-0330.970 | Y=0528.380-0539.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0230 | X=0107.330-0426.940 | Y=0546.410-0557.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0230 | X=0107.330-0424.310 | Y=0557.930-0569.170 | Thanh Hóa đoạn từ Hết mét thứ 200 đến Thửa đất số 109, tờ BĐĐC số
P=0230 | X=0107.330-0328.100 | Y=0569.450-0580.690 | 71 có hiện trạng là đường nhựa, bê tông xi măng:
P=0230 | X=0090.020-0106.660 | Y=0577.330-0586.650 | 243
P=0230 | X=0461.210-0477.850 | Y=0577.330-0586.650 | 450
P=0230 | X=0505.390-0522.030 | Y=0577.330-0586.650 | 410
P=0230 | X=0107.330-0338.440 | Y=0586.970-0598.210 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0230 | X=0107.330-0384.500 | Y=0604.250-0615.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0230 | X=0107.330-0426.940 | Y=0622.270-0633.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0230 | X=0107.330-0424.310 | Y=0633.790-0645.030 | Thanh Hóa đoạn từ Hết mét thứ 200 đến Thửa đất số 109, tờ BĐĐC số
P=0230 | X=0107.330-0328.120 | Y=0645.310-0656.550 | 71 có hiện trạng là đường nhựa, bê tông xi măng:
P=0230 | X=0090.020-0106.660 | Y=0658.950-0668.270 | 244
P=0230 | X=0461.210-0477.850 | Y=0658.950-0668.270 | 350
P=0230 | X=0505.390-0522.030 | Y=0658.950-0668.270 | 310
P=0230 | X=0107.330-0338.880 | Y=0662.830-0674.070 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0230 | X=0107.330-0413.750 | Y=0680.350-0691.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0230 | X=0107.330-0149.010 | Y=0691.870-0703.110 | ≤1.000m.
P=0231 | X=0107.330-0330.500 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0231 | X=0107.330-0426.940 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0231 | X=0107.330-0424.310 | Y=0108.260-0119.500 | Thanh Hóa đoạn từ Hết mét thứ 200 đến Thửa đất số 109, tờ BĐĐC số
P=0231 | X=0107.330-0328.100 | Y=0119.810-0131.050 | 71 có hiện trạng là đường nhựa, bê tông xi măng:
P=0231 | X=0090.020-0106.660 | Y=0127.690-0137.010 | 245
P=0231 | X=0461.210-0477.850 | Y=0127.690-0137.010 | 230
P=0231 | X=0505.390-0522.030 | Y=0127.690-0137.010 | 220
P=0231 | X=0107.330-0393.120 | Y=0137.330-0148.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0231 | X=0107.330-0333.620 | Y=0154.850-0166.090 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0231 | X=0090.020-0246.900 | Y=0172.850-0184.090 | 246 Đường Thanh Hóa 1 Quốc lộ 1
P=0231 | X=0272.020-0344.600 | Y=0174.730-0184.050 | Hết mét thứ 270
P=0231 | X=0461.210-0477.850 | Y=0174.730-0184.050 | 670
P=0231 | X=0505.390-0522.030 | Y=0174.730-0184.050 | 600
P=0231 | X=0107.330-0416.380 | Y=0190.850-0202.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thanh Hóa 1
P=0231 | X=0107.330-0429.100 | Y=0202.390-0213.630 | đoạn từ Quốc lộ 1 đến Hết mét thứ 270 có hiện trạng là đường nhựa, bê
P=0231 | X=0107.330-0167.490 | Y=0213.670-0224.910 | tông xi măng:
