TABLE=045 | AREA=Xã La Ngà | SECTION=agricultural | SEGMENTS=1
P=1586 | X=0107.330-0330.970 | Y=0609.770-0621.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1586 | X=0107.330-0392.590 | Y=0627.790-0639.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1586 | X=0107.330-0393.820 | Y=0639.310-0650.550 | Đường 101 đoạn từ Quốc lộ 20 có hiện trạng là đường nhựa, bê
P=1586 | X=0107.330-0167.490 | Y=0650.830-0662.070 | tông xi măng:
P=1586 | X=0092.900-0104.020 | Y=0658.710-0668.030 | 98
P=1586 | X=0448.250-0464.890 | Y=0658.710-0668.030 | 150
P=1586 | X=0505.390-0522.030 | Y=0658.710-0668.030 | 130
P=1586 | X=0107.330-0338.410 | Y=0668.350-0679.590 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1586 | X=0107.330-0384.500 | Y=0685.870-0697.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1586 | X=0092.900-0392.590 | Y=0703.890-0715.130 | 99 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1586 | X=0448.250-0464.890 | Y=0705.780-0715.100 | 120
P=1586 | X=0511.150-0522.270 | Y=0705.780-0715.100 | 90
P=1587 | X=0107.330-0393.820 | Y=0072.740-0083.980 | Đường 101 đoạn từ Quốc lộ 20 có hiện trạng là đường nhựa, bê
P=1587 | X=0107.330-0167.490 | Y=0084.260-0095.500 | tông xi măng:
P=1587 | X=0107.330-0338.880 | Y=0101.780-0113.020 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1587 | X=0107.330-0394.220 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1587 | X=0107.330-0168.450 | Y=0130.850-0142.090 | đến ≤1.000m.
P=1587 | X=0107.330-0330.500 | Y=0148.370-0159.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1587 | X=0107.330-0392.590 | Y=0166.370-0177.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1587 | X=0107.330-0393.820 | Y=0177.650-0188.890 | Đường 101 đoạn từ Quốc lộ 20 có hiện trạng là đường nhựa, bê
P=1587 | X=0107.330-0167.480 | Y=0189.170-0200.410 | tông xi măng:
P=1587 | X=0090.020-0106.660 | Y=0197.050-0206.370 | 100
P=1587 | X=0454.010-0465.130 | Y=0197.050-0206.370 | 80
P=1587 | X=0511.150-0522.270 | Y=0197.050-0206.370 | 50
P=1587 | X=0107.330-0393.120 | Y=0206.710-0217.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1587 | X=0107.330-0330.970 | Y=0224.230-0235.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1587 | X=0179.350-0233.340 | Y=0244.110-0253.430 | Vào 1.000m
P=1587 | X=0090.020-0158.540 | Y=0253.750-0264.990 | 101 Đường 101
P=1587 | X=0179.350-0352.200 | Y=0255.630-0264.950 | (từ Quốc lộ 20 Giáp ranh xã Xuân Bắc
P=1587 | X=0448.250-0464.890 | Y=0255.630-0264.950 | 250
P=1587 | X=0505.390-0522.030 | Y=0255.630-0264.950 | 220
P=1587 | X=0179.350-0199.030 | Y=0267.150-0276.470 | vào)
P=1587 | X=0107.330-0400.060 | Y=0283.300-0294.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101 đoạn
P=1587 | X=0107.330-0389.490 | Y=0294.820-0306.060 | Vào 1.000m (từ Quốc lộ 20 vào) đến Giáp ranh xã Xuân Bắc có
P=1587 | X=0107.330-0300.940 | Y=0306.340-0317.580 | hiện trạng là đường nhựa, bê tông xi măng:
P=1587 | X=0090.020-0106.660 | Y=0314.220-0323.540 | 102
P=1587 | X=0448.250-0464.890 | Y=0314.220-0323.540 | 150
P=1587 | X=0505.390-0522.030 | Y=0314.220-0323.540 | 130
P=1587 | X=0107.330-0338.410 | Y=0323.860-0335.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1587 | X=0107.330-0384.500 | Y=0341.380-0352.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1587 | X=0107.330-0400.060 | Y=0359.380-0370.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101 đoạn
P=1587 | X=0107.330-0389.490 | Y=0370.920-0382.160 | Vào 1.000m (từ Quốc lộ 20 vào) đến Giáp ranh xã Xuân Bắc có
P=1587 | X=0107.330-0300.940 | Y=0382.200-0393.440 | hiện trạng là đường nhựa, bê tông xi măng:
P=1587 | X=0090.020-0338.880 | Y=0399.720-0414.040 | 103 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1587 | X=0448.250-0464.890 | Y=0404.720-0414.040 | 120
P=1587 | X=0511.150-0522.270 | Y=0404.720-0414.040 | 90
P=1587 | X=0107.330-0394.220 | Y=0417.240-0428.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1587 | X=0107.330-0168.450 | Y=0428.760-0440.000 | đến ≤1.000m.
P=1587 | X=0107.330-0330.500 | Y=0446.280-0457.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1587 | X=0107.330-0400.060 | Y=0464.300-0475.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101 đoạn
P=1587 | X=0107.330-0389.490 | Y=0475.820-0487.060 | Vào 1.000m (từ Quốc lộ 20 vào) đến Giáp ranh xã Xuân Bắc có
P=1587 | X=0107.330-0300.940 | Y=0487.340-0498.580 | hiện trạng là đường nhựa, bê tông xi măng:
P=1587 | X=0090.020-0106.660 | Y=0495.220-0504.540 | 104
P=1587 | X=0454.010-0465.130 | Y=0495.220-0504.540 | 80
P=1587 | X=0511.150-0522.270 | Y=0495.220-0504.540 | 50
P=1587 | X=0107.330-0393.120 | Y=0504.860-0516.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1587 | X=0107.330-0330.970 | Y=0522.380-0533.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1587 | X=0107.330-0392.590 | Y=0540.410-0551.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1587 | X=0107.330-0395.250 | Y=0551.930-0563.170 | Đường 101 đoạn Vào 1.000m (từ Quốc lộ 20 vào) đến Giáp ranh
P=1587 | X=0107.330-0373.700 | Y=0563.450-0574.690 | xã Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=1587 | X=0090.020-0106.660 | Y=0571.330-0580.650 | 105
P=1587 | X=0448.250-0464.890 | Y=0571.330-0580.650 | 150
P=1587 | X=0505.390-0522.030 | Y=0571.330-0580.650 | 130
P=1587 | X=0107.330-0338.410 | Y=0580.970-0592.210 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1587 | X=0107.330-0384.500 | Y=0598.250-0609.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1587 | X=0107.330-0392.590 | Y=0616.270-0627.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1587 | X=0107.330-0395.280 | Y=0627.790-0639.030 | Đường 101 đoạn Vào 1.000m (từ Quốc lộ 20 vào) đến Giáp ranh
P=1587 | X=0107.330-0373.720 | Y=0639.310-0650.550 | xã Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=1587 | X=0090.020-0338.880 | Y=0656.830-0671.150 | 106 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1587 | X=0448.250-0464.890 | Y=0661.830-0671.150 | 120
P=1587 | X=0511.150-0522.270 | Y=0661.830-0671.150 | 90
P=1587 | X=0107.330-0394.220 | Y=0674.350-0685.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1587 | X=0107.330-0168.450 | Y=0685.870-0697.110 | đến ≤1.000m.
P=1587 | X=0107.330-0330.500 | Y=0703.410-0714.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1588 | X=0107.330-0392.590 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1588 | X=0107.330-0395.250 | Y=0090.260-0101.500 | Đường 101 đoạn Vào 1.000m (từ Quốc lộ 20 vào) đến Giáp ranh
P=1588 | X=0107.330-0373.700 | Y=0101.780-0113.020 | xã Xuân Bắc có hiện trạng là đường nhựa, bê tông xi măng:
P=1588 | X=0090.020-0106.660 | Y=0109.660-0118.980 | 107
P=1588 | X=0454.010-0465.130 | Y=0109.660-0118.980 | 80
P=1588 | X=0511.150-0522.270 | Y=0109.660-0118.980 | 50
P=1588 | X=0107.330-0393.120 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1588 | X=0107.330-0330.970 | Y=0136.850-0148.090 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1588 | X=0248.740-0394.300 | Y=0154.850-0166.090 | Đường nối từ Quốc lộ 20 với Đồi
P=1588 | X=0090.020-0165.180 | Y=0160.610-0171.850 | 108 Đường 101B
P=1588 | X=0179.350-0230.560 | Y=0160.610-0171.850 | Đường 101
P=1588 | X=0448.250-0464.890 | Y=0162.490-0171.810 | 230
P=1588 | X=0505.390-0522.030 | Y=0162.490-0171.810 | 200
P=1588 | X=0248.740-0331.140 | Y=0168.250-0177.570 | Du Lịch xã La Ngà
P=1588 | X=0107.330-0381.730 | Y=0184.370-0195.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101B
P=1588 | X=0107.330-0400.310 | Y=0195.650-0206.890 | đoạn từ Đường 101 dền Đường nối từ Quốc lộ 20 với Đồi Du Lịch
P=1588 | X=0107.330-0362.410 | Y=0207.190-0218.430 | xã La Ngà có hiện trạng là đường nhựa, bê tông xi măng:
P=1588 | X=0090.020-0106.660 | Y=0215.070-0224.390 | 109
P=1588 | X=0448.250-0464.890 | Y=0215.070-0224.390 | 140
P=1588 | X=0505.390-0522.030 | Y=0215.070-0224.390 | 110
P=1588 | X=0107.330-0338.410 | Y=0224.710-0235.950 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1588 | X=0107.330-0384.500 | Y=0242.230-0253.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1588 | X=0107.330-0381.730 | Y=0260.230-0271.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101B
P=1588 | X=0107.330-0400.310 | Y=0271.750-0282.990 | đoạn từ Đường 101 đến Đường nối từ Quốc lộ 20 với Đồi Du Lịch
P=1588 | X=0107.330-0362.410 | Y=0283.300-0294.540 | xã La Ngà có hiện trạng là đường nhựa, bê tông xi măng:
P=1588 | X=0090.020-0338.880 | Y=0300.820-0314.900 | 110 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1588 | X=0448.250-0464.890 | Y=0305.580-0314.900 | 110
P=1588 | X=0511.150-0522.270 | Y=0305.580-0314.900 | 70
P=1588 | X=0107.330-0394.220 | Y=0318.340-0329.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1588 | X=0107.330-0168.450 | Y=0329.860-0341.100 | đến ≤1.000m.
P=1588 | X=0107.330-0330.500 | Y=0347.380-0358.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1588 | X=0107.330-0381.730 | Y=0365.400-0376.640 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 101B
P=1588 | X=0107.330-0400.300 | Y=0376.920-0388.160 | đoạn từ Đường 101 đến Đường nối từ Quốc lộ 20 với Đôi Du Lịch
P=1588 | X=0107.330-0362.410 | Y=0388.200-0399.440 | xã La Ngà có hiện trạng là đường nhựa, bê tông xi măng:
P=1588 | X=0090.020-0106.660 | Y=0396.080-0405.400 | 111
P=1588 | X=0454.010-0465.130 | Y=0396.080-0405.400 | 70
P=1588 | X=0511.150-0522.270 | Y=0396.080-0405.400 | 40
P=1588 | X=0107.330-0393.120 | Y=0405.720-0416.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1588 | X=0107.330-0330.970 | Y=0423.240-0434.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1588 | X=0107.330-0392.590 | Y=0441.240-0452.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1588 | X=0107.330-0389.980 | Y=0452.780-0464.020 | Đường 101B đoạn từ Đường 101 đến Đường nối từ Quốc lộ 20
P=1588 | X=0107.330-0402.920 | Y=0464.300-0475.540 | với Đồi Du Lịch xã La Ngà có hiện trạng là đường nhựa, bê tông xi
P=1588 | X=0090.020-0135.330 | Y=0475.820-0487.260 | 112 măng:
P=1588 | X=0448.250-0464.890 | Y=0477.940-0487.260 | 140
P=1588 | X=0505.390-0522.030 | Y=0477.940-0487.260 | 110
P=1588 | X=0107.330-0338.410 | Y=0493.340-0504.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1588 | X=0107.330-0384.500 | Y=0510.860-0522.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1588 | X=0107.330-0392.590 | Y=0528.860-0540.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1588 | X=0107.330-0389.980 | Y=0540.410-0551.650 | Đường 101B đoạn từ Đường 101 đến Đường nối từ Quốc lộ 20
P=1588 | X=0107.330-0402.920 | Y=0551.930-0563.170 | với Đồi Du Lịch xã La Ngà có hiện trạng là đường nhựa, bê tông xi
P=1588 | X=0107.330-0135.330 | Y=0563.450-0574.690 | măng:
P=1588 | X=0090.020-0338.880 | Y=0579.970-0592.210 | 113 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1588 | X=0448.250-0464.890 | Y=0579.970-0589.290 | 110
P=1588 | X=0511.150-0522.270 | Y=0579.970-0589.290 | 70
P=1588 | X=0107.330-0394.220 | Y=0598.250-0609.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1588 | X=0107.330-0168.450 | Y=0609.770-0621.010 | đến ≤1.000m.
P=1588 | X=0107.330-0330.500 | Y=0627.310-0638.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1588 | X=0107.330-0392.590 | Y=0645.310-0656.550 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1588 | X=0107.330-0389.980 | Y=0656.830-0668.070 | Đường 101B đoạn từ Đường 101 đến Đường nối từ Quốc lộ 20
P=1588 | X=0090.020-0402.920 | Y=0668.350-0682.670 | 114 với Đồi Du Lịch xã La Ngà có hiện trạng là đường nhựa, bê tông xi
P=1588 | X=0454.010-0465.130 | Y=0673.350-0682.670 | 70
P=1588 | X=0511.150-0522.270 | Y=0673.350-0682.670 | 40
P=1588 | X=0107.330-0135.330 | Y=0679.870-0691.110 | măng:
P=1588 | X=0107.330-0393.120 | Y=0697.390-0708.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1589 | X=0107.330-0330.990 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1589 | X=0179.350-0385.610 | Y=0096.740-0107.980 | Đường 101 đi Ngã ba giáo xứ Vĩnh An, xã La
P=1589 | X=0090.020-0163.570 | Y=0102.500-0113.740 | 115 Đường WB2
P=1589 | X=0448.250-0464.890 | Y=0104.380-0113.700 | 230
P=1589 | X=0505.390-0522.030 | Y=0104.380-0113.700 | 200
P=1589 | X=0179.350-0229.100 | Y=0108.260-0119.500 | ấp Vĩnh An
P=1589 | X=0248.740-0267.070 | Y=0110.140-0119.460 | Ngà
P=1589 | X=0107.330-0380.370 | Y=0126.290-0137.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường WB2
P=1589 | X=0107.330-0403.870 | Y=0137.810-0149.050 | đoạn từ Đường 101 đi ấp Vĩnh An đến Ngã ba giáo xứ Vĩnh An, xã
P=1589 | X=0107.330-0349.220 | Y=0149.330-0160.570 | La Ngà có hiện trạng là đường nhựa, bê tông xi măng:
P=1589 | X=0090.020-0106.660 | Y=0157.210-0166.530 | 116
P=1589 | X=0448.250-0464.890 | Y=0157.210-0166.530 | 140
P=1589 | X=0505.390-0522.030 | Y=0157.210-0166.530 | 110
P=1589 | X=0107.330-0338.410 | Y=0166.850-0178.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1589 | X=0107.330-0384.500 | Y=0184.370-0195.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1589 | X=0107.330-0380.370 | Y=0202.390-0213.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường WB2
P=1589 | X=0107.330-0403.870 | Y=0213.670-0224.910 | đoạn từ Đường 101 đi ấp Vĩnh An đến Ngã ba giáo xứ Vĩnh An, xã
P=1589 | X=0107.330-0349.220 | Y=0225.190-0236.430 | La Ngà có hiện trạng là đường nhựa, bê tông xi măng:
P=1589 | X=0090.020-0338.880 | Y=0242.710-0257.030 | 117 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1589 | X=0448.250-0464.890 | Y=0247.710-0257.030 | 110
P=1589 | X=0511.150-0522.270 | Y=0247.710-0257.030 | 70
P=1589 | X=0107.330-0391.330 | Y=0260.230-0271.470 | -Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1589 | X=0107.330-0168.450 | Y=0271.750-0282.990 | đến ≤1.000m.
P=1589 | X=0107.330-0330.500 | Y=0289.300-0300.540 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1589 | X=0107.330-0380.370 | Y=0307.300-0318.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường WB2
P=1589 | X=0107.330-0403.870 | Y=0318.820-0330.060 | đoạn từ Đường 101 đi ấp Vĩnh An đến Ngã ba giáo xứ Vĩnh An, xã
P=1589 | X=0107.330-0349.220 | Y=0330.340-0341.580 | La Ngà có hiện trạng là đường nhựa, bê tông xi măng:
P=1589 | X=0090.020-0106.660 | Y=0338.220-0347.540 | 118
P=1589 | X=0454.010-0465.130 | Y=0338.220-0347.540 | 70
P=1589 | X=0511.150-0522.270 | Y=0338.220-0347.540 | 40
P=1589 | X=0107.330-0393.120 | Y=0347.860-0359.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1589 | X=0107.330-0330.970 | Y=0365.400-0376.640 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1589 | X=0107.330-0392.590 | Y=0383.400-0394.640 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1589 | X=0107.330-0394.270 | Y=0394.920-0406.160 | Đường WB2 đoạn từ Đường 101 đì ấp Vĩnh An đến Ngã ba giáo
P=1589 | X=0107.330-0387.560 | Y=0406.200-0417.440 | xứ Vĩnh An, xã La Ngà có hiện trạng là đường nhựa, bê tông xi
P=1589 | X=0090.020-0135.330 | Y=0417.720-0429.160 | 119 măng:
P=1589 | X=0448.250-0464.890 | Y=0419.840-0429.160 | 140
P=1589 | X=0505.390-0522.030 | Y=0419.840-0429.160 | 110
P=1589 | X=0107.330-0338.410 | Y=0435.240-0446.480 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1589 | X=0107.330-0384.500 | Y=0452.780-0464.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1589 | X=0107.330-0392.590 | Y=0470.780-0482.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1589 | X=0107.330-0393.790 | Y=0482.300-0493.540 | Đường WB2 đoạn từ Đường 101 đi ấp Vĩnh An đến Ngã ba giáo
P=1589 | X=0107.330-0387.560 | Y=0493.820-0505.060 | xứ Vĩnh An, xã La Ngà có hiện trạng là đường nhựa, bê tông xi
P=1589 | X=0107.330-0135.330 | Y=0505.340-0516.580 | măng:
P=1589 | X=0090.020-0338.880 | Y=0521.860-0534.100 | 120 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1589 | X=0448.250-0464.890 | Y=0521.860-0531.180 | 110
P=1589 | X=0511.150-0522.270 | Y=0521.860-0531.180 | 70
P=1589 | X=0107.330-0394.220 | Y=0540.410-0551.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1589 | X=0107.330-0168.450 | Y=0551.930-0563.170 | đến ≤1.000m.
P=1589 | X=0107.330-0330.500 | Y=0569.450-0580.690 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1589 | X=0107.330-0392.590 | Y=0587.450-0598.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1589 | X=0107.330-0393.790 | Y=0598.970-0610.210 | Đường WB2 đoạn từ Đường 101 đi ấp Vĩnh An đến Ngã ba giáo
P=1589 | X=0107.330-0387.560 | Y=0610.250-0621.490 | xứ Vĩnh An, xã La Ngà có hiện trạng là đường nhựa, bê tông xi
P=1589 | X=0090.020-0135.330 | Y=0621.790-0633.230 | 121 măng:
P=1589 | X=0454.010-0465.130 | Y=0623.910-0633.230 | 70
P=1589 | X=0511.150-0522.270 | Y=0623.910-0633.230 | 40
P=1589 | X=0107.330-0393.120 | Y=0639.310-0650.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1589 | X=0107.330-0330.970 | Y=0656.830-0668.070 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1589 | X=0107.330-0167.610 | Y=0674.830-0686.070 | Đường nối từ
P=1589 | X=0248.740-0395.020 | Y=0674.830-0686.070 | Hết ranh thửa đất số 7, tờ BĐĐC
P=1589 | X=0090.020-0227.910 | Y=0688.230-0697.550 | 122 Quốc lộ 20 với Quốc lộ 20
P=1589 | X=0248.740-0399.100 | Y=0688.230-0697.550 | số 19 về bên trái và hết ranh thửa
P=1589 | X=0448.250-0464.890 | Y=0688.230-0697.550 | 230
P=1589 | X=0505.390-0522.030 | Y=0688.230-0697.550 | 200
P=1589 | X=0107.330-0159.260 | Y=0697.870-0709.110 | Đồi Du Lịch
P=1589 | X=0248.740-0396.220 | Y=0697.870-0709.110 | đất số 34, tờ BĐĐC số 19 về bên
P=1590 | X=0248.740-0318.880 | Y=0074.620-0083.940 | phải, xã La Ngà
P=1590 | X=0107.330-0384.160 | Y=0090.740-0101.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nối từ
P=1590 | X=0107.330-0399.340 | Y=0102.260-0113.500 | Quốc lộ 20 với Đồi Du Lịch đoạn từ Quốc lộ 20 đến Hết ranh thửa
P=1590 | X=0107.330-0400.830 | Y=0113.780-0125.020 | đất số 7, tờ BĐĐC số 19 về bên trái và hết ranh thửa đất số 34, tờ
P=1590 | X=0107.330-0401.590 | Y=0125.330-0136.570 | BĐĐC số 19 về bên phải, xã La Ngà có hiện trạng là đường nhựa,
P=1590 | X=0090.020-0106.660 | Y=0133.210-0142.530 | 123
P=1590 | X=0448.250-0464.890 | Y=0133.210-0142.530 | 140
P=1590 | X=0505.390-0522.030 | Y=0133.210-0142.530 | 110
P=1590 | X=0107.330-0181.410 | Y=0136.850-0148.090 | bê tông xi măng:
P=1590 | X=0107.330-0338.410 | Y=0154.370-0165.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1590 | X=0107.330-0384.520 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1590 | X=0107.330-0384.160 | Y=0189.650-0200.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nối từ
P=1590 | X=0107.330-0399.340 | Y=0201.190-0212.430 | Quốc lộ 20 với Đồi Du Lịch đoạn từ Quốc lộ 20 đến Hết ranh thửa
P=1590 | X=0107.330-0400.830 | Y=0212.710-0223.950 | đất số 7, tờ BĐĐC số 19 về bên trái và hết ranh thửa đất số 34, tờ
P=1590 | X=0107.330-0401.590 | Y=0224.230-0235.470 | BĐĐC số 19 về bên phải, xã La Ngà có hiện trạng là đường nhựa,
P=1590 | X=0107.330-0181.410 | Y=0235.750-0246.990 | bê tông xi măng:
P=1590 | X=0090.020-0106.660 | Y=0246.750-0256.070 | 124
P=1590 | X=0448.250-0464.890 | Y=0246.750-0256.070 | 110
P=1590 | X=0511.150-0522.270 | Y=0246.750-0256.070 | 70
P=1590 | X=0107.330-0338.880 | Y=0253.270-0264.510 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1590 | X=0107.330-0394.220 | Y=0270.790-0282.030 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1590 | X=0107.330-0168.450 | Y=0282.340-0293.580 | đến ≤1.000m.
P=1590 | X=0107.330-0330.500 | Y=0299.860-0311.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1590 | X=0107.330-0384.160 | Y=0317.860-0329.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường nối từ
P=1590 | X=0107.330-0399.340 | Y=0329.380-0340.620 | Quốc lộ 20 với Đồi Du Lịch đoạn từ Quốc lộ 20 đến Hết ranh thửa
P=1590 | X=0107.330-0400.830 | Y=0340.900-0352.140 | đất số 7, tờ BĐĐC số 19 về bên trái và hết ranh thửa đất số 34, tờ
P=1590 | X=0107.330-0401.590 | Y=0352.180-0363.420 | BĐĐC số 19 về bên phải, xã La Ngà có hiện trạng là đường nhựa,
P=1590 | X=0090.020-0106.660 | Y=0360.060-0369.380 | 125
P=1590 | X=0454.010-0465.130 | Y=0360.060-0369.380 | 70
P=1590 | X=0511.150-0522.270 | Y=0360.060-0369.380 | 40
P=1590 | X=0107.330-0181.410 | Y=0363.700-0374.940 | bê tông xi măng:
P=1590 | X=0107.330-0393.120 | Y=0381.240-0392.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1590 | X=0107.330-0330.970 | Y=0398.760-0410.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1590 | X=0107.330-0392.590 | Y=0416.760-0428.000 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1590 | X=0107.330-0397.420 | Y=0428.280-0439.520 | Đường nối từ Quốc lộ 20 với Đồi Du Lịch đoạn từ Quốc lộ 20 đến
P=1590 | X=0107.330-0383.260 | Y=0439.800-0451.040 | Hết ranh thửa đất số 7, tờ BĐĐC số 19 về bên trái và hết ranh
P=1590 | X=0107.330-0390.460 | Y=0451.340-0462.580 | Thửa đất số 34, tờ BĐĐC số 19 về Bên phải, xã La Ngà có hiện
P=1590 | X=0090.020-0106.660 | Y=0459.220-0468.540 | 126
P=1590 | X=0448.250-0464.890 | Y=0459.220-0468.540 | 140
P=1590 | X=0505.390-0522.030 | Y=0459.220-0468.540 | 110
P=1590 | X=0107.330-0279.110 | Y=0462.860-0474.100 | trạng là đường nhựa, bê tông xi măng:
P=1590 | X=0107.330-0338.410 | Y=0480.380-0491.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1590 | X=0107.330-0384.500 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1590 | X=0107.330-0392.590 | Y=0515.900-0527.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1590 | X=0107.330-0397.420 | Y=0527.420-0538.660 | Đường nối từ Quốc lộ 20 với Đồi Du Lịch đoạn từ Quốc lộ 20 đến
P=1590 | X=0107.330-0383.260 | Y=0538.970-0550.210 | Hết ranh thửa đất số 7, tờ BĐĐC số 19 về bên trái và hết ranh
P=1590 | X=0107.330-0387.340 | Y=0550.250-0561.490 | thửa đất số 34, tờ BĐĐC số 19 về Bên phải, xã La Ngà có hiện
P=1590 | X=0107.330-0279.110 | Y=0561.770-0573.010 | trạng là đường nhựa, bê tông xi măng:
P=1590 | X=0090.020-0106.690 | Y=0572.770-0582.090 | 127
P=1590 | X=0448.250-0464.890 | Y=0572.770-0582.090 | 110
