TABLE=005 | AREA=Phường Trảng Dài | SECTION=agricultural | SEGMENTS=1
P=0190 | X=0310.680-0406.490 | Y=0283.540-0294.780 | Đường Đoàn Văn Cự
P=0190 | X=0094.100-0110.740 | Y=0285.420-0294.740 | 197
P=0190 | X=0445.610-0462.250 | Y=0285.420-0294.740 | 730
P=0190 | X=0505.390-0522.030 | Y=0285.420-0294.740 | 530
P=0190 | X=0115.490-0132.130 | Y=0291.180-0300.500 | 768
P=0190 | X=0115.490-0402.230 | Y=0307.300-0318.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 768
P=0190 | X=0115.490-0416.380 | Y=0318.820-0330.060 | đoạn từ Cầu Ông Hường đến Đường Đoàn Văn Cự có hiện trạng là
P=0190 | X=0115.490-0251.260 | Y=0330.340-0341.580 | đường nhựa, bê tông xi măng:
P=0190 | X=0094.100-0110.740 | Y=0338.220-0347.540 | 198
P=0190 | X=0445.610-0462.250 | Y=0338.220-0347.540 | 500
P=0190 | X=0505.390-0522.030 | Y=0338.220-0347.540 | 330
P=0190 | X=0115.490-0346.570 | Y=0347.860-0359.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0190 | X=0115.490-0392.680 | Y=0365.400-0376.640 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0190 | X=0115.490-0402.230 | Y=0383.400-0394.640 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 768
P=0190 | X=0115.490-0416.380 | Y=0394.920-0406.160 | đoạn từ Cầu Ông Hường đến Đường Đoàn Văn Cự có hiện trạng là
P=0190 | X=0115.490-0251.260 | Y=0406.200-0417.440 | đường nhựa, bê tông xi măng:
P=0190 | X=0094.100-0347.040 | Y=0423.720-0438.040 | 199 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0190 | X=0445.610-0462.250 | Y=0428.720-0438.040 | 400
P=0190 | X=0505.390-0522.030 | Y=0428.720-0438.040 | 260
P=0190 | X=0115.490-0421.910 | Y=0441.240-0452.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0190 | X=0115.490-0157.170 | Y=0452.780-0464.020 | ≤1.000m.
P=0190 | X=0115.490-0338.660 | Y=0470.300-0481.540 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0190 | X=0115.490-0402.230 | Y=0488.300-0499.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 768
P=0190 | X=0115.490-0414.220 | Y=0499.820-0511.060 | đoạn từ Cầu ông Hường đến Đường Đoàn Văn Cự có hiện trạng là
P=0190 | X=0115.490-0251.260 | Y=0511.340-0522.580 | đường nhựa, bê tông xi măng:
P=0190 | X=0094.100-0110.740 | Y=0519.220-0528.540 | 200
P=0190 | X=0445.610-0462.250 | Y=0519.220-0528.540 | 290
P=0190 | X=0505.390-0522.030 | Y=0519.220-0528.540 | 180
P=0190 | X=0115.490-0401.300 | Y=0528.860-0540.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0190 | X=0115.490-0339.130 | Y=0546.410-0557.650 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0190 | X=0115.490-0400.750 | Y=0564.410-0575.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0190 | X=0115.490-0417.760 | Y=0575.930-0587.170 | Đường tỉnh 768 đoạn từ Cầu Ông Hường đến Đường Đoàn Văn Cự
P=0190 | X=0115.490-0322.340 | Y=0587.450-0598.690 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0190 | X=0094.100-0110.740 | Y=0595.330-0604.650 | 201
P=0190 | X=0445.610-0462.250 | Y=0595.330-0604.650 | 500
P=0190 | X=0505.390-0522.030 | Y=0595.330-0604.650 | 330
P=0190 | X=0115.490-0346.570 | Y=0604.970-0616.210 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0190 | X=0115.490-0392.680 | Y=0622.270-0633.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0190 | X=0115.490-0400.750 | Y=0640.270-0651.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0190 | X=0115.490-0417.760 | Y=0651.790-0663.030 | Đường tỉnh 768 đoạn từ Cầu Ông Hường đến Đường Đoàn Văn Cự
P=0190 | X=0115.490-0322.340 | Y=0663.310-0674.550 | có hiện trạng là đường nhựa, bê tông xi măng;
P=0190 | X=0094.100-0110.740 | Y=0671.190-0680.510 | 202
P=0190 | X=0445.610-0462.250 | Y=0671.190-0680.510 | 400
P=0190 | X=0505.390-0522.030 | Y=0671.190-0680.510 | 260
P=0190 | X=0115.490-0347.040 | Y=0680.830-0692.070 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0190 | X=0115.490-0421.910 | Y=0698.350-0709.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0191 | X=0115.490-0157.170 | Y=0072.740-0083.980 | ≤1.000m.
P=0191 | X=0115.490-0338.660 | Y=0090.260-0101.500 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0191 | X=0115.490-0400.750 | Y=0108.260-0119.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0191 | X=0115.490-0417.760 | Y=0119.810-0131.050 | Đường tỉnh 768 đoạn từ Cầu Ông Hường đến Đường Đoàn Văn Cự
P=0191 | X=0115.490-0322.340 | Y=0131.330-0142.570 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0191 | X=0094.100-0110.740 | Y=0139.210-0148.530 | 203
P=0191 | X=0445.610-0462.250 | Y=0139.210-0148.530 | 290
P=0191 | X=0505.390-0522.030 | Y=0139.210-0148.530 | 180
P=0191 | X=0115.490-0401.300 | Y=0148.850-0160.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0191 | X=0115.490-0341.780 | Y=0166.370-0177.610 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0191 | X=0115.490-0166.210 | Y=0184.370-0195.610 | Đường tỉnh
P=0191 | X=0182.710-0278.530 | Y=0190.130-0201.370 | Đường Đoàn Văn Cự
P=0191 | X=0094.100-0110.740 | Y=0192.010-0201.330 | 204
P=0191 | X=0310.680-0403.150 | Y=0192.010-0201.330 | Giáp ranh xã Tân An
P=0191 | X=0445.610-0462.250 | Y=0192.010-0201.330 | 730
P=0191 | X=0505.390-0522.030 | Y=0192.010-0201.330 | 530
P=0191 | X=0115.490-0132.130 | Y=0197.530-0206.850 | 768
P=0191 | X=0115.490-0402.230 | Y=0213.670-0224.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 768
P=0191 | X=0115.490-0398.150 | Y=0225.190-0236.430 | đoạn từ Đường Đoàn Văn Cự đến Giáp ranh xã Tân An có hiện
P=0191 | X=0115.490-0287.270 | Y=0236.710-0247.950 | trạng là đường nhựa, bê tông xi măng:
P=0191 | X=0094.100-0110.740 | Y=0244.590-0253.910 | 205
P=0191 | X=0445.610-0462.250 | Y=0244.590-0253.910 | 500
P=0191 | X=0505.390-0522.030 | Y=0244.590-0253.910 | 330
P=0191 | X=0115.490-0346.570 | Y=0254.230-0265.470 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0191 | X=0115.490-0392.680 | Y=0271.750-0282.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0191 | X=0115.490-0402.230 | Y=0289.780-0301.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 768
P=0191 | X=0115.490-0398.150 | Y=0301.300-0312.540 | đoạn từ Đường Đoàn Văn Cự đến Giáp ranh xã Tân An có hiện
P=0191 | X=0115.490-0287.270 | Y=0312.820-0324.060 | trạng là đường nhựa, bê tông xi măng:
P=0191 | X=0094.100-0347.040 | Y=0330.340-0344.420 | 206 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0191 | X=0445.610-0462.250 | Y=0335.100-0344.420 | 400
P=0191 | X=0505.390-0522.030 | Y=0335.100-0344.420 | 260
P=0191 | X=0115.490-0421.910 | Y=0347.860-0359.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0191 | X=0115.490-0157.170 | Y=0359.380-0370.620 | ≤1.000m.
P=0191 | X=0115.490-0338.660 | Y=0376.920-0388.160 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0191 | X=0115.490-0402.230 | Y=0394.920-0406.160 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 768
P=0191 | X=0115.490-0398.150 | Y=0406.200-0417.440 | đoạn từ Đường Đoàn Văn Cự đến Giáp ranh xã Tân An có hiện
P=0191 | X=0115.490-0287.270 | Y=0417.720-0428.960 | trạng là đường nhựa, bê tông xi măng:
P=0191 | X=0094.100-0110.740 | Y=0425.600-0434.920 | 207
P=0191 | X=0445.610-0462.250 | Y=0425.600-0434.920 | 290
P=0191 | X=0505.390-0522.030 | Y=0425.600-0434.920 | 180
P=0191 | X=0115.490-0401.300 | Y=0435.240-0446.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0191 | X=0115.490-0339.130 | Y=0452.780-0464.020 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0191 | X=0115.490-0400.750 | Y=0470.780-0482.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0191 | X=0115.490-0420.890 | Y=0482.300-0493.540 | Đường tỉnh 768 đoạn từ Đường Đoàn Văn Cự đến Giáp ranh xã Tân
P=0191 | X=0115.490-0337.450 | Y=0493.820-0505.060 | An có hiện trạng là đường nhựa, bê tông xi măng:
P=0191 | X=0094.100-0110.740 | Y=0501.700-0511.020 | 208
P=0191 | X=0445.610-0462.250 | Y=0501.700-0511.020 | 500
P=0191 | X=0505.390-0522.030 | Y=0501.700-0511.020 | 330
P=0191 | X=0115.490-0346.570 | Y=0511.340-0522.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0191 | X=0115.490-0392.680 | Y=0528.860-0540.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0191 | X=0115.490-0400.750 | Y=0546.890-0558.130 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0191 | X=0115.490-0420.890 | Y=0558.410-0569.650 | Đường tỉnh 768 đoạn từ Đường Đoàn Văn Cự đến Giáp ranh xã Tân
P=0191 | X=0115.490-0337.450 | Y=0569.930-0581.170 | An có hiện trạng là đường nhựa, bê tông xi măng:
P=0191 | X=0094.100-0347.040 | Y=0587.450-0601.530 | 209 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0191 | X=0445.610-0462.250 | Y=0592.210-0601.530 | 400
P=0191 | X=0505.390-0522.030 | Y=0592.210-0601.530 | 260
P=0191 | X=0115.490-0421.910 | Y=0604.970-0616.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0191 | X=0115.490-0157.170 | Y=0616.270-0627.510 | ≤1.000m.
P=0191 | X=0115.490-0338.660 | Y=0633.790-0645.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0191 | X=0115.490-0400.750 | Y=0651.790-0663.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0191 | X=0115.490-0420.890 | Y=0663.310-0674.550 | Đường tỉnh 768 đoạn từ Đường Đoàn Văn Cự đến Giáp ranh xã Tân
P=0191 | X=0094.100-0337.480 | Y=0674.070-0686.070 | 210 An có hiện trạng là đường nhựa, bê tông xi măng:
P=0191 | X=0445.610-0462.250 | Y=0674.070-0683.390 | 290
P=0191 | X=0505.390-0522.030 | Y=0674.070-0683.390 | 180
P=0191 | X=0115.490-0401.300 | Y=0692.350-0703.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0192 | X=0115.490-0341.780 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0192 | X=0115.490-0174.610 | Y=0096.740-0107.980 | Đường Bưng
P=0192 | X=0182.710-0252.880 | Y=0102.500-0113.740 | Đường tỉnh 768
P=0192 | X=0094.100-0110.740 | Y=0104.380-0113.700 | 211
P=0192 | X=0310.680-0360.900 | Y=0104.380-0113.700 | Suối Bà Ba
P=0192 | X=0445.610-0462.250 | Y=0104.380-0113.700 | 670
P=0192 | X=0505.390-0522.030 | Y=0104.380-0113.700 | 470
P=0192 | X=0115.490-0135.010 | Y=0110.140-0119.460 | Mua
P=0192 | X=0115.490-0413.480 | Y=0126.290-0137.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bưng Mua
P=0192 | X=0115.490-0399.100 | Y=0137.810-0149.050 | đoạn từ Đường tỉnh 768 đến Suối Bà Ba có hiện trạng là đường
P=0192 | X=0115.490-0218.600 | Y=0149.330-0160.570 | nhựa, bê tông xi măng:
P=0192 | X=0094.100-0110.740 | Y=0157.210-0166.530 | 212
P=0192 | X=0445.610-0462.250 | Y=0157.210-0166.530 | 450
P=0192 | X=0505.390-0522.030 | Y=0157.210-0166.530 | 300
P=0192 | X=0115.490-0346.570 | Y=0166.850-0178.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0192 | X=0115.490-0392.680 | Y=0184.370-0195.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0192 | X=0115.490-0413.480 | Y=0202.390-0213.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bưng Mua
P=0192 | X=0115.490-0399.100 | Y=0213.670-0224.910 | đoạn từ Đường tỉnh 768 đến Suối Bà Ba có hiện trạng là đường
P=0192 | X=0115.490-0218.600 | Y=0225.190-0236.430 | nhựa, bê tông xi măng:
P=0192 | X=0094.100-0347.040 | Y=0242.710-0257.030 | 213 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0192 | X=0445.610-0462.250 | Y=0247.710-0257.030 | 350
P=0192 | X=0505.390-0522.030 | Y=0247.710-0257.030 | 220
P=0192 | X=0115.490-0421.910 | Y=0260.230-0271.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0192 | X=0115.490-0157.170 | Y=0271.750-0282.990 | ≤1.000m.
P=0192 | X=0115.490-0338.660 | Y=0289.300-0300.540 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0192 | X=0115.490-0413.480 | Y=0307.300-0318.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bưng Mua
P=0192 | X=0115.490-0399.100 | Y=0318.820-0330.060 | đoạn từ Đường tỉnh 768 đến Suối Bà Ba có hiện trạng là đường
P=0192 | X=0115.490-0218.600 | Y=0330.340-0341.580 | nhựa, bê tông xi măng:
P=0192 | X=0094.100-0110.740 | Y=0338.220-0347.540 | 214
P=0192 | X=0445.610-0462.250 | Y=0338.220-0347.540 | 230
P=0192 | X=0505.390-0522.030 | Y=0338.220-0347.540 | 140
P=0192 | X=0115.490-0401.300 | Y=0347.860-0359.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0192 | X=0115.490-0339.130 | Y=0365.400-0376.640 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0192 | X=0115.490-0400.750 | Y=0383.400-0394.640 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0192 | X=0115.490-0414.230 | Y=0394.920-0406.160 | Đường Bưng Mua đoạn từ Đường tỉnh 768 đến Suối Bà Ba có hiện
P=0192 | X=0115.490-0287.270 | Y=0406.200-0417.440 | trạng là đường nhựa, bê tông xi măng:
P=0192 | X=0094.100-0110.740 | Y=0414.080-0423.400 | 215
P=0192 | X=0445.610-0462.250 | Y=0414.080-0423.400 | 450
P=0192 | X=0505.390-0522.030 | Y=0414.080-0423.400 | 300
P=0192 | X=0115.490-0346.570 | Y=0423.720-0434.960 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0192 | X=0115.490-0392.680 | Y=0441.240-0452.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0192 | X=0115.490-0400.750 | Y=0459.260-0470.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0192 | X=0115.490-0414.230 | Y=0470.780-0482.020 | Đường Bưng Mua đoạn từ Đường tỉnh 768 đến Suối Bà Ba có hiện
P=0192 | X=0115.490-0287.270 | Y=0482.300-0493.540 | trạng là đường nhựa, bê tông xi măng:
P=0192 | X=0094.100-0347.080 | Y=0499.820-0514.140 | 216 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0192 | X=0445.610-0462.250 | Y=0504.820-0514.140 | 350
P=0192 | X=0505.390-0522.030 | Y=0504.820-0514.140 | 220
P=0192 | X=0115.490-0421.910 | Y=0517.340-0528.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0192 | X=0115.490-0157.170 | Y=0528.860-0540.100 | ≤1.000m.
P=0192 | X=0115.490-0338.660 | Y=0546.410-0557.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0192 | X=0115.490-0400.750 | Y=0564.410-0575.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0192 | X=0115.490-0414.220 | Y=0575.930-0587.170 | Đường Bưng Mua đoạn từ Đường tỉnh 768 đến Suối Bà Ba có hiện
P=0192 | X=0115.490-0287.270 | Y=0587.450-0598.690 | trạng là đường nhựa, bê tông xi măng:
P=0192 | X=0094.100-0110.740 | Y=0595.330-0604.650 | 217
P=0192 | X=0445.610-0462.250 | Y=0595.330-0604.650 | 230
P=0192 | X=0505.390-0522.030 | Y=0595.330-0604.650 | 140
P=0192 | X=0115.490-0401.300 | Y=0604.970-0616.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0192 | X=0115.490-0341.780 | Y=0622.270-0633.510 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0192 | X=0310.680-0416.140 | Y=0642.150-0651.470 | Bên phải: hết ranh thửa
P=0192 | X=0310.680-0413.500 | Y=0651.790-0663.030 | đất số 21, tờ bản đồ số
P=0192 | X=0115.490-0174.610 | Y=0657.550-0668.790 | Đường Bưng
P=0192 | X=0310.680-0420.790 | Y=0663.310-0674.550 | 100, BĐĐC. Bên trái: hết
P=0192 | X=0094.100-0110.740 | Y=0665.190-0674.510 | 218
P=0192 | X=0182.710-0232.930 | Y=0665.190-0674.510 | Suối Bà Ba
P=0192 | X=0445.610-0462.250 | Y=0665.190-0674.510 | 670
P=0192 | X=0505.390-0522.030 | Y=0665.190-0674.510 | 470
P=0192 | X=0115.490-0135.010 | Y=0670.950-0680.270 | Mua
P=0192 | X=0310.680-0418.600 | Y=0674.830-0686.070 | ranh thửa đất số 197, tờ
P=0192 | X=0310.680-0407.980 | Y=0686.350-0697.590 | bản đồ số 100, BĐĐC
P=0192 | X=0094.100-0413.480 | Y=0704.370-0715.610 | 219 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bưng Mua
P=0192 | X=0445.610-0462.250 | Y=0706.260-0715.580 | 450
P=0192 | X=0505.390-0522.030 | Y=0706.260-0715.580 | 300
P=0193 | X=0115.490-0422.630 | Y=0072.740-0083.980 | đoạn từ Suối Bà Ba đến Bên phải: hết ranh thửa đất số 21, tờ bản đồ
P=0193 | X=0115.490-0418.150 | Y=0084.260-0095.500 | số 100, BĐĐC. Bên trái: hết ranh thửa đất số 197, tờ bản đồ số 100,
P=0193 | X=0115.490-0353.530 | Y=0095.780-0107.020 | BĐĐC có hiện trạng là đường nhựa, bê tông xi măng;
P=0193 | X=0115.490-0346.570 | Y=0113.300-0124.540 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0193 | X=0115.490-0392.680 | Y=0130.850-0142.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0193 | X=0115.490-0413.480 | Y=0148.850-0160.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bưng Mua
P=0193 | X=0115.490-0422.630 | Y=0160.370-0171.610 | đoạn từ Suối Bà Ba đến Bên phải: hết ranh thửa đất số 21, tờ bản đồ
P=0193 | X=0115.490-0418.150 | Y=0171.650-0182.890 | số 100, BĐĐC. Bên trái: hết ranh thửa đất số 197, tờ bản đồ số 100,
P=0193 | X=0115.490-0353.530 | Y=0183.170-0194.410 | BĐĐC có hiện trạng là đường nhựa, bê tông xi măng:
P=0193 | X=0094.100-0347.040 | Y=0199.950-0211.950 | 220 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0193 | X=0445.610-0462.250 | Y=0199.950-0209.270 | 350
P=0193 | X=0505.390-0522.030 | Y=0199.950-0209.270 | 220
P=0193 | X=0115.490-0421.910 | Y=0218.230-0229.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0193 | X=0115.490-0157.170 | Y=0229.750-0240.990 | ≤1.000m.
P=0193 | X=0115.490-0338.660 | Y=0247.270-0258.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0193 | X=0115.490-0413.480 | Y=0265.270-0276.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bưng Mua
P=0193 | X=0115.490-0422.630 | Y=0276.790-0288.030 | đoạn từ Suối Bà Ba đến Bên phải: hết ranh thửa đất số 21, tờ bản đồ
P=0193 | X=0115.490-0418.150 | Y=0288.340-0299.580 | số 100, BĐĐC. Bên trái: hết ranh thửa đất số 197, tờ bản đồ số 100,
P=0193 | X=0094.100-0353.530 | Y=0299.860-0311.300 | 221 BĐĐC có hiện trạng là đường nhựa, bê tông xi măng:
P=0193 | X=0445.610-0462.250 | Y=0301.980-0311.300 | 230
P=0193 | X=0505.390-0522.030 | Y=0301.980-0311.300 | 140
P=0193 | X=0115.490-0401.300 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0193 | X=0115.490-0339.130 | Y=0334.900-0346.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0193 | X=0115.490-0400.750 | Y=0352.900-0364.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0193 | X=0115.490-0414.470 | Y=0364.180-0375.420 | Đường Bưng Mua đoạn từ Suối Bà Ba đến Bên phải: hết ranh thửa
P=0193 | X=0115.490-0407.260 | Y=0375.720-0386.960 | đất số 21, tờ bản đồ số 100, BĐĐC. Bên trái: hết ranh thửa đất số
P=0193 | X=0115.490-0416.370 | Y=0387.240-0398.480 | 197, tờ bản đồ số 100, BĐĐC có hiện trạng là đường nhựa, bê tông
P=0193 | X=0094.100-0110.740 | Y=0395.120-0404.440 | 222
P=0193 | X=0445.610-0462.250 | Y=0395.120-0404.440 | 450
P=0193 | X=0505.390-0522.030 | Y=0395.120-0404.440 | 300
P=0193 | X=0115.490-0153.320 | Y=0398.760-0410.000 | xi măng:
P=0193 | X=0115.490-0346.580 | Y=0416.280-0427.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0193 | X=0115.490-0392.680 | Y=0433.800-0445.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0193 | X=0115.490-0400.750 | Y=0451.820-0463.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0193 | X=0115.490-0414.470 | Y=0463.340-0474.580 | Đường Bưng Mua đoạn từ Suối Bà Ba đến Bên phải: hết ranh thửa
P=0193 | X=0115.490-0407.260 | Y=0474.860-0486.100 | đất số 21, tờ bản đồ số 100, BĐĐC. Bên trái: hết ranh thửa đất số
P=0193 | X=0115.490-0416.370 | Y=0486.380-0497.620 | 197, tờ bản đồ số 100, BĐĐC có hiện trạng là đường nhựa, bê tông
P=0193 | X=0115.490-0153.320 | Y=0497.900-0509.140 | xi măng:
P=0193 | X=0094.100-0110.740 | Y=0508.660-0517.980 | 223
P=0193 | X=0445.610-0462.250 | Y=0508.660-0517.980 | 350
P=0193 | X=0505.390-0522.030 | Y=0508.660-0517.980 | 220
P=0193 | X=0115.490-0347.040 | Y=0515.420-0526.660 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0193 | X=0115.490-0421.910 | Y=0532.970-0544.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0193 | X=0115.490-0157.170 | Y=0544.250-0555.490 | ≤1.000m.
P=0193 | X=0115.490-0338.680 | Y=0561.770-0573.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0193 | X=0115.490-0400.750 | Y=0579.770-0591.010 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0193 | X=0115.490-0414.470 | Y=0591.290-0602.530 | Đường Bưng Mua đoạn từ Suối Bà Ba đến Bên phải: hết ranh thửa
P=0193 | X=0115.490-0407.260 | Y=0602.810-0614.050 | đất số 21, tờ bản đồ số 100, BĐĐC. Bên trái: hết ranh thửa đất số
P=0193 | X=0115.490-0416.370 | Y=0614.330-0625.570 | 197, tờ bản đồ số 100, BĐĐC có hiện trạng là đường nhựa, bê tông
P=0193 | X=0094.100-0110.740 | Y=0622.230-0631.550 | 224
P=0193 | X=0445.610-0462.250 | Y=0622.230-0631.550 | 230
P=0193 | X=0505.390-0522.030 | Y=0622.230-0631.550 | 140
P=0193 | X=0115.490-0153.320 | Y=0625.870-0637.110 | xi măng:
P=0193 | X=0115.490-0401.300 | Y=0643.390-0654.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0193 | X=0115.490-0341.780 | Y=0660.910-0672.150 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0193 | X=0115.490-0167.410 | Y=0678.910-0690.150 | Đường Tân
P=0193 | X=0310.680-0413.030 | Y=0678.910-0690.150 | Giáp ranh phường Tân
P=0193 | X=0182.710-0252.880 | Y=0684.670-0695.910 | Đường tỉnh 768
P=0193 | X=0094.100-0110.740 | Y=0686.550-0695.870 | 225
P=0193 | X=0445.610-0462.250 | Y=0686.550-0695.870 | 700
P=0193 | X=0505.390-0522.030 | Y=0686.550-0695.870 | 500
P=0193 | X=0115.490-0136.210 | Y=0692.310-0701.630 | Hiền
P=0193 | X=0310.680-0333.800 | Y=0692.310-0701.630 | Triều
P=0193 | X=0094.100-0407.270 | Y=0708.450-0719.690 | 226 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân Hiền
P=0193 | X=0445.610-0462.250 | Y=0710.340-0719.660 | 480
P=0193 | X=0505.390-0522.030 | Y=0710.340-0719.660 | 310
P=0194 | X=0115.490-0407.980 | Y=0072.740-0083.980 | đoạn từ Đường tỉnh 768 đến Giáp ranh phường Tân Triều có hiện
P=0194 | X=0115.490-0287.270 | Y=0084.260-0095.500 | trạng là đường nhựa, bê tông xi măng:
P=0194 | X=0115.490-0346.570 | Y=0101.780-0113.020 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0194 | X=0115.490-0392.680 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0194 | X=0115.490-0407.270 | Y=0137.330-0148.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân Hiền
P=0194 | X=0115.490-0407.980 | Y=0148.850-0160.090 | đoạn từ Đường tỉnh 768 đến Giáp ranh phường Tân Triều có hiện
P=0194 | X=0115.490-0287.270 | Y=0160.370-0171.610 | trạng là đường nhựa, bê tông xi măng:
P=0194 | X=0094.100-0347.040 | Y=0177.650-0191.970 | 227 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0194 | X=0445.610-0462.250 | Y=0182.650-0191.970 | 370
P=0194 | X=0505.390-0522.030 | Y=0182.650-0191.970 | 240
P=0194 | X=0115.490-0421.910 | Y=0195.170-0206.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
