TABLE=015 | AREA=Xã Phước Thái | SECTION=agricultural | SEGMENTS=1
P=0498 | X=0505.390-0522.030 | Y=0229.710-0239.030 | 250
P=0498 | X=0109.010-0395.900 | Y=0242.230-0253.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0498 | X=0109.010-0170.130 | Y=0253.750-0264.990 | đến ≤1.000m.
P=0498 | X=0109.010-0332.180 | Y=0271.270-0282.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0498 | X=0109.010-0398.620 | Y=0289.300-0300.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hồ Tùng
P=0498 | X=0109.010-0394.300 | Y=0300.820-0312.060 | Mậu đoạn từ Đường Nguyễn Hữu Thọ đến Đường Thích Quảng
P=0498 | X=0109.010-0337.700 | Y=0312.340-0323.580 | Đức có hiện trạng là đường nhựa, bê tông xi măng:
P=0498 | X=0090.740-0107.380 | Y=0320.220-0329.540 | 333
P=0498 | X=0449.450-0466.090 | Y=0320.220-0329.540 | 180
P=0498 | X=0505.390-0522.030 | Y=0320.220-0329.540 | 180
P=0498 | X=0109.010-0394.820 | Y=0329.860-0341.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0498 | X=0109.010-0332.650 | Y=0347.380-0358.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0498 | X=0109.010-0394.270 | Y=0365.400-0376.640 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0498 | X=0109.010-0409.190 | Y=0376.920-0388.160 | Đường Hồ Tùng Mậu đoạn từ Đường Nguyễn Hữu Thọ đến Đường
P=0498 | X=0109.010-0398.190 | Y=0388.200-0399.440 | Thích Quảng Đức có hiện trạng là đường nhựa, bê tông xi măng:
P=0498 | X=0090.740-0107.380 | Y=0396.080-0405.400 | 334
P=0498 | X=0449.450-0466.090 | Y=0396.080-0405.400 | 400
P=0498 | X=0505.390-0522.030 | Y=0396.080-0405.400 | 360
P=0498 | X=0109.010-0340.090 | Y=0405.720-0416.960 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0498 | X=0109.010-0386.200 | Y=0423.240-0434.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0498 | X=0109.010-0394.270 | Y=0441.240-0452.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0498 | X=0109.010-0409.190 | Y=0452.780-0464.020 | Đường Hồ Tùng Mậu đoạn từ Đường Nguyễn Hữu Thọ đến Đường
P=0498 | X=0109.010-0398.190 | Y=0464.300-0475.540 | Thích Quảng Đức có hiện trạng là đường nhựa, bê tông xi măng:
P=0498 | X=0090.740-0340.560 | Y=0481.820-0496.140 | 335 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0498 | X=0449.450-0466.090 | Y=0486.820-0496.140 | 290
P=0498 | X=0505.390-0522.030 | Y=0486.820-0496.140 | 250
P=0498 | X=0109.010-0395.900 | Y=0499.340-0510.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0498 | X=0109.010-0170.130 | Y=0510.860-0522.100 | đến ≤1.000m.
P=0498 | X=0109.010-0332.180 | Y=0528.380-0539.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0498 | X=0109.010-0394.270 | Y=0546.410-0557.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0498 | X=0109.010-0409.190 | Y=0557.930-0569.170 | Đường Hồ Tùng Mậu đoạn từ Đường Nguyễn Hữu Thọ đến Đường
P=0498 | X=0109.010-0398.190 | Y=0569.450-0580.690 | Thích Quảng Đức có hiện trạng là đường nhựa, bê tông xi măng:
P=0498 | X=0090.740-0107.410 | Y=0577.330-0586.650 | 336
P=0498 | X=0449.450-0466.090 | Y=0577.330-0586.650 | 180
P=0498 | X=0505.390-0522.030 | Y=0577.330-0586.650 | 180
P=0498 | X=0109.010-0394.820 | Y=0586.970-0598.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0498 | X=0109.010-0332.650 | Y=0604.250-0615.490 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0498 | X=0109.010-0193.120 | Y=0622.270-0633.510 | Đường Nguyễn An
P=0498 | X=0210.790-0403.430 | Y=0622.270-0633.510 | Đường Nguyễn Hữu Đường Nguyễn Hữu
P=0498 | X=0090.740-0107.380 | Y=0629.910-0639.230 | 337
P=0498 | X=0449.450-0466.090 | Y=0629.910-0639.230 | 600
P=0498 | X=0505.390-0522.030 | Y=0629.910-0639.230 | 530
P=0498 | X=0109.010-0129.720 | Y=0635.670-0644.990 | Ninh
P=0498 | X=0210.790-0234.630 | Y=0635.670-0644.990 | Cảnh
P=0498 | X=0312.120-0329.480 | Y=0635.670-0644.990 | Thọ
P=0498 | X=0109.010-0409.670 | Y=0651.790-0663.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn An
P=0498 | X=0109.010-0400.790 | Y=0663.310-0674.550 | Ninh đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn Hữu
P=0498 | X=0090.740-0336.040 | Y=0674.070-0686.070 | 338 Thọ có hiện trạng là đường nhựa, bê tông xi măng:
P=0498 | X=0449.450-0466.090 | Y=0674.070-0683.390 | 400
P=0498 | X=0505.390-0522.030 | Y=0674.070-0683.390 | 360
P=0498 | X=0109.010-0340.090 | Y=0692.350-0703.590 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0499 | X=0109.010-0386.200 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0499 | X=0109.010-0409.670 | Y=0096.740-0107.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn An
P=0499 | X=0109.010-0400.790 | Y=0108.260-0119.500 | Ninh đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn Hữu
P=0499 | X=0109.010-0336.010 | Y=0119.810-0131.050 | Thọ có hiện trạng là đường nhựa, bê tông xi măng:
P=0499 | X=0090.740-0340.560 | Y=0137.330-0151.410 | 339 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0499 | X=0449.450-0466.090 | Y=0142.090-0151.410 | 290
P=0499 | X=0505.390-0522.030 | Y=0142.090-0151.410 | 250
P=0499 | X=0109.010-0395.900 | Y=0154.850-0166.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0499 | X=0109.010-0170.130 | Y=0166.370-0177.610 | đến ≤1.000m.
P=0499 | X=0109.010-0332.180 | Y=0183.650-0194.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0499 | X=0109.010-0409.670 | Y=0201.670-0212.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn An
P=0499 | X=0109.010-0400.790 | Y=0213.190-0224.430 | Ninh đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn Hữu
P=0499 | X=0109.010-0336.010 | Y=0224.710-0235.950 | Thọ có hiện trạng là đường nhựa, bê tông xi măng:
P=0499 | X=0090.740-0107.380 | Y=0232.590-0241.910 | 340
P=0499 | X=0449.450-0466.090 | Y=0232.590-0241.910 | 180
P=0499 | X=0505.390-0522.030 | Y=0232.590-0241.910 | 180
P=0499 | X=0109.010-0394.820 | Y=0242.230-0253.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0499 | X=0109.010-0332.650 | Y=0259.750-0270.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0499 | X=0109.010-0394.270 | Y=0277.750-0288.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0499 | X=0109.010-0393.580 | Y=0289.300-0300.540 | Đường Nguyễn An Ninh đoạn từ Đường Nguyễn Hữu Cảnh đến
P=0499 | X=0109.010-0399.080 | Y=0300.820-0312.060 | Đường Nguyễn Hữu Thọ có hiện trạng là đường nhựa, bê tông xi
P=0499 | X=0090.740-0137.010 | Y=0312.340-0323.780 | 341 măng:
P=0499 | X=0449.450-0466.090 | Y=0314.460-0323.780 | 400
P=0499 | X=0505.390-0522.030 | Y=0314.460-0323.780 | 360
P=0499 | X=0109.010-0340.090 | Y=0329.860-0341.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0499 | X=0109.010-0386.200 | Y=0347.380-0358.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0499 | X=0109.010-0394.270 | Y=0365.400-0376.640 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0499 | X=0109.010-0393.580 | Y=0376.920-0388.160 | Đường Nguyễn An Ninh đoạn từ Đường Nguyễn Hữu Cảnh đến
P=0499 | X=0109.010-0399.080 | Y=0388.200-0399.440 | Đường Nguyễn Hữu Thọ có hiện trạng là đường nhựa, bê tông xi
P=0499 | X=0109.010-0137.010 | Y=0399.720-0410.960 | măng:
P=0499 | X=0090.740-0340.560 | Y=0416.480-0428.480 | 342 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0499 | X=0449.450-0466.090 | Y=0416.480-0425.800 | 290
P=0499 | X=0505.390-0522.030 | Y=0416.480-0425.800 | 250
P=0499 | X=0109.010-0395.900 | Y=0434.760-0446.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0499 | X=0109.010-0170.130 | Y=0446.280-0457.520 | đến ≤1.000m.
P=0499 | X=0109.010-0332.180 | Y=0463.820-0475.060 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0499 | X=0109.010-0394.270 | Y=0481.820-0493.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0499 | X=0109.010-0393.580 | Y=0493.340-0504.580 | Đường Nguyễn An Ninh đoạn từ Đường Nguyễn Hữu Cảnh đến
P=0499 | X=0109.010-0399.080 | Y=0504.860-0516.100 | Đường Nguyễn Hữu Thọ có hiện trạng là đường nhựa, bê tông xi
P=0499 | X=0090.740-0137.010 | Y=0516.380-0527.820 | 343 măng:
P=0499 | X=0449.450-0466.090 | Y=0518.500-0527.820 | 180
P=0499 | X=0505.390-0522.030 | Y=0518.500-0527.820 | 180
P=0499 | X=0109.010-0394.820 | Y=0533.930-0545.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0499 | X=0109.010-0332.670 | Y=0551.450-0562.690 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0499 | X=0109.010-0198.630 | Y=0569.450-0580.690 | Đường Nguyễn Văn
P=0499 | X=0210.790-0384.930 | Y=0569.450-0580.690 | Đường Nguyễn Hữu Đường Trần Đại
P=0499 | X=0090.740-0107.380 | Y=0577.090-0586.410 | 344
P=0499 | X=0449.450-0466.090 | Y=0577.090-0586.410 | 600
P=0499 | X=0505.390-0522.030 | Y=0577.090-0586.410 | 530
P=0499 | X=0312.120-0338.840 | Y=0580.970-0592.210 | Nghĩa
P=0499 | X=0109.010-0126.370 | Y=0582.850-0592.170 | Trỗi
P=0499 | X=0210.790-0234.630 | Y=0582.850-0592.170 | Cảnh
P=0499 | X=0109.010-0394.550 | Y=0598.970-0610.210 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0499 | X=0109.010-0399.580 | Y=0610.250-0621.490 | Văn Trỗi đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Trần Đại
P=0499 | X=0109.010-0345.370 | Y=0621.790-0633.030 | Nghĩa có hiện trạng là đường nhựa, bê tông xi măng:
P=0499 | X=0090.740-0107.380 | Y=0629.670-0638.990 | 345
P=0499 | X=0449.450-0466.090 | Y=0629.670-0638.990 | 400
P=0499 | X=0505.390-0522.030 | Y=0629.670-0638.990 | 360
P=0499 | X=0109.010-0340.090 | Y=0639.310-0650.550 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0499 | X=0109.010-0386.200 | Y=0656.830-0668.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0499 | X=0109.010-0394.550 | Y=0674.830-0686.070 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0499 | X=0090.740-0399.580 | Y=0686.350-0697.590 | 346 Văn Trỗi đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Trần Đại
P=0499 | X=0449.450-0466.090 | Y=0688.230-0697.550 | 290
P=0499 | X=0505.390-0522.030 | Y=0688.230-0697.550 | 250
P=0499 | X=0109.010-0345.370 | Y=0697.870-0709.110 | Nghĩa có hiện trạng là đường nhựa, bê tông xi măng:
P=0500 | X=0109.010-0340.560 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0500 | X=0109.010-0395.900 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0500 | X=0109.010-0170.130 | Y=0107.780-0119.020 | đến ≤1.000m.
P=0500 | X=0109.010-0332.180 | Y=0125.330-0136.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0500 | X=0109.010-0394.550 | Y=0143.330-0154.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=0500 | X=0109.010-0399.580 | Y=0154.850-0166.090 | Văn Trỗi đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Trần Đại
P=0500 | X=0109.010-0345.370 | Y=0166.370-0177.610 | Nghĩa có hiện trạng là đường nhựa, bê tông xi măng:
P=0500 | X=0090.740-0107.380 | Y=0174.250-0183.570 | 347
P=0500 | X=0449.450-0466.090 | Y=0174.250-0183.570 | 180
P=0500 | X=0505.390-0522.030 | Y=0174.250-0183.570 | 180
P=0500 | X=0109.010-0394.820 | Y=0183.650-0194.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0500 | X=0109.010-0332.680 | Y=0201.190-0212.430 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0500 | X=0109.010-0394.300 | Y=0219.190-0230.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0500 | X=0109.010-0395.740 | Y=0230.710-0241.950 | Đường Nguyễn Văn Trỗi đoạn từ Đường Nguyễn Hữu Cảnh đến
P=0500 | X=0109.010-0390.190 | Y=0242.230-0253.470 | Đường Trần Đại Nghĩa có hiện trạng là đường nhựa, bê tông xi
P=0500 | X=0090.740-0137.010 | Y=0253.750-0265.190 | 348 măng:
P=0500 | X=0449.450-0466.090 | Y=0255.870-0265.190 | 400
P=0500 | X=0505.390-0522.030 | Y=0255.870-0265.190 | 360
P=0500 | X=0109.010-0340.120 | Y=0271.270-0282.510 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0500 | X=0109.010-0386.200 | Y=0288.820-0300.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0500 | X=0109.010-0394.300 | Y=0306.820-0318.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0500 | X=0109.010-0395.740 | Y=0318.340-0329.580 | Đường Nguyễn Văn Trỗi đoạn từ Đường Nguyễn Hữu Cảnh đến
P=0500 | X=0109.010-0390.190 | Y=0329.860-0341.100 | Đường Trần Đại Nghĩa có hiện trạng là đường nhựa, bê tông xi
P=0500 | X=0109.010-0137.010 | Y=0341.380-0352.620 | măng:
P=0500 | X=0090.740-0340.560 | Y=0357.900-0370.140 | 349 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0500 | X=0449.450-0466.090 | Y=0357.900-0367.220 | 290
P=0500 | X=0505.390-0522.030 | Y=0357.900-0367.220 | 250
P=0500 | X=0109.010-0395.900 | Y=0376.200-0387.440 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0500 | X=0109.010-0170.130 | Y=0387.720-0398.960 | đến ≤1.000m.
P=0500 | X=0109.010-0332.200 | Y=0405.240-0416.480 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0500 | X=0109.010-0394.270 | Y=0423.240-0434.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0500 | X=0109.010-0395.740 | Y=0434.760-0446.000 | Đường Nguyễn Văn Trỗi đoạn từ Đường Nguyễn Hữu Cảnh đến
P=0500 | X=0109.010-0390.190 | Y=0446.280-0457.520 | Đường Trần Đại Nghĩa có hiện trạng là đường nhựa, bê tông xi
P=0500 | X=0090.740-0137.010 | Y=0457.820-0469.260 | 350 măng:
P=0500 | X=0449.450-0466.090 | Y=0459.940-0469.260 | 180
P=0500 | X=0505.390-0522.030 | Y=0459.940-0469.260 | 180
P=0500 | X=0109.010-0394.820 | Y=0475.340-0486.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0500 | X=0109.010-0332.650 | Y=0492.860-0504.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0500 | X=0109.010-0195.910 | Y=0510.860-0522.100 | Đường Phạm Ngọc
P=0500 | X=0210.790-0283.610 | Y=0510.860-0522.100 | Đường Trần Đại
P=0500 | X=0312.120-0403.430 | Y=0510.860-0522.100 | Đường Nguyễn Hữu
P=0500 | X=0090.740-0107.380 | Y=0518.500-0527.820 | 351
P=0500 | X=0449.450-0466.090 | Y=0518.500-0527.820 | 600
P=0500 | X=0505.390-0522.030 | Y=0518.500-0527.820 | 530
P=0500 | X=0210.790-0237.510 | Y=0522.380-0533.620 | Nghĩa
P=0500 | X=0109.010-0136.930 | Y=0524.260-0533.580 | Thạch
P=0500 | X=0312.120-0335.960 | Y=0524.260-0533.580 | Cảnh
P=0500 | X=0109.010-0412.460 | Y=0540.410-0551.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm Ngọc
P=0500 | X=0109.010-0392.630 | Y=0551.930-0563.170 | Thạch đoạn từ Đường Trần Đại Nghĩa đến Đường Nguyễn Hữu
P=0500 | X=0109.010-0342.490 | Y=0563.450-0574.690 | Cảnh có hiện trạng là đường nhựa, bê tông xi măng:
P=0500 | X=0090.740-0107.380 | Y=0571.330-0580.650 | 352
P=0500 | X=0449.450-0466.090 | Y=0571.330-0580.650 | 400
P=0500 | X=0505.390-0522.030 | Y=0571.330-0580.650 | 360
P=0500 | X=0109.010-0340.090 | Y=0580.970-0592.210 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0500 | X=0109.010-0386.200 | Y=0598.250-0609.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0500 | X=0109.010-0412.460 | Y=0616.270-0627.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm Ngọc
P=0500 | X=0109.010-0392.630 | Y=0627.790-0639.030 | Thạch đoạn từ Đường Trần Đại Nghĩa đến Đường Nguyễn Hữu
P=0500 | X=0109.010-0342.490 | Y=0639.310-0650.550 | Cảnh có hiện trạng là đường nhựa, bê tông xi măng:
P=0500 | X=0090.740-0340.560 | Y=0656.830-0671.150 | 353 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0500 | X=0449.450-0466.090 | Y=0661.830-0671.150 | 290
P=0500 | X=0505.390-0522.030 | Y=0661.830-0671.150 | 250
P=0500 | X=0109.010-0395.900 | Y=0674.350-0685.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0500 | X=0109.010-0170.130 | Y=0685.870-0697.110 | đến ≤1.000m.
P=0500 | X=0109.010-0332.180 | Y=0703.410-0714.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0501 | X=0109.010-0412.460 | Y=0078.740-0089.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm Ngọc
P=0501 | X=0109.010-0392.630 | Y=0090.260-0101.500 | Thạch đoạn từ Đường Trần Đại Nghĩa đến Đường Nguyễn Hữu
P=0501 | X=0109.010-0342.490 | Y=0101.780-0113.020 | Cảnh có hiện trạng là đường nhựa, bê tông xi măng:
P=0501 | X=0090.740-0107.380 | Y=0109.660-0118.980 | 354
P=0501 | X=0449.450-0466.090 | Y=0109.660-0118.980 | 180
P=0501 | X=0505.390-0522.030 | Y=0109.660-0118.980 | 180
P=0501 | X=0109.010-0394.820 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0501 | X=0109.010-0332.650 | Y=0136.850-0148.090 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0501 | X=0109.010-0394.270 | Y=0154.850-0166.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0501 | X=0109.010-0388.060 | Y=0166.370-0177.610 | Đường Phạm Ngọc Thạch đoạn từ Đường Trần Đại Nghĩa đến
P=0501 | X=0109.010-0405.800 | Y=0177.650-0188.890 | Đường Nguyễn Hữu Cảnh có hiện trạng là đường nhựa, bê tông xi
P=0501 | X=0090.740-0137.010 | Y=0189.170-0200.610 | 355 măng:
P=0501 | X=0449.450-0466.090 | Y=0191.290-0200.610 | 400
P=0501 | X=0505.390-0522.030 | Y=0191.290-0200.610 | 360
P=0501 | X=0109.010-0340.090 | Y=0206.710-0217.950 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0501 | X=0109.010-0386.200 | Y=0224.230-0235.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0501 | X=0109.010-0394.270 | Y=0242.230-0253.470 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0501 | X=0109.010-0388.060 | Y=0253.750-0264.990 | Đường Phạm Ngọc Thạch đoạn từ Đường Trần Đại Nghĩa đến
P=0501 | X=0109.010-0405.800 | Y=0265.270-0276.510 | Đường Nguyễn Hữu Cảnh có hiện trạng là đường nhựa, bê tông xi
P=0501 | X=0109.010-0137.010 | Y=0276.790-0288.030 | măng:
P=0501 | X=0090.740-0340.560 | Y=0293.340-0305.580 | 356 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0501 | X=0449.450-0466.090 | Y=0293.340-0302.660 | 290
P=0501 | X=0505.390-0522.030 | Y=0293.340-0302.660 | 250
P=0501 | X=0109.010-0395.900 | Y=0311.860-0323.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0501 | X=0109.010-0170.130 | Y=0323.380-0334.620 | đến ≤1.000m.
P=0501 | X=0109.010-0332.180 | Y=0340.900-0352.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0501 | X=0109.010-0394.270 | Y=0358.900-0370.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0501 | X=0109.010-0388.060 | Y=0370.200-0381.440 | Đường Phạm Ngọc Thạch đoạn từ Đường Trần Đại Nghĩa đến
P=0501 | X=0109.010-0405.800 | Y=0381.720-0392.960 | Đường Nguyễn Hữu Cảnh có hiện trạng là đường nhựa, bê tông xi
P=0501 | X=0090.740-0137.010 | Y=0393.240-0404.680 | 357 măng:
P=0501 | X=0449.450-0466.090 | Y=0395.360-0404.680 | 180
P=0501 | X=0505.390-0522.030 | Y=0395.360-0404.680 | 180
P=0501 | X=0109.010-0394.820 | Y=0410.760-0422.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0501 | X=0109.010-0332.650 | Y=0428.280-0439.520 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0501 | X=0109.010-0190.220 | Y=0446.280-0457.520 | Đường Phạm Văn
P=0501 | X=0210.790-0284.260 | Y=0446.280-0457.520 | Đường Tôn Đức
P=0501 | X=0312.840-0399.760 | Y=0452.060-0463.300 | Đường Ngô Gia Tự
P=0501 | X=0090.740-0107.380 | Y=0453.940-0463.260 | 358
P=0501 | X=0449.450-0466.090 | Y=0453.940-0463.260 | 600
P=0501 | X=0505.390-0522.030 | Y=0453.940-0463.260 | 530
P=0501 | X=0109.010-0137.410 | Y=0459.700-0469.020 | Thuận
P=0501 | X=0210.790-0239.220 | Y=0459.700-0469.020 | Thắng
P=0501 | X=0109.010-0407.010 | Y=0475.820-0487.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm Văn
P=0501 | X=0109.010-0404.380 | Y=0487.340-0498.580 | Thuận đoạn từ Đường Tôn Đức Thắng đến Đường Ngô Gia Tự có
P=0501 | X=0109.010-0302.620 | Y=0498.860-0510.100 | hiện trạng là đường nhựa, bê tông xi măng:
P=0501 | X=0090.740-0107.380 | Y=0506.740-0516.060 | 359
P=0501 | X=0449.450-0466.090 | Y=0506.740-0516.060 | 400
P=0501 | X=0505.390-0522.030 | Y=0506.740-0516.060 | 360
P=0501 | X=0109.010-0340.090 | Y=0516.380-0527.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0501 | X=0109.010-0386.200 | Y=0533.930-0545.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0501 | X=0109.010-0407.030 | Y=0551.930-0563.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm Văn
P=0501 | X=0109.010-0404.380 | Y=0563.450-0574.690 | Thuận đoạn từ Đường Tôn Đức Thắng đến Đường Ngô Gia Tự có
P=0501 | X=0109.010-0302.660 | Y=0574.970-0586.210 | hiện trạng là đường nhựa, bê tông xi măng:
P=0501 | X=0090.740-0340.560 | Y=0592.250-0606.570 | 360 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0501 | X=0449.450-0466.090 | Y=0597.250-0606.570 | 290
P=0501 | X=0505.390-0522.030 | Y=0597.250-0606.570 | 250
P=0501 | X=0109.010-0395.900 | Y=0609.770-0621.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0501 | X=0109.010-0170.130 | Y=0621.310-0632.550 | đến ≤1.000m.
P=0501 | X=0109.010-0332.180 | Y=0638.830-0650.070 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0501 | X=0109.010-0407.010 | Y=0656.830-0668.070 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm Văn
P=0501 | X=0109.010-0404.380 | Y=0668.350-0679.590 | Thuận đoạn từ Đường Tôn Đức Thắng đến Đường Ngô Gia Tự có
P=0501 | X=0090.740-0302.620 | Y=0679.110-0691.110 | 361 hiện trạng là đường nhựa, bê tông xi măng:
P=0501 | X=0449.450-0466.090 | Y=0679.110-0688.430 | 180
P=0501 | X=0505.390-0522.030 | Y=0679.110-0688.430 | 180
P=0501 | X=0109.010-0394.820 | Y=0697.390-0708.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0502 | X=0109.010-0332.650 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0502 | X=0109.010-0394.270 | Y=0096.740-0107.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0502 | X=0109.010-0385.180 | Y=0108.260-0119.500 | Đường Phạm Văn Thuận đoạn từ Đường Tôn Đức Thắng đến
P=0502 | X=0109.010-0405.150 | Y=0119.810-0131.050 | Đường Ngô Gia Tự có hiện trạng là đường nhựa, bê tông xi măng:
P=0502 | X=0090.740-0107.380 | Y=0127.690-0137.010 | 362
P=0502 | X=0449.450-0466.090 | Y=0127.690-0137.010 | 400
P=0502 | X=0505.390-0522.030 | Y=0127.690-0137.010 | 360
P=0502 | X=0109.010-0340.090 | Y=0137.330-0148.570 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0502 | X=0109.010-0386.200 | Y=0154.850-0166.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0502 | X=0109.010-0394.270 | Y=0172.850-0184.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0502 | X=0109.010-0385.180 | Y=0184.370-0195.610 | Đường Phạm Văn Thuận đoạn từ Đường Tôn Đức Thắng đến
