TABLE=025 | AREA=Xã Xuân Hòa | SECTION=agricultural | SEGMENTS=1
P=0903 | X=0505.390-0522.030 | Y=0487.780-0497.100 | 400
P=0903 | X=0110.930-0219.210 | Y=0491.660-0502.900 | Xuân Tâm - Xuân Đông)
P=0903 | X=0327.240-0394.460 | Y=0493.540-0502.860 | (Nguyễn Sáng)
P=0903 | X=0237.220-0299.390 | Y=0497.420-0508.660 | chợ Xuân Đà)
P=0903 | X=0110.930-0397.670 | Y=0515.180-0526.420 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 779
P=0903 | X=0110.930-0407.260 | Y=0526.460-0537.700 | (đường Xuân Tâm - Xuân Đông) đoạn từ Hết Văn phòng ấp 5 (ngã
P=0903 | X=0110.930-0409.410 | Y=0538.010-0549.250 | tư đường sau chợ Xuân Đà) đến Hết kho xưởng (Nguyễn Sáng) có
P=0903 | X=0094.820-0304.540 | Y=0549.530-0560.970 | 93 hiện trạng là đường nhựa, bê tông xi măng:
P=0903 | X=0454.730-0471.370 | Y=0551.650-0560.970 | 380
P=0903 | X=0505.390-0522.030 | Y=0551.650-0560.970 | 250
P=0903 | X=0110.930-0342.010 | Y=0567.050-0578.290 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0903 | X=0110.930-0388.120 | Y=0584.570-0595.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0903 | X=0110.930-0397.670 | Y=0602.330-0613.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 779
P=0903 | X=0110.930-0407.260 | Y=0613.850-0625.090 | (đường Xuân Tâm - Xuân Đông) đoạn từ Hết Văn phòng ấp 5 (ngã
P=0903 | X=0110.930-0409.410 | Y=0625.390-0636.630 | tư đường sau chợ Xuân Đà) đến Hết kho xưởng (Nguyễn Sáng) có
P=0903 | X=0110.930-0304.540 | Y=0636.910-0648.150 | hiện trạng là đường nhựa, bê tông xi măng:
P=0903 | X=0094.820-0342.480 | Y=0653.430-0665.670 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0903 | X=0454.730-0471.370 | Y=0653.430-0662.750 | 310
P=0903 | X=0505.390-0522.030 | Y=0653.430-0662.750 | 200
P=0903 | X=0110.930-0417.350 | Y=0671.950-0683.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0903 | X=0110.930-0152.610 | Y=0683.470-0694.710 | ≤1.000m.
P=0903 | X=0110.930-0334.100 | Y=0700.770-0712.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0904 | X=0110.930-0397.670 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 779
P=0904 | X=0110.930-0407.260 | Y=0090.020-0101.260 | (đường Xuân Tâm - Xuân Đông) đoạn từ Hết Văn phòng ấp 5 (ngã
P=0904 | X=0110.930-0409.410 | Y=0101.540-0112.780 | tư đường sau chợ Xuân Đà) đến Hết kho xưởng (Nguyễn Sáng) có
P=0904 | X=0094.820-0304.540 | Y=0113.060-0124.500 | 95 hiện trạng là đường nhựa, bê tông xi măng:
P=0904 | X=0454.730-0471.370 | Y=0115.180-0124.500 | 220
P=0904 | X=0505.390-0522.030 | Y=0115.180-0124.500 | 140
P=0904 | X=0110.930-0396.740 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0904 | X=0110.930-0334.570 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0904 | X=0110.930-0396.200 | Y=0165.650-0176.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0904 | X=0110.930-0404.610 | Y=0177.170-0188.410 | Đường tỉnh 779 (đường Xuân Tâm - Xuân Đông) đoạn từ Hết Văn
P=0904 | X=0110.930-0401.740 | Y=0188.690-0199.930 | phòng ấp 5 (ngã tư đường sau chợ Xuân Đà) đến Hết kho xưởng
P=0904 | X=0094.820-0387.860 | Y=0200.230-0211.670 | 96 (Nguyễn Sáng) có hiện trạng là đường nhựa, bê tông xi măng:
P=0904 | X=0454.730-0471.370 | Y=0202.350-0211.670 | 380
P=0904 | X=0505.390-0522.030 | Y=0202.350-0211.670 | 250
P=0904 | X=0110.930-0342.010 | Y=0217.750-0228.990 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0904 | X=0110.930-0388.120 | Y=0235.270-0246.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0904 | X=0110.930-0396.190 | Y=0253.030-0264.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0904 | X=0110.930-0404.610 | Y=0264.550-0275.790 | Đường tỉnh 779 (đường Xuân Tâm - Xuân Đông) đoạn từ Hết Văn
P=0904 | X=0110.930-0401.740 | Y=0276.070-0287.310 | phòng ấp 5 (ngã tư đường sau chợ Xuân Đà) đến Hết kho xưởng
P=0904 | X=0110.930-0387.860 | Y=0287.620-0298.860 | (Nguyễn Sáng) có hiện trạng là đường nhựa, bê tông xi măng:
P=0904 | X=0094.820-0342.480 | Y=0304.140-0316.380 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0904 | X=0454.730-0471.370 | Y=0304.140-0313.460 | 310
P=0904 | X=0505.390-0522.030 | Y=0304.140-0313.460 | 200
P=0904 | X=0110.930-0417.350 | Y=0322.660-0333.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0904 | X=0110.930-0152.610 | Y=0333.940-0345.180 | ≤1.000m.
P=0904 | X=0110.930-0334.100 | Y=0351.460-0362.700 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0904 | X=0110.930-0396.190 | Y=0369.240-0380.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0904 | X=0110.930-0404.610 | Y=0380.760-0392.000 | Đường tỉnh 779 (đường Xuân Tâm - Xuân Đông) đoạn từ Hết Văn
P=0904 | X=0110.930-0401.740 | Y=0392.280-0403.520 | phòng ấp 5 (ngã tư đường sau chợ Xuân Đà) đến Hết kho xưởng
P=0904 | X=0094.820-0387.860 | Y=0403.800-0415.240 | 98 (Nguyễn Sáng) có hiện trạng là đường nhựa, bê tông xi măng:
P=0904 | X=0454.730-0471.370 | Y=0405.920-0415.240 | 220
P=0904 | X=0505.390-0522.030 | Y=0405.920-0415.240 | 140
P=0904 | X=0110.930-0396.750 | Y=0421.320-0432.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0904 | X=0110.930-0334.570 | Y=0438.840-0450.080 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0904 | X=0110.930-0217.110 | Y=0456.620-0467.860 | Đường tỉnh 779 (đường
P=0904 | X=0237.220-0304.040 | Y=0456.620-0467.860 | Hết kho xưởng
P=0904 | X=0327.240-0409.890 | Y=0458.500-0467.820 | Ranh giới xã Xuân
P=0904 | X=0094.820-0105.940 | Y=0464.260-0473.580 | 99
P=0904 | X=0454.730-0471.370 | Y=0464.260-0473.580 | 530
P=0904 | X=0505.390-0522.030 | Y=0464.260-0473.580 | 400
P=0904 | X=0110.930-0219.210 | Y=0468.140-0479.380 | Xuân Tâm - Xuân Đông)
P=0904 | X=0237.220-0304.420 | Y=0470.020-0479.340 | (Nguyễn Sáng)
P=0904 | X=0327.240-0345.570 | Y=0470.020-0479.340 | Hòa
P=0904 | X=0110.930-0397.670 | Y=0485.900-0497.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 779
P=0904 | X=0110.930-0402.710 | Y=0497.420-0508.660 | (đường Xuân Tâm - Xuân Đông) đoạn từ Hết kho xưởng (Nguyễn
P=0904 | X=0110.930-0410.620 | Y=0508.940-0520.180 | Sáng) đến Ranh giới xã Xuân Hòa có hiện trạng là đường nhựa, bê
P=0904 | X=0091.940-0171.090 | Y=0520.220-0531.660 | 100 tông xi măng:
P=0904 | X=0454.730-0471.370 | Y=0522.340-0531.660 | 380
P=0904 | X=0505.390-0522.030 | Y=0522.340-0531.660 | 250
P=0904 | X=0110.930-0342.010 | Y=0537.770-0549.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0904 | X=0110.930-0388.120 | Y=0555.290-0566.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0904 | X=0110.930-0397.670 | Y=0573.050-0584.290 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 779
P=0904 | X=0110.930-0402.710 | Y=0584.570-0595.810 | (đường Xuân Tâm - Xuân Đông) đoạn từ Hết kho xưởng (Nguyễn
P=0904 | X=0110.930-0410.620 | Y=0596.090-0607.330 | Sáng) đến Ranh giới xã Xuân Hòa có hiện trạng là đường nhựa, bê
P=0904 | X=0110.930-0171.090 | Y=0607.610-0618.850 | tông xi măng:
P=0904 | X=0091.940-0342.480 | Y=0624.150-0636.390 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0904 | X=0454.730-0471.370 | Y=0624.150-0633.470 | 310
P=0904 | X=0505.390-0522.030 | Y=0624.150-0633.470 | 200
P=0904 | X=0110.930-0417.350 | Y=0642.670-0653.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0904 | X=0110.930-0152.610 | Y=0654.190-0665.430 | ≤1.000m.
P=0904 | X=0110.930-0334.100 | Y=0671.710-0682.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0904 | X=0110.930-0397.670 | Y=0689.470-0700.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tỉnh 779
P=0904 | X=0091.940-0108.580 | Y=0697.110-0706.430 | 102
P=0904 | X=0454.730-0471.370 | Y=0697.110-0706.430 | 220
P=0904 | X=0505.390-0522.030 | Y=0697.110-0706.430 | 140
P=0904 | X=0110.930-0402.710 | Y=0700.770-0712.010 | (đường Xuân Tâm - Xuân Đông) đoạn từ Hết kho xưởng (Nguyễn
P=0905 | X=0110.930-0410.620 | Y=0072.500-0083.740 | Sáng) đến Ranh giới xã Xuân Hòa có hiện trạng là đường nhựa, bê
P=0905 | X=0110.930-0171.090 | Y=0084.020-0095.260 | tông xi măng:
P=0905 | X=0110.930-0396.740 | Y=0101.540-0112.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0905 | X=0110.930-0334.570 | Y=0119.090-0130.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0905 | X=0110.930-0396.190 | Y=0136.850-0148.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0905 | X=0110.930-0402.940 | Y=0148.370-0159.610 | Đường tỉnh 779 (đường Xuân Tâm - Xuân Đông) đoạn từ Hết kho
P=0905 | X=0110.930-0407.980 | Y=0159.650-0170.890 | xưởng (Nguyễn Sáng) đến Ranh giới xã Xuân Hòa có hiện trạng là
P=0905 | X=0091.940-0246.700 | Y=0171.170-0182.610 | 103 đường nhựa, bê tông xi măng:
P=0905 | X=0454.730-0471.370 | Y=0173.290-0182.610 | 380
P=0905 | X=0505.390-0522.030 | Y=0173.290-0182.610 | 250
P=0905 | X=0110.930-0342.010 | Y=0188.690-0199.930 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0905 | X=0110.930-0388.120 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0905 | X=0110.930-0396.190 | Y=0223.990-0235.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0905 | X=0110.930-0402.940 | Y=0235.510-0246.750 | Đường tỉnh 779 (đường Xuân Tâm - Xuân Đông) đoạn từ Hết kho
P=0905 | X=0110.930-0407.980 | Y=0247.030-0258.270 | xưởng (Nguyễn Sáng) đến Ranh giới xã Xuân Hòa có hiện trạng là
P=0905 | X=0110.930-0246.700 | Y=0258.550-0269.790 | đường nhựa, bê tông xi măng:
P=0905 | X=0091.940-0342.520 | Y=0275.070-0287.310 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0905 | X=0454.730-0471.370 | Y=0275.070-0284.390 | 310
P=0905 | X=0505.390-0522.030 | Y=0275.070-0284.390 | 200
P=0905 | X=0110.930-0417.350 | Y=0293.620-0304.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0905 | X=0110.930-0152.610 | Y=0305.140-0316.380 | ≤1.000m.
P=0905 | X=0110.930-0334.100 | Y=0322.660-0333.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0905 | X=0110.930-0396.190 | Y=0340.420-0351.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0905 | X=0110.930-0402.940 | Y=0351.700-0362.940 | Đường tỉnh 779 (đường Xuân Tâm - Xuân Đông) đoạn từ Hết kho
P=0905 | X=0110.930-0407.980 | Y=0363.220-0374.460 | xưởng (Nguyễn Sáng) đến Ranh giới xã Xuân Hòa có hiện trạng là
P=0905 | X=0091.940-0246.700 | Y=0374.760-0386.200 | 105 đường nhựa, bê tông xi măng:
P=0905 | X=0454.730-0471.370 | Y=0376.880-0386.200 | 220
P=0905 | X=0505.390-0522.030 | Y=0376.880-0386.200 | 140
P=0905 | X=0110.930-0396.740 | Y=0392.280-0403.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0905 | X=0110.930-0334.570 | Y=0409.800-0421.040 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0905 | X=0110.930-0233.160 | Y=0427.560-0438.800 | Đường Xuân Hưng đi Xuân
P=0905 | X=0091.940-0108.580 | Y=0435.200-0444.520 | 106
P=0905 | X=0237.220-0280.260 | Y=0435.200-0444.520 | Quốc lộ 1
P=0905 | X=0327.240-0403.570 | Y=0435.200-0444.520 | Quốc lộ 1 +300m
P=0905 | X=0454.730-0471.370 | Y=0435.200-0444.520 | 500
P=0905 | X=0505.390-0522.030 | Y=0435.200-0444.520 | 370
P=0905 | X=0110.930-0144.580 | Y=0439.080-0450.320 | Tâm cũ
P=0905 | X=0110.930-0413.000 | Y=0456.860-0468.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Hưng
P=0905 | X=0110.930-0397.670 | Y=0468.380-0479.620 | đi Xuân Tâm cũ đoạn từ Quốc lộ 1 đến Quốc lộ 1 +300m có hiện
P=0905 | X=0110.930-0282.710 | Y=0479.900-0491.140 | trạng là đường nhựa, bê tông xi măng:
P=0905 | X=0091.940-0108.580 | Y=0487.780-0497.100 | 107
P=0905 | X=0454.730-0471.370 | Y=0487.780-0497.100 | 350
P=0905 | X=0505.390-0522.030 | Y=0487.780-0497.100 | 230
P=0905 | X=0110.930-0342.010 | Y=0497.420-0508.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0905 | X=0110.930-0388.120 | Y=0514.940-0526.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0905 | X=0110.930-0413.000 | Y=0532.490-0543.730 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Hưng
P=0905 | X=0110.930-0397.670 | Y=0544.010-0555.250 | đi Xuân Tâm cũ đoạn từ Quốc lộ 1 đến Quốc lộ 1 +300m có hiện
P=0905 | X=0110.930-0282.710 | Y=0555.530-0566.770 | trạng là đường nhựa, bê tông xi măng:
P=0905 | X=0091.940-0342.490 | Y=0573.050-0587.370 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0905 | X=0454.730-0471.370 | Y=0578.050-0587.370 | 290
P=0905 | X=0505.390-0522.030 | Y=0578.050-0587.370 | 180
P=0905 | X=0110.930-0417.350 | Y=0590.570-0601.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0905 | X=0110.930-0152.610 | Y=0602.090-0613.330 | ≤1.000m.
P=0905 | X=0110.930-0334.100 | Y=0619.630-0630.870 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0905 | X=0110.930-0413.000 | Y=0637.390-0648.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Hưng
P=0905 | X=0110.930-0397.670 | Y=0648.910-0660.150 | đi Xuân Tâm cũ đoạn từ Quốc lộ 1 đến Quốc lộ 1 +300m có hiện
P=0905 | X=0110.930-0282.710 | Y=0660.430-0671.670 | trạng là đường nhựa, bê tông xi măng:
P=0905 | X=0091.940-0108.580 | Y=0668.310-0677.630 | 109
P=0905 | X=0454.730-0471.370 | Y=0668.310-0677.630 | 200
P=0905 | X=0505.390-0522.030 | Y=0668.310-0677.630 | 130
P=0905 | X=0110.930-0396.740 | Y=0677.950-0689.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0905 | X=0110.930-0334.570 | Y=0695.470-0706.710 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0906 | X=0110.930-0396.190 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0906 | X=0110.930-0417.340 | Y=0090.020-0101.260 | Đường Xuân Hưng đi Xuân Tâm cũ đoạn từ Quốc lộ 1 đến Quốc lộ 1
P=0906 | X=0110.930-0351.380 | Y=0101.540-0112.780 | +300m có hiện trạng là đường nhựa, bê tông xi măng:
P=0906 | X=0091.940-0108.580 | Y=0109.420-0118.740 | 110
P=0906 | X=0454.730-0471.370 | Y=0109.420-0118.740 | 350
P=0906 | X=0505.390-0522.030 | Y=0109.420-0118.740 | 230
P=0906 | X=0110.930-0342.010 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0906 | X=0110.930-0388.120 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0906 | X=0110.930-0396.190 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0906 | X=0110.930-0417.340 | Y=0165.650-0176.890 | Đường Xuân Hưng đi Xuân Tâm cũ đoạn từ Quốc lộ 1 đến Quốc lộ 1
P=0906 | X=0110.930-0351.380 | Y=0177.170-0188.410 | +300m có hiện trạng là đường nhựa, bê tông xi măng:
P=0906 | X=0091.940-0342.480 | Y=0194.690-0209.030 | 111 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0906 | X=0454.730-0471.370 | Y=0199.710-0209.030 | 290
P=0906 | X=0505.390-0522.030 | Y=0199.710-0209.030 | 180
P=0906 | X=0110.930-0417.350 | Y=0212.230-0223.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0906 | X=0110.930-0152.610 | Y=0223.750-0234.990 | ≤1.000m.
P=0906 | X=0110.930-0334.100 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0906 | X=0110.930-0396.190 | Y=0259.030-0270.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0906 | X=0110.930-0408.940 | Y=0270.550-0281.790 | Đường Xuân Hưng đi Xuân Tâm cũ đoạn từ Quốc lộ 1 đến Quốc lộ
P=0906 | X=0110.930-0356.880 | Y=0282.100-0293.340 | 1+300m có hiện trạng là đường nhựa, bê tông xi măng:
P=0906 | X=0091.940-0108.580 | Y=0289.980-0299.300 | 112
P=0906 | X=0454.730-0471.370 | Y=0289.980-0299.300 | 200
P=0906 | X=0505.390-0522.030 | Y=0289.980-0299.300 | 130
P=0906 | X=0110.930-0396.740 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0906 | X=0110.930-0334.570 | Y=0317.140-0328.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0906 | X=0110.930-0233.160 | Y=0334.900-0346.140 | Đường Xuân Hưng đi Xuân
P=0906 | X=0091.940-0108.580 | Y=0342.540-0351.860 | 113
P=0906 | X=0237.220-0313.530 | Y=0342.540-0351.860 | Quốc lộ 1 +300m
P=0906 | X=0327.240-0385.610 | Y=0342.540-0351.860 | Suối Sông Ui
P=0906 | X=0454.730-0471.370 | Y=0342.540-0351.860 | 500
P=0906 | X=0505.390-0522.030 | Y=0342.540-0351.860 | 370
P=0906 | X=0110.930-0144.580 | Y=0346.420-0357.660 | Tâm cũ
P=0906 | X=0110.930-0413.000 | Y=0363.940-0375.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Hưng
P=0906 | X=0110.930-0413.500 | Y=0375.480-0386.720 | đi Xuân Tâm cũ đoạn từ Quốc lộ 1 +300m đến Suối Sông Ui có hiện
P=0906 | X=0110.930-0282.710 | Y=0387.000-0398.240 | trạng là đường nhựa, bê tông xi măng:
P=0906 | X=0091.940-0108.580 | Y=0394.880-0404.200 | 114
P=0906 | X=0454.730-0471.370 | Y=0394.880-0404.200 | 350
P=0906 | X=0505.390-0522.030 | Y=0394.880-0404.200 | 230
P=0906 | X=0110.930-0342.010 | Y=0404.520-0415.760 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0906 | X=0110.930-0388.120 | Y=0422.040-0433.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0906 | X=0110.930-0413.000 | Y=0439.800-0451.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Hưng
P=0906 | X=0110.930-0413.500 | Y=0451.340-0462.580 | đi Xuân Tâm cũ đoạn từ Quốc lộ 1 +300m đến Suối Sông Ui có hiện
P=0906 | X=0110.930-0282.710 | Y=0462.860-0474.100 | trạng là đường nhựa, bê tông xi măng:
P=0906 | X=0091.940-0342.480 | Y=0480.380-0494.460 | 115 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0906 | X=0454.730-0471.370 | Y=0485.140-0494.460 | 290
P=0906 | X=0505.390-0522.030 | Y=0485.140-0494.460 | 180
P=0906 | X=0110.930-0417.350 | Y=0497.900-0509.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0906 | X=0110.930-0152.610 | Y=0509.420-0520.660 | ≤1.000m.
P=0906 | X=0110.930-0334.100 | Y=0526.940-0538.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0906 | X=0110.930-0413.000 | Y=0544.490-0555.730 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Hưng
P=0906 | X=0110.930-0413.500 | Y=0556.010-0567.250 | đi Xuân Tâm cũ đoạn từ Quốc lộ 1 +300m đến Suối Sông Ui có hiện
P=0906 | X=0110.930-0282.710 | Y=0567.530-0578.770 | trạng là đường nhựa, bê tông xi măng:
P=0906 | X=0091.940-0108.580 | Y=0575.410-0584.730 | 116
P=0906 | X=0454.730-0471.370 | Y=0575.410-0584.730 | 200
P=0906 | X=0505.390-0522.030 | Y=0575.410-0584.730 | 130
P=0906 | X=0110.930-0396.750 | Y=0585.050-0596.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0906 | X=0110.930-0334.570 | Y=0602.570-0613.810 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0906 | X=0110.930-0396.190 | Y=0620.350-0631.590 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0906 | X=0110.930-0405.340 | Y=0631.870-0643.110 | Đường Xuân Hưng đi Xuân Tâm cũ đoạn từ Quốc lộ 1 +300m đến
P=0906 | X=0110.930-0379.020 | Y=0643.390-0654.630 | Suối Sông Ui có hiện trạng là đường nhựa, bê tông xi măng:
P=0906 | X=0091.940-0108.580 | Y=0651.270-0660.590 | 117
P=0906 | X=0454.730-0471.370 | Y=0651.270-0660.590 | 350
P=0906 | X=0505.390-0522.030 | Y=0651.270-0660.590 | 230
P=0906 | X=0110.930-0342.010 | Y=0660.910-0672.150 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0906 | X=0110.930-0388.120 | Y=0678.430-0689.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0906 | X=0110.930-0396.190 | Y=0696.190-0707.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0906 | X=0091.940-0108.580 | Y=0703.860-0713.180 | 118
P=0906 | X=0454.730-0471.370 | Y=0703.860-0713.180 | 290
P=0906 | X=0505.390-0522.030 | Y=0703.860-0713.180 | 180
P=0906 | X=0110.930-0405.340 | Y=0707.730-0718.970 | Đường Xuân Hưng đi Xuân Tâm cũ đoạn từ Quốc lộ 1 +300m đến
P=0907 | X=0110.930-0378.990 | Y=0072.500-0083.740 | Suối Sông Ui có hiện trạng là đường nhựa, bê tông xi măng:
P=0907 | X=0110.930-0342.480 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0907 | X=0110.930-0417.350 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=0907 | X=0110.930-0152.610 | Y=0119.090-0130.330 | ≤1.000m.
P=0907 | X=0110.930-0334.100 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0907 | X=0110.930-0396.190 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0907 | X=0110.930-0405.340 | Y=0165.650-0176.890 | Đường Xuân Hưng đi Xuân Tâm cũ đoạn từ Quốc lộ 1 +300m đến
P=0907 | X=0110.930-0378.990 | Y=0177.170-0188.410 | Suối Sông Ui có hiện trạng là đường nhựa, bê tông xi măng:
P=0907 | X=0091.940-0108.580 | Y=0185.050-0194.370 | 119
P=0907 | X=0454.730-0471.370 | Y=0185.050-0194.370 | 200
P=0907 | X=0505.390-0522.030 | Y=0185.050-0194.370 | 130
P=0907 | X=0110.930-0396.740 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0907 | X=0110.930-0334.590 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0907 | X=0091.940-0171.000 | Y=0229.990-0241.230 | 120 Đường Tà Lú
P=0907 | X=0237.220-0280.260 | Y=0231.870-0241.190 | Quốc lộ 1
P=0907 | X=0327.240-0400.940 | Y=0231.870-0241.190 | Quốc lộ 1+300m
P=0907 | X=0454.730-0471.370 | Y=0231.870-0241.190 | 500
P=0907 | X=0505.390-0522.030 | Y=0231.870-0241.190 | 370
P=0907 | X=0110.930-0412.790 | Y=0247.750-0258.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tà Lú đoạn
P=0907 | X=0110.930-0408.700 | Y=0259.270-0270.510 | từ Quốc lộ 1 đến Quốc lộ 1+300m có hiện trạng là đường nhựa, bê
P=0907 | X=0110.930-0171.090 | Y=0270.790-0282.030 | tông xi măng:
P=0907 | X=0091.940-0108.580 | Y=0278.670-0287.990 | 121
P=0907 | X=0454.730-0471.370 | Y=0278.670-0287.990 | 350
P=0907 | X=0505.390-0522.030 | Y=0278.670-0287.990 | 230
P=0907 | X=0110.930-0342.040 | Y=0288.340-0299.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0907 | X=0110.930-0388.120 | Y=0305.860-0317.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0907 | X=0110.930-0412.790 | Y=0323.620-0334.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tà Lú đoạn
P=0907 | X=0110.930-0408.700 | Y=0335.140-0346.380 | từ Quốc lộ 1 đến Quốc lộ 1+300m có hiện trạng là đường nhựa, bê
P=0907 | X=0110.930-0171.090 | Y=0346.660-0357.900 | tông xi măng:
P=0907 | X=0091.940-0342.500 | Y=0363.940-0378.280 | 122 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0907 | X=0454.730-0471.370 | Y=0368.960-0378.280 | 290
P=0907 | X=0505.390-0522.030 | Y=0368.960-0378.280 | 180
