TABLE=021 | AREA=Phường Xuân Lập | SECTION=agricultural | SEGMENTS=1
P=0698 | X=0107.090-0426.700 | Y=0172.130-0183.370 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0698 | X=0107.090-0424.010 | Y=0183.410-0194.650 | Bàu Sen đi Xuân Lập đoạn từ Đường Bàu Sen đến Đường Xuân Bình -
P=0698 | X=0107.090-0359.560 | Y=0194.930-0206.170 | Xuân Lập có hiện trạng là đường nhựa, bê tông xi măng:
P=0698 | X=0092.900-0104.020 | Y=0202.830-0212.150 | 96
P=0698 | X=0457.850-0474.490 | Y=0202.830-0212.150 | 400
P=0698 | X=0505.390-0522.030 | Y=0202.830-0212.150 | 320
P=0698 | X=0107.090-0329.560 | Y=0212.470-0223.710 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0698 | X=0107.090-0384.040 | Y=0229.990-0241.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0698 | X=0107.090-0426.700 | Y=0247.750-0258.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0698 | X=0107.090-0424.010 | Y=0259.270-0270.510 | Bàu Sen đi Xuân Lập đoạn từ Đường Bàu Sen đến Đường Xuân Bình -
P=0698 | X=0107.090-0359.540 | Y=0270.790-0282.030 | Xuân Lập có hiện trạng là đường nhựa, bê tông xi măng:
P=0698 | X=0092.900-0329.790 | Y=0288.340-0302.420 | 97 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0698 | X=0457.850-0474.490 | Y=0293.100-0302.420 | 320
P=0698 | X=0505.390-0522.030 | Y=0293.100-0302.420 | 260
P=0698 | X=0107.090-0414.220 | Y=0305.860-0317.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0698 | X=0107.090-0140.130 | Y=0317.380-0328.620 | ≤600m.
P=0698 | X=0107.090-0329.800 | Y=0334.900-0346.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0698 | X=0107.090-0426.700 | Y=0352.660-0363.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0698 | X=0107.090-0424.010 | Y=0363.940-0375.180 | Bàu Sen đi Xuân Lập đoạn từ Đường Bàu Sen đến Đường Xuân Bình -
P=0698 | X=0107.090-0359.540 | Y=0375.480-0386.720 | Xuân Lập có hiện trạng là đường nhựa, bê tông xi măng:
P=0698 | X=0092.900-0104.020 | Y=0383.360-0392.680 | 98
P=0698 | X=0457.850-0474.490 | Y=0383.360-0392.680 | 240
P=0698 | X=0505.390-0522.030 | Y=0383.360-0392.680 | 210
P=0698 | X=0107.090-0384.270 | Y=0393.000-0404.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0698 | X=0107.090-0332.690 | Y=0410.520-0421.760 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0698 | X=0107.090-0217.130 | Y=0428.280-0439.520 | Đường Xuân Lập - Hàng
P=0698 | X=0234.340-0287.940 | Y=0434.040-0445.280 | Đường số 1
P=0698 | X=0327.480-0375.180 | Y=0434.040-0445.280 | Đường sắt
P=0698 | X=0092.900-0104.020 | Y=0435.920-0445.240 | 99
P=0698 | X=0457.850-0474.490 | Y=0435.920-0445.240 | 600
P=0698 | X=0505.390-0522.030 | Y=0435.920-0445.240 | 490
P=0698 | X=0107.090-0126.130 | Y=0441.680-0451.000 | Gòn
P=0698 | X=0107.090-0406.940 | Y=0457.580-0468.820 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Lập -
P=0698 | X=0107.090-0419.980 | Y=0469.100-0480.340 | Hàng Gòn đoạn từ Đường số 1 đến Đường sắt có hiện trạng là đường
P=0698 | X=0107.090-0210.200 | Y=0480.620-0491.860 | nhựa, bê tông xi măng:
P=0698 | X=0090.020-0106.660 | Y=0488.500-0497.820 | 100
P=0698 | X=0457.850-0474.490 | Y=0488.500-0497.820 | 400
P=0698 | X=0505.390-0522.030 | Y=0488.500-0497.820 | 320
P=0698 | X=0107.090-0329.560 | Y=0498.140-0509.380 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0698 | X=0107.090-0384.040 | Y=0515.660-0526.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0698 | X=0107.090-0406.940 | Y=0533.450-0544.690 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Lập -
P=0698 | X=0107.090-0419.980 | Y=0544.970-0556.210 | Hàng Gòn đoạn từ Đường số 1 đến Đường sắt có hiện trạng là đường
P=0698 | X=0107.090-0210.200 | Y=0556.250-0567.490 | nhựa, bê tông xi măng:
P=0698 | X=0090.020-0329.790 | Y=0573.770-0588.090 | 101 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0698 | X=0457.850-0474.490 | Y=0578.770-0588.090 | 320
P=0698 | X=0505.390-0522.030 | Y=0578.770-0588.090 | 260
P=0698 | X=0107.090-0414.220 | Y=0591.290-0602.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0698 | X=0107.090-0140.130 | Y=0602.810-0614.050 | ≤600m.
P=0698 | X=0107.090-0329.800 | Y=0620.350-0631.590 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0698 | X=0107.090-0406.940 | Y=0638.110-0649.350 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Lập -
P=0698 | X=0107.090-0419.980 | Y=0649.630-0660.870 | Hàng Gòn đoạn từ Đường số 1 đến Đường sắt có hiện trạng là đường
P=0698 | X=0107.090-0210.200 | Y=0661.150-0672.390 | nhựa, bê tông xi măng:
P=0698 | X=0090.020-0106.660 | Y=0669.030-0678.350 | 102
P=0698 | X=0457.850-0474.490 | Y=0669.030-0678.350 | 240
P=0698 | X=0505.390-0522.030 | Y=0669.030-0678.350 | 210
P=0698 | X=0107.090-0384.270 | Y=0678.670-0689.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0698 | X=0107.090-0330.280 | Y=0696.190-0707.430 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0699 | X=0107.090-0426.730 | Y=0078.500-0089.740 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0699 | X=0107.090-0402.940 | Y=0090.020-0101.260 | Xuân Lập - Hàng Gòn đoạn từ Đường số 1 đến Đường sắt có hiện
P=0699 | X=0107.090-0278.870 | Y=0101.540-0112.780 | trạng là đường nhựa, bê tông xi măng:
P=0699 | X=0090.020-0106.660 | Y=0109.420-0118.740 | 103
P=0699 | X=0457.850-0474.490 | Y=0109.420-0118.740 | 400
P=0699 | X=0505.390-0522.030 | Y=0109.420-0118.740 | 320
P=0699 | X=0107.090-0329.560 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0699 | X=0107.090-0384.040 | Y=0136.610-0147.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0699 | X=0107.090-0426.700 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0699 | X=0107.090-0402.940 | Y=0165.650-0176.890 | Xuân Lập - Hàng Gòn đoạn từ Đường số 1 đến Đường sắt có hiện
P=0699 | X=0107.090-0278.870 | Y=0177.170-0188.410 | trạng là đường nhựa, bê tông xi măng:
P=0699 | X=0090.020-0329.790 | Y=0194.690-0209.030 | 104 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0699 | X=0457.850-0474.490 | Y=0199.710-0209.030 | 320
P=0699 | X=0505.390-0522.030 | Y=0199.710-0209.030 | 260
P=0699 | X=0107.090-0414.220 | Y=0212.230-0223.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0699 | X=0107.090-0140.130 | Y=0223.750-0234.990 | ≤600m.
P=0699 | X=0107.090-0329.800 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0699 | X=0107.090-0426.700 | Y=0259.030-0270.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0699 | X=0107.090-0402.940 | Y=0270.550-0281.790 | Xuân Lập - Hàng Gòn đoạn từ Đường số 1 đến Đường sắt có hiện
P=0699 | X=0107.090-0278.870 | Y=0282.100-0293.340 | trạng là đường nhựa, bê tông xi măng:
P=0699 | X=0090.020-0106.660 | Y=0289.980-0299.300 | 105
P=0699 | X=0457.850-0474.490 | Y=0289.980-0299.300 | 240
P=0699 | X=0505.390-0522.030 | Y=0289.980-0299.300 | 210
P=0699 | X=0107.090-0384.270 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0699 | X=0107.090-0332.690 | Y=0317.140-0328.380 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0699 | X=0327.480-0419.260 | Y=0334.900-0346.140 | Hết ranh thửa đất số
P=0699 | X=0107.090-0217.130 | Y=0346.420-0357.660 | Đường Xuân Lập - Hàng
P=0699 | X=0327.480-0425.780 | Y=0346.420-0357.660 | 27, tờ BĐĐC số 25 về
P=0699 | X=0234.340-0282.020 | Y=0351.940-0363.180 | Đường sắt
P=0699 | X=0090.020-0106.660 | Y=0353.820-0363.140 | 106
P=0699 | X=0457.850-0474.490 | Y=0353.820-0363.140 | 600
P=0699 | X=0505.390-0522.030 | Y=0353.820-0363.140 | 490
P=0699 | X=0327.480-0407.270 | Y=0357.700-0368.940 | bên phải, phường
P=0699 | X=0107.090-0126.130 | Y=0359.580-0368.900 | Gòn
P=0699 | X=0327.480-0370.070 | Y=0371.120-0380.440 | Xuân Lập
P=0699 | X=0107.090-0406.940 | Y=0387.000-0398.240 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Lập -
P=0699 | X=0107.090-0416.620 | Y=0398.520-0409.760 | Hàng Gòn đoạn từ Đường sắt đến Hết ranh thửa đất số 27, tờ BĐĐC
P=0699 | X=0107.090-0419.740 | Y=0410.040-0421.280 | số 25 về bên phải, phường Xuân Lập có hiện trạng là đường nhựa, bê
P=0699 | X=0090.020-0167.250 | Y=0421.560-0433.000 | 107 tông xi măng:
P=0699 | X=0457.850-0474.490 | Y=0423.680-0433.000 | 400
P=0699 | X=0505.390-0522.030 | Y=0423.680-0433.000 | 320
P=0699 | X=0107.090-0329.560 | Y=0439.080-0450.320 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0699 | X=0107.090-0384.060 | Y=0456.620-0467.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0699 | X=0107.090-0406.940 | Y=0474.380-0485.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Lập -
P=0699 | X=0107.090-0416.620 | Y=0485.900-0497.140 | Hàng Gòn đoạn từ Đường sắt đến Hết ranh thửa đất số 27, tờ BĐĐC
P=0699 | X=0107.090-0419.740 | Y=0497.420-0508.660 | số 25 về bên phải, phường Xuân Lập có hiện trạng là đường nhựa, bê
P=0699 | X=0107.090-0167.250 | Y=0508.940-0520.180 | tông xi măng:
P=0699 | X=0090.020-0329.790 | Y=0525.460-0537.460 | 108 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0699 | X=0457.850-0474.490 | Y=0525.460-0534.780 | 320
P=0699 | X=0505.390-0522.030 | Y=0525.460-0534.780 | 260
P=0699 | X=0107.090-0414.220 | Y=0543.770-0555.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0699 | X=0107.090-0140.130 | Y=0555.290-0566.530 | ≤600m.
P=0699 | X=0107.090-0329.800 | Y=0572.810-0584.050 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0699 | X=0107.090-0406.940 | Y=0590.570-0601.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Xuân Lập -
P=0699 | X=0107.090-0416.620 | Y=0602.090-0613.330 | Hàng Gòn đoạn từ Đường sắt đến Hết ranh thửa đất số 27, tờ BĐĐC
P=0699 | X=0107.090-0419.740 | Y=0613.610-0624.850 | số 25 về bên phải, phường Xuân Lập có hiện trạng là đường nhựa, bê
P=0699 | X=0090.020-0167.250 | Y=0625.150-0636.590 | 109 tông xi măng:
P=0699 | X=0457.850-0474.490 | Y=0627.270-0636.590 | 240
P=0699 | X=0505.390-0522.030 | Y=0627.270-0636.590 | 210
P=0699 | X=0107.090-0384.270 | Y=0642.670-0653.910 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0699 | X=0107.090-0330.280 | Y=0660.190-0671.430 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0699 | X=0107.090-0426.700 | Y=0677.950-0689.190 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0699 | X=0090.020-0422.710 | Y=0689.470-0700.710 | 110 Xuân Lập - Hàng Gòn đoạn từ Đường sắt đến Hết ranh thửa đất số 27,
P=0699 | X=0457.850-0474.490 | Y=0691.350-0700.670 | 400
P=0699 | X=0505.390-0522.030 | Y=0691.350-0700.670 | 320
P=0699 | X=0107.090-0419.980 | Y=0700.770-0712.010 | tờ BĐĐC số 25 về bên phải, phường Xuân Lập có hiện trạng là đường
P=0700 | X=0107.090-0210.200 | Y=0072.500-0083.740 | nhựa, bê tông xi măng:
P=0700 | X=0107.090-0329.560 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0700 | X=0107.090-0384.040 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0700 | X=0107.090-0426.700 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0700 | X=0107.090-0422.710 | Y=0136.850-0148.090 | Xuân Lập - Hàng Gòn đoạn từ Đường sắt đến Hết ranh thửa đất số 27,
P=0700 | X=0107.090-0419.980 | Y=0148.370-0159.610 | tờ BĐĐC số 25 về bên phải, phường Xuân Lập có hiện trạng là đường
P=0700 | X=0107.090-0210.200 | Y=0159.650-0170.890 | nhựa, bê tông xi măng:
P=0700 | X=0090.020-0329.790 | Y=0176.410-0188.410 | 111 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0700 | X=0457.850-0474.490 | Y=0176.410-0185.730 | 320
P=0700 | X=0505.390-0522.030 | Y=0176.410-0185.730 | 260
P=0700 | X=0107.090-0414.220 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0700 | X=0107.090-0140.130 | Y=0206.230-0217.470 | ≤600m.
P=0700 | X=0107.090-0329.800 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0700 | X=0107.090-0426.700 | Y=0241.510-0252.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0700 | X=0107.090-0422.710 | Y=0253.030-0264.270 | Xuân Lập - Hàng Gòn đoạn từ Đường sắt đến Hết ranh thửa đất số 27,
P=0700 | X=0107.090-0419.980 | Y=0264.550-0275.790 | tờ BĐĐC số 25 về bên phải, phường Xuân Lập có hiện trạng là đường
P=0700 | X=0090.020-0210.200 | Y=0276.070-0287.510 | 112 nhựa, bê tông xi măng:
P=0700 | X=0457.850-0474.490 | Y=0278.190-0287.510 | 240
P=0700 | X=0505.390-0522.030 | Y=0278.190-0287.510 | 210
P=0700 | X=0107.090-0384.270 | Y=0293.620-0304.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0700 | X=0107.090-0332.690 | Y=0311.140-0322.380 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0700 | X=0107.090-0233.920 | Y=0328.900-0340.140 | Đường Vành đai 1 đoạn qua
P=0700 | X=0090.020-0106.660 | Y=0336.540-0345.860 | 113
P=0700 | X=0457.850-0474.490 | Y=0336.540-0345.860 | 600
P=0700 | X=0505.390-0522.030 | Y=0336.540-0345.860 | 490
P=0700 | X=0107.090-0188.080 | Y=0340.420-0351.660 | phường Xuân Lập
P=0700 | X=0107.090-0406.270 | Y=0357.940-0369.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vành đai 1
P=0700 | X=0107.090-0411.820 | Y=0369.480-0380.720 | đoạn qua phường Xuân Lập có hiện trạng là đường nhựa, bê tông xi
P=0700 | X=0107.090-0135.090 | Y=0381.000-0392.240 | măng:
P=0700 | X=0090.020-0106.660 | Y=0388.880-0398.200 | 114
P=0700 | X=0457.850-0474.490 | Y=0388.880-0398.200 | 400
P=0700 | X=0505.390-0522.030 | Y=0388.880-0398.200 | 320
P=0700 | X=0107.090-0329.560 | Y=0398.520-0409.760 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0700 | X=0107.090-0384.040 | Y=0416.040-0427.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0700 | X=0107.090-0406.270 | Y=0433.800-0445.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vành đai 1
P=0700 | X=0107.090-0411.820 | Y=0445.320-0456.560 | đoạn qua phường Xuân Lập có hiện trạng là đường nhựa, bê tông xi
P=0700 | X=0107.090-0135.090 | Y=0456.860-0468.100 | măng:
P=0700 | X=0090.020-0329.790 | Y=0474.380-0488.460 | 115 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0700 | X=0457.850-0474.490 | Y=0479.140-0488.460 | 320
P=0700 | X=0505.390-0522.030 | Y=0479.140-0488.460 | 260
P=0700 | X=0107.090-0414.220 | Y=0491.900-0503.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0700 | X=0107.090-0140.130 | Y=0503.420-0514.660 | ≤600m.
P=0700 | X=0107.090-0329.800 | Y=0520.940-0532.180 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0700 | X=0107.090-0406.270 | Y=0538.490-0549.730 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Vành đai 1
P=0700 | X=0107.090-0411.820 | Y=0550.010-0561.250 | đoạn qua phường Xuân Lập có hiện trạng là đường nhựa, bê tông xi
P=0700 | X=0107.090-0135.090 | Y=0561.530-0572.770 | măng:
P=0700 | X=0090.020-0106.660 | Y=0569.410-0578.730 | 116
P=0700 | X=0457.850-0474.490 | Y=0569.410-0578.730 | 240
P=0700 | X=0505.390-0522.030 | Y=0569.410-0578.730 | 210
P=0700 | X=0107.090-0384.270 | Y=0579.050-0590.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0700 | X=0107.090-0330.280 | Y=0596.570-0607.810 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0700 | X=0107.090-0426.700 | Y=0614.330-0625.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0700 | X=0107.090-0416.230 | Y=0625.870-0637.110 | Vành đai 1 đoạn qua phường Xuân Lập có hiện trạng là đường nhựa,
P=0700 | X=0107.090-0181.170 | Y=0637.390-0648.630 | bê tông xi măng:
P=0700 | X=0090.020-0106.660 | Y=0645.270-0654.590 | 117
P=0700 | X=0457.850-0474.490 | Y=0645.270-0654.590 | 400
P=0700 | X=0505.390-0522.030 | Y=0645.270-0654.590 | 320
P=0700 | X=0107.090-0329.560 | Y=0654.910-0666.150 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0700 | X=0107.090-0384.040 | Y=0672.430-0683.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0700 | X=0107.090-0426.700 | Y=0690.190-0701.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0700 | X=0090.020-0106.660 | Y=0697.830-0707.150 | 118
P=0700 | X=0457.850-0474.490 | Y=0697.830-0707.150 | 320
P=0700 | X=0505.390-0522.030 | Y=0697.830-0707.150 | 260
P=0700 | X=0107.090-0416.230 | Y=0701.730-0712.970 | Vành đai 1 đoạn qua phường Xuân Lập có hiện trạng là đường nhựa,
P=0701 | X=0107.090-0181.170 | Y=0072.500-0083.740 | bê tông xi măng:
P=0701 | X=0107.090-0329.790 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0701 | X=0107.090-0414.220 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0701 | X=0107.090-0140.130 | Y=0119.090-0130.330 | ≤600m.
P=0701 | X=0107.090-0329.800 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0701 | X=0107.090-0426.700 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0701 | X=0107.090-0416.230 | Y=0165.650-0176.890 | Vành đai 1 đoạn qua phường Xuân Lập có hiện trạng là đường nhựa,
P=0701 | X=0107.090-0181.170 | Y=0177.170-0188.410 | bê tông xi măng:
P=0701 | X=0090.020-0106.660 | Y=0185.050-0194.370 | 119
P=0701 | X=0457.850-0474.490 | Y=0185.050-0194.370 | 240
P=0701 | X=0505.390-0522.030 | Y=0185.050-0194.370 | 210
P=0701 | X=0107.090-0384.270 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0701 | X=0107.090-0332.690 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0701 | X=0234.340-0317.640 | Y=0229.990-0241.230 | Đường Xuân Lập -
P=0701 | X=0090.020-0205.350 | Y=0235.750-0246.990 | 120 Đường cầu Bến Ngựa
P=0701 | X=0327.480-0400.510 | Y=0235.750-0246.990 | Đường Bàu Sen
P=0701 | X=0457.850-0474.490 | Y=0237.630-0246.950 | 600
P=0701 | X=0505.390-0522.030 | Y=0237.630-0246.950 | 490
P=0701 | X=0234.340-0272.820 | Y=0243.390-0252.710 | Bàu Sao
P=0701 | X=0107.090-0422.870 | Y=0259.270-0270.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường cầu Bến Ngựa
P=0701 | X=0107.090-0424.540 | Y=0270.790-0282.030 | đoạn từ Đường Xuân Lập - Bàu Sao đến Đường Bàu Sen có hiện trạng
P=0701 | X=0107.090-0253.420 | Y=0282.340-0293.580 | là đường nhựa, bê tông xi măng:
P=0701 | X=0090.020-0106.660 | Y=0290.220-0299.540 | 121
P=0701 | X=0457.850-0474.490 | Y=0290.220-0299.540 | 400
P=0701 | X=0505.390-0522.030 | Y=0290.220-0299.540 | 320
P=0701 | X=0107.090-0329.560 | Y=0299.860-0311.100 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0701 | X=0107.090-0384.040 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0701 | X=0107.090-0422.870 | Y=0335.140-0346.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường cầu Bến Ngựa
P=0701 | X=0107.090-0424.540 | Y=0346.660-0357.900 | đoạn từ Đường Xuân Lập - Bàu Sao đến Đường Bàu Sen có hiện trạng
P=0701 | X=0107.090-0253.420 | Y=0357.940-0369.180 | là đường nhựa, bê tông xi măng:
P=0701 | X=0090.020-0329.790 | Y=0375.480-0389.800 | 122 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0701 | X=0457.850-0474.490 | Y=0380.480-0389.800 | 320
P=0701 | X=0505.390-0522.030 | Y=0380.480-0389.800 | 260
P=0701 | X=0107.090-0414.220 | Y=0393.000-0404.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0701 | X=0107.090-0140.130 | Y=0404.520-0415.760 | ≤600m.
P=0701 | X=0107.090-0329.800 | Y=0422.040-0433.280 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0701 | X=0107.090-0422.870 | Y=0439.800-0451.040 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường cầu Bến Ngựa
P=0701 | X=0107.090-0424.540 | Y=0451.340-0462.580 | đoạn từ Đường Xuân Lập - Bàu Sao đến Đường Bàu Sen có hiện trạng
P=0701 | X=0107.090-0253.420 | Y=0462.860-0474.100 | là đường nhựa, bê tông xi măng:
P=0701 | X=0090.020-0106.660 | Y=0470.740-0480.060 | 123
P=0701 | X=0457.850-0474.490 | Y=0470.740-0480.060 | 240
P=0701 | X=0505.390-0522.030 | Y=0470.740-0480.060 | 210
P=0701 | X=0107.090-0384.270 | Y=0480.380-0491.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0701 | X=0107.090-0330.280 | Y=0497.900-0509.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0701 | X=0107.090-0426.710 | Y=0515.660-0526.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0701 | X=0107.090-0410.860 | Y=0527.180-0538.420 | cầu Bến Ngựa đoạn từ Đường Xuân Lập - Bàu Sao đến Đường Bàu
P=0701 | X=0107.090-0334.570 | Y=0538.490-0549.730 | Sen có hiện trạng là đường nhựa, bê tông xi măng:
P=0701 | X=0090.020-0106.660 | Y=0546.370-0555.690 | 124
P=0701 | X=0457.850-0474.490 | Y=0546.370-0555.690 | 400
P=0701 | X=0505.390-0522.030 | Y=0546.370-0555.690 | 320
P=0701 | X=0107.090-0329.560 | Y=0556.010-0567.250 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0701 | X=0107.090-0384.040 | Y=0573.530-0584.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0701 | X=0107.090-0426.700 | Y=0591.290-0602.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0701 | X=0107.090-0410.860 | Y=0602.810-0614.050 | cầu Bến Ngựa đoạn từ Đường Xuân Lập - Bàu Sao đến Đường Bàu
P=0701 | X=0107.090-0334.570 | Y=0614.330-0625.570 | Sen có hiện trạng là đường nhựa, bê tông xi măng:
P=0701 | X=0090.020-0329.790 | Y=0631.870-0646.190 | 125 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0701 | X=0457.850-0474.490 | Y=0636.870-0646.190 | 320
P=0701 | X=0505.390-0522.030 | Y=0636.870-0646.190 | 260
P=0701 | X=0107.090-0414.220 | Y=0649.390-0660.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0701 | X=0107.090-0140.130 | Y=0660.910-0672.150 | ≤600m.
P=0701 | X=0107.090-0329.800 | Y=0678.430-0689.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0701 | X=0107.090-0426.700 | Y=0696.190-0707.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0701 | X=0090.020-0106.660 | Y=0703.860-0713.180 | 126
P=0701 | X=0457.850-0474.490 | Y=0703.860-0713.180 | 240
P=0701 | X=0505.390-0522.030 | Y=0703.860-0713.180 | 210
P=0701 | X=0107.090-0410.860 | Y=0707.730-0718.970 | cầu Bến Ngựa đoạn từ Đường Xuân Lập - Bàu Sao đến Đường Bàu
P=0702 | X=0107.090-0334.600 | Y=0072.500-0083.740 | Sen có hiện trạng là đường nhựa, bê tông xi măng:
P=0702 | X=0107.090-0384.270 | Y=0090.020-0101.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0702 | X=0107.090-0332.690 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông > 200m.
