TABLE=055 | AREA=Xã Phú Lý | SECTION=agricultural | SEGMENTS=1
P=1843 | X=0120.050-0397.240 | Y=0369.240-0380.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1843 | X=0120.050-0405.310 | Y=0387.000-0398.240 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1843 | X=0120.050-0396.220 | Y=0398.520-0409.760 | Đường Lý Lịch 2 - Bình Chánh đoạn từ Đường tỉnh 761 (Đoạn
P=1843 | X=0120.050-0404.380 | Y=0410.040-0421.280 | tiếp theo đến cầu suối Kóp) đến Ranh code 62 của Hồ Trị An đã
P=1843 | X=0120.050-0333.610 | Y=0421.560-0432.800 | được đầu tư mặt đường nhựa, bê tông xi măng:
P=1843 | X=0099.410-0351.600 | Y=0438.080-0450.320 | 83 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1843 | X=0450.890-0467.530 | Y=0438.080-0447.400 | 110
P=1843 | X=0511.150-0522.270 | Y=0438.080-0447.400 | 90
P=1843 | X=0120.050-0406.940 | Y=0456.620-0467.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1843 | X=0120.050-0181.170 | Y=0468.140-0479.380 | đến ≤1.000m.
P=1843 | X=0120.050-0343.220 | Y=0485.660-0496.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1843 | X=0120.050-0405.310 | Y=0503.420-0514.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1843 | X=0120.050-0396.220 | Y=0514.940-0526.180 | Đường Lý Lịch 2 - Bình Chánh đoạn từ Đường tỉnh 761 (Đoạn
P=1843 | X=0120.050-0404.380 | Y=0526.220-0537.460 | tiếp theo đến cầu suối Kóp) đến Ranh code 62 của Hồ Trị An đã
P=1843 | X=0099.410-0333.610 | Y=0537.770-0549.210 | 84 được đầu tư mặt đường nhựa, bê tông xi măng:
P=1843 | X=0456.650-0467.770 | Y=0539.890-0549.210 | 70
P=1843 | X=0511.150-0522.270 | Y=0539.890-0549.210 | 50
P=1843 | X=0120.050-0405.860 | Y=0555.290-0566.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1843 | X=0120.050-0343.690 | Y=0572.810-0584.050 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1843 | X=0120.050-0213.430 | Y=0590.570-0601.810 | Đường Bình Chánh -
P=1843 | X=0223.750-0304.440 | Y=0590.570-0601.810 | Đường Lý Lịch 2 -
P=1843 | X=0324.360-0407.970 | Y=0590.570-0601.810 | Đường ấp 4 - Bình
P=1843 | X=0099.410-0110.530 | Y=0598.210-0607.530 | 85
P=1843 | X=0450.890-0467.530 | Y=0598.210-0607.530 | 200
P=1843 | X=0505.390-0522.030 | Y=0598.210-0607.530 | 170
P=1843 | X=0120.050-0158.450 | Y=0603.970-0613.290 | Cây Cầy
P=1843 | X=0223.750-0276.630 | Y=0603.970-0613.290 | Bình Chánh
P=1843 | X=0324.360-0353.740 | Y=0603.970-0613.290 | Chánh
P=1843 | X=0120.050-0391.890 | Y=0619.870-0631.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bình
P=1843 | X=0120.050-0392.380 | Y=0631.390-0642.630 | Chánh - Cây Cầy đoạn từ Đường Lý Lịch 2 - Bình Chánh đến
P=1843 | X=0120.050-0402.940 | Y=0642.910-0654.150 | Đường ấp 4 - Bình Chánh đã được đầu tư mặt đường nhựa, bê
P=1843 | X=0099.410-0180.210 | Y=0654.430-0665.870 | 86 tông xi măng:
P=1843 | X=0450.890-0467.530 | Y=0656.550-0665.870 | 130
P=1843 | X=0505.390-0522.030 | Y=0656.550-0665.870 | 100
P=1843 | X=0120.050-0351.130 | Y=0671.950-0683.190 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1843 | X=0120.050-0397.240 | Y=0689.470-0700.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1843 | X=0099.410-0391.890 | Y=0707.250-0718.490 | 87 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bình
P=1843 | X=0450.890-0467.530 | Y=0709.140-0718.460 | 100
P=1843 | X=0511.150-0522.270 | Y=0709.140-0718.460 | 80
P=1844 | X=0120.050-0392.380 | Y=0072.500-0083.740 | Chánh - Cây Cầy đoạn từ Đường Lý Lịch 2 - Bình Chánh đến
P=1844 | X=0120.050-0402.940 | Y=0084.020-0095.260 | Đường ấp 4 - Bình Chánh đã được đầu tư mặt đường nhựa, bê
P=1844 | X=0120.050-0180.210 | Y=0095.540-0106.780 | tông xi măng:
P=1844 | X=0120.050-0351.600 | Y=0113.060-0124.300 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1844 | X=0120.050-0406.940 | Y=0130.610-0141.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1844 | X=0120.050-0181.170 | Y=0142.130-0153.370 | đến ≤1.000m.
P=1844 | X=0120.050-0343.220 | Y=0159.410-0170.650 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1844 | X=0120.050-0391.890 | Y=0177.170-0188.410 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bình
P=1844 | X=0120.050-0392.380 | Y=0188.690-0199.930 | Chánh - Cây Cầy đoạn từ Đường Lý Lịch 2 - Bình Chánh đến
P=1844 | X=0120.050-0402.940 | Y=0200.230-0211.470 | Đường ấp 4 - Bình Chánh đã được đầu tư mặt đường nhựa, bê
P=1844 | X=0099.410-0180.210 | Y=0211.750-0223.190 | 88 tông xi măng:
P=1844 | X=0456.650-0467.770 | Y=0213.870-0223.190 | 60
P=1844 | X=0511.150-0522.270 | Y=0213.870-0223.190 | 50
P=1844 | X=0120.050-0405.860 | Y=0229.270-0240.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1844 | X=0120.050-0343.690 | Y=0246.790-0258.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1844 | X=0120.050-0405.310 | Y=0264.550-0275.790 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1844 | X=0120.050-0398.850 | Y=0276.070-0287.310 | Đường Bình Chánh - Cây Cầy đoạn từ Đường Lý Lịch 2 - Bình
P=1844 | X=0120.050-0379.020 | Y=0287.620-0298.860 | Chánh đến Đường ấp 4 - Bình Chánh đã được đầu tư mặt
P=1844 | X=0099.410-0255.820 | Y=0299.140-0310.580 | 89 đường nhựa, bê tông xi măng:
P=1844 | X=0450.890-0467.530 | Y=0301.260-0310.580 | 130
P=1844 | X=0505.390-0522.030 | Y=0301.260-0310.580 | 100
P=1844 | X=0120.050-0351.130 | Y=0316.660-0327.900 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1844 | X=0120.050-0397.240 | Y=0333.940-0345.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1844 | X=0120.050-0405.310 | Y=0351.700-0362.940 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1844 | X=0120.050-0398.850 | Y=0363.220-0374.460 | Đường Bình Chánh - Cây Cầy đoạn từ Đường Lý Lịch 2 - Bình
P=1844 | X=0120.050-0379.020 | Y=0374.760-0386.000 | Chánh đến Đường ấp 4 - Bình Chánh đã được đầu tư mặt
P=1844 | X=0120.050-0255.820 | Y=0386.280-0397.520 | đường nhựa, bê tông xi măng:
P=1844 | X=0099.410-0351.600 | Y=0403.040-0415.040 | 90 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1844 | X=0450.890-0467.530 | Y=0403.040-0412.360 | 100
P=1844 | X=0511.150-0522.270 | Y=0403.040-0412.360 | 80
P=1844 | X=0120.050-0406.940 | Y=0421.320-0432.560 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1844 | X=0120.050-0181.170 | Y=0432.840-0444.080 | đến ≤1.000m.
P=1844 | X=0120.050-0343.220 | Y=0450.380-0461.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1844 | X=0120.050-0405.310 | Y=0468.140-0479.380 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1844 | X=0120.050-0398.850 | Y=0479.660-0490.900 | Đường Bình Chánh - Cây Cầy đoạn từ Đường Lý Lịch 2 - Bình
P=1844 | X=0120.050-0379.020 | Y=0491.180-0502.420 | Chánh đến Đường ấp 4 - Bình Chánh đã được đầu tư mặt
P=1844 | X=0099.410-0255.820 | Y=0502.460-0514.140 | 91 đường nhựa, bê tông xi măng:
P=1844 | X=0456.650-0467.770 | Y=0504.820-0514.140 | 60
P=1844 | X=0511.150-0522.270 | Y=0504.820-0514.140 | 50
P=1844 | X=0120.050-0405.860 | Y=0519.980-0531.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1844 | X=0120.050-0343.690 | Y=0537.530-0548.770 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1844 | X=0324.360-0406.300 | Y=0557.170-0566.490 | Bên phải: hết ranh
P=1844 | X=0324.360-0403.950 | Y=0566.810-0578.050 | thửa đất số 13, tờ
P=1844 | X=0324.360-0401.730 | Y=0578.330-0589.570 | bản đồ số 65, BĐ
P=1844 | X=0120.050-0203.420 | Y=0589.850-0601.090 | Đường Cây Cầy đi
P=1844 | X=0223.750-0409.600 | Y=0589.850-0601.090 | Đường Bình Chánh - ĐC xã Phú Lý. Bên
P=1844 | X=0099.410-0110.530 | Y=0597.490-0606.810 | 92
P=1844 | X=0450.890-0467.530 | Y=0597.490-0606.810 | 200
P=1844 | X=0505.390-0522.030 | Y=0597.490-0606.810 | 170
P=1844 | X=0120.050-0173.430 | Y=0603.250-0612.570 | Long Thành
P=1844 | X=0223.750-0262.180 | Y=0603.250-0612.570 | Cây Cầy
P=1844 | X=0324.360-0404.140 | Y=0603.250-0612.570 | trái: hết ranh thửa
P=1844 | X=0324.360-0400.060 | Y=0612.890-0624.130 | đất số 05, tờ bản
P=1844 | X=0324.360-0399.540 | Y=0624.430-0635.670 | đồ số 65, BĐ ĐC
P=1844 | X=0324.360-0368.990 | Y=0637.830-0647.150 | xã Phú Lý
P=1844 | X=0120.050-0409.580 | Y=0653.710-0664.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Cây Cầy
P=1844 | X=0120.050-0398.620 | Y=0665.230-0676.470 | đi Long Thành đoạn từ Đường Bình Chánh - Cây Cầy đến Bên
P=1844 | X=0099.410-0410.900 | Y=0676.510-0687.750 | 93 phải: hết ranh thửa đất số 13, tờ bản đồ số 65, BĐ ĐC xã Phú Lý.
P=1844 | X=0450.890-0467.530 | Y=0678.390-0687.710 | 130
P=1844 | X=0505.390-0522.030 | Y=0678.390-0687.710 | 100
P=1844 | X=0120.050-0410.340 | Y=0688.030-0699.270 | Bên trái: hết ranh thửa đất số 05, tờ bản đồ số 65, BĐ ĐC xã Phú
P=1844 | X=0120.050-0360.740 | Y=0699.550-0710.790 | Lý đã được đầu tư mặt đường nhựa, bê tông xi măng:
P=1845 | X=0120.050-0351.160 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1845 | X=0120.050-0397.240 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1845 | X=0120.050-0409.580 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Cây Cầy
P=1845 | X=0120.050-0398.620 | Y=0125.330-0136.570 | đi Long Thành đoạn từ Đường Bình Chánh - Cây Cầy đến Bên
P=1845 | X=0120.050-0410.940 | Y=0136.850-0148.090 | phải: hết ranh thửa đất số 13, tờ bản đồ số 65, BĐ ĐC xã Phú Lý.
P=1845 | X=0120.050-0410.340 | Y=0148.370-0159.610 | Bên trái: hết ranh thửa đất số 05, tờ bản đồ số 65, BĐ ĐC xã Phú
P=1845 | X=0120.050-0360.740 | Y=0159.650-0170.890 | Lý đã được đầu tư mặt đường nhựa, bê tông xi măng:
P=1845 | X=0099.410-0110.530 | Y=0170.650-0179.970 | 94
P=1845 | X=0450.890-0467.530 | Y=0170.650-0179.970 | 100
P=1845 | X=0511.150-0522.270 | Y=0170.650-0179.970 | 80
P=1845 | X=0120.050-0351.600 | Y=0177.170-0188.410 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1845 | X=0120.050-0406.940 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1845 | X=0120.050-0181.170 | Y=0206.230-0217.470 | đến ≤1.000m.
P=1845 | X=0120.050-0343.220 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1845 | X=0120.050-0409.580 | Y=0241.510-0252.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Cây Cầy
P=1845 | X=0120.050-0398.620 | Y=0253.030-0264.270 | đi Long Thành đoạn từ Đường Bình Chánh - Cây Cầy đến Bên
P=1845 | X=0120.050-0410.900 | Y=0264.550-0275.790 | phải: hết ranh thửa đất số 13, tờ bản đồ số 65, BĐ ĐC xã Phú Lý.
P=1845 | X=0120.050-0410.340 | Y=0276.070-0287.310 | Bên trái: hết ranh thửa đất số 05, tờ bản đồ số 65, BĐ ĐC xã Phú
P=1845 | X=0099.410-0110.530 | Y=0283.980-0293.300 | 95
P=1845 | X=0456.650-0467.770 | Y=0283.980-0293.300 | 60
P=1845 | X=0511.150-0522.270 | Y=0283.980-0293.300 | 50
P=1845 | X=0120.050-0360.740 | Y=0287.620-0298.860 | Lý đã được đầu tư mặt đường nhựa, bê tông xi măng:
P=1845 | X=0120.050-0405.860 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1845 | X=0120.050-0343.690 | Y=0322.660-0333.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1845 | X=0120.050-0405.310 | Y=0340.420-0351.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1845 | X=0120.050-0392.780 | Y=0351.700-0362.940 | Đường Cây Cầy đi Long Thành đoạn từ Đường Bình Chánh -
P=1845 | X=0120.050-0407.830 | Y=0363.220-0374.460 | Cây Cầy đến Bên phải: hết ranh thửa đất số 13, tờ bản đồ số 65,
P=1845 | X=0120.050-0409.420 | Y=0374.760-0386.000 | BĐ ĐC xã Phú Lý. Bên trái: hết ranh thửa đất số 05, tờ bản đồ số
P=1845 | X=0099.410-0404.870 | Y=0386.280-0397.720 | 96 65, BĐ ĐC xã Phú Lý đã được đầu tư mặt đường nhựa, bê tông
P=1845 | X=0450.890-0467.530 | Y=0388.400-0397.720 | 130
P=1845 | X=0505.390-0522.030 | Y=0388.400-0397.720 | 100
P=1845 | X=0120.050-0157.880 | Y=0397.800-0409.040 | xi măng:
P=1845 | X=0120.050-0351.130 | Y=0415.320-0426.560 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1845 | X=0120.050-0397.240 | Y=0432.840-0444.080 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1845 | X=0120.050-0405.310 | Y=0450.620-0461.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1845 | X=0120.050-0392.780 | Y=0462.140-0473.380 | Đường Cây Cầy đi Long Thành đoạn từ Đường Bình Chánh -
P=1845 | X=0120.050-0407.830 | Y=0473.660-0484.900 | Cây Cầy đến Bên phải: hết ranh thửa đất số 13, tờ bản đồ số 65,
P=1845 | X=0120.050-0409.420 | Y=0485.180-0496.420 | BĐ ĐC xã Phú Lý. Bên trái: hết ranh thửa đất số 05, tờ bản đồ số
P=1845 | X=0120.050-0404.850 | Y=0496.460-0507.700 | 65, BĐ ĐC xã Phú Lý đã được đầu tư mặt đường nhựa, bê tông
P=1845 | X=0099.410-0157.880 | Y=0507.980-0522.540 | 97 xi măng:
P=1845 | X=0450.890-0467.530 | Y=0513.220-0522.540 | 100
P=1845 | X=0511.150-0522.270 | Y=0513.220-0522.540 | 80
P=1845 | X=0120.050-0351.600 | Y=0525.500-0536.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1845 | X=0120.050-0406.940 | Y=0543.050-0554.290 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1845 | X=0120.050-0181.170 | Y=0554.570-0565.810 | đến ≤1.000m.
P=1845 | X=0120.050-0343.220 | Y=0572.090-0583.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1845 | X=0120.050-0405.310 | Y=0589.850-0601.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1845 | X=0120.050-0392.780 | Y=0601.370-0612.610 | Đường Cây Cầy đi Long Thành đoạn từ Đường Bình Chánh -
P=1845 | X=0120.050-0407.830 | Y=0612.890-0624.130 | Cây Cầy đến Bên phải: hết ranh thửa đất số 13, tờ bản đồ số 65,
P=1845 | X=0120.050-0409.420 | Y=0624.430-0635.670 | BĐ ĐC xã Phú Lý. Bên trái: hết ranh thửa đất số 05, tờ bản đồ số
P=1845 | X=0099.410-0404.850 | Y=0635.950-0647.390 | 98 65, BĐ ĐC xã Phú Lý đã được đầu tư mặt đường nhựa, bê tông
P=1845 | X=0456.650-0467.770 | Y=0638.070-0647.390 | 60
P=1845 | X=0511.150-0522.270 | Y=0638.070-0647.390 | 50
P=1845 | X=0120.050-0157.880 | Y=0647.470-0658.710 | xi măng:
P=1845 | X=0120.050-0405.860 | Y=0664.750-0675.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1845 | X=0120.050-0343.690 | Y=0682.270-0693.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1845 | X=0099.410-0203.660 | Y=0700.050-0711.290 | 99 Đường ấp 4 - Bình
P=1845 | X=0223.750-0293.950 | Y=0700.050-0711.290 | Đường tỉnh 767
P=1845 | X=0324.360-0405.590 | Y=0701.940-0711.260 | Ranh code 62 của
P=1845 | X=0450.890-0467.530 | Y=0701.940-0711.260 | 220
P=1845 | X=0505.390-0522.030 | Y=0701.940-0711.260 | 180
P=1846 | X=0120.050-0149.430 | Y=0074.380-0083.700 | Chánh
P=1846 | X=0324.360-0365.240 | Y=0074.380-0083.700 | hồ Trị An
P=1846 | X=0120.050-0396.860 | Y=0090.260-0101.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 4 -
P=1846 | X=0120.050-0400.310 | Y=0101.780-0113.020 | Bình Chánh đoạn từ Đường tỉnh 767 đến Ranh code 62 của hồ
P=1846 | X=0120.050-0376.600 | Y=0113.300-0124.540 | Trị An đã được đầu tư mặt đường nhựa, bê tông xi măng:
P=1846 | X=0096.530-0113.170 | Y=0121.210-0130.530 | 100
P=1846 | X=0450.890-0467.530 | Y=0121.210-0130.530 | 140
P=1846 | X=0505.390-0522.030 | Y=0121.210-0130.530 | 110
P=1846 | X=0120.050-0351.130 | Y=0130.850-0142.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1846 | X=0120.050-0397.240 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1846 | X=0120.050-0396.860 | Y=0166.130-0177.370 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 4 -
P=1846 | X=0120.050-0400.310 | Y=0177.410-0188.650 | Bình Chánh đoạn từ Đường tỉnh 767 đến Ranh code 62 của hồ
P=1846 | X=0120.050-0376.600 | Y=0188.930-0200.170 | Trị An đã được đầu tư mặt đường nhựa, bê tông xi măng:
P=1846 | X=0096.530-0351.600 | Y=0206.470-0220.790 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1846 | X=0450.890-0467.530 | Y=0211.470-0220.790 | 110
P=1846 | X=0511.150-0522.270 | Y=0211.470-0220.790 | 90
P=1846 | X=0120.050-0406.940 | Y=0223.990-0235.230 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1846 | X=0120.050-0181.170 | Y=0235.510-0246.750 | đến ≤1.000m.
P=1846 | X=0120.050-0343.220 | Y=0253.030-0264.270 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1846 | X=0120.050-0396.860 | Y=0270.790-0282.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 4 -
P=1846 | X=0120.050-0400.310 | Y=0282.340-0293.580 | Bình Chánh đoạn từ Đường tỉnh 767 đến Ranh code 62 của hồ
P=1846 | X=0120.050-0376.600 | Y=0293.860-0305.100 | Trị An đã được đầu tư mặt đường nhựa, bê tông xi măng:
P=1846 | X=0096.530-0113.170 | Y=0301.740-0311.060 | 102
P=1846 | X=0456.650-0467.770 | Y=0301.740-0311.060 | 70
P=1846 | X=0511.150-0522.270 | Y=0301.740-0311.060 | 50
P=1846 | X=0120.050-0405.860 | Y=0311.380-0322.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1846 | X=0120.050-0343.690 | Y=0328.900-0340.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1846 | X=0120.050-0405.310 | Y=0346.660-0357.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1846 | X=0120.050-0391.910 | Y=0357.940-0369.180 | Đường ấp 4 - Bình Chánh đoạn từ Đường tỉnh 767 đến Ranh
P=1846 | X=0120.050-0407.730 | Y=0369.480-0380.720 | code 62 của hồ Trị An đã được đầu tư mặt đường nhựa, bê tông
P=1846 | X=0096.530-0157.880 | Y=0381.000-0392.440 | 103 xi măng:
P=1846 | X=0450.890-0467.530 | Y=0383.120-0392.440 | 140
P=1846 | X=0505.390-0522.030 | Y=0383.120-0392.440 | 110
P=1846 | X=0120.050-0351.160 | Y=0398.520-0409.760 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1846 | X=0120.050-0397.240 | Y=0416.040-0427.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1846 | X=0120.050-0405.310 | Y=0433.800-0445.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1846 | X=0120.050-0391.910 | Y=0445.320-0456.560 | Đường ấp 4 - Bình Chánh đoạn từ Đường tỉnh 767 đến Ranh
P=1846 | X=0120.050-0407.740 | Y=0456.860-0468.100 | code 62 của hồ Trị An đã được đầu tư mặt đường nhựa, bê tông
P=1846 | X=0120.050-0157.880 | Y=0468.380-0479.620 | xi măng:
P=1846 | X=0096.530-0351.600 | Y=0484.900-0497.140 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1846 | X=0450.890-0467.530 | Y=0484.900-0494.220 | 110
P=1846 | X=0511.150-0522.270 | Y=0484.900-0494.220 | 90
P=1846 | X=0120.050-0406.940 | Y=0503.420-0514.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1846 | X=0120.050-0181.170 | Y=0514.940-0526.180 | đến ≤1.000m.
P=1846 | X=0120.050-0343.220 | Y=0532.220-0543.460 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1846 | X=0120.050-0405.340 | Y=0550.010-0561.250 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1846 | X=0120.050-0391.910 | Y=0561.530-0572.770 | Đường ấp 4 - Bình Chánh đoạn từ Đường tỉnh 767 đến Ranh
P=1846 | X=0120.050-0407.730 | Y=0573.050-0584.290 | code 62 của hồ Trị An đã được đầu tư mặt đường nhựa, bê tông
P=1846 | X=0096.530-0157.880 | Y=0584.570-0596.010 | 105 xi măng:
P=1846 | X=0456.650-0467.770 | Y=0586.690-0596.010 | 70
P=1846 | X=0511.150-0522.270 | Y=0586.690-0596.010 | 50
P=1846 | X=0120.050-0405.860 | Y=0602.090-0613.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1846 | X=0120.050-0343.690 | Y=0619.630-0630.870 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1846 | X=0324.360-0408.550 | Y=0639.270-0648.590 | Hết ranh thửa 150,
P=1846 | X=0120.050-0219.740 | Y=0643.150-0654.390 | Đường tổ 1, 2 ấp Bình
P=1846 | X=0324.360-0408.460 | Y=0648.910-0660.150 | tờ BĐĐC số 62, xã
P=1846 | X=0096.530-0113.170 | Y=0650.790-0660.110 | 106
P=1846 | X=0223.750-0301.620 | Y=0650.790-0660.110 | Nhà thờ Tin Lành
P=1846 | X=0450.890-0467.530 | Y=0650.790-0660.110 | 200
P=1846 | X=0505.390-0522.030 | Y=0650.790-0660.110 | 170
P=1846 | X=0120.050-0149.430 | Y=0656.550-0665.870 | Chánh
P=1846 | X=0324.360-0355.550 | Y=0662.310-0671.630 | Phú Lý
P=1846 | X=0120.050-0399.100 | Y=0678.190-0689.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tổ 1, 2
P=1846 | X=0096.530-0410.950 | Y=0689.710-0700.950 | 107 ấp Bình Chánh đoạn từ Nhà thờ Tin Lành đến Hết ranh thửa 150,
P=1846 | X=0450.890-0467.530 | Y=0691.590-0700.910 | 130
P=1846 | X=0505.390-0522.030 | Y=0691.590-0700.910 | 100
P=1846 | X=0120.050-0405.100 | Y=0701.250-0712.490 | tờ BĐĐC số 62, xã Phú Lý đã được đầu tư mặt đường nhựa, bê
P=1847 | X=0120.050-0180.210 | Y=0072.500-0083.740 | tông xi măng:
P=1847 | X=0120.050-0351.130 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1847 | X=0120.050-0397.240 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1847 | X=0120.050-0399.100 | Y=0125.330-0136.570 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tổ 1, 2
P=1847 | X=0120.050-0410.950 | Y=0136.850-0148.090 | ấp Bình Chánh đoạn từ Nhà thờ Tin Lành đến Hết ranh thửa 150,
P=1847 | X=0120.050-0405.100 | Y=0148.370-0159.610 | tờ BĐĐC số 62, xã Phú Lý đã được đầu tư mặt đường nhựa, bê
P=1847 | X=0120.050-0180.210 | Y=0159.650-0170.890 | tông xi măng:
P=1847 | X=0096.530-0351.600 | Y=0176.410-0188.410 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1847 | X=0450.890-0467.530 | Y=0176.410-0185.730 | 100
P=1847 | X=0511.150-0522.270 | Y=0176.410-0185.730 | 80
P=1847 | X=0120.050-0406.940 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1847 | X=0120.050-0181.170 | Y=0206.230-0217.470 | đến ≤1.000m.
P=1847 | X=0120.050-0343.240 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1847 | X=0120.050-0399.100 | Y=0241.510-0252.750 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường tổ 1, 2
P=1847 | X=0120.050-0410.950 | Y=0253.030-0264.270 | ấp Bình Chánh đoạn từ Nhà thờ Tin Lành đến Hết ranh thửa 150,
P=1847 | X=0120.050-0405.100 | Y=0264.550-0275.790 | tờ BĐĐC số 62, xã Phú Lý đã được đầu tư mặt đường nhựa, bê
P=1847 | X=0096.530-0180.210 | Y=0276.070-0287.510 | 109 tông xi măng:
P=1847 | X=0456.650-0467.770 | Y=0278.190-0287.510 | 60
P=1847 | X=0511.150-0522.270 | Y=0278.190-0287.510 | 50
P=1847 | X=0120.050-0405.860 | Y=0293.620-0304.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1847 | X=0120.050-0343.690 | Y=0311.140-0322.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1847 | X=0120.050-0405.310 | Y=0328.900-0340.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
