TABLE=043 | AREA=Xã Định Quán | SECTION=agricultural | SEGMENTS=1
P=1548 | X=0112.370-0335.310 | Y=0213.190-0224.430 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1548 | X=0112.370-0389.560 | Y=0230.710-0241.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1548 | X=0112.370-0406.530 | Y=0248.710-0259.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Mạc Đĩnh
P=1548 | X=0112.370-0336.980 | Y=0260.230-0271.470 | Chi có hiện trạng là đường nhựa, bê tông xi măng:
P=1548 | X=0112.370-0335.540 | Y=0277.750-0288.990 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1548 | X=0092.420-0109.060 | Y=0288.540-0297.860 | 416
P=1548 | X=0452.090-0468.730 | Y=0288.540-0297.860 | 300
P=1548 | X=0505.390-0522.030 | Y=0288.540-0297.860 | 290
P=1548 | X=0112.370-0399.260 | Y=0295.300-0306.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1548 | X=0112.370-0165.330 | Y=0306.820-0318.060 | đến ≤600m.
P=1548 | X=0112.370-0335.540 | Y=0324.340-0335.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1548 | X=0112.370-0406.530 | Y=0342.340-0353.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Mạc Đĩnh
P=1548 | X=0112.370-0336.980 | Y=0353.860-0365.100 | Chi có hiện trạng là đường nhựa, bê tông xi măng:
P=1548 | X=0092.420-0109.060 | Y=0367.520-0376.840 | 417
P=1548 | X=0452.090-0468.730 | Y=0367.520-0376.840 | 220
P=1548 | X=0505.390-0522.030 | Y=0367.520-0376.840 | 220
P=1548 | X=0112.370-0389.800 | Y=0371.400-0382.640 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1548 | X=0112.370-0336.010 | Y=0388.920-0400.160 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1548 | X=0112.370-0397.630 | Y=0406.920-0418.160 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1548 | X=0112.370-0386.360 | Y=0418.200-0429.440 | Đường Mạc Đĩnh Chi có hiện trạng là đường nhựa, bê tông xi
P=1548 | X=0112.370-0140.370 | Y=0429.720-0440.960 | măng:
P=1548 | X=0092.420-0109.060 | Y=0437.600-0446.920 | 418
P=1548 | X=0452.090-0468.730 | Y=0437.600-0446.920 | 380
P=1548 | X=0505.390-0522.030 | Y=0437.600-0446.920 | 350
P=1548 | X=0112.370-0335.310 | Y=0447.240-0458.480 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1548 | X=0112.370-0389.560 | Y=0464.780-0476.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1548 | X=0112.370-0397.630 | Y=0482.780-0494.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1548 | X=0112.370-0386.360 | Y=0494.300-0505.540 | Đường Mạc Đĩnh Chi có hiện trạng là đường nhựa, bê tông xi
P=1548 | X=0112.370-0140.370 | Y=0505.820-0517.060 | măng:
P=1548 | X=0092.420-0335.540 | Y=0523.340-0537.420 | 419 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1548 | X=0452.090-0468.730 | Y=0528.100-0537.420 | 300
P=1548 | X=0505.390-0522.030 | Y=0528.100-0537.420 | 290
P=1548 | X=0112.370-0399.260 | Y=0540.890-0552.130 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1548 | X=0112.370-0165.330 | Y=0552.410-0563.650 | đến ≤600m.
P=1548 | X=0112.370-0335.540 | Y=0569.930-0581.170 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1548 | X=0112.370-0397.630 | Y=0587.930-0599.170 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1548 | X=0112.370-0386.360 | Y=0599.450-0610.690 | Đường Mạc Đĩnh Chi có hiện trạng là đường nhựa, bê tông xi
P=1548 | X=0112.370-0140.370 | Y=0610.970-0622.210 | măng:
P=1548 | X=0092.420-0109.060 | Y=0618.870-0628.190 | 420
P=1548 | X=0452.090-0468.730 | Y=0618.870-0628.190 | 220
P=1548 | X=0505.390-0522.030 | Y=0618.870-0628.190 | 220
P=1548 | X=0112.370-0389.800 | Y=0628.270-0639.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1548 | X=0112.370-0336.010 | Y=0645.790-0657.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1548 | X=0092.420-0354.920 | Y=0663.790-0675.030 | 421 Đường Nguyễn Du Đường Ngô Quyền Đường Lê Lợi
P=1548 | X=0452.090-0468.730 | Y=0665.670-0674.990 | 570
P=1548 | X=0505.390-0522.030 | Y=0665.670-0674.990 | 500
P=1548 | X=0112.370-0397.910 | Y=0681.790-0693.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1548 | X=0452.090-0468.730 | Y=0683.670-0692.990 | 380
P=1548 | X=0092.420-0334.820 | Y=0692.550-0704.550 | 422 Du có hiện trạng là đường nhựa, bê tông xi măng:
P=1548 | X=0505.390-0522.030 | Y=0692.550-0701.870 | 350
P=1548 | X=0466.010-0468.810 | Y=0701.190-0710.510 | .
P=1549 | X=0112.370-0335.280 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1549 | X=0112.370-0389.560 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1549 | X=0112.370-0397.910 | Y=0114.290-0125.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1549 | X=0112.370-0334.840 | Y=0125.810-0137.050 | Du có hiện trạng là đường nhựa, bê tông xi măng:
P=1549 | X=0112.370-0335.540 | Y=0143.330-0154.570 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1549 | X=0092.420-0109.060 | Y=0153.850-0163.170 | 423
P=1549 | X=0452.090-0468.730 | Y=0153.850-0163.170 | 300
P=1549 | X=0505.390-0522.030 | Y=0153.850-0163.170 | 290
P=1549 | X=0112.370-0399.260 | Y=0160.850-0172.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1549 | X=0112.370-0165.330 | Y=0172.370-0183.610 | đến ≤600m.
P=1549 | X=0112.370-0335.540 | Y=0189.650-0200.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1549 | X=0112.370-0397.910 | Y=0207.670-0218.910 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1549 | X=0112.370-0334.820 | Y=0219.190-0230.430 | Du có hiện trạng là đường nhựa, bê tông xi măng:
P=1549 | X=0092.420-0109.060 | Y=0232.830-0242.150 | 424
P=1549 | X=0452.090-0468.730 | Y=0232.830-0242.150 | 220
P=1549 | X=0505.390-0522.030 | Y=0232.830-0242.150 | 220
P=1549 | X=0112.370-0389.800 | Y=0236.710-0247.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1549 | X=0112.370-0336.010 | Y=0254.230-0265.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1549 | X=0112.370-0397.630 | Y=0272.230-0283.470 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1549 | X=0112.370-0406.350 | Y=0283.780-0295.020 | Đường Nguyễn Du có hiện trạng là đường nhựa, bê tông xi măng:
P=1549 | X=0092.420-0109.060 | Y=0297.420-0306.740 | 425
P=1549 | X=0452.090-0468.730 | Y=0297.420-0306.740 | 380
P=1549 | X=0505.390-0522.030 | Y=0297.420-0306.740 | 350
P=1549 | X=0112.370-0335.280 | Y=0301.300-0312.540 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1549 | X=0112.370-0389.560 | Y=0318.820-0330.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1549 | X=0112.370-0397.630 | Y=0336.820-0348.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1549 | X=0112.370-0406.380 | Y=0348.340-0359.580 | Đường Nguyễn Du có hiện trạng là đường nhựa, bê tông xi măng:
P=1549 | X=0112.370-0335.540 | Y=0365.880-0377.120 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1549 | X=0092.420-0109.060 | Y=0376.400-0385.720 | 426
P=1549 | X=0452.090-0468.730 | Y=0376.400-0385.720 | 300
P=1549 | X=0505.390-0522.030 | Y=0376.400-0385.720 | 290
P=1549 | X=0112.370-0399.260 | Y=0383.400-0394.640 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1549 | X=0112.370-0165.330 | Y=0394.920-0406.160 | đến ≤600m.
P=1549 | X=0112.370-0335.540 | Y=0412.200-0423.440 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1549 | X=0112.370-0397.630 | Y=0430.200-0441.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1549 | X=0112.370-0406.350 | Y=0441.720-0452.960 | Đường Nguyễn Du có hiện trạng là đường nhựa, bê tông xi măng:
P=1549 | X=0092.420-0109.060 | Y=0455.380-0464.700 | 427
P=1549 | X=0452.090-0468.730 | Y=0455.380-0464.700 | 220
P=1549 | X=0505.390-0522.030 | Y=0455.380-0464.700 | 220
P=1549 | X=0112.370-0389.800 | Y=0459.260-0470.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1549 | X=0112.370-0336.010 | Y=0476.780-0488.020 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1549 | X=0112.370-0279.780 | Y=0494.780-0506.020 | Đường Lý Thường Đường Trần Nhân
P=1549 | X=0292.200-0399.730 | Y=0500.540-0511.780 | Đường Ngô Thời Nhiệm
P=1549 | X=0092.420-0109.060 | Y=0502.420-0511.740 | 428
P=1549 | X=0452.090-0468.730 | Y=0502.420-0511.740 | 570
P=1549 | X=0505.390-0522.030 | Y=0502.420-0511.740 | 500
P=1549 | X=0112.370-0129.810 | Y=0508.180-0517.500 | Kiệt
P=1549 | X=0198.070-0220.950 | Y=0508.180-0517.500 | Tông
P=1549 | X=0112.370-0374.040 | Y=0524.300-0535.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý
P=1549 | X=0112.370-0378.270 | Y=0535.850-0547.090 | Thường Kiệt có hiện trạng là đường nhựa, bê tông xi măng:
P=1549 | X=0092.420-0109.060 | Y=0549.490-0558.810 | 429
P=1549 | X=0452.090-0468.730 | Y=0549.490-0558.810 | 380
P=1549 | X=0505.390-0522.030 | Y=0549.490-0558.810 | 350
P=1549 | X=0112.370-0335.280 | Y=0553.370-0564.610 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1549 | X=0112.370-0389.560 | Y=0570.890-0582.130 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1549 | X=0112.370-0374.040 | Y=0588.890-0600.130 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý
P=1549 | X=0112.370-0378.270 | Y=0600.410-0611.650 | Thường Kiệt có hiện trạng là đường nhựa, bê tông xi măng:
P=1549 | X=0112.370-0335.540 | Y=0617.950-0629.190 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1549 | X=0092.420-0109.060 | Y=0628.470-0637.790 | 430
P=1549 | X=0452.090-0468.730 | Y=0628.470-0637.790 | 300
P=1549 | X=0505.390-0522.030 | Y=0628.470-0637.790 | 290
P=1549 | X=0112.370-0399.260 | Y=0635.470-0646.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1549 | X=0112.370-0165.330 | Y=0646.990-0658.230 | đến ≤600m.
P=1549 | X=0112.370-0335.540 | Y=0664.270-0675.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1549 | X=0112.370-0374.040 | Y=0682.270-0693.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lý
P=1549 | X=0092.420-0109.060 | Y=0689.910-0699.230 | 431
P=1549 | X=0452.090-0468.730 | Y=0689.910-0699.230 | 220
P=1549 | X=0505.390-0522.030 | Y=0689.910-0699.230 | 220
P=1549 | X=0112.370-0378.270 | Y=0693.790-0705.030 | Thường Kiệt có hiện trạng là đường nhựa, bê tông xi măng:
P=1550 | X=0112.370-0389.800 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1550 | X=0112.370-0336.010 | Y=0096.260-0107.500 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1550 | X=0112.370-0397.630 | Y=0114.290-0125.530 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1550 | X=0112.370-0395.000 | Y=0125.810-0137.050 | Đường Lý Thường Kiệt có hiện trạng là đường nhựa, bê tông xi
P=1550 | X=0112.370-0140.370 | Y=0137.330-0148.570 | măng:
P=1550 | X=0092.420-0109.060 | Y=0145.210-0154.530 | 432
P=1550 | X=0452.090-0468.730 | Y=0145.210-0154.530 | 380
P=1550 | X=0505.390-0522.030 | Y=0145.210-0154.530 | 350
P=1550 | X=0112.370-0335.280 | Y=0154.850-0166.090 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1550 | X=0112.370-0389.560 | Y=0172.370-0183.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1550 | X=0112.370-0397.630 | Y=0190.370-0201.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1550 | X=0112.370-0395.000 | Y=0201.670-0212.910 | Đường Lý Thường Kiệt có hiện trạng là đường nhựa, bê tông xi
P=1550 | X=0112.370-0140.370 | Y=0213.190-0224.430 | măng:
P=1550 | X=0092.420-0335.540 | Y=0230.710-0245.030 | 433 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1550 | X=0452.090-0468.730 | Y=0235.710-0245.030 | 300
P=1550 | X=0505.390-0522.030 | Y=0235.710-0245.030 | 290
P=1550 | X=0112.370-0399.260 | Y=0248.230-0259.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1550 | X=0112.370-0165.330 | Y=0259.750-0270.990 | đến ≤600m.
P=1550 | X=0112.370-0335.540 | Y=0277.270-0288.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1550 | X=0112.370-0397.630 | Y=0295.300-0306.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1550 | X=0112.370-0395.000 | Y=0306.820-0318.060 | Đường Lý Thường Kiệt có hiện trạng là đường nhựa, bê tông xi
P=1550 | X=0112.370-0140.370 | Y=0318.340-0329.580 | măng:
P=1550 | X=0092.420-0109.060 | Y=0326.220-0335.540 | 434
P=1550 | X=0452.090-0468.730 | Y=0326.220-0335.540 | 220
P=1550 | X=0505.390-0522.030 | Y=0326.220-0335.540 | 220
P=1550 | X=0112.370-0389.800 | Y=0335.860-0347.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1550 | X=0112.370-0336.020 | Y=0353.380-0364.620 | - Có bề rộng <3m. cách đường giao thông >200m.
P=1550 | X=0112.370-0401.260 | Y=0371.400-0382.640 | Đường Ngô Thời Đường Trần Hưng Đến đường Nguyễn Văn
P=1550 | X=0092.420-0109.060 | Y=0379.040-0388.360 | 435
P=1550 | X=0452.090-0468.730 | Y=0379.040-0388.360 | 570
P=1550 | X=0505.390-0522.030 | Y=0379.040-0388.360 | 500
P=1550 | X=0198.070-0311.240 | Y=0382.920-0394.160 | Đạo (đường số 6 cũ) Linh
P=1550 | X=0112.370-0141.170 | Y=0384.800-0394.120 | Nhiệm
P=1550 | X=0112.370-0405.100 | Y=0400.920-0412.160 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Thời
P=1550 | X=0112.370-0350.900 | Y=0412.200-0423.440 | Nhiệm có hiện trạng là đường nhựa, bê tông xi măng:
P=1550 | X=0092.420-0109.060 | Y=0425.840-0435.160 | 436
P=1550 | X=0452.090-0468.730 | Y=0425.840-0435.160 | 380
P=1550 | X=0505.390-0522.030 | Y=0425.840-0435.160 | 350
P=1550 | X=0112.370-0335.280 | Y=0429.720-0440.960 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1550 | X=0112.370-0389.560 | Y=0447.240-0458.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1550 | X=0112.370-0405.100 | Y=0465.260-0476.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Thời
P=1550 | X=0112.370-0350.900 | Y=0476.780-0488.020 | Nhiệm có hiện trạng là đường nhựa, bê tông xi măng:
P=1550 | X=0112.370-0335.570 | Y=0494.300-0505.540 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1550 | X=0092.420-0109.060 | Y=0505.060-0514.380 | 437
P=1550 | X=0452.090-0468.730 | Y=0505.060-0514.380 | 300
P=1550 | X=0505.390-0522.030 | Y=0505.060-0514.380 | 290
P=1550 | X=0112.370-0399.260 | Y=0511.820-0523.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1550 | X=0112.370-0165.330 | Y=0523.340-0534.580 | đến ≤600m.
P=1550 | X=0112.370-0335.540 | Y=0540.890-0552.130 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1550 | X=0112.370-0405.100 | Y=0558.890-0570.130 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Ngô Thời
P=1550 | X=0112.370-0350.900 | Y=0570.410-0581.650 | Nhiệm có hiện trạng là đường nhựa, bê tông xi măng:
P=1550 | X=0092.420-0109.060 | Y=0584.050-0593.370 | 438
P=1550 | X=0452.090-0468.730 | Y=0584.050-0593.370 | 220
P=1550 | X=0505.390-0522.030 | Y=0584.050-0593.370 | 220
P=1550 | X=0112.370-0389.800 | Y=0587.930-0599.170 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1550 | X=0112.370-0336.010 | Y=0605.450-0616.690 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1550 | X=0112.370-0397.630 | Y=0623.470-0634.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1550 | X=0112.370-0399.080 | Y=0634.990-0646.230 | Đường Ngô Thời Nhiệm có hiện trạng là đường nhựa, bê tông xi
P=1550 | X=0112.370-0140.370 | Y=0646.270-0657.510 | măng:
P=1550 | X=0092.420-0109.060 | Y=0654.150-0663.470 | 439
P=1550 | X=0452.090-0468.730 | Y=0654.150-0663.470 | 380
P=1550 | X=0505.390-0522.030 | Y=0654.150-0663.470 | 350
P=1550 | X=0112.370-0335.280 | Y=0663.790-0675.030 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1550 | X=0112.370-0389.560 | Y=0681.310-0692.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1550 | X=0092.420-0397.630 | Y=0699.310-0710.550 | 440 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1550 | X=0452.090-0468.730 | Y=0701.190-0710.510 | 300
P=1550 | X=0505.390-0522.030 | Y=0701.190-0710.510 | 290
P=1551 | X=0112.370-0399.080 | Y=0072.740-0083.980 | Đường Ngô Thời Nhiệm có hiện trạng là đường nhựa, bê tông xi
P=1551 | X=0112.370-0140.370 | Y=0084.260-0095.500 | măng:
P=1551 | X=0112.370-0335.540 | Y=0101.780-0113.020 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1551 | X=0112.370-0399.260 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1551 | X=0112.370-0165.330 | Y=0130.850-0142.090 | đến ≤600m.
P=1551 | X=0112.370-0335.540 | Y=0148.370-0159.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1551 | X=0112.370-0397.630 | Y=0166.370-0177.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1551 | X=0112.370-0399.080 | Y=0177.650-0188.890 | Đường Ngô Thời Nhiệm có hiện trạng là đường nhựa, bê tông xi
P=1551 | X=0112.370-0140.370 | Y=0189.170-0200.410 | măng:
P=1551 | X=0092.420-0109.060 | Y=0197.050-0206.370 | 441
P=1551 | X=0452.090-0468.730 | Y=0197.050-0206.370 | 220
P=1551 | X=0505.390-0522.030 | Y=0197.050-0206.370 | 220
P=1551 | X=0112.370-0389.800 | Y=0206.710-0217.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1551 | X=0112.370-0336.010 | Y=0224.230-0235.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1551 | X=0112.370-0280.970 | Y=0242.230-0253.470 | Đường Phạm Ngũ Đường Trần Hưng
P=1551 | X=0292.200-0400.540 | Y=0247.990-0259.230 | Đến đường Nguyễn Trãi
P=1551 | X=0092.420-0109.060 | Y=0249.870-0259.190 | 442
P=1551 | X=0452.090-0468.730 | Y=0249.870-0259.190 | 570
P=1551 | X=0505.390-0522.030 | Y=0249.870-0259.190 | 500
P=1551 | X=0198.070-0290.980 | Y=0253.750-0264.990 | Đạo (đường số 6 cũ)
P=1551 | X=0112.370-0129.010 | Y=0255.630-0264.950 | Lão
P=1551 | X=0112.370-0389.660 | Y=0271.750-0282.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm
P=1551 | X=0112.370-0359.780 | Y=0283.300-0294.540 | Ngũ Lão có hiện trạng là đường nhựa, bê tông xi măng:
P=1551 | X=0092.420-0109.060 | Y=0296.940-0306.260 | 443
P=1551 | X=0452.090-0468.730 | Y=0296.940-0306.260 | 380
P=1551 | X=0505.390-0522.030 | Y=0296.940-0306.260 | 350
P=1551 | X=0112.370-0335.280 | Y=0300.820-0312.060 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1551 | X=0112.370-0389.560 | Y=0318.340-0329.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1551 | X=0112.370-0389.660 | Y=0336.340-0347.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm
P=1551 | X=0112.370-0359.780 | Y=0347.860-0359.100 | Ngũ Lão có hiện trạng là đường nhựa, bê tông xi măng:
P=1551 | X=0112.370-0335.540 | Y=0365.400-0376.640 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1551 | X=0092.420-0109.060 | Y=0375.920-0385.240 | 444
P=1551 | X=0452.090-0468.730 | Y=0375.920-0385.240 | 300
P=1551 | X=0505.390-0522.030 | Y=0375.920-0385.240 | 290
P=1551 | X=0112.370-0399.260 | Y=0382.920-0394.160 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1551 | X=0112.370-0165.330 | Y=0394.200-0405.440 | đến ≤600m.
P=1551 | X=0112.370-0335.540 | Y=0411.720-0422.960 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1551 | X=0112.370-0389.660 | Y=0429.720-0440.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm
P=1551 | X=0112.370-0359.780 | Y=0441.240-0452.480 | Ngũ Lão có hiện trạng là đường nhựa, bê tông xi măng:
P=1551 | X=0092.420-0109.060 | Y=0454.900-0464.220 | 445
P=1551 | X=0452.090-0468.730 | Y=0454.900-0464.220 | 220
P=1551 | X=0505.390-0522.030 | Y=0454.900-0464.220 | 220
P=1551 | X=0112.370-0389.800 | Y=0458.780-0470.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1551 | X=0112.370-0336.010 | Y=0476.300-0487.540 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1551 | X=0112.370-0397.630 | Y=0494.300-0505.540 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1551 | X=0112.370-0392.350 | Y=0505.820-0517.060 | Đường Phạm Ngũ Lão có hiện trạng là đường nhựa, bê tông xi
P=1551 | X=0112.370-0140.370 | Y=0517.340-0528.580 | măng:
P=1551 | X=0092.420-0109.060 | Y=0525.220-0534.540 | 446
P=1551 | X=0452.090-0468.730 | Y=0525.220-0534.540 | 380
P=1551 | X=0505.390-0522.030 | Y=0525.220-0534.540 | 350
P=1551 | X=0112.370-0335.280 | Y=0534.890-0546.130 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1551 | X=0112.370-0389.560 | Y=0552.410-0563.650 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1551 | X=0112.370-0397.630 | Y=0570.410-0581.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1551 | X=0112.370-0392.350 | Y=0581.930-0593.170 | Đường Phạm Ngũ Lão có hiện trạng là đường nhựa, bê tông xi
P=1551 | X=0112.370-0140.370 | Y=0593.450-0604.690 | măng:
P=1551 | X=0092.420-0335.540 | Y=0610.970-0625.050 | 447 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=1551 | X=0452.090-0468.730 | Y=0615.730-0625.050 | 300
P=1551 | X=0505.390-0522.030 | Y=0615.730-0625.050 | 290
P=1551 | X=0112.370-0399.260 | Y=0628.270-0639.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m
P=1551 | X=0112.370-0165.330 | Y=0639.790-0651.030 | đến ≤600m.
P=1551 | X=0112.370-0335.540 | Y=0657.310-0668.550 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1551 | X=0112.370-0397.630 | Y=0675.310-0686.550 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1551 | X=0092.420-0392.350 | Y=0686.830-0698.070 | 448 Đường Phạm Ngũ Lão có hiện trạng là đường nhựa, bê tông xi
P=1551 | X=0452.090-0468.730 | Y=0688.710-0698.030 | 220
P=1551 | X=0505.390-0522.030 | Y=0688.710-0698.030 | 220
P=1551 | X=0112.370-0140.370 | Y=0698.350-0709.590 | măng:
P=1552 | X=0112.370-0389.800 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=1552 | X=0112.370-0336.010 | Y=0096.260-0107.500 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1552 | X=0112.370-0181.350 | Y=0114.290-0125.530 | Đường Nguyễn
P=1552 | X=0198.070-0274.950 | Y=0120.050-0131.290 | Đường Gia Canh
P=1552 | X=0292.200-0374.120 | Y=0120.050-0131.290 | Đường 17 tháng 3
P=1552 | X=0092.420-0109.060 | Y=0121.930-0131.250 | 449
P=1552 | X=0452.090-0468.730 | Y=0121.930-0131.250 | 270
P=1552 | X=0505.390-0522.030 | Y=0121.930-0131.250 | 230
P=1552 | X=0112.370-0159.250 | Y=0127.690-0137.010 | Chí Thanh
P=1552 | X=0112.370-0397.910 | Y=0143.810-0155.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1552 | X=0112.370-0368.420 | Y=0155.330-0166.570 | Chí Thanh có hiện trạng là đường nhựa, bê tông xi măng:
P=1552 | X=0092.420-0109.060 | Y=0168.970-0178.290 | 450
P=1552 | X=0452.090-0468.730 | Y=0168.970-0178.290 | 160
P=1552 | X=0505.390-0522.030 | Y=0168.970-0178.290 | 150
P=1552 | X=0112.370-0335.280 | Y=0172.850-0184.090 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=1552 | X=0112.370-0389.560 | Y=0190.370-0201.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=1552 | X=0112.370-0397.910 | Y=0208.390-0219.630 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn
P=1552 | X=0112.370-0368.420 | Y=0219.670-0230.910 | Chí Thanh có hiện trạng là đường nhựa, bê tông xi măng:
P=1552 | X=0112.370-0335.540 | Y=0237.190-0248.430 | - Có bề rộng ≥5m, cách đường giao thông >600m.
