TABLE=049 | AREA=Xã Tà Lài | SECTION=agricultural | SEGMENTS=1
P=1699 | X=0114.530-0399.790 | Y=0587.450-0598.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1699 | X=0114.530-0415.900 | Y=0598.970-0610.210 | Đường chuyên dùng đoạn từ Đường vào đập Hàm Vô đến Hết ranh
P=1699 | X=0114.530-0404.860 | Y=0610.250-0621.490 | thửa đất số 478, tờ BĐĐC số 54 có hiện trạng là đường nhựa, bê
P=1699 | X=0096.530-0174.690 | Y=0621.790-0633.230 | 91 tông xi măng:
P=1699 | X=0464.090-0475.210 | Y=0623.910-0633.230 | 50
P=1699 | X=0511.150-0522.270 | Y=0623.910-0633.230 | 40
P=1699 | X=0114.530-0400.340 | Y=0639.310-0650.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1699 | X=0114.530-0338.170 | Y=0656.830-0668.070 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1699 | X=0318.600-0410.380 | Y=0674.830-0686.070 | Hết ranh thửa đất số
P=1699 | X=0114.530-0206.310 | Y=0680.590-0691.830 | Đường ấp 2 (ấp Phú
P=1699 | X=0216.550-0301.080 | Y=0680.590-0691.830 | Đường Phú Xuân -
P=1699 | X=0318.600-0408.700 | Y=0686.350-0697.590 | 459, tờ BĐĐC số 33
P=1699 | X=0096.530-0107.650 | Y=0688.230-0697.550 | 92
P=1699 | X=0458.330-0474.970 | Y=0688.230-0697.550 | 180
P=1699 | X=0505.390-0522.030 | Y=0688.230-0697.550 | 150
P=1699 | X=0114.530-0142.850 | Y=0693.990-0703.310 | Lập 7)
P=1699 | X=0216.550-0265.140 | Y=0693.990-0703.310 | Núi Tượng
P=1699 | X=0318.600-0363.740 | Y=0699.750-0709.070 | (bên phải)
P=1700 | X=0114.530-0402.460 | Y=0078.740-0089.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 2 (ấp
P=1700 | X=0114.530-0399.820 | Y=0090.260-0101.500 | Phú Lập 7) đoạn từ Đường Phú Xuân - Núi Tượng đến Hết ranh
P=1700 | X=0114.530-0409.670 | Y=0101.780-0113.020 | thửa đất số 459, tờ BĐĐC số 33 (bên phải) có hiện trạng là đường
P=1700 | X=0096.530-0217.640 | Y=0113.300-0124.740 | 93 nhựa, bê tông xi măng:
P=1700 | X=0458.330-0474.970 | Y=0115.420-0124.740 | 110
P=1700 | X=0511.150-0522.270 | Y=0115.420-0124.740 | 90
P=1700 | X=0114.530-0345.610 | Y=0130.850-0142.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1700 | X=0114.530-0391.720 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1700 | X=0114.530-0402.460 | Y=0166.370-0177.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 2 (ấp
P=1700 | X=0114.530-0399.820 | Y=0177.650-0188.890 | Phú Lập 7) đoạn từ Đường Phú Xuân - Núi Tượng đến Hết ranh
P=1700 | X=0114.530-0409.670 | Y=0189.170-0200.410 | thửa đất số 459, tờ BĐĐC số 33 (bên phải) có hiện trạng là đường
P=1700 | X=0114.530-0217.640 | Y=0200.710-0211.950 | nhựa, bê tông xi măng:
P=1700 | X=0096.530-0346.080 | Y=0217.470-0229.470 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1700 | X=0464.090-0475.210 | Y=0217.470-0226.790 | 80
P=1700 | X=0511.150-0522.270 | Y=0217.470-0226.790 | 65
P=1700 | X=0114.530-0401.420 | Y=0235.750-0246.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1700 | X=0114.530-0175.650 | Y=0247.270-0258.510 | đến ≤1.000m.
P=1700 | X=0114.530-0337.720 | Y=0264.790-0276.030 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1700 | X=0114.530-0402.460 | Y=0282.820-0294.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 2 (ấp
P=1700 | X=0114.530-0399.820 | Y=0294.340-0305.580 | Phú Lập 7) đoạn từ Đường Phú Xuân - Núi Tượng đến Hết ranh
P=1700 | X=0114.530-0409.670 | Y=0305.860-0317.100 | thửa đất số 459, tờ BĐĐC số 33 (bên phải) có hiện trạng là đường
P=1700 | X=0096.530-0217.640 | Y=0317.380-0328.820 | 95 nhựa, bê tông xi măng:
P=1700 | X=0464.090-0475.210 | Y=0319.500-0328.820 | 50
P=1700 | X=0511.150-0522.270 | Y=0319.500-0328.820 | 40
P=1700 | X=0114.530-0400.340 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1700 | X=0114.530-0338.170 | Y=0352.420-0363.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1700 | X=0114.530-0399.790 | Y=0370.200-0381.440 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1700 | X=0114.530-0413.020 | Y=0381.720-0392.960 | Đường ấp 2 (ấp Phú Lập 7) đoạn từ Đường Phú Xuân - Núi Tượng
P=1700 | X=0114.530-0401.500 | Y=0393.240-0404.480 | đến Hết ranh thửa đất số 459, tờ BĐĐC số 33 (bên phải) có hiện
P=1700 | X=0096.530-0286.310 | Y=0404.760-0416.200 | 96 trạng là đường nhựa, bê tông xi măng:
P=1700 | X=0458.330-0474.970 | Y=0406.880-0416.200 | 110
P=1700 | X=0511.150-0522.270 | Y=0406.880-0416.200 | 90
P=1700 | X=0114.530-0345.610 | Y=0422.280-0433.520 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1700 | X=0114.530-0391.720 | Y=0439.800-0451.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1700 | X=0114.530-0399.790 | Y=0457.820-0469.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1700 | X=0114.530-0413.020 | Y=0469.340-0480.580 | Đường ấp 2 (ấp Phú Lập 7) đoạn từ Đường Phú Xuân - Núi Tượng
P=1700 | X=0114.530-0401.500 | Y=0480.860-0492.100 | đến Hết ranh thửa đất số 459, tờ BĐĐC số 33 (bên phải) có hiện
P=1700 | X=0114.530-0286.310 | Y=0492.380-0503.620 | trạng là đường nhựa, bê tông xi măng:
P=1700 | X=0096.530-0346.080 | Y=0508.900-0521.140 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1700 | X=0464.090-0475.210 | Y=0508.900-0518.220 | 80
P=1700 | X=0511.150-0522.270 | Y=0508.900-0518.220 | 65
P=1700 | X=0114.530-0401.420 | Y=0527.420-0538.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1700 | X=0114.530-0175.650 | Y=0538.970-0550.210 | đến ≤1.000m.
P=1700 | X=0114.530-0337.700 | Y=0556.250-0567.490 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1700 | X=0114.530-0399.790 | Y=0574.250-0585.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1700 | X=0114.530-0413.020 | Y=0585.770-0597.010 | Đường ấp 2 (ấp Phú Lập 7) đoạn từ Đường Phú Xuân - Núi Tượng
P=1700 | X=0114.530-0401.500 | Y=0597.290-0608.530 | đến Hết ranh thửa đất số 459, tờ BĐĐC số 33 (bên phải) có hiện
P=1700 | X=0096.530-0286.310 | Y=0608.810-0620.250 | 98 trạng là đường nhựa, bê tông xi măng:
P=1700 | X=0464.090-0475.210 | Y=0610.930-0620.250 | 50
P=1700 | X=0511.150-0522.270 | Y=0610.930-0620.250 | 40
P=1700 | X=0114.530-0400.370 | Y=0626.350-0637.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1700 | X=0114.530-0338.170 | Y=0643.870-0655.110 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1700 | X=0114.530-0195.750 | Y=0661.870-0673.110 | Đường liên ấp (ấp
P=1700 | X=0318.600-0410.380 | Y=0661.870-0673.110 | Hết ranh thửa đất số
P=1700 | X=0216.550-0316.040 | Y=0667.630-0678.870 | Ngã ba đường Đường
P=1700 | X=0318.600-0408.700 | Y=0673.390-0684.630 | 488, tờ BĐĐC số 31
P=1700 | X=0096.530-0206.550 | Y=0675.270-0684.590 | 99 Phú Lập 6 - Phú Lập
P=1700 | X=0458.330-0474.970 | Y=0675.270-0684.590 | 180
P=1700 | X=0505.390-0522.030 | Y=0675.270-0684.590 | 150
P=1700 | X=0216.550-0305.140 | Y=0679.150-0690.390 | ấp 2 (ấp Phú Lập 7)
P=1700 | X=0114.530-0123.410 | Y=0686.790-0696.110 | 7)
P=1700 | X=0318.600-0363.740 | Y=0686.790-0696.110 | (bên phải)
P=1700 | X=0093.620-0412.550 | Y=0702.930-0714.170 | 100 Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên ấp (ấp
P=1700 | X=0458.330-0474.970 | Y=0704.820-0714.140 | 110
P=1700 | X=0511.150-0522.270 | Y=0704.820-0714.140 | 90
P=1701 | X=0114.530-0417.580 | Y=0072.740-0083.980 | Phú Lập 6 - Phú Lập 7) đoạn từ Ngã ba đường Đường ấp 2 (ấp Phú
P=1701 | X=0114.530-0413.720 | Y=0084.260-0095.500 | Lập 7) đến Hết ranh thửa đất số 488, tờ BĐĐC số 31 (bên phải) có
P=1701 | X=0114.530-0308.140 | Y=0095.780-0107.020 | hiện trạng là đường nhựa, bê tông xi măng:
P=1701 | X=0114.530-0345.610 | Y=0113.300-0124.540 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1701 | X=0114.530-0391.720 | Y=0130.850-0142.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1701 | X=0114.530-0412.550 | Y=0148.850-0160.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên ấp (ấp
P=1701 | X=0114.530-0417.580 | Y=0160.370-0171.610 | Phú Lập 6 - Phú Lập 7) đoạn từ Ngã ba đường Đường ấp 2 (ấp Phú
P=1701 | X=0114.530-0411.080 | Y=0171.650-0182.890 | Lập 7) đến Hết ranh thửa đất số 488, tờ BĐĐC số 31 (bên phải) có
P=1701 | X=0114.530-0308.140 | Y=0183.170-0194.410 | hiện trạng là đường nhựa, bê tông xi măng:
P=1701 | X=0093.620-0346.080 | Y=0199.950-0211.950 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1701 | X=0464.090-0475.210 | Y=0199.950-0209.270 | 80
P=1701 | X=0511.150-0522.270 | Y=0199.950-0209.270 | 65
P=1701 | X=0114.530-0401.420 | Y=0218.230-0229.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1701 | X=0114.530-0175.650 | Y=0229.750-0240.990 | đến ≤1.000m.
P=1701 | X=0114.530-0337.700 | Y=0247.270-0258.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1701 | X=0114.530-0412.550 | Y=0265.270-0276.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên ấp (ấp
P=1701 | X=0114.530-0417.580 | Y=0276.790-0288.030 | Phú Lập 6 - Phú Lập 7) đoạn từ Ngã ba đường Đường ấp 2 (ấp Phú
P=1701 | X=0114.530-0411.080 | Y=0288.340-0299.580 | Lập 7) đến Hết ranh thửa đất số 488, tờ BĐĐC số 31 (bên phải) có
P=1701 | X=0093.620-0308.140 | Y=0299.860-0311.300 | 102 hiện trạng là đường nhựa, bê tông xi măng:
P=1701 | X=0464.090-0475.210 | Y=0301.980-0311.300 | 50
P=1701 | X=0511.150-0522.270 | Y=0301.980-0311.300 | 40
P=1701 | X=0114.530-0400.340 | Y=0317.380-0328.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1701 | X=0114.530-0338.170 | Y=0334.900-0346.140 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1701 | X=0114.530-0399.790 | Y=0352.900-0364.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1701 | X=0114.530-0407.030 | Y=0364.180-0375.420 | Đường liên ấp (ấp Phú Lập 6 - Phú Lập 7) đoạn từ Ngã ba đường
P=1701 | X=0114.530-0417.100 | Y=0375.720-0386.960 | Đường ấp 2 (ấp Phú Lập 7) đến Hết ranh thửa đất số 488, tờ BĐĐC
P=1701 | X=0093.620-0396.510 | Y=0387.240-0398.680 | 103 số 31 (bên phải) có hiện trạng là đường nhựa, bê tông xi măng:
P=1701 | X=0458.330-0474.970 | Y=0389.360-0398.680 | 110
P=1701 | X=0511.150-0522.270 | Y=0389.360-0398.680 | 90
P=1701 | X=0114.530-0345.610 | Y=0404.760-0416.000 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1701 | X=0114.530-0391.740 | Y=0422.280-0433.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1701 | X=0114.530-0399.790 | Y=0440.280-0451.520 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1701 | X=0114.530-0407.030 | Y=0451.820-0463.060 | Đường liên ấp (ấp Phú Lập 6 - Phú Lập 7) đoạn từ Ngã ba đường
P=1701 | X=0114.530-0415.420 | Y=0463.340-0474.580 | Đường ấp 2 (ấp Phú Lập 7) đến hết ranh thửa đất số 488, tờ BĐĐC
P=1701 | X=0114.530-0396.550 | Y=0474.860-0486.100 | số 31 (bên phải) có hiện trạng là đường nhựa, bê tông xi măng:
P=1701 | X=0093.620-0346.080 | Y=0491.380-0503.620 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1701 | X=0464.090-0475.210 | Y=0491.380-0500.700 | 80
P=1701 | X=0511.150-0522.270 | Y=0491.380-0500.700 | 65
P=1701 | X=0114.530-0401.420 | Y=0509.900-0521.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1701 | X=0114.530-0175.650 | Y=0521.420-0532.660 | đến ≤1.000m.
P=1701 | X=0114.530-0337.700 | Y=0538.970-0550.210 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1701 | X=0114.530-0399.790 | Y=0556.970-0568.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1701 | X=0114.530-0407.030 | Y=0568.250-0579.490 | Đường liên ấp (ấp Phú Lập 6 - Phú Lập 7) đoạn từ Ngã ba đường
P=1701 | X=0114.530-0417.100 | Y=0579.770-0591.010 | Đường ấp 2 (ấp Phú Lập 7) đến Hết ranh thửa đất số 488, tờ BĐĐC
P=1701 | X=0093.620-0396.510 | Y=0591.290-0602.730 | 105 số 31 (bên phải) có hiện trạng là đường nhựa, bê tông xi măng:
P=1701 | X=0464.090-0475.210 | Y=0593.410-0602.730 | 50
P=1701 | X=0511.150-0522.270 | Y=0593.410-0602.730 | 40
P=1701 | X=0114.530-0400.340 | Y=0608.810-0620.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1701 | X=0114.530-0338.170 | Y=0626.350-0637.590 | - Có bề rộng <3m, cách đường giao thông >200m.
