TABLE=046 | AREA=Xã Phú Hòa | SECTION=agricultural | SEGMENTS=1
P=1603 | X=0446.810-0457.930 | Y=0684.150-0693.470 | 80
P=1603 | X=0510.910-0522.030 | Y=0684.150-0693.470 | 50
P=1603 | X=0107.090-0210.200 | Y=0690.910-0702.150 | nhựa, bê tông xi măng:
P=1603 | X=0107.090-0348.180 | Y=0708.450-0719.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1604 | X=0107.090-0149.230 | Y=0074.620-0083.940 | >1.000m.
P=1604 | X=0107.090-0330.730 | Y=0090.260-0101.500 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1604 | X=0107.090-0380.600 | Y=0108.260-0119.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1604 | X=0107.090-0377.960 | Y=0119.810-0131.050 | ra Đường liên xã Định Quán - Phú Hòa đoạn từ Giáp ranh xã
P=1604 | X=0107.090-0388.310 | Y=0131.330-0142.570 | Định Quán đến Đường ngã ba Phú Lợi - Phú Hòa có hiện trạng
P=1604 | X=0092.660-0253.420 | Y=0142.850-0154.290 | 89 là đường nhựa, bê tông xi măng;
P=1604 | X=0441.050-0457.690 | Y=0144.970-0154.290 | 150
P=1604 | X=0505.150-0521.790 | Y=0144.970-0154.290 | 130
P=1604 | X=0107.090-0338.170 | Y=0160.370-0171.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1604 | X=0107.090-0384.260 | Y=0177.650-0188.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1604 | X=0107.090-0380.600 | Y=0195.650-0206.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1604 | X=0107.090-0377.960 | Y=0207.190-0218.430 | ra Đường liên xã Định Quán - Phú Hòa đoạn từ Giáp ranh xã
P=1604 | X=0107.090-0388.310 | Y=0218.710-0229.950 | Định Quán đến Đường ngã ba Phú Lợi - Phú Hòa có hiện trạng
P=1604 | X=0107.090-0253.420 | Y=0230.230-0241.470 | là đường nhựa, bê tông xi măng:
P=1604 | X=0092.660-0338.640 | Y=0246.990-0258.990 | 90 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1604 | X=0441.050-0457.690 | Y=0246.990-0256.310 | 120
P=1604 | X=0510.910-0522.030 | Y=0246.990-0256.310 | 90
P=1604 | X=0107.090-0360.380 | Y=0265.270-0276.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1604 | X=0107.090-0202.040 | Y=0276.790-0288.030 | >500m đến ≤1.000m.
P=1604 | X=0107.090-0330.260 | Y=0294.340-0305.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1604 | X=0107.090-0380.600 | Y=0312.340-0323.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1604 | X=0107.090-0377.960 | Y=0323.860-0335.100 | ra Đường liên xã Định Quán - Phú Hòa đoạn từ Giáp ranh xã
P=1604 | X=0107.090-0388.310 | Y=0335.380-0346.620 | Định Quán đến Đường ngã ba Phú Lợi - Phú Hòa có hiện trạng
P=1604 | X=0107.090-0253.420 | Y=0346.900-0358.140 | là đường nhựa, bê tông xi măng:
P=1604 | X=0092.660-0103.780 | Y=0354.780-0364.100 | 91
P=1604 | X=0446.810-0457.930 | Y=0354.780-0364.100 | 80
P=1604 | X=0510.910-0522.030 | Y=0354.780-0364.100 | 50
P=1604 | X=0107.090-0348.180 | Y=0364.180-0375.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1604 | X=0107.090-0149.230 | Y=0377.600-0386.920 | >1.000m.
P=1604 | X=0107.090-0330.730 | Y=0393.240-0404.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1604 | X=0092.660-0250.980 | Y=0411.240-0422.480 | 92 Đường ĐT 774B Đường Trà Cổ
P=1604 | X=0287.860-0379.870 | Y=0413.120-0422.440 | hết ranh xã Phú Hòa
P=1604 | X=0441.050-0457.690 | Y=0413.120-0422.440 | 250
P=1604 | X=0505.150-0521.790 | Y=0413.120-0422.440 | 220
P=1604 | X=0107.090-0371.560 | Y=0429.240-0440.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ĐT
P=1604 | X=0107.090-0385.900 | Y=0440.760-0452.000 | 774B đoạn từ Đường Trà Cổ đến hết ranh xã Phú Hòa cứ hiện
P=1604 | X=0107.090-0278.870 | Y=0452.300-0463.540 | trạng là đường nhựa, bê tông xi măng:
P=1604 | X=0092.660-0103.780 | Y=0460.180-0469.500 | 93
P=1604 | X=0441.050-0457.690 | Y=0460.180-0469.500 | 150
P=1604 | X=0505.150-0521.790 | Y=0460.180-0469.500 | 130
P=1604 | X=0107.090-0338.170 | Y=0469.820-0481.060 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1604 | X=0107.090-0384.260 | Y=0487.340-0498.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1604 | X=0107.090-0371.560 | Y=0505.340-0516.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ĐT
P=1604 | X=0107.090-0384.710 | Y=0516.860-0528.100 | 774B đoạn từ Đường Trà Cổ đến hết ranh xã Phú Hòa có hiện
P=1604 | X=0107.090-0278.870 | Y=0528.380-0539.620 | trạng là đường nhựa, bê tông xi măng:
P=1604 | X=0092.660-0338.640 | Y=0545.930-0560.010 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1604 | X=0441.050-0457.690 | Y=0550.690-0560.010 | 120
P=1604 | X=0510.910-0522.030 | Y=0550.690-0560.010 | 90
P=1604 | X=0107.090-0360.380 | Y=0563.450-0574.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1604 | X=0107.090-0202.040 | Y=0574.970-0586.210 | >500m đến ≤1.000m.
P=1604 | X=0107.090-0330.260 | Y=0592.250-0603.490 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1604 | X=0107.090-0371.560 | Y=0610.250-0621.490 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ĐT
P=1604 | X=0107.090-0384.710 | Y=0621.790-0633.030 | 774B đoạn từ Đường Trà Cổ đến hết ranh xã Phú Hòa có hiện
P=1604 | X=0107.090-0278.870 | Y=0633.310-0644.550 | trạng là đường nhựa, bê tông xi măng:
P=1604 | X=0092.660-0103.780 | Y=0646.950-0656.270 | 95
P=1604 | X=0446.810-0457.930 | Y=0646.950-0656.270 | 80
P=1604 | X=0510.910-0522.030 | Y=0646.950-0656.270 | 50
P=1604 | X=0107.090-0348.180 | Y=0650.830-0662.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1604 | X=0107.090-0149.230 | Y=0664.230-0673.550 | >1.000m.
P=1604 | X=0107.090-0330.730 | Y=0679.870-0691.110 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1604 | X=0092.660-0380.600 | Y=0697.870-0709.110 | 96 Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1604 | X=0441.050-0457.690 | Y=0699.750-0709.070 | 150
P=1604 | X=0505.150-0521.790 | Y=0699.750-0709.070 | 130
P=1605 | X=0107.090-0370.260 | Y=0072.740-0083.980 | ra Đường ĐT 774B đoạn từ Đường Trà Cổ đến hết ranh xã
P=1605 | X=0107.090-0355.450 | Y=0084.260-0095.500 | Phú Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=1605 | X=0107.090-0338.170 | Y=0101.780-0113.020 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1605 | X=0107.090-0384.260 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1605 | X=0107.090-0380.600 | Y=0137.330-0148.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1605 | X=0107.090-0370.260 | Y=0148.850-0160.090 | ra Đường ĐT 774B đoạn từ Đường Trà Cổ đến hết ranh xã
P=1605 | X=0107.090-0355.450 | Y=0160.370-0171.610 | Phú Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=1605 | X=0092.660-0338.650 | Y=0177.650-0191.970 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1605 | X=0441.050-0457.690 | Y=0182.650-0191.970 | 120
P=1605 | X=0510.910-0522.030 | Y=0182.650-0191.970 | 90
P=1605 | X=0107.090-0360.380 | Y=0195.170-0206.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1605 | X=0107.090-0202.040 | Y=0206.710-0217.950 | >500m đến ≤1.000m.
P=1605 | X=0107.090-0330.260 | Y=0224.230-0235.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1605 | X=0107.090-0380.600 | Y=0242.230-0253.470 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1605 | X=0107.090-0370.280 | Y=0253.750-0264.990 | ra Đường ĐT 774B đoạn từ Đường Trà Cổ đến hết ranh xã
P=1605 | X=0107.090-0355.450 | Y=0265.270-0276.510 | Phú Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=1605 | X=0092.660-0103.780 | Y=0278.910-0288.230 | 98
P=1605 | X=0446.810-0457.930 | Y=0278.910-0288.230 | 80
P=1605 | X=0510.910-0522.030 | Y=0278.910-0288.230 | 50
P=1605 | X=0107.090-0348.180 | Y=0282.820-0294.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1605 | X=0107.090-0149.230 | Y=0296.220-0305.540 | >1.000m.
P=1605 | X=0107.090-0330.730 | Y=0311.860-0323.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1605 | X=0107.090-0168.850 | Y=0329.860-0341.100 | Đường 120 đi
P=1605 | X=0185.830-0281.940 | Y=0329.860-0341.100 | Đường Phú Lợi - Phú
P=1605 | X=0287.860-0360.940 | Y=0335.620-0346.860 | hết đường nhựa
P=1605 | X=0092.660-0103.780 | Y=0337.500-0346.820 | 99
P=1605 | X=0441.050-0457.690 | Y=0337.500-0346.820 | 230
P=1605 | X=0505.150-0521.790 | Y=0337.500-0346.820 | 200
P=1605 | X=0107.090-0149.400 | Y=0343.260-0352.580 | Gia Canh
P=1605 | X=0185.830-0204.160 | Y=0343.260-0352.580 | Hòa
P=1605 | X=0107.090-0385.400 | Y=0359.380-0370.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 120 đi
P=1605 | X=0107.090-0375.590 | Y=0370.920-0382.160 | Gia Canh đoạn từ Đường Phú Lợi - Phú Hòa đến hết đường
P=1605 | X=0107.090-0340.100 | Y=0382.200-0393.440 | nhựa có hiện trạng là đường nhựa, bê tông xi măng:
P=1605 | X=0089.780-0106.420 | Y=0390.080-0399.400 | 100
P=1605 | X=0441.050-0457.690 | Y=0390.080-0399.400 | 140
P=1605 | X=0505.150-0521.790 | Y=0390.080-0399.400 | 110
P=1605 | X=0107.090-0338.170 | Y=0399.720-0410.960 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1605 | X=0107.090-0384.300 | Y=0417.240-0428.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1605 | X=0107.090-0385.400 | Y=0435.240-0446.480 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 120 đi
P=1605 | X=0107.090-0375.590 | Y=0446.760-0458.000 | Gia Canh đoạn từ Đường Phú Lợi - Phú Hòa đến hết đường
P=1605 | X=0107.090-0340.100 | Y=0458.300-0469.540 | nhựa có hiện trạng là đường nhựa, bê tông xi măng:
P=1605 | X=0089.780-0338.640 | Y=0475.820-0490.140 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1605 | X=0441.050-0457.690 | Y=0480.820-0490.140 | 110
P=1605 | X=0510.910-0522.030 | Y=0480.820-0490.140 | 70
P=1605 | X=0107.090-0360.380 | Y=0493.340-0504.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1605 | X=0107.090-0202.040 | Y=0504.860-0516.100 | >500m đến ≤1.000m.
P=1605 | X=0107.090-0330.260 | Y=0522.380-0533.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1605 | X=0107.090-0385.400 | Y=0540.410-0551.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 120 đi
P=1605 | X=0107.090-0375.590 | Y=0551.930-0563.170 | Gia Canh đoạn từ Đường Phú Lợi - Phú Hòa đến hết đường
P=1605 | X=0107.090-0340.100 | Y=0563.450-0574.690 | nhựa có hiện trạng là đường nhựa, bê tông xi măng:
P=1605 | X=0089.780-0106.420 | Y=0577.090-0586.410 | 102
P=1605 | X=0446.810-0457.930 | Y=0577.090-0586.410 | 70
P=1605 | X=0510.910-0522.030 | Y=0577.090-0586.410 | 40
P=1605 | X=0107.090-0348.180 | Y=0580.970-0592.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1605 | X=0107.090-0149.230 | Y=0594.130-0603.450 | >1.000m.
P=1605 | X=0107.090-0330.730 | Y=0609.770-0621.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1605 | X=0107.090-0380.600 | Y=0627.790-0639.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1605 | X=0107.090-0382.530 | Y=0639.310-0650.550 | ra Đường 120 đi Gia Canh đoạn từ Đường Phú Lợi - Phú Hòa
P=1605 | X=0107.090-0378.440 | Y=0650.830-0662.070 | đến hết đường nhựa có hiện trạng là đường nhựa, bê tông xi
P=1605 | X=0089.780-0135.090 | Y=0662.350-0673.790 | 103 măng:
P=1605 | X=0441.050-0457.690 | Y=0664.470-0673.790 | 140
P=1605 | X=0505.150-0521.790 | Y=0664.470-0673.790 | 110
P=1605 | X=0107.090-0338.170 | Y=0679.870-0691.110 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1605 | X=0107.090-0384.260 | Y=0697.390-0708.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1606 | X=0107.090-0380.600 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1606 | X=0107.090-0381.570 | Y=0090.260-0101.500 | ra Đường 120 đi Gia Canh đoạn từ Đường phú Lợi - Phú Hòa
P=1606 | X=0107.090-0378.440 | Y=0101.780-0113.020 | đến hết đường nhựa có hiện trạng là đường nhựa, bê tông xi
P=1606 | X=0107.090-0135.090 | Y=0113.300-0124.540 | măng;
P=1606 | X=0089.780-0338.640 | Y=0129.850-0142.090 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1606 | X=0441.050-0457.690 | Y=0129.850-0139.170 | 110
P=1606 | X=0510.910-0522.030 | Y=0129.850-0139.170 | 70
P=1606 | X=0107.090-0360.380 | Y=0148.370-0159.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1606 | X=0107.090-0202.040 | Y=0159.650-0170.890 | >500m đến ≤1.000m.
P=1606 | X=0107.090-0330.260 | Y=0177.170-0188.410 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1606 | X=0107.090-0380.600 | Y=0195.170-0206.410 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1606 | X=0107.090-0382.530 | Y=0206.710-0217.950 | ra Đường 120 đi Gia Canh đoạn từ Đường Phú Lợi - Phú Hòa
P=1606 | X=0107.090-0378.440 | Y=0218.230-0229.470 | đến hết đường nhựa có hiện trạng là đường nhựa, bê tông xi
P=1606 | X=0107.090-0135.090 | Y=0229.750-0240.990 | măng:
P=1606 | X=0089.780-0106.420 | Y=0237.630-0246.950 | 105
P=1606 | X=0446.810-0457.930 | Y=0237.630-0246.950 | 70
P=1606 | X=0510.910-0522.030 | Y=0237.630-0246.950 | 40
P=1606 | X=0107.090-0348.180 | Y=0247.270-0258.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1606 | X=0107.090-0149.230 | Y=0260.670-0269.990 | >1.000m.
P=1606 | X=0107.090-0330.730 | Y=0276.310-0287.550 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1606 | X=0107.090-0281.940 | Y=0294.340-0305.580 | Đường Phú Lợi - Đường Phú Lợi - Phú
P=1606 | X=0089.780-0106.420 | Y=0301.980-0311.300 | 106
P=1606 | X=0287.860-0379.870 | Y=0301.980-0311.300 | hết ranh xã Phú Hòa
P=1606 | X=0441.050-0457.690 | Y=0301.980-0311.300 | 230
P=1606 | X=0505.150-0521.790 | Y=0301.980-0311.300 | 200
P=1606 | X=0107.090-0149.400 | Y=0307.740-0317.060 | Gia Canh
P=1606 | X=0185.830-0204.160 | Y=0307.740-0317.060 | Hòa
P=1606 | X=0107.090-0376.040 | Y=0323.860-0335.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1606 | X=0107.090-0388.780 | Y=0335.380-0346.620 | Lợi - Gia Canh đoạn từ Đường Phú Lợi - Phú Hòa đến hết ranh
P=1606 | X=0107.090-0368.660 | Y=0346.900-0358.140 | xã Phú Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=1606 | X=0089.780-0106.420 | Y=0354.780-0364.100 | 107
P=1606 | X=0441.050-0457.690 | Y=0354.780-0364.100 | 140
P=1606 | X=0505.150-0521.790 | Y=0354.780-0364.100 | 110
P=1606 | X=0107.090-0338.170 | Y=0364.180-0375.420 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1606 | X=0107.090-0384.260 | Y=0381.720-0392.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1606 | X=0107.090-0376.040 | Y=0399.720-0410.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1606 | X=0107.090-0388.780 | Y=0411.240-0422.480 | Lợi - Gia Canh đoạn từ Đường Phú Lợi - Phú Hòa đến hết ranh
P=1606 | X=0107.090-0368.660 | Y=0422.760-0434.000 | xã Phú Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=1606 | X=0089.780-0338.640 | Y=0440.280-0454.600 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1606 | X=0441.050-0457.690 | Y=0445.280-0454.600 | 110
P=1606 | X=0510.910-0522.030 | Y=0445.280-0454.600 | 70
P=1606 | X=0107.090-0360.380 | Y=0457.820-0469.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1606 | X=0107.090-0202.040 | Y=0469.340-0480.580 | >500m đến ≤1.000m.
P=1606 | X=0107.090-0330.260 | Y=0486.860-0498.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1606 | X=0107.090-0376.040 | Y=0504.860-0516.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phú
P=1606 | X=0107.090-0387.820 | Y=0516.380-0527.620 | Lợi - Gia Canh đoạn từ Đường Phú Lại - Phú Hòa đến hết ranh
P=1606 | X=0107.090-0368.660 | Y=0527.900-0539.140 | xã Phú Hòa có hiện trạng là đường nhựa, bê tông xi măng:
P=1606 | X=0089.780-0106.420 | Y=0541.570-0550.890 | 109
P=1606 | X=0446.810-0457.930 | Y=0541.570-0550.890 | 70
P=1606 | X=0510.910-0522.030 | Y=0541.570-0550.890 | 40
P=1606 | X=0107.090-0348.180 | Y=0545.450-0556.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1606 | X=0107.090-0149.230 | Y=0558.850-0568.170 | >1.000m.
P=1606 | X=0107.090-0330.730 | Y=0574.250-0585.490 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1606 | X=0107.090-0380.600 | Y=0592.250-0603.490 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1606 | X=0107.090-0375.340 | Y=0603.770-0615.010 | ra Đường Phú Lợi - Gia Canh đoạn từ Đường Phú Lợi - Phú
P=1606 | X=0107.090-0386.380 | Y=0615.290-0626.530 | Hòa đến hết ranh xã Phú Hòa có hiện trạng là dưỡng nhựa, bê
P=1606 | X=0089.780-0167.250 | Y=0626.830-0638.270 | 110 tông xi măng:
P=1606 | X=0441.050-0457.690 | Y=0628.950-0638.270 | 140
P=1606 | X=0505.150-0521.790 | Y=0628.950-0638.270 | 110
P=1606 | X=0107.090-0338.170 | Y=0644.350-0655.590 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1606 | X=0107.090-0384.260 | Y=0661.870-0673.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1606 | X=0107.090-0380.600 | Y=0679.870-0691.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1606 | X=0089.780-0375.340 | Y=0691.390-0702.630 | 111 ra Đường Phú Lợi - Gia Canh đoạn từ Đường Phú Lợi - Phú
P=1606 | X=0441.050-0457.690 | Y=0693.270-0702.590 | 110
P=1606 | X=0510.910-0522.030 | Y=0693.270-0702.590 | 70
P=1606 | X=0107.090-0386.380 | Y=0702.930-0714.170 | Hòa đến hết ranh xã Phú Hòa có hiện trạng là đường nhựa, bê
P=1607 | X=0107.090-0167.250 | Y=0072.740-0083.980 | tông xi măng:
P=1607 | X=0107.090-0338.640 | Y=0090.260-0101.500 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1607 | X=0107.090-0360.380 | Y=0107.780-0119.020 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=1607 | X=0107.090-0202.040 | Y=0119.330-0130.570 | >500m đến ≤1.000m.
P=1607 | X=0107.090-0330.260 | Y=0136.850-0148.090 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1607 | X=0107.090-0380.600 | Y=0154.850-0166.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=1607 | X=0107.090-0375.340 | Y=0166.370-0177.610 | ra Đường Phú Lợi - Gia Canh đoạn từ Đường Phú Lợi - Phú
P=1607 | X=0107.090-0386.380 | Y=0177.650-0188.890 | Hòa đến hết ranh xã Phú Hòa có hiện trạng là đường nhựa, bê
P=1607 | X=0107.090-0167.250 | Y=0189.170-0200.410 | tông xi măng:
P=1607 | X=0089.780-0106.450 | Y=0197.050-0206.370 | 112
P=1607 | X=0446.810-0457.930 | Y=0197.050-0206.370 | 70
P=1607 | X=0510.910-0522.030 | Y=0197.050-0206.370 | 40
P=1607 | X=0107.090-0348.180 | Y=0206.710-0217.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=1607 | X=0107.090-0149.230 | Y=0220.110-0229.430 | >1.000m.
P=1607 | X=0107.090-0330.730 | Y=0235.750-0246.990 | - Có bề rộng <3m, cách đường giao thông >200m.
