TABLE=038 | AREA=Xã Bình Minh | SECTION=agricultural | SEGMENTS=2
P=1371 | X=0117.170-0204.100 | Y=0416.040-0427.280 | Đường liên xã Bình
P=1371 | X=0223.030-0401.500 | Y=0416.040-0427.280 | Hết đài đức mẹ giáo Giáp ranh xã Trảng
P=1371 | X=0095.060-0111.700 | Y=0423.680-0433.000 | 148
P=1371 | X=0453.050-0469.690 | Y=0423.680-0433.000 | 670
P=1371 | X=0505.390-0522.030 | Y=0423.680-0433.000 | 600
P=1371 | X=0223.030-0267.790 | Y=0427.560-0438.800 | xứ Bùi Đệ
P=1371 | X=0117.170-0197.340 | Y=0429.440-0438.760 | Minh - Trảng Bom
P=1371 | X=0315.240-0335.870 | Y=0429.440-0438.760 | Bom
P=1371 | X=0117.170-0397.410 | Y=0445.320-0456.560 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã
P=1371 | X=0117.170-0398.150 | Y=0456.860-0468.100 | Bình Minh - Trảng Bom đoạn từ Hết đài đức mẹ giáo xứ Bùi Đệ
P=1371 | X=0117.170-0393.100 | Y=0468.380-0479.620 | đến Giáp ranh xã Trảng Bom có hiện trạng là đường nhựa, bê
P=1371 | X=0095.060-0177.330 | Y=0479.900-0491.340 | 149 tông xi măng:
P=1371 | X=0453.050-0469.690 | Y=0482.020-0491.340 | 450
P=1371 | X=0505.390-0522.030 | Y=0482.020-0491.340 | 400
P=1371 | X=0117.170-0348.250 | Y=0497.420-0508.660 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1371 | X=0117.170-0382.080 | Y=0514.940-0526.180 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1371 | X=0117.170-0397.410 | Y=0532.490-0543.730 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã
P=1371 | X=0117.170-0398.150 | Y=0544.010-0555.250 | Bình Minh - Trảng Bom đoạn từ Hết đài đức mẹ giáo xứ Bùi Đệ
P=1371 | X=0117.170-0393.100 | Y=0555.530-0566.770 | đến Giáp ranh xã Trảng Bom có hiện trạng là đường nhựa, bê
P=1371 | X=0117.170-0177.330 | Y=0567.050-0578.290 | tông xi măng:
P=1371 | X=0095.060-0348.720 | Y=0583.810-0595.810 | 150 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1371 | X=0453.050-0469.690 | Y=0583.810-0593.130 | 350
P=1371 | X=0505.390-0522.030 | Y=0583.810-0593.130 | 320
P=1371 | X=0117.170-0404.060 | Y=0602.090-0613.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1371 | X=0117.170-0178.290 | Y=0613.610-0624.850 | đến ≤1.000m.
P=1371 | X=0117.170-0340.340 | Y=0631.150-0642.390 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1371 | X=0117.170-0397.410 | Y=0648.910-0660.150 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên xã
P=1371 | X=0117.170-0398.150 | Y=0660.430-0671.670 | Bình Minh - Trảng Bom đoạn từ Hết đài đức mẹ giáo xứ Bùi Đệ
P=1371 | X=0095.060-0393.100 | Y=0671.950-0686.030 | 151 đến Giáp ranh xã Trảng Bom có hiện trạng là đường nhựa, bê
P=1371 | X=0453.050-0469.690 | Y=0676.710-0686.030 | 230
P=1371 | X=0505.390-0522.030 | Y=0676.710-0686.030 | 210
P=1371 | X=0117.170-0177.330 | Y=0683.470-0694.710 | tông xi măng:
P=1371 | X=0117.170-0402.980 | Y=0700.770-0712.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1372 | X=0117.170-0340.840 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1372 | X=0117.170-0402.430 | Y=0096.260-0107.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1372 | X=0117.170-0395.260 | Y=0107.780-0119.020 | Đường liên xã Bình Minh - Trảng Bom đoạn từ Hết đài đức mẹ
P=1372 | X=0117.170-0386.370 | Y=0119.330-0130.570 | giáo xứ Bùi Đệ đến Giáp ranh xã Trảng Bom có hiện trạng là
P=1372 | X=0095.060-0252.940 | Y=0130.850-0142.290 | 152 đường nhựa, bê tông xi măng:
P=1372 | X=0453.050-0469.690 | Y=0132.970-0142.290 | 450
P=1372 | X=0505.390-0522.030 | Y=0132.970-0142.290 | 400
P=1372 | X=0117.170-0348.250 | Y=0148.370-0159.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1372 | X=0117.170-0394.360 | Y=0165.650-0176.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1372 | X=0117.170-0402.430 | Y=0183.410-0194.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1372 | X=0117.170-0395.260 | Y=0194.930-0206.170 | Đường liên xã Bình Minh - Trảng Bom đoạn từ Hết đài đức mẹ
P=1372 | X=0117.170-0386.370 | Y=0206.470-0217.710 | giáo xứ Bùi Đệ đến Giáp ranh xã Trảng Bom có hiện trạng là
P=1372 | X=0117.170-0252.940 | Y=0217.990-0229.230 | đường nhựa, bê tông xi măng:
P=1372 | X=0095.060-0348.720 | Y=0234.750-0246.750 | 153 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1372 | X=0453.050-0469.690 | Y=0234.750-0244.070 | 350
P=1372 | X=0505.390-0522.030 | Y=0234.750-0244.070 | 320
P=1372 | X=0117.170-0404.060 | Y=0253.030-0264.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1372 | X=0117.170-0178.290 | Y=0264.550-0275.790 | đến ≤1.000m.
P=1372 | X=0117.170-0340.340 | Y=0282.100-0293.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1372 | X=0117.170-0402.430 | Y=0299.860-0311.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1372 | X=0117.170-0395.260 | Y=0311.380-0322.620 | Đường liên xã Bình Minh - Trảng Bom đoạn từ Hết đài đức mẹ
P=1372 | X=0117.170-0386.370 | Y=0322.900-0334.140 | giáo xứ Bùi Đệ đến Giáp ranh xã Trảng Bom có hiện trạng là
P=1372 | X=0095.060-0252.940 | Y=0334.420-0345.860 | 154 đường nhựa, bê tông xi măng:
P=1372 | X=0453.050-0469.690 | Y=0336.540-0345.860 | 230
P=1372 | X=0505.390-0522.030 | Y=0336.540-0345.860 | 210
P=1372 | X=0117.170-0402.980 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1372 | X=0117.170-0340.810 | Y=0369.240-0380.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1372 | X=0117.170-0209.420 | Y=0387.000-0398.240 | Đường 3 tháng 2 nối
P=1372 | X=0223.030-0400.940 | Y=0387.000-0398.240 | Giáp ranh xã Trảng Đường Bình Minh -
P=1372 | X=0095.060-0111.700 | Y=0394.640-0403.960 | 155
P=1372 | X=0453.050-0469.690 | Y=0394.640-0403.960 | 700
P=1372 | X=0505.390-0522.030 | Y=0394.640-0403.960 | 630
P=1372 | X=0315.240-0365.510 | Y=0398.520-0409.760 | Giang Điền
P=1372 | X=0117.170-0130.450 | Y=0400.400-0409.720 | dài
P=1372 | X=0223.030-0243.660 | Y=0400.400-0409.720 | Bom
P=1372 | X=0117.170-0410.140 | Y=0416.280-0427.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3 tháng 2
P=1372 | X=0117.170-0404.300 | Y=0427.800-0439.040 | nối dài đoạn từ Giáp ranh xã Trảng Bom đến Đường Bình Minh -
P=1372 | X=0117.170-0376.600 | Y=0439.320-0450.560 | Giang Điền có hiện trạng là đường nhựa, bê tông xi măng:
P=1372 | X=0095.060-0111.700 | Y=0447.200-0456.520 | 156
P=1372 | X=0453.050-0469.690 | Y=0447.200-0456.520 | 480
P=1372 | X=0505.390-0522.030 | Y=0447.200-0456.520 | 430
P=1372 | X=0117.170-0348.250 | Y=0456.860-0468.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1372 | X=0117.170-0382.080 | Y=0474.380-0485.620 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1372 | X=0117.170-0410.140 | Y=0492.140-0503.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3 tháng 2
P=1372 | X=0117.170-0404.300 | Y=0503.660-0514.900 | nối dài đoạn từ Giáp ranh xã Trảng Bom đến Đường Bình Minh -
P=1372 | X=0117.170-0376.600 | Y=0515.180-0526.420 | Giang Điền có hiện trạng là đường nhựa, bê tông xi măng:
P=1372 | X=0095.060-0348.720 | Y=0532.490-0546.810 | 157 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1372 | X=0453.050-0469.690 | Y=0537.490-0546.810 | 370
P=1372 | X=0505.390-0522.030 | Y=0537.490-0546.810 | 330
P=1372 | X=0117.170-0404.060 | Y=0550.010-0561.250 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1372 | X=0117.170-0178.290 | Y=0561.530-0572.770 | đến ≤1.000m.
P=1372 | X=0117.170-0340.340 | Y=0579.050-0590.290 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1372 | X=0117.170-0410.140 | Y=0596.810-0608.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3 tháng 2
P=1372 | X=0117.170-0404.300 | Y=0608.330-0619.570 | nối dài đoạn từ Giáp ranh xã Trảng Bom đến Đường Bình Minh -
P=1372 | X=0117.170-0376.600 | Y=0619.870-0631.110 | Giang Điền có hiện trạng là đường nhựa, bê tông xi măng:
P=1372 | X=0095.060-0111.700 | Y=0627.750-0637.070 | 158
P=1372 | X=0453.050-0469.690 | Y=0627.750-0637.070 | 250
P=1372 | X=0505.390-0522.030 | Y=0627.750-0637.070 | 230
P=1372 | X=0117.170-0402.980 | Y=0637.390-0648.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1372 | X=0117.170-0340.810 | Y=0654.910-0666.150 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1372 | X=0117.170-0402.430 | Y=0672.670-0683.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1372 | X=0117.170-0394.540 | Y=0684.190-0695.430 | Đường 3 tháng 2 nối dài đoạn từ Giáp ranh xã Trảng Bom đến
P=1372 | X=0095.060-0111.700 | Y=0691.830-0701.150 | 159
P=1372 | X=0453.050-0469.690 | Y=0691.830-0701.150 | 480
P=1372 | X=0505.390-0522.030 | Y=0691.830-0701.150 | 430
P=1372 | X=0117.170-0402.460 | Y=0695.710-0706.950 | Đường Bình Minh - Giang Điền có hiện trạng là đường nhựa, bê
P=1372 | X=0117.170-0177.330 | Y=0707.250-0718.490 | tông xi măng:
P=1373 | X=0117.170-0348.250 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1373 | X=0117.170-0394.360 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1373 | X=0117.170-0402.430 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1373 | X=0117.170-0394.540 | Y=0125.330-0136.570 | Đường 3 tháng 2 nối dài đoạn từ Giáp ranh xã Trảng Bom đến
P=1373 | X=0117.170-0402.460 | Y=0136.850-0148.090 | Đường Bình Minh - Giang Điền có hiện trạng là đường nhựa, bê
P=1373 | X=0117.170-0177.330 | Y=0148.370-0159.610 | tông xi măng:
P=1373 | X=0095.060-0348.720 | Y=0164.890-0176.890 | 160 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1373 | X=0453.050-0469.690 | Y=0164.890-0174.210 | 370
P=1373 | X=0505.390-0522.030 | Y=0164.890-0174.210 | 330
P=1373 | X=0117.170-0404.060 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1373 | X=0117.170-0178.290 | Y=0194.690-0205.930 | đến ≤1.000m.
P=1373 | X=0117.170-0340.340 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1373 | X=0117.170-0402.430 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1373 | X=0117.170-0394.540 | Y=0241.510-0252.750 | Đường 3 tháng 2 nối dài đoạn từ Giáp ranh xã Trảng Bom đến
P=1373 | X=0117.170-0402.460 | Y=0253.030-0264.270 | Đường Bình Minh - Giang Điền có hiện trạng là đường nhựa, bê
P=1373 | X=0095.060-0177.330 | Y=0264.550-0275.990 | 161 tông xi măng:
P=1373 | X=0453.050-0469.690 | Y=0266.670-0275.990 | 250
P=1373 | X=0505.390-0522.030 | Y=0266.670-0275.990 | 230
P=1373 | X=0117.170-0403.000 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1373 | X=0117.170-0340.810 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1373 | X=0117.170-0198.150 | Y=0317.380-0328.620 | Đường song hành
P=1373 | X=0223.030-0409.230 | Y=0317.380-0328.620 | Thửa đất số 456, tờ Thửa đất số 1154, tờ
P=1373 | X=0095.060-0199.570 | Y=0328.900-0340.140 | 162 đường Võ Nguyên
P=1373 | X=0223.030-0295.130 | Y=0328.900-0340.140 | BĐĐC số 29, xã
P=1373 | X=0315.240-0410.590 | Y=0328.900-0340.140 | BĐĐC số 29, xã Bình
P=1373 | X=0453.050-0469.690 | Y=0330.780-0340.100 | 670
P=1373 | X=0505.390-0522.030 | Y=0330.780-0340.100 | 600
P=1373 | X=0117.170-0138.600 | Y=0342.300-0351.620 | Giáp
P=1373 | X=0223.030-0268.220 | Y=0342.300-0351.620 | Bình Minh
P=1373 | X=0315.240-0337.150 | Y=0342.300-0351.620 | Minh
P=1373 | X=0117.170-0389.750 | Y=0357.940-0369.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường song
P=1373 | X=0117.170-0407.980 | Y=0369.480-0380.720 | hành đường Võ Nguyên Giáp đoạn từ Thửa đất số 456, tờ BĐĐC
P=1373 | X=0117.170-0396.460 | Y=0381.000-0392.240 | số 29, xã Bình Minh đến Thửa đất số 1154, tờ BĐĐC số 29, xã
P=1373 | X=0095.060-0371.770 | Y=0392.520-0403.960 | 163 Bình Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=1373 | X=0453.050-0469.690 | Y=0394.640-0403.960 | 450
P=1373 | X=0505.390-0522.030 | Y=0394.640-0403.960 | 400
P=1373 | X=0117.170-0348.250 | Y=0410.040-0421.280 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1373 | X=0117.170-0382.080 | Y=0427.560-0438.800 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1373 | X=0117.170-0389.750 | Y=0445.320-0456.560 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường song
P=1373 | X=0117.170-0407.980 | Y=0456.860-0468.100 | hành đường Võ Nguyên Giáp đoạn từ Thửa đất số 456, tờ BĐĐC
P=1373 | X=0117.170-0396.460 | Y=0468.380-0479.620 | số 29, xã Bình Minh đến Thửa đất số 1154, tờ BĐĐC số 29, xã
P=1373 | X=0117.170-0371.770 | Y=0479.900-0491.140 | Bình Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=1373 | X=0095.060-0348.720 | Y=0496.420-0508.660 | 164 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1373 | X=0453.050-0469.690 | Y=0496.420-0505.740 | 350
P=1373 | X=0505.390-0522.030 | Y=0496.420-0505.740 | 320
P=1373 | X=0117.170-0404.060 | Y=0514.940-0526.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1373 | X=0117.170-0178.290 | Y=0526.220-0537.460 | đến ≤1.000m.
P=1373 | X=0117.170-0340.340 | Y=0543.770-0555.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1373 | X=0117.170-0389.750 | Y=0561.530-0572.770 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường song
P=1373 | X=0117.170-0407.980 | Y=0573.050-0584.290 | hành đường Võ Nguyên Giáp đoạn từ Thửa đất số 456, tờ BĐĐC
P=1373 | X=0117.170-0396.460 | Y=0584.570-0595.810 | số 29, xã Bình Minh đến Thửa đất số 1154, tờ BĐĐC số 29, xã
P=1373 | X=0095.060-0371.770 | Y=0596.090-0607.530 | 165 Bình Minh có hiện trạng là đường nhựa, bê tông xi măng:
P=1373 | X=0453.050-0469.690 | Y=0598.210-0607.530 | 230
P=1373 | X=0505.390-0522.030 | Y=0598.210-0607.530 | 210
P=1373 | X=0117.170-0402.980 | Y=0613.610-0624.850 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1373 | X=0117.170-0340.810 | Y=0631.150-0642.390 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1373 | X=0117.170-0402.430 | Y=0648.910-0660.150 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1373 | X=0117.170-0401.260 | Y=0660.430-0671.670 | Đường song hành đường Võ Nguyên Giáp đoạn từ Thửa đất số
P=1373 | X=0095.060-0387.150 | Y=0671.950-0683.190 | 166 456, tờ BĐĐC số 29, xã Bình Minh đến Thửa đất số 1154, tờ
P=1373 | X=0453.050-0469.690 | Y=0673.830-0683.150 | 450
P=1373 | X=0505.390-0522.030 | Y=0673.830-0683.150 | 400
P=1373 | X=0117.170-0405.810 | Y=0683.470-0694.710 | BĐĐC số 29, xã Bình Minh có hiện trạng là đường nhựa, bê tông
P=1373 | X=0117.170-0155.000 | Y=0694.750-0705.990 | xi măng:
P=1374 | X=0117.170-0348.250 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1374 | X=0117.170-0394.360 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1374 | X=0117.170-0402.430 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1374 | X=0117.170-0401.260 | Y=0125.330-0136.570 | Đường song hành đường Võ Nguyên Giáp đoạn từ Thửa đất số
P=1374 | X=0117.170-0387.150 | Y=0136.850-0148.090 | 456, tờ BĐĐC số 29, xã Bình Minh đến Thửa đất số 1154, tờ
P=1374 | X=0117.170-0405.810 | Y=0148.370-0159.610 | BĐĐC số 29, xã Bình Minh có hiện trạng là đường nhựa, bê tông
P=1374 | X=0117.170-0155.000 | Y=0159.650-0170.890 | xi măng:
P=1374 | X=0095.060-0111.700 | Y=0170.650-0179.970 | 167
P=1374 | X=0453.050-0469.690 | Y=0170.650-0179.970 | 350
P=1374 | X=0505.390-0522.030 | Y=0170.650-0179.970 | 320
P=1374 | X=0117.170-0348.720 | Y=0177.170-0188.410 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1374 | X=0117.170-0404.060 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1374 | X=0117.170-0178.290 | Y=0206.230-0217.470 | đến ≤1.000m.
P=1374 | X=0117.170-0340.340 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1374 | X=0117.170-0402.430 | Y=0241.510-0252.750 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1374 | X=0117.170-0401.260 | Y=0253.030-0264.270 | Đường song hành đường Võ Nguyên Giáp đoạn từ Thửa đất số
P=1374 | X=0117.170-0387.150 | Y=0264.550-0275.790 | 456, tờ BĐĐC số 29, xã Bình Minh đến Thửa đất số 1154, tờ
P=1374 | X=0117.170-0405.810 | Y=0276.070-0287.310 | BĐĐC số 29, xã Bình Minh có hiện trạng là đường nhựa, bê tông
P=1374 | X=0095.060-0111.700 | Y=0283.980-0293.300 | 168
P=1374 | X=0453.050-0469.690 | Y=0283.980-0293.300 | 230
P=1374 | X=0505.390-0522.030 | Y=0283.980-0293.300 | 210
P=1374 | X=0117.170-0155.000 | Y=0287.620-0298.860 | xi măng:
P=1374 | X=0117.170-0402.980 | Y=0305.140-0316.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1374 | X=0117.170-0340.810 | Y=0322.660-0333.900 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1374 | X=0117.170-0201.270 | Y=0340.420-0351.660 | Đường Huỳnh Văn
P=1374 | X=0223.030-0293.710 | Y=0345.940-0357.180 | Đầu đường 767
P=1374 | X=0315.240-0390.940 | Y=0345.940-0357.180 | VLXD Xuân Định
P=1374 | X=0095.060-0111.700 | Y=0347.820-0357.140 | 169
P=1374 | X=0453.050-0469.690 | Y=0347.820-0357.140 | 670
P=1374 | X=0505.390-0522.030 | Y=0347.820-0357.140 | 600
P=1374 | X=0117.170-0141.010 | Y=0353.580-0362.900 | Nghệ
P=1374 | X=0117.170-0397.190 | Y=0369.480-0380.720 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh
P=1374 | X=0117.170-0405.350 | Y=0381.000-0392.240 | Văn Nghệ đoạn từ Đầu đường 767 đến VLXD Xuân Định có hiện
P=1374 | X=0117.170-0288.950 | Y=0392.520-0403.760 | trạng là đường nhựa, bê tông xi măng:
P=1374 | X=0095.060-0111.700 | Y=0400.400-0409.720 | 170
P=1374 | X=0453.050-0469.690 | Y=0400.400-0409.720 | 450
P=1374 | X=0505.390-0522.030 | Y=0400.400-0409.720 | 400
P=1374 | X=0117.170-0348.250 | Y=0410.040-0421.280 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1374 | X=0117.170-0382.080 | Y=0427.560-0438.800 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1374 | X=0117.170-0397.190 | Y=0445.320-0456.560 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh
P=1374 | X=0117.170-0405.350 | Y=0456.860-0468.100 | Văn Nghệ đoạn từ Đầu đường 767 đến VLXD Xuân Định có hiện
P=1374 | X=0117.170-0288.950 | Y=0468.380-0479.620 | trạng là đường nhựa, bê tông xi măng:
P=1374 | X=0095.060-0348.720 | Y=0485.900-0499.980 | 171 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1374 | X=0453.050-0469.690 | Y=0490.660-0499.980 | 350
P=1374 | X=0505.390-0522.030 | Y=0490.660-0499.980 | 320
P=1374 | X=0117.170-0404.060 | Y=0503.420-0514.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1374 | X=0117.170-0178.290 | Y=0514.940-0526.180 | đến ≤1.000m.
P=1374 | X=0117.170-0340.340 | Y=0532.220-0543.460 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1374 | X=0117.170-0397.190 | Y=0550.010-0561.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Huỳnh
P=1374 | X=0117.170-0405.350 | Y=0561.530-0572.770 | Văn Nghệ đoạn từ Đầu đường 767 đến VLXD Xuân Định có hiện
P=1374 | X=0117.170-0288.950 | Y=0573.050-0584.290 | trạng là đường nhựa, bê tông xi măng:
P=1374 | X=0095.060-0111.700 | Y=0580.930-0590.250 | 172
P=1374 | X=0453.050-0469.690 | Y=0580.930-0590.250 | 230
P=1374 | X=0505.390-0522.030 | Y=0580.930-0590.250 | 210
P=1374 | X=0117.170-0402.980 | Y=0590.570-0601.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1374 | X=0117.170-0340.810 | Y=0608.090-0619.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1374 | X=0117.170-0402.430 | Y=0625.870-0637.110 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1374 | X=0117.170-0412.770 | Y=0637.390-0648.630 | Đường Huỳnh Văn Nghệ đoạn từ Đầu đường 767 đến VLXD Xuân
P=1374 | X=0117.170-0347.520 | Y=0648.910-0660.150 | Định có hiện trạng là đường nhựa, bê tông xi măng:
P=1374 | X=0095.060-0111.700 | Y=0656.790-0666.110 | 173
P=1374 | X=0453.050-0469.690 | Y=0656.790-0666.110 | 450
P=1374 | X=0505.390-0522.030 | Y=0656.790-0666.110 | 400
P=1374 | X=0117.170-0348.250 | Y=0666.430-0677.670 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1374 | X=0117.170-0394.360 | Y=0683.950-0695.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1374 | X=0095.060-0402.430 | Y=0701.730-0712.970 | 174 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1374 | X=0453.050-0469.690 | Y=0703.620-0712.940 | 350
P=1374 | X=0505.390-0522.030 | Y=0703.620-0712.940 | 320
P=1375 | X=0117.170-0412.750 | Y=0072.500-0083.740 | Đường Huỳnh Văn Nghệ đoạn từ Đầu đường 767 đến VLXD Xuân
P=1375 | X=0117.170-0347.520 | Y=0084.020-0095.260 | Định có hiện trạng là đường nhựa, bê tông xi măng:
P=1375 | X=0117.170-0348.720 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1375 | X=0117.170-0404.060 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1375 | X=0117.170-0178.290 | Y=0130.610-0141.850 | đến ≤1.000m.
P=1375 | X=0117.170-0340.340 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1375 | X=0117.170-0402.430 | Y=0165.650-0176.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1375 | X=0117.170-0412.750 | Y=0177.170-0188.410 | Đường Huỳnh Văn Nghệ đoạn từ Đầu đường 767 đến VLXD Xuân
P=1375 | X=0117.170-0347.520 | Y=0188.690-0199.930 | Định có hiện trạng là đường nhựa, bê tông xi măng:
P=1375 | X=0095.060-0111.700 | Y=0196.570-0205.890 | 175
P=1375 | X=0453.050-0469.690 | Y=0196.570-0205.890 | 230
P=1375 | X=0505.390-0522.030 | Y=0196.570-0205.890 | 210
P=1375 | X=0117.170-0402.980 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1375 | X=0117.170-0340.810 | Y=0223.750-0234.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1375 | X=0117.170-0221.440 | Y=0241.510-0252.750 | Đường Tân Thành - An
P=1375 | X=0315.240-0393.340 | Y=0243.390-0252.710 | Vật liệu xây dựng
P=1375 | X=0095.060-0111.700 | Y=0249.150-0258.470 | 176
P=1375 | X=0223.030-0272.740 | Y=0249.150-0258.470 | Quốc lộ 1A
P=1375 | X=0453.050-0469.690 | Y=0249.150-0258.470 | 670
P=1375 | X=0505.390-0522.030 | Y=0249.150-0258.470 | 600
P=1375 | X=0315.240-0361.890 | Y=0253.030-0264.270 | Xuân Định
P=1375 | X=0117.170-0135.500 | Y=0254.910-0264.230 | Chu
P=1375 | X=0117.170-0385.660 | Y=0270.790-0282.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=1375 | X=0117.170-0403.430 | Y=0282.340-0293.580 | Thành - An Chu đoạn từ Quốc lộ 1A đến Vật liệu xây dựng Xuân
P=1375 | X=0117.170-0347.520 | Y=0293.860-0305.100 | Định có hiện trạng là đường nhựa, bê tông xi măng:
P=1375 | X=0095.060-0111.700 | Y=0301.740-0311.060 | 177
P=1375 | X=0453.050-0469.690 | Y=0301.740-0311.060 | 450
P=1375 | X=0505.390-0522.030 | Y=0301.740-0311.060 | 400
P=1375 | X=0117.170-0348.250 | Y=0311.380-0322.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
