TABLE=017 | AREA=Xã Đại Phước | SECTION=agricultural | SEGMENTS=1
P=0540 | X=0126.050-0402.230 | Y=0154.850-0166.090 | Đường ấp Phước Lương đoạn từ Đền thờ Phật mẫu Phú Hữu
P=0540 | X=0126.050-0393.580 | Y=0166.370-0177.610 | đến Rạch ông Chuốc xã Phú Hữu cũ có hiện trạng là đường
P=0540 | X=0099.410-0229.160 | Y=0177.650-0189.330 | 168 nhựa, bê tông xi măng:
P=0540 | X=0453.530-0470.170 | Y=0180.010-0189.330 | 180
P=0540 | X=0505.390-0522.030 | Y=0180.010-0189.330 | 180
P=0540 | X=0126.050-0411.860 | Y=0195.170-0206.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0540 | X=0126.050-0349.690 | Y=0212.710-0223.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0540 | X=0126.050-0208.950 | Y=0230.710-0241.950 | Đường Phạm Thái
P=0540 | X=0126.050-0212.320 | Y=0242.230-0253.470 | Bường (đường vào
P=0540 | X=0318.120-0407.740 | Y=0242.230-0253.470 | Giáp đường đê Ông
P=0540 | X=0223.750-0316.030 | Y=0247.990-0259.230 | Đường Hùng Vương
P=0540 | X=0099.410-0116.050 | Y=0249.870-0259.190 | 169
P=0540 | X=0453.530-0470.170 | Y=0249.870-0259.190 | 670
P=0540 | X=0505.390-0522.030 | Y=0249.870-0259.190 | 600
P=0540 | X=0126.050-0201.190 | Y=0253.750-0264.990 | UBND xã Phước
P=0540 | X=0318.120-0335.960 | Y=0255.630-0264.950 | Kèo
P=0540 | X=0126.050-0171.650 | Y=0265.270-0276.510 | Khánh cũ)
P=0540 | X=0126.050-0403.340 | Y=0283.300-0294.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm
P=0540 | X=0126.050-0397.850 | Y=0294.820-0306.060 | Thái Bường (đường vào UBND xã Phước Khánh cũ) đoạn từ
P=0540 | X=0126.050-0411.350 | Y=0306.340-0317.580 | Đường Hùng Vương đến Giáp đường đê Ông Kèo có hiện trạng
P=0540 | X=0099.410-0272.380 | Y=0317.860-0329.300 | 170 là đường nhựa, bê tông xi măng:
P=0540 | X=0453.530-0470.170 | Y=0319.980-0329.300 | 450
P=0540 | X=0505.390-0522.030 | Y=0319.980-0329.300 | 400
P=0540 | X=0126.050-0357.160 | Y=0335.380-0346.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0540 | X=0126.050-0403.240 | Y=0352.900-0364.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0540 | X=0126.050-0403.340 | Y=0370.920-0382.160 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm
P=0540 | X=0126.050-0397.850 | Y=0382.200-0393.440 | Thái Bường (đường vào UBND xã Phước Khánh cũ) đoạn từ
P=0540 | X=0126.050-0411.340 | Y=0393.720-0404.960 | Đường Hùng Vương đến Giáp đường đê Ông Kèo có hiện trạng
P=0540 | X=0126.050-0272.380 | Y=0405.240-0416.480 | là đường nhựa, bê tông xi măng:
P=0540 | X=0099.410-0357.600 | Y=0422.000-0434.000 | 171 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0540 | X=0453.530-0470.170 | Y=0422.000-0431.320 | 350
P=0540 | X=0505.390-0522.030 | Y=0422.000-0431.320 | 320
P=0540 | X=0126.050-0412.940 | Y=0440.280-0451.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0540 | X=0126.050-0187.170 | Y=0451.820-0463.060 | đến ≤1.000m.
P=0540 | X=0126.050-0349.220 | Y=0469.340-0480.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0540 | X=0126.050-0403.340 | Y=0487.340-0498.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm
P=0540 | X=0126.050-0397.850 | Y=0498.860-0510.100 | Thái Bường (đường vào UBND xã Phước Khánh cũ) đoạn từ
P=0540 | X=0126.050-0411.350 | Y=0510.380-0521.620 | Đường Hùng Vương đến Giáp đường đê Ông Kèo có hiện trạng
P=0540 | X=0099.410-0272.380 | Y=0521.900-0533.340 | 172 là đường nhựa, bê tông xi măng:
P=0540 | X=0453.530-0470.170 | Y=0524.020-0533.340 | 220
P=0540 | X=0505.390-0522.030 | Y=0524.020-0533.340 | 200
P=0540 | X=0126.050-0411.860 | Y=0539.450-0550.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0540 | X=0126.050-0349.720 | Y=0556.970-0568.210 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0540 | X=0126.050-0411.310 | Y=0574.970-0586.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0540 | X=0126.050-0407.020 | Y=0586.250-0597.490 | Đường Phạm Thái Bường (đường vào UBND xã Phước Khánh
P=0540 | X=0126.050-0404.610 | Y=0597.770-0609.010 | cũ) đoạn từ Đường Hùng Vương đến Giáp đường đê Ông Kèo
P=0540 | X=0099.410-0332.900 | Y=0609.290-0620.730 | 173 có hiện trạng là đường nhựa, bê tông xi măng:
P=0540 | X=0453.530-0470.170 | Y=0611.410-0620.730 | 450
P=0540 | X=0505.390-0522.030 | Y=0611.410-0620.730 | 400
P=0540 | X=0126.050-0357.130 | Y=0626.830-0638.070 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0540 | X=0126.050-0403.240 | Y=0644.350-0655.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0540 | X=0126.050-0411.310 | Y=0662.350-0673.590 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0540 | X=0126.050-0407.020 | Y=0673.870-0685.110 | Đường Phạm Thái Bường (đường vào UBND xã Phước Khánh
P=0540 | X=0099.410-0116.050 | Y=0681.510-0690.830 | 174
P=0540 | X=0453.530-0470.170 | Y=0681.510-0690.830 | 350
P=0540 | X=0505.390-0522.030 | Y=0681.510-0690.830 | 320
P=0540 | X=0126.050-0404.600 | Y=0685.390-0696.630 | cũ) đoạn từ Đường Hùng Vương đến Giáp đường đê Ông Kèo
P=0540 | X=0126.050-0332.900 | Y=0696.910-0708.150 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0541 | X=0126.050-0357.600 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0541 | X=0126.050-0412.940 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0541 | X=0126.050-0187.170 | Y=0107.780-0119.020 | đến ≤1.000m.
P=0541 | X=0126.050-0349.220 | Y=0125.330-0136.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0541 | X=0126.050-0411.310 | Y=0143.330-0154.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0541 | X=0126.050-0407.020 | Y=0154.850-0166.090 | Đường Phạm Thái Bường (đường vào UBND xã Phước Khánh
P=0541 | X=0126.050-0404.620 | Y=0166.370-0177.610 | cũ) đoạn từ Đường Hùng Vương đến Giáp đường đê Ông Kèo
P=0541 | X=0099.410-0332.910 | Y=0177.650-0189.330 | 175 có hiện trạng là đường nhựa, bê tông xi măng:
P=0541 | X=0453.530-0470.170 | Y=0180.010-0189.330 | 220
P=0541 | X=0505.390-0522.030 | Y=0180.010-0189.330 | 200
P=0541 | X=0126.050-0411.900 | Y=0195.170-0206.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0541 | X=0126.050-0349.690 | Y=0212.710-0223.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0541 | X=0126.050-0208.930 | Y=0230.710-0241.950 | Đường Phạm Thái
P=0541 | X=0126.050-0212.320 | Y=0242.230-0253.470 | Bường (đường vào
P=0541 | X=0223.750-0301.160 | Y=0242.230-0253.470 | Ngã tư đường đê
P=0541 | X=0318.120-0400.500 | Y=0247.990-0259.230 | Sông Vàm Mương
P=0541 | X=0099.410-0116.050 | Y=0249.870-0259.190 | 176
P=0541 | X=0453.530-0470.170 | Y=0249.870-0259.190 | 670
P=0541 | X=0505.390-0522.030 | Y=0249.870-0259.190 | 600
P=0541 | X=0126.050-0201.190 | Y=0253.750-0264.990 | UBND xã Phước
P=0541 | X=0223.750-0263.460 | Y=0255.630-0264.950 | Ông Kèo
P=0541 | X=0126.050-0171.650 | Y=0265.270-0276.510 | Khánh cũ)
P=0541 | X=0126.050-0403.340 | Y=0283.300-0294.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm
P=0541 | X=0126.050-0397.850 | Y=0294.820-0306.060 | Thái Bường (đường vào UBND xã Phước Khánh cũ) đoạn từ
P=0541 | X=0126.050-0408.470 | Y=0306.340-0317.580 | Ngã tư đường đê ông Kèo đến Sông Vàm Mương có hiện trạng
P=0541 | X=0099.410-0272.380 | Y=0317.860-0329.300 | 177 là đường nhựa, bê tông xi măng:
P=0541 | X=0453.530-0470.170 | Y=0319.980-0329.300 | 450
P=0541 | X=0505.390-0522.030 | Y=0319.980-0329.300 | 400
P=0541 | X=0126.050-0357.130 | Y=0335.380-0346.620 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0541 | X=0126.050-0403.240 | Y=0352.900-0364.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0541 | X=0126.050-0403.340 | Y=0370.920-0382.160 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm
P=0541 | X=0126.050-0397.850 | Y=0382.200-0393.440 | Thái Bường (đường vào UBND xã Phước Khánh cũ) đoạn từ
P=0541 | X=0126.050-0410.870 | Y=0393.720-0404.960 | Ngã tư đường đê Ông Kèo đến Sông Vàm Mương có hiện trạng
P=0541 | X=0126.050-0272.380 | Y=0405.240-0416.480 | là đường nhựa, bê tông xi măng:
P=0541 | X=0099.410-0357.600 | Y=0422.000-0434.000 | 178 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0541 | X=0453.530-0470.170 | Y=0422.000-0431.320 | 350
P=0541 | X=0505.390-0522.030 | Y=0422.000-0431.320 | 320
P=0541 | X=0126.050-0412.940 | Y=0440.280-0451.520 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0541 | X=0126.050-0187.170 | Y=0451.820-0463.060 | đến ≤1.000m.
P=0541 | X=0126.050-0349.220 | Y=0469.340-0480.580 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0541 | X=0126.050-0403.340 | Y=0487.340-0498.580 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Phạm
P=0541 | X=0126.050-0398.330 | Y=0498.860-0510.100 | Thái Đường (đường vào UBND xã Phước Khánh cũ) đoạn từ
P=0541 | X=0126.050-0410.870 | Y=0510.380-0521.620 | Ngã tư đường đê Ông Kèo đến Sông Vàm Mương có hiện trạng
P=0541 | X=0099.410-0272.380 | Y=0521.900-0533.340 | 179 là đường nhựa, bê tông xi măng:
P=0541 | X=0453.530-0470.170 | Y=0524.020-0533.340 | 220
P=0541 | X=0505.390-0522.030 | Y=0524.020-0533.340 | 200
P=0541 | X=0126.050-0411.860 | Y=0539.450-0550.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0541 | X=0126.050-0349.690 | Y=0556.970-0568.210 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0541 | X=0126.050-0411.310 | Y=0574.970-0586.210 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0541 | X=0126.050-0407.020 | Y=0586.250-0597.490 | Đường Phạm Thái Bường (đường vào UBND xã Phước Khánh
P=0541 | X=0126.050-0404.110 | Y=0597.770-0609.010 | cũ) đoạn từ Ngã tư đường đê Ông Kèo đến Sông Vàm Mương
P=0541 | X=0099.410-0332.900 | Y=0609.290-0620.730 | 180 có hiện trạng là đường nhựa, bê tông xi măng:
P=0541 | X=0453.530-0470.170 | Y=0611.410-0620.730 | 450
P=0541 | X=0505.390-0522.030 | Y=0611.410-0620.730 | 400
P=0541 | X=0126.050-0357.130 | Y=0626.830-0638.070 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0541 | X=0126.050-0403.240 | Y=0644.350-0655.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0541 | X=0126.050-0411.310 | Y=0662.350-0673.590 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0541 | X=0126.050-0407.020 | Y=0673.870-0685.110 | Đường Phạm Thái Bường (đường vào UBND xã Phước Khánh
P=0541 | X=0099.410-0116.060 | Y=0681.510-0690.830 | 181
P=0541 | X=0453.530-0470.170 | Y=0681.510-0690.830 | 350
P=0541 | X=0505.390-0522.030 | Y=0681.510-0690.830 | 320
P=0541 | X=0126.050-0404.110 | Y=0685.390-0696.630 | cũ) đoạn từ Ngã tư đường đê Ông Kèo đến Sông Vàm Mương
P=0541 | X=0126.050-0332.900 | Y=0696.910-0708.150 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0542 | X=0126.050-0357.630 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0542 | X=0126.050-0412.940 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0542 | X=0126.050-0187.170 | Y=0107.780-0119.020 | đến ≤1.000m.
P=0542 | X=0126.050-0349.220 | Y=0125.330-0136.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0542 | X=0126.050-0411.310 | Y=0143.330-0154.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0542 | X=0126.050-0407.030 | Y=0154.850-0166.090 | Đường Phạm Thái Bường (đường vào UBND xã Phước Khánh
P=0542 | X=0126.050-0404.110 | Y=0166.370-0177.610 | cũ) đoạn từ Ngã tư đường đê Ông Kèo đến Sông Vàm Mương
P=0542 | X=0099.410-0332.900 | Y=0177.650-0189.330 | 182 có hiện trạng là đường nhựa, bê tông xi măng:
P=0542 | X=0453.530-0470.170 | Y=0180.010-0189.330 | 220
P=0542 | X=0505.390-0522.030 | Y=0180.010-0189.330 | 200
P=0542 | X=0126.050-0411.860 | Y=0195.170-0206.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0542 | X=0126.050-0349.690 | Y=0212.710-0223.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0542 | X=0126.050-0306.640 | Y=0230.710-0241.950 | Đường vào Trường Đường Phạm Thái
P=0542 | X=0318.120-0411.500 | Y=0230.710-0241.950 | Hết Trường Tiểu học
P=0542 | X=0099.410-0116.050 | Y=0238.350-0247.670 | 183
P=0542 | X=0453.530-0470.170 | Y=0238.350-0247.670 | 600
P=0542 | X=0505.390-0522.030 | Y=0238.350-0247.670 | 530
P=0542 | X=0126.050-0255.060 | Y=0242.230-0253.470 | THCS Phước Khánh Bường
P=0542 | X=0318.120-0380.370 | Y=0242.230-0253.470 | Phước Khánh
P=0542 | X=0126.050-0393.590 | Y=0260.230-0271.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=0542 | X=0126.050-0411.830 | Y=0271.750-0282.990 | Trường THCS Phước Khánh đoạn từ Đường Phạm Thái Bường
P=0542 | X=0126.050-0407.980 | Y=0283.300-0294.540 | đến Hết Trường Tiểu học Phước Khánh có hiện trạng là đường
P=0542 | X=0099.410-0229.180 | Y=0294.820-0306.260 | 184 nhựa, bê tông xi măng:
P=0542 | X=0453.530-0470.170 | Y=0296.940-0306.260 | 400
P=0542 | X=0505.390-0522.030 | Y=0296.940-0306.260 | 360
P=0542 | X=0126.050-0357.130 | Y=0312.340-0323.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0542 | X=0126.050-0403.240 | Y=0329.860-0341.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0542 | X=0126.050-0393.590 | Y=0347.860-0359.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=0542 | X=0126.050-0411.830 | Y=0359.380-0370.620 | Trường THCS Phước Khánh đoạn từ Đường Phạm Thái Bường
P=0542 | X=0126.050-0406.300 | Y=0370.920-0382.160 | đến hết Trường Tiểu học Phước Khánh có hiện trạng là đường
P=0542 | X=0126.050-0229.160 | Y=0382.200-0393.440 | nhựa, bê tông xi măng:
P=0542 | X=0099.410-0357.660 | Y=0398.960-0410.960 | 185 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0542 | X=0453.530-0470.170 | Y=0398.960-0408.280 | 290
P=0542 | X=0505.390-0522.030 | Y=0398.960-0408.280 | 250
P=0542 | X=0126.050-0412.940 | Y=0417.240-0428.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0542 | X=0126.050-0187.170 | Y=0428.760-0440.000 | đến ≤1.000m.
P=0542 | X=0126.050-0349.220 | Y=0446.280-0457.520 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0542 | X=0126.050-0393.590 | Y=0464.300-0475.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào
P=0542 | X=0126.050-0411.820 | Y=0475.820-0487.060 | Trường THCS Phước Khánh đoạn từ Đường Phạm Thái Bường
P=0542 | X=0126.050-0407.980 | Y=0487.340-0498.580 | đến Hết Trường Tiểu học Phước Khánh có hiện trạng là đường
P=0542 | X=0099.410-0229.160 | Y=0498.860-0510.300 | 186 nhựa, bê tông xi măng:
P=0542 | X=0453.530-0470.170 | Y=0500.980-0510.300 | 180
P=0542 | X=0505.390-0522.030 | Y=0500.980-0510.300 | 180
P=0542 | X=0126.050-0411.860 | Y=0516.380-0527.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0542 | X=0126.050-0349.690 | Y=0533.930-0545.170 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0542 | X=0126.050-0411.310 | Y=0551.930-0563.170 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0542 | X=0126.050-0408.860 | Y=0563.450-0574.690 | Đường vào Trường THCS Phước Khánh đoạn từ Đường Phạm
P=0542 | X=0126.050-0395.030 | Y=0574.970-0586.210 | Thái Bường đến Hết Trường Tiểu học Phước Khánh có hiện
P=0542 | X=0099.410-0297.860 | Y=0586.250-0597.690 | 187 trạng là đường nhựa, bê tông xi măng:
P=0542 | X=0453.530-0470.170 | Y=0588.370-0597.690 | 400
P=0542 | X=0505.390-0522.030 | Y=0588.370-0597.690 | 360
P=0542 | X=0126.050-0357.130 | Y=0603.770-0615.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0542 | X=0126.050-0403.240 | Y=0621.310-0632.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0542 | X=0126.050-0411.310 | Y=0639.310-0650.550 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0542 | X=0126.050-0408.860 | Y=0650.830-0662.070 | Đường vào Trường THCS Phước Khánh đoạn từ Đường Phạm
P=0542 | X=0099.410-0393.590 | Y=0662.350-0676.670 | 188 Thái Bường đến hết Trường Tiểu học Phước Khánh có hiện
P=0542 | X=0453.530-0470.170 | Y=0667.350-0676.670 | 290
P=0542 | X=0505.390-0522.030 | Y=0667.350-0676.670 | 250
P=0542 | X=0126.050-0297.830 | Y=0673.870-0685.110 | trạng là đường nhựa, bê tông xi măng:
P=0542 | X=0126.050-0357.600 | Y=0691.390-0702.630 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0543 | X=0126.050-0412.940 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0543 | X=0126.050-0187.170 | Y=0090.260-0101.500 | đến ≤1.000m.
P=0543 | X=0126.050-0349.220 | Y=0107.780-0119.020 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0543 | X=0126.050-0411.310 | Y=0125.810-0137.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0543 | X=0126.050-0408.860 | Y=0137.330-0148.570 | Đường vào Trường THCS Phước Khánh đoạn từ Đường Phạm
P=0543 | X=0126.050-0395.030 | Y=0148.850-0160.090 | Thái Bường đến Hết Trường Tiểu học Phước Khánh có hiện
P=0543 | X=0099.410-0297.830 | Y=0160.370-0171.810 | 189 trạng là đường nhựa, bê tông xi măng:
P=0543 | X=0453.530-0470.170 | Y=0162.490-0171.810 | 180
P=0543 | X=0505.390-0522.030 | Y=0162.490-0171.810 | 180
P=0543 | X=0126.050-0411.870 | Y=0177.650-0188.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0543 | X=0126.050-0349.690 | Y=0195.170-0206.410 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0543 | X=0318.120-0410.060 | Y=0213.190-0224.430 | Ranh Bến đò Phước
P=0543 | X=0126.050-0210.160 | Y=0224.710-0235.950 | Đường vào bến đò
P=0543 | X=0223.750-0306.640 | Y=0224.710-0235.950 | Đường Phạm Thái
P=0543 | X=0318.120-0403.900 | Y=0224.710-0235.950 | Khánh (thửa đất số
P=0543 | X=0099.410-0116.050 | Y=0232.350-0241.670 | 190
P=0543 | X=0453.530-0470.170 | Y=0232.350-0241.670 | 600
P=0543 | X=0505.390-0522.030 | Y=0232.350-0241.670 | 530
P=0543 | X=0126.050-0188.300 | Y=0236.230-0247.470 | Phước Khánh
P=0543 | X=0223.750-0255.060 | Y=0236.230-0247.470 | Bường
P=0543 | X=0318.120-0394.310 | Y=0236.230-0247.470 | 167, tờ BĐĐC số
P=0543 | X=0318.120-0405.500 | Y=0247.750-0258.990 | 194, xã Đại Phước)
P=0543 | X=0126.050-0412.790 | Y=0265.750-0276.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào bến
P=0543 | X=0126.050-0404.870 | Y=0277.270-0288.510 | đò Phước Khánh đoạn từ Đường Phạm Thái Bường đến Ranh
P=0543 | X=0126.050-0411.810 | Y=0288.820-0300.060 | Bến đò Phước Khánh (thửa đất số 167, tờ BĐĐC số 194, xã Đại
P=0543 | X=0099.410-0369.610 | Y=0300.340-0311.780 | 191 Phước) có hiện trạng là đường nhựa, bê tông xi măng:
P=0543 | X=0453.530-0470.170 | Y=0302.460-0311.780 | 400
P=0543 | X=0505.390-0522.030 | Y=0302.460-0311.780 | 360
P=0543 | X=0126.050-0357.130 | Y=0317.860-0329.100 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0543 | X=0126.050-0403.240 | Y=0335.380-0346.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0543 | X=0126.050-0412.790 | Y=0353.380-0364.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào bến
P=0543 | X=0126.050-0404.870 | Y=0364.900-0376.140 | đò Phước Khánh đoạn từ Đường Phạm Thái Bường đến Ranh
P=0543 | X=0126.050-0411.810 | Y=0376.200-0387.440 | Bến đò Phước Khánh (thửa đất số 167, tờ BĐĐC số 194, xã Đại
P=0543 | X=0126.050-0369.610 | Y=0387.720-0398.960 | Phước) có hiện trạng là đường nhựa, bê tông xi măng:
P=0543 | X=0099.410-0357.600 | Y=0404.480-0416.480 | 192 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0543 | X=0453.530-0470.170 | Y=0404.480-0413.800 | 290
P=0543 | X=0505.390-0522.030 | Y=0404.480-0413.800 | 250
P=0543 | X=0126.050-0412.940 | Y=0422.760-0434.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0543 | X=0126.050-0187.170 | Y=0434.280-0445.520 | đến ≤1.000m.
P=0543 | X=0126.050-0349.220 | Y=0451.820-0463.060 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0543 | X=0126.050-0412.790 | Y=0469.820-0481.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường vào bến
P=0543 | X=0126.050-0404.870 | Y=0481.340-0492.580 | đò Phước Khánh đoạn từ Đường Phạm Thái Bường đến Ranh
P=0543 | X=0126.050-0411.820 | Y=0492.860-0504.100 | Bến đò Phước Khánh (thửa đất số 167, tờ BĐĐC số 194, xã Đại
P=0543 | X=0099.410-0369.610 | Y=0504.380-0515.820 | 193 Phước) có hiện trạng là đường nhựa, bê tông xi măng:
P=0543 | X=0453.530-0470.170 | Y=0506.500-0515.820 | 180
P=0543 | X=0505.390-0522.030 | Y=0506.500-0515.820 | 180
P=0543 | X=0126.050-0411.860 | Y=0521.900-0533.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0543 | X=0126.050-0349.690 | Y=0539.450-0550.690 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0543 | X=0126.050-0411.340 | Y=0557.450-0568.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0543 | X=0126.050-0397.640 | Y=0568.970-0580.210 | Đường vào bến đò Phước Khánh đoạn từ Đường Phạm Thái
P=0543 | X=0126.050-0393.880 | Y=0580.250-0591.490 | Bường đến Ranh Bến đò Phước Khánh (thửa đất số 167, tờ
P=0543 | X=0126.050-0404.620 | Y=0591.770-0603.010 | BĐĐC số 194, xã Đại Phước) có hiện trạng là đường nhựa, bê
P=0543 | X=0099.410-0116.050 | Y=0599.650-0608.970 | 194
P=0543 | X=0453.530-0470.170 | Y=0599.650-0608.970 | 400
P=0543 | X=0505.390-0522.030 | Y=0599.650-0608.970 | 360
P=0543 | X=0126.050-0186.210 | Y=0603.290-0614.530 | tông xi măng:
P=0543 | X=0126.050-0357.130 | Y=0620.830-0632.070 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0543 | X=0126.050-0403.240 | Y=0638.350-0649.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0543 | X=0126.050-0411.310 | Y=0656.350-0667.590 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0543 | X=0126.050-0397.640 | Y=0667.870-0679.110 | Đường vào bến đò Phước Khánh đoạn từ Đường Phạm Thái
P=0543 | X=0099.410-0393.880 | Y=0679.390-0690.630 | 195 Bường đến Ranh Bến đò Phước Khánh (thửa đất số 167, tờ
P=0543 | X=0453.530-0470.170 | Y=0681.270-0690.590 | 290
P=0543 | X=0505.390-0522.030 | Y=0681.270-0690.590 | 250
P=0543 | X=0126.050-0404.620 | Y=0690.910-0702.150 | BĐĐC số 194, xã Đại Phước) có hiện trạng là đường nhựa, bê
P=0543 | X=0126.050-0186.210 | Y=0702.450-0713.690 | tông xi măng:
P=0544 | X=0126.050-0357.600 | Y=0078.740-0089.980 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0544 | X=0126.050-0412.940 | Y=0096.260-0107.500 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0544 | X=0126.050-0187.200 | Y=0107.780-0119.020 | đến ≤1.000m.
P=0544 | X=0126.050-0349.220 | Y=0125.330-0136.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0544 | X=0126.050-0411.310 | Y=0143.330-0154.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0544 | X=0126.050-0397.640 | Y=0154.850-0166.090 | Đường vào bến đò Phước Khánh đoạn từ Đường Phạm Thái
P=0544 | X=0126.050-0394.360 | Y=0166.370-0177.610 | Đường đến Ranh Bến đò Phước Khánh (thửa đất số 167, tờ
P=0544 | X=0126.050-0404.620 | Y=0177.650-0188.890 | BĐĐC số 194, xã Đại Phước) có hiện trạng là đường nhựa, bê
P=0544 | X=0099.410-0116.050 | Y=0185.530-0194.850 | 196
P=0544 | X=0453.530-0470.170 | Y=0185.530-0194.850 | 180
P=0544 | X=0505.390-0522.030 | Y=0185.530-0194.850 | 180
