TABLE=023 | AREA=Phường Bình Lộc | SECTION=agricultural | SEGMENTS=1
P=0837 | X=0113.570-0436.510 | Y=0390.840-0402.080 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Văn Cừ
P=0837 | X=0113.570-0436.570 | Y=0402.360-0413.600 | đoạn từ Đường Võ Thị Sáu đến Đường Trần Phú có hiện trạng là đường
P=0837 | X=0113.570-0216.680 | Y=0413.880-0425.120 | nhựa, bê tông xi măng:
P=0837 | X=0092.900-0336.740 | Y=0431.400-0445.480 | 752 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0837 | X=0460.010-0476.650 | Y=0436.160-0445.480 | 400
P=0837 | X=0496.750-0513.390 | Y=0436.160-0445.480 | 260
P=0837 | X=0113.570-0419.990 | Y=0448.940-0460.180 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0837 | X=0113.570-0147.090 | Y=0460.220-0471.460 | ≤600m.
P=0837 | X=0113.570-0336.740 | Y=0477.740-0488.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0837 | X=0113.570-0436.510 | Y=0495.980-0507.220 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Văn Cừ
P=0837 | X=0113.570-0436.570 | Y=0507.500-0518.740 | đoạn từ Đường Võ Thị Sáu đến Đường Trần Phú có hiện trạng là đường
P=0837 | X=0113.570-0216.680 | Y=0519.020-0530.260 | nhựa, bê tông xi măng:
P=0837 | X=0092.900-0109.540 | Y=0526.900-0536.220 | 753
P=0837 | X=0460.010-0476.650 | Y=0526.900-0536.220 | 310
P=0837 | X=0496.750-0513.390 | Y=0526.900-0536.220 | 200
P=0837 | X=0113.570-0391.000 | Y=0536.570-0547.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0837 | X=0113.570-0337.220 | Y=0554.090-0565.330 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0837 | X=0113.570-0433.210 | Y=0572.330-0583.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0837 | X=0113.570-0442.340 | Y=0583.850-0595.090 | Nguyễn Văn Cừ đoạn từ Đường Võ Thị Sáu đến Đường Trần Phú có hiện
P=0837 | X=0113.570-0285.350 | Y=0595.370-0606.610 | trạng là đường nhựa, bê tông xi măng:
P=0837 | X=0092.900-0109.540 | Y=0603.250-0612.570 | 754
P=0837 | X=0460.010-0476.650 | Y=0603.250-0612.570 | 460
P=0837 | X=0496.750-0513.390 | Y=0603.250-0612.570 | 290
P=0837 | X=0113.570-0336.480 | Y=0612.890-0624.130 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0837 | X=0113.570-0390.760 | Y=0630.430-0641.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0837 | X=0113.570-0433.210 | Y=0648.670-0659.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0837 | X=0113.570-0442.340 | Y=0660.190-0671.430 | Nguyễn Văn Cừ đoạn từ Đường Võ Thị Sáu đến Đường Trần Phú có hiện
P=0837 | X=0113.570-0285.350 | Y=0671.710-0682.950 | trạng là đường nhựa, bê tông xi măng:
P=0837 | X=0092.900-0109.540 | Y=0679.590-0688.910 | 755
P=0837 | X=0460.010-0476.650 | Y=0679.590-0688.910 | 400
P=0837 | X=0496.750-0513.390 | Y=0679.590-0688.910 | 260
P=0837 | X=0113.570-0336.740 | Y=0689.230-0700.470 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0837 | X=0113.570-0419.990 | Y=0706.530-0717.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0838 | X=0113.570-0147.090 | Y=0072.980-0084.220 | ≤600m.
P=0838 | X=0113.570-0336.740 | Y=0090.500-0101.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0838 | X=0113.570-0433.210 | Y=0108.740-0119.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0838 | X=0113.570-0442.340 | Y=0120.290-0131.530 | Nguyễn Văn Cừ đoạn từ Đường Võ Thị Sáu đến Đường Trần Phú có hiện
P=0838 | X=0113.570-0285.350 | Y=0131.810-0143.050 | trạng là đường nhựa, bê tông xi măng:
P=0838 | X=0092.900-0109.540 | Y=0139.690-0149.010 | 756
P=0838 | X=0460.010-0476.650 | Y=0139.690-0149.010 | 310
P=0838 | X=0496.750-0513.390 | Y=0139.690-0149.010 | 200
P=0838 | X=0113.570-0391.000 | Y=0149.330-0160.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0838 | X=0113.570-0339.860 | Y=0166.850-0178.090 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0838 | X=0272.740-0331.170 | Y=0185.090-0196.330 | Đường Hùng
P=0838 | X=0358.220-0427.210 | Y=0185.090-0196.330 | Đường Nguyễn
P=0838 | X=0092.900-0224.780 | Y=0190.850-0202.090 | 757 Đường Nguyễn Văn Linh
P=0838 | X=0460.010-0476.650 | Y=0192.730-0202.050 | 760
P=0838 | X=0496.750-0513.390 | Y=0192.730-0202.050 | 470
P=0838 | X=0272.740-0304.020 | Y=0196.610-0207.850 | Vương
P=0838 | X=0358.220-0404.390 | Y=0198.490-0207.810 | Hữu Cảnh
P=0838 | X=0113.570-0441.570 | Y=0214.870-0226.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Văn Linh
P=0838 | X=0113.570-0444.020 | Y=0226.390-0237.630 | đoạn từ Đường Hùng Vương đến Đường Nguyễn Hữu Cảnh có hiện trạng
P=0838 | X=0113.570-0259.900 | Y=0237.670-0248.910 | là đường nhựa, bê tông xi măng:
P=0838 | X=0092.900-0109.540 | Y=0245.550-0254.870 | 758
P=0838 | X=0460.010-0476.650 | Y=0245.550-0254.870 | 460
P=0838 | X=0496.750-0513.390 | Y=0245.550-0254.870 | 290
P=0838 | X=0113.570-0336.480 | Y=0255.190-0266.430 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0838 | X=0113.570-0390.760 | Y=0272.710-0283.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0838 | X=0113.570-0441.570 | Y=0290.980-0302.220 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Văn Linh
P=0838 | X=0113.570-0444.020 | Y=0302.500-0313.740 | đoạn từ Đường Hùng Vương đến Đường Nguyễn Hữu Cảnh có hiện trạng
P=0838 | X=0113.570-0259.900 | Y=0314.020-0325.260 | là đường nhựa, bê tông xi măng:
P=0838 | X=0092.900-0336.740 | Y=0331.540-0345.860 | 759 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0838 | X=0460.010-0476.650 | Y=0336.540-0345.860 | 400
P=0838 | X=0496.750-0513.390 | Y=0336.540-0345.860 | 260
P=0838 | X=0113.570-0419.990 | Y=0349.060-0360.300 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0838 | X=0113.570-0147.090 | Y=0360.580-0371.820 | ≤600m.
P=0838 | X=0113.570-0336.740 | Y=0378.120-0389.360 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0838 | X=0113.570-0441.570 | Y=0396.360-0407.600 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Văn Linh
P=0838 | X=0113.570-0444.010 | Y=0407.880-0419.120 | đoạn từ Đường Hùng Vương đến Đường Nguyễn Hữu Cảnh có hiện trạng
P=0838 | X=0113.570-0259.900 | Y=0419.400-0430.640 | là đường nhựa, bê tông xi măng:
P=0838 | X=0092.900-0109.540 | Y=0427.280-0436.600 | 760
P=0838 | X=0460.010-0476.650 | Y=0427.280-0436.600 | 310
P=0838 | X=0496.750-0513.390 | Y=0427.280-0436.600 | 200
P=0838 | X=0113.570-0391.000 | Y=0436.920-0448.160 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0838 | X=0113.570-0337.210 | Y=0454.220-0465.460 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0838 | X=0113.570-0433.210 | Y=0472.700-0483.940 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0838 | X=0113.570-0436.100 | Y=0483.980-0495.220 | Nguyễn Văn Linh đoạn từ Đường Hùng Vương đến Đường Nguyễn Hữu
P=0838 | X=0113.570-0347.050 | Y=0495.500-0506.740 | Cảnh có hiện trạng là đường nhựa, bê tông xi măng:
P=0838 | X=0092.900-0109.540 | Y=0503.380-0512.700 | 761
P=0838 | X=0460.010-0476.650 | Y=0503.380-0512.700 | 460
P=0838 | X=0496.750-0513.390 | Y=0503.380-0512.700 | 290
P=0838 | X=0113.570-0336.480 | Y=0513.020-0524.260 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0838 | X=0113.570-0390.760 | Y=0530.540-0541.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0838 | X=0113.570-0433.220 | Y=0548.810-0560.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0838 | X=0113.570-0436.100 | Y=0560.330-0571.570 | Nguyễn Văn Linh đoạn từ Đường Hùng Vương đến Đường Nguyễn Hữu
P=0838 | X=0113.570-0347.050 | Y=0571.850-0583.090 | Cảnh có hiện trạng là đường nhựa, bê tông xi măng:
P=0838 | X=0092.900-0336.740 | Y=0589.370-0603.450 | 762 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0838 | X=0460.010-0476.650 | Y=0594.130-0603.450 | 400
P=0838 | X=0496.750-0513.390 | Y=0594.130-0603.450 | 260
P=0838 | X=0113.570-0419.990 | Y=0606.890-0618.130 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0838 | X=0113.570-0147.090 | Y=0618.430-0629.670 | ≤600m.
P=0838 | X=0113.570-0336.740 | Y=0635.950-0647.190 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0838 | X=0113.570-0433.210 | Y=0654.190-0665.430 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0838 | X=0113.570-0436.100 | Y=0665.710-0676.950 | Nguyễn Văn Linh đoạn từ Đường Hùng Vương đến Đường Nguyễn Hữu
P=0838 | X=0092.900-0347.050 | Y=0676.230-0688.470 | 763 Cảnh có hiện trạng là đường nhựa, bê tông xi măng:
P=0838 | X=0460.010-0476.650 | Y=0676.230-0685.550 | 310
P=0838 | X=0496.750-0513.390 | Y=0676.230-0685.550 | 200
P=0838 | X=0113.570-0391.000 | Y=0694.510-0705.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0839 | X=0113.570-0339.860 | Y=0078.980-0090.220 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0839 | X=0272.740-0341.720 | Y=0097.220-0108.460 | Đường Nguyễn
P=0839 | X=0358.220-0443.770 | Y=0097.220-0108.460 | Đường Nguyễn Thị
P=0839 | X=0092.900-0224.780 | Y=0102.980-0114.220 | 764 Đường Nguyễn Văn Linh
P=0839 | X=0460.010-0476.650 | Y=0104.860-0114.180 | 760
P=0839 | X=0496.750-0513.390 | Y=0104.860-0114.180 | 470
P=0839 | X=0272.740-0318.930 | Y=0110.620-0119.940 | Hữu Cảnh
P=0839 | X=0358.220-0402.690 | Y=0110.620-0119.940 | Minh Khai
P=0839 | X=0113.570-0441.570 | Y=0127.010-0138.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Văn Linh
P=0839 | X=0113.570-0437.240 | Y=0138.530-0149.770 | đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn Thị Minh Khai có
P=0839 | X=0113.570-0307.180 | Y=0150.050-0161.290 | hiện trạng là đường nhựa, bê tông xi măng:
P=0839 | X=0092.900-0109.540 | Y=0157.930-0167.250 | 765
P=0839 | X=0460.010-0476.650 | Y=0157.930-0167.250 | 460
P=0839 | X=0496.750-0513.390 | Y=0157.930-0167.250 | 290
P=0839 | X=0113.570-0336.480 | Y=0167.570-0178.810 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0839 | X=0113.570-0390.760 | Y=0185.090-0196.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0839 | X=0113.570-0441.570 | Y=0203.350-0214.590 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Văn Linh
P=0839 | X=0113.570-0437.240 | Y=0214.870-0226.110 | đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn Thị Minh Khai có
P=0839 | X=0113.570-0307.180 | Y=0226.390-0237.630 | hiện trạng là đường nhựa, bê tông xi măng:
P=0839 | X=0092.900-0336.740 | Y=0243.670-0257.990 | 766 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0839 | X=0460.010-0476.650 | Y=0248.670-0257.990 | 400
P=0839 | X=0496.750-0513.390 | Y=0248.670-0257.990 | 260
P=0839 | X=0113.570-0419.990 | Y=0261.190-0272.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0839 | X=0113.570-0147.090 | Y=0272.710-0283.950 | ≤600m.
P=0839 | X=0113.570-0336.740 | Y=0290.260-0301.500 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0839 | X=0113.570-0441.570 | Y=0308.500-0319.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Văn Linh
P=0839 | X=0113.570-0437.240 | Y=0320.020-0331.260 | đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn Thị Minh Khai có
P=0839 | X=0113.570-0307.180 | Y=0331.540-0342.780 | hiện trạng là đường nhựa, bê tông xi măng:
P=0839 | X=0092.900-0109.540 | Y=0339.420-0348.740 | 767
P=0839 | X=0460.010-0476.650 | Y=0339.420-0348.740 | 310
P=0839 | X=0496.750-0513.390 | Y=0339.420-0348.740 | 200
P=0839 | X=0113.570-0391.000 | Y=0349.060-0360.300 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0839 | X=0113.570-0337.210 | Y=0366.600-0377.840 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0839 | X=0113.570-0433.210 | Y=0384.840-0396.080 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0839 | X=0113.570-0439.450 | Y=0396.360-0407.600 | Nguyễn Văn Linh đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn
P=0839 | X=0113.570-0384.500 | Y=0407.880-0419.120 | Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0839 | X=0092.900-0109.540 | Y=0415.760-0425.080 | 768
P=0839 | X=0460.010-0476.650 | Y=0415.760-0425.080 | 460
P=0839 | X=0496.750-0513.390 | Y=0415.760-0425.080 | 290
P=0839 | X=0113.570-0336.480 | Y=0425.400-0436.640 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0839 | X=0113.570-0390.760 | Y=0442.920-0454.160 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0839 | X=0113.570-0433.210 | Y=0461.180-0472.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0839 | X=0113.570-0439.450 | Y=0472.700-0483.940 | Nguyễn Văn Linh đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn
P=0839 | X=0113.570-0384.500 | Y=0483.980-0495.220 | Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0839 | X=0092.900-0336.740 | Y=0501.500-0515.820 | 769 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0839 | X=0460.010-0476.650 | Y=0506.500-0515.820 | 400
P=0839 | X=0496.750-0513.390 | Y=0506.500-0515.820 | 260
P=0839 | X=0113.570-0419.990 | Y=0519.020-0530.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0839 | X=0113.570-0147.090 | Y=0530.540-0541.780 | ≤600m.
P=0839 | X=0113.570-0336.740 | Y=0548.090-0559.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0839 | X=0113.570-0433.210 | Y=0566.330-0577.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0839 | X=0113.570-0439.450 | Y=0577.850-0589.090 | Nguyễn Văn Linh đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn
P=0839 | X=0113.570-0384.500 | Y=0589.370-0600.610 | Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0839 | X=0092.900-0109.540 | Y=0597.250-0606.570 | 770
P=0839 | X=0460.010-0476.650 | Y=0597.250-0606.570 | 310
P=0839 | X=0496.750-0513.390 | Y=0597.250-0606.570 | 200
P=0839 | X=0113.570-0391.020 | Y=0606.890-0618.130 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0839 | X=0113.570-0339.860 | Y=0624.430-0635.670 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0839 | X=0358.220-0427.210 | Y=0642.670-0653.910 | Đường Nguyễn
P=0839 | X=0092.900-0220.930 | Y=0648.430-0659.670 | 771 Đường Nguyễn An Ninh
P=0839 | X=0272.740-0348.430 | Y=0648.430-0659.670 | Đường Trần Phú
P=0839 | X=0460.010-0476.650 | Y=0650.310-0659.630 | 760
P=0839 | X=0496.750-0513.390 | Y=0650.310-0659.630 | 470
P=0839 | X=0358.220-0404.390 | Y=0656.070-0665.390 | Hữu Cảnh
P=0839 | X=0113.570-0437.720 | Y=0672.430-0683.670 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn An Ninh
P=0839 | X=0092.900-0437.970 | Y=0683.950-0695.190 | 772 đoạn từ Đường Trần Phú đến Đường Nguyễn Hữu Cảnh có hiện trạng là
P=0839 | X=0460.010-0476.650 | Y=0685.830-0695.150 | 460
P=0839 | X=0496.750-0513.390 | Y=0685.830-0695.150 | 290
P=0839 | X=0113.570-0249.340 | Y=0695.470-0706.710 | đường nhựa, bê tông xi măng:
P=0840 | X=0113.570-0336.480 | Y=0078.980-0090.220 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0840 | X=0113.570-0390.760 | Y=0096.500-0107.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0840 | X=0113.570-0437.720 | Y=0114.770-0126.010 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn An Ninh
P=0840 | X=0113.570-0437.970 | Y=0126.290-0137.530 | đoạn từ Đường Trần Phú đến Đường Nguyễn Hữu Cảnh có hiện trạng là
P=0840 | X=0113.570-0249.340 | Y=0137.810-0149.050 | đường nhựa, bê tông xi măng:
P=0840 | X=0092.900-0336.740 | Y=0155.330-0169.410 | 773 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0840 | X=0460.010-0476.650 | Y=0160.090-0169.410 | 400
P=0840 | X=0496.750-0513.390 | Y=0160.090-0169.410 | 260
P=0840 | X=0113.570-0419.990 | Y=0172.850-0184.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0840 | X=0113.570-0147.090 | Y=0184.370-0195.610 | ≤600m.
P=0840 | X=0113.570-0336.740 | Y=0201.670-0212.910 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0840 | X=0113.570-0437.720 | Y=0220.150-0231.390 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn An Ninh
P=0840 | X=0113.570-0437.970 | Y=0231.430-0242.670 | đoạn từ Đường Trần Phú đến Đường Nguyễn Hữu Cảnh có hiện trạng là
P=0840 | X=0113.570-0249.340 | Y=0242.950-0254.190 | đường nhựa, bê tông xi măng:
P=0840 | X=0092.900-0109.540 | Y=0250.830-0260.150 | 774
P=0840 | X=0460.010-0476.650 | Y=0250.830-0260.150 | 310
P=0840 | X=0496.750-0513.390 | Y=0250.830-0260.150 | 200
P=0840 | X=0113.570-0391.000 | Y=0260.470-0271.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0840 | X=0113.570-0337.230 | Y=0277.990-0289.230 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0840 | X=0113.570-0433.210 | Y=0296.260-0307.500 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0840 | X=0113.570-0442.100 | Y=0307.780-0319.020 | Nguyễn An Ninh đoạn từ Đường Trần Phú đến Đường Nguyễn Hữu Cảnh
P=0840 | X=0113.570-0320.420 | Y=0319.300-0330.540 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0840 | X=0092.900-0109.540 | Y=0327.180-0336.500 | 775
P=0840 | X=0460.010-0476.650 | Y=0327.180-0336.500 | 460
P=0840 | X=0496.750-0513.390 | Y=0327.180-0336.500 | 290
P=0840 | X=0113.570-0336.480 | Y=0336.820-0348.060 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0840 | X=0113.570-0390.760 | Y=0354.340-0365.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0840 | X=0113.570-0433.210 | Y=0372.600-0383.840 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0840 | X=0113.570-0442.100 | Y=0384.120-0395.360 | Nguyễn An Ninh đoạn từ Đường Trần Phú đến Đường Nguyễn Hữu Cảnh
P=0840 | X=0113.570-0320.420 | Y=0395.640-0406.880 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0840 | X=0092.900-0336.740 | Y=0413.160-0427.240 | 776 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0840 | X=0460.010-0476.650 | Y=0417.920-0427.240 | 400
P=0840 | X=0496.750-0513.390 | Y=0417.920-0427.240 | 260
P=0840 | X=0113.570-0419.990 | Y=0430.680-0441.920 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0840 | X=0113.570-0147.090 | Y=0441.960-0453.200 | ≤600m.
P=0840 | X=0113.570-0336.740 | Y=0459.500-0470.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0840 | X=0113.570-0433.210 | Y=0477.740-0488.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0840 | X=0113.570-0442.100 | Y=0489.260-0500.500 | Nguyễn An Ninh đoạn từ Đường Trần Phú đến Đường Nguyễn Hữu Cảnh
P=0840 | X=0113.570-0320.420 | Y=0500.780-0512.020 | có hiện trạng là đường nhựa, bê tông xi măng:
P=0840 | X=0092.900-0109.540 | Y=0508.660-0517.980 | 777
P=0840 | X=0460.010-0476.650 | Y=0508.660-0517.980 | 310
P=0840 | X=0496.750-0513.390 | Y=0508.660-0517.980 | 200
P=0840 | X=0113.570-0391.000 | Y=0518.300-0529.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0840 | X=0113.570-0339.860 | Y=0535.850-0547.090 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0840 | X=0272.740-0341.720 | Y=0554.090-0565.330 | Đường Nguyễn
P=0840 | X=0358.220-0443.770 | Y=0554.090-0565.330 | Đường Nguyễn Thị
P=0840 | X=0092.900-0220.930 | Y=0559.850-0571.090 | 778 Đường Nguyễn An Ninh
P=0840 | X=0460.010-0476.650 | Y=0561.730-0571.050 | 760
P=0840 | X=0496.750-0513.390 | Y=0561.730-0571.050 | 470
P=0840 | X=0272.740-0318.930 | Y=0567.490-0576.810 | Hữu Cảnh
P=0840 | X=0358.220-0402.690 | Y=0567.490-0576.810 | Minh Khai
P=0840 | X=0113.570-0437.720 | Y=0583.850-0595.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn An Ninh
P=0840 | X=0113.570-0437.240 | Y=0595.370-0606.610 | đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn Thị Minh Khai có
P=0840 | X=0113.570-0307.180 | Y=0606.890-0618.130 | hiện trạng là đường nhựa, bê tông xi măng:
P=0840 | X=0092.900-0109.540 | Y=0614.770-0624.090 | 779
P=0840 | X=0460.010-0476.650 | Y=0614.770-0624.090 | 460
P=0840 | X=0496.750-0513.390 | Y=0614.770-0624.090 | 290
P=0840 | X=0113.570-0336.480 | Y=0624.430-0635.670 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0840 | X=0113.570-0390.760 | Y=0641.950-0653.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0840 | X=0113.570-0437.720 | Y=0660.190-0671.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn An Ninh
P=0840 | X=0113.570-0437.240 | Y=0671.710-0682.950 | đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn Thị Minh Khai có
P=0840 | X=0092.900-0307.180 | Y=0682.230-0694.470 | 780 hiện trạng là đường nhựa, bê tông xi măng:
P=0840 | X=0460.010-0476.650 | Y=0682.230-0691.550 | 400
P=0840 | X=0496.750-0513.390 | Y=0682.230-0691.550 | 260
P=0840 | X=0113.570-0336.740 | Y=0700.530-0711.770 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0841 | X=0113.570-0419.990 | Y=0078.980-0090.220 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0841 | X=0113.570-0147.090 | Y=0090.500-0101.740 | ≤600m.
P=0841 | X=0113.570-0336.740 | Y=0108.020-0119.260 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0841 | X=0113.570-0437.720 | Y=0126.290-0137.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn An Ninh
P=0841 | X=0113.570-0437.240 | Y=0137.810-0149.050 | đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn Thị Minh Khai có
P=0841 | X=0113.570-0307.180 | Y=0149.330-0160.570 | hiện trạng là đường nhựa, bê tông xi măng:
P=0841 | X=0092.900-0109.540 | Y=0157.210-0166.530 | 781
P=0841 | X=0460.010-0476.650 | Y=0157.210-0166.530 | 310
P=0841 | X=0496.750-0513.390 | Y=0157.210-0166.530 | 200
P=0841 | X=0113.570-0391.000 | Y=0166.850-0178.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0841 | X=0113.570-0337.210 | Y=0184.370-0195.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0841 | X=0113.570-0433.210 | Y=0202.630-0213.870 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0841 | X=0113.570-0435.610 | Y=0214.150-0225.390 | Nguyễn An Ninh đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn
P=0841 | X=0113.570-0384.500 | Y=0225.430-0236.670 | Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0841 | X=0092.900-0109.540 | Y=0233.310-0242.630 | 782
P=0841 | X=0460.010-0476.650 | Y=0233.310-0242.630 | 460
P=0841 | X=0496.750-0513.390 | Y=0233.310-0242.630 | 290
P=0841 | X=0113.570-0336.480 | Y=0242.950-0254.190 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0841 | X=0113.570-0390.760 | Y=0260.470-0271.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0841 | X=0113.570-0433.210 | Y=0278.710-0289.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0841 | X=0113.570-0435.610 | Y=0290.260-0301.500 | Nguyễn An Ninh đoạn từ Đường Nguyễn Hữu Cảnh đến Đường Nguyễn
P=0841 | X=0113.570-0384.500 | Y=0301.780-0313.020 | Thị Minh Khai có hiện trạng là đường nhựa, bê tông xi măng:
P=0841 | X=0092.900-0336.740 | Y=0319.300-0333.620 | 783 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0841 | X=0460.010-0476.650 | Y=0324.300-0333.620 | 400
