TABLE=019 | AREA=Phường Long Khánh | SECTION=agricultural | SEGMENTS=1
P=0641 | X=0116.210-0387.150 | Y=0393.720-0404.960 | ba đi Miếu Bà có hiện trạng là đường nhựa, bê tông xi măng:
P=0641 | X=0094.340-0353.280 | Y=0411.240-0425.560 | 542 - Có bề rộng ≥ 5m, cách đường giao thông > 1.000m.
P=0641 | X=0459.290-0475.930 | Y=0416.240-0425.560 | 210
P=0641 | X=0505.390-0522.030 | Y=0416.240-0425.560 | 190
P=0641 | X=0116.210-0403.100 | Y=0428.760-0440.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0641 | X=0116.210-0177.330 | Y=0440.280-0451.520 | đến ≤1.000m.
P=0641 | X=0116.210-0339.380 | Y=0457.820-0469.060 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0641 | X=0116.210-0388.070 | Y=0475.820-0487.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Điểu
P=0641 | X=0116.210-0410.390 | Y=0487.340-0498.580 | Xiển (Bàu Trâm 1) đoạn từ Đường Ngô Quyền vào 200m đến Ngã
P=0641 | X=0116.210-0387.150 | Y=0498.860-0510.100 | ba đi Miếu Bà có hiện trạng là đường nhựa, bê tông xi măng:
P=0641 | X=0094.340-0110.980 | Y=0506.740-0516.060 | 543
P=0641 | X=0459.290-0475.930 | Y=0506.740-0516.060 | 150
P=0641 | X=0505.390-0522.030 | Y=0506.740-0516.060 | 140
P=0641 | X=0116.210-0404.670 | Y=0516.380-0527.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông > 1.000m.
P=0641 | X=0116.210-0339.860 | Y=0533.930-0545.170 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0641 | X=0116.210-0401.470 | Y=0551.930-0563.170 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0641 | X=0116.210-0399.820 | Y=0563.450-0574.690 | Đường Điểu Xiển (Bàu Trâm 1) đoạn từ Đường Ngô Quyền vào
P=0641 | X=0116.210-0392.620 | Y=0574.970-0586.210 | 200m đến Ngã ba đi Miếu Bà có hiện trạng là đường nhựa, bê
P=0641 | X=0094.340-0176.370 | Y=0586.250-0597.690 | 544 tông xi măng:
P=0641 | X=0459.290-0475.930 | Y=0588.370-0597.690 | 260
P=0641 | X=0505.390-0522.030 | Y=0588.370-0597.690 | 230
P=0641 | X=0116.210-0347.320 | Y=0603.770-0615.010 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0641 | X=0116.210-0393.400 | Y=0621.310-0632.550 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0641 | X=0116.210-0401.470 | Y=0639.310-0650.550 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0641 | X=0116.210-0399.820 | Y=0650.830-0662.070 | Đường Điểu Xiển (Bàu Trâm 1) đoạn từ Đường Ngô Quyền vào
P=0641 | X=0094.340-0392.620 | Y=0662.350-0676.670 | 545 200m đến Ngã ba đi Miếu Bà có hiện trạng là đường nhựa, bê
P=0641 | X=0459.290-0475.930 | Y=0667.350-0676.670 | 210
P=0641 | X=0505.390-0522.030 | Y=0667.350-0676.670 | 190
P=0641 | X=0116.210-0176.370 | Y=0673.870-0685.110 | tông xi măng:
P=0641 | X=0116.210-0350.410 | Y=0691.390-0702.630 | - Có bề rộng ≥ 5m, cách đường giao thông >1.000m.
P=0642 | X=0116.210-0403.100 | Y=0078.740-0089.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0642 | X=0116.210-0177.330 | Y=0090.260-0101.500 | đến ≤1.000m.
P=0642 | X=0116.210-0339.380 | Y=0107.780-0119.020 | - Có bề ròng <3m, cách đường giao thông ≤200m.
P=0642 | X=0116.210-0401.500 | Y=0125.810-0137.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0642 | X=0116.210-0399.820 | Y=0137.330-0148.570 | Đường Điểu Xiển (Bàu Trâm 1) đoạn từ Đường Ngô Quyền vào
P=0642 | X=0116.210-0392.620 | Y=0148.850-0160.090 | 200m đến Ngã ba đi Miếu Bà có hiện trạng là đường nhựa, bê
P=0642 | X=0094.340-0176.370 | Y=0160.370-0171.810 | 546 tông xi măng:
P=0642 | X=0459.290-0475.930 | Y=0162.490-0171.810 | 150
P=0642 | X=0505.390-0522.030 | Y=0162.490-0171.810 | 140
P=0642 | X=0116.210-0402.020 | Y=0177.650-0188.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0642 | X=0116.210-0342.500 | Y=0195.170-0206.410 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0642 | X=0116.210-0194.070 | Y=0213.190-0224.430 | Đường Điểu Xiển
P=0642 | X=0315.240-0387.590 | Y=0215.070-0224.390 | Ngã ba cầu Hòa
P=0642 | X=0210.790-0293.470 | Y=0218.950-0230.190 | Ngã ba đi Miếu Bà
P=0642 | X=0094.340-0110.980 | Y=0220.830-0230.150 | 547
P=0642 | X=0459.290-0475.930 | Y=0220.830-0230.150 | 410
P=0642 | X=0505.390-0522.030 | Y=0220.830-0230.150 | 350
P=0642 | X=0116.210-0175.230 | Y=0226.590-0235.910 | (Bàu Trâm 1)
P=0642 | X=0315.240-0335.950 | Y=0226.590-0235.910 | Bình
P=0642 | X=0116.210-0388.070 | Y=0242.710-0253.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Điểu
P=0642 | X=0116.210-0393.820 | Y=0254.230-0265.470 | Xiển (Bàu Trâm 1) đoạn từ Ngã ba đi Miếu Bà đến Ngã ba cầu
P=0642 | X=0116.210-0367.440 | Y=0265.750-0276.990 | Hòa Bình có hiện trạng là đường nhựa, bê tông xi măng:
P=0642 | X=0094.340-0110.980 | Y=0273.630-0282.950 | 548
P=0642 | X=0459.290-0475.930 | Y=0273.630-0282.950 | 260
P=0642 | X=0505.390-0522.030 | Y=0273.630-0282.950 | 230
P=0642 | X=0116.210-0350.170 | Y=0283.300-0294.540 | - Có bề rộng ≥ 5m, cách đường giao thông ≤1.000m.
P=0642 | X=0116.210-0393.400 | Y=0300.820-0312.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0642 | X=0116.210-0388.070 | Y=0318.820-0330.060 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Điểu
P=0642 | X=0116.210-0393.820 | Y=0330.340-0341.580 | Xiển (Bàu Trâm 1) đoạn từ Ngã ba đi Miếu Bà đến Ngã ba cầu
P=0642 | X=0116.210-0367.440 | Y=0341.860-0353.100 | Hòa Bình có hiện trạng là đường nhựa, bê tông xi măng:
P=0642 | X=0094.340-0350.410 | Y=0359.380-0373.460 | 549 - Có bề rộng ≥ 5m, cách đường giao thông >1.000m.
P=0642 | X=0459.290-0475.930 | Y=0364.140-0373.460 | 210
P=0642 | X=0505.390-0522.030 | Y=0364.140-0373.460 | 190
P=0642 | X=0116.210-0403.100 | Y=0376.920-0388.160 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0642 | X=0116.210-0177.330 | Y=0388.200-0399.440 | đến ≤1.000m.
P=0642 | X=0116.210-0339.380 | Y=0405.720-0416.960 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0642 | X=0116.210-0388.070 | Y=0423.720-0434.960 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Điểu
P=0642 | X=0116.210-0393.820 | Y=0435.240-0446.480 | Xiển (Bàu Trâm 1) đoạn từ Ngã ba đi Miếu Bà đến Ngã ba cầu
P=0642 | X=0116.210-0367.440 | Y=0446.760-0458.000 | Hòa Bình có hiện trạng là đường nhựa, bê tông xi măng:
P=0642 | X=0094.340-0110.980 | Y=0454.660-0463.980 | 550
P=0642 | X=0459.290-0475.930 | Y=0454.660-0463.980 | 150
P=0642 | X=0505.390-0522.030 | Y=0454.660-0463.980 | 140
P=0642 | X=0116.210-0402.020 | Y=0464.300-0475.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0642 | X=0116.210-0339.850 | Y=0481.820-0493.060 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0642 | X=0116.210-0401.470 | Y=0499.820-0511.060 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0642 | X=0116.210-0397.670 | Y=0511.340-0522.580 | Đường Điểu Xiển (Bàu Trâm 1) đoạn từ Ngã ba đi Miếu Bà đến
P=0642 | X=0116.210-0390.920 | Y=0522.860-0534.100 | Ngã ba cầu Hòa Bình có hiện trạng là đường nhựa, bê tông xi
P=0642 | X=0094.340-0144.210 | Y=0534.410-0545.850 | 551 măng:
P=0642 | X=0459.290-0475.930 | Y=0536.530-0545.850 | 260
P=0642 | X=0505.390-0522.030 | Y=0536.530-0545.850 | 230
P=0642 | X=0116.210-0347.290 | Y=0551.930-0563.170 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0642 | X=0116.210-0393.400 | Y=0569.450-0580.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0642 | X=0116.210-0401.470 | Y=0587.450-0598.690 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0642 | X=0116.210-0397.670 | Y=0598.970-0610.210 | Đường Điểu Xiển (Bàu Trâm 1) đoạn từ Ngã ba đi Miếu Bà đến
P=0642 | X=0116.210-0390.920 | Y=0610.250-0621.490 | Ngã ba cầu Hòa Bình có hiện trạng là đường nhựa, bê tông xi
P=0642 | X=0116.210-0144.210 | Y=0621.790-0633.030 | măng:
P=0642 | X=0094.340-0350.410 | Y=0638.550-0650.550 | 552 - Có bề rộng ≥ 5m, cách đường giao thông >1.000m.
P=0642 | X=0459.290-0475.930 | Y=0638.550-0647.870 | 210
P=0642 | X=0505.390-0522.030 | Y=0638.550-0647.870 | 190
P=0642 | X=0116.210-0403.100 | Y=0656.830-0668.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0642 | X=0116.210-0177.330 | Y=0668.350-0679.590 | đến ≤1.000m.
P=0642 | X=0116.210-0339.380 | Y=0685.870-0697.110 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0642 | X=0094.340-0401.470 | Y=0703.890-0715.130 | 553 Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0642 | X=0459.290-0475.930 | Y=0705.780-0715.100 | 150
P=0642 | X=0505.390-0522.030 | Y=0705.780-0715.100 | 140
P=0643 | X=0116.210-0397.670 | Y=0072.740-0083.980 | Đường Điểu Xiển (Bàu Trâm 1) đoạn từ Ngã ba đi Miếu Bà đến
P=0643 | X=0116.210-0390.920 | Y=0084.260-0095.500 | Ngã ba cầu Hòa Bình có hiện trạng là đường nhựa, bê tông xi
P=0643 | X=0116.210-0144.210 | Y=0095.780-0107.020 | măng:
P=0643 | X=0116.210-0404.670 | Y=0113.300-0124.540 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông > 1.000m.
P=0643 | X=0116.210-0342.500 | Y=0130.850-0142.090 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0643 | X=0315.240-0387.590 | Y=0150.730-0160.050 | Ngã ba cầu Hòa
P=0643 | X=0094.340-0288.660 | Y=0154.610-0165.850 | 554 Đường Bàu Trâm 1 Đường Điểu Xiển
P=0643 | X=0459.290-0475.930 | Y=0156.490-0165.810 | 410
P=0643 | X=0505.390-0522.030 | Y=0156.490-0165.810 | 350
P=0643 | X=0315.240-0335.950 | Y=0162.250-0171.570 | Bình
P=0643 | X=0116.210-0385.160 | Y=0178.370-0189.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bàu
P=0643 | X=0116.210-0397.140 | Y=0189.650-0200.890 | Trâm 1 đoạn từ Đường Điểu Xiển đến Ngã ba cầu Hòa Bình có
P=0643 | X=0116.210-0309.850 | Y=0201.190-0212.430 | hiện trạng là đường nhựa, bê tông xi măng:
P=0643 | X=0094.340-0110.980 | Y=0209.070-0218.390 | 555
P=0643 | X=0459.290-0475.930 | Y=0209.070-0218.390 | 260
P=0643 | X=0505.390-0522.030 | Y=0209.070-0218.390 | 230
P=0643 | X=0116.210-0347.290 | Y=0218.710-0229.950 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0643 | X=0116.210-0393.400 | Y=0236.230-0247.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0643 | X=0116.210-0385.160 | Y=0254.230-0265.470 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bàu
P=0643 | X=0116.210-0397.140 | Y=0265.750-0276.990 | Trâm 1 đoạn từ Đường Điểu Xiển đến Ngã ba cầu Hòa Bình có
P=0643 | X=0116.210-0309.850 | Y=0277.270-0288.510 | hiện trạng là đường nhựa, bê tông xi măng:
P=0643 | X=0094.340-0350.430 | Y=0294.820-0308.900 | 556 - Có bề rộng ≥ 5m, cách đường giao thông >1.000m.
P=0643 | X=0459.290-0475.930 | Y=0299.580-0308.900 | 210
P=0643 | X=0505.390-0522.030 | Y=0299.580-0308.900 | 190
P=0643 | X=0116.210-0403.100 | Y=0312.340-0323.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0643 | X=0116.210-0177.330 | Y=0323.860-0335.100 | đến ≤1.000m.
P=0643 | X=0116.210-0339.380 | Y=0341.380-0352.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0643 | X=0116.210-0385.160 | Y=0359.380-0370.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bàu
P=0643 | X=0116.210-0397.180 | Y=0370.920-0382.160 | Trâm 1 đoạn từ Đường Điểu Xiển đến Ngã ba cầu Hòa Bình có
P=0643 | X=0116.210-0309.850 | Y=0382.200-0393.440 | hiện trạng là đường nhựa, bê tông xi măng:
P=0643 | X=0094.340-0110.980 | Y=0390.080-0399.400 | 557
P=0643 | X=0459.290-0475.930 | Y=0390.080-0399.400 | 150
P=0643 | X=0505.390-0522.030 | Y=0390.080-0399.400 | 140
P=0643 | X=0116.210-0404.670 | Y=0399.720-0410.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông > 1.000m.
P=0643 | X=0116.210-0339.850 | Y=0417.240-0428.480 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0643 | X=0116.210-0401.470 | Y=0435.240-0446.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0643 | X=0116.210-0394.300 | Y=0446.760-0458.000 | Đường Bàu Trâm 1 đoạn từ Đường Điểu Xiển đến Ngã ba cầu
P=0643 | X=0116.210-0367.440 | Y=0458.300-0469.540 | Hòa Bình có hiện trạng là đường nhựa, bê tông xi măng:
P=0643 | X=0094.340-0110.980 | Y=0466.180-0475.500 | 558
P=0643 | X=0459.290-0475.930 | Y=0466.180-0475.500 | 260
P=0643 | X=0505.390-0522.030 | Y=0466.180-0475.500 | 230
P=0643 | X=0116.210-0350.170 | Y=0475.820-0487.060 | - Có bề rộng ≥ 5m, cách đường giao thông ≤1.000m.
P=0643 | X=0116.210-0393.400 | Y=0493.340-0504.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0643 | X=0116.210-0401.470 | Y=0511.340-0522.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0643 | X=0116.210-0394.300 | Y=0522.860-0534.100 | Đường Bàu Trâm 1 đoạn từ Đường Điều Xiển đến Ngã ba cầu
P=0643 | X=0116.210-0367.440 | Y=0534.410-0545.650 | Hòa Bình có hiện trạng là đường nhựa, bê tông xi măng:
P=0643 | X=0094.340-0350.410 | Y=0551.930-0566.010 | 559 - Có bề rộng ≥ 5m, cách đường giao thông >1.000m.
P=0643 | X=0459.290-0475.930 | Y=0556.690-0566.010 | 210
P=0643 | X=0505.390-0522.030 | Y=0556.690-0566.010 | 190
P=0643 | X=0116.210-0403.100 | Y=0569.450-0580.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0643 | X=0116.210-0177.330 | Y=0580.970-0592.210 | đến ≤1.000m.
P=0643 | X=0116.210-0339.380 | Y=0598.250-0609.490 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0643 | X=0116.210-0401.470 | Y=0616.270-0627.510 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0643 | X=0116.210-0394.300 | Y=0627.790-0639.030 | Đường Bàu Trâm 1 đoạn từ Đường Điểu Xiển đến Ngã ba cầu
P=0643 | X=0116.210-0367.440 | Y=0639.310-0650.550 | Hòa Bình có hiện trạng là đường nhựa, bê tông xi măng:
P=0643 | X=0094.340-0110.980 | Y=0647.190-0656.510 | 560
P=0643 | X=0459.290-0475.930 | Y=0647.190-0656.510 | 150
P=0643 | X=0505.390-0522.030 | Y=0647.190-0656.510 | 140
P=0643 | X=0116.210-0402.020 | Y=0656.830-0668.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0643 | X=0116.210-0342.500 | Y=0674.350-0685.590 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0643 | X=0315.240-0398.600 | Y=0694.230-0703.550 | Giáp ranh xã Xuân
P=0643 | X=0094.340-0306.640 | Y=0698.110-0709.350 | 561 Đường Bàu Trâm 1 Ngã ba cầu Hòa Bình
P=0643 | X=0459.290-0475.930 | Y=0699.990-0709.310 | 410
P=0643 | X=0505.390-0522.030 | Y=0699.990-0709.310 | 350
P=0643 | X=0315.240-0335.960 | Y=0703.890-0715.130 | Định
P=0644 | X=0116.210-0385.160 | Y=0078.740-0089.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bàu
P=0644 | X=0116.210-0389.010 | Y=0090.260-0101.500 | Trâm 1 đoạn từ Ngã ba cầu Hòa Bình đến Giáp ranh xã Xuân
P=0644 | X=0116.210-0346.560 | Y=0101.780-0113.020 | Định có hiện trạng là đường nhựa, bê tông xi măng:
P=0644 | X=0094.340-0110.980 | Y=0109.660-0118.980 | 562
P=0644 | X=0459.290-0475.930 | Y=0109.660-0118.980 | 260
P=0644 | X=0505.390-0522.030 | Y=0109.660-0118.980 | 230
P=0644 | X=0116.210-0350.170 | Y=0119.330-0130.570 | - Có bề rộng ≥ 5m, cách đường giao thông ≤1.000m.
P=0644 | X=0116.210-0393.400 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0644 | X=0116.210-0385.160 | Y=0154.850-0166.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bàu
P=0644 | X=0116.210-0389.010 | Y=0166.370-0177.610 | Trâm 1 đoạn từ Ngã ba cầu Hòa Bình đến Giáp ranh xã Xuân
P=0644 | X=0116.210-0346.560 | Y=0177.650-0188.890 | Định có hiện trạng là đường nhựa, bê tông xi măng:
P=0644 | X=0094.340-0350.410 | Y=0195.170-0209.510 | 563 - Có bề rộng ≥ 5m, cách đường giao thông >1.000m.
P=0644 | X=0459.290-0475.930 | Y=0200.190-0209.510 | 210
P=0644 | X=0505.390-0522.030 | Y=0200.190-0209.510 | 190
P=0644 | X=0116.210-0403.100 | Y=0212.710-0223.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0644 | X=0116.210-0180.190 | Y=0224.230-0235.470 | đến ≤1 .000m.
P=0644 | X=0116.210-0339.380 | Y=0241.750-0252.990 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0644 | X=0116.210-0385.160 | Y=0259.750-0270.990 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bàu
P=0644 | X=0116.210-0389.010 | Y=0271.270-0282.510 | Trâm 1 đoạn từ Ngã ba cầu Hòa Bình đến Giáp ranh xã Xuân
P=0644 | X=0116.210-0346.560 | Y=0282.820-0294.060 | Định có hiện trạng là đường nhựa, bê tông xi măng:
P=0644 | X=0094.340-0110.980 | Y=0290.700-0300.020 | 564
P=0644 | X=0459.290-0475.930 | Y=0290.700-0300.020 | 150
P=0644 | X=0505.390-0522.030 | Y=0290.700-0300.020 | 140
P=0644 | X=0116.210-0402.060 | Y=0300.340-0311.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=0644 | X=0116.210-0339.850 | Y=0317.860-0329.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0644 | X=0116.210-0401.470 | Y=0335.860-0347.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0644 | X=0116.210-0404.850 | Y=0347.380-0358.620 | Đường Bàu Trâm 1 đoạn từ Ngã ba cầu Hòa Bình đến Giáp ranh
P=0644 | X=0116.210-0385.950 | Y=0358.900-0370.140 | xã Xuân Định có hiện trạng là đường nhựa, bê tông xi măng:
P=0644 | X=0094.340-0110.980 | Y=0366.780-0376.100 | 565
P=0644 | X=0459.290-0475.930 | Y=0366.780-0376.100 | 260
P=0644 | X=0505.390-0522.030 | Y=0366.780-0376.100 | 230
P=0644 | X=0116.210-0350.170 | Y=0376.200-0387.440 | - Có bề rộng ≥ 5m, cách đường giao thông ≤1.000m.
P=0644 | X=0116.210-0393.400 | Y=0393.720-0404.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0644 | X=0116.210-0401.470 | Y=0411.720-0422.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0644 | X=0116.210-0404.850 | Y=0423.240-0434.480 | Đường Bàu Trâm 1 đoạn từ Ngã ba cầu Hòa Bình đến Giáp ranh
P=0644 | X=0116.210-0385.950 | Y=0434.760-0446.000 | xã Xuân Định có hiện trạng là đường nhựa, bê tông xi măng:
P=0644 | X=0094.340-0353.280 | Y=0452.300-0466.620 | 566 - Có bề rộng ≥ 5m, cách đường giao thông > 1.000m.
P=0644 | X=0459.290-0475.930 | Y=0457.300-0466.620 | 210
P=0644 | X=0505.390-0522.030 | Y=0457.300-0466.620 | 190
P=0644 | X=0116.210-0403.100 | Y=0469.820-0481.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0644 | X=0116.210-0177.330 | Y=0481.340-0492.580 | đến ≤1.000m.
P=0644 | X=0116.210-0339.380 | Y=0498.860-0510.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0644 | X=0116.210-0401.470 | Y=0516.860-0528.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0644 | X=0116.210-0404.850 | Y=0528.380-0539.620 | Đường Bàu Trâm 1 đoạn từ Ngã ba cầu Hòa Bình đến Giáp ranh
P=0644 | X=0116.210-0385.470 | Y=0539.930-0551.170 | xã Xuân Định có hiện nạng là đường nhựa, bê tông xi măng:
P=0644 | X=0094.340-0110.980 | Y=0547.810-0557.130 | 567
P=0644 | X=0459.290-0475.930 | Y=0547.810-0557.130 | 150
P=0644 | X=0505.390-0522.030 | Y=0547.810-0557.130 | 140
P=0644 | X=0116.210-0404.670 | Y=0557.450-0568.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông > 1.000m.
P=0644 | X=0116.210-0342.500 | Y=0574.970-0586.210 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0644 | X=0116.210-0200.950 | Y=0592.970-0604.210 | Đường Bàu Trâm -
P=0644 | X=0316.680-0400.040 | Y=0594.850-0604.170 | Giáp ranh xã Xuân
P=0644 | X=0094.340-0110.980 | Y=0600.370-0609.690 | 568
P=0644 | X=0211.510-0307.360 | Y=0600.370-0609.690 | Ngã ba cầu Hòa Bình
P=0644 | X=0459.290-0475.930 | Y=0600.370-0609.690 | 400
P=0644 | X=0505.390-0522.030 | Y=0600.370-0609.690 | 340
P=0644 | X=0116.210-0159.500 | Y=0606.130-0615.450 | Xuân Thọ
P=0644 | X=0316.680-0332.760 | Y=0606.130-0615.450 | Lộc
P=0644 | X=0116.210-0385.160 | Y=0622.270-0633.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bàu
P=0644 | X=0116.210-0407.240 | Y=0633.790-0645.030 | Trâm - Xuân Thọ đoạn từ Ngã ba cầu Hòa Bình đến Giáp ranh xã
P=0644 | X=0116.210-0367.960 | Y=0645.310-0656.550 | Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0644 | X=0094.340-0110.980 | Y=0653.190-0662.510 | 569
P=0644 | X=0459.290-0475.930 | Y=0653.190-0662.510 | 250
P=0644 | X=0505.390-0522.030 | Y=0653.190-0662.510 | 230
P=0644 | X=0116.210-0350.170 | Y=0662.830-0674.070 | - Có bề rộng ≥ 5m, cách đường giao thông ≤1.000m.
P=0644 | X=0116.210-0393.400 | Y=0680.350-0691.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0644 | X=0094.340-0385.160 | Y=0698.350-0709.590 | 570 Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bàu
P=0644 | X=0459.290-0475.930 | Y=0700.230-0709.550 | 190
P=0644 | X=0505.390-0522.030 | Y=0700.230-0709.550 | 180
P=0645 | X=0116.210-0407.240 | Y=0072.740-0083.980 | Trâm - Xuân Thọ đoạn từ Ngã ba cầu Hòa Bình đến Giáp ranh xã
P=0645 | X=0116.210-0367.930 | Y=0084.260-0095.500 | Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0645 | X=0116.210-0353.280 | Y=0101.780-0113.020 | - Có bề rộng ≥ 5m, cách đường giao thông > 1.000m.
P=0645 | X=0116.210-0403.100 | Y=0119.330-0130.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=0645 | X=0116.210-0177.330 | Y=0130.850-0142.090 | đến ≤1.000m.
P=0645 | X=0116.210-0339.380 | Y=0148.370-0159.610 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0645 | X=0116.210-0385.160 | Y=0166.370-0177.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Bàu
P=0645 | X=0116.210-0407.240 | Y=0177.650-0188.890 | Trâm - Xuân Thọ đoạn từ Ngã ba cầu Hòa Bình đến Giáp ranh xã
P=0645 | X=0116.210-0367.930 | Y=0189.170-0200.410 | Xuân Lộc có hiện trạng là đường nhựa, bê tông xi măng:
P=0645 | X=0094.340-0110.980 | Y=0197.050-0206.370 | 571
P=0645 | X=0459.290-0475.930 | Y=0197.050-0206.370 | 140
P=0645 | X=0505.390-0522.030 | Y=0197.050-0206.370 | 130
P=0645 | X=0116.210-0404.670 | Y=0206.710-0217.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông > 1.000m.
P=0645 | X=0116.210-0339.850 | Y=0224.230-0235.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0645 | X=0116.210-0401.470 | Y=0242.230-0253.470 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0645 | X=0116.210-0401.990 | Y=0253.750-0264.990 | Đường Bàu Trâm - Xuân Thọ đoạn từ Ngã ba cầu Hòa Bình đến
P=0645 | X=0116.210-0397.390 | Y=0265.270-0276.510 | Giáp ranh xã Xuân Lộc có hiện trạng là đường nhựa, bê tông xi
P=0645 | X=0094.340-0144.210 | Y=0276.790-0288.230 | 572 măng:
P=0645 | X=0459.290-0475.930 | Y=0278.910-0288.230 | 250
P=0645 | X=0505.390-0522.030 | Y=0278.910-0288.230 | 230
P=0645 | X=0116.210-0350.170 | Y=0294.340-0305.580 | - Có bề rộng ≥ 5m, cách đường giao thông ≤1.000m.
P=0645 | X=0116.210-0393.400 | Y=0311.860-0323.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=0645 | X=0116.210-0401.470 | Y=0329.860-0341.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=0645 | X=0116.210-0401.990 | Y=0341.380-0352.620 | Đường Bàu Trâm - Xuân Thọ đoạn từ Ngã ba cầu Hòa Bình đến
