TABLE=037 | AREA=Xã Bàu Hàm | SECTION=agricultural | SEGMENTS=2
P=1345 | X=0117.170-0177.330 | Y=0095.540-0106.780 | tông xi măng:
P=1345 | X=0117.170-0402.980 | Y=0113.060-0124.300 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1345 | X=0117.170-0340.810 | Y=0130.610-0141.850 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1345 | X=0117.170-0206.230 | Y=0148.370-0159.610 | Đường Tân Thành -
P=1345 | X=0223.030-0313.320 | Y=0148.370-0159.610 | Đường Trảng Bom -
P=1345 | X=0315.240-0371.500 | Y=0154.130-0165.370 | Hương lộ 24
P=1345 | X=0097.970-0109.090 | Y=0156.010-0165.330 | 78
P=1345 | X=0453.050-0469.690 | Y=0156.010-0165.330 | 500
P=1345 | X=0505.630-0522.270 | Y=0156.010-0165.330 | 450
P=1345 | X=0117.170-0166.220 | Y=0159.650-0170.890 | Trường An
P=1345 | X=0223.030-0274.940 | Y=0161.530-0170.850 | Thanh Bình
P=1345 | X=0117.170-0385.660 | Y=0177.410-0188.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=1345 | X=0117.170-0407.500 | Y=0188.930-0200.170 | Thành - Trường An đoạn từ Đường Trảng Bom - Thanh Bình đến
P=1345 | X=0117.170-0383.070 | Y=0200.470-0211.710 | Hương lộ 24 có hiện trạng là đường nhựa, bê tông xi măng:
P=1345 | X=0097.970-0109.090 | Y=0208.350-0217.670 | 79
P=1345 | X=0453.050-0469.690 | Y=0208.350-0217.670 | 340
P=1345 | X=0505.630-0522.270 | Y=0208.350-0217.670 | 310
P=1345 | X=0117.170-0348.250 | Y=0217.990-0229.230 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1345 | X=0117.170-0382.080 | Y=0235.510-0246.750 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1345 | X=0117.170-0385.660 | Y=0253.270-0264.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=1345 | X=0117.170-0407.500 | Y=0264.790-0276.030 | Thành - Trường An đoạn từ Đường Trảng Bom - Thanh Bình đến
P=1345 | X=0117.170-0383.070 | Y=0276.310-0287.550 | Hương lộ 24 có hiện trạng là đường nhựa, bê tông xi măng:
P=1345 | X=0097.970-0348.720 | Y=0293.860-0307.940 | 80 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1345 | X=0453.050-0469.690 | Y=0298.620-0307.940 | 260
P=1345 | X=0505.630-0522.270 | Y=0298.620-0307.940 | 240
P=1345 | X=0117.170-0404.060 | Y=0311.380-0322.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1345 | X=0117.170-0178.290 | Y=0322.900-0334.140 | đến ≤1.000m.
P=1345 | X=0117.170-0340.340 | Y=0340.420-0351.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1345 | X=0117.170-0385.660 | Y=0357.940-0369.180 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=1345 | X=0117.170-0407.500 | Y=0369.480-0380.720 | Thành - Trường An đoạn từ Đường Trảng Bom - Thanh Bình đến
P=1345 | X=0117.170-0383.070 | Y=0381.000-0392.240 | Hương lộ 24 có hiện trạng là đường nhựa, bê tông xi măng:
P=1345 | X=0097.970-0109.090 | Y=0388.880-0398.200 | 81
P=1345 | X=0453.050-0469.690 | Y=0388.880-0398.200 | 180
P=1345 | X=0505.630-0522.270 | Y=0388.880-0398.200 | 160
P=1345 | X=0117.170-0402.980 | Y=0398.520-0409.760 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1345 | X=0117.170-0340.810 | Y=0416.040-0427.280 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1345 | X=0117.170-0402.430 | Y=0433.800-0445.040 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1345 | X=0117.170-0387.980 | Y=0445.320-0456.560 | Đường Tân Thành - Trường An đoạn từ Đường Trảng Bom -
P=1345 | X=0117.170-0394.060 | Y=0456.860-0468.100 | Thanh Bình đến Hương lộ 24 có hiện trạng là đường nhựa, bê
P=1345 | X=0097.970-0177.330 | Y=0468.380-0479.820 | 82 tông xi măng:
P=1345 | X=0453.050-0469.690 | Y=0470.500-0479.820 | 340
P=1345 | X=0505.630-0522.270 | Y=0470.500-0479.820 | 310
P=1345 | X=0117.170-0348.250 | Y=0485.900-0497.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1345 | X=0117.170-0394.360 | Y=0503.420-0514.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1345 | X=0117.170-0402.430 | Y=0521.180-0532.420 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1345 | X=0117.170-0387.980 | Y=0532.490-0543.730 | Đường Tân Thành - Trường An đoạn từ Đường Trảng Bom -
P=1345 | X=0117.170-0394.060 | Y=0544.010-0555.250 | Thanh Bình đến Hương lộ 24 có hiện trạng là đường nhựa, bê
P=1345 | X=0117.170-0177.330 | Y=0555.530-0566.770 | tông xi măng:
P=1345 | X=0097.970-0348.720 | Y=0572.290-0584.290 | 83 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1345 | X=0453.050-0469.690 | Y=0572.290-0581.610 | 260
P=1345 | X=0505.630-0522.270 | Y=0572.290-0581.610 | 240
P=1345 | X=0117.170-0404.060 | Y=0590.570-0601.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1345 | X=0117.170-0178.290 | Y=0602.090-0613.330 | đến ≤1.000m.
P=1345 | X=0117.170-0340.340 | Y=0619.630-0630.870 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1345 | X=0117.170-0402.430 | Y=0637.390-0648.630 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1345 | X=0117.170-0387.980 | Y=0648.910-0660.150 | Đường Tân Thành - Trường An đoạn từ Đường Trảng Bom -
P=1345 | X=0117.170-0394.060 | Y=0660.430-0671.670 | Thanh Bình đến Hương lộ 24 có hiện trạng là đường nhựa, bê
P=1345 | X=0097.970-0177.330 | Y=0671.950-0683.390 | 84 tông xi măng:
P=1345 | X=0453.050-0469.690 | Y=0674.070-0683.390 | 180
P=1345 | X=0505.630-0522.270 | Y=0674.070-0683.390 | 160
P=1345 | X=0117.170-0402.980 | Y=0689.470-0700.710 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1345 | X=0117.170-0340.810 | Y=0706.770-0718.010 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1346 | X=0117.170-0197.350 | Y=0078.500-0089.740 | Đường Đức Huy -
P=1346 | X=0223.030-0403.910 | Y=0078.500-0089.740 | Đường Trảng Bom - Giáp ranh xã Thống
P=1346 | X=0097.970-0109.090 | Y=0086.140-0095.460 | 85
P=1346 | X=0453.050-0469.690 | Y=0086.140-0095.460 | 530
P=1346 | X=0505.630-0522.270 | Y=0086.140-0095.460 | 470
P=1346 | X=0117.170-0274.940 | Y=0090.020-0101.260 | Thanh Bình - Dốc Mơ Thanh Bình
P=1346 | X=0315.240-0336.280 | Y=0091.900-0101.220 | Nhất
P=1346 | X=0117.170-0414.140 | Y=0107.780-0119.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đức Huy -
P=1346 | X=0117.170-0397.870 | Y=0119.330-0130.570 | Thanh Bình - Dốc Mơ đoạn từ Đường Trảng Bom - Thanh Bình
P=1346 | X=0117.170-0395.740 | Y=0130.850-0142.090 | đến Giáp ranh xã Thống Nhất có hiện trạng là đường nhựa, bê
P=1346 | X=0097.970-0177.330 | Y=0142.370-0153.810 | 86 tông xi măng:
P=1346 | X=0453.050-0469.690 | Y=0144.490-0153.810 | 360
P=1346 | X=0505.630-0522.270 | Y=0144.490-0153.810 | 330
P=1346 | X=0117.170-0348.250 | Y=0159.650-0170.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1346 | X=0117.170-0382.080 | Y=0177.170-0188.410 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1346 | X=0117.170-0414.140 | Y=0194.930-0206.170 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đức Huy -
P=1346 | X=0117.170-0397.870 | Y=0206.470-0217.710 | Thanh Bình - Dốc Mơ đoạn từ Đường Trảng Bom - Thanh Bình
P=1346 | X=0117.170-0395.740 | Y=0217.990-0229.230 | đến Giáp ranh xã Thống Nhất có hiện trạng là đường nhựa, bê
P=1346 | X=0117.170-0177.330 | Y=0229.510-0240.750 | tông xi măng:
P=1346 | X=0097.970-0348.720 | Y=0246.270-0258.270 | 87 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1346 | X=0453.050-0469.690 | Y=0246.270-0255.590 | 290
P=1346 | X=0505.630-0522.270 | Y=0246.270-0255.590 | 260
P=1346 | X=0117.170-0404.060 | Y=0264.550-0275.790 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1346 | X=0117.170-0178.290 | Y=0276.070-0287.310 | đến ≤1.000m.
P=1346 | X=0117.170-0340.340 | Y=0293.620-0304.860 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1346 | X=0117.170-0414.140 | Y=0311.380-0322.620 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đức Huy -
P=1346 | X=0117.170-0397.870 | Y=0322.900-0334.140 | Thanh Bình - Dốc Mơ đoạn từ Đường Trảng Bom - Thanh Bình
P=1346 | X=0117.170-0395.740 | Y=0334.420-0345.660 | đến Giáp ranh xã Thống Nhất có hiện trạng là đường nhựa, bê
P=1346 | X=0097.970-0177.330 | Y=0345.700-0357.140 | 88 tông xi măng:
P=1346 | X=0453.050-0469.690 | Y=0347.820-0357.140 | 200
P=1346 | X=0505.630-0522.270 | Y=0347.820-0357.140 | 180
P=1346 | X=0117.170-0402.980 | Y=0363.220-0374.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1346 | X=0117.170-0340.810 | Y=0380.760-0392.000 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1346 | X=0117.170-0402.430 | Y=0398.520-0409.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1346 | X=0117.170-0396.710 | Y=0410.040-0421.280 | Đường Đức Huy - Thanh Bình - Dốc Mơ đoạn từ Đường Trảng
P=1346 | X=0117.170-0404.370 | Y=0421.560-0432.800 | Bom - Thanh Bình đến Giáp ranh xã Thống Nhất có hiện trạng là
P=1346 | X=0097.970-0252.940 | Y=0433.080-0444.520 | 89 đường nhựa, bê tông xi măng:
P=1346 | X=0453.050-0469.690 | Y=0435.200-0444.520 | 360
P=1346 | X=0505.630-0522.270 | Y=0435.200-0444.520 | 330
P=1346 | X=0117.170-0348.250 | Y=0450.620-0461.860 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1346 | X=0117.170-0394.360 | Y=0468.140-0479.380 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1346 | X=0117.170-0402.430 | Y=0485.900-0497.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1346 | X=0117.170-0396.710 | Y=0497.420-0508.660 | Đường Đức Huy - Thanh Bình - Dốc Mơ đoạn từ Đường Trảng
P=1346 | X=0117.170-0404.370 | Y=0508.940-0520.180 | Bom - Thanh Bình đến Giáp ranh xã Thống Nhất có hiện trạng là
P=1346 | X=0117.170-0252.940 | Y=0520.220-0531.460 | đường nhựa, bê tông xi măng:
P=1346 | X=0097.970-0348.720 | Y=0537.010-0549.010 | 90 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1346 | X=0453.050-0469.690 | Y=0537.010-0546.330 | 290
P=1346 | X=0505.630-0522.270 | Y=0537.010-0546.330 | 260
P=1346 | X=0117.170-0404.060 | Y=0555.290-0566.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1346 | X=0117.170-0178.290 | Y=0566.810-0578.050 | đến ≤1.000m.
P=1346 | X=0117.170-0340.340 | Y=0584.330-0595.570 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1346 | X=0117.170-0402.430 | Y=0602.090-0613.330 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1346 | X=0117.170-0396.710 | Y=0613.610-0624.850 | Đường Đức Huy - Thanh Bình - Dốc Mơ đoạn từ Đường Trảng
P=1346 | X=0117.170-0404.370 | Y=0625.150-0636.390 | Bom - Thanh Bình đến Giáp ranh xã Thống Nhất có hiện trạng là
P=1346 | X=0097.970-0252.990 | Y=0636.670-0648.110 | 91 đường nhựa, bê tông xi măng:
P=1346 | X=0453.050-0469.690 | Y=0638.790-0648.110 | 200
P=1346 | X=0505.630-0522.270 | Y=0638.790-0648.110 | 180
P=1346 | X=0117.170-0402.980 | Y=0654.190-0665.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1346 | X=0117.170-0340.810 | Y=0671.710-0682.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1346 | X=0315.240-0404.780 | Y=0689.470-0700.710 | Đường Sông Thao -
P=1346 | X=0097.970-0165.730 | Y=0695.230-0706.470 | 92 Đường 3/2
P=1346 | X=0223.030-0293.230 | Y=0695.230-0706.470 | Đường tỉnh 762
P=1346 | X=0453.050-0469.690 | Y=0697.110-0706.430 | 500
P=1346 | X=0505.630-0522.270 | Y=0697.110-0706.430 | 450
P=1346 | X=0315.240-0356.990 | Y=0702.660-0711.980 | Bàu Hàm
P=1347 | X=0117.170-0407.260 | Y=0078.500-0089.740 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3/2 đoạn
P=1347 | X=0117.170-0390.710 | Y=0090.020-0101.260 | từ Đường tỉnh 762 đến Đường Sông Thao - Bàu Hàm có hiện
P=1347 | X=0117.170-0288.950 | Y=0101.540-0112.780 | trạng là đường nhựa, bê tông xi măng:
P=1347 | X=0097.970-0109.090 | Y=0109.420-0118.740 | 93
P=1347 | X=0453.050-0469.690 | Y=0109.420-0118.740 | 340
P=1347 | X=0505.630-0522.270 | Y=0109.420-0118.740 | 310
P=1347 | X=0117.170-0348.250 | Y=0119.090-0130.330 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1347 | X=0117.170-0382.080 | Y=0136.610-0147.850 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1347 | X=0117.170-0407.260 | Y=0154.370-0165.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3/2 đoạn
P=1347 | X=0117.170-0390.710 | Y=0165.650-0176.890 | từ Đường tỉnh 762 đến Đường Sông Thao - Bàu Hàm có hiện
P=1347 | X=0117.170-0288.950 | Y=0177.170-0188.410 | trạng là đường nhựa, bê tông xi măng:
P=1347 | X=0097.970-0348.720 | Y=0194.690-0209.030 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1347 | X=0453.050-0469.690 | Y=0199.710-0209.030 | 260
P=1347 | X=0505.630-0522.270 | Y=0199.710-0209.030 | 240
P=1347 | X=0117.170-0404.060 | Y=0212.230-0223.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1347 | X=0117.170-0178.290 | Y=0223.750-0234.990 | đến ≤1.000m.
P=1347 | X=0117.170-0340.340 | Y=0241.270-0252.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1347 | X=0117.170-0402.430 | Y=0259.030-0270.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1347 | X=0117.170-0407.980 | Y=0270.550-0281.790 | Đường 3/2 đoạn từ Đường tỉnh 762 đến Đường Sông Thao - Bàu
P=1347 | X=0117.170-0348.010 | Y=0282.100-0293.340 | Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1347 | X=0097.970-0109.090 | Y=0289.980-0299.300 | 95
P=1347 | X=0453.050-0469.690 | Y=0289.980-0299.300 | 180
P=1347 | X=0505.630-0522.270 | Y=0289.980-0299.300 | 160
P=1347 | X=0117.170-0402.980 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1347 | X=0117.170-0340.810 | Y=0317.140-0328.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1347 | X=0117.170-0402.430 | Y=0334.900-0346.140 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1347 | X=0117.170-0407.980 | Y=0346.420-0357.660 | Đường 3/2 đoạn từ Đường tỉnh 762 đến Đường Sông Thao - Bàu
P=1347 | X=0117.170-0348.010 | Y=0357.700-0368.940 | Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1347 | X=0097.970-0109.090 | Y=0365.580-0374.900 | 96
P=1347 | X=0453.050-0469.690 | Y=0365.580-0374.900 | 340
P=1347 | X=0505.630-0522.270 | Y=0365.580-0374.900 | 310
P=1347 | X=0117.170-0348.250 | Y=0375.240-0386.480 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1347 | X=0117.170-0394.360 | Y=0392.760-0404.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1347 | X=0117.170-0402.430 | Y=0410.520-0421.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1347 | X=0117.170-0407.980 | Y=0422.040-0433.280 | Đường 3/2 đoạn từ Đường tỉnh 762 đến Đường Sông Thao - Bàu
P=1347 | X=0117.170-0348.010 | Y=0433.560-0444.800 | Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1347 | X=0097.970-0348.720 | Y=0451.100-0465.180 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1347 | X=0453.050-0469.690 | Y=0455.860-0465.180 | 260
P=1347 | X=0505.630-0522.270 | Y=0455.860-0465.180 | 240
P=1347 | X=0117.170-0404.060 | Y=0468.620-0479.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1347 | X=0117.170-0178.290 | Y=0480.140-0491.380 | đến ≤1.000m.
P=1347 | X=0117.170-0340.340 | Y=0497.660-0508.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1347 | X=0117.170-0402.430 | Y=0515.420-0526.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1347 | X=0117.170-0407.980 | Y=0526.940-0538.180 | Đường 3/2 đoạn từ Đường tỉnh 762 đến Đường Sông Thao - Bàu
P=1347 | X=0117.170-0348.010 | Y=0538.250-0549.490 | Hàm có hiện trạng là đường nhựa, bê tông xi măng:
P=1347 | X=0097.970-0109.090 | Y=0546.130-0555.450 | 98
P=1347 | X=0453.050-0469.690 | Y=0546.130-0555.450 | 180
P=1347 | X=0505.630-0522.270 | Y=0546.130-0555.450 | 160
P=1347 | X=0117.170-0402.980 | Y=0555.770-0567.010 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1347 | X=0117.170-0340.810 | Y=0573.290-0584.530 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1347 | X=0117.170-0206.710 | Y=0591.050-0602.290 | Đường Sông Thao -
P=1347 | X=0223.030-0308.300 | Y=0591.050-0602.290 | Giáp ranh xã Hưng
P=1347 | X=0315.240-0397.160 | Y=0596.810-0608.050 | Đường 19 tháng 5
P=1347 | X=0097.970-0109.090 | Y=0598.690-0608.010 | 99
P=1347 | X=0453.050-0469.690 | Y=0598.690-0608.010 | 530
P=1347 | X=0505.630-0522.270 | Y=0598.690-0608.010 | 470
P=1347 | X=0117.170-0158.920 | Y=0604.450-0613.770 | Bàu Hàm
P=1347 | X=0223.030-0248.340 | Y=0604.450-0613.770 | Thịnh
P=1347 | X=0117.170-0391.670 | Y=0620.350-0631.590 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sông
P=1347 | X=0117.170-0411.590 | Y=0631.870-0643.110 | Thao - Bàu Hàm đoạn từ Giáp ranh xã Hưng Thịnh đến Đường 19
P=1347 | X=0117.170-0360.250 | Y=0643.390-0654.630 | tháng 5 có hiện trạng là đường nhựa, bê tông xi măng:
P=1347 | X=0095.060-0111.700 | Y=0651.270-0660.590 | 100
P=1347 | X=0453.050-0469.690 | Y=0651.270-0660.590 | 360
P=1347 | X=0505.630-0522.270 | Y=0651.270-0660.590 | 330
P=1347 | X=0117.170-0348.250 | Y=0660.910-0672.150 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1347 | X=0117.170-0382.080 | Y=0678.430-0689.670 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1347 | X=0117.170-0391.670 | Y=0696.190-0707.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sông
P=1347 | X=0095.060-0111.700 | Y=0703.860-0713.180 | 101
P=1347 | X=0453.050-0469.690 | Y=0703.860-0713.180 | 290
P=1347 | X=0505.630-0522.270 | Y=0703.860-0713.180 | 260
P=1347 | X=0117.170-0411.590 | Y=0707.730-0718.970 | Thao - Bàu Hàm đoạn từ Giáp ranh xã Hưng Thịnh đến Đường 19
P=1348 | X=0117.170-0360.250 | Y=0072.500-0083.740 | tháng 5 có hiện trạng là đường nhựa, bê tông xi măng:
P=1348 | X=0117.170-0348.720 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1348 | X=0117.170-0404.060 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1348 | X=0117.170-0178.290 | Y=0119.090-0130.330 | đến ≤1.000m.
P=1348 | X=0117.170-0340.340 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1348 | X=0117.170-0391.670 | Y=0154.370-0165.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sông
P=1348 | X=0117.170-0411.590 | Y=0165.650-0176.890 | Thao - Bàu Hàm đoạn từ Giáp ranh xã Hưng Thịnh đến Đường 19
P=1348 | X=0117.170-0360.250 | Y=0177.170-0188.410 | tháng 5 có hiện trạng là đường nhựa, bê tông xi măng:
P=1348 | X=0095.060-0111.700 | Y=0185.050-0194.370 | 102
P=1348 | X=0453.050-0469.690 | Y=0185.050-0194.370 | 200
P=1348 | X=0505.630-0522.270 | Y=0185.050-0194.370 | 180
P=1348 | X=0117.170-0402.980 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1348 | X=0117.170-0340.810 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1348 | X=0117.170-0402.430 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1348 | X=0117.170-0404.390 | Y=0241.510-0252.750 | Đường Sông Thao - Bàu Hàm đoạn từ Giáp ranh xã Hưng Thịnh
P=1348 | X=0117.170-0397.150 | Y=0253.030-0264.270 | đến Đường 19 tháng 5 có hiện trạng là đường nhựa, bê tông xi
P=1348 | X=0095.060-0145.170 | Y=0264.550-0275.990 | 103 măng:
P=1348 | X=0453.050-0469.690 | Y=0266.670-0275.990 | 360
P=1348 | X=0505.630-0522.270 | Y=0266.670-0275.990 | 330
P=1348 | X=0117.170-0348.250 | Y=0282.100-0293.340 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1348 | X=0117.170-0394.360 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1348 | X=0117.170-0402.430 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1348 | X=0117.170-0404.390 | Y=0328.900-0340.140 | Đường Sông Thao - Bàu Hàm đoạn từ Giáp ranh xã Hưng Thịnh
P=1348 | X=0117.170-0397.150 | Y=0340.420-0351.660 | đến Đường 19 tháng 5 có hiện trạng là đường nhựa, bê tông xi
P=1348 | X=0117.170-0145.170 | Y=0351.700-0362.940 | măng:
P=1348 | X=0095.060-0348.720 | Y=0368.480-0380.480 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1348 | X=0453.050-0469.690 | Y=0368.480-0377.800 | 290
P=1348 | X=0505.630-0522.270 | Y=0368.480-0377.800 | 260
P=1348 | X=0117.170-0404.060 | Y=0386.760-0398.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1348 | X=0117.170-0178.290 | Y=0398.280-0409.520 | đến ≤1.000m.
P=1348 | X=0117.170-0340.340 | Y=0415.800-0427.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1348 | X=0117.170-0402.430 | Y=0433.560-0444.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1348 | X=0117.170-0404.380 | Y=0445.080-0456.320 | Đường Sông Thao - Bàu Hàm đoạn từ Giáp ranh xã Hưng Thịnh
P=1348 | X=0117.170-0397.150 | Y=0456.620-0467.860 | đến Đường 19 tháng 5 có hiện trạng là đường nhựa, bê tông xi
P=1348 | X=0095.060-0145.170 | Y=0468.140-0479.580 | 105 măng:
P=1348 | X=0453.050-0469.690 | Y=0470.260-0479.580 | 200
P=1348 | X=0505.630-0522.270 | Y=0470.260-0479.580 | 180
P=1348 | X=0117.170-0402.980 | Y=0485.660-0496.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1348 | X=0117.170-0340.810 | Y=0503.180-0514.420 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1348 | X=0117.170-0206.710 | Y=0520.940-0532.180 | Đường Sông Thao -
P=1348 | X=0315.240-0393.830 | Y=0522.820-0532.140 | Giáp ranh xã Dầu
P=1348 | X=0223.030-0304.980 | Y=0526.460-0537.700 | Đường 19 tháng 5
P=1348 | X=0095.060-0111.700 | Y=0528.340-0537.660 | 106
P=1348 | X=0453.050-0469.690 | Y=0528.340-0537.660 | 530
P=1348 | X=0505.630-0522.270 | Y=0528.340-0537.660 | 470
P=1348 | X=0117.170-0158.920 | Y=0534.100-0543.420 | Bàu Hàm
P=1348 | X=0315.240-0336.110 | Y=0534.100-0543.420 | Giây
P=1348 | X=0117.170-0391.670 | Y=0550.010-0561.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sông
P=1348 | X=0117.170-0413.260 | Y=0561.530-0572.770 | Thao - Bàu Hàm đoạn từ Đường 19 tháng 5 đến Giáp ranh xã Dầu
P=1348 | X=0117.170-0347.520 | Y=0573.050-0584.290 | Giây có hiện trạng là đường nhựa, bê tông xi măng:
P=1348 | X=0095.060-0111.700 | Y=0580.930-0590.250 | 107
P=1348 | X=0453.050-0469.690 | Y=0580.930-0590.250 | 360
P=1348 | X=0505.630-0522.270 | Y=0580.930-0590.250 | 330
P=1348 | X=0117.170-0348.250 | Y=0590.570-0601.810 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1348 | X=0117.170-0382.080 | Y=0608.090-0619.330 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1348 | X=0117.170-0391.670 | Y=0625.870-0637.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Sông
P=1348 | X=0117.170-0413.260 | Y=0637.390-0648.630 | Thao - Bàu Hàm đoạn từ Đường 19 tháng 5 đến Giáp ranh xã Dầu
P=1348 | X=0117.170-0347.520 | Y=0648.910-0660.150 | Giây có hiện trạng là đường nhựa, bê tông xi măng:
P=1348 | X=0095.060-0111.700 | Y=0662.550-0671.870 | 108
P=1348 | X=0453.050-0469.690 | Y=0662.550-0671.870 | 290
P=1348 | X=0505.630-0522.270 | Y=0662.550-0671.870 | 260
P=1348 | X=0117.170-0348.720 | Y=0666.430-0677.670 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
