TABLE=064 | AREA=Phường Phước Long | SECTION=agricultural | SEGMENTS=1
P=2022 | X=0295.320-0368.390 | Y=0593.930-0605.170 | số 21, tờ bản đồ
P=2022 | X=0109.490-0130.530 | Y=0595.810-0605.130 | Nhất
P=2022 | X=0187.750-0263.220 | Y=0599.690-0610.930 | tờ bản đồ số 109
P=2022 | X=0295.320-0325.160 | Y=0607.330-0616.650 | số 114
P=2022 | X=0295.320-0364.300 | Y=0623.470-0634.710 | Hết thửa đất số
P=2022 | X=0187.750-0368.140 | Y=0634.750-0645.990 | Thửa đất số 23 và thửa 05, tờ bản đồ số
P=2022 | X=0109.490-0172.470 | Y=0640.510-0651.750 | Đường Thống
P=2022 | X=0187.750-0373.180 | Y=0646.270-0657.510 | đất số 64, cùng thuộc 40 và thửa đất số
P=2022 | X=0090.980-0107.620 | Y=0648.150-0657.470 | 112
P=2022 | X=0394.940-0411.580 | Y=0648.150-0657.470 | 364
P=2022 | X=0433.850-0450.490 | Y=0648.150-0657.470 | 291
P=2022 | X=0472.490-0489.130 | Y=0648.150-0657.470 | 233
P=2022 | X=0511.150-0522.270 | Y=0648.150-0657.470 | 37
P=2022 | X=0109.490-0130.530 | Y=0653.910-0663.230 | Nhất
P=2022 | X=0187.750-0263.220 | Y=0657.790-0669.030 | tờ bản đồ số 114
P=2022 | X=0295.320-0373.660 | Y=0657.790-0669.030 | 305, tờ bản đồ số
P=2022 | X=0295.320-0306.440 | Y=0671.190-0680.510 | 94
P=2022 | X=0109.490-0172.470 | Y=0687.310-0698.550 | Đường Thống
P=2022 | X=0187.750-0276.240 | Y=0687.310-0698.550 | Thửa đất số 306, tờ
P=2022 | X=0295.320-0373.400 | Y=0689.190-0698.510 | Giáp ranh xã Phú
P=2022 | X=0090.980-0107.620 | Y=0694.950-0704.270 | 113
P=2022 | X=0394.940-0411.580 | Y=0694.950-0704.270 | 364
P=2022 | X=0433.850-0450.490 | Y=0694.950-0704.270 | 291
P=2022 | X=0472.490-0489.130 | Y=0694.950-0704.270 | 233
P=2022 | X=0511.150-0522.270 | Y=0694.950-0704.270 | 37
P=2022 | X=0187.750-0282.670 | Y=0698.830-0710.070 | bản đồ số 94 và thửa
P=2022 | X=0109.490-0128.850 | Y=0700.710-0710.030 | nhất
P=2022 | X=0295.320-0321.560 | Y=0700.710-0710.030 | Trung
P=2023 | X=0187.750-0285.060 | Y=0072.740-0083.980 | đất số 6, tờ bản đồ số
P=2023 | X=0187.750-0204.390 | Y=0086.140-0095.460 | 115
P=2023 | X=0295.320-0360.450 | Y=0102.260-0113.500 | Ngã ba đường
P=2023 | X=0295.320-0366.680 | Y=0113.780-0125.020 | bê tông xi măng
P=2023 | X=0187.750-0275.220 | Y=0125.330-0136.570 | Ngã ba Phước Quả
P=2023 | X=0295.320-0365.980 | Y=0125.330-0136.570 | (hết thửa đất số
P=2023 | X=0109.490-0187.560 | Y=0131.090-0142.330 | Đường Điện Biên
P=2023 | X=0295.320-0365.590 | Y=0136.850-0148.090 | 172 và thửa đất
P=2023 | X=0090.980-0107.620 | Y=0138.730-0148.050 | 114
P=2023 | X=0187.750-0283.060 | Y=0138.730-0148.050 | (ngã ba Thống Nhất -
P=2023 | X=0394.940-0411.580 | Y=0138.730-0148.050 | 252
P=2023 | X=0433.850-0450.490 | Y=0138.730-0148.050 | 202
P=2023 | X=0472.490-0489.130 | Y=0138.730-0148.050 | 161
P=2023 | X=0511.150-0522.270 | Y=0138.730-0148.050 | 37
P=2023 | X=0109.490-0127.330 | Y=0144.490-0153.810 | Phủ
P=2023 | X=0187.750-0255.220 | Y=0148.370-0159.610 | Điện Biên Phủ)
P=2023 | X=0295.320-0352.530 | Y=0150.250-0159.570 | số 250, cùng
P=2023 | X=0295.320-0365.510 | Y=0159.650-0170.890 | thuộc tờ bản đồ
P=2023 | X=0295.320-0322.920 | Y=0173.050-0182.370 | số 86)
P=2023 | X=0187.750-0289.140 | Y=0189.170-0200.410 | Ngã ba đường bê tông
P=2023 | X=0187.750-0279.540 | Y=0200.710-0211.950 | xi măng (thửa đất số
P=2023 | X=0295.320-0351.090 | Y=0200.710-0211.950 | Ngã ba Điện
P=2023 | X=0109.490-0187.560 | Y=0206.470-0217.710 | Đường Điện Biên
P=2023 | X=0187.750-0362.840 | Y=0212.230-0223.470 | 171 và thửa đất số 218, Biên Phủ - Yên
P=2023 | X=0090.980-0107.620 | Y=0214.110-0223.430 | 115
P=2023 | X=0394.940-0411.580 | Y=0214.110-0223.430 | 252
P=2023 | X=0433.850-0450.490 | Y=0214.110-0223.430 | 202
P=2023 | X=0472.490-0489.130 | Y=0214.110-0223.430 | 161
P=2023 | X=0511.150-0522.270 | Y=0214.110-0223.430 | 37
P=2023 | X=0109.490-0127.330 | Y=0219.870-0229.190 | Phủ
P=2023 | X=0187.750-0312.680 | Y=0223.750-0234.990 | cùng thuộc tờ bản đồ Thế
P=2023 | X=0187.750-0215.350 | Y=0237.150-0246.470 | số 86)
P=2023 | X=0109.490-0358.200 | Y=0253.270-0264.510 | Đường Điện Biên Ngã ba Điện Biên Phủ - Lòng Hồ Thác
P=2023 | X=0090.980-0107.620 | Y=0260.910-0270.230 | 116
P=2023 | X=0394.940-0411.580 | Y=0260.910-0270.230 | 252
P=2023 | X=0433.850-0450.490 | Y=0260.910-0270.230 | 202
P=2023 | X=0472.490-0489.130 | Y=0260.910-0270.230 | 161
P=2023 | X=0511.150-0522.270 | Y=0260.910-0270.230 | 37
P=2023 | X=0295.320-0310.330 | Y=0264.790-0276.030 | Mơ
P=2023 | X=0109.490-0127.330 | Y=0266.670-0275.990 | Phủ
P=2023 | X=0187.750-0225.750 | Y=0266.670-0275.990 | Yên Thế
P=2023 | X=0295.320-0360.450 | Y=0282.820-0294.060 | Ngã ba đường
P=2023 | X=0295.320-0369.550 | Y=0294.340-0305.580 | bê tông, xi măng
P=2023 | X=0295.320-0365.980 | Y=0305.860-0317.100 | (hết thửa đất số
P=2023 | X=0109.490-0163.010 | Y=0311.620-0322.860 | Đường Mạc
P=2023 | X=0187.750-0265.860 | Y=0313.500-0322.820 | Giao Ngã ba giáp
P=2023 | X=0295.320-0362.620 | Y=0317.380-0328.620 | 7, tờ bản đồ số
P=2023 | X=0090.980-0107.620 | Y=0319.260-0328.580 | 117
P=2023 | X=0394.940-0411.580 | Y=0319.260-0328.580 | 252
P=2023 | X=0433.850-0450.490 | Y=0319.260-0328.580 | 202
P=2023 | X=0472.490-0489.130 | Y=0319.260-0328.580 | 161
P=2023 | X=0511.150-0522.270 | Y=0319.260-0328.580 | 37
P=2023 | X=0109.490-0159.980 | Y=0323.140-0334.380 | Đăng Dung
P=2023 | X=0187.750-0271.220 | Y=0323.140-0334.380 | đường Thống nhất
P=2023 | X=0295.320-0365.590 | Y=0328.900-0340.140 | 111 và thửa đất
P=2023 | X=0295.320-0373.910 | Y=0340.180-0351.420 | số 239, tờ bản đồ
P=2023 | X=0295.320-0322.920 | Y=0353.580-0362.900 | số 92)
P=2023 | X=0187.750-0291.870 | Y=0369.720-0380.960 | Ngã ba đường bê tông,
P=2023 | X=0187.750-0279.540 | Y=0381.240-0392.480 | xi măng (thửa đất số
P=2023 | X=0109.490-0163.010 | Y=0387.000-0398.240 | Đường Mạc
P=2023 | X=0295.320-0373.390 | Y=0388.880-0398.200 | Giáp ranh xã Phú
P=2023 | X=0187.750-0293.550 | Y=0392.760-0404.000 | 262 và thửa đất số 231,
P=2023 | X=0090.980-0107.620 | Y=0394.640-0403.960 | 118
P=2023 | X=0394.940-0411.580 | Y=0394.640-0403.960 | 252
P=2023 | X=0433.850-0450.490 | Y=0394.640-0403.960 | 202
P=2023 | X=0472.490-0489.130 | Y=0394.640-0403.960 | 161
P=2023 | X=0511.150-0522.270 | Y=0394.640-0403.960 | 37
P=2023 | X=0109.490-0159.980 | Y=0398.520-0409.760 | Đăng Dung
P=2023 | X=0295.320-0321.560 | Y=0400.400-0409.720 | Trung
P=2023 | X=0187.750-0282.430 | Y=0404.280-0415.520 | cùng thuộc tờ bản đồ
P=2023 | X=0187.750-0215.350 | Y=0417.680-0427.000 | số 92)
P=2023 | X=0109.490-0166.930 | Y=0433.800-0445.040 | Đường Bạch
P=2023 | X=0187.750-0274.740 | Y=0433.800-0445.040 | Ngã ba giáp đường
P=2023 | X=0295.320-0352.280 | Y=0435.680-0445.000 | Giáp lòng hồ
P=2023 | X=0090.980-0107.620 | Y=0441.440-0450.760 | 119
P=2023 | X=0394.940-0411.580 | Y=0441.440-0450.760 | 252
P=2023 | X=0433.850-0450.490 | Y=0441.440-0450.760 | 202
P=2023 | X=0472.490-0489.130 | Y=0441.440-0450.760 | 161
P=2023 | X=0511.150-0522.270 | Y=0441.440-0450.760 | 37
P=2023 | X=0109.490-0133.330 | Y=0445.320-0456.560 | Đằng
P=2023 | X=0187.750-0251.950 | Y=0445.320-0456.560 | Điện Biên Phủ
P=2023 | X=0295.320-0335.290 | Y=0445.320-0456.560 | Thác Mơ
P=2023 | X=0295.320-0360.450 | Y=0463.340-0474.580 | Ngã ba đường
P=2023 | X=0109.490-0180.220 | Y=0469.100-0480.340 | Đường bê tông,
P=2023 | X=0295.320-0369.430 | Y=0474.860-0486.100 | đất (hết thửa đất
P=2023 | X=0109.490-0167.670 | Y=0480.620-0491.860 | xi măng giữa
P=2023 | X=0295.320-0362.380 | Y=0488.260-0497.580 | số 235 và thửa
P=2023 | X=0090.980-0162.530 | Y=0492.140-0503.380 | 120 thôn Phước
P=2023 | X=0187.750-0274.580 | Y=0492.140-0503.380 | Đường Thống Nhất
P=2023 | X=0394.940-0411.580 | Y=0494.020-0503.340 | 210
P=2023 | X=0433.850-0450.490 | Y=0494.020-0503.340 | 168
P=2023 | X=0472.490-0489.130 | Y=0494.020-0503.340 | 134
P=2023 | X=0511.150-0522.270 | Y=0494.020-0503.340 | 37
P=2023 | X=0295.320-0369.330 | Y=0497.900-0509.140 | đất số 163, cùng
P=2023 | X=0109.490-0174.070 | Y=0503.660-0514.900 | Thiện - Phước
P=2023 | X=0295.320-0365.510 | Y=0509.420-0520.660 | thuộc tờ bản đồ
P=2023 | X=0109.490-0128.530 | Y=0517.060-0526.380 | Quả
P=2023 | X=0295.320-0322.920 | Y=0522.820-0532.140 | số 85)
P=2023 | X=0295.320-0349.400 | Y=0540.850-0550.170 | Ngã ba giao
P=2023 | X=0090.980-0227.670 | Y=0544.490-0555.730 | 121 Đường Lam Sơn Cầu số 4
P=2023 | X=0394.940-0411.580 | Y=0546.370-0555.690 | 210
P=2023 | X=0433.850-0450.490 | Y=0546.370-0555.690 | 168
P=2023 | X=0472.490-0489.130 | Y=0546.370-0555.690 | 134
P=2023 | X=0511.150-0522.270 | Y=0546.370-0555.690 | 37
P=2023 | X=0295.320-0356.110 | Y=0550.250-0561.490 | đường Ba Rá
P=2023 | X=0109.490-0187.600 | Y=0568.250-0579.490 | Các tuyến đường
P=2023 | X=0109.490-0171.960 | Y=0581.650-0590.970 | nhựa, bê tông
P=2023 | X=0109.490-0175.330 | Y=0591.290-0602.530 | chưa có ở trên
P=2023 | X=0090.980-0107.620 | Y=0598.930-0608.250 | 122
P=2023 | X=0187.750-0238.020 | Y=0598.930-0608.250 | Toàn tuyến
P=2023 | X=0394.940-0411.580 | Y=0598.930-0608.250 | 210
P=2023 | X=0433.850-0450.490 | Y=0598.930-0608.250 | 168
P=2023 | X=0472.490-0489.130 | Y=0598.930-0608.250 | 134
P=2023 | X=0511.150-0522.270 | Y=0598.930-0608.250 | 37
P=2023 | X=0109.490-0169.820 | Y=0604.690-0614.010 | có chiều rộng
P=2023 | X=0109.490-0171.450 | Y=0614.330-0625.570 | mặt đường từ
P=2023 | X=0109.490-0163.570 | Y=0627.750-0637.070 | 3,5m trở lên
P=2023 | X=0109.490-0187.600 | Y=0643.870-0655.110 | Các tuyến đường
P=2023 | X=0109.490-0171.960 | Y=0657.270-0666.590 | nhựa, bê tông
P=2023 | X=0109.490-0175.330 | Y=0666.910-0678.150 | chưa có ở trên
P=2023 | X=0090.980-0107.620 | Y=0674.550-0683.870 | 123
P=2023 | X=0187.750-0238.020 | Y=0674.550-0683.870 | Toàn tuyến
P=2023 | X=0394.940-0411.580 | Y=0674.550-0683.870 | 210
P=2023 | X=0433.850-0450.490 | Y=0674.550-0683.870 | 168
P=2023 | X=0472.490-0489.130 | Y=0674.550-0683.870 | 134
P=2023 | X=0511.150-0522.270 | Y=0674.550-0683.870 | 37
P=2023 | X=0109.490-0169.820 | Y=0680.310-0689.630 | có chiều rộng
P=2023 | X=0109.490-0182.790 | Y=0689.950-0701.190 | mặt đường dưới
P=2023 | X=0109.490-0131.810 | Y=0703.380-0712.700 | 3,5m
P=2024 | X=0109.490-0187.600 | Y=0078.740-0089.980 | Các tuyến đường
P=2024 | X=0090.980-0238.020 | Y=0092.140-0101.460 | 124 giao thông còn Toàn tuyến
P=2024 | X=0394.940-0411.580 | Y=0092.140-0101.460 | 210
P=2024 | X=0433.850-0450.490 | Y=0092.140-0101.460 | 168
P=2024 | X=0472.490-0489.130 | Y=0092.140-0101.460 | 134
P=2024 | X=0511.150-0522.270 | Y=0092.140-0101.460 | 37
P=2024 | X=0109.490-0119.650 | Y=0103.660-0112.980 | lại
