TABLE=042 | AREA=Xã Thống Nhất | SECTION=agricultural | SEGMENTS=1
P=1487 | X=0118.130-0426.220 | Y=0178.370-0189.610 | Thanh Bình đoạn từ Quốc lộ 20 đến Ranh giới Trường Mầm non Hoa
P=1487 | X=0118.130-0364.340 | Y=0189.650-0200.890 | Phượng có hiện trạng là đường nhựa, bê tông xi măng:
P=1487 | X=0098.210-0109.330 | Y=0197.530-0206.850 | 93
P=1487 | X=0463.850-0480.490 | Y=0197.530-0206.850 | 480
P=1487 | X=0505.390-0522.030 | Y=0197.530-0206.850 | 430
P=1487 | X=0118.130-0349.210 | Y=0207.190-0218.430 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1487 | X=0118.130-0395.320 | Y=0224.710-0235.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1487 | X=0118.130-0415.100 | Y=0242.710-0253.950 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đức Huy -
P=1487 | X=0118.130-0426.220 | Y=0254.230-0265.470 | Thanh Bình đoạn từ Quốc lộ 20 đến Ranh giới Trường Mầm non Hoa
P=1487 | X=0118.130-0364.340 | Y=0265.750-0276.990 | Phượng có hiện trạng là đường nhựa, bê tông xi măng:
P=1487 | X=0098.210-0349.690 | Y=0283.300-0297.620 | 94 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1487 | X=0463.850-0480.490 | Y=0288.300-0297.620 | 370
P=1487 | X=0505.390-0522.030 | Y=0288.300-0297.620 | 330
P=1487 | X=0118.130-0424.550 | Y=0300.820-0312.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1487 | X=0118.130-0159.810 | Y=0312.340-0323.580 | ≤1.000m.
P=1487 | X=0118.130-0341.300 | Y=0329.860-0341.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1487 | X=0118.130-0415.100 | Y=0347.860-0359.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đức Huy -
P=1487 | X=0118.130-0426.220 | Y=0359.380-0370.620 | Thanh Bình đoạn từ Quốc lộ 20 đến Ranh giới Trường Mầm non Hoa
P=1487 | X=0118.130-0364.340 | Y=0370.920-0382.160 | Phượng có hiện trạng là đường nhựa, bê tông xi măng:
P=1487 | X=0098.210-0109.330 | Y=0378.800-0388.120 | 95
P=1487 | X=0463.850-0480.490 | Y=0378.800-0388.120 | 250
P=1487 | X=0505.390-0522.030 | Y=0378.800-0388.120 | 230
P=1487 | X=0118.130-0403.940 | Y=0388.200-0399.440 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1487 | X=0118.130-0341.770 | Y=0405.720-0416.960 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1487 | X=0118.130-0403.390 | Y=0423.720-0434.960 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1487 | X=0118.130-0406.540 | Y=0435.240-0446.480 | Đường Đức Huy - Thanh Bình đoạn từ Quốc lộ 20 đến Ranh giới
P=1487 | X=0118.130-0435.820 | Y=0446.760-0458.000 | Trường Mầm non Hoa Phượng có hiện trạng là đường nhựa, bê tông xi
P=1487 | X=0098.210-0146.130 | Y=0458.300-0469.740 | 96 măng:
P=1487 | X=0463.850-0480.490 | Y=0460.420-0469.740 | 480
P=1487 | X=0505.390-0522.030 | Y=0460.420-0469.740 | 430
P=1487 | X=0118.130-0349.210 | Y=0475.820-0487.060 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1487 | X=0118.130-0395.320 | Y=0493.340-0504.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1487 | X=0118.130-0403.390 | Y=0511.340-0522.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1487 | X=0118.130-0406.540 | Y=0522.860-0534.100 | Đường Đức Huy - Thanh Bình đoạn từ Quốc lộ 20 đến Ranh giới
P=1487 | X=0118.130-0435.820 | Y=0534.410-0545.650 | Trường Mầm non Hoa Phượng có hiện trạng là đường nhựa, bê tông xi
P=1487 | X=0118.130-0146.130 | Y=0545.930-0557.170 | măng:
P=1487 | X=0098.210-0349.680 | Y=0562.450-0574.690 | 97 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1487 | X=0463.850-0480.490 | Y=0562.450-0571.770 | 370
P=1487 | X=0505.390-0522.030 | Y=0562.450-0571.770 | 330
P=1487 | X=0118.130-0424.550 | Y=0580.970-0592.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1487 | X=0118.130-0159.810 | Y=0592.250-0603.490 | ≤1.000m.
P=1487 | X=0118.130-0341.300 | Y=0609.770-0621.010 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1487 | X=0118.130-0403.390 | Y=0627.790-0639.030 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1487 | X=0118.130-0406.540 | Y=0639.310-0650.550 | Đường Đức Huy - Thanh Bình đoạn từ Quốc lộ 20 đến Ranh giới
P=1487 | X=0118.130-0435.820 | Y=0650.830-0662.070 | Trường Mầm non Hoa Phượng có hiện trạng là đường nhựa, bê tông xi
P=1487 | X=0098.210-0146.130 | Y=0662.350-0673.790 | 98 măng:
P=1487 | X=0463.850-0480.490 | Y=0664.470-0673.790 | 250
P=1487 | X=0505.390-0522.030 | Y=0664.470-0673.790 | 230
P=1487 | X=0118.130-0403.940 | Y=0679.870-0691.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1487 | X=0118.130-0341.770 | Y=0697.390-0708.630 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1488 | X=0259.060-0337.630 | Y=0078.740-0089.980 | Trường Mầm non
P=1488 | X=0098.210-0252.860 | Y=0084.500-0095.740 | 99 Đường Đức Huy - Thanh Bình
P=1488 | X=0350.520-0411.250 | Y=0084.500-0095.740 | Cầu Đức Huy
P=1488 | X=0463.850-0480.490 | Y=0086.380-0095.700 | 720
P=1488 | X=0505.390-0522.030 | Y=0086.380-0095.700 | 630
P=1488 | X=0259.060-0317.010 | Y=0090.260-0101.500 | Hoa Phượng
P=1488 | X=0118.130-0415.100 | Y=0108.260-0119.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đức Huy -
P=1488 | X=0118.130-0431.650 | Y=0119.810-0131.050 | Thanh Bình đoạn từ Trường Mầm non Hoa Phượng đến Cầu Đức Huy
P=1488 | X=0118.130-0324.980 | Y=0131.330-0142.570 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1488 | X=0095.330-0111.970 | Y=0139.210-0148.530 | 100
P=1488 | X=0463.850-0480.490 | Y=0139.210-0148.530 | 480
P=1488 | X=0505.390-0522.030 | Y=0139.210-0148.530 | 430
P=1488 | X=0118.130-0349.210 | Y=0148.850-0160.090 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1488 | X=0118.130-0395.330 | Y=0166.370-0177.610 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1488 | X=0118.130-0415.100 | Y=0184.370-0195.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đức Huy -
P=1488 | X=0118.130-0431.650 | Y=0195.650-0206.890 | Thanh Bình đoạn từ Trường Mầm non Hoa Phượng đến Cầu Đức Huy
P=1488 | X=0118.130-0324.980 | Y=0207.190-0218.430 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1488 | X=0095.330-0349.680 | Y=0224.710-0239.030 | 101 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1488 | X=0463.850-0480.490 | Y=0229.710-0239.030 | 370
P=1488 | X=0505.390-0522.030 | Y=0229.710-0239.030 | 330
P=1488 | X=0118.130-0424.550 | Y=0242.230-0253.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1488 | X=0118.130-0159.810 | Y=0253.750-0264.990 | ≤1.000m.
P=1488 | X=0118.130-0341.300 | Y=0271.270-0282.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1488 | X=0118.130-0415.100 | Y=0289.300-0300.540 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đức Huy -
P=1488 | X=0118.130-0431.650 | Y=0300.820-0312.060 | Thanh Bình đoạn từ Trường Mầm non Hoa Phượng đến Cầu Đức Huy
P=1488 | X=0118.130-0324.980 | Y=0312.340-0323.580 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1488 | X=0095.330-0111.970 | Y=0320.220-0329.540 | 102
P=1488 | X=0463.850-0480.490 | Y=0320.220-0329.540 | 250
P=1488 | X=0505.390-0522.030 | Y=0320.220-0329.540 | 230
P=1488 | X=0118.130-0403.940 | Y=0329.860-0341.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1488 | X=0118.130-0341.770 | Y=0347.380-0358.620 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1488 | X=0118.130-0403.390 | Y=0365.400-0376.640 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1488 | X=0118.130-0431.770 | Y=0376.920-0388.160 | Đường Đức Huy - Thanh Bình đoạn từ Trường Mầm non Hoa Phượng
P=1488 | X=0118.130-0407.790 | Y=0388.200-0399.440 | đến Cầu Đức Huy có hiện trạng là đường nhựa, bê tông xi măng:
P=1488 | X=0095.330-0111.970 | Y=0396.080-0405.400 | 103
P=1488 | X=0463.850-0480.490 | Y=0396.080-0405.400 | 480
P=1488 | X=0505.390-0522.030 | Y=0396.080-0405.400 | 430
P=1488 | X=0118.130-0349.210 | Y=0405.720-0416.960 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1488 | X=0118.130-0395.320 | Y=0423.240-0434.480 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1488 | X=0118.130-0403.390 | Y=0441.240-0452.480 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1488 | X=0118.130-0431.770 | Y=0452.780-0464.020 | Đường Đức Huy - Thanh Bình đoạn từ Trường Mầm non Hoa Phượng
P=1488 | X=0118.130-0407.790 | Y=0464.300-0475.540 | đến Cầu Đức Huy có hiện trạng là đường nhựa, bê tông xi măng:
P=1488 | X=0095.330-0349.680 | Y=0481.820-0496.140 | 104 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1488 | X=0463.850-0480.490 | Y=0486.820-0496.140 | 370
P=1488 | X=0505.390-0522.030 | Y=0486.820-0496.140 | 330
P=1488 | X=0118.130-0424.550 | Y=0499.340-0510.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1488 | X=0118.130-0159.820 | Y=0510.860-0522.100 | ≤1.000m.
P=1488 | X=0118.130-0341.300 | Y=0528.380-0539.620 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1488 | X=0118.130-0403.390 | Y=0546.410-0557.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1488 | X=0118.130-0431.770 | Y=0557.930-0569.170 | Đường Đức Huy - Thanh Bình đoạn từ Trường Mầm non Hoa Phượng
P=1488 | X=0118.130-0407.790 | Y=0569.450-0580.690 | đến Cầu Đức Huy có hiện trạng là đường nhựa, bê tông xi măng:
P=1488 | X=0095.330-0111.970 | Y=0577.330-0586.650 | 105
P=1488 | X=0463.850-0480.490 | Y=0577.330-0586.650 | 250
P=1488 | X=0505.390-0522.030 | Y=0577.330-0586.650 | 230
P=1488 | X=0118.130-0403.940 | Y=0586.970-0598.210 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1488 | X=0118.130-0341.770 | Y=0604.250-0615.490 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1488 | X=0095.330-0319.790 | Y=0622.270-0633.510 | 106 Đường Đức Huy - Thanh Bình Cầu Đức Huy
P=1488 | X=0350.520-0407.150 | Y=0624.150-0633.470 | Xã Bàu Hàm
P=1488 | X=0463.850-0480.490 | Y=0624.150-0633.470 | 720
P=1488 | X=0505.390-0522.030 | Y=0624.150-0633.470 | 630
P=1488 | X=0118.130-0415.100 | Y=0640.270-0651.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đức Huy -
P=1488 | X=0118.130-0420.930 | Y=0651.790-0663.030 | Thanh Bình đoạn từ Cầu Đức Huy đến Xã Bàu Hàm có hiện trạng là
P=1488 | X=0118.130-0253.900 | Y=0663.310-0674.550 | đường nhựa, bê tông xi măng:
P=1488 | X=0095.330-0111.970 | Y=0671.190-0680.510 | 107
P=1488 | X=0463.850-0480.490 | Y=0671.190-0680.510 | 480
P=1488 | X=0505.390-0522.030 | Y=0671.190-0680.510 | 430
P=1488 | X=0118.130-0349.210 | Y=0680.830-0692.070 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1488 | X=0118.130-0395.320 | Y=0698.350-0709.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1489 | X=0118.130-0415.100 | Y=0078.740-0089.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đức Huy -
P=1489 | X=0118.130-0420.930 | Y=0090.260-0101.500 | Thanh Bình đoạn từ Cầu Đức Huy đến Xã Bàu Hàm có hiện trạng là
P=1489 | X=0118.130-0253.900 | Y=0101.780-0113.020 | đường nhựa, bê tông xi măng:
P=1489 | X=0095.330-0349.680 | Y=0119.330-0133.410 | 108 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1489 | X=0463.850-0480.490 | Y=0124.090-0133.410 | 370
P=1489 | X=0505.390-0522.030 | Y=0124.090-0133.410 | 330
P=1489 | X=0118.130-0424.550 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1489 | X=0118.130-0159.810 | Y=0148.370-0159.610 | ≤1.000m.
P=1489 | X=0118.130-0341.300 | Y=0165.650-0176.890 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1489 | X=0118.130-0415.100 | Y=0183.650-0194.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Đức Huy -
P=1489 | X=0118.130-0420.930 | Y=0195.170-0206.410 | Thanh Bình đoạn từ Cầu Đức Huy đến Xã Bàu Hàm có hiện trạng là
P=1489 | X=0118.130-0253.900 | Y=0206.710-0217.950 | đường nhựa, bê tông xi măng:
P=1489 | X=0095.330-0111.970 | Y=0214.590-0223.910 | 109
P=1489 | X=0463.850-0480.490 | Y=0214.590-0223.910 | 250
P=1489 | X=0505.390-0522.030 | Y=0214.590-0223.910 | 230
P=1489 | X=0118.130-0403.940 | Y=0224.230-0235.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1489 | X=0118.130-0341.770 | Y=0241.750-0252.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1489 | X=0118.130-0403.390 | Y=0259.750-0270.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1489 | X=0118.130-0432.130 | Y=0271.270-0282.510 | Đường Đức Huy - Thanh Bình đoạn từ Cầu Đức Huy đến Xã Bàu Hàm
P=1489 | X=0118.130-0324.980 | Y=0282.820-0294.060 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1489 | X=0095.330-0111.970 | Y=0290.700-0300.020 | 110
P=1489 | X=0463.850-0480.490 | Y=0290.700-0300.020 | 480
P=1489 | X=0505.390-0522.030 | Y=0290.700-0300.020 | 430
P=1489 | X=0118.130-0349.240 | Y=0300.340-0311.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1489 | X=0118.130-0395.320 | Y=0317.860-0329.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1489 | X=0118.130-0403.390 | Y=0335.860-0347.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1489 | X=0118.130-0432.130 | Y=0347.380-0358.620 | Đường Đức Huy - Thanh Bình đoạn từ Cầu Đức Huy đến Xã Bàu Hàm
P=1489 | X=0118.130-0324.980 | Y=0358.900-0370.140 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1489 | X=0095.330-0349.680 | Y=0376.200-0390.520 | 111 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1489 | X=0463.850-0480.490 | Y=0381.200-0390.520 | 370
P=1489 | X=0505.390-0522.030 | Y=0381.200-0390.520 | 330
P=1489 | X=0118.130-0424.550 | Y=0393.720-0404.960 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1489 | X=0118.130-0159.810 | Y=0405.240-0416.480 | ≤1.000m.
P=1489 | X=0118.130-0341.300 | Y=0422.760-0434.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1489 | X=0118.130-0403.390 | Y=0440.760-0452.000 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1489 | X=0118.130-0432.130 | Y=0452.300-0463.540 | Đường Đức Huy - Thanh Bình đoạn từ Cầu Đức Huy đến Xã Bàu Hàm
P=1489 | X=0118.130-0324.980 | Y=0463.820-0475.060 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1489 | X=0095.330-0111.970 | Y=0471.700-0481.020 | 112
P=1489 | X=0463.850-0480.490 | Y=0471.700-0481.020 | 250
P=1489 | X=0505.390-0522.030 | Y=0471.700-0481.020 | 230
P=1489 | X=0118.130-0403.940 | Y=0481.340-0492.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1489 | X=0118.130-0341.770 | Y=0498.860-0510.100 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1489 | X=0259.060-0339.240 | Y=0516.860-0528.100 | Đường Đức Huy -
P=1489 | X=0095.330-0203.570 | Y=0522.620-0533.860 | 113 Đường Thánh Tâm
P=1489 | X=0350.520-0431.770 | Y=0524.500-0533.820 | Giáp với hồ Trị An
P=1489 | X=0463.850-0480.490 | Y=0524.500-0533.820 | 700
P=1489 | X=0505.390-0522.030 | Y=0524.500-0533.820 | 600
P=1489 | X=0259.060-0310.970 | Y=0530.260-0539.580 | Thanh Bình
P=1489 | X=0118.130-0420.370 | Y=0546.410-0557.650 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thánh Tâm
P=1489 | X=0118.130-0428.410 | Y=0557.930-0569.170 | đoạn từ Đường Đức Huy - Thanh Bình đến Giáp với hồ Trị An có hiện
P=1489 | X=0118.130-0289.910 | Y=0569.450-0580.690 | trạng là đường nhựa, bê tông xi măng:
P=1489 | X=0095.330-0111.970 | Y=0577.330-0586.650 | 114
P=1489 | X=0463.850-0480.490 | Y=0577.330-0586.650 | 460
P=1489 | X=0505.390-0522.030 | Y=0577.330-0586.650 | 400
P=1489 | X=0118.130-0349.210 | Y=0586.970-0598.210 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1489 | X=0118.130-0395.320 | Y=0604.250-0615.490 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1489 | X=0118.130-0420.370 | Y=0622.270-0633.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thánh Tâm
P=1489 | X=0118.130-0428.410 | Y=0633.790-0645.030 | đoạn từ Đường Đức Huy - Thanh Bình đến Giáp với hồ Trị An có hiện
P=1489 | X=0118.130-0289.910 | Y=0645.310-0656.550 | trạng là đường nhựa, bê tông xi măng:
P=1489 | X=0095.330-0111.970 | Y=0658.950-0668.270 | 115
P=1489 | X=0463.850-0480.490 | Y=0658.950-0668.270 | 360
P=1489 | X=0505.390-0522.030 | Y=0658.950-0668.270 | 310
P=1489 | X=0118.130-0349.680 | Y=0662.830-0674.070 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1489 | X=0118.130-0424.550 | Y=0680.350-0691.590 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1489 | X=0118.130-0159.810 | Y=0691.870-0703.110 | ≤1.000m.
P=1490 | X=0118.130-0341.300 | Y=0078.740-0089.980 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1490 | X=0118.130-0420.370 | Y=0096.740-0107.980 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Thánh Tâm
P=1490 | X=0118.130-0428.410 | Y=0108.260-0119.500 | đoạn từ Đường Đức Huy - Thanh Bình đến Giáp với hồ Trị An có hiện
P=1490 | X=0118.130-0289.910 | Y=0119.810-0131.050 | trạng là đường nhựa, bê tông xi măng:
P=1490 | X=0095.330-0111.970 | Y=0127.690-0137.010 | 116
P=1490 | X=0463.850-0480.490 | Y=0127.690-0137.010 | 230
P=1490 | X=0505.390-0522.030 | Y=0127.690-0137.010 | 210
P=1490 | X=0118.130-0403.940 | Y=0137.330-0148.570 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1490 | X=0118.130-0341.770 | Y=0154.850-0166.090 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1490 | X=0118.130-0403.390 | Y=0172.850-0184.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1490 | X=0118.130-0421.660 | Y=0184.370-0195.610 | Đường Thánh Tâm đoạn từ Đường Đức Huy - Thanh Bình đến Giáp
P=1490 | X=0118.130-0384.990 | Y=0195.650-0206.890 | với hồ Trị An có hiện trạng là đường nhựa, bê tông xi măng:
P=1490 | X=0095.330-0111.970 | Y=0203.550-0212.870 | 117
P=1490 | X=0463.850-0480.490 | Y=0203.550-0212.870 | 460
P=1490 | X=0505.390-0522.030 | Y=0203.550-0212.870 | 400
P=1490 | X=0118.130-0349.210 | Y=0213.190-0224.430 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1490 | X=0118.130-0395.320 | Y=0230.710-0241.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1490 | X=0118.130-0403.390 | Y=0248.710-0259.950 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1490 | X=0118.130-0421.660 | Y=0260.230-0271.470 | Đường Thánh Tâm đoạn từ Đường Đức Huy - Thanh Bình đến Giáp
P=1490 | X=0118.130-0384.990 | Y=0271.750-0282.990 | với hồ Trị An có hiện trạng là đường nhựa, bê tông xi măng:
P=1490 | X=0095.330-0349.680 | Y=0289.300-0303.620 | 118 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1490 | X=0463.850-0480.490 | Y=0294.300-0303.620 | 360
P=1490 | X=0505.390-0522.030 | Y=0294.300-0303.620 | 310
P=1490 | X=0118.130-0424.550 | Y=0306.820-0318.060 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1490 | X=0118.130-0159.810 | Y=0318.340-0329.580 | ≤1.000m.
P=1490 | X=0118.130-0341.300 | Y=0335.860-0347.100 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1490 | X=0118.130-0403.390 | Y=0353.860-0365.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1490 | X=0118.130-0421.660 | Y=0365.400-0376.640 | Đường Thánh Tâm đoạn từ Đường Đức Huy - Thanh Bình đến Giáp
P=1490 | X=0118.130-0385.000 | Y=0376.920-0388.160 | với hồ Trị An có hiện trạng là đường nhựa, bê tông xi măng:
P=1490 | X=0095.330-0111.970 | Y=0384.800-0394.120 | 119
P=1490 | X=0463.850-0480.490 | Y=0384.800-0394.120 | 230
P=1490 | X=0505.390-0522.030 | Y=0384.800-0394.120 | 210
P=1490 | X=0118.130-0403.940 | Y=0394.200-0405.440 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1490 | X=0118.130-0341.770 | Y=0411.720-0422.960 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1490 | X=0259.060-0339.240 | Y=0429.720-0440.960 | Đường Đức Huy -
P=1490 | X=0095.330-0193.830 | Y=0435.480-0446.720 | 120 Đường Suối Cạn
P=1490 | X=0350.520-0393.100 | Y=0437.360-0446.680 | Hồ Trị An
P=1490 | X=0463.850-0480.490 | Y=0437.360-0446.680 | 700
P=1490 | X=0505.390-0522.030 | Y=0437.360-0446.680 | 600
P=1490 | X=0259.060-0310.970 | Y=0443.120-0452.440 | Thanh Bình
P=1490 | X=0118.130-0435.620 | Y=0459.260-0470.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Suối Cạn đoạn
P=1490 | X=0118.130-0433.450 | Y=0470.780-0482.020 | từ Đường Đức Huy - Thanh Bình đến Hồ Trị An có hiện trạng là đường
P=1490 | X=0118.130-0221.240 | Y=0482.300-0493.540 | nhựa, bê tông xi măng:
P=1490 | X=0095.330-0111.970 | Y=0490.180-0499.500 | 121
P=1490 | X=0463.850-0480.490 | Y=0490.180-0499.500 | 460
P=1490 | X=0505.390-0522.030 | Y=0490.180-0499.500 | 400
P=1490 | X=0118.130-0349.210 | Y=0499.820-0511.060 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1490 | X=0118.130-0395.320 | Y=0517.340-0528.580 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1490 | X=0118.130-0435.620 | Y=0535.370-0546.610 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Suối Cạn đoạn
P=1490 | X=0118.130-0433.450 | Y=0546.890-0558.130 | từ Đường Đức Huy - Thanh Bình đến Hồ Trị An có hiện trạng là đường
P=1490 | X=0118.130-0221.240 | Y=0558.410-0569.650 | nhựa, bê tông xi măng:
P=1490 | X=0095.330-0349.680 | Y=0575.930-0590.010 | 122 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1490 | X=0463.850-0480.490 | Y=0580.690-0590.010 | 360
P=1490 | X=0505.390-0522.030 | Y=0580.690-0590.010 | 310
P=1490 | X=0118.130-0424.550 | Y=0593.450-0604.690 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m đến
P=1490 | X=0118.130-0159.810 | Y=0604.970-0616.210 | ≤1.000m.
P=1490 | X=0118.130-0341.300 | Y=0622.270-0633.510 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1490 | X=0118.130-0435.620 | Y=0640.270-0651.510 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Suối Cạn đoạn
P=1490 | X=0118.130-0433.450 | Y=0651.790-0663.030 | từ Đường Đức Huy - Thanh Bình đến Hồ Trị An có hiện trạng là đường
P=1490 | X=0118.130-0221.240 | Y=0663.310-0674.550 | nhựa, bê tông xi măng:
P=1490 | X=0095.330-0111.970 | Y=0671.190-0680.510 | 123
P=1490 | X=0463.850-0480.490 | Y=0671.190-0680.510 | 230
P=1490 | X=0505.390-0522.030 | Y=0671.190-0680.510 | 210
P=1490 | X=0118.130-0403.950 | Y=0680.830-0692.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1490 | X=0118.130-0341.770 | Y=0698.350-0709.590 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1491 | X=0118.130-0403.390 | Y=0078.740-0089.980 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1491 | X=0118.130-0432.980 | Y=0090.260-0101.500 | Đường Suối Cạn đoạn từ Đường Đức Huy - Thanh Bình đến Hồ Trị An
P=1491 | X=0118.130-0324.980 | Y=0101.780-0113.020 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1491 | X=0095.330-0111.970 | Y=0109.660-0118.980 | 124
P=1491 | X=0463.850-0480.490 | Y=0109.660-0118.980 | 460
P=1491 | X=0505.390-0522.030 | Y=0109.660-0118.980 | 400
P=1491 | X=0118.130-0349.210 | Y=0119.330-0130.570 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1491 | X=0118.130-0395.320 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
