TABLE=056 | AREA=Phường Bình Phước | SECTION=agricultural | SEGMENTS=1
P=1919 | X=0250.900-0282.180 | Y=0118.850-0130.090 | Vương
P=1919 | X=0320.760-0379.390 | Y=0120.730-0130.050 | lâm tỉnh Bình
P=1919 | X=0121.730-0245.670 | Y=0124.610-0135.850 | mặt đường từ 4m trở lên đã
P=1919 | X=0320.760-0371.400 | Y=0130.370-0141.610 | Phước (cũ)
P=1919 | X=0121.730-0229.600 | Y=0136.130-0147.370 | được đầu tư mặt đường
P=1919 | X=0121.730-0222.120 | Y=0147.410-0158.650 | nhựa, bê tông xi măng
P=1919 | X=0121.730-0249.040 | Y=0165.170-0176.410 | Các tuyến đường giao thông
P=1919 | X=0121.730-0238.750 | Y=0176.690-0187.930 | đấu nối trực tiếp ra đường
P=1919 | X=0250.900-0311.560 | Y=0182.450-0193.690 | Giáp ranh đất
P=1919 | X=0121.730-0244.240 | Y=0188.210-0199.450 | Phú Riềng Đỏ từ HLLG vào
P=1919 | X=0250.900-0378.200 | Y=0195.850-0205.170 | Chi cục Kiểm Giáp ranh xã
P=1919 | X=0097.250-0235.860 | Y=0201.630-0210.950 | 561 sâu trên 500m có bề rộng
P=1919 | X=0414.860-0431.500 | Y=0201.630-0210.950 | 430
P=1919 | X=0459.530-0476.170 | Y=0201.630-0210.950 | 340
P=1919 | X=0505.390-0522.030 | Y=0201.630-0210.950 | 200
P=1919 | X=0250.900-0388.200 | Y=0205.510-0216.750 | lâm tỉnh Bình Tiến Hưng (cũ)
P=1919 | X=0121.730-0245.670 | Y=0211.270-0222.510 | mặt đường từ 4m trở lên đã
P=1919 | X=0250.900-0301.540 | Y=0217.030-0228.270 | Phước (cũ)
P=1919 | X=0121.730-0229.590 | Y=0222.790-0234.030 | được đầu tư mặt đường
P=1919 | X=0121.730-0222.120 | Y=0234.310-0245.550 | nhựa, bê tông xi măng
P=1919 | X=0121.730-0249.040 | Y=0252.070-0263.310 | Các tuyến đường giao thông
P=1919 | X=0121.730-0238.750 | Y=0263.590-0274.830 | đấu nối trực tiếp ra đường
P=1919 | X=0121.730-0244.240 | Y=0275.110-0286.350 | Phú Riềng Đỏ từ HLLG vào
P=1919 | X=0121.730-0234.160 | Y=0286.660-0297.900 | sâu đến 100m có khoảng
P=1919 | X=0121.730-0234.900 | Y=0297.940-0309.180 | cách từ điểm đấu nối đến
P=1919 | X=0320.760-0375.910 | Y=0303.700-0314.940 | Hết ranh đất
P=1919 | X=0121.730-0238.420 | Y=0309.460-0320.700 | Đường Hùng Vương hoặc
P=1919 | X=0250.900-0309.310 | Y=0315.220-0326.460 | Đường Hùng
P=1919 | X=0320.760-0379.820 | Y=0317.100-0326.420 | Chi cục Kiểm
P=1919 | X=0097.250-0238.420 | Y=0320.980-0332.220 | 562 Hết ranh đất Chi cục Kiểm
P=1919 | X=0414.860-0431.500 | Y=0322.860-0332.180 | 430
P=1919 | X=0459.530-0476.170 | Y=0322.860-0332.180 | 340
P=1919 | X=0505.390-0522.030 | Y=0322.860-0332.180 | 200
P=1919 | X=0250.900-0282.180 | Y=0326.740-0337.980 | Vương
P=1919 | X=0320.760-0379.390 | Y=0328.620-0337.940 | lâm tỉnh Bình
P=1919 | X=0121.730-0233.580 | Y=0332.500-0343.740 | lâm tỉnh Bình Phước (cũ)
P=1919 | X=0320.760-0371.400 | Y=0338.260-0349.500 | Phước (cũ)
P=1919 | X=0121.730-0241.860 | Y=0345.900-0355.220 | trong phạm vi 200m trở lên
P=1919 | X=0121.730-0244.980 | Y=0355.540-0366.780 | có bề rộng mặt đường dưới
P=1919 | X=0121.730-0227.540 | Y=0367.080-0378.320 | 4m đã được đầu tư mặt
P=1919 | X=0121.730-0226.710 | Y=0378.600-0389.840 | đường nhựa, bê tông xi
P=1919 | X=0121.730-0147.010 | Y=0390.120-0401.360 | măng
P=1919 | X=0121.730-0249.040 | Y=0407.880-0419.120 | Các tuyến đường giao thông
P=1919 | X=0121.730-0238.750 | Y=0419.400-0430.640 | đấu nối trực tiếp ra đường
P=1919 | X=0121.730-0244.240 | Y=0430.920-0442.160 | Phú Riềng Đỏ từ HLLG vào
P=1919 | X=0121.730-0234.160 | Y=0442.200-0453.440 | sâu đến 100m có khoảng
P=1919 | X=0121.730-0234.900 | Y=0453.740-0464.980 | cách từ điểm đấu nối đến
P=1919 | X=0250.900-0311.560 | Y=0459.500-0470.740 | Giáp ranh đất
P=1919 | X=0121.730-0244.180 | Y=0465.260-0476.500 | Giáp ranh đất Chi cục Kiểm
P=1919 | X=0250.900-0378.200 | Y=0472.900-0482.220 | Chi cục Kiểm Giáp ranh xã
P=1919 | X=0097.250-0237.940 | Y=0476.780-0488.020 | 563 lâm tỉnh Bình Phước hoặc
P=1919 | X=0414.860-0431.500 | Y=0478.660-0487.980 | 430
P=1919 | X=0459.530-0476.170 | Y=0478.660-0487.980 | 340
P=1919 | X=0505.390-0522.030 | Y=0478.660-0487.980 | 200
P=1919 | X=0250.900-0388.200 | Y=0482.540-0493.780 | lâm tỉnh Bình Tiến Hưng (cũ)
P=1919 | X=0121.730-0248.700 | Y=0488.300-0499.540 | Giấy ranh xã Tiến Hưng (cũ)
P=1919 | X=0250.900-0301.540 | Y=0494.060-0505.300 | Phước (cũ)
P=1919 | X=0121.730-0241.860 | Y=0501.700-0511.020 | trong phạm vi 200m trở lên
P=1919 | X=0121.730-0244.980 | Y=0511.340-0522.580 | có bề rộng mặt đường dưới
P=1919 | X=0121.730-0227.540 | Y=0522.860-0534.100 | 4m đã được đầu tư mặt
P=1919 | X=0121.730-0226.710 | Y=0534.410-0545.650 | đường nhựa, bê tông xi
P=1919 | X=0121.730-0147.010 | Y=0545.930-0557.170 | măng
P=1919 | X=0121.730-0249.040 | Y=0563.690-0574.930 | Các tuyến đường giao thông
P=1919 | X=0121.730-0238.750 | Y=0575.210-0586.450 | đấu nối trực tiếp ra đường
P=1919 | X=0320.760-0375.910 | Y=0580.730-0591.970 | Hết ranh đất
P=1919 | X=0121.730-0244.260 | Y=0586.490-0597.730 | Phú Riềng Đỏ từ HLLG vào
P=1919 | X=0250.900-0309.310 | Y=0592.250-0603.490 | Đường Hùng
P=1919 | X=0320.760-0379.820 | Y=0594.130-0603.450 | Chi cục Kiểm
P=1919 | X=0097.250-0235.350 | Y=0598.010-0609.250 | 564 sâu đến 100m có bề rộng
P=1919 | X=0414.860-0431.500 | Y=0599.890-0609.210 | 430
P=1919 | X=0459.530-0476.170 | Y=0599.890-0609.210 | 340
P=1919 | X=0505.390-0522.030 | Y=0599.890-0609.210 | 200
P=1919 | X=0250.900-0282.180 | Y=0603.770-0615.010 | Vương
P=1919 | X=0320.760-0379.430 | Y=0605.650-0614.970 | lâm tỉnh Bình
P=1919 | X=0121.730-0225.730 | Y=0609.530-0620.770 | mặt đường dưới 4m đã
P=1919 | X=0320.760-0371.400 | Y=0615.290-0626.530 | Phước (cũ)
P=1919 | X=0121.730-0229.600 | Y=0621.070-0632.310 | được đầu tư mặt đường
P=1919 | X=0121.730-0222.120 | Y=0632.590-0643.830 | nhựa, bê tông xi măng
P=1919 | X=0121.730-0249.040 | Y=0650.350-0661.590 | Các tuyến đường giao thông
P=1919 | X=0121.730-0311.560 | Y=0661.870-0673.110 | đấu nối trực tiếp ra đường Giáp ranh đất
P=1919 | X=0121.730-0378.200 | Y=0673.390-0684.630 | Phú Riềng Đỏ từ HLLG vào Chi cục Kiểm Giáp ranh xã
P=1919 | X=0097.250-0113.890 | Y=0681.030-0690.350 | 565
P=1919 | X=0414.860-0431.500 | Y=0681.030-0690.350 | 430
P=1919 | X=0459.530-0476.170 | Y=0681.030-0690.350 | 340
P=1919 | X=0505.390-0522.030 | Y=0681.030-0690.350 | 200
P=1919 | X=0121.730-0235.350 | Y=0684.910-0696.150 | sâu đến 100m có bề rộng
P=1919 | X=0250.900-0388.200 | Y=0684.910-0696.150 | lâm tỉnh Bình Tiến Hưng (cũ)
P=1919 | X=0121.730-0225.730 | Y=0696.430-0707.670 | mặt đường dưới 4m đã
P=1919 | X=0250.900-0301.540 | Y=0696.430-0707.670 | Phước (cũ)
P=1919 | X=0121.730-0229.600 | Y=0707.970-0719.210 | được đầu tư mặt đường
P=1920 | X=0121.730-0222.120 | Y=0072.500-0083.740 | nhựa, bê tông xi măng
P=1920 | X=0121.730-0249.040 | Y=0090.260-0101.500 | Các tuyến đường giao thông
P=1920 | X=0121.730-0238.750 | Y=0101.780-0113.020 | đấu nối trực tiếp ra đường
P=1920 | X=0121.730-0244.240 | Y=0113.300-0124.540 | Phú Riềng Đỏ từ HLLG vào
P=1920 | X=0121.730-0246.620 | Y=0124.850-0136.090 | sâu trên 100m đến 200m có
P=1920 | X=0121.730-0234.900 | Y=0136.370-0147.610 | khoảng cách từ điểm đấu
P=1920 | X=0320.760-0375.910 | Y=0142.130-0153.370 | Hết ranh đất
P=1920 | X=0121.730-0249.750 | Y=0147.650-0158.890 | nối đến Đường Hùng Vương
P=1920 | X=0250.900-0309.310 | Y=0153.410-0164.650 | Đường Hùng
P=1920 | X=0320.760-0379.820 | Y=0155.290-0164.610 | Chi cục Kiểm
P=1920 | X=0097.250-0237.700 | Y=0159.170-0170.410 | 566 hoặc Hết ranh đất Chi cục
P=1920 | X=0414.860-0431.500 | Y=0161.050-0170.370 | 430
P=1920 | X=0459.530-0476.170 | Y=0161.050-0170.370 | 340
P=1920 | X=0505.390-0522.030 | Y=0161.050-0170.370 | 200
P=1920 | X=0250.900-0282.180 | Y=0164.930-0176.170 | Vương
P=1920 | X=0320.760-0379.390 | Y=0166.810-0176.130 | lâm tỉnh Bình
P=1920 | X=0121.730-0239.140 | Y=0170.690-0181.930 | Kiểm lâm tỉnh Bình Phước
P=1920 | X=0320.760-0351.480 | Y=0176.450-0187.690 | Phước
P=1920 | X=0121.730-0245.750 | Y=0182.210-0193.450 | (cũ) trong phạm vi 200m trở
P=1920 | X=0121.730-0237.550 | Y=0193.730-0204.970 | lên có bề rộng mặt đường
P=1920 | X=0121.730-0231.930 | Y=0205.270-0216.510 | dưới 4m đã được đầu tư
P=1920 | X=0121.730-0246.380 | Y=0216.790-0228.030 | mặt đường nhựa, bê tông xi
P=1920 | X=0121.730-0147.010 | Y=0228.310-0239.550 | măng
P=1920 | X=0121.730-0249.040 | Y=0246.070-0257.310 | Các tuyến đường giao thông
P=1920 | X=0121.730-0238.750 | Y=0257.590-0268.830 | đấu nối trực tiếp ra đường
P=1920 | X=0121.730-0244.240 | Y=0269.110-0280.350 | Phú Riềng Đỏ từ HLLG vào
P=1920 | X=0121.730-0246.620 | Y=0280.630-0291.870 | sâu trên 100m đến 200m có
P=1920 | X=0121.730-0234.900 | Y=0291.940-0303.180 | khoảng cách từ điểm đấu
P=1920 | X=0250.900-0311.560 | Y=0297.700-0308.940 | Giáp ranh đất
P=1920 | X=0121.730-0235.820 | Y=0303.460-0314.700 | nối đến Giáp ranh đất Chi
P=1920 | X=0250.900-0378.200 | Y=0311.100-0320.420 | Chi cục Kiểm Giáp ranh xã
P=1920 | X=0097.250-0224.300 | Y=0316.860-0326.180 | 567 cục Kiểm lâm tỉnh Bình
P=1920 | X=0414.860-0431.500 | Y=0316.860-0326.180 | 430
P=1920 | X=0459.530-0476.170 | Y=0316.860-0326.180 | 340
P=1920 | X=0505.390-0522.030 | Y=0316.860-0326.180 | 200
P=1920 | X=0250.900-0381.560 | Y=0320.740-0331.980 | lâm tỉnh Bình Tiến Hưng cũ
P=1920 | X=0121.730-0237.020 | Y=0326.500-0337.740 | Phước hoặc Giáp ranh xã
P=1920 | X=0250.900-0281.620 | Y=0332.260-0343.500 | Phước
P=1920 | X=0121.730-0242.490 | Y=0338.020-0349.260 | Tiến Hưng (cũ) trong phạm
P=1920 | X=0121.730-0238.500 | Y=0351.420-0360.740 | vi 200m trở lên có bề rộng
P=1920 | X=0121.730-0225.730 | Y=0361.060-0372.300 | mặt đường dưới 4m đã
P=1920 | X=0121.730-0229.600 | Y=0372.600-0383.840 | được đầu tư mặt đường
P=1920 | X=0121.730-0222.120 | Y=0384.120-0395.360 | nhựa, bê tông xi măng
P=1920 | X=0121.730-0249.040 | Y=0401.880-0413.120 | Các tuyến đường giao thông
P=1920 | X=0121.730-0238.750 | Y=0413.400-0424.640 | đấu nối trực tiếp ra đường
P=1920 | X=0320.760-0375.910 | Y=0419.160-0430.400 | Hết ranh đất
P=1920 | X=0121.730-0244.240 | Y=0424.920-0436.160 | Phú Riềng Đỏ từ HLLG vào
P=1920 | X=0250.900-0309.310 | Y=0430.680-0441.920 | Đường Hùng
P=1920 | X=0320.760-0379.820 | Y=0432.560-0441.880 | Chi cục Kiểm
P=1920 | X=0097.250-0246.620 | Y=0436.200-0447.440 | 568 sâu trên 100m đến 200m có
P=1920 | X=0414.860-0431.500 | Y=0438.080-0447.400 | 430
P=1920 | X=0459.530-0476.170 | Y=0438.080-0447.400 | 340
P=1920 | X=0505.390-0522.030 | Y=0438.080-0447.400 | 200
P=1920 | X=0250.900-0282.180 | Y=0441.960-0453.200 | Vương
P=1920 | X=0320.760-0379.390 | Y=0443.840-0453.160 | lâm tỉnh Bình
P=1920 | X=0121.730-0248.250 | Y=0447.720-0458.960 | bề rộng mặt đường dưới 4m
P=1920 | X=0320.760-0371.420 | Y=0453.500-0464.740 | Phước (cũ)
P=1920 | X=0121.730-0243.550 | Y=0459.260-0470.500 | đã được đầu tư mặt đường
P=1920 | X=0121.730-0222.120 | Y=0470.780-0482.020 | nhựa, bê tông xi măng
P=1920 | X=0121.730-0249.040 | Y=0488.540-0499.780 | Các tuyến đường giao thông
P=1920 | X=0121.730-0238.750 | Y=0500.060-0511.300 | đấu nối trực tiếp ra đường
P=1920 | X=0250.900-0311.560 | Y=0505.820-0517.060 | Giáp ranh đất
P=1920 | X=0121.730-0244.240 | Y=0511.580-0522.820 | Phú Riềng Đỏ từ HLLG vào
P=1920 | X=0250.900-0378.200 | Y=0519.220-0528.540 | Chi cục Kiểm Giáp ranh xã
P=1920 | X=0097.250-0246.620 | Y=0523.100-0534.340 | 569 sâu trên 100m đến 200m có
P=1920 | X=0414.860-0431.500 | Y=0524.980-0534.300 | 430
P=1920 | X=0459.530-0476.170 | Y=0524.980-0534.300 | 340
P=1920 | X=0505.390-0522.030 | Y=0524.980-0534.300 | 200
P=1920 | X=0250.900-0388.200 | Y=0528.860-0540.100 | lâm tỉnh Bình Tiến Hưng (cũ)
P=1920 | X=0121.730-0248.250 | Y=0534.650-0545.890 | bề rộng mặt đường dưới 4m
P=1920 | X=0250.900-0301.540 | Y=0540.410-0551.650 | Phước (cũ)
P=1920 | X=0121.730-0243.550 | Y=0546.170-0557.410 | đã được đầu tư mặt đường
P=1920 | X=0121.730-0222.120 | Y=0557.690-0568.930 | nhựa, bê tông xi măng
P=1920 | X=0121.730-0249.040 | Y=0575.450-0586.690 | Các tuyến đường giao thông
P=1920 | X=0121.730-0238.750 | Y=0586.730-0597.970 | đấu nối trực tiếp ra đường
P=1920 | X=0121.730-0244.240 | Y=0598.250-0609.490 | Phú Riềng Đỏ từ HLLG vào
P=1920 | X=0121.730-0246.620 | Y=0609.770-0621.010 | sâu trên 200m đến 500m có
P=1920 | X=0121.730-0234.900 | Y=0621.310-0632.550 | khoảng cách từ điểm đấu
P=1920 | X=0320.760-0375.910 | Y=0621.310-0632.550 | Hết ranh đất
P=1920 | X=0121.730-0309.310 | Y=0632.830-0644.070 | nối đến Đường Hùng Vương Đường Hùng
P=1920 | X=0320.760-0379.820 | Y=0634.710-0644.030 | Chi cục Kiểm
P=1920 | X=0097.250-0113.890 | Y=0640.470-0649.790 | 570
P=1920 | X=0414.860-0431.500 | Y=0640.470-0649.790 | 430
P=1920 | X=0459.530-0476.170 | Y=0640.470-0649.790 | 340
P=1920 | X=0505.390-0522.030 | Y=0640.470-0649.790 | 200
P=1920 | X=0121.730-0282.180 | Y=0644.350-0655.590 | hoặc Hết ranh đất Chi cục Vương
P=1920 | X=0320.760-0379.880 | Y=0644.350-0655.590 | lâm tỉnh Đình
P=1920 | X=0121.730-0239.140 | Y=0655.870-0667.110 | Kiểm lâm tỉnh Bình Phước
P=1920 | X=0320.760-0371.400 | Y=0655.870-0667.110 | Phước (cũ)
P=1920 | X=0121.730-0245.750 | Y=0667.390-0678.630 | (cũ) trong phạm vi 200m trở
P=1920 | X=0121.730-0237.550 | Y=0678.910-0690.150 | lên có bề rộng mặt đường
P=1920 | X=0121.730-0231.930 | Y=0690.430-0701.670 | dưới 4m đã được đầu tư
P=1920 | X=0121.730-0246.380 | Y=0701.970-0713.210 | mặt đường nhựa, bê tông xi
P=1921 | X=0121.730-0147.010 | Y=0072.500-0083.740 | măng
P=1921 | X=0121.730-0249.040 | Y=0090.260-0101.500 | Các tuyến đường giao thông
P=1921 | X=0121.730-0238.750 | Y=0101.780-0113.020 | đấu nối trực tiếp ra đường
P=1921 | X=0121.730-0244.240 | Y=0113.300-0124.540 | Phú Riềng Đỏ từ HLLG vào
P=1921 | X=0121.730-0246.620 | Y=0124.850-0136.090 | sâu trên 200m đến 500m có
P=1921 | X=0121.730-0234.900 | Y=0136.370-0147.610 | khoảng cách từ điểm đấu
P=1921 | X=0250.900-0311.560 | Y=0142.130-0153.370 | Giáp ranh đất
P=1921 | X=0121.730-0235.830 | Y=0147.650-0158.890 | nối đến Giáp ranh đất Chi
P=1921 | X=0250.900-0378.200 | Y=0155.290-0164.610 | Chi cục Kiểm Giáp ranh xã
P=1921 | X=0097.250-0224.300 | Y=0161.050-0170.370 | 571 cục Kiểm lâm tỉnh Bình
P=1921 | X=0414.860-0431.500 | Y=0161.050-0170.370 | 430
P=1921 | X=0459.530-0476.170 | Y=0161.050-0170.370 | 340
P=1921 | X=0505.390-0522.030 | Y=0161.050-0170.370 | 200
P=1921 | X=0250.900-0388.200 | Y=0164.930-0176.170 | lâm tỉnh Bình Tiến Hưng (cũ)
P=1921 | X=0121.730-0237.020 | Y=0170.690-0181.930 | Phước hoặc Giáp ranh xã
P=1921 | X=0250.900-0301.540 | Y=0176.450-0187.690 | Phước (cũ)
P=1921 | X=0121.730-0242.500 | Y=0182.210-0193.450 | Tiến Hưng (cũ) trong phạm
P=1921 | X=0121.730-0238.500 | Y=0195.610-0204.930 | vi 200m trở lên có bề rộng
P=1921 | X=0121.730-0225.730 | Y=0205.270-0216.510 | mặt đường dưới 4m đã
P=1921 | X=0121.730-0229.600 | Y=0216.790-0228.030 | được đầu tư mặt đường
P=1921 | X=0121.730-0222.120 | Y=0228.310-0239.550 | nhựa, bê tông xi măng
P=1921 | X=0121.730-0249.040 | Y=0246.070-0257.310 | Các tuyến đường giao thông
P=1921 | X=0121.730-0238.750 | Y=0257.590-0268.830 | đấu nối trực tiếp ra đường
P=1921 | X=0320.760-0375.910 | Y=0263.350-0274.590 | Hết ranh đất
P=1921 | X=0121.730-0244.240 | Y=0269.110-0280.350 | Phú Riềng Đỏ từ HLLG vào
P=1921 | X=0250.900-0309.310 | Y=0274.870-0286.110 | Đường Hùng
P=1921 | X=0320.760-0379.820 | Y=0276.750-0286.070 | Chi cục Kiểm
P=1921 | X=0097.250-0246.620 | Y=0280.630-0291.870 | 572 sâu trên 200m đến 500m có
P=1921 | X=0414.860-0431.500 | Y=0282.510-0291.830 | 430
P=1921 | X=0459.530-0476.170 | Y=0282.510-0291.830 | 340
P=1921 | X=0505.390-0522.030 | Y=0282.510-0291.830 | 200
P=1921 | X=0250.900-0282.180 | Y=0286.420-0297.660 | Vương
P=1921 | X=0320.760-0379.390 | Y=0288.300-0297.620 | lâm tỉnh Bình
P=1921 | X=0121.730-0248.250 | Y=0291.940-0303.180 | bề rộng mặt đường dưới 4m
P=1921 | X=0320.760-0371.400 | Y=0297.700-0308.940 | Phước (cũ)
P=1921 | X=0121.730-0243.550 | Y=0303.460-0314.700 | đã được đầu tư mặt đường
P=1921 | X=0121.730-0222.120 | Y=0314.980-0326.220 | nhựa, bê tông xi măng
P=1921 | X=0121.730-0249.040 | Y=0332.740-0343.980 | Các tuyến đường giao thông
P=1921 | X=0121.730-0238.750 | Y=0344.260-0355.500 | đấu nối trực tiếp ra đường
P=1921 | X=0250.900-0311.560 | Y=0350.020-0361.260 | Giáp ranh đất
P=1921 | X=0121.730-0244.240 | Y=0355.780-0367.020 | Phú Riềng Đỏ từ HLLG vào
P=1921 | X=0250.900-0378.220 | Y=0363.420-0372.740 | Chi cục Kiểm Giáp ranh xã
P=1921 | X=0097.250-0246.620 | Y=0367.320-0378.560 | 573 sâu trên 200m đến 500m có
P=1921 | X=0414.860-0431.500 | Y=0369.200-0378.520 | 430
P=1921 | X=0459.530-0476.170 | Y=0369.200-0378.520 | 340
P=1921 | X=0505.390-0522.030 | Y=0369.200-0378.520 | 200
P=1921 | X=0250.900-0388.200 | Y=0373.080-0384.320 | lâm tỉnh Bình Tiến Hưng (cũ)
P=1921 | X=0121.730-0248.250 | Y=0378.840-0390.080 | bề rộng mặt đường dưới 4m
P=1921 | X=0250.900-0301.540 | Y=0384.600-0395.840 | Phước (cũ)
P=1921 | X=0121.730-0243.550 | Y=0390.360-0401.600 | đã được đầu tư mặt đường
P=1921 | X=0121.730-0222.120 | Y=0401.880-0413.120 | nhựa, bê tông xi măng
P=1921 | X=0121.730-0249.040 | Y=0419.640-0430.880 | Các tuyến đường giao thông
P=1921 | X=0121.730-0238.750 | Y=0431.160-0442.400 | đấu nối trực tiếp ra đường
P=1921 | X=0121.730-0244.240 | Y=0442.440-0453.680 | Phú Riềng Đỏ từ HLLG vào
P=1921 | X=0121.730-0234.640 | Y=0455.860-0465.180 | sâu trên 500m có khoảng
P=1921 | X=0121.730-0234.900 | Y=0465.500-0476.740 | cách từ điểm đấu nối đến
P=1921 | X=0320.760-0375.910 | Y=0471.260-0482.500 | Hết ranh đất
P=1921 | X=0121.730-0238.420 | Y=0477.020-0488.260 | Đường Hùng Vương hoặc
P=1921 | X=0250.900-0309.310 | Y=0482.780-0494.020 | Đường Hùng
P=1921 | X=0320.760-0379.820 | Y=0484.660-0493.980 | Chi cục Kiểm
P=1921 | X=0097.250-0238.420 | Y=0488.540-0499.780 | 574 Hết ranh đất Chi cục Kiểm
P=1921 | X=0414.860-0431.500 | Y=0490.420-0499.740 | 430
P=1921 | X=0459.530-0476.170 | Y=0490.420-0499.740 | 340
P=1921 | X=0505.390-0522.030 | Y=0490.420-0499.740 | 200
P=1921 | X=0250.900-0282.180 | Y=0494.300-0505.540 | Vương
P=1921 | X=0320.760-0379.390 | Y=0496.180-0505.500 | lâm tỉnh Bình
P=1921 | X=0121.730-0233.580 | Y=0500.060-0511.300 | lâm tỉnh Bình Phước (cũ)
P=1921 | X=0320.760-0371.400 | Y=0505.820-0517.060 | Phước (cũ)
P=1921 | X=0121.730-0241.860 | Y=0513.460-0522.780 | trong phạm vi 200m trở lên
P=1921 | X=0121.730-0244.980 | Y=0523.100-0534.340 | có bề rộng mặt đường dưới
P=1921 | X=0121.730-0227.540 | Y=0534.650-0545.890 | 4m đã được đầu tư mặt
P=1921 | X=0121.730-0226.710 | Y=0546.170-0557.410 | đường nhựa, bê tông xi
P=1921 | X=0121.730-0147.010 | Y=0557.690-0568.930 | măng
P=1921 | X=0121.730-0249.040 | Y=0575.450-0586.690 | Các tuyến đường giao thông
P=1921 | X=0121.730-0238.750 | Y=0586.730-0597.970 | đấu nối trực tiếp ra đường
P=1921 | X=0121.730-0244.240 | Y=0598.250-0609.490 | Phú Riềng Đỏ từ HLLG vào
P=1921 | X=0121.730-0234.630 | Y=0611.650-0620.970 | sâu trên 500m có khoảng
P=1921 | X=0121.730-0234.900 | Y=0621.310-0632.550 | cách từ điểm đấu nối đến
P=1921 | X=0250.900-0311.560 | Y=0621.310-0632.550 | Giáp ranh đất
P=1921 | X=0121.730-0378.200 | Y=0632.830-0644.070 | Giáp ranh đất Chi cục Kiểm Chi cục Kiểm Giáp ranh xã
P=1921 | X=0097.250-0113.890 | Y=0640.470-0649.790 | 575
P=1921 | X=0414.860-0431.500 | Y=0640.470-0649.790 | 430
P=1921 | X=0459.530-0476.170 | Y=0640.470-0649.790 | 340
P=1921 | X=0505.390-0522.030 | Y=0640.470-0649.790 | 200
P=1921 | X=0121.730-0388.200 | Y=0644.350-0655.590 | lâm tỉnh Bình Phước hoặc lâm tỉnh Bình Tiến Hưng (cũ)
P=1921 | X=0121.730-0301.540 | Y=0655.870-0667.110 | Giáp ranh xã Tiến Hưng (cũ) Phước (cũ)
P=1921 | X=0121.730-0241.860 | Y=0669.270-0678.590 | trong phạm vi 200m trở lên
P=1921 | X=0121.730-0244.980 | Y=0678.910-0690.150 | có bề rộng mặt đường dưới
P=1921 | X=0121.730-0227.540 | Y=0690.430-0701.670 | 4m đã được đầu tư mặt
P=1921 | X=0121.730-0226.710 | Y=0701.970-0713.210 | đường nhựa, bê tông xi
P=1922 | X=0121.730-0147.010 | Y=0072.500-0083.740 | măng
P=1922 | X=0121.730-0249.040 | Y=0090.260-0101.500 | Các tuyến đường giao thông
P=1922 | X=0121.730-0238.750 | Y=0101.780-0113.020 | đấu nối trực tiếp ra đường
P=1922 | X=0320.760-0375.900 | Y=0107.540-0118.780 | Hết ranh đất
P=1922 | X=0121.730-0244.240 | Y=0113.300-0124.540 | Phú Riềng Đỏ từ HLLG vào
P=1922 | X=0250.900-0309.310 | Y=0119.090-0130.330 | Đường Hùng
P=1922 | X=0320.760-0379.820 | Y=0120.970-0130.290 | Chi cục Kiểm
P=1922 | X=0097.250-0235.860 | Y=0126.730-0136.050 | 576 sâu trên 500m có bề rộng
P=1922 | X=0414.860-0431.500 | Y=0126.730-0136.050 | 430
P=1922 | X=0459.530-0476.170 | Y=0126.730-0136.050 | 340
P=1922 | X=0505.390-0522.030 | Y=0126.730-0136.050 | 200
P=1922 | X=0250.900-0282.180 | Y=0130.610-0141.850 | Vương
P=1922 | X=0320.760-0379.390 | Y=0132.490-0141.810 | lâm tỉnh Bình
P=1922 | X=0121.730-0225.730 | Y=0136.370-0147.610 | mặt đường dưới 4m đã
P=1922 | X=0320.760-0371.400 | Y=0142.130-0153.370 | Phước (cũ)
P=1922 | X=0121.730-0229.600 | Y=0147.650-0158.890 | được đầu tư mặt đường
P=1922 | X=0121.730-0222.120 | Y=0159.170-0170.410 | nhựa, bê tông xi măng
P=1922 | X=0121.730-0249.040 | Y=0176.930-0188.170 | Các tuyến đường giao thông
P=1922 | X=0121.730-0238.750 | Y=0188.450-0199.690 | đấu nối trực tiếp ra đường
P=1922 | X=0250.900-0311.560 | Y=0194.210-0205.450 | Giáp ranh đất
P=1922 | X=0121.730-0244.240 | Y=0199.990-0211.230 | Phú Riềng Đỏ từ HLLG vào
P=1922 | X=0250.900-0378.220 | Y=0207.630-0216.950 | Chi cục Kiểm Giáp ranh xã
P=1922 | X=0097.250-0235.860 | Y=0213.390-0222.710 | 577 sâu trên 500m có bề rộng
P=1922 | X=0414.860-0431.500 | Y=0213.390-0222.710 | 430
P=1922 | X=0459.530-0476.170 | Y=0213.390-0222.710 | 340
P=1922 | X=0505.390-0522.030 | Y=0213.390-0222.710 | 200
P=1922 | X=0250.900-0388.200 | Y=0217.270-0228.510 | lâm tỉnh Bình Tiến Hưng (cũ)
P=1922 | X=0121.730-0225.730 | Y=0223.030-0234.270 | mặt đường dưới 4m đã
P=1922 | X=0250.900-0301.540 | Y=0228.790-0240.030 | Phước (cũ)
P=1922 | X=0121.730-0229.600 | Y=0234.550-0245.790 | được đầu tư mặt đường
P=1922 | X=0121.730-0222.120 | Y=0246.070-0257.310 | nhựa, bê tông xi măng
P=1922 | X=0121.730-0249.040 | Y=0263.830-0275.070 | Các tuyến đường giao thông
