TABLE=002 | AREA=Phường Trấn Biên | SECTION=agricultural | SEGMENTS=1
P=0076 | X=0460.730-0485.780 | Y=0686.790-0696.110 | 1.030
P=0076 | X=0505.390-0522.030 | Y=0686.790-0696.110 | 680
P=0076 | X=0113.090-0216.200 | Y=0696.430-0707.670 | nhựa, bê tông xi măng:
P=0077 | X=0113.090-0336.000 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0077 | X=0113.090-0390.280 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0077 | X=0113.090-0437.290 | Y=0113.780-0125.020 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Quốc Toản
P=0077 | X=0113.090-0430.060 | Y=0125.330-0136.570 | đoạn từ Cầu Ông Gia đến Đường Lê Văn Duyệt có hiện trạng là đường
P=0077 | X=0113.090-0216.200 | Y=0136.850-0148.090 | nhựa, bê tông xi măng:
P=0077 | X=0093.140-0336.260 | Y=0154.370-0168.450 | 459 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0077 | X=0468.890-0485.530 | Y=0159.130-0168.450 | 860
P=0077 | X=0505.390-0522.030 | Y=0159.130-0168.450 | 570
P=0077 | X=0113.090-0419.510 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0077 | X=0113.090-0146.610 | Y=0183.170-0194.410 | ≤600m.
P=0077 | X=0113.090-0336.260 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0077 | X=0113.090-0437.290 | Y=0218.470-0229.710 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Trần Quốc Toản
P=0077 | X=0113.090-0430.060 | Y=0229.990-0241.230 | đoạn từ Cầu Ông Gia đến Đường Lê Văn Duyệt có hiện trạng là đường
P=0077 | X=0113.090-0216.200 | Y=0241.510-0252.750 | nhựa, bê tông xi măng:
P=0077 | X=0093.140-0109.780 | Y=0249.390-0258.710 | 460
P=0077 | X=0468.890-0485.530 | Y=0249.390-0258.710 | 670
P=0077 | X=0505.390-0522.030 | Y=0249.390-0258.710 | 450
P=0077 | X=0113.090-0390.520 | Y=0259.030-0270.270 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0077 | X=0113.090-0336.730 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0077 | X=0113.090-0432.730 | Y=0294.340-0305.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0077 | X=0113.090-0436.810 | Y=0305.860-0317.100 | Trần Quốc Toản đoạn từ Cầu Ông Gia đến Đường Lê Văn Duyệt có hiện
P=0077 | X=0113.090-0284.870 | Y=0317.380-0328.620 | trạng là đường nhựa, bê tông xi măng:
P=0077 | X=0093.140-0109.780 | Y=0325.260-0334.580 | 461
P=0077 | X=0460.730-0485.780 | Y=0325.260-0334.580 | 1.030
P=0077 | X=0505.390-0522.030 | Y=0325.260-0334.580 | 680
P=0077 | X=0113.090-0336.000 | Y=0334.900-0346.140 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0077 | X=0113.090-0390.280 | Y=0352.420-0363.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0077 | X=0113.090-0432.730 | Y=0369.960-0381.200 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0077 | X=0113.090-0436.810 | Y=0381.480-0392.720 | Trần Quốc Toản đoạn từ Cầu Ông Gia đến Đường Lê Văn Duyệt có hiện
P=0077 | X=0113.090-0284.870 | Y=0393.000-0404.240 | trạng là đường nhựa, bê tông xi măng:
P=0077 | X=0093.140-0336.260 | Y=0410.520-0424.840 | 462 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0077 | X=0468.890-0485.530 | Y=0415.520-0424.840 | 860
P=0077 | X=0505.390-0522.030 | Y=0415.520-0424.840 | 570
P=0077 | X=0113.090-0419.510 | Y=0428.040-0439.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0077 | X=0113.090-0146.610 | Y=0439.560-0450.800 | ≤600m.
P=0077 | X=0113.090-0336.260 | Y=0457.100-0468.340 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0077 | X=0113.090-0432.730 | Y=0474.860-0486.100 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0077 | X=0113.090-0436.820 | Y=0486.380-0497.620 | Trần Quốc Toản đoạn từ Cầu Ông Gia đến Đường Lê Văn Duyệt có hiện
P=0077 | X=0113.090-0284.870 | Y=0497.900-0509.140 | trạng là đường nhựa, bê tông xi măng:
P=0077 | X=0093.140-0109.780 | Y=0505.780-0515.100 | 463
P=0077 | X=0468.890-0485.530 | Y=0505.780-0515.100 | 670
P=0077 | X=0505.390-0522.030 | Y=0505.780-0515.100 | 450
P=0077 | X=0113.090-0390.520 | Y=0515.420-0526.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0077 | X=0113.090-0339.380 | Y=0532.970-0544.210 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0077 | X=0113.090-0244.260 | Y=0550.490-0561.730 | Đường Mạc Đĩnh Chi (đường
P=0077 | X=0252.580-0318.900 | Y=0562.010-0573.250 | Đường Lê Văn
P=0077 | X=0113.090-0233.910 | Y=0563.890-0573.210 | vào phòng giao dịch - ngân
P=0077 | X=0093.140-0109.780 | Y=0569.650-0578.970 | 464
P=0077 | X=0346.680-0402.930 | Y=0569.650-0578.970 | Xa lộ Hà Nội
P=0077 | X=0460.730-0485.780 | Y=0569.650-0578.970 | 1.500
P=0077 | X=0505.390-0522.030 | Y=0569.650-0578.970 | 970
P=0077 | X=0113.090-0278.660 | Y=0573.530-0584.770 | hàng Công Thương chi nhánh Duyệt
P=0077 | X=0113.090-0158.200 | Y=0585.050-0596.290 | Đồng Nai)
P=0077 | X=0113.090-0424.760 | Y=0602.810-0614.050 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Mạc Đĩnh Chi
P=0077 | X=0113.090-0433.450 | Y=0614.330-0625.570 | (đường vào phòng giao dịch - ngân hàng Công Thương chi nhánh Đồng
P=0077 | X=0113.090-0449.050 | Y=0625.870-0637.110 | Nai) đoạn từ Đường Lê Văn Duyệt đến Xa lộ Hà Nội có hiện trạng là đường
P=0077 | X=0093.140-0216.210 | Y=0637.390-0648.830 | 465 nhựa, bê tông xi măng:
P=0077 | X=0460.730-0485.780 | Y=0639.510-0648.830 | 1.030
P=0077 | X=0505.390-0522.030 | Y=0639.510-0648.830 | 680
P=0077 | X=0113.090-0336.000 | Y=0654.910-0666.150 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0077 | X=0113.090-0390.280 | Y=0672.430-0683.670 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0077 | X=0113.090-0424.760 | Y=0690.190-0701.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Mạc Đĩnh Chi
P=0077 | X=0093.140-0109.780 | Y=0697.830-0707.150 | 466
P=0077 | X=0468.890-0485.530 | Y=0697.830-0707.150 | 860
P=0077 | X=0505.390-0522.030 | Y=0697.830-0707.150 | 570
P=0077 | X=0113.090-0433.460 | Y=0701.730-0712.970 | (đường vào phòng giao dịch - ngân hàng Công Thương chi nhánh Đồng
P=0078 | X=0113.090-0449.050 | Y=0072.500-0083.740 | Nai) đoạn từ Đường Lê Văn Duyệt đến Xa lộ Hà Nội có hiện trạng là đường
P=0078 | X=0113.090-0216.200 | Y=0084.020-0095.260 | nhựa, bê tông xi măng:
P=0078 | X=0113.090-0336.260 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0078 | X=0113.090-0419.510 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0078 | X=0113.090-0146.610 | Y=0130.610-0141.850 | ≤600m.
P=0078 | X=0113.090-0336.260 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0078 | X=0113.090-0424.760 | Y=0165.650-0176.890 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Mạc Đĩnh Chi
P=0078 | X=0113.090-0433.450 | Y=0177.170-0188.410 | (đường vào phòng giao dịch - ngân hàng Công Thương chi nhánh Đồng
P=0078 | X=0113.090-0449.050 | Y=0188.690-0199.930 | Nai) đoạn từ Đường Lê Văn Duyệt đến Xa lộ Hà Nội có hiện trạng là đường
P=0078 | X=0093.140-0216.240 | Y=0200.230-0211.670 | 467 nhựa, bê tông xi măng:
P=0078 | X=0468.890-0485.530 | Y=0202.350-0211.670 | 670
P=0078 | X=0505.390-0522.030 | Y=0202.350-0211.670 | 450
P=0078 | X=0113.090-0390.520 | Y=0217.750-0228.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0078 | X=0113.090-0336.730 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0078 | X=0113.090-0432.730 | Y=0253.030-0264.270 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0078 | X=0113.090-0439.450 | Y=0264.550-0275.790 | Mạc Đĩnh Chi (đường vào phòng giao dịch - ngân hàng Công Thương chi
P=0078 | X=0113.090-0437.300 | Y=0276.070-0287.310 | nhánh Đồng Nai) đoạn từ Đường Lê Văn Duyệt đến Xa lộ Hà Nội có hiện
P=0078 | X=0093.140-0284.870 | Y=0287.620-0299.060 | 468 trạng là đường nhựa, bê tông xi măng:
P=0078 | X=0460.730-0485.780 | Y=0289.740-0299.060 | 1.030
P=0078 | X=0505.390-0522.030 | Y=0289.740-0299.060 | 680
P=0078 | X=0113.090-0336.000 | Y=0305.140-0316.380 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0078 | X=0113.090-0390.280 | Y=0322.660-0333.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0078 | X=0113.090-0432.730 | Y=0340.420-0351.660 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0078 | X=0113.090-0439.400 | Y=0351.700-0362.940 | Mạc Đĩnh Chi (đường vào phòng giao dịch - ngân hàng Công Thương chi
P=0078 | X=0113.090-0437.300 | Y=0363.220-0374.460 | nhánh Đồng Nai) đoạn từ Đường Lê Văn Duyệt đến Xa lộ Hà Nội có hiện
P=0078 | X=0113.090-0284.870 | Y=0374.760-0386.000 | trạng là đường nhựa, bê tông xi măng:
P=0078 | X=0093.140-0336.290 | Y=0391.520-0403.520 | 469 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0078 | X=0468.890-0485.530 | Y=0391.520-0400.840 | 860
P=0078 | X=0505.390-0522.030 | Y=0391.520-0400.840 | 570
P=0078 | X=0113.090-0419.510 | Y=0409.800-0421.040 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0078 | X=0113.090-0146.610 | Y=0421.320-0432.560 | ≤600m.
P=0078 | X=0113.090-0336.260 | Y=0438.840-0450.080 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0078 | X=0113.090-0432.730 | Y=0456.620-0467.860 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0078 | X=0113.090-0439.380 | Y=0468.140-0479.380 | Mạc Đĩnh Chi (đường vào phòng giao dịch - ngân hàng Công Thương chi
P=0078 | X=0113.090-0437.300 | Y=0479.660-0490.900 | nhánh Đồng Nai) đoạn từ Đường Lê Văn Duyệt đến Xa lộ Hà Nội có hiện
P=0078 | X=0093.140-0284.870 | Y=0491.180-0502.620 | 470 trạng là đường nhựa, bê tông xi măng:
P=0078 | X=0468.890-0485.530 | Y=0493.300-0502.620 | 670
P=0078 | X=0505.390-0522.030 | Y=0493.300-0502.620 | 450
P=0078 | X=0113.090-0390.520 | Y=0508.460-0519.700 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0078 | X=0113.090-0339.380 | Y=0525.980-0537.220 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0078 | X=0113.090-0244.510 | Y=0543.770-0555.010 | Đường Lê Thị Vân (từ đường
P=0078 | X=0252.580-0334.440 | Y=0549.530-0560.770 | Đường Trần Quốc
P=0078 | X=0346.680-0437.500 | Y=0549.530-0560.770 | Đường N9 (Khu dân
P=0078 | X=0093.140-0238.270 | Y=0555.290-0566.530 | 471 Trần Quốc Toản đến đường
P=0078 | X=0460.730-0485.780 | Y=0557.170-0566.490 | 1.500
P=0078 | X=0505.390-0522.030 | Y=0557.170-0566.490 | 970
P=0078 | X=0346.680-0400.180 | Y=0561.050-0572.290 | cư An Bình)
P=0078 | X=0252.580-0275.460 | Y=0562.930-0572.250 | Toản
P=0078 | X=0113.090-0226.600 | Y=0566.810-0578.050 | N9 - khu dân cư An Bình)
P=0078 | X=0113.090-0428.350 | Y=0584.570-0595.810 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Thị Vân (từ
P=0078 | X=0113.090-0424.730 | Y=0596.090-0607.330 | đường Trần Quốc Toản đến đường N9 - khu dân cư An Bình) đoạn từ
P=0078 | X=0113.090-0424.550 | Y=0607.610-0618.850 | Đường Trần Quốc Toản đến Đường N9 (Khu dân cư An Bình) có hiện
P=0078 | X=0093.140-0284.870 | Y=0619.150-0630.590 | 472 trạng là đường nhựa, bê tông xi măng:
P=0078 | X=0460.730-0485.780 | Y=0621.270-0630.590 | 1.030
P=0078 | X=0505.390-0522.030 | Y=0621.270-0630.590 | 680
P=0078 | X=0113.090-0336.000 | Y=0636.670-0647.910 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0078 | X=0113.090-0390.280 | Y=0654.190-0665.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0078 | X=0113.090-0428.350 | Y=0671.950-0683.190 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Thị Vân (từ
P=0078 | X=0113.090-0424.730 | Y=0683.470-0694.710 | đường Trần Quốc Toản đến đường N9 - khu dân cư An Bình) đoạn từ
P=0078 | X=0093.140-0109.780 | Y=0691.110-0700.430 | 473
P=0078 | X=0468.890-0485.530 | Y=0691.110-0700.430 | 860
P=0078 | X=0505.390-0522.030 | Y=0691.110-0700.430 | 570
P=0078 | X=0113.090-0424.550 | Y=0694.750-0705.990 | Đường Trần Quốc Toản đến Đường N9 (Khu dân cư An Bình) có hiện
P=0078 | X=0113.090-0284.870 | Y=0706.290-0717.530 | trạng là đường nhựa, bê tông xi măng:
P=0079 | X=0113.090-0336.260 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0079 | X=0113.090-0419.510 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0079 | X=0113.090-0146.610 | Y=0107.540-0118.780 | ≤600m.
P=0079 | X=0113.090-0336.260 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0079 | X=0113.090-0428.350 | Y=0142.850-0154.090 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Thị Vân (từ
P=0079 | X=0113.090-0424.730 | Y=0154.370-0165.610 | đường Trần Quốc Toản đến đường N9 - khu dân cư An Bình) đoạn từ
P=0079 | X=0113.090-0424.550 | Y=0165.650-0176.890 | Đường Trần Quốc Toản đến Đường N9 (Khu dân cư An Bình) có hiện
P=0079 | X=0093.140-0284.870 | Y=0177.170-0188.610 | 474 trạng là đường nhựa, bê tông xi măng:
P=0079 | X=0468.890-0485.530 | Y=0179.290-0188.610 | 670
P=0079 | X=0505.390-0522.030 | Y=0179.290-0188.610 | 450
P=0079 | X=0113.090-0390.520 | Y=0194.690-0205.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0079 | X=0113.090-0336.730 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0079 | X=0113.090-0446.660 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường Lê
P=0079 | X=0113.090-0440.020 | Y=0241.510-0252.750 | Thị Vân (từ đường Trần Quốc Toản đến đường N9 - khu dân cư An Bình)
P=0079 | X=0113.090-0440.100 | Y=0253.030-0264.270 | đoạn từ Đường Trần Quốc Toản đến Đường N9 (Khu dân cư An Bình) có
P=0079 | X=0093.140-0306.700 | Y=0264.550-0275.990 | 475 hiện trạng là đường nhựa, bê tông xi măng:
P=0079 | X=0460.730-0485.780 | Y=0266.670-0275.990 | 1.030
P=0079 | X=0505.390-0522.030 | Y=0266.670-0275.990 | 680
P=0079 | X=0113.090-0336.030 | Y=0282.100-0293.340 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0079 | X=0113.090-0390.280 | Y=0299.620-0310.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0079 | X=0113.090-0446.660 | Y=0317.380-0328.620 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường Lê
P=0079 | X=0113.090-0440.020 | Y=0328.900-0340.140 | Thị Vân (từ đường Trần Quốc Toản đến đường N9 - khu dân cư An Bình)
P=0079 | X=0113.090-0440.100 | Y=0340.420-0351.660 | đoạn từ Đường Trần Quốc Toản đến Đường N9 (Khu dân cư An Bình) có
P=0079 | X=0113.090-0306.700 | Y=0351.700-0362.940 | hiện trạng là đường nhựa, bê tông xi măng:
P=0079 | X=0093.140-0336.260 | Y=0368.480-0380.480 | 476 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0079 | X=0468.890-0485.530 | Y=0368.480-0377.800 | 860
P=0079 | X=0505.390-0522.030 | Y=0368.480-0377.800 | 570
P=0079 | X=0113.090-0419.510 | Y=0386.760-0398.000 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0079 | X=0113.090-0146.610 | Y=0398.280-0409.520 | ≤600m.
P=0079 | X=0113.090-0336.260 | Y=0415.800-0427.040 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0079 | X=0113.090-0446.660 | Y=0433.560-0444.800 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường Lê
P=0079 | X=0113.090-0440.020 | Y=0445.080-0456.320 | Thị Vân (từ đường Trần Quốc Toản đến đường N9 - khu dân cư An Bình)
P=0079 | X=0113.090-0440.100 | Y=0456.620-0467.860 | đoạn từ Đường Trần Quốc Toản đến Đường N9 (Khu dân cư An Bình) có
P=0079 | X=0093.140-0306.700 | Y=0468.140-0479.580 | 477 hiện trạng là đường nhựa, bê tông xi măng:
P=0079 | X=0468.890-0485.530 | Y=0470.260-0479.580 | 670
P=0079 | X=0505.390-0522.030 | Y=0470.260-0479.580 | 450
P=0079 | X=0113.090-0390.520 | Y=0485.660-0496.900 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0079 | X=0113.090-0339.380 | Y=0503.180-0514.420 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0079 | X=0113.090-0334.440 | Y=0520.940-0532.180 | Đường Hàn Thuyên (đường 4 Đường Trần Quốc
P=0079 | X=0093.140-0109.780 | Y=0528.340-0537.660 | 478
P=0079 | X=0346.680-0402.930 | Y=0528.340-0537.660 | Xa lộ Hà Nội
P=0079 | X=0460.730-0485.780 | Y=0528.340-0537.660 | 1.500
P=0079 | X=0505.390-0522.030 | Y=0528.340-0537.660 | 970
P=0079 | X=0113.090-0189.870 | Y=0534.100-0543.420 | KCN Biên Hòa 1)
P=0079 | X=0252.580-0275.460 | Y=0534.100-0543.420 | Toản
P=0079 | X=0113.090-0418.790 | Y=0550.010-0561.250 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hàn Thuyên
P=0079 | X=0113.090-0442.330 | Y=0561.530-0572.770 | (đường 4 KCN Biên Hòa 1) đoạn từ Đường Trần Quốc Toản đến Xa lộ Hà
P=0079 | X=0113.090-0337.700 | Y=0573.050-0584.290 | Nội có hiện trạng là đường nhựa, bê tông xi măng:
P=0079 | X=0093.140-0109.780 | Y=0580.930-0590.250 | 479
P=0079 | X=0460.730-0485.780 | Y=0580.930-0590.250 | 1.030
P=0079 | X=0505.390-0522.030 | Y=0580.930-0590.250 | 680
P=0079 | X=0113.090-0336.000 | Y=0590.570-0601.810 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0079 | X=0113.090-0390.280 | Y=0608.090-0619.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0079 | X=0113.090-0418.770 | Y=0625.870-0637.110 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hàn Thuyên
P=0079 | X=0113.090-0442.330 | Y=0637.390-0648.630 | (đường 4 KCN Biên Hòa 1) đoạn từ Đường Trần Quốc Toản đến Xa lộ Hà
P=0079 | X=0113.090-0337.700 | Y=0648.910-0660.150 | Nội có hiện trạng là đường nhựa, bê tông xi măng:
P=0079 | X=0093.140-0109.780 | Y=0662.550-0671.870 | 480
P=0079 | X=0468.890-0485.530 | Y=0662.550-0671.870 | 860
P=0079 | X=0505.390-0522.030 | Y=0662.550-0671.870 | 570
P=0079 | X=0113.090-0336.260 | Y=0666.430-0677.670 | - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0079 | X=0113.090-0419.510 | Y=0683.950-0695.190 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0079 | X=0113.090-0146.610 | Y=0695.470-0706.710 | ≤600m.
P=0080 | X=0113.090-0336.260 | Y=0078.500-0089.740 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0080 | X=0113.090-0418.770 | Y=0096.260-0107.500 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Hàn Thuyên
P=0080 | X=0113.090-0442.330 | Y=0107.780-0119.020 | (đường 4 KCN Biên Hòa 1) đoạn từ Đường Trần Quốc Toản đến Xa lộ Hà
P=0080 | X=0113.090-0337.700 | Y=0119.330-0130.570 | Nội có hiện trạng là đường nhựa, bê tông xi măng:
P=0080 | X=0093.140-0109.780 | Y=0127.210-0136.530 | 481
P=0080 | X=0468.890-0485.530 | Y=0127.210-0136.530 | 670
P=0080 | X=0505.390-0522.030 | Y=0127.210-0136.530 | 450
P=0080 | X=0113.090-0390.520 | Y=0136.850-0148.090 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0080 | X=0113.090-0336.730 | Y=0154.370-0165.610 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0080 | X=0113.090-0432.730 | Y=0172.130-0183.370 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0080 | X=0113.090-0438.970 | Y=0183.410-0194.650 | Hàn Thuyên (đường 4 KCN Biên Hòa 1) đoạn từ Đường Trần Quốc Toản
P=0080 | X=0093.140-0431.290 | Y=0194.930-0206.170 | 482 đến Xa lộ Hà Nội có hiện trạng là đường nhựa, bê tông xi măng:- Có bề
P=0080 | X=0460.730-0485.780 | Y=0196.810-0206.130 | 1.030
P=0080 | X=0505.390-0522.030 | Y=0196.810-0206.130 | 680
P=0080 | X=0113.090-0435.170 | Y=0206.470-0217.710 | rộng ≥5m, cách đường giao thông ≤600m.- Có bề rộng từ ≥3m đến <5m,
P=0080 | X=0113.090-0252.670 | Y=0217.990-0229.230 | cách đường giao thông ≤400m.
P=0080 | X=0113.090-0432.730 | Y=0235.750-0246.990 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0080 | X=0113.090-0438.970 | Y=0247.270-0258.510 | Hàn Thuyên (đường 4 KCN Biên Hòa 1) đoạn từ Đường Trần Quốc Toản
P=0080 | X=0113.090-0398.430 | Y=0258.790-0270.030 | đến Xa lộ Hà Nội có hiện trạng là đường nhựa, bê tông xi măng:
P=0080 | X=0093.140-0336.260 | Y=0276.310-0290.390 | 483 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0080 | X=0468.890-0485.530 | Y=0281.070-0290.390 | 860
P=0080 | X=0505.390-0522.030 | Y=0281.070-0290.390 | 570
P=0080 | X=0113.090-0419.510 | Y=0293.860-0305.100 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0080 | X=0113.090-0146.610 | Y=0305.380-0316.620 | ≤600m.
P=0080 | X=0113.090-0336.260 | Y=0322.900-0334.140 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0080 | X=0113.090-0432.730 | Y=0340.660-0351.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra Đường
P=0080 | X=0113.090-0438.970 | Y=0351.940-0363.180 | Hàn Thuyên (đường 4 KCN Biên Hòa 1) đoạn từ Đường Trần Quốc Toản
P=0080 | X=0113.090-0398.430 | Y=0363.460-0374.700 | đến Xa lộ Hà Nội có hiện trạng là đường nhựa, bê tông xi măng:
P=0080 | X=0093.140-0109.780 | Y=0371.360-0380.680 | 484
P=0080 | X=0468.890-0485.530 | Y=0371.360-0380.680 | 670
P=0080 | X=0505.390-0522.030 | Y=0371.360-0380.680 | 450
P=0080 | X=0113.090-0390.520 | Y=0381.000-0392.240 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >600m.
P=0080 | X=0113.090-0339.380 | Y=0398.520-0409.760 | - Có bề rộng <3m, cách đường giao thông > 200m.
P=0080 | X=0252.580-0341.710 | Y=0416.280-0427.520 | Đường Hàn Thuyên
P=0080 | X=0093.140-0213.280 | Y=0427.800-0439.040 | 485 Đường Nguyễn Thông
P=0080 | X=0252.580-0440.860 | Y=0427.800-0439.040 | (đường 4 KCN Biên Đường Vũ Hồng Phô
P=0080 | X=0460.730-0485.780 | Y=0429.680-0439.000 | 1.500
P=0080 | X=0505.390-0522.030 | Y=0429.680-0439.000 | 970
P=0080 | X=0252.580-0282.580 | Y=0441.200-0450.520 | Hòa 1)
P=0080 | X=0113.090-0429.830 | Y=0457.100-0468.340 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Thông
P=0080 | X=0113.090-0432.230 | Y=0468.620-0479.860 | đoạn từ Đường Hàn Thuyên (đường 4 KCN Biên Hòa 1) đến Đường Vũ
P=0080 | X=0113.090-0366.980 | Y=0480.140-0491.380 | Hồng Phô có hiện trạng là đường nhựa, bê tông xi măng:
P=0080 | X=0093.140-0109.780 | Y=0488.020-0497.340 | 486
P=0080 | X=0460.730-0485.780 | Y=0488.020-0497.340 | 1.030
P=0080 | X=0505.390-0522.030 | Y=0488.020-0497.340 | 680
P=0080 | X=0113.090-0336.000 | Y=0497.660-0508.900 | - Có bề rộng ≥5m, cách đường giao thông ≤600m.
P=0080 | X=0113.090-0390.280 | Y=0515.180-0526.420 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤400m.
P=0080 | X=0113.090-0429.830 | Y=0532.970-0544.210 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Nguyễn Thông
P=0080 | X=0113.090-0432.230 | Y=0544.250-0555.490 | đoạn từ Đường Hàn Thuyên (đường 4 KCN Biên Hòa 1) đến Đường Vũ
P=0080 | X=0113.090-0366.980 | Y=0555.770-0567.010 | Hồng Phô có hiện trạng là đường nhựa, bê tông xi măng:
P=0080 | X=0093.140-0336.260 | Y=0573.290-0587.610 | 487 - Có bề rộng ≥5m, cách đường giao thông >600m.
P=0080 | X=0468.890-0485.530 | Y=0578.290-0587.610 | 860
P=0080 | X=0505.390-0522.030 | Y=0578.290-0587.610 | 570
P=0080 | X=0113.090-0419.510 | Y=0590.810-0602.050 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >400m đến
P=0080 | X=0113.090-0146.610 | Y=0602.330-0613.570 | ≤600m.
