TABLE=067 | AREA=Xã Đồng Tâm | SECTION=agricultural | SEGMENTS=1
P=2036 | X=0442.250-0458.890 | Y=0264.990-0274.310 | 213
P=2036 | X=0475.850-0492.490 | Y=0264.990-0274.310 | 170
P=2036 | X=0327.240-0381.900 | Y=0268.870-0280.110 | cư Thịnh Trí
P=2036 | X=0254.500-0308.600 | Y=0270.750-0280.070 | Ngọc Thạch
P=2036 | X=0327.240-0359.000 | Y=0286.900-0298.140 | Đường
P=2036 | X=0254.500-0305.160 | Y=0292.660-0303.900 | Đường Lạc
P=2036 | X=0092.900-0191.390 | Y=0298.420-0309.660 | 74 Đường Bắc Nam 3
P=2036 | X=0327.240-0383.990 | Y=0300.300-0309.620 | Nguyễn Hữu
P=2036 | X=0408.620-0425.260 | Y=0300.300-0309.620 | 266
P=2036 | X=0442.250-0458.890 | Y=0300.300-0309.620 | 213
P=2036 | X=0475.850-0492.490 | Y=0300.300-0309.620 | 170
P=2036 | X=0254.500-0304.030 | Y=0305.820-0315.140 | Long Quân
P=2036 | X=0327.240-0344.600 | Y=0311.580-0320.900 | Thọ
P=2036 | X=0327.240-0385.650 | Y=0327.700-0338.940 | Đường Đông
P=2036 | X=0254.500-0323.480 | Y=0333.460-0344.700 | Đường Nguyễn
P=2036 | X=0092.900-0191.390 | Y=0339.220-0350.460 | 75 Đường Bắc Nam 4
P=2036 | X=0327.240-0384.220 | Y=0341.100-0350.420 | Tây 9 (Tổ 23
P=2036 | X=0408.620-0425.260 | Y=0341.100-0350.420 | 266
P=2036 | X=0442.250-0458.890 | Y=0341.100-0350.420 | 213
P=2036 | X=0475.850-0492.490 | Y=0341.100-0350.420 | 170
P=2036 | X=0254.500-0294.190 | Y=0346.860-0356.180 | Hữu Thọ
P=2036 | X=0327.240-0360.330 | Y=0352.620-0361.940 | nối dài)
P=2036 | X=0327.240-0371.240 | Y=0370.640-0379.960 | Giáp ranh
P=2036 | X=0254.500-0305.160 | Y=0380.280-0391.520 | Đường Lạc
P=2036 | X=0327.240-0381.340 | Y=0380.280-0391.520 | Thửa đất số
P=2036 | X=0092.900-0191.390 | Y=0386.040-0397.280 | 76 Đường Bắc Nam 7
P=2036 | X=0408.620-0425.260 | Y=0387.920-0397.240 | 266
P=2036 | X=0442.250-0458.890 | Y=0387.920-0397.240 | 213
P=2036 | X=0475.850-0492.490 | Y=0387.920-0397.240 | 170
P=2036 | X=0327.240-0386.870 | Y=0391.800-0403.040 | 60, tờ bản đồ
P=2036 | X=0254.500-0304.030 | Y=0393.680-0403.000 | Long Quân
P=2036 | X=0327.240-0351.560 | Y=0405.200-0414.520 | số 18
P=2036 | X=0327.240-0371.240 | Y=0423.200-0432.520 | Giáp ranh
P=2036 | X=0254.500-0314.600 | Y=0432.840-0444.080 | Đường Tổ 23
P=2036 | X=0327.240-0379.900 | Y=0432.840-0444.080 | thửa đất Số
P=2036 | X=0092.900-0199.090 | Y=0438.600-0449.840 | 77 Đường Đông Tây 10
P=2036 | X=0408.620-0425.260 | Y=0440.480-0449.800 | 266
P=2036 | X=0442.250-0458.890 | Y=0440.480-0449.800 | 213
P=2036 | X=0475.850-0492.490 | Y=0440.480-0449.800 | 170
P=2036 | X=0327.240-0386.870 | Y=0444.360-0455.600 | 88, tờ bản đồ
P=2036 | X=0254.500-0284.090 | Y=0446.240-0455.560 | nối dài
P=2036 | X=0327.240-0351.560 | Y=0457.780-0467.100 | số 19
P=2036 | X=0254.500-0312.430 | Y=0473.900-0485.140 | Đường Cách
P=2036 | X=0327.240-0379.160 | Y=0479.660-0490.900 | Đường Tôn
P=2036 | X=0107.330-0241.380 | Y=0485.420-0496.660 | Đường Đông Tây 9 (Tổ 23 nối
P=2036 | X=0254.500-0310.750 | Y=0487.300-0496.620 | Mạng Tháng
P=2036 | X=0327.240-0377.500 | Y=0491.180-0502.420 | Đức Thắng
P=2036 | X=0092.900-0104.020 | Y=0493.060-0502.380 | 78
P=2036 | X=0408.620-0425.260 | Y=0493.060-0502.380 | 266
P=2036 | X=0442.250-0458.890 | Y=0493.060-0502.380 | 213
P=2036 | X=0475.850-0492.490 | Y=0493.060-0502.380 | 170
P=2036 | X=0254.500-0326.920 | Y=0496.940-0508.180 | Tám (đường ĐT
P=2036 | X=0107.330-0124.120 | Y=0498.820-0508.140 | dài)
P=2036 | X=0327.240-0363.690 | Y=0504.580-0513.900 | (nối dài)
P=2036 | X=0254.500-0274.420 | Y=0510.100-0519.420 | 741)
P=2036 | X=0254.500-0306.420 | Y=0526.220-0537.460 | Đường Tôn
P=2036 | X=0107.330-0241.380 | Y=0531.980-0543.220 | Đường Đông Tây 9 (Tổ 23 nối
P=2036 | X=0254.500-0370.310 | Y=0537.770-0549.010 | Đức Thắng (nối Hết tuyến
P=2036 | X=0092.900-0104.020 | Y=0539.650-0548.970 | 79
P=2036 | X=0408.620-0425.260 | Y=0539.650-0548.970 | 266
P=2036 | X=0442.250-0458.890 | Y=0539.650-0548.970 | 213
P=2036 | X=0475.850-0492.490 | Y=0539.650-0548.970 | 170
P=2036 | X=0107.330-0124.120 | Y=0545.410-0554.730 | dài)
P=2036 | X=0254.500-0271.290 | Y=0551.170-0560.490 | dài)
P=2036 | X=0107.330-0235.140 | Y=0567.290-0578.530 | Các tuyến đường Tổ đấu nối
P=2036 | X=0092.900-0304.760 | Y=0578.810-0590.050 | 80 đường Cách Mạng Tháng Tám: Toàn tuyến
P=2036 | X=0408.620-0425.260 | Y=0580.690-0590.010 | 266
P=2036 | X=0442.250-0458.890 | Y=0580.690-0590.010 | 213
P=2036 | X=0475.850-0492.490 | Y=0580.690-0590.010 | 170
P=2036 | X=0107.330-0250.340 | Y=0590.330-0601.570 | Đường Tổ 7, 9, 11 (Tân Phú cũ)
P=2036 | X=0107.330-0235.140 | Y=0608.330-0619.570 | Các tuyến đường Tổ đấu nối
P=2036 | X=0092.900-0304.760 | Y=0619.870-0631.110 | 81 đường Cách Mạng Tháng Tám: Toàn tuyến
P=2036 | X=0408.620-0425.260 | Y=0621.750-0631.070 | 266
P=2036 | X=0442.250-0458.890 | Y=0621.750-0631.070 | 213
P=2036 | X=0475.850-0492.490 | Y=0621.750-0631.070 | 170
P=2036 | X=0107.330-0184.230 | Y=0633.270-0642.590 | Các tuyến còn lại
P=2036 | X=0107.330-0235.140 | Y=0649.390-0660.630 | Các tuyến đường Tổ đấu nối
P=2036 | X=0092.900-0104.020 | Y=0657.030-0666.350 | 82
P=2036 | X=0254.500-0304.760 | Y=0657.030-0666.350 | Toàn tuyến
P=2036 | X=0408.620-0425.260 | Y=0657.030-0666.350 | 266
P=2036 | X=0442.250-0458.890 | Y=0657.030-0666.350 | 213
P=2036 | X=0475.850-0492.490 | Y=0657.030-0666.350 | 170
P=2036 | X=0107.330-0202.470 | Y=0660.910-0672.150 | đường Phú Riềng Đỏ
P=2036 | X=0107.330-0235.140 | Y=0678.910-0690.150 | Các tuyến đường Tổ đấu nối
P=2036 | X=0092.900-0104.020 | Y=0686.550-0695.870 | 83
P=2036 | X=0254.500-0304.760 | Y=0686.550-0695.870 | Toàn tuyến
P=2036 | X=0408.620-0425.260 | Y=0686.550-0695.870 | 266
P=2036 | X=0442.250-0458.890 | Y=0686.550-0695.870 | 213
P=2036 | X=0475.850-0492.490 | Y=0686.550-0695.870 | 170
P=2036 | X=0107.330-0210.150 | Y=0690.430-0701.670 | đường Tôn Đức Thắng
P=2036 | X=0092.900-0235.140 | Y=0708.450-0719.690 | 84 Các tuyến đường Tổ đấu nối
P=2036 | X=0254.500-0304.760 | Y=0710.340-0719.660 | Toàn tuyến
P=2036 | X=0408.620-0425.260 | Y=0710.340-0719.660 | 266
P=2036 | X=0442.250-0458.890 | Y=0710.340-0719.660 | 213
P=2036 | X=0475.850-0492.490 | Y=0710.340-0719.660 | 170
P=2037 | X=0107.330-0217.100 | Y=0072.740-0083.980 | đường Nguyễn Văn Linh
P=2037 | X=0107.330-0235.140 | Y=0090.740-0101.980 | Các tuyến đường Tổ đấu nối
P=2037 | X=0092.900-0104.020 | Y=0098.380-0107.700 | 85
P=2037 | X=0254.500-0304.760 | Y=0098.380-0107.700 | Toàn tuyến
P=2037 | X=0408.620-0425.260 | Y=0098.380-0107.700 | 266
P=2037 | X=0442.250-0458.890 | Y=0098.380-0107.700 | 213
P=2037 | X=0475.850-0492.490 | Y=0098.380-0107.700 | 170
P=2037 | X=0107.330-0197.900 | Y=0102.260-0113.500 | đường Hùng Vương
P=2037 | X=0327.240-0383.110 | Y=0120.290-0131.530 | Hết thửa đất
P=2037 | X=0254.500-0322.520 | Y=0126.050-0137.290 | Thửa đất số 73
P=2037 | X=0327.240-0378.470 | Y=0133.690-0143.010 | số 79 và số
P=2037 | X=0092.900-0188.070 | Y=0137.570-0148.810 | 86 Đường tuyến số 1
P=2037 | X=0254.500-0312.980 | Y=0139.450-0148.770 | và số 369, tờ
P=2037 | X=0408.620-0425.260 | Y=0139.450-0148.770 | 210
P=2037 | X=0442.250-0458.890 | Y=0139.450-0148.770 | 168
P=2037 | X=0475.850-0492.490 | Y=0139.450-0148.770 | 134
P=2037 | X=0511.150-0522.270 | Y=0139.450-0148.770 | 54
P=2037 | X=0327.240-0392.390 | Y=0143.330-0154.570 | 256, tờ bản đồ
P=2037 | X=0254.500-0317.720 | Y=0149.090-0160.330 | bản đồ số 176
P=2037 | X=0327.240-0357.080 | Y=0156.730-0166.050 | số 205
P=2037 | X=0327.240-0386.470 | Y=0172.850-0184.090 | Hết Thửa đất
P=2037 | X=0327.240-0378.460 | Y=0186.250-0195.570 | số 36 và số
P=2037 | X=0092.900-0188.070 | Y=0190.130-0201.370 | 87 Đường tuyến số 2
P=2037 | X=0254.500-0321.780 | Y=0190.130-0201.370 | Đường ĐT 741
P=2037 | X=0408.620-0425.260 | Y=0192.010-0201.330 | 210
P=2037 | X=0442.250-0458.890 | Y=0192.010-0201.330 | 168
P=2037 | X=0475.850-0492.490 | Y=0192.010-0201.330 | 134
P=2037 | X=0327.240-0386.870 | Y=0195.650-0206.890 | 70, tờ bản đồ
P=2037 | X=0327.240-0357.080 | Y=0209.070-0218.390 | số 231
P=2037 | X=0254.500-0386.470 | Y=0225.190-0236.430 | Tiếp giáp Thửa Hết Thửa đất
P=2037 | X=0254.500-0389.590 | Y=0236.710-0247.950 | đất số 36 và số số 29 và số 5,
P=2037 | X=0092.900-0188.070 | Y=0242.470-0253.710 | 88 Đường tuyến số 2
P=2037 | X=0408.620-0425.260 | Y=0244.350-0253.670 | 210
P=2037 | X=0442.250-0458.890 | Y=0244.350-0253.670 | 168
P=2037 | X=0475.850-0492.490 | Y=0244.350-0253.670 | 134
P=2037 | X=0254.500-0383.260 | Y=0248.230-0259.470 | 70, tờ bản đồ tờ bản đồ số
P=2037 | X=0254.500-0284.340 | Y=0261.630-0270.950 | số 231
P=2037 | X=0327.240-0343.880 | Y=0261.630-0270.950 | 183
P=2037 | X=0327.240-0392.630 | Y=0279.630-0288.950 | Hết ranh Thửa
P=2037 | X=0254.500-0383.310 | Y=0289.300-0300.540 | Đường Cách đất số 39, tờ
P=2037 | X=0327.240-0384.940 | Y=0300.820-0312.060 | bản đồ số 63
P=2037 | X=0254.500-0310.750 | Y=0302.700-0312.020 | Mạng Tháng
P=2037 | X=0092.900-0188.070 | Y=0306.580-0317.820 | 89 Đường tuyến số 3
P=2037 | X=0408.620-0425.260 | Y=0308.460-0317.780 | 266
P=2037 | X=0442.250-0458.890 | Y=0308.460-0317.780 | 213
P=2037 | X=0475.850-0492.490 | Y=0308.460-0317.780 | 170
P=2037 | X=0254.500-0381.430 | Y=0312.340-0323.580 | Tám (đường ĐT và Thửa đất
P=2037 | X=0254.500-0274.420 | Y=0325.740-0335.060 | 741)
P=2037 | X=0327.240-0391.900 | Y=0325.740-0335.060 | số 393, tờ bản
P=2037 | X=0327.240-0365.500 | Y=0335.380-0346.620 | đồ số 61
P=2037 | X=0254.500-0317.010 | Y=0355.260-0364.580 | Từ ranh Thửa
P=2037 | X=0254.500-0310.570 | Y=0364.900-0376.140 | đất số 39, tờ
P=2037 | X=0254.500-0384.680 | Y=0376.200-0387.440 | bản đồ số 63 và Giáp ranh xã
P=2037 | X=0092.900-0188.070 | Y=0381.960-0393.200 | 90 Đường tuyến số 3
P=2037 | X=0408.620-0425.260 | Y=0383.840-0393.160 | 266
P=2037 | X=0442.250-0458.890 | Y=0383.840-0393.160 | 213
P=2037 | X=0475.850-0492.490 | Y=0383.840-0393.160 | 170
P=2037 | X=0254.500-0308.600 | Y=0387.720-0398.960 | Thửa đất số
P=2037 | X=0327.240-0380.380 | Y=0387.720-0398.960 | Tân Tiến cũ
P=2037 | X=0254.500-0319.650 | Y=0399.240-0410.480 | 393, tờ bản đồ
P=2037 | X=0254.500-0278.820 | Y=0412.640-0421.960 | số 61
P=2037 | X=0254.500-0386.940 | Y=0428.760-0440.000 | Đất Ban quản lý Cầu Suối Rạt
P=2037 | X=0254.500-0384.790 | Y=0440.280-0451.520 | khu kinh tế tỉnh (hết thửa đất
P=2037 | X=0092.900-0188.070 | Y=0451.820-0463.060 | 91 Đường tuyến số 3
P=2037 | X=0254.500-0311.920 | Y=0453.700-0463.020 | quản lý (giáp
P=2037 | X=0327.240-0383.980 | Y=0453.700-0463.020 | số 307 và số
P=2037 | X=0408.620-0425.260 | Y=0453.700-0463.020 | 210
P=2037 | X=0442.250-0458.890 | Y=0453.700-0463.020 | 168
P=2037 | X=0475.850-0492.490 | Y=0453.700-0463.020 | 134
P=2037 | X=0327.240-0392.390 | Y=0463.340-0474.580 | 242, tờ bản đồ
P=2037 | X=0254.500-0308.120 | Y=0465.220-0474.540 | ranh thị trấn
P=2037 | X=0254.500-0309.200 | Y=0474.860-0486.100 | Tân Phú cũ)
P=2037 | X=0327.240-0360.360 | Y=0476.740-0486.060 | số 116)
P=2037 | X=0327.240-0384.680 | Y=0494.740-0504.060 | Giáp ranh xã
P=2037 | X=0254.500-0381.660 | Y=0506.260-0515.580 | Cầu Suối Rạt Tân Lợi (hết
P=2037 | X=0254.500-0381.340 | Y=0515.900-0527.140 | (Thửa đất số 87 Thửa đất số
P=2037 | X=0092.900-0188.070 | Y=0521.660-0532.900 | 92 Dường tuyến số 3
P=2037 | X=0408.620-0425.260 | Y=0523.540-0532.860 | 210
P=2037 | X=0442.250-0458.890 | Y=0523.540-0532.860 | 168
P=2037 | X=0475.850-0492.490 | Y=0523.540-0532.860 | 134
P=2037 | X=0254.500-0387.190 | Y=0529.300-0538.620 | và số 245, tờ 26 và số 111,
P=2037 | X=0254.500-0383.260 | Y=0538.970-0550.210 | bản đồ số 136) tờ bản đồ số
P=2037 | X=0327.240-0347.160 | Y=0552.130-0561.450 | 138)
P=2037 | X=0254.500-0312.430 | Y=0568.250-0579.490 | Đường Cách
P=2037 | X=0107.330-0310.750 | Y=0579.770-0591.010 | Đường tuyến số 4 (Tổ 34, thôn Mạng Tháng
P=2037 | X=0327.240-0380.860 | Y=0579.770-0591.010 | Đường điện
P=2037 | X=0092.900-0104.020 | Y=0587.410-0596.730 | 93
P=2037 | X=0408.620-0425.260 | Y=0587.410-0596.730 | 266
P=2037 | X=0442.250-0458.890 | Y=0587.410-0596.730 | 213
P=2037 | X=0475.850-0492.490 | Y=0587.410-0596.730 | 170
P=2037 | X=0254.500-0357.260 | Y=0591.290-0602.530 | Tám (đường ĐT 500KV
P=2037 | X=0107.330-0156.290 | Y=0593.170-0602.490 | Thắng Lợi)
P=2037 | X=0254.500-0274.420 | Y=0604.690-0614.010 | 741)
P=2037 | X=0107.330-0308.120 | Y=0620.830-0632.070 | Đường tuyến số 4 (Tổ 34, Thôn Đường điện
P=2037 | X=0327.240-0384.680 | Y=0622.710-0632.030 | Giáp ranh xã
P=2037 | X=0092.900-0104.020 | Y=0628.470-0637.790 | 94
P=2037 | X=0408.620-0425.260 | Y=0628.470-0637.790 | 266
P=2037 | X=0442.250-0458.890 | Y=0628.470-0637.790 | 213
P=2037 | X=0475.850-0492.490 | Y=0628.470-0637.790 | 170
P=2037 | X=0107.330-0156.290 | Y=0634.230-0643.550 | Thắng Lợi)
P=2037 | X=0254.500-0284.520 | Y=0634.230-0643.550 | 500KV
P=2037 | X=0327.240-0361.660 | Y=0634.230-0643.550 | Tân Lợi
P=2037 | X=0092.900-0188.070 | Y=0650.350-0661.590 | 95 Đường tuyến số 4
P=2037 | X=0254.500-0310.280 | Y=0650.350-0661.590 | Đoạn còn lại
P=2037 | X=0408.620-0425.260 | Y=0652.230-0661.550 | 210
P=2037 | X=0442.250-0458.890 | Y=0652.230-0661.550 | 168
P=2037 | X=0475.850-0492.490 | Y=0652.230-0661.550 | 134
P=2037 | X=0254.500-0383.110 | Y=0668.350-0679.590 | Thửa đất số 42, Hết thửa đất
P=2037 | X=0092.900-0310.520 | Y=0679.870-0691.110 | 96 Đường tuyến số 5 (đường nhựa) tờ bản đồ số
P=2037 | X=0327.240-0386.380 | Y=0681.750-0691.070 | số 31, tờ bản
P=2037 | X=0408.620-0425.260 | Y=0681.750-0691.070 | 210
P=2037 | X=0442.250-0458.890 | Y=0681.750-0691.070 | 168
P=2037 | X=0475.850-0492.490 | Y=0681.750-0691.070 | 134
P=2037 | X=0511.150-0522.270 | Y=0681.750-0691.070 | 54
P=2037 | X=0327.240-0371.020 | Y=0691.390-0702.630 | đồ số 199
P=2037 | X=0254.500-0271.140 | Y=0693.270-0702.590 | 174
P=2038 | X=0107.330-0234.640 | Y=0078.740-0089.980 | Đường Kết nối các khu công
P=2038 | X=0254.500-0298.500 | Y=0080.620-0089.940 | Giáp ranh
P=2038 | X=0327.240-0384.680 | Y=0086.380-0095.700 | Giáp ranh xã
P=2038 | X=0092.900-0313.610 | Y=0090.260-0101.500 | 97 nghiệp phía Tây Nam thành phố phường Bình
P=2038 | X=0408.620-0425.260 | Y=0092.140-0101.460 | 210
P=2038 | X=0442.250-0458.890 | Y=0092.140-0101.460 | 168
P=2038 | X=0475.850-0492.490 | Y=0092.140-0101.460 | 134
P=2038 | X=0327.240-0380.380 | Y=0096.020-0107.260 | Tân Tiến cũ
P=2038 | X=0107.330-0167.400 | Y=0101.780-0113.020 | Đồng Xoài cũ
P=2038 | X=0254.500-0285.220 | Y=0101.780-0113.020 | Phước
P=2038 | X=0107.330-0233.190 | Y=0119.810-0131.050 | Đường kết nối các khu công
P=2038 | X=0254.500-0384.680 | Y=0127.450-0136.770 | Giáp ranh Tân Giáp ranh xã
P=2038 | X=0092.900-0250.270 | Y=0133.210-0142.530 | 98 nghiệp phía Tây Nam thành phố
P=2038 | X=0408.620-0425.260 | Y=0133.210-0142.530 | 210
P=2038 | X=0442.250-0458.890 | Y=0133.210-0142.530 | 168
P=2038 | X=0475.850-0492.490 | Y=0133.210-0142.530 | 134
P=2038 | X=0254.500-0285.770 | Y=0137.090-0148.330 | Phú cũ
P=2038 | X=0327.240-0377.500 | Y=0137.090-0148.330 | Tân Lập cũ
P=2038 | X=0107.330-0167.400 | Y=0142.850-0154.090 | Đồng Xoài cũ
P=2038 | X=0107.330-0233.190 | Y=0160.850-0172.090 | Đường kết nối các khu công
P=2038 | X=0327.240-0383.110 | Y=0166.610-0177.850 | Hết thửa đất
P=2038 | X=0107.330-0311.940 | Y=0174.250-0183.570 | nghiệp phía Tây Nam thành phố Giáp ranh xã
P=2038 | X=0092.900-0104.020 | Y=0180.010-0189.330 | 99
P=2038 | X=0327.240-0391.900 | Y=0180.010-0189.330 | số 288, tờ bản
P=2038 | X=0408.620-0425.260 | Y=0180.010-0189.330 | 210
P=2038 | X=0442.250-0458.890 | Y=0180.010-0189.330 | 168
P=2038 | X=0475.850-0492.490 | Y=0180.010-0189.330 | 134
P=2038 | X=0511.150-0522.270 | Y=0180.010-0189.330 | 54
P=2038 | X=0107.330-0238.740 | Y=0183.650-0194.890 | Đồng Xoài cũ (kết cấu đường
P=2038 | X=0254.500-0307.620 | Y=0183.650-0194.890 | Tân Tiến cũ
P=2038 | X=0327.240-0371.020 | Y=0189.410-0200.650 | đồ số 147
P=2038 | X=0107.330-0169.240 | Y=0195.170-0206.410 | trải lớp đá mi)
P=2038 | X=0107.330-0233.190 | Y=0213.190-0224.430 | Đường kết nối các khu công
P=2038 | X=0327.240-0383.110 | Y=0213.190-0224.430 | Hết thửa đất
P=2038 | X=0254.500-0325.250 | Y=0218.950-0230.190 | Thửa đất số 76,
P=2038 | X=0107.330-0250.270 | Y=0226.590-0235.910 | nghiệp phía Tây Nam thành phố
P=2038 | X=0327.240-0383.980 | Y=0226.590-0235.910 | số 425 và số
P=2038 | X=0254.500-0310.520 | Y=0230.470-0241.710 | tờ bản đồ số
P=2038 | X=0090.020-0106.660 | Y=0232.350-0241.670 | 100
P=2038 | X=0408.620-0425.260 | Y=0232.350-0241.670 | 210
P=2038 | X=0442.250-0458.890 | Y=0232.350-0241.670 | 168
P=2038 | X=0475.850-0492.490 | Y=0232.350-0241.670 | 134
P=2038 | X=0511.150-0522.270 | Y=0232.350-0241.670 | 54
P=2038 | X=0107.330-0238.740 | Y=0236.230-0247.470 | Đồng Xoài cũ (kết cấu đường
P=2038 | X=0327.240-0386.870 | Y=0236.230-0247.470 | 46, tờ bản đồ
P=2038 | X=0254.500-0271.140 | Y=0243.870-0253.190 | 163
P=2038 | X=0107.330-0169.240 | Y=0247.750-0258.990 | trải lớp đá mi)
P=2038 | X=0327.240-0357.080 | Y=0249.630-0258.950 | số 163
P=2038 | X=0107.330-0233.190 | Y=0265.750-0276.990 | Đường kết nối các khu công
P=2038 | X=0254.500-0308.600 | Y=0271.510-0282.750 | Thửa đất số
P=2038 | X=0327.240-0383.110 | Y=0271.510-0282.750 | Hết thửa đất
P=2038 | X=0107.330-0250.270 | Y=0279.150-0288.470 | nghiệp phía Tây Nam thành phố
P=2038 | X=0254.500-0391.900 | Y=0283.060-0294.300 | 184, tờ bản đồ số 227, tờ bản
P=2038 | X=0090.020-0106.660 | Y=0284.940-0294.260 | 101
P=2038 | X=0408.620-0425.260 | Y=0284.940-0294.260 | 210
P=2038 | X=0442.250-0458.890 | Y=0284.940-0294.260 | 168
P=2038 | X=0475.850-0492.490 | Y=0284.940-0294.260 | 134
P=2038 | X=0511.150-0522.270 | Y=0284.940-0294.260 | 54
P=2038 | X=0107.330-0238.740 | Y=0288.820-0300.060 | Đồng Xoài cũ (kết cấu đường
P=2038 | X=0327.240-0371.020 | Y=0294.580-0305.820 | đồ số 162
P=2038 | X=0254.500-0284.340 | Y=0296.460-0305.780 | số 162
P=2038 | X=0107.330-0169.240 | Y=0300.340-0311.580 | trải lớp đá mi)
P=2038 | X=0107.330-0233.190 | Y=0318.340-0329.580 | Đường kết nối các khu công
P=2038 | X=0254.500-0308.600 | Y=0324.100-0335.340 | Thửa đất số
P=2038 | X=0327.240-0383.110 | Y=0324.100-0335.340 | Hết thửa đất
P=2038 | X=0107.330-0250.270 | Y=0331.740-0341.060 | nghiệp phía Tây Nam thành phố
P=2038 | X=0254.500-0391.900 | Y=0335.620-0346.860 | 156, tờ bản đồ số 147, tờ bản
P=2038 | X=0090.020-0106.660 | Y=0337.500-0346.820 | 102
P=2038 | X=0408.620-0425.260 | Y=0337.500-0346.820 | 210
P=2038 | X=0442.250-0458.890 | Y=0337.500-0346.820 | 168
P=2038 | X=0475.850-0492.490 | Y=0337.500-0346.820 | 134
P=2038 | X=0511.150-0522.270 | Y=0337.500-0346.820 | 54
P=2038 | X=0107.330-0238.740 | Y=0341.380-0352.620 | Đồng Xoài cũ (kết cấu đường
P=2038 | X=0327.240-0371.020 | Y=0347.140-0358.380 | đồ số 175
P=2038 | X=0254.500-0284.340 | Y=0349.020-0358.340 | số 175
P=2038 | X=0107.330-0169.750 | Y=0352.900-0364.140 | trải lớp đá rải)
P=2038 | X=0107.330-0233.190 | Y=0370.920-0382.160 | Đường kết nối các khu công
P=2038 | X=0254.500-0383.110 | Y=0376.680-0387.920 | Thửa đất số 73, Hết thửa đất
P=2038 | X=0107.330-0250.270 | Y=0384.080-0393.400 | nghiệp phía Tây Nam thành phố
P=2038 | X=0254.500-0310.520 | Y=0387.960-0399.200 | tờ bản đồ số
P=2038 | X=0090.020-0106.660 | Y=0389.840-0399.160 | 103
P=2038 | X=0327.240-0391.900 | Y=0389.840-0399.160 | số 256, tờ bản
P=2038 | X=0408.620-0425.260 | Y=0389.840-0399.160 | 210
P=2038 | X=0442.250-0458.890 | Y=0389.840-0399.160 | 168
P=2038 | X=0475.850-0492.490 | Y=0389.840-0399.160 | 134
P=2038 | X=0511.150-0522.270 | Y=0389.840-0399.160 | 54
P=2038 | X=0107.330-0238.740 | Y=0393.720-0404.960 | Đồng Xoài cũ (kết cấu đường
P=2038 | X=0327.240-0371.020 | Y=0399.480-0410.720 | đồ số 205
P=2038 | X=0254.500-0271.140 | Y=0401.360-0410.680 | 176
P=2038 | X=0107.330-0169.240 | Y=0405.240-0416.480 | trải lớp đá mi)
P=2038 | X=0327.240-0368.600 | Y=0425.120-0434.440 | Tiếp giáp
P=2038 | X=0254.500-0377.960 | Y=0434.760-0446.000 | Đường Cách đường Phú
P=2038 | X=0107.330-0310.750 | Y=0446.280-0457.520 | Đường Tổ 43 (tiếp giáp với khu Mạng Tháng
P=2038 | X=0327.240-0388.070 | Y=0446.280-0457.520 | Riềng Đỏ kéo
P=2038 | X=0090.020-0106.660 | Y=0453.940-0463.260 | 104
P=2038 | X=0414.380-0425.500 | Y=0453.940-0463.260 | 90
P=2038 | X=0448.010-0459.130 | Y=0453.940-0463.260 | 72
P=2038 | X=0481.610-0492.730 | Y=0453.940-0463.260 | 58
P=2038 | X=0511.150-0522.270 | Y=0453.940-0463.260 | 54
P=2038 | X=0107.330-0204.290 | Y=0457.820-0469.060 | dân cư Mỹ Khánh Vy)
P=2038 | X=0254.500-0374.110 | Y=0457.820-0469.060 | Tám (đường ĐT dài tới khu
P=2038 | X=0254.500-0274.420 | Y=0471.220-0480.540 | 741)
P=2038 | X=0327.240-0381.820 | Y=0471.220-0480.540 | công nghiệp
P=2038 | X=0327.240-0391.900 | Y=0480.860-0492.100 | Bắc Đồng Phú
P=2038 | X=0254.500-0381.340 | Y=0498.860-0510.100 | Thửa đất số 46, Thửa đất số
P=2038 | X=0107.330-0232.870 | Y=0504.620-0515.860 | Đường Tổ 21 (đường nhựa)
P=2038 | X=0254.500-0310.520 | Y=0510.380-0521.620 | tờ bản đồ số
P=2038 | X=0327.240-0386.870 | Y=0510.380-0521.620 | 69, tờ bản đồ
P=2038 | X=0090.020-0106.660 | Y=0512.260-0521.580 | 105
P=2038 | X=0414.380-0425.500 | Y=0512.260-0521.580 | 90
P=2038 | X=0448.010-0459.130 | Y=0512.260-0521.580 | 72
P=2038 | X=0481.610-0492.730 | Y=0512.260-0521.580 | 58
P=2038 | X=0511.150-0522.270 | Y=0512.260-0521.580 | 54
P=2038 | X=0107.330-0164.210 | Y=0516.140-0527.380 | (Tân Lập cũ)
P=2038 | X=0254.500-0271.140 | Y=0523.780-0533.100 | 237
P=2038 | X=0327.240-0357.080 | Y=0523.780-0533.100 | số 237
P=2038 | X=0107.330-0247.630 | Y=0539.930-0551.170 | Đường Tổ 20, 26 và 36 (đường
P=2038 | X=0090.020-0106.660 | Y=0547.570-0556.890 | 106
P=2038 | X=0254.500-0304.760 | Y=0547.570-0556.890 | Toàn tuyến
P=2038 | X=0414.380-0425.500 | Y=0547.570-0556.890 | 90
P=2038 | X=0448.010-0459.130 | Y=0547.570-0556.890 | 72
P=2038 | X=0481.610-0492.730 | Y=0547.570-0556.890 | 58
P=2038 | X=0511.150-0522.270 | Y=0547.570-0556.890 | 54
P=2038 | X=0107.330-0193.750 | Y=0551.450-0562.690 | nhựa) (Tân Lập cũ)
