TABLE=036 | AREA=Xã An Viễn | SECTION=agricultural | SEGMENTS=2
P=1327 | X=0117.170-0408.940 | Y=0305.380-0316.620 | Buông trừ đoạn từ đường vào khu công nghiệp Giang Điền về hai
P=1327 | X=0117.170-0373.930 | Y=0316.900-0328.140 | phía 500m có hiện trạng là đường nhựa, bê tông xi măng:
P=1327 | X=0097.970-0348.720 | Y=0333.420-0345.660 | 55 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1327 | X=0453.050-0469.690 | Y=0333.420-0342.740 | 350
P=1327 | X=0505.390-0522.030 | Y=0333.420-0342.740 | 310
P=1327 | X=0117.170-0404.060 | Y=0351.700-0362.940 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1327 | X=0117.170-0178.290 | Y=0363.220-0374.460 | đến ≤1.000m.
P=1327 | X=0117.170-0340.340 | Y=0380.760-0392.000 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1327 | X=0117.170-0402.430 | Y=0398.520-0409.760 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1327 | X=0117.170-0395.970 | Y=0410.040-0421.280 | Đường ấp 5 - ấp 6 đoạn từ Đường Mai Chí Thọ đến Giáp sông
P=1327 | X=0117.170-0408.940 | Y=0421.560-0432.800 | Buông trừ đoạn từ đường vào khu công nghiệp Giang Điền về hai
P=1327 | X=0097.970-0373.930 | Y=0433.080-0444.520 | 56 phía 500m có hiện trạng là đường nhựa, bê tông xi măng:
P=1327 | X=0453.050-0469.690 | Y=0435.200-0444.520 | 230
P=1327 | X=0505.390-0522.030 | Y=0435.200-0444.520 | 220
P=1327 | X=0117.170-0402.980 | Y=0450.620-0461.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1327 | X=0117.170-0340.810 | Y=0468.140-0479.380 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1327 | X=0097.970-0207.520 | Y=0485.900-0497.140 | 57 Đường liên ấp 2-3-4
P=1327 | X=0223.030-0277.140 | Y=0485.900-0497.140 | Đường ấp 2
P=1327 | X=0315.240-0405.100 | Y=0487.780-0497.100 | Hết ranh xã An Viễn
P=1327 | X=0453.050-0469.690 | Y=0487.780-0497.100 | 670
P=1327 | X=0505.390-0522.030 | Y=0487.780-0497.100 | 600
P=1327 | X=0117.170-0409.580 | Y=0503.660-0514.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên ấp 2-
P=1327 | X=0117.170-0408.690 | Y=0515.180-0526.420 | 3-4 đoạn từ Đường ấp 2 đến Hết ranh xã An Viễn có hiện trạng là
P=1327 | X=0117.170-0252.940 | Y=0526.460-0537.700 | đường nhựa, bê tông xi măng:
P=1327 | X=0097.970-0109.090 | Y=0534.370-0543.690 | 58
P=1327 | X=0453.050-0469.690 | Y=0534.370-0543.690 | 450
P=1327 | X=0505.390-0522.030 | Y=0534.370-0543.690 | 410
P=1327 | X=0117.170-0348.250 | Y=0544.010-0555.250 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1327 | X=0117.170-0382.080 | Y=0561.530-0572.770 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1327 | X=0117.170-0409.580 | Y=0579.290-0590.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên ấp 2-
P=1327 | X=0117.170-0408.690 | Y=0590.810-0602.050 | 3-4 đoạn từ Đường ấp 2 đến Hết ranh xã An Viễn có hiện trạng là
P=1327 | X=0117.170-0252.940 | Y=0602.330-0613.570 | đường nhựa, bê tông xi măng:
P=1327 | X=0097.970-0348.740 | Y=0619.870-0634.190 | 59 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1327 | X=0453.050-0469.690 | Y=0624.870-0634.190 | 350
P=1327 | X=0505.390-0522.030 | Y=0624.870-0634.190 | 310
P=1327 | X=0117.170-0404.060 | Y=0637.390-0648.630 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1327 | X=0117.170-0178.290 | Y=0648.910-0660.150 | đến ≤1.000m.
P=1327 | X=0117.170-0340.340 | Y=0666.430-0677.670 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1327 | X=0117.170-0409.580 | Y=0684.190-0695.430 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường liên ấp 2-
P=1327 | X=0097.970-0408.690 | Y=0695.710-0706.950 | 60 3-4 đoạn từ Đường ấp 2 đến Hết ranh xã An Viễn có hiện trạng là
P=1327 | X=0453.050-0469.690 | Y=0697.590-0706.910 | 230
P=1327 | X=0505.390-0522.030 | Y=0697.590-0706.910 | 220
P=1327 | X=0117.170-0252.940 | Y=0707.250-0718.490 | đường nhựa, bê tông xi măng:
P=1328 | X=0117.170-0402.980 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1328 | X=0117.170-0340.810 | Y=0096.020-0107.260 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1328 | X=0117.170-0402.430 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1328 | X=0117.170-0413.030 | Y=0125.330-0136.570 | Đường liên ấp 2-3-4 đoạn từ Đường ấp 2 đến Hết ranh xã An Viễn
P=1328 | X=0117.170-0324.020 | Y=0136.850-0148.090 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1328 | X=0097.970-0109.090 | Y=0144.730-0154.050 | 61
P=1328 | X=0453.050-0469.690 | Y=0144.730-0154.050 | 450
P=1328 | X=0505.390-0522.030 | Y=0144.730-0154.050 | 410
P=1328 | X=0117.170-0348.250 | Y=0154.370-0165.610 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1328 | X=0117.170-0394.360 | Y=0171.650-0182.890 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1328 | X=0117.170-0402.470 | Y=0189.410-0200.650 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1328 | X=0117.170-0413.030 | Y=0200.950-0212.190 | Đường liên ấp 2-3-4 đoạn từ Đường ấp 2 đến Hết ranh xã An Viễn
P=1328 | X=0117.170-0324.020 | Y=0212.470-0223.710 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1328 | X=0097.970-0348.720 | Y=0229.990-0244.310 | 62 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1328 | X=0453.050-0469.690 | Y=0234.990-0244.310 | 350
P=1328 | X=0505.390-0522.030 | Y=0234.990-0244.310 | 310
P=1328 | X=0117.170-0404.060 | Y=0247.510-0258.750 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1328 | X=0117.170-0178.290 | Y=0259.030-0270.270 | đến ≤1.000m.
P=1328 | X=0117.170-0340.340 | Y=0276.550-0287.790 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1328 | X=0117.170-0402.430 | Y=0294.340-0305.580 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1328 | X=0117.170-0413.030 | Y=0305.860-0317.100 | Đường liên ấp 2-3-4 đoạn từ Đường ấp 2 đến Hết ranh xã An Viễn
P=1328 | X=0117.170-0324.020 | Y=0317.380-0328.620 | có hiện trạng là đường nhựa, bê tông xi măng:
P=1328 | X=0097.970-0109.090 | Y=0325.260-0334.580 | 63
P=1328 | X=0453.050-0469.690 | Y=0325.260-0334.580 | 230
P=1328 | X=0505.390-0522.030 | Y=0325.260-0334.580 | 220
P=1328 | X=0117.170-0402.980 | Y=0334.900-0346.140 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1328 | X=0117.170-0340.810 | Y=0352.420-0363.660 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1328 | X=0223.030-0293.230 | Y=0369.960-0381.200 | Đường tỉnh 777
P=1328 | X=0097.970-0171.250 | Y=0381.480-0392.720 | 64 Đường ấp 2
P=1328 | X=0223.030-0405.590 | Y=0381.480-0392.720 | (đường Trảng Bom - Đường liên ấp 2-3-4
P=1328 | X=0453.050-0469.690 | Y=0383.360-0392.680 | 670
P=1328 | X=0505.390-0522.030 | Y=0383.360-0392.680 | 600
P=1328 | X=0223.030-0279.680 | Y=0394.880-0404.200 | Long Thành)
P=1328 | X=0117.170-0412.780 | Y=0410.760-0422.000 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 2 đoạn
P=1328 | X=0117.170-0407.270 | Y=0422.280-0433.520 | từ Đường tỉnh 777 (đường Trảng Bom - Long Thành) đến Đường
P=1328 | X=0117.170-0382.130 | Y=0433.800-0445.040 | liên ấp 2-3-4 có hiện trạng là đường nhựa, bê tông xi măng:
P=1328 | X=0097.970-0109.090 | Y=0441.680-0451.000 | 65
P=1328 | X=0453.050-0469.690 | Y=0441.680-0451.000 | 450
P=1328 | X=0505.390-0522.030 | Y=0441.680-0451.000 | 410
P=1328 | X=0117.170-0348.250 | Y=0451.340-0462.580 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1328 | X=0117.170-0382.080 | Y=0468.860-0480.100 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1328 | X=0117.170-0412.780 | Y=0486.620-0497.860 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 2 đoạn
P=1328 | X=0117.170-0407.270 | Y=0498.140-0509.380 | từ Đường tỉnh 777 (đường Trảng Bom - Long Thành) đến Đường
P=1328 | X=0117.170-0382.130 | Y=0509.660-0520.900 | liên ấp 2-3-4 có hiện trạng là đường nhựa, bê tông xi măng:
P=1328 | X=0097.970-0348.720 | Y=0527.180-0541.260 | 66 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1328 | X=0453.050-0469.690 | Y=0531.940-0541.260 | 350
P=1328 | X=0505.390-0522.030 | Y=0531.940-0541.260 | 310
P=1328 | X=0117.170-0404.060 | Y=0544.490-0555.730 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1328 | X=0117.170-0178.290 | Y=0556.010-0567.250 | đến ≤1.000m.
P=1328 | X=0117.170-0340.340 | Y=0573.530-0584.770 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1328 | X=0117.170-0412.780 | Y=0591.290-0602.530 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 2 đoạn
P=1328 | X=0117.170-0407.270 | Y=0602.810-0614.050 | từ Đường tỉnh 777 (đường Trảng Bom - Long Thành) đến Đường
P=1328 | X=0117.170-0382.130 | Y=0614.330-0625.570 | liên ấp 2-3-4 có hiện trạng là đường nhựa, bê tông xi măng:
P=1328 | X=0097.970-0109.090 | Y=0622.230-0631.550 | 67
P=1328 | X=0453.050-0469.690 | Y=0622.230-0631.550 | 230
P=1328 | X=0505.390-0522.030 | Y=0622.230-0631.550 | 220
P=1328 | X=0117.170-0402.980 | Y=0631.870-0643.110 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1328 | X=0117.170-0340.810 | Y=0649.390-0660.630 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1328 | X=0117.170-0402.430 | Y=0667.150-0678.390 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1328 | X=0117.170-0400.780 | Y=0678.670-0689.910 | Đường ấp 2 đoạn từ Đường tỉnh 777 (đường Trảng Bom - Long
P=1328 | X=0097.970-0109.090 | Y=0686.310-0695.630 | 68
P=1328 | X=0453.050-0469.690 | Y=0686.310-0695.630 | 450
P=1328 | X=0505.390-0522.030 | Y=0686.310-0695.630 | 410
P=1328 | X=0117.170-0407.980 | Y=0690.190-0701.430 | Thành) đến Đường liên ấp 2-3-4 có hiện trạng là đường nhựa, bê
P=1328 | X=0117.170-0177.330 | Y=0701.730-0712.970 | tông xi măng:
P=1329 | X=0117.170-0348.250 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1329 | X=0117.170-0394.360 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1329 | X=0117.170-0402.430 | Y=0113.780-0125.020 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1329 | X=0117.170-0400.780 | Y=0125.330-0136.570 | Đường ấp 2 đoạn từ Đường tỉnh 777 (đường Trảng Bom - Long
P=1329 | X=0117.170-0407.980 | Y=0136.850-0148.090 | Thành) đến Đường liên ấp 2-3-4 có hiện trạng là đường nhựa, bê
P=1329 | X=0117.170-0177.330 | Y=0148.370-0159.610 | tông xi măng:
P=1329 | X=0097.970-0348.720 | Y=0164.890-0176.890 | 69 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1329 | X=0453.050-0469.690 | Y=0164.890-0174.210 | 350
P=1329 | X=0505.390-0522.030 | Y=0164.890-0174.210 | 310
P=1329 | X=0117.170-0404.060 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1329 | X=0117.170-0178.290 | Y=0194.690-0205.930 | đến ≤1.000m.
P=1329 | X=0117.170-0340.340 | Y=0212.230-0223.470 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1329 | X=0117.170-0402.430 | Y=0229.990-0241.230 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1329 | X=0117.170-0400.780 | Y=0241.510-0252.750 | Đường ấp 2 đoạn từ Đường tỉnh 777 (đường Trảng Bom - Long
P=1329 | X=0117.170-0407.980 | Y=0253.030-0264.270 | Thành) đến Đường liên ấp 2-3-4 có hiện trạng là đường nhựa, bê
P=1329 | X=0097.970-0177.330 | Y=0264.550-0275.990 | 70 tông xi măng:
P=1329 | X=0453.050-0469.690 | Y=0266.670-0275.990 | 230
P=1329 | X=0505.390-0522.030 | Y=0266.670-0275.990 | 220
P=1329 | X=0117.170-0402.980 | Y=0282.100-0293.340 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1329 | X=0117.170-0340.810 | Y=0299.620-0310.860 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1329 | X=0315.240-0403.160 | Y=0317.380-0328.620 | Đường lô cao su xã
P=1329 | X=0097.970-0171.250 | Y=0323.140-0334.380 | 71 Đường ấp 2
P=1329 | X=0223.030-0313.410 | Y=0323.140-0334.380 | Đường liên ấp 2-3-4
P=1329 | X=0453.050-0469.690 | Y=0325.020-0334.340 | 670
P=1329 | X=0505.390-0522.030 | Y=0325.020-0334.340 | 600
P=1329 | X=0315.240-0350.600 | Y=0330.780-0340.100 | An Viễn
P=1329 | X=0117.170-0412.780 | Y=0346.660-0357.900 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 2 đoạn
P=1329 | X=0117.170-0402.460 | Y=0357.940-0369.180 | từ Đường liên ấp 2-3-4 đến Đường lô cao su xã An Viễn có hiện
P=1329 | X=0117.170-0288.950 | Y=0369.480-0380.720 | trạng là đường nhựa, bê tông xi măng:
P=1329 | X=0097.970-0109.090 | Y=0377.360-0386.680 | 72
P=1329 | X=0453.050-0469.690 | Y=0377.360-0386.680 | 450
P=1329 | X=0505.390-0522.030 | Y=0377.360-0386.680 | 410
P=1329 | X=0117.170-0348.250 | Y=0387.000-0398.240 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1329 | X=0117.170-0382.080 | Y=0404.520-0415.760 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1329 | X=0117.170-0412.780 | Y=0422.280-0433.520 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 2 đoạn
P=1329 | X=0117.170-0402.460 | Y=0433.800-0445.040 | từ Đường liên ấp 2-3-4 đến Đường lô cao su xã An Viễn có hiện
P=1329 | X=0117.170-0288.950 | Y=0445.320-0456.560 | trạng là đường nhựa, bê tông xi măng:
P=1329 | X=0097.970-0348.720 | Y=0462.860-0476.940 | 73 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1329 | X=0453.050-0469.690 | Y=0467.620-0476.940 | 350
P=1329 | X=0505.390-0522.030 | Y=0467.620-0476.940 | 310
P=1329 | X=0117.170-0404.060 | Y=0480.380-0491.620 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1329 | X=0117.170-0178.290 | Y=0491.900-0503.140 | đến ≤1.000m.
P=1329 | X=0117.170-0340.340 | Y=0509.420-0520.660 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1329 | X=0117.170-0412.780 | Y=0527.180-0538.420 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường ấp 2 đoạn
P=1329 | X=0117.170-0402.460 | Y=0538.490-0549.730 | từ Đường liên ấp 2-3-4 đến Đường lô cao su xã An Viễn có hiện
P=1329 | X=0117.170-0288.950 | Y=0550.010-0561.250 | trạng là đường nhựa, bê tông xi măng:
P=1329 | X=0097.970-0109.090 | Y=0557.890-0567.210 | 74
P=1329 | X=0453.050-0469.690 | Y=0557.890-0567.210 | 230
P=1329 | X=0505.390-0522.030 | Y=0557.890-0567.210 | 220
P=1329 | X=0117.170-0403.000 | Y=0567.530-0578.770 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1329 | X=0117.170-0340.810 | Y=0585.050-0596.290 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1329 | X=0117.170-0402.430 | Y=0602.810-0614.050 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1329 | X=0117.170-0411.320 | Y=0614.330-0625.570 | Đường ấp 2 đoạn từ Đường liên ấp 2-3-4 đến Đường lô cao su xã
P=1329 | X=0117.170-0361.930 | Y=0625.870-0637.110 | An Viễn có hiện trạng là đường nhựa, bê tông xi măng:
P=1329 | X=0097.970-0109.090 | Y=0633.750-0643.070 | 75
P=1329 | X=0453.050-0469.690 | Y=0633.750-0643.070 | 450
P=1329 | X=0505.390-0522.030 | Y=0633.750-0643.070 | 410
P=1329 | X=0117.170-0348.250 | Y=0643.390-0654.630 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1329 | X=0117.170-0394.360 | Y=0660.910-0672.150 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1329 | X=0117.170-0402.430 | Y=0678.670-0689.910 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1329 | X=0097.970-0411.320 | Y=0690.190-0701.430 | 76 Đường ấp 2 đoạn từ Đường liên ấp 2-3-4 đến Đường lô cao su xã
P=1329 | X=0453.050-0469.690 | Y=0692.070-0701.390 | 350
P=1329 | X=0505.390-0522.030 | Y=0692.070-0701.390 | 310
P=1329 | X=0117.170-0361.930 | Y=0701.730-0712.970 | An Viễn có hiện trạng là đường nhựa, bê tông xi măng:
P=1330 | X=0117.170-0348.720 | Y=0078.500-0089.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1330 | X=0117.170-0404.060 | Y=0096.020-0107.260 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1330 | X=0117.170-0178.290 | Y=0107.540-0118.780 | đến ≤1.000m.
P=1330 | X=0117.170-0340.340 | Y=0125.090-0136.330 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1330 | X=0117.170-0402.430 | Y=0142.850-0154.090 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1330 | X=0117.170-0411.320 | Y=0154.370-0165.610 | Đường ấp 2 đoạn từ Đường liên ấp 2-3-4 đến Đường lô cao su xã
P=1330 | X=0117.170-0361.930 | Y=0165.650-0176.890 | An Viễn có hiện trạng là đường nhựa, bê tông xi măng:
P=1330 | X=0097.970-0109.090 | Y=0173.530-0182.850 | 77
P=1330 | X=0453.050-0469.690 | Y=0173.530-0182.850 | 230
P=1330 | X=0505.390-0522.030 | Y=0173.530-0182.850 | 220
P=1330 | X=0117.170-0402.980 | Y=0183.170-0194.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1330 | X=0117.170-0340.810 | Y=0200.710-0211.950 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1330 | X=0315.240-0393.910 | Y=0218.470-0229.710 | Bên phải, đến hết
P=1330 | X=0315.240-0408.220 | Y=0229.990-0241.230 | ranh thửa đất số 189
P=1330 | X=0315.240-0406.530 | Y=0241.510-0252.750 | tờ BĐĐC số 31; Bên
P=1330 | X=0097.970-0189.510 | Y=0247.270-0258.510 | 78 Đường Lê Duẩn
P=1330 | X=0223.030-0266.100 | Y=0249.150-0258.470 | Quốc lộ 1
P=1330 | X=0453.050-0469.690 | Y=0249.150-0258.470 | 700
P=1330 | X=0505.390-0522.030 | Y=0249.150-0258.470 | 630
P=1330 | X=0315.240-0390.940 | Y=0253.030-0264.270 | trái, đến hết ranh
P=1330 | X=0315.240-0400.360 | Y=0264.550-0275.790 | thửa đất số 784, tờ
P=1330 | X=0315.240-0370.780 | Y=0276.070-0287.310 | BĐĐC số 31
P=1330 | X=0117.170-0406.070 | Y=0293.860-0305.100 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Duẩn
P=1330 | X=0117.170-0405.870 | Y=0305.380-0316.620 | đoạn từ Quốc lộ 1 đến Bên phải, đến hết ranh thửa đất số 189 tờ
P=1330 | X=0117.170-0406.790 | Y=0316.900-0328.140 | BĐĐC số 31; Bên trái, đến hết ranh thửa đất số 784, tờ BĐĐC số
P=1330 | X=0097.970-0337.940 | Y=0328.420-0339.860 | 79 31 có hiện trạng là đường nhựa, bê tông xi măng:
P=1330 | X=0453.050-0469.690 | Y=0330.540-0339.860 | 480
P=1330 | X=0505.390-0522.030 | Y=0330.540-0339.860 | 430
P=1330 | X=0117.170-0348.250 | Y=0345.700-0356.940 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1330 | X=0117.170-0382.080 | Y=0363.220-0374.460 | - Có bề rộng ≥3m đến <5m, cách đường giao thông ≤500m.
P=1330 | X=0117.170-0406.070 | Y=0381.000-0392.240 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Duẩn
P=1330 | X=0117.170-0405.870 | Y=0392.520-0403.760 | đoạn từ Quốc lộ 1 đến Bên phải, đến hết ranh thửa đất số 189 tờ
P=1330 | X=0117.170-0406.790 | Y=0404.040-0415.280 | BĐĐC số 31; Bên trái, đến hết ranh thửa đất số 784, tờ BĐĐC số
P=1330 | X=0117.170-0337.940 | Y=0415.560-0426.800 | 31 có hiện trạng là đường nhựa, bê tông xi măng:
P=1330 | X=0097.970-0348.720 | Y=0432.080-0444.320 | 80 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1330 | X=0453.050-0469.690 | Y=0432.080-0441.400 | 370
P=1330 | X=0505.390-0522.030 | Y=0432.080-0441.400 | 330
P=1330 | X=0117.170-0404.060 | Y=0450.620-0461.860 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1330 | X=0117.170-0178.290 | Y=0462.140-0473.380 | đến ≤1.000m.
P=1330 | X=0117.170-0340.340 | Y=0479.660-0490.900 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1330 | X=0117.170-0406.070 | Y=0497.420-0508.660 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Lê Duẩn
P=1330 | X=0117.170-0405.870 | Y=0508.940-0520.180 | đoạn từ Quốc lộ 1 đến Bên phải, đến hết ranh thửa đất số 189 tờ
P=1330 | X=0117.170-0406.790 | Y=0520.220-0531.460 | BĐĐC số 31; Bên trái, đến hết ranh thửa đất số 784, tờ BĐĐC số
P=1330 | X=0097.970-0337.940 | Y=0531.740-0543.180 | 81 31 có hiện trạng là đường nhựa, bê tông xi măng:
P=1330 | X=0453.050-0469.690 | Y=0533.860-0543.180 | 250
P=1330 | X=0505.390-0522.030 | Y=0533.860-0543.180 | 230
P=1330 | X=0117.170-0402.980 | Y=0549.290-0560.530 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1330 | X=0117.170-0340.810 | Y=0566.810-0578.050 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1330 | X=0117.170-0402.430 | Y=0584.570-0595.810 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1330 | X=0117.170-0395.740 | Y=0596.090-0607.330 | Đường Lê Duẩn đoạn từ Quốc lộ 1 đến Bên phải, đến hết ranh
P=1330 | X=0117.170-0413.020 | Y=0607.610-0618.850 | thửa đất số 189 tờ BĐĐC số 31; Bên trái, đến hết ranh thửa đất số
P=1330 | X=0117.170-0386.110 | Y=0619.150-0630.390 | 784, tờ BĐĐC số 31 có hiện trạng là đường nhựa, bê tông xi
P=1330 | X=0097.970-0109.090 | Y=0627.030-0636.350 | 82
P=1330 | X=0453.050-0469.690 | Y=0627.030-0636.350 | 480
P=1330 | X=0505.390-0522.030 | Y=0627.030-0636.350 | 430
P=1330 | X=0117.170-0145.180 | Y=0630.670-0641.910 | măng:
P=1330 | X=0117.170-0348.250 | Y=0648.190-0659.430 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=1330 | X=0117.170-0394.360 | Y=0665.710-0676.950 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông ≤500m.
P=1330 | X=0117.170-0402.430 | Y=0683.470-0694.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1330 | X=0097.970-0395.740 | Y=0694.750-0705.990 | 83 Đường Lê Duẩn đoạn từ Quốc lộ 1 đến Bên phải, đến hết ranh
P=1330 | X=0453.050-0469.690 | Y=0696.630-0705.950 | 370
P=1330 | X=0505.390-0522.030 | Y=0696.630-0705.950 | 330
P=1330 | X=0117.170-0413.020 | Y=0706.290-0717.530 | thửa đất số 189 tờ BĐĐC số 31; Bên trái, đến hết ranh thửa đất số
P=1331 | X=0117.170-0386.110 | Y=0072.500-0083.740 | 784, tờ BĐĐC số 31 có hiện trạng là đường nhựa, bê tông xi
P=1331 | X=0117.170-0145.170 | Y=0084.020-0095.260 | măng:
P=1331 | X=0117.170-0348.720 | Y=0101.540-0112.780 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=1331 | X=0117.170-0404.060 | Y=0119.090-0130.330 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ >500m
P=1331 | X=0117.170-0178.290 | Y=0130.610-0141.850 | đến ≤1.000m.
P=1331 | X=0117.170-0340.340 | Y=0148.130-0159.370 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=1331 | X=0117.170-0402.430 | Y=0165.650-0176.890 | Các tuyến đường giao thông không đấu nối trực tiếp và thông ra
P=1331 | X=0117.170-0395.740 | Y=0177.170-0188.410 | Đường Lê Duẩn đoạn từ Quốc lộ 1 đến Bên phải, đến hết ranh
P=1331 | X=0117.170-0413.020 | Y=0188.690-0199.930 | thửa đất số 189 tờ BĐĐC số 31; Bên trái, đến hết ranh thửa đất số
P=1331 | X=0117.170-0386.110 | Y=0200.230-0211.470 | 784, tờ BĐĐC số 31 có hiện trạng là đường nhựa, bê tông xi
P=1331 | X=0097.970-0109.090 | Y=0208.110-0217.430 | 84
P=1331 | X=0453.050-0469.690 | Y=0208.110-0217.430 | 250
P=1331 | X=0505.390-0522.030 | Y=0208.110-0217.430 | 230
P=1331 | X=0117.170-0145.170 | Y=0211.750-0222.990 | măng:
P=1331 | X=0117.170-0402.980 | Y=0229.270-0240.510 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông >1.000m.
P=1331 | X=0117.170-0340.810 | Y=0246.790-0258.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=1331 | X=0097.970-0198.400 | Y=0264.550-0275.790 | 85 Đường Vườn Ngô
P=1331 | X=0223.030-0295.400 | Y=0264.550-0275.790 | Đường Lê Duẩn
P=1331 | X=0315.240-0385.430 | Y=0264.550-0275.790 | Đường tỉnh 777
